DATE,AMUN FP Equity_DX_SI_QTY,AMUN FP Equity_DX_SHORT_INTEREST_VALUE,AMUN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AMUN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AMUN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AMUN FP Equity_DX_SI_MV,AMUN FP Equity_DX_DSS,AMUN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AMUN FP Equity_DX_SUPPLY_SI_QTY,AMUN FP Equity_DX_BROKER_SI_QTY,AMUN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AMUN FP Equity_DX_BROKER_SI_MV_NEW_x,AMUN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AMUN FP Equity_DX_SUPPLY_SI_QTY_INC_x,AMUN FP Equity_DX_BROKER_SI_MV_INC_x,AMUN FP Equity_DX_SUPPLY_SI_MV_NEW,AMUN FP Equity_DX_BROKER_SI_QTY_ADD,AMUN FP Equity_DX_BROKER_SI_QTY_NEW,AMUN FP Equity_DX_SUPPLY_SI_MV_DEC,AMUN FP Equity_DX_BROKER_SI_QTY_INC,AMUN FP Equity_DX_SUPPLY_SI_QTY_DEC,AMUN FP Equity_DX_BROKER_SI_MV_NEW_y,AMUN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AMUN FP Equity_DX_BROKER_SI_MV_INC_y,AMUN FP Equity_DX_SUPPLY_SI_QTY_INC_y,AMUN FP Equity_DX_BROKER_SI_MV_ADD,AMUN FP Equity_DX_SUPPLY_SI_QTY_ADD,AMUN FP Equity_DX_BROKER_SI_QTY_DEC,AMUN FP Equity_DX_SUPPLY_SI_MV,AMUN FP Equity_DX_BROKER_SI_MV_DEC,AMUN FP Equity_DX_SUPPLY_SI_MV_RMV,AMUN FP Equity_DX_BROKER_SI_MV_RMV,AMUN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AMUN FP Equity_DX_UTILIZATION_QUANTITY,AMUN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AMUN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AMUN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AMUN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AMUN FP Equity_DX_ACTIVE_UTILIZATION_MV,AMUN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AMUN FP Equity_DX_BROKER_SI_CON_RATIO,AMUN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AMUN FP Equity_DX_DEMAND_SUPPLY_RATIO,AMUN FP Equity_PX_LAST
2015-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
2015-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425125.0,18183261.44,0.0,19.14,0.0,0.0,0.0,0.0,0.0,46.6
2015-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3496205.0,149538158.3,0.0,156.05,0.0,0.0,0.0,0.0,0.0,46.6
2015-11-16,542340.0,23445622.35,1.46,1.26,0.33,26.46,0.0,23445622.35,536703.0,542340.0,23201932.09,0.0,0.0,0.0,0.0,0.0,542340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.46,536703.0,0.0,25.14,0.0,0.0,0.0,9.77,9.77,4959144.0,214386210.47,0.0,231.56,9.79,5.33,0.8992,94.67,0.0987,47.1
2015-11-17,627412.0,27411259.74,1.69,1.44,0.38,30.84,0.0,27411259.74,621775.0,627412.0,27164982.54,0.0,0.0,85072.0,4.37,0.0,0.0,0.0,0.0,85072.0,0.0,0.0,0.0,4.37,85072.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,9.91,9.91,5652829.0,246968760.55,0.0,266.66,9.96,4.6,0.9123,95.4,0.1,47.6
2015-11-18,30000.0,1299668.15,0.08,0.07,0.02,1.43,0.0,1299668.15,30000.0,30000.0,1299668.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.07,0.0,591775.0,0.0,0.0,0.0,0.0,0.0,0.0,597412.0,1.43,29.42,0.0,0.0,0.48,0.48,6283223.0,272203492.85,0.0,298.63,0.48,0.0,1.0,100.0,0.0048,47.2
2015-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,1.43,0.0,0.0,0.0,0.0,6390759.0,279208486.44,0.0,301.79,0.0,0.0,0.0,100.0,0.0,47.6
2015-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6414567.0,280837401.55,0.0,305.67,0.0,0.0,0.0,0.0,0.0,47.7
2015-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6522907.0,286778059.27,0.0,311.44,0.0,0.0,0.0,0.0,0.0,47.9
2015-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6674865.0,289721697.98,0.0,318.88,0.0,0.0,0.0,0.0,0.0,47.29
2015-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6683656.0,289551160.0,0.0,316.18,0.0,0.0,0.0,0.0,0.0,47.2
2015-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6741165.0,298848657.6,0.0,319.5,0.0,0.0,0.0,0.0,0.0,48.3
2015-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6614179.0,290790811.1,0.0,319.07,0.0,0.0,0.0,0.0,0.0,47.9
2015-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6892195.0,301622006.33,0.0,331.16,0.0,0.0,0.0,0.0,0.0,47.68
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6966163.0,306841151.23,0.0,332.14,0.0,0.0,0.0,0.0,0.0,47.99
2015-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6976711.0,303207498.9,0.0,332.54,0.0,0.0,0.0,0.0,0.0,47.35
2015-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6974372.0,300225220.3,0.0,327.54,0.0,0.0,0.0,0.0,0.0,46.9
2015-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6975606.0,295796573.93,0.0,326.82,0.0,0.0,0.0,0.0,0.0,46.2
2015-12-07,15000.0,619545.2,0.04,0.03,0.01,0.68,0.0,619545.2,15000.0,15000.0,619545.2,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,15000.0,0.0,0.68,0.0,0.0,0.0,0.21,0.21,7038803.0,290723772.55,0.0,321.7,0.21,0.0,1.0,100.0,0.0021,45.0
2015-12-08,15000.0,621610.35,0.04,0.03,0.01,0.68,0.0,621610.35,15000.0,15000.0,621610.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.21,0.21,7039287.0,291712909.09,0.0,316.21,0.21,0.0,1.0,100.0,0.0021,45.15
