DATE,BRES FP Equity_DX_DSS,BRES FP Equity_PX_LAST
2008-04-01,0.0,65.66
2008-04-02,0.0,66.95
2008-04-03,0.0,67.08
2008-04-04,0.0,68.33
2008-04-07,0.0,71.46
2008-04-08,0.0,71.39
2008-04-09,0.0,72.75
2008-04-10,0.0,70.9
2008-04-11,0.0,71.0
2008-04-14,0.0,69.56
2008-04-15,0.0,70.45
2008-04-16,0.0,73.63
2008-04-17,0.0,73.67
2008-04-18,0.0,73.06
2008-04-21,0.0,74.06
2008-04-22,0.0,74.47
2008-04-23,0.0,76.26
2008-04-24,0.0,74.82
2008-04-25,0.0,74.95
2008-04-28,0.0,76.2
2008-04-29,0.0,73.83
2008-04-30,0.0,72.99
2008-05-02,0.0,76.2
2008-05-05,0.0,76.66
2008-05-06,0.0,78.0
2008-05-07,0.0,78.5
2008-05-08,0.0,79.36
2008-05-09,0.0,77.88
2008-05-12,0.0,78.31
2008-05-13,0.0,79.5
2008-05-14,0.0,81.56
2008-05-15,0.0,82.47
2008-05-16,0.0,82.48
2008-05-19,0.0,84.0
2008-05-20,0.0,79.98
2008-05-21,0.0,79.9
2008-05-22,0.0,81.84
2008-05-23,0.0,78.04
2008-05-26,0.0,78.14
2008-05-27,0.0,76.95
2008-05-28,0.0,77.67
2008-05-29,1.0,78.3
2008-05-30,1.0,77.43
2008-06-02,1.0,77.76
2008-06-03,1.0,77.45
2008-06-04,1.0,76.61
2008-06-05,1.0,76.16
2008-06-06,1.0,76.77
2008-06-09,1.0,76.19
2008-06-10,1.0,75.07
2008-06-11,1.0,72.76
2008-06-12,1.0,73.9
2008-06-13,1.0,73.95
2008-06-16,1.0,75.27
2008-06-17,1.0,76.87
2008-06-18,1.0,76.06
2008-06-19,1.0,78.01
2008-06-20,1.0,76.33
2008-06-23,1.0,76.59
2008-06-24,1.0,76.45
2008-06-25,1.0,74.35
2008-06-26,1.0,73.5
2008-06-27,1.0,74.61
2008-06-30,1.0,75.96
2008-07-01,1.0,73.14
2008-07-02,1.0,69.0
2008-07-03,1.0,68.83
2008-07-04,1.0,68.0
2008-07-07,1.0,68.6
2008-07-08,1.0,65.95
2008-07-09,1.0,67.64
2008-07-10,1.0,67.0
2008-07-11,1.0,67.42
2008-07-14,1.0,67.8
2008-07-15,1.0,65.24
2008-07-16,1.0,63.16
2008-07-17,1.0,63.98
2008-07-18,1.0,62.5
2008-07-21,1.0,64.17
2008-07-22,1.0,64.39
2008-07-23,0.0,63.76
2008-07-24,0.0,60.69
2008-07-25,0.0,61.16
2008-07-28,0.0,63.01
2008-07-29,0.0,63.99
2008-07-30,0.0,66.24
2008-07-31,0.0,66.83
2008-08-01,0.0,63.67
2008-08-04,0.0,60.69
2008-08-05,0.0,60.69
2008-08-06,0.0,62.64
2008-08-07,0.0,63.3
2008-08-08,0.0,61.56
2008-08-11,0.0,60.79
2008-08-12,0.0,59.82
2008-08-13,0.0,60.51
2008-08-14,0.0,61.91
2008-08-15,0.0,61.05
2008-08-18,0.0,60.65
2008-08-19,1.0,59.55
2008-08-20,1.0,62.35
2008-08-21,1.0,64.2
2008-08-22,2.0,63.77
2008-08-25,0.0,63.07
2008-08-26,0.0,62.45
2008-08-27,0.0,63.77
2008-08-28,0.0,64.42
2008-08-29,0.0,64.79
2008-09-01,0.0,61.8
2008-09-02,0.0,59.18
2008-09-03,0.0,57.55
2008-09-04,0.0,56.46
2008-09-05,0.0,53.58
2008-09-08,0.0,55.09
2008-09-09,0.0,51.2
2008-09-10,0.0,50.91
2008-09-11,0.0,51.66
2008-09-12,0.0,53.66
2008-09-15,0.0,52.51
2008-09-16,0.0,49.98
2008-09-17,0.0,47.0
2008-09-18,0.0,46.41
2008-09-19,0.0,51.05
2008-09-22,0.0,52.23
2008-09-23,0.0,49.65
2008-09-24,0.0,48.29
2008-09-25,0.0,48.39
2008-09-26,0.0,46.54
2008-09-29,0.0,41.21
2008-09-30,0.0,42.78
2008-10-01,0.0,41.67
2008-10-02,0.0,39.61
2008-10-03,0.0,41.53
2008-10-06,0.0,35.97
2008-10-07,0.0,36.77
2008-10-08,0.0,32.75
2008-10-09,0.0,34.38
2008-10-10,0.0,30.0
2008-10-13,0.0,34.27
2008-10-14,0.0,36.1
2008-10-15,0.0,30.81
2008-10-16,0.0,27.05
2008-10-17,0.0,29.59
2008-10-20,0.0,31.2
2008-10-21,0.0,32.06
2008-10-22,0.0,29.59
2008-10-23,0.0,26.95
2008-10-24,0.0,27.51
2008-10-27,0.0,26.01
2008-10-28,1.0,26.09
2008-10-29,1.0,29.12
2008-10-30,1.0,30.68
2008-10-31,1.0,33.03
2008-11-03,1.0,33.51
2008-11-04,1.0,36.9
2008-11-05,1.0,34.69
2008-11-06,1.0,29.88
2008-11-07,4.0,31.0
2008-11-10,4.0,33.11
2008-11-11,4.0,30.87
2008-11-12,4.0,27.94
2008-11-13,4.0,27.6
2008-11-14,1.0,27.69
2008-11-17,1.0,26.75
2008-11-18,1.0,25.82
2008-11-19,1.0,24.78
2008-11-20,1.0,22.8
2008-11-21,1.0,23.35
2008-11-24,1.0,26.85
2008-11-25,1.0,27.3
2008-11-26,1.0,27.23
2008-11-27,1.0,28.6
2008-11-28,1.0,27.78
2008-12-01,1.0,25.0
2008-12-02,2.0,23.89
2008-12-03,2.0,24.18
2008-12-04,2.0,23.18
2008-12-05,2.0,21.75
2008-12-08,2.0,25.38
2008-12-09,2.0,25.27
2008-12-10,3.0,27.15
2008-12-11,3.0,26.79
2008-12-12,3.0,26.11
2008-12-15,3.0,26.52
2008-12-16,3.0,26.2
2008-12-17,3.0,26.25
2008-12-18,3.0,25.65
2008-12-19,3.0,25.0
2008-12-22,3.0,24.2
2008-12-23,3.0,24.33
2008-12-24,3.0,0.0
2008-12-25,3.0,0.0
2008-12-26,3.0,0.0
2008-12-29,3.0,24.5
2008-12-30,3.0,24.88
2008-12-31,3.0,0.0
2009-01-01,3.0,0.0
2009-01-02,4.0,26.63
2009-01-05,4.0,28.28
2009-01-06,4.0,30.55
2009-01-07,4.0,29.57
2009-01-08,4.0,28.44
2009-01-09,3.0,27.41
2009-01-12,3.0,26.99
2009-01-13,3.0,25.74
2009-01-14,3.0,23.73
2009-01-15,3.0,23.5
2009-01-16,3.0,25.22
2009-01-19,3.0,24.57
2009-01-20,3.0,23.9
2009-01-21,3.0,23.99
2009-01-22,3.0,23.65
2009-01-23,3.0,23.43
2009-01-26,3.0,23.75
2009-01-27,3.0,24.5
2009-01-28,3.0,25.39
2009-01-29,3.0,25.15
2009-01-30,3.0,24.29
2009-02-02,3.0,23.88
2009-02-03,3.0,24.73
2009-02-04,2.0,27.45
2009-02-05,2.0,28.04
2009-02-06,2.0,29.67
2009-02-09,2.0,29.75
2009-02-10,2.0,27.97
2009-02-11,2.0,27.7
2009-02-12,2.0,27.06
2009-02-13,2.0,27.9
2009-02-16,3.0,26.95
2009-02-17,3.0,25.88
2009-02-18,3.0,26.04
2009-02-19,0.0,26.06
2009-02-20,0.0,24.55
2009-02-23,0.0,24.13
2009-02-24,0.0,23.53
2009-02-25,0.0,23.9
2009-02-26,0.0,24.46
2009-02-27,0.0,23.26
2009-03-02,0.0,22.05
2009-03-03,0.0,21.92
2009-03-04,0.0,24.04
2009-03-05,0.0,22.89
2009-03-06,0.0,23.12
2009-03-09,0.0,22.45
2009-03-10,0.0,24.2
2009-03-11,0.0,25.16
2009-03-12,0.0,24.4
2009-03-13,0.0,25.23
2009-03-16,0.0,25.32
2009-03-17,0.0,24.61
2009-03-18,0.0,23.58
2009-03-19,0.0,25.45
2009-03-20,0.0,26.25
2009-03-23,0.0,27.91
2009-03-24,0.0,27.1
2009-03-25,0.0,26.61
2009-03-26,0.0,27.4
2009-03-27,0.0,27.45
2009-03-30,0.0,25.55
2009-03-31,0.0,26.51
2009-04-01,0.0,27.45
2009-04-02,0.0,29.88
2009-04-03,0.0,29.62
2009-04-06,0.0,28.35
2009-04-07,0.0,28.35
2009-04-08,0.0,28.13
2009-04-09,0.0,29.72
2009-04-14,0.0,31.56
2009-04-15,0.0,30.55
2009-04-16,0.0,31.19
2009-04-17,2.0,31.16
2009-04-20,3.0,29.19
2009-04-21,3.0,28.84
2009-04-22,3.0,30.21
2009-04-23,3.0,30.56
2009-04-24,3.0,31.98
2009-04-27,3.0,31.64
2009-04-28,3.0,30.35
2009-04-29,3.0,31.21
2009-04-30,3.0,32.2
2009-05-01,3.0,0.0
2009-05-04,3.0,33.77
2009-05-05,5.0,34.4
2009-05-06,5.0,35.07
2009-05-07,5.0,34.96
2009-05-08,5.0,35.95
2009-05-11,5.0,34.89
2009-05-12,5.0,33.81
2009-05-13,5.0,31.25
2009-05-14,5.0,31.67
2009-05-15,5.0,32.42
2009-05-18,5.0,33.11
2009-05-19,5.0,34.66
2009-05-20,5.0,35.81
2009-05-21,5.0,34.17
2009-05-22,5.0,34.21
2009-05-25,5.0,34.28
2009-05-26,4.0,34.77
2009-05-27,4.0,35.48
2009-05-28,4.0,35.4
2009-05-29,4.0,36.21
2009-06-01,4.0,39.12
2009-06-02,4.0,39.29
2009-06-03,4.0,37.53
2009-06-04,4.0,36.21
2009-06-05,4.0,38.16
2009-06-08,3.0,37.03
2009-06-09,3.0,37.24
2009-06-10,5.0,39.07
2009-06-11,5.0,39.22
2009-06-12,5.0,38.61
2009-06-15,5.0,36.9
2009-06-16,5.0,36.82
2009-06-17,5.0,34.28
2009-06-18,4.0,34.0
2009-06-19,4.0,35.01
2009-06-22,4.0,33.59
2009-06-23,3.0,33.18
2009-06-24,3.0,35.35
2009-06-25,3.0,34.92
2009-06-26,3.0,34.96
2009-06-29,3.0,35.54
2009-06-30,4.0,34.79
2009-07-01,4.0,35.91
2009-07-02,4.0,34.22
2009-07-03,4.0,33.69
2009-07-06,4.0,32.1
2009-07-07,0.0,32.13
2009-07-08,0.0,31.49
2009-07-09,0.0,32.46
2009-07-10,0.0,31.97
2009-07-13,0.0,32.53
2009-07-14,0.0,33.94
2009-07-15,1.0,35.42
2009-07-16,2.0,35.24
2009-07-17,2.0,35.93
2009-07-20,2.0,36.8
2009-07-21,2.0,37.45
2009-07-22,2.0,37.37
2009-07-23,5.0,39.06
2009-07-24,5.0,38.92
2009-07-27,5.0,39.35
2009-07-28,5.0,38.03
2009-07-29,0.0,37.47
2009-07-30,0.0,39.64
2009-07-31,0.0,39.82
2009-08-03,0.0,41.83
2009-08-04,0.0,41.31
2009-08-05,0.0,40.85
2009-08-06,0.0,40.36
2009-08-07,0.0,40.49
2009-08-10,0.0,39.18
2009-08-11,0.0,38.15
2009-08-12,0.0,38.49
2009-08-13,0.0,39.5
2009-08-14,0.0,39.06
2009-08-17,0.0,37.36
2009-08-18,0.0,38.15
2009-08-19,0.0,38.2
2009-08-20,0.0,38.91
2009-08-21,0.0,40.06
2009-08-24,0.0,41.08
2009-08-25,0.0,40.74
2009-08-26,0.0,39.57
2009-08-27,0.0,39.14
2009-08-28,0.0,40.05
2009-08-31,0.0,38.88
2009-09-01,0.0,38.46
2009-09-02,0.0,38.14
2009-09-03,0.0,38.92
2009-09-04,2.0,39.91
2009-09-07,2.0,40.84
2009-09-08,2.0,41.59
2009-09-09,0.0,41.51
2009-09-10,0.0,41.73
2009-09-11,0.0,42.75
2009-09-14,0.0,41.64
2009-09-15,0.0,41.94
2009-09-16,0.0,43.07
2009-09-17,0.0,43.15
2009-09-18,0.0,42.27
2009-09-21,0.0,41.07
2009-09-22,0.0,41.63
2009-09-23,0.0,41.69
2009-09-24,0.0,40.33
2009-09-25,0.0,39.96
2009-09-28,1.0,40.74
2009-09-29,1.0,40.56
2009-09-30,1.0,40.23
2009-10-01,1.0,38.89
2009-10-02,1.0,37.88
2009-10-05,1.0,38.57
2009-10-06,1.0,41.13
2009-10-07,1.0,40.6
2009-10-08,1.0,42.25
2009-10-09,1.0,41.78
2009-10-12,1.0,42.16
2009-10-13,0.0,41.79
2009-10-14,0.0,43.86
2009-10-15,0.0,43.65
2009-10-16,0.0,43.4
2009-10-19,0.0,44.45
2009-10-20,0.0,44.09
2009-10-21,0.0,44.34
2009-10-22,0.0,43.6
2009-10-23,1.0,43.84
2009-10-26,2.0,43.45
2009-10-27,2.0,42.73
2009-10-28,2.0,40.2
2009-10-29,2.0,42.39
2009-10-30,2.0,40.33
2009-11-02,2.0,41.32
2009-11-03,2.0,41.01
2009-11-04,2.0,42.63
2009-11-05,2.0,42.65
2009-11-06,2.0,43.03
2009-11-09,2.0,44.75
2009-11-10,2.0,44.29
2009-11-11,2.0,45.0
2009-11-12,1.0,44.95
2009-11-13,1.0,45.46
2009-11-16,1.0,47.49
2009-11-17,1.0,47.05
2009-11-18,1.0,47.61
2009-11-19,1.0,46.06
2009-11-20,1.0,45.6
2009-11-23,0.0,46.99
2009-11-24,0.0,46.5
2009-11-25,0.0,46.99
2009-11-26,0.0,44.64
2009-11-27,0.0,45.61
2009-11-30,0.0,45.22
2009-12-01,0.0,47.25
2009-12-02,0.0,47.96
2009-12-03,0.0,47.03
2009-12-04,0.0,46.51
2009-12-07,0.0,46.81
2009-12-08,0.0,45.61
2009-12-09,0.0,45.59
2009-12-10,0.0,45.66
2009-12-11,0.0,46.67
2009-12-14,0.0,47.33
2009-12-15,1.0,47.47
2009-12-16,1.0,48.12
2009-12-17,1.0,47.15
2009-12-18,1.0,47.15
2009-12-21,1.0,47.98
2009-12-22,1.0,47.93
2009-12-23,0.0,48.4
2009-12-28,0.0,49.6
2009-12-29,0.0,49.84
2009-12-30,0.0,49.96
2010-01-04,0.0,51.44
2010-01-05,0.0,51.92
2010-01-06,0.0,52.69
2010-01-07,0.0,52.63
2010-01-08,0.0,53.36
2010-01-11,0.0,52.76
2010-01-12,3.0,51.52
2010-01-13,3.0,51.64
2010-01-14,3.0,52.54
2010-01-15,3.0,51.8
2010-01-18,3.0,52.81
2010-01-19,3.0,53.44
2010-01-20,3.0,51.34
2010-01-21,3.0,49.33
2010-01-22,3.0,49.1
2010-01-25,3.0,48.62
2010-01-26,3.0,48.09
2010-01-27,5.0,47.45
2010-01-28,5.0,46.17
2010-01-29,5.0,46.88
2010-02-01,4.0,47.43
2010-02-02,5.0,48.87
2010-02-03,5.0,47.9
2010-02-04,5.0,45.9
2010-02-05,5.0,45.16
2010-02-08,5.0,45.63
2010-02-09,5.0,46.49
2010-02-10,5.0,45.68
2010-02-11,5.0,46.94
2010-02-12,5.0,46.62
2010-02-15,5.0,47.21
2010-02-16,2.0,48.52
2010-02-17,2.0,48.89
2010-02-18,2.0,49.59
2010-02-19,2.0,49.35
2010-02-22,1.0,49.47
2010-02-23,0.0,48.75
2010-02-24,0.0,48.42
2010-02-25,0.0,46.74
2010-02-26,0.0,47.46
2010-03-01,1.0,48.65
2010-03-02,1.0,49.44
2010-03-03,2.0,50.9
2010-03-04,2.0,50.71
2010-03-05,2.0,52.3
2010-03-08,2.0,52.23
2010-03-09,1.0,52.0
2010-03-10,0.0,52.57
2010-03-11,1.0,51.99
2010-03-12,1.0,52.43
2010-03-15,1.0,51.38
2010-03-16,1.0,52.16
2010-03-17,1.0,53.41
2010-03-18,0.0,53.15
2010-03-19,0.0,51.99
2010-03-22,0.0,52.39
2010-03-23,0.0,53.6
2010-03-24,0.0,53.74
2010-03-25,0.0,54.39
2010-03-26,0.0,54.18
2010-03-29,0.0,54.96
2010-03-30,0.0,55.34
2010-03-31,0.0,55.41
2010-04-01,0.0,57.05
2010-04-06,0.0,58.54
2010-04-07,0.0,57.91
2010-04-08,0.0,56.89
2010-04-09,0.0,57.59
2010-04-12,0.0,57.05
2010-04-13,0.0,56.28
2010-04-14,0.0,57.36
2010-04-15,0.0,57.47
2010-04-16,1.0,55.56
2010-04-19,1.0,54.81
2010-04-20,1.0,55.53
2010-04-21,1.0,54.59
2010-04-22,1.0,54.16
2010-04-23,1.0,54.75
2010-04-26,1.0,56.23
2010-04-27,1.0,54.08
2010-04-28,1.0,53.42
2010-04-29,1.0,54.02
