DATE,ALGAE FP Equity_DX_SI_QTY,ALGAE FP Equity_DX_SHORT_INTEREST_VALUE,ALGAE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALGAE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALGAE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALGAE FP Equity_DX_SI_MV,ALGAE FP Equity_DX_DSS,ALGAE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALGAE FP Equity_DX_SUPPLY_SI_QTY,ALGAE FP Equity_DX_BROKER_SI_QTY,ALGAE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALGAE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALGAE FP Equity_DX_BROKER_SI_MV_INC_x,ALGAE FP Equity_DX_BROKER_SI_QTY_ADD,ALGAE FP Equity_DX_SUPPLY_SI_MV_DEC,ALGAE FP Equity_DX_BROKER_SI_QTY_INC,ALGAE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALGAE FP Equity_DX_BROKER_SI_MV_INC_y,ALGAE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALGAE FP Equity_DX_BROKER_SI_MV_ADD,ALGAE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALGAE FP Equity_DX_BROKER_SI_QTY_DEC,ALGAE FP Equity_DX_SUPPLY_SI_MV,ALGAE FP Equity_DX_BROKER_SI_MV_DEC,ALGAE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALGAE FP Equity_DX_UTILIZATION_QUANTITY,ALGAE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALGAE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALGAE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALGAE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALGAE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALGAE FP Equity_DX_BROKER_SI_CON_RATIO,ALGAE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALGAE FP Equity_DX_DEMAND_SUPPLY_RATIO,ALGAE FP Equity_PX_LAST
2014-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30614.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30614.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2014-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66759.0,616853.16,0.6,0.0,0.0,0.0,0.0,0.0,9.24
2014-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66759.0,640886.4,0.6,0.0,0.0,0.0,0.0,0.0,9.6
2014-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66759.0,640886.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113974.0,1094150.4,1.09,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113974.0,1050840.28,1.09,0.0,0.0,0.0,0.0,0.0,9.22
2014-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150119.0,1342063.86,1.42,0.0,0.0,0.0,0.0,0.0,8.94
2014-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150119.0,1355574.57,1.37,0.0,0.0,0.0,0.0,0.0,9.03
2014-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178379.0,1623248.9,1.6,0.0,0.0,0.0,0.0,0.0,9.1
2014-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,1691139.96,1.67,0.0,0.0,0.0,0.0,0.0,9.09
2014-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,1672535.56,1.69,0.0,0.0,0.0,0.0,0.0,8.99
2014-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,1672535.56,1.68,0.0,0.0,0.0,0.0,0.0,8.99
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,1672535.56,1.67,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,1672535.56,1.67,0.0,0.0,0.0,0.0,0.0,8.99
2014-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,1663233.36,1.67,0.0,0.0,0.0,0.0,0.0,8.94
2014-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,1655791.6,1.67,0.0,0.0,0.0,0.0,0.0,8.9
2014-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,1637187.2,1.66,0.0,0.0,0.0,0.0,0.0,8.8
2014-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,1626024.56,1.65,0.0,0.0,0.0,0.0,0.0,8.74
2014-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,1631605.88,1.63,0.0,0.0,0.0,0.0,0.0,8.77
2014-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,1581374.0,1.64,0.0,0.0,0.0,0.0,0.0,8.5
2014-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,1581374.0,1.61,0.0,0.0,0.0,0.0,0.0,8.5
2014-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,1590676.2,1.58,0.0,0.0,0.0,0.0,0.0,8.55
2014-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,1590676.2,1.59,0.0,0.0,0.0,0.0,0.0,8.55
2014-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,1581374.0,1.59,0.0,0.0,0.0,0.0,0.0,8.5
2014-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,921060.0,0.92,0.0,0.0,0.0,0.0,0.0,8.5
2014-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,916725.6,0.92,0.0,0.0,0.0,0.0,0.0,8.46
2014-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,908056.8,0.93,0.0,0.0,0.0,0.0,0.0,8.38
2014-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,908056.8,0.93,0.0,0.0,0.0,0.0,0.0,8.38
2014-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,915642.0,0.91,0.0,0.0,0.0,0.0,0.0,8.45
2014-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,932979.6,0.91,0.0,0.0,0.0,0.0,0.0,8.61
2014-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,940564.8,0.92,0.0,0.0,0.0,0.0,0.0,8.68
2014-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,932979.6,0.91,0.0,0.0,0.0,0.0,0.0,8.61
2014-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,942732.0,0.94,0.0,0.0,0.0,0.0,0.0,8.7
2014-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,963320.4,0.93,0.0,0.0,0.0,0.0,0.0,8.89
2014-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,971989.2,0.97,0.0,0.0,0.0,0.0,0.0,8.97
2014-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,971989.2,0.96,0.0,0.0,0.0,0.0,0.0,8.97
2014-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,961153.2,0.97,0.0,0.0,0.0,0.0,0.0,8.87
2014-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,963320.4,0.97,0.0,0.0,0.0,0.0,0.0,8.89
2014-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,967654.8,0.96,0.0,0.0,0.0,0.0,0.0,8.93
2014-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,980658.0,0.96,0.0,0.0,0.0,0.0,0.0,9.05
2014-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,978490.8,0.97,0.0,0.0,0.0,0.0,0.0,9.03
2014-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,976323.6,0.98,0.0,0.0,0.0,0.0,0.0,9.01
2014-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,974156.4,0.98,0.0,0.0,0.0,0.0,0.0,8.99
2014-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,957902.4,0.98,0.0,0.0,0.0,0.0,0.0,8.84
2014-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,940564.8,0.98,0.0,0.0,0.0,0.0,0.0,8.68
2014-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,942732.0,0.96,0.0,0.0,0.0,0.0,0.0,8.7
2014-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108360.0,936230.4,0.94,0.0,0.0,0.0,0.0,0.0,8.64
