DATE,VTR FP Equity_DX_SI_QTY,VTR FP Equity_DX_SHORT_INTEREST_VALUE,VTR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VTR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VTR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VTR FP Equity_DX_SI_MV,VTR FP Equity_DX_DSS,VTR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VTR FP Equity_DX_SUPPLY_SI_QTY,VTR FP Equity_DX_BROKER_SI_QTY,VTR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VTR FP Equity_DX_BROKER_SI_MV_NEW_x,VTR FP Equity_DX_SUPPLY_SI_QTY_INC_x,VTR FP Equity_DX_BROKER_SI_MV_INC_x,VTR FP Equity_DX_BROKER_SI_QTY_ADD,VTR FP Equity_DX_BROKER_SI_QTY_NEW,VTR FP Equity_DX_SUPPLY_SI_MV_DEC,VTR FP Equity_DX_BROKER_SI_QTY_INC,VTR FP Equity_DX_SUPPLY_SI_QTY_DEC,VTR FP Equity_DX_BROKER_SI_MV_NEW_y,VTR FP Equity_DX_BROKER_SI_MV_INC_y,VTR FP Equity_DX_SUPPLY_SI_QTY_INC_y,VTR FP Equity_DX_BROKER_SI_MV_ADD,VTR FP Equity_DX_SUPPLY_SI_QTY_ADD,VTR FP Equity_DX_BROKER_SI_QTY_DEC,VTR FP Equity_DX_SUPPLY_SI_MV,VTR FP Equity_DX_BROKER_SI_MV_DEC,VTR FP Equity_DX_BROKER_SI_MV_RMV,VTR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VTR FP Equity_DX_UTILIZATION_QUANTITY,VTR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VTR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VTR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VTR FP Equity_DX_ACTIVE_UTILIZATION_MV,VTR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VTR FP Equity_DX_BROKER_SI_CON_RATIO,VTR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VTR FP Equity_DX_DEMAND_SUPPLY_RATIO,VTR FP Equity_PX_LAST
2006-07-20,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.0,100.0,0.0,0.0
2006-07-21,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.0,100.0,0.0,0.0
2006-07-24,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.0,100.0,0.0,30.1
2006-07-25,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.0,100.0,0.0,30.1
2006-07-26,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.0,100.0,0.0,30.4
2006-07-27,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.0,100.0,0.0,31.0
2006-07-28,0.0,0.0,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.0,100.0,0.0,31.11
2006-07-31,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.0,100.0,0.0,31.2
2006-08-01,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.0,100.0,0.0,31.5
2006-08-02,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.0,100.0,0.0,31.7
2006-08-03,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.0,100.0,0.0,31.5
2006-08-04,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0
2006-08-07,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.5
2006-08-08,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.5
2006-08-09,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.5
2006-08-10,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.5
2006-08-11,90000.0,1633630.2,0.67,373.13,0.67,2.84,0.0,1633630.2,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.5
2006-08-14,90836.0,1633625.33,0.68,375.3,0.68,2.84,0.0,1633625.33,0.0,90836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.21
2006-08-15,87778.0,1618588.12,0.66,285.52,0.66,2.81,0.0,1618588.12,0.0,87778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3058.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,32.0
2006-08-16,90000.0,1659560.84,0.67,298.08,0.67,2.88,0.0,1659560.84,0.0,90000.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,2222.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,32.0
2006-08-17,92160.0,1659560.84,0.69,306.86,0.69,2.88,0.0,1659560.84,0.0,92160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.25
2006-08-18,89856.0,1620660.73,0.67,313.16,0.67,2.81,0.0,1620660.73,0.0,89856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.3
2006-08-21,89146.0,1607855.03,0.67,311.95,0.67,2.82,0.0,1607855.03,0.0,89146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0
2006-08-22,89005.0,1605311.92,0.67,315.51,0.67,2.82,0.0,1605311.92,0.0,89005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0
2006-08-23,89287.0,1610398.13,0.67,319.34,0.67,2.82,0.0,1610398.13,0.0,89287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0
2006-08-24,89856.0,1623249.65,0.67,336.75,0.67,2.82,0.0,1623249.65,0.0,89856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.35
2006-08-25,90000.0,1625851.01,0.67,335.82,0.67,2.82,0.0,1625851.01,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.35
2006-08-28,89857.0,1625856.65,0.67,331.17,0.67,2.82,0.0,1625856.65,0.0,89857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.4
2006-08-29,90144.0,1628452.37,0.67,349.17,0.67,2.83,0.0,1628452.37,0.0,90144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.35
2006-08-30,90000.0,1625851.01,0.67,347.27,0.67,2.82,0.0,1625851.01,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.35
2006-08-31,91016.0,1625848.7,2.27,281.99,0.68,2.82,0.0,1625848.7,0.0,91016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.0
2006-09-01,90643.0,1619185.68,2.26,238.05,0.68,2.79,0.0,1619185.68,0.0,90643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0
2006-09-04,90643.0,1650524.76,2.26,238.05,0.68,2.79,0.0,1650524.76,0.0,90643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.6
2006-09-05,91445.0,1607692.04,2.28,240.69,0.68,2.79,0.0,1607692.04,0.0,91445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,30.51
2006-09-06,88535.0,1556531.41,2.21,233.03,0.66,2.75,0.0,1556531.41,0.0,88535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2911.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0
2006-09-07,89182.0,1567906.3,2.22,236.18,0.67,2.75,0.0,1567906.3,0.0,89182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0
2006-09-08,89289.0,1569787.46,2.23,247.16,0.67,2.75,0.0,1569787.46,0.0,89289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0
2006-09-11,90030.0,1582296.18,2.24,279.19,0.67,2.75,0.0,1582296.18,0.0,90030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,30.5
2006-09-12,90000.0,1581768.92,2.24,276.1,0.67,2.75,0.0,1581768.92,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,30.5
2006-09-13,89971.0,1581777.69,2.24,302.19,0.67,2.75,0.0,1581777.69,0.0,89971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,30.51
2006-09-14,90000.0,1582287.53,2.24,358.85,0.67,2.75,0.0,1582287.53,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,30.51
2006-09-15,89941.0,1582286.8,2.24,355.26,0.67,2.75,0.0,1582286.8,0.0,89941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,30.53
2006-09-18,88578.0,1558308.23,2.21,340.47,0.66,2.75,0.0,1558308.23,0.0,88578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0
2006-09-19,90059.0,1583324.81,2.24,347.63,0.67,2.75,0.0,1583324.81,0.0,90059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,30.51
2006-09-20,87310.0,1582287.25,2.18,321.58,0.65,2.75,0.0,1582287.25,0.0,87310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.45
2006-09-21,88870.0,1631042.61,2.22,250.2,0.66,2.83,0.0,1631042.61,0.0,88870.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,1560.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.85
2006-09-22,93038.0,1707538.45,2.32,211.67,0.7,2.87,0.0,1707538.45,0.0,93038.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,4168.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0
2006-09-25,93922.0,1651781.32,2.34,214.09,0.7,2.87,0.0,1651781.32,0.0,93922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,30.52
2006-09-26,88606.0,1582798.08,2.21,234.41,0.66,2.75,0.0,1582798.08,0.0,88606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5316.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.0
2006-09-27,88854.0,1607708.55,2.21,234.98,0.66,2.79,0.0,1607708.55,0.0,88854.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,247.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.4
2006-09-28,92595.0,1628443.72,2.31,240.67,0.69,2.83,0.0,1628443.72,0.0,92595.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,3742.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,30.52
2006-09-29,85864.0,1582800.02,2.14,220.45,0.64,2.75,0.0,1582800.02,0.0,85864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6731.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,31.99
2006-10-02,89081.0,1659041.02,2.22,184.13,0.67,2.88,0.0,1659041.02,0.0,89081.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,3217.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,32.32
2006-10-03,88764.0,1676154.3,2.21,169.96,0.66,2.91,0.0,1676154.3,0.0,88764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,32.77
2006-10-04,95000.0,1793910.35,2.37,165.54,0.71,3.11,0.0,1793910.35,0.0,95000.0,0.0,0.0,0.0,0.04,5000.0,0.0,0.0,1236.0,0.0,0.0,0.04,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,6930.16,0.01,0.0,5.26,0.9003,94.74,258.8556,32.77
2006-10-05,95174.0,1755515.57,2.37,164.39,0.71,3.11,0.0,1755515.57,0.0,95174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,6769.44,0.01,0.0,5.25,0.9004,94.75,259.3297,32.01
2006-10-06,92913.0,1739509.82,2.32,150.59,0.69,3.04,0.0,1739509.82,0.0,92913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2261.0,0.0,0.07,0.0,0.0,0.0,367.0,6870.94,0.01,0.0,5.38,0.8982,94.62,253.1689,32.49
