DATE,ALPDX FP Equity_DX_SI_QTY,ALPDX FP Equity_DX_SHORT_INTEREST_VALUE,ALPDX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPDX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPDX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPDX FP Equity_DX_SI_MV,ALPDX FP Equity_DX_DSS,ALPDX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPDX FP Equity_DX_SUPPLY_SI_QTY,ALPDX FP Equity_DX_BROKER_SI_QTY,ALPDX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPDX FP Equity_DX_BROKER_SI_MV_NEW_x,ALPDX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALPDX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALPDX FP Equity_DX_BROKER_SI_MV_INC_x,ALPDX FP Equity_DX_SUPPLY_SI_MV_NEW,ALPDX FP Equity_DX_BROKER_SI_QTY_ADD,ALPDX FP Equity_DX_BROKER_SI_QTY_NEW,ALPDX FP Equity_DX_SUPPLY_SI_MV_DEC,ALPDX FP Equity_DX_BROKER_SI_QTY_INC,ALPDX FP Equity_DX_SUPPLY_SI_QTY_DEC,ALPDX FP Equity_DX_BROKER_SI_MV_NEW_y,ALPDX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALPDX FP Equity_DX_BROKER_SI_MV_INC_y,ALPDX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALPDX FP Equity_DX_BROKER_SI_MV_ADD,ALPDX FP Equity_DX_SUPPLY_SI_QTY_ADD,ALPDX FP Equity_DX_BROKER_SI_QTY_DEC,ALPDX FP Equity_DX_SUPPLY_SI_MV,ALPDX FP Equity_DX_BROKER_SI_MV_DEC,ALPDX FP Equity_DX_SUPPLY_SI_MV_RMV,ALPDX FP Equity_DX_BROKER_SI_MV_RMV,ALPDX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPDX FP Equity_DX_UTILIZATION_QUANTITY,ALPDX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPDX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPDX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALPDX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPDX FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPDX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALPDX FP Equity_DX_BROKER_SI_CON_RATIO,ALPDX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPDX FP Equity_DX_DEMAND_SUPPLY_RATIO,ALPDX FP Equity_PX_LAST
2006-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94423.0,3854629.9,0.0,8.41,0.0,0.0,0.0,0.0,0.0,85.0
2006-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94666.0,3773619.3,0.0,8.37,0.0,0.0,0.0,0.0,0.0,83.0
2006-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95412.0,3785027.26,0.0,7.78,0.0,0.0,0.0,0.0,0.0,82.6
2006-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95340.0,3752408.15,0.0,7.77,0.0,0.0,0.0,0.0,0.0,81.95
2006-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95172.0,3656664.77,0.0,7.75,0.0,0.0,0.0,0.0,0.0,80.0
2006-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97423.0,4021548.82,0.0,7.91,0.0,0.0,0.0,0.0,0.0,85.95
2006-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96556.0,3950979.95,0.0,7.96,0.0,0.0,0.0,0.0,0.0,85.2
2006-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96379.0,3941422.88,0.0,8.17,0.0,0.0,0.0,0.0,0.0,85.15
2006-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96478.0,3977906.37,0.0,8.19,0.0,0.0,0.0,0.0,0.0,85.85
2006-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96374.0,3980561.16,0.0,8.2,0.0,0.0,0.0,0.0,0.0,86.0
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96633.0,4084078.68,0.0,8.24,0.0,0.0,0.0,0.0,0.0,88.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97119.0,4314514.17,0.0,8.32,0.0,0.0,0.0,0.0,0.0,92.5
2006-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96442.0,4289070.25,0.0,8.87,0.0,0.0,0.0,0.0,0.0,92.6
2006-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55702.0,2489276.46,0.0,5.16,0.0,0.0,0.0,0.0,0.0,93.05
2006-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96392.0,4289161.31,0.0,8.93,0.0,0.0,0.0,0.0,0.0,92.65
2006-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96109.0,4205023.24,0.0,8.93,0.0,0.0,0.0,0.0,0.0,91.1
2006-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96216.0,4181978.95,0.0,8.91,0.0,0.0,0.0,0.0,0.0,90.5
2006-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96697.0,4291122.74,0.0,8.81,0.0,0.0,0.0,0.0,0.0,92.4
2006-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96267.0,4230429.84,0.0,8.83,0.0,0.0,0.0,0.0,0.0,91.5
2006-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97891.0,4301796.13,0.0,8.97,0.0,0.0,0.0,0.0,0.0,91.5
2006-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97820.0,4340958.11,0.0,8.98,0.0,0.0,0.0,0.0,0.0,92.4
2006-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98784.0,4381365.38,0.0,9.06,0.0,0.0,0.0,0.0,0.0,92.35
2006-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98523.0,4362691.6,0.0,9.08,0.0,0.0,0.0,0.0,0.0,92.2
2006-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98458.0,4350356.04,0.0,9.05,0.0,0.0,0.0,0.0,0.0,92.0
2006-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98442.0,4349649.08,0.0,9.04,0.0,0.0,0.0,0.0,0.0,92.0
2006-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98509.0,4352609.47,0.0,9.04,0.0,0.0,0.0,0.0,0.0,92.0
2006-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98472.0,4350974.63,0.0,9.08,0.0,0.0,0.0,0.0,0.0,92.0
2006-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4275216.61,0.0,8.17,0.0,0.0,0.0,0.0,0.0,90.3
2006-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4256278.77,0.0,8.14,0.0,0.0,0.0,0.0,0.0,89.9
2006-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4261013.23,0.0,8.14,0.0,0.0,0.0,0.0,0.0,90.0
2006-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4256278.77,0.0,8.14,0.0,0.0,0.0,0.0,0.0,89.9
2006-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4206566.95,0.0,8.12,0.0,0.0,0.0,0.0,0.0,88.85
2006-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4208934.18,0.0,8.72,0.0,0.0,0.0,0.0,0.0,88.9
2006-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4206566.95,0.0,8.74,0.0,0.0,0.0,0.0,0.0,88.85
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4204199.72,0.0,8.72,0.0,0.0,0.0,0.0,0.0,88.8
2006-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4211301.41,0.0,8.71,0.0,0.0,0.0,0.0,0.0,88.95
2006-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4206566.95,0.0,8.7,0.0,0.0,0.0,0.0,0.0,88.85
2006-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4024290.27,0.0,8.42,0.0,0.0,0.0,0.0,0.0,85.0
2006-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4024290.27,0.0,8.39,0.0,0.0,0.0,0.0,0.0,85.0
2006-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4140284.52,0.0,8.38,0.0,0.0,0.0,0.0,0.0,87.45
2006-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4135550.06,0.0,8.43,0.0,0.0,0.0,0.0,0.0,87.35
2006-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4137917.29,0.0,8.47,0.0,0.0,0.0,0.0,0.0,87.4
2006-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4081103.78,0.0,8.57,0.0,0.0,0.0,0.0,0.0,86.2
2006-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4180527.43,0.0,8.61,0.0,0.0,0.0,0.0,0.0,88.3
2006-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4078736.55,0.0,8.62,0.0,0.0,0.0,0.0,0.0,86.15
2006-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4040860.88,0.0,8.55,0.0,0.0,0.0,0.0,0.0,85.35
2006-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4024290.27,0.0,8.56,0.0,0.0,0.0,0.0,0.0,85.0
2006-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,4000617.98,0.0,8.37,0.0,0.0,0.0,0.0,0.0,84.5
2006-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,3943804.47,0.0,8.33,0.0,0.0,0.0,0.0,0.0,83.3
2006-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98579.0,3953273.39,0.0,8.32,0.0,0.0,0.0,0.0,0.0,83.5
