DATE,MC FP Equity_DX_SI_QTY,MC FP Equity_DX_SHORT_INTEREST_VALUE,MC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MC FP Equity_DX_SI_MV,MC FP Equity_DX_DSS,MC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MC FP Equity_DX_SUPPLY_SI_QTY,MC FP Equity_DX_BROKER_SI_QTY,MC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MC FP Equity_DX_BROKER_SI_MV_NEW_x,MC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MC FP Equity_DX_SUPPLY_SI_QTY_INC_x,MC FP Equity_DX_BROKER_SI_MV_INC_x,MC FP Equity_DX_SUPPLY_SI_MV_NEW,MC FP Equity_DX_BROKER_SI_QTY_ADD,MC FP Equity_DX_BROKER_SI_QTY_NEW,MC FP Equity_DX_SUPPLY_SI_MV_DEC,MC FP Equity_DX_BROKER_SI_QTY_INC,MC FP Equity_DX_SUPPLY_SI_QTY_DEC,MC FP Equity_DX_BROKER_SI_MV_NEW_y,MC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MC FP Equity_DX_BROKER_SI_MV_INC_y,MC FP Equity_DX_SUPPLY_SI_QTY_INC_y,MC FP Equity_DX_BROKER_SI_MV_ADD,MC FP Equity_DX_SUPPLY_SI_QTY_ADD,MC FP Equity_DX_BROKER_SI_QTY_DEC,MC FP Equity_DX_SUPPLY_SI_MV,MC FP Equity_DX_BROKER_SI_MV_DEC,MC FP Equity_DX_SUPPLY_SI_MV_RMV,MC FP Equity_DX_BROKER_SI_MV_RMV,MC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MC FP Equity_DX_UTILIZATION_QUANTITY,MC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MC FP Equity_DX_ACTIVE_UTILIZATION_MV,MC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MC FP Equity_DX_BROKER_SI_CON_RATIO,MC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MC FP Equity_DX_DEMAND_SUPPLY_RATIO,MC FP Equity_PX_LAST
2006-07-17,24183708.0,1354240377.32,10.2,17.34,4.94,1783.68,1.0,779791036.86,13482154.0,13925326.0,754974271.11,0.0,0.0,194159.0,0.05,0.0,0.0,0.0,58.35,10732.0,626727.0,0.0,0.0,0.05,194159.0,0.0,0.0,257994.0,987.74,34.47,0.0,0.0,30.88,30.88,30174114.0,1689691404.17,0.0,2214.79,30.84,14.57,0.1567,32.7,0.554,71.35
2006-07-18,18435136.0,1035948721.15,7.78,13.02,3.76,1350.89,1.0,550934088.96,13295308.0,9804100.0,747119919.26,0.0,0.0,25664.0,0.0,0.0,0.0,0.0,21.93,0.0,239909.0,0.0,0.0,0.0,25664.0,0.0,27398.0,4121225.0,966.45,306.12,0.0,0.0,30.41,30.41,30419092.0,1709378192.6,0.0,2222.77,30.3,12.41,0.1029,20.91,0.4217,71.6
2006-07-19,18363448.0,1067230388.33,7.75,13.03,3.75,1348.46,1.0,576924465.71,13165164.0,9926931.0,765121184.66,0.0,2311.0,136922.0,16.06,0.17,0.0,0.0,18.37,210331.0,269376.0,0.0,2311.0,16.06,136922.0,0.0,0.0,87500.0,959.79,6.83,0.0,0.0,30.03,30.03,30676740.0,1782843240.71,0.0,2243.04,29.97,12.4,0.1038,21.37,0.4189,74.05
2006-07-20,18240026.0,1061489002.14,7.7,12.92,3.72,1367.18,1.0,560071119.12,13009050.0,9623945.0,757069288.35,0.0,0.0,116038.0,13.05,0.0,0.0,0.0,37.42,97013.0,570241.0,0.0,0.0,13.05,116038.0,0.0,300400.0,400000.0,970.4,28.39,0.17,0.0,30.11,30.11,30190654.0,1756962801.93,2311.0,2254.64,30.09,13.59,0.1069,21.8,0.4222,74.15
2006-07-21,18166968.0,1047256686.24,7.66,13.7,3.71,1358.9,1.0,545964862.44,12957051.0,9470960.0,746924764.43,0.0,0.0,131113.0,1.44,0.0,0.0,0.0,14.87,27219.0,195811.0,0.0,0.0,1.44,131113.0,0.0,12700.0,180204.0,964.31,13.14,0.0,0.0,30.08,30.08,30122532.0,1736449529.91,0.0,2242.79,30.07,13.67,0.107,21.98,0.4217,73.45
2006-07-24,17914200.0,1059399017.03,7.56,13.82,3.66,1347.94,1.0,546478914.77,12909709.0,9240836.0,763446485.18,0.0,0.0,11715.0,4.16,0.0,0.0,0.0,0.8,20547.0,59058.0,0.0,0.0,4.16,11715.0,0.0,0.0,250670.0,964.95,15.62,0.0,0.0,29.89,29.89,30282824.0,1790847147.99,0.0,2270.48,29.82,13.74,0.107,22.03,0.4148,75.35
2006-07-25,16671179.0,1003553590.33,7.03,12.86,3.4,1279.5,1.0,488799513.55,11741809.0,8120009.0,706820710.1,0.0,0.0,91955.0,15.39,0.0,0.0,0.0,93.36,98480.0,1259856.0,0.0,0.0,15.39,91955.0,0.0,0.0,1219307.0,896.12,90.39,0.0,0.0,27.27,27.27,31311956.0,1884883238.56,0.0,2392.83,27.25,14.86,0.1183,23.82,0.3872,76.7
2006-07-26,16708781.0,1016963719.1,7.05,13.17,3.41,1296.16,1.0,499479308.97,11751467.0,8206478.0,715241619.67,0.0,28388.0,117491.0,21.74,2.2,0.0,0.0,3.5,224997.0,119027.0,0.0,28388.0,21.74,117491.0,0.0,9084.0,138528.0,907.37,10.36,2.02,0.0,26.97,26.97,31819776.0,1936679745.93,26277.0,2468.42,26.88,14.77,0.1174,23.91,0.3835,77.55
2006-07-27,17056294.0,1054178431.49,7.2,13.82,3.48,1338.83,1.0,515924610.36,12063108.0,8347507.0,745570419.36,0.0,0.0,257564.0,9.42,0.0,131000.0,0.0,2.99,78431.0,47395.0,0.0,0.0,9.42,257564.0,10.32,103783.0,68403.0,942.91,4.4,0.18,0.0,27.39,27.39,31976312.0,1976322548.68,2311.0,2509.14,27.31,14.73,0.1164,23.88,0.3873,78.75
2006-07-28,17150966.0,1062721852.12,7.24,14.39,3.5,1361.51,1.0,520930480.32,12090573.0,8407149.0,749165739.8,0.0,0.0,106424.0,8.99,0.0,0.0,0.0,0.31,59642.0,78958.0,0.0,0.0,8.99,106424.0,0.0,0.0,0.0,956.61,0.0,0.0,0.0,27.55,27.55,31798268.0,1970309676.04,0.0,2518.08,27.53,14.58,0.1162,23.87,0.3908,78.95
2006-07-31,17456730.0,1077557644.47,7.36,15.49,3.56,1388.47,1.0,530996238.22,12240830.0,8602285.0,755593970.99,0.0,0.0,160020.0,19.57,0.0,0.0,0.0,1.08,245958.0,14454.0,0.0,0.0,19.57,160020.0,0.0,4691.0,50822.0,970.21,3.44,0.0,0.0,27.81,27.81,31770002.0,1961077963.62,0.0,2510.42,27.87,14.35,0.1132,23.14,0.3966,78.65
2006-08-01,17464114.0,1062936328.17,7.37,15.82,3.56,1381.26,1.0,522658765.5,12196297.0,8587318.0,742315765.37,0.0,0.0,46830.0,0.0,0.0,0.0,0.0,10.06,7019.0,91364.0,0.0,0.0,0.0,46830.0,0.0,0.0,21985.0,960.34,2.66,0.0,0.0,27.76,27.76,31743012.0,1932007579.67,0.0,2492.08,27.82,14.47,0.1135,23.17,0.3975,77.55
2006-08-02,17075124.0,1056682352.42,7.2,15.37,3.49,1343.88,1.0,526276096.62,11961780.0,8504192.0,740246561.58,0.0,7923.0,82533.0,6.25,0.63,0.0,0.0,34.4,76081.0,398211.0,0.0,7923.0,6.25,82533.0,0.0,73239.0,159208.0,937.11,14.71,0.0,0.0,27.22,27.22,31988128.0,1979563389.68,0.0,2509.15,27.19,14.77,0.1112,22.47,0.3885,78.85
2006-08-03,17139452.0,1052592251.74,7.23,15.59,3.5,1362.37,1.0,525478897.58,12059661.0,8556419.0,740624946.89,0.0,0.0,93226.0,7.96,0.0,0.0,0.0,7.81,52227.0,107200.0,0.0,0.0,7.96,93226.0,0.0,119778.0,0.0,954.04,0.0,0.63,0.0,27.61,27.61,31619912.0,1941886728.46,7923.0,2497.09,27.64,15.18,0.1125,22.57,0.3924,78.25
2006-08-04,17245398.0,1069926603.96,7.28,15.79,3.52,1365.44,1.0,539354397.81,11978598.0,8693476.0,743167578.87,0.0,0.0,70090.0,9.7,0.0,0.0,0.0,17.09,137057.0,187953.0,0.0,0.0,9.7,70090.0,0.0,36800.0,0.0,944.58,0.0,0.0,0.0,27.16,27.16,32119438.0,1992731117.04,0.0,2535.84,27.14,15.0,0.1142,23.14,0.3911,79.05
2006-08-07,17424000.0,1052289839.53,7.35,15.99,3.56,1388.19,1.0,549432509.42,11634489.0,9097600.0,702643168.21,0.0,0.0,314950.0,40.71,0.0,0.0,0.0,51.9,487702.0,664279.0,0.0,0.0,40.71,314950.0,0.0,5220.0,83578.0,921.95,5.99,0.0,0.0,27.02,27.02,31430332.0,1898176022.54,0.0,2480.01,27.1,14.53,0.124,25.88,0.4046,76.95
2006-08-08,16833120.0,1017265310.72,7.1,15.32,3.44,1319.28,1.0,520753212.92,11517000.0,8617124.0,695999587.93,0.0,0.0,71307.0,2.79,0.0,0.0,0.0,23.08,32297.0,193976.0,0.0,0.0,2.79,71307.0,0.0,5180.0,512773.0,896.87,46.84,0.0,0.0,26.71,26.71,31602756.0,1909829395.98,0.0,2462.18,26.7,14.89,0.1162,23.63,0.3904,77.0
2006-08-09,17001714.0,1027453845.46,7.17,15.62,3.47,1327.0,1.0,526827572.43,11588198.0,8717639.0,700302251.7,0.0,7923.0,447277.0,8.81,0.61,0.0,0.0,30.82,128386.0,389666.0,0.0,7923.0,8.81,447277.0,0.0,5665.0,27871.0,898.71,2.98,0.0,0.0,27.03,27.03,31284618.0,1890603563.13,0.0,2421.85,27.07,14.79,0.1155,23.5,0.3966,77.0
2006-08-10,17360466.0,1024608866.29,7.32,15.73,3.54,1355.63,1.0,530754747.3,11678567.0,8992846.0,689265097.71,0.0,0.0,106887.0,22.25,0.0,0.0,0.0,0.65,281691.0,8595.0,0.0,0.0,22.25,106887.0,0.0,0.0,6484.0,905.71,0.23,0.61,0.0,27.88,27.88,30205488.0,1782717745.91,7923.0,2327.7,28.01,14.93,0.1165,22.98,0.4145,75.2
2006-08-11,17377052.0,1019450605.6,7.33,15.33,3.55,1331.05,1.0,526809218.65,11671910.0,8979730.0,684749963.23,0.0,0.0,59925.0,0.0,0.0,0.0,0.0,6.87,0.0,68496.0,0.0,0.0,0.0,59925.0,0.0,1913.0,13116.0,884.62,6.45,0.0,0.0,27.55,27.55,30697414.0,1800909457.64,0.0,2322.71,27.58,14.94,0.1162,22.88,0.4101,74.75
2006-08-14,17343100.0,1017458761.01,7.32,15.66,3.54,1318.14,1.0,525876714.83,11558566.0,8963835.0,678100468.86,0.0,0.0,1521.0,0.0,0.0,0.0,0.0,13.14,0.0,158294.0,0.0,0.0,0.0,1521.0,0.0,43430.0,15895.0,867.12,3.48,0.0,0.0,27.43,27.43,30577118.0,1793852113.84,0.0,2306.06,27.33,14.8,0.1159,22.82,0.4116,74.75
2006-08-15,17230004.0,1026374951.56,7.27,15.23,3.52,1304.73,1.0,530407934.72,11495645.0,8904086.0,684784639.63,0.0,0.0,67658.0,0.0,0.0,0.0,0.0,10.36,12690.0,136560.0,0.0,0.0,0.0,67658.0,0.0,5981.0,72439.0,859.69,6.71,0.0,0.0,27.4,27.4,30457400.0,1814318351.27,0.0,2311.7,27.11,14.91,0.1171,23.07,0.4107,75.9
2006-08-16,17119314.0,1029186350.73,7.22,14.92,3.49,1311.24,1.0,532374945.69,11437431.0,8855436.0,687600441.97,0.0,7923.0,14909.0,4.09,0.61,0.0,0.0,4.31,11412.0,81046.0,0.0,7923.0,4.09,14909.0,0.0,0.0,60062.0,867.83,4.66,0.0,0.0,27.52,27.52,30122648.0,1810926429.03,0.0,2305.45,27.35,14.72,0.1177,23.31,0.4119,76.6
2006-08-17,16901300.0,1031997387.94,7.13,14.61,3.45,1308.73,1.0,539811881.2,11334687.0,8840645.0,692098677.45,0.0,0.0,6696.0,0.0,0.0,0.0,0.0,6.16,0.0,101517.0,0.0,0.0,0.0,6696.0,0.0,0.0,14792.0,871.21,0.0,0.61,0.0,27.25,27.25,30263316.0,1847885255.12,7923.0,2342.96,27.11,14.83,0.1162,22.89,0.4063,77.8
2006-08-18,19165806.0,1177789668.39,8.09,16.3,3.91,1502.0,1.0,683059659.6,11356346.0,11115218.0,697877615.45,0.0,0.0,27683.0,184.77,0.0,0.0,0.0,0.0,2316084.0,6024.0,0.0,0.0,184.77,27683.0,0.0,0.0,41511.0,885.3,2.45,0.0,0.0,27.38,27.38,30123942.0,1851196222.0,0.0,2350.51,27.36,12.95,0.1564,32.85,0.462,78.3
2006-08-21,16914838.0,1029505178.17,7.14,14.2,3.45,1327.2,1.0,535882997.24,11416468.0,8804593.0,694852231.07,0.0,0.0,61565.0,0.0,0.0,0.0,0.0,0.02,0.0,1444.0,0.0,0.0,0.0,61565.0,0.0,0.0,2310625.0,890.2,180.67,0.0,0.0,27.25,27.25,30485684.0,1855481532.73,0.0,2367.03,27.33,14.79,0.1162,22.9,0.4037,77.55
2006-08-22,16995478.0,1043750316.95,7.17,14.71,3.47,1334.71,1.0,539905768.18,11432710.0,8791333.0,702121745.92,0.0,0.0,515275.0,0.0,0.0,0.0,0.0,61.49,0.0,797658.0,0.0,0.0,0.0,515275.0,0.0,298625.0,13260.0,892.93,0.71,0.0,0.0,27.31,27.31,30434586.0,1869091812.76,0.0,2374.17,27.33,14.74,0.1179,23.41,0.4059,78.25
2006-08-23,17011594.0,1034059007.03,7.18,14.9,3.47,1341.21,1.0,534367546.78,11446952.0,8791030.0,695809212.16,0.0,7923.0,6020.0,2.49,0.61,0.0,0.0,0.48,19344.0,16101.0,0.0,7923.0,2.49,6020.0,0.0,16400.0,19647.0,896.21,1.59,0.0,0.0,27.23,27.23,30588864.0,1859360759.14,0.0,2329.28,27.79,14.69,0.118,23.5,0.4047,77.45
2006-08-24,16901242.0,1026024730.37,7.13,14.89,3.45,1325.12,1.0,527242221.71,11438151.0,8685023.0,694376531.36,0.0,0.0,16803.0,1.47,0.0,0.0,0.0,1.94,19000.0,17681.0,0.0,0.0,1.47,16803.0,0.0,0.0,125007.0,890.41,11.53,0.61,0.0,27.26,27.26,30515968.0,1852534733.19,7923.0,2316.05,27.77,14.78,0.1188,23.56,0.4029,77.35
2006-08-25,19221608.0,1175938816.29,8.11,17.11,3.92,1503.95,1.0,673166022.46,11309798.0,11003407.0,691910399.62,0.0,0.0,19412.0,183.14,0.0,0.0,0.0,12.21,2353849.0,152526.0,0.0,0.0,183.14,19412.0,0.0,4761.0,35465.0,878.2,2.63,0.0,0.0,26.99,26.99,30588854.0,1871363767.5,0.0,2334.56,27.33,12.89,0.1586,33.22,0.4588,77.95
2006-08-28,19285246.0,1185886361.25,8.14,17.96,3.94,1514.28,1.0,677227172.28,11308352.0,11013275.0,695372016.78,0.0,0.0,1428.0,3.46,0.0,0.0,0.0,0.0,23846.0,2874.0,0.0,0.0,3.46,1428.0,0.0,0.0,13978.0,881.8,0.8,0.0,0.0,26.94,26.94,30674692.0,1886245001.93,0.0,2349.44,27.29,12.83,0.1603,33.54,0.4594,78.35
2006-08-29,19146436.0,1190123460.69,8.08,18.5,3.91,1509.01,1.0,679640621.75,11255795.0,10933904.0,699649046.86,0.0,0.0,7013.0,0.47,0.0,0.0,0.0,4.18,4761.0,59570.0,0.0,0.0,0.47,7013.0,0.0,0.0,84132.0,881.21,4.61,0.0,0.0,26.83,26.83,30692948.0,1907843187.77,0.0,2367.76,27.12,12.93,0.1587,33.22,0.4564,79.2
2006-08-30,18840186.0,1193266947.66,7.95,18.16,3.85,1499.96,1.0,672418667.57,11269426.0,10616646.0,713763312.36,0.0,7553.0,22190.0,0.0,0.61,0.0,0.0,0.08,0.0,16111.0,0.0,7553.0,0.0,22190.0,0.0,0.0,317258.0,892.48,20.22,0.0,0.0,26.96,26.96,30535314.0,1933992633.23,0.0,2445.42,26.74,13.15,0.1541,32.29,0.4507,80.7
2006-08-31,19034300.0,1200332821.68,8.03,18.36,3.89,1536.63,1.0,689225931.37,11304385.0,10929413.0,712872254.0,0.0,0.0,46691.0,35.67,0.0,0.0,0.0,2.02,335067.0,54180.0,0.0,0.0,35.67,46691.0,0.0,50000.0,22300.0,909.15,1.84,0.61,0.0,27.05,27.05,30492064.0,1922877396.06,7553.0,2452.53,27.04,13.26,0.1577,32.85,0.4554,80.35
2006-09-01,16470600.0,1036076533.57,6.95,15.65,3.36,1326.21,1.0,522802472.61,10860973.0,8311037.0,683205181.17,0.0,0.0,233.0,0.0,0.0,0.0,0.0,36.39,0.0,443645.0,0.0,0.0,0.0,233.0,0.0,0.0,2618376.0,871.17,212.13,0.0,0.0,26.11,26.11,30734440.0,1933337708.18,0.0,2462.71,26.13,15.36,0.1154,21.96,0.396,80.15
2006-09-04,16274016.0,1038398793.15,6.87,15.53,3.32,1309.94,1.0,513350449.16,10930698.0,8045342.0,697456830.05,0.0,0.0,33649.0,6.75,0.0,0.0,0.0,0.06,82378.0,621.0,0.0,0.0,6.75,33649.0,0.0,36698.0,348073.0,875.46,27.14,0.0,0.0,26.18,26.18,30815386.0,1966242360.39,0.0,2487.73,26.03,15.2,0.1131,22.17,0.3898,81.3
2006-09-05,16374287.0,1039656349.54,6.91,15.82,3.34,1337.04,1.0,516302871.98,11043384.0,8131621.0,701180106.1,0.0,0.0,98087.0,11.46,0.0,0.0,0.0,0.0,133134.0,1494.0,0.0,0.0,11.46,98087.0,0.0,16092.0,46854.0,899.69,0.0,0.0,0.0,26.47,26.47,30678736.0,1947892001.54,0.0,2477.25,26.64,15.18,0.1116,21.74,0.3925,80.9
2006-09-06,16180011.0,1020971811.85,6.83,15.9,3.3,1312.69,1.0,506490898.94,10955671.0,8026694.0,691311722.28,0.0,7553.0,66666.0,1.67,0.61,0.0,0.0,14.12,41573.0,170040.0,0.0,7553.0,1.67,66666.0,0.0,8108.0,146500.0,886.53,13.56,0.0,0.0,26.23,26.23,30817972.0,1944639018.5,0.0,2483.98,26.3,15.16,0.114,22.3,0.3873,80.4
2006-09-07,17080728.0,1042283025.72,7.21,16.95,3.49,1380.73,1.0,537245624.79,11080832.0,8804275.0,676163399.15,0.0,0.0,88290.0,61.71,0.0,0.0,0.0,5.47,777580.0,65881.0,0.0,0.0,61.71,88290.0,0.0,110305.0,0.0,892.7,0.0,0.61,0.0,26.52,26.52,30705616.0,1873687254.49,7553.0,2427.28,26.89,14.33,0.1249,25.83,0.4088,77.75
2006-09-08,16964586.0,1037193087.82,7.16,15.62,3.46,1351.05,1.0,531865235.94,11111006.0,8699319.0,679312694.22,0.0,0.0,77622.0,0.0,0.0,0.0,0.0,6.0,0.0,47448.0,0.0,0.0,0.0,77622.0,0.0,0.0,104956.0,884.41,15.81,0.0,0.0,26.62,26.62,30627822.0,1872545859.55,0.0,2397.38,26.95,14.53,0.1239,25.53,0.4064,77.9
2006-09-11,17099180.0,1044079987.69,7.21,15.75,3.49,1340.23,1.0,533219024.2,11145592.0,8732672.0,680552491.88,0.0,0.0,130934.0,1.55,0.0,0.0,0.0,13.02,87459.0,161610.0,0.0,0.0,1.55,130934.0,0.0,65261.0,54106.0,867.84,5.4,0.0,0.0,26.64,26.64,30695876.0,1874297471.35,0.0,2405.26,26.51,14.3,0.1242,25.67,0.4087,77.8
2006-09-12,17512616.0,1079632885.96,7.39,16.1,3.57,1378.94,1.0,560263090.23,11207857.0,9087971.0,690951654.41,0.0,0.0,92158.0,31.33,0.0,0.0,0.0,6.09,400047.0,87146.0,0.0,0.0,31.33,92158.0,0.0,57253.0,44748.0,878.84,1.84,0.0,0.0,26.79,26.79,30629488.0,1888273146.9,0.0,2414.24,26.69,14.59,0.1245,24.82,0.4186,78.55
2006-09-13,17734468.0,1098877269.03,7.48,16.33,3.62,1400.07,1.0,564648580.73,11438499.0,9112703.0,708761409.87,0.0,6353.0,241520.0,4.4,0.5,0.0,0.0,1.77,39732.0,23137.0,0.0,6353.0,4.4,241520.0,0.0,5906.0,15000.0,899.7,1.2,0.0,0.0,27.45,27.45,30233064.0,1873325255.81,0.0,2385.68,27.38,14.58,0.1249,24.94,0.4256,78.95
2006-09-14,17748986.0,1096294334.35,7.49,16.37,3.62,1404.5,1.0,563556943.02,11450923.0,9123977.0,707284461.66,0.0,0.0,42756.0,1.58,0.0,0.0,0.0,1.91,11274.0,24418.0,0.0,0.0,1.58,42756.0,0.0,439.0,0.0,902.58,0.0,0.5,0.0,27.49,27.49,30211384.0,1866054157.24,6353.0,2383.63,27.47,14.56,0.125,24.98,0.426,78.7
