DATE,BIM FP Equity_DX_SI_QTY,BIM FP Equity_DX_SHORT_INTEREST_VALUE,BIM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BIM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BIM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BIM FP Equity_DX_SI_MV,BIM FP Equity_DX_DSS,BIM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BIM FP Equity_DX_SUPPLY_SI_QTY,BIM FP Equity_DX_BROKER_SI_QTY,BIM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BIM FP Equity_DX_BROKER_SI_MV_NEW_x,BIM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BIM FP Equity_DX_SUPPLY_SI_QTY_INC_x,BIM FP Equity_DX_BROKER_SI_MV_INC_x,BIM FP Equity_DX_SUPPLY_SI_MV_NEW,BIM FP Equity_DX_BROKER_SI_QTY_ADD,BIM FP Equity_DX_BROKER_SI_QTY_NEW,BIM FP Equity_DX_SUPPLY_SI_MV_DEC,BIM FP Equity_DX_BROKER_SI_QTY_INC,BIM FP Equity_DX_SUPPLY_SI_QTY_DEC,BIM FP Equity_DX_BROKER_SI_MV_NEW_y,BIM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BIM FP Equity_DX_BROKER_SI_MV_INC_y,BIM FP Equity_DX_SUPPLY_SI_QTY_INC_y,BIM FP Equity_DX_BROKER_SI_MV_ADD,BIM FP Equity_DX_SUPPLY_SI_QTY_ADD,BIM FP Equity_DX_BROKER_SI_QTY_DEC,BIM FP Equity_DX_SUPPLY_SI_MV,BIM FP Equity_DX_BROKER_SI_MV_DEC,BIM FP Equity_DX_SUPPLY_SI_MV_RMV,BIM FP Equity_DX_BROKER_SI_MV_RMV,BIM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BIM FP Equity_DX_UTILIZATION_QUANTITY,BIM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BIM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BIM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BIM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BIM FP Equity_DX_ACTIVE_UTILIZATION_MV,BIM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BIM FP Equity_DX_BROKER_SI_CON_RATIO,BIM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BIM FP Equity_DX_DEMAND_SUPPLY_RATIO,BIM FP Equity_PX_LAST
2007-09-20,832538.0,49913697.16,5.95,33.71,2.11,55.8,1.0,26019347.28,499547.0,433991.0,29949669.17,0.0,0.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,0.0,0.0,391.0,33.18,0.05,0.0,0.0,16.7,16.7,2492498.0,149434368.56,0.0,166.86,16.59,18.98,0.1549,24.08,0.2783,67.1
2007-09-21,835437.0,51072830.73,5.97,36.6,2.12,56.21,1.0,26710384.32,499515.0,436922.0,30536886.73,0.0,0.0,0.0,0.13,0.0,1475.0,0.0,0.0,1475.0,32.0,0.0,0.0,0.13,0.0,0.1,0.0,19.0,33.34,0.0,0.0,0.0,16.53,16.53,2522743.0,154223030.84,0.0,170.6,16.35,19.0,0.1548,24.15,0.2764,68.42
2007-09-24,836590.0,52623348.85,5.98,39.17,2.12,56.95,1.0,27540909.15,501109.0,437837.0,31520856.95,0.0,0.0,1594.0,0.12,0.0,0.0,0.0,0.0,1684.0,0.0,0.0,0.0,0.12,1594.0,0.0,0.0,769.0,33.88,0.0,0.0,0.0,16.63,16.63,2511423.0,157974023.88,0.0,172.4,16.42,19.04,0.1534,23.85,0.2777,70.4
2007-09-25,820918.0,51637545.62,5.87,36.51,2.08,56.53,1.0,26523277.41,495954.0,421659.0,31196596.13,0.0,0.0,1845.0,0.13,0.0,0.0,0.0,0.48,1766.0,7000.0,0.0,0.0,0.13,1845.0,0.0,0.0,17944.0,33.95,1.17,0.0,0.0,16.47,16.47,2514663.0,158177826.99,0.0,176.8,16.11,19.34,0.1529,22.86,0.2727,70.4
2007-09-26,823573.0,51510206.91,5.89,37.21,2.09,56.92,1.0,26698247.74,493402.0,426866.0,30859728.42,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.17,5207.0,2552.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,33.79,0.0,0.0,0.0,16.24,16.24,2545181.0,159187831.48,0.0,178.74,15.9,19.18,0.1526,22.68,0.271,70.0
2007-09-27,821401.0,52644040.21,5.87,37.67,2.08,56.75,1.0,27228484.77,493252.0,424844.0,31612790.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,33.77,0.14,0.0,0.0,16.17,16.17,2557320.0,163900040.2,0.0,180.82,15.74,19.38,0.153,22.65,0.2693,71.73
2007-09-28,823101.0,54047365.67,5.88,35.91,2.09,57.41,1.0,27978982.49,493697.0,426099.0,32417676.92,0.0,0.0,445.0,0.14,0.0,0.0,0.0,0.0,1255.0,0.0,0.0,0.0,0.14,445.0,0.0,0.0,0.0,34.14,0.0,0.0,0.0,16.2,16.2,2554607.0,167743422.35,0.0,185.11,15.57,19.37,0.1526,22.38,0.27,73.49
2007-10-01,823353.0,53438598.77,5.89,32.42,2.09,57.69,1.0,27698143.49,493290.0,426758.0,32016311.82,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.02,1699.0,407.0,0.0,0.0,0.14,0.0,0.0,0.0,1040.0,34.11,0.07,0.0,0.0,16.2,16.2,2552409.0,165660610.28,0.0,186.05,15.49,19.21,0.1522,22.19,0.2703,72.64
2007-10-02,823176.0,54317072.34,5.88,33.16,2.09,57.79,1.0,28174041.66,492894.0,426978.0,32523493.22,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.02,219.0,396.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,34.22,0.0,0.0,0.0,16.24,16.24,2542786.0,167785128.71,0.0,185.71,15.56,19.3,0.1522,22.14,0.2712,73.85
2007-10-03,824648.0,54229996.76,5.89,30.73,2.09,58.27,1.0,28156461.48,493182.0,428161.0,32432332.66,0.0,0.0,288.0,0.0,0.0,1716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.13,0.0,533.0,34.51,0.0,0.0,0.0,16.36,16.36,2520558.0,165755391.6,0.0,185.41,15.69,19.14,0.1512,21.95,0.2736,73.6
2007-10-04,821334.0,54254237.18,5.87,28.59,2.08,59.23,1.0,28119679.67,492336.0,425693.0,32521865.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,847.0,0.0,0.0,0.0,0.0,0.0,0.0,2468.0,36.03,0.02,0.0,0.0,16.46,16.46,2498328.0,165030158.08,0.0,183.33,16.42,19.77,0.1514,21.56,0.2746,73.93
2007-10-05,822290.0,53443077.59,5.88,27.62,2.08,59.22,1.0,27716971.28,492524.0,426461.0,32010602.52,0.0,0.0,188.0,0.19,0.0,0.0,0.0,0.0,2788.0,0.0,0.0,0.0,0.19,188.0,0.0,0.0,2020.0,35.86,0.15,0.0,0.0,16.31,16.31,2526861.0,164228226.64,0.0,184.99,16.24,19.65,0.1511,21.6,0.2723,72.74
2007-10-08,816816.0,53897409.26,5.84,27.27,2.07,58.92,1.0,28076582.16,488010.0,425501.0,32201223.64,0.0,0.0,3196.0,0.09,0.0,0.0,0.0,0.57,1060.0,7709.0,0.0,0.0,0.09,3196.0,0.0,0.0,2020.0,35.69,0.15,0.0,0.0,16.03,16.03,2556761.0,168707265.76,0.0,186.92,16.03,19.99,0.1509,21.43,0.2683,73.85
2007-10-09,801885.0,52496631.26,5.73,24.41,2.03,57.72,1.0,26865894.17,485508.0,410376.0,31784525.77,0.0,0.0,498.0,0.0,0.0,0.0,0.0,0.21,204.0,3000.0,0.0,0.0,0.0,498.0,0.0,0.0,15329.0,35.31,1.06,0.0,0.0,15.87,15.87,2573964.0,168508500.56,0.0,188.06,15.81,20.26,0.153,21.27,0.2621,73.27
2007-10-10,803690.0,52708150.66,5.74,23.71,2.04,57.9,1.0,27048989.49,485249.0,412441.0,31823933.85,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.02,5956.0,259.0,0.0,0.0,0.44,0.0,0.0,0.0,3891.0,35.37,0.27,0.0,0.0,15.81,15.81,2583112.0,169407428.82,0.0,188.47,15.8,20.24,0.1541,22.02,0.2619,73.4
2007-10-11,792394.0,52038128.79,5.66,22.66,2.01,57.18,1.0,26343681.28,485254.0,401140.0,31867619.07,0.0,0.0,5.0,0.01,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.01,5.0,0.0,0.0,11316.0,35.39,0.78,0.0,0.0,15.82,15.82,2582962.0,169628378.32,0.0,188.55,15.8,20.55,0.1526,20.9,0.2583,73.5
2007-10-12,728961.0,47807221.95,5.21,20.81,1.85,52.83,1.0,26294132.75,422030.0,400931.0,27677861.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,2330.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,30.99,0.0,4.26,0.0,14.44,14.44,2501037.0,164024729.68,60895.0,183.33,14.46,20.9,0.1581,21.27,0.2494,73.4
2007-10-15,783868.0,51240078.5,5.6,22.02,1.99,56.75,1.0,26207634.44,476945.0,400923.0,31177059.46,0.0,63375.0,0.0,0.0,4.65,0.0,0.0,0.63,0.0,8460.0,0.0,63375.0,0.0,0.0,0.0,0.0,8.0,34.93,0.01,0.0,0.0,15.8,15.8,2541683.0,166145366.89,0.0,185.65,15.83,19.76,0.1525,21.19,0.2597,73.16
2007-10-16,786410.0,51293819.78,5.62,21.9,1.99,56.86,1.0,26141187.13,479627.0,400783.0,31283809.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,2316.0,0.0,0.0,0.0,0.0,0.0,4998.0,140.0,35.05,0.02,0.0,0.0,15.88,15.88,2541155.0,165747570.11,0.0,185.15,15.92,19.61,0.1503,21.03,0.2603,73.0
2007-10-17,766634.0,50003924.46,5.48,20.94,1.94,55.34,1.0,26137664.97,459906.0,400729.0,29997501.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,19721.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,33.55,0.01,0.0,0.0,15.05,15.05,2595074.0,169264452.48,0.0,188.79,15.09,19.62,0.1505,21.08,0.2509,73.0
2007-10-18,766769.0,50081240.46,5.48,20.41,1.94,55.24,1.0,26508403.46,459910.0,405857.0,30038855.64,0.0,0.0,4.0,0.38,0.0,0.0,0.0,0.0,5128.0,0.0,0.0,0.0,0.38,4.0,0.0,0.0,0.0,33.55,0.0,0.0,0.0,15.03,15.03,2599651.0,169795266.7,0.0,188.99,15.07,19.66,0.1505,21.05,0.2506,73.1
2007-10-19,764742.0,50010344.22,5.47,19.68,1.94,55.26,1.0,26533716.1,457995.0,405745.0,29950607.66,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.15,0.0,2034.0,0.0,0.0,0.0,119.0,0.0,0.0,112.0,33.48,0.0,0.0,0.0,14.94,14.94,2608090.0,170556185.82,0.0,190.16,14.97,19.63,0.1504,21.05,0.2494,73.19
2007-10-22,764622.0,49421787.39,5.47,19.37,1.94,55.41,1.0,26217872.27,457994.0,405626.0,29602708.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,33.58,0.0,0.0,0.0,15.09,15.09,2576547.0,166536612.92,0.0,187.77,15.17,19.67,0.1502,20.96,0.252,72.34
2007-10-23,760981.0,49397228.88,5.44,19.09,1.93,54.55,1.0,26104717.98,457827.0,402152.0,29718725.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,3474.0,33.1,0.26,0.0,0.0,15.03,15.03,2587905.0,167987552.4,0.0,187.18,15.03,19.64,0.1501,20.91,0.2499,72.65
2007-10-24,761230.0,49331773.3,5.44,18.96,1.93,54.66,1.0,26077735.91,457827.0,402401.0,29669637.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0,33.15,0.0,0.0,0.0,15.02,15.02,2589957.0,167843058.7,0.0,187.39,15.03,19.61,0.15,20.86,0.2498,72.53
2007-10-25,761181.0,49498626.09,5.44,19.58,1.93,54.58,1.0,26164435.53,457827.0,402352.0,29771903.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,33.13,0.01,0.0,0.0,15.02,15.02,2590088.0,168430107.23,0.0,187.38,15.02,19.63,0.1501,20.89,0.2497,72.78
2007-10-26,761121.0,49861956.45,5.44,19.72,1.93,54.79,1.0,26354635.05,457827.0,402292.0,29992800.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,33.3,0.0,0.0,0.0,15.01,15.01,2591787.0,169791098.3,0.0,188.32,15.03,19.71,0.1501,20.8,0.2496,73.32
2007-10-29,771070.0,50858201.88,5.51,20.28,1.95,55.96,1.0,26530994.57,467827.0,402241.0,30856913.13,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,51.0,34.37,0.0,0.0,0.0,15.39,15.39,2571874.0,169635554.61,0.0,188.63,15.41,19.75,0.1498,20.66,0.2537,73.82
2007-10-30,771088.0,51293437.01,5.51,20.12,1.95,56.32,1.0,26758614.68,467827.0,402259.0,31120254.44,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,34.64,0.0,0.0,0.0,15.36,15.36,2577077.0,171429378.7,0.0,190.41,15.39,19.78,0.1496,20.52,0.2532,74.45
2007-10-31,771440.0,53136550.0,5.51,20.36,1.96,56.59,1.0,27731653.01,467828.0,402610.0,32223848.79,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,351.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,0.0,34.79,0.0,0.0,0.0,15.45,15.45,2560336.0,176355156.44,0.0,190.99,15.41,19.76,0.1494,20.43,0.2548,77.09
2007-11-01,773301.0,52774166.14,5.53,19.94,1.96,58.55,1.0,26920795.51,476009.0,394471.0,32485381.57,0.0,0.0,8753.0,0.21,0.0,1635.0,0.0,0.13,225.0,1819.0,0.0,0.0,0.21,8753.0,0.13,1248.0,10000.0,36.73,0.67,0.0,0.0,15.66,15.66,2562941.0,174908701.97,0.0,196.86,15.72,18.77,0.1468,20.15,0.2545,76.38
2007-11-02,779975.0,53320233.04,5.58,20.5,1.98,58.61,1.0,27422859.56,476904.0,401145.0,32601855.72,0.0,0.0,895.0,0.26,0.0,3400.0,0.0,0.06,3400.0,593.0,0.0,0.0,0.26,895.0,0.26,593.0,125.0,36.4,0.06,0.0,0.0,15.78,15.78,2544502.0,173945882.38,0.0,193.8,15.81,19.22,0.1458,19.85,0.2582,76.51
2007-11-05,779969.0,52748364.83,5.58,20.71,1.98,58.72,1.0,27128547.83,476904.0,401139.0,32252443.6,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.02,0.0,223.0,0.0,0.0,0.0,223.0,0.0,0.0,7.0,36.5,0.0,0.0,0.0,15.63,15.63,2574663.0,174121360.25,0.0,196.21,15.68,19.18,0.1458,19.89,0.2556,75.69
2007-11-06,769788.0,52843931.88,5.5,21.23,1.95,57.55,1.0,26838312.32,478538.0,390959.0,32850381.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1635.0,10180.0,36.38,0.75,0.0,0.0,15.7,15.7,2568690.0,176333846.95,0.0,194.94,15.73,18.55,0.1459,20.16,0.2526,76.83
2007-11-07,771361.0,52524604.74,5.51,21.29,1.96,58.09,1.0,26728708.22,478540.0,392530.0,32585422.85,0.0,0.0,2.0,0.15,0.0,0.0,0.0,0.0,1571.0,0.0,0.0,0.0,0.15,2.0,0.0,0.0,0.0,36.58,0.0,0.0,0.0,15.61,15.61,2586295.0,176109658.92,0.0,197.27,15.64,18.39,0.1453,20.06,0.2517,76.21
2007-11-08,771172.0,51905379.92,5.51,21.62,1.95,57.78,1.0,26407416.98,478539.0,392342.0,32209090.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,36.28,0.05,0.0,0.0,15.92,15.92,2528022.0,170153924.62,0.0,191.31,15.94,18.48,0.1453,20.03,0.2565,75.33
2007-11-09,770623.0,51565466.55,5.51,22.86,1.95,57.31,1.0,26230956.7,478322.0,392010.0,32006437.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,606.0,0.0,0.0,0.0,0.0,0.0,389.0,332.0,35.95,0.07,0.0,0.0,15.95,15.95,2521068.0,168694741.32,0.0,188.75,16.0,18.62,0.1453,20.01,0.2569,74.89
2007-11-12,764011.0,49628046.04,5.46,24.44,1.94,56.45,1.0,25034325.5,478322.0,385397.0,31070477.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,35.49,0.52,0.0,0.0,16.04,16.04,2503103.0,162594662.8,0.0,184.89,16.1,18.42,0.1463,20.1,0.2563,72.7
2007-11-13,757387.0,48216520.79,5.41,24.23,1.92,54.75,1.0,24113385.16,476687.0,378774.0,30346690.19,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.13,0.0,1777.0,0.0,0.0,0.0,142.0,0.0,0.0,6623.0,34.48,0.52,0.0,0.0,15.66,15.66,2567094.0,163425489.49,0.0,184.78,15.72,18.54,0.1475,20.36,0.2488,71.25
2007-11-14,755742.0,48186075.2,5.4,25.41,1.92,53.81,1.0,24120135.58,475520.0,378296.0,30319133.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,1167.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,33.87,0.11,0.0,0.0,15.57,15.57,2577916.0,164367805.74,0.0,183.09,15.61,18.86,0.1481,20.2,0.2475,71.36
2007-11-15,740533.0,46594385.81,5.29,26.28,1.88,52.74,1.0,23813420.59,460136.0,378471.0,28951787.85,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.17,175.0,16551.0,0.0,0.0,0.01,0.0,0.0,1167.0,0.0,32.69,0.0,0.0,0.0,15.06,15.06,2594567.0,163250328.89,0.0,183.92,15.09,18.15,0.1453,19.29,0.2424,70.42
2007-11-16,735452.0,45926413.1,5.26,27.16,1.86,51.86,1.0,23382847.12,459080.0,374446.0,28667945.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,4024.0,32.29,0.34,0.0,0.0,15.11,15.11,2579369.0,161072600.58,0.0,181.51,15.1,18.06,0.1471,19.62,0.242,69.89
2007-11-19,735313.0,45904593.04,5.26,26.91,1.86,51.56,1.0,23367478.21,459080.0,374307.0,28659741.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,32.06,0.04,0.0,0.0,15.11,15.11,2579073.0,161008028.52,0.0,180.04,15.12,18.09,0.1472,19.73,0.242,69.87
2007-11-20,736022.0,45626614.51,5.26,29.42,1.87,51.38,1.0,23224802.38,459447.0,374649.0,28481500.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,0.0,31.91,0.0,0.0,0.0,15.09,15.09,2585020.0,160247534.79,0.0,179.55,15.09,18.07,0.1474,19.81,0.2418,69.38
2007-11-21,735769.0,45301949.32,5.26,29.45,1.86,51.19,1.0,23051893.48,459447.0,374396.0,28288558.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,31.74,0.04,0.0,0.0,15.08,15.08,2586355.0,159244169.2,0.0,178.65,15.09,18.06,0.1474,19.87,0.2416,68.91
2007-11-22,735775.0,45834823.14,5.26,30.31,1.86,51.16,1.0,23323229.87,459447.0,374402.0,28621075.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.73,0.0,0.0,0.0,14.47,14.47,2716434.0,169219220.51,0.0,187.66,14.46,18.06,0.1474,19.88,0.2317,69.72
2007-11-23,838920.0,52380133.22,6.0,35.2,2.13,58.77,1.0,26783286.04,508033.0,428961.0,31720350.23,0.0,0.0,50000.0,3.55,0.0,5000.0,0.0,0.1,50656.0,1414.0,0.0,0.0,3.55,50000.0,0.35,0.0,1097.0,35.45,0.03,0.0,0.0,15.88,15.88,2690850.0,168010157.66,0.0,187.75,15.88,17.17,0.1606,25.95,0.2623,69.88
2007-11-26,839903.0,52531563.46,6.0,34.03,2.13,58.87,1.0,26890760.63,507138.0,429944.0,31718843.76,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.06,983.0,895.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,35.42,0.0,0.0,0.0,15.81,15.81,2700040.0,168873456.36,0.0,188.89,15.79,17.14,0.1604,25.96,0.2619,70.0
2007-11-27,834396.0,52187129.26,5.96,33.19,2.11,58.64,1.0,26889447.18,501652.0,429923.0,31375723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,5486.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,35.12,0.0,0.0,0.0,15.63,15.63,2707651.0,169349484.81,0.0,189.52,15.63,17.21,0.1604,26.13,0.26,70.0
2007-11-28,852464.0,56363885.17,6.09,33.63,2.16,60.55,1.0,28298245.53,521652.0,427991.0,34490997.19,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,1932.0,37.31,0.06,0.0,0.0,16.22,16.22,2694391.0,178149863.12,0.0,192.91,16.21,17.05,0.1602,25.95,0.2651,74.0
2007-11-29,855116.0,56692040.92,6.11,33.49,2.17,62.55,1.0,28515211.65,522185.0,430110.0,34619552.66,0.0,0.0,533.0,0.31,0.0,0.0,0.0,0.0,2119.0,0.0,0.0,0.0,0.31,533.0,0.0,0.0,0.0,38.52,0.0,0.0,0.0,16.16,16.16,2708212.0,179547646.79,0.0,197.7,16.31,16.57,0.1616,26.58,0.2647,74.2
2007-11-30,854531.0,56966300.5,6.11,31.03,2.17,63.18,1.0,28633777.15,522185.0,429525.0,34810846.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,38.9,0.0,0.0,0.0,16.14,16.14,2712205.0,180805945.06,0.0,201.67,16.17,16.39,0.1604,26.37,0.2642,74.61
2007-12-03,851963.0,56749434.22,6.09,29.86,2.16,63.11,1.0,28629934.13,519329.0,429813.0,34592613.67,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.22,288.0,3140.0,0.0,0.0,0.03,0.0,0.0,284.0,0.0,38.75,0.0,0.0,0.0,16.02,16.02,2721509.0,181280285.61,0.0,202.7,16.05,16.41,0.1608,26.55,0.2629,74.55
2007-12-04,847968.0,57665271.29,6.06,29.52,2.15,62.65,1.0,28957355.1,519329.0,425818.0,35316483.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,127.0,284.0,0.0,0.0,0.0,0.0,0.0,284.0,4122.0,38.66,0.31,0.0,0.0,16.01,16.01,2724684.0,185289588.8,0.0,202.85,16.01,16.55,0.1627,26.75,0.2614,76.11
2007-12-05,848504.0,58338555.6,6.06,29.03,2.15,63.77,1.0,29313799.98,519329.0,426354.0,35706259.18,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,864.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,328.0,39.38,0.02,0.0,0.0,16.0,16.0,2726849.0,187483420.24,0.0,207.46,15.95,16.3,0.1627,26.75,0.2614,76.95
2007-12-06,851840.0,58758200.11,6.09,28.76,2.16,64.6,1.0,29639147.03,522516.0,429690.0,36042096.74,0.0,0.0,3187.0,0.31,0.0,0.0,0.0,0.0,3336.0,0.0,0.0,0.0,0.31,3187.0,0.0,0.0,0.0,40.2,0.0,0.0,0.0,16.06,16.06,2730153.0,188320431.41,0.0,209.6,16.09,16.14,0.1611,26.62,0.2619,77.2
2007-12-07,846143.0,59710959.43,6.05,28.54,2.14,64.92,1.0,25404130.77,522516.0,359993.0,36873119.18,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,3071.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,72768.0,40.66,5.43,0.0,0.0,16.06,16.06,2730265.0,192670438.28,0.0,211.83,16.1,15.12,0.1597,26.73,0.2601,78.98
2007-12-10,848900.0,58160990.21,6.07,28.11,2.15,66.03,1.0,29158668.85,523675.0,425591.0,35878733.12,0.0,0.0,326.0,0.22,0.0,64000.0,0.0,0.0,1598.0,0.0,0.0,0.0,0.22,326.0,5.05,833.0,0.0,41.35,0.0,0.0,0.0,16.12,16.12,2725535.0,186735557.13,0.0,213.97,16.2,15.11,0.1603,26.9,0.2613,76.68
2007-12-11,797248.0,56053939.17,5.7,26.44,2.02,61.08,1.0,26291384.81,520488.0,373939.0,36595140.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,3187.0,0.0,0.0,0.0,0.0,0.0,0.0,51652.0,40.34,4.07,0.0,0.0,16.0,16.0,2733523.0,192192055.61,0.0,211.28,16.03,16.33,0.1666,28.42,0.245,78.69
2007-12-12,791802.0,55253625.83,5.66,25.19,2.01,61.12,1.0,25734042.57,520204.0,368777.0,36300940.35,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.02,1425.0,284.0,0.0,0.0,0.13,0.0,0.0,0.0,6587.0,40.63,0.51,0.0,0.0,15.99,15.99,2733372.0,190740505.51,0.0,212.92,16.03,16.25,0.1702,29.15,0.2434,78.1
2007-12-13,803040.0,56396594.31,5.74,26.4,2.04,62.05,1.0,26688025.24,520204.0,380015.0,36533340.74,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,13856.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,2618.0,40.76,0.2,0.0,0.0,16.03,16.03,2725936.0,191439413.61,0.0,212.93,16.07,17.12,0.1678,28.5,0.2474,78.6
2007-12-14,801646.0,55954886.43,5.73,24.53,2.03,62.26,1.0,26508641.93,519045.0,379780.0,36229338.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1159.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,40.77,0.0,0.0,0.0,15.99,15.99,2726014.0,190275762.35,0.0,213.35,16.04,17.07,0.1677,28.6,0.247,78.12
2007-12-17,801646.0,55868934.23,5.73,24.15,2.03,62.08,1.0,26467922.05,519045.0,379780.0,36173686.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.67,0.0,0.0,0.0,15.99,15.99,2726175.0,189994700.61,0.0,213.02,16.03,17.11,0.168,28.64,0.247,78.0
