DATE,ATE FP Equity_DX_SI_QTY,ATE FP Equity_DX_SHORT_INTEREST_VALUE,ATE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ATE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ATE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ATE FP Equity_DX_SI_MV,ATE FP Equity_DX_DSS,ATE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ATE FP Equity_DX_SUPPLY_SI_QTY,ATE FP Equity_DX_BROKER_SI_QTY,ATE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ATE FP Equity_DX_BROKER_SI_MV_NEW_x,ATE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ATE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ATE FP Equity_DX_BROKER_SI_MV_INC_x,ATE FP Equity_DX_SUPPLY_SI_MV_NEW,ATE FP Equity_DX_BROKER_SI_QTY_ADD,ATE FP Equity_DX_BROKER_SI_QTY_NEW,ATE FP Equity_DX_SUPPLY_SI_MV_DEC,ATE FP Equity_DX_BROKER_SI_QTY_INC,ATE FP Equity_DX_SUPPLY_SI_QTY_DEC,ATE FP Equity_DX_BROKER_SI_MV_NEW_y,ATE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ATE FP Equity_DX_BROKER_SI_MV_INC_y,ATE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ATE FP Equity_DX_BROKER_SI_MV_ADD,ATE FP Equity_DX_SUPPLY_SI_QTY_ADD,ATE FP Equity_DX_BROKER_SI_QTY_DEC,ATE FP Equity_DX_SUPPLY_SI_MV,ATE FP Equity_DX_BROKER_SI_MV_DEC,ATE FP Equity_DX_SUPPLY_SI_MV_RMV,ATE FP Equity_DX_BROKER_SI_MV_RMV,ATE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ATE FP Equity_DX_UTILIZATION_QUANTITY,ATE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ATE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ATE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ATE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ATE FP Equity_DX_ACTIVE_UTILIZATION_MV,ATE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ATE FP Equity_DX_BROKER_SI_CON_RATIO,ATE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ATE FP Equity_DX_DEMAND_SUPPLY_RATIO,ATE FP Equity_PX_LAST
2006-07-03,272093.0,6044296.02,1.57,4.14,0.88,7.63,0.0,3645064.17,147408.0,164088.0,3274533.3,0.0,96994.0,56.0,0.41,2.72,0.0,0.0,0.01,14338.0,402.0,0.0,96994.0,0.41,56.0,0.0,0.0,0.0,4.13,0.0,0.0,0.0,7.36,7.36,1854152.0,41188283.26,0.0,52.35,7.32,29.6,0.4495,59.55,0.1359,28.6
2006-07-04,288055.0,6376503.49,1.66,4.39,0.94,8.07,0.0,3977868.55,147860.0,179698.0,3273089.54,0.0,0.0,452.0,0.24,0.0,7119.0,0.0,0.0,8491.0,0.0,0.0,0.0,0.24,452.0,0.2,0.0,0.0,4.14,0.0,0.0,0.0,7.3,7.3,1878629.0,41586101.18,0.0,53.1,7.24,27.84,0.4367,59.34,0.1421,28.5
2006-07-05,298080.0,6431724.05,1.72,4.61,0.97,8.28,0.0,4064902.25,148698.0,188389.0,3208482.63,0.0,0.0,1334.0,0.24,0.0,0.0,0.0,0.02,8691.0,495.0,0.0,0.0,0.24,1334.0,0.0,0.0,0.0,4.13,0.0,0.0,0.0,7.3,7.3,1887196.0,40720356.59,0.0,52.71,7.27,26.59,0.4134,57.79,0.1464,27.78
2006-07-06,196571.0,4244500.28,1.13,3.0,0.64,5.42,0.0,4210081.5,40740.0,194977.0,879686.94,0.0,0.0,138.0,0.27,0.0,0.0,0.0,0.28,10088.0,10041.0,0.0,0.0,0.27,138.0,0.0,0.0,3500.0,1.12,0.1,2.72,0.0,1.88,1.88,2126033.0,45906810.6,98056.0,58.88,1.87,33.3,0.2911,38.95,0.0907,27.8
2006-07-07,192876.0,4001422.43,1.11,2.97,0.63,5.22,0.0,3968353.17,41690.0,191282.0,864904.4,0.0,0.0,951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,0.0,0.0,3696.0,1.13,0.12,0.0,0.0,1.92,1.92,2131452.0,44219290.35,0.0,58.01,1.91,32.67,0.2881,38.91,0.0888,26.71
2006-07-10,229631.0,4672982.26,1.32,3.39,0.75,6.17,0.0,4640544.42,42030.0,228037.0,855308.93,0.0,0.0,339.0,1.08,0.0,0.0,0.0,0.0,40319.0,0.0,0.0,0.0,1.08,339.0,0.0,0.0,3563.0,1.13,0.1,0.0,0.0,1.93,1.93,2130798.0,43361659.57,0.0,57.17,1.94,32.44,0.2784,34.41,0.1057,26.2
2006-07-11,220416.0,4355344.85,1.27,3.25,0.72,5.83,0.0,4225919.09,47619.0,213866.0,940935.17,0.0,0.0,633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,0.0,4956.0,14172.0,1.26,0.4,0.0,0.0,2.19,2.19,2127423.0,42037151.59,0.0,55.89,2.2,33.88,0.2903,37.19,0.1013,25.44
2006-07-12,219717.0,4368838.09,1.26,3.24,0.71,5.83,0.0,4241063.93,44024.0,213291.0,875370.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,3595.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,1.17,0.01,0.0,0.0,2.08,2.08,2068828.0,41136437.15,0.0,53.97,2.12,34.21,0.2917,37.14,0.104,25.6
2006-07-13,215167.0,4119598.7,1.24,3.18,0.7,5.61,0.0,3889731.19,50544.0,203161.0,967718.08,0.0,0.0,6070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6070.0,0.0,450.0,10130.0,1.32,0.29,0.0,0.0,2.39,2.39,2064634.0,39529591.13,0.0,52.96,2.42,35.1,0.306,39.63,0.1017,24.65
2006-07-14,214468.0,3981280.04,1.23,3.23,0.7,5.52,0.0,3762694.64,50785.0,202693.0,942748.13,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.01,63.0,231.0,0.0,0.0,0.0,472.0,0.0,0.0,531.0,1.3,0.02,0.0,0.0,2.37,2.37,2091370.0,38823179.38,0.0,52.51,2.42,34.55,0.3069,40.2,0.1001,23.9
2006-07-17,190669.0,3428415.17,1.1,2.98,0.62,4.78,0.0,3216167.7,51847.0,178865.0,932259.79,0.0,0.0,1062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.0,0.0,0.0,23828.0,1.3,0.68,0.0,0.0,2.41,2.41,2100975.0,37777586.07,0.0,51.58,2.45,38.91,0.3826,46.71,0.0886,23.15
2006-07-18,189884.0,3333182.82,1.09,2.82,0.62,4.71,0.0,3131121.21,52207.0,178373.0,916430.43,0.0,0.0,651.0,0.0,0.0,0.0,0.0,0.01,0.0,292.0,0.0,0.0,0.0,651.0,0.0,0.0,493.0,1.29,0.02,0.0,0.0,2.42,2.42,2102021.0,36898423.69,0.0,50.49,2.5,38.52,0.3851,47.35,0.0881,22.6
2006-07-19,188000.0,3577554.49,1.08,2.69,0.61,4.82,0.0,3369656.71,48222.0,177075.0,917642.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,3984.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.0,1.23,0.01,0.0,0.0,2.45,2.45,1916798.0,36475794.11,0.0,46.21,2.6,40.3,0.3871,46.18,0.0957,24.5
2006-07-20,190076.0,3631823.34,1.09,2.69,0.62,4.9,0.0,3409281.58,48724.0,178429.0,930980.03,0.0,0.0,721.0,0.04,0.0,0.0,0.0,0.0,1449.0,220.0,0.0,0.0,0.04,721.0,0.0,0.0,95.0,1.25,0.0,0.0,0.0,2.48,2.48,1913892.0,36569149.33,0.0,47.98,2.55,40.29,0.3826,45.54,0.0968,24.6
2006-07-21,190787.0,3571314.9,1.1,2.75,0.62,4.87,0.0,3351143.68,49239.0,179025.0,921697.88,0.0,0.0,515.0,0.01,0.0,0.0,0.0,0.0,596.0,0.0,0.0,0.0,0.01,515.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,2.51,2.51,1911770.0,35786152.52,0.0,47.51,2.57,39.67,0.3811,45.87,0.0973,24.1
2006-07-24,183096.0,3501299.24,1.05,2.71,0.59,4.7,0.0,3279207.6,48918.0,171482.0,935446.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,7543.0,1.25,0.21,0.0,0.0,2.49,2.49,1916300.0,36644927.93,0.0,47.82,2.55,42.1,0.377,43.12,0.0932,24.62
2006-07-25,180336.0,3442917.65,1.04,2.69,0.59,4.63,0.0,3217693.07,48972.0,168539.0,934957.87,0.0,0.0,183.0,0.01,0.0,0.0,0.0,0.0,401.0,128.0,0.0,0.0,0.01,183.0,0.0,0.0,3344.0,1.26,0.09,0.0,0.0,2.48,2.48,1922923.0,36711835.3,0.0,48.31,2.53,42.89,0.3902,43.8,0.0915,24.58
2006-07-26,180258.0,3465230.08,1.04,2.73,0.58,4.61,0.0,3240850.77,49400.0,168586.0,949651.98,0.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,47.0,125.0,0.0,0.0,0.0,553.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,2.47,2.47,1951372.0,37512637.13,0.0,48.85,2.52,42.7,0.39,43.96,0.0901,24.75
2006-07-27,180118.0,3525494.0,1.04,2.7,0.58,4.68,0.0,3296291.29,48958.0,168408.0,958267.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,0.0,0.0,0.0,39.0,0.0,0.0,178.0,1.27,0.0,0.0,0.0,2.45,2.45,1952727.0,38221206.83,0.0,49.53,2.5,43.32,0.3905,43.42,0.09,25.2
2006-07-28,181067.0,3473750.19,1.04,2.73,0.59,4.63,0.0,3244030.33,49737.0,169093.0,954198.79,0.0,0.0,779.0,0.01,0.0,0.0,0.0,0.0,685.0,0.0,0.0,0.0,0.01,779.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,2.48,2.48,1958484.0,37573296.95,0.0,49.46,2.51,42.59,0.3884,43.8,0.0902,24.7
2006-07-31,151117.0,2834606.52,0.87,2.18,0.49,3.79,0.0,2609195.31,50623.0,139100.0,949570.77,0.0,0.0,886.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,886.0,0.0,0.0,30000.0,1.27,0.8,0.0,0.0,2.51,2.51,1967877.0,36912835.62,0.0,48.73,2.54,31.61,0.3914,51.89,0.0749,24.15
2006-08-01,151111.0,2742945.1,0.87,2.11,0.49,3.7,0.0,2525322.5,51516.0,139122.0,935111.01,0.0,0.0,921.0,0.0,0.0,0.0,0.0,0.01,22.0,28.0,0.0,0.0,0.0,921.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,2.59,2.59,1939478.0,35205125.25,0.0,46.78,2.62,32.36,0.3884,51.14,0.0759,23.37
2006-08-02,175445.0,3126055.85,1.01,2.44,0.57,4.12,0.0,2909604.39,50206.0,163297.0,894563.88,0.0,0.0,159.0,0.45,0.0,0.0,0.0,0.07,24175.0,1468.0,0.0,0.0,0.45,159.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,2.5,2.5,1957295.0,34874823.95,0.0,45.52,2.53,40.83,0.3852,44.95,0.0874,22.94
2006-08-03,175528.0,3002106.14,1.01,2.37,0.57,4.03,0.0,2794420.9,51248.0,163385.0,876509.36,0.0,0.0,1047.0,0.0,0.0,0.0,0.0,0.01,88.0,5.0,0.0,0.0,0.0,1047.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,2.55,2.55,1957538.0,33480338.46,0.0,44.78,2.56,41.75,0.3844,44.0,0.0874,22.02
2006-08-04,178685.0,3162967.62,1.03,2.17,0.58,4.16,0.0,2958162.87,50360.0,167115.0,891440.52,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.01,4852.0,889.0,0.0,0.0,0.11,0.0,0.0,0.0,1122.0,1.17,0.02,0.0,0.0,2.49,2.49,1971292.0,34894550.51,0.0,44.9,2.54,43.0,0.3902,43.71,0.0884,22.79
2006-08-07,184366.0,3153265.01,1.06,2.13,0.6,4.24,0.0,2946024.46,51517.0,172249.0,881110.15,0.0,0.0,1157.0,0.11,0.0,0.0,0.0,0.0,5133.0,0.0,0.0,0.0,0.11,1157.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,2.55,2.55,1965290.0,33612923.16,0.0,44.68,2.58,41.88,0.3896,44.65,0.0914,22.02
2006-08-08,245678.0,4087408.64,1.41,2.92,0.8,5.55,0.0,3889159.05,52008.0,233762.0,865270.59,0.0,0.0,692.0,1.39,0.0,0.0,0.0,0.01,61887.0,201.0,0.0,0.0,1.39,692.0,0.0,0.0,374.0,1.17,0.02,0.0,0.0,5.53,2.58,889176.0,14793451.84,0.0,0.0,130.87,30.62,0.4566,59.58,0.1219,21.42
2006-08-09,205377.0,3485503.88,1.18,2.47,0.67,4.65,0.0,2807197.06,77589.0,165409.0,1316782.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,2789.0,0.0,0.0,0.0,0.0,0.0,28369.0,68352.0,1.76,1.57,0.0,0.0,8.45,3.9,841065.0,14273922.21,0.0,0.0,191.85,42.7,0.3896,43.9,0.1031,21.85
2006-08-10,216218.0,3603992.57,1.24,2.61,0.7,4.87,0.0,2929992.06,78241.0,175782.0,1304146.66,0.0,0.0,653.0,0.01,0.0,14000.0,0.0,0.0,518.0,0.0,0.0,0.0,0.01,653.0,0.3,0.0,4145.0,1.76,0.09,0.0,0.0,9.25,4.08,767398.0,12791241.67,0.0,0.0,196.44,38.08,0.3367,41.54,0.1127,21.46
2006-08-11,216067.0,3616579.7,1.24,2.59,0.7,4.85,0.0,2937743.94,85960.0,175511.0,1438818.47,0.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,580.0,0.0,7268.0,270.0,1.92,0.01,0.0,0.0,19.84,4.44,347378.0,5814493.76,0.0,1.11,63.42,38.26,0.3362,41.31,0.1115,21.55
2006-08-14,215886.0,3749372.61,1.24,2.58,0.7,4.91,0.0,3048234.41,133664.0,175515.0,2321392.5,0.0,0.0,48070.0,0.0,0.0,0.0,0.0,0.0,4.0,366.0,0.0,0.0,0.0,48070.0,0.0,0.0,0.0,2.96,0.0,0.0,0.0,6.97,6.97,1785231.0,31004772.04,0.0,39.44,6.98,37.72,0.338,42.08,0.1125,22.36
2006-08-15,222532.0,3932205.41,1.28,2.63,0.72,5.08,0.0,3219633.21,157220.0,182206.0,2778123.3,0.0,0.0,24206.0,0.15,0.0,0.0,0.0,0.0,7268.0,649.0,0.0,0.0,0.15,24206.0,0.0,0.0,577.0,3.53,0.01,0.0,0.0,7.93,7.93,1824765.0,32244130.27,0.0,41.17,7.91,36.24,0.3222,40.94,0.1123,22.75
2006-08-16,335987.0,6135322.93,1.93,3.99,1.09,7.71,1.0,4207716.14,224904.0,230426.0,4106881.13,0.0,0.0,22864.0,1.09,0.0,0.0,0.0,0.0,48219.0,0.0,0.0,0.0,1.09,22864.0,0.0,44820.0,0.0,5.12,0.0,0.0,0.0,11.18,11.18,1785922.0,32612000.48,0.0,41.55,10.97,26.23,0.3153,43.77,0.1671,23.51
2006-08-17,347869.0,6498200.89,2.0,3.88,1.13,8.17,1.0,4540179.57,222991.0,243050.0,4165476.99,0.0,0.0,130.0,0.59,0.0,0.0,0.0,0.01,24124.0,2043.0,0.0,0.0,0.59,130.0,0.0,0.0,11500.0,5.25,0.26,0.0,0.0,11.01,11.01,1802271.0,33666463.56,0.0,43.0,10.88,25.38,0.3477,49.85,0.1718,24.05
2006-08-18,333545.0,6150316.61,1.93,3.64,1.08,7.93,1.0,5400411.12,207669.0,292876.0,3829258.72,0.0,0.0,57.0,1.61,0.0,0.0,0.0,0.29,63826.0,15379.0,0.0,0.0,1.61,57.0,0.0,0.0,14000.0,4.99,0.32,0.0,0.0,10.3,10.3,1808588.0,33348989.83,0.0,43.13,10.37,25.76,0.3705,53.02,0.1654,23.74
2006-08-21,304910.0,5589152.95,1.76,3.4,0.99,7.31,0.0,4846987.64,176651.0,264422.0,3238101.27,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.76,0.0,31058.0,0.0,0.0,0.0,40.0,0.0,0.0,28454.0,4.19,0.61,0.0,0.0,8.38,8.38,1931274.0,35401219.31,0.0,45.65,8.41,28.17,0.3439,48.69,0.1446,23.6
