DATE,ATE FP Equity_DX_SI_QTY,ATE FP Equity_DX_SHORT_INTEREST_VALUE,ATE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ATE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ATE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ATE FP Equity_DX_SI_MV,ATE FP Equity_DX_DSS,ATE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ATE FP Equity_DX_SUPPLY_SI_QTY,ATE FP Equity_DX_BROKER_SI_QTY,ATE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ATE FP Equity_DX_BROKER_SI_MV_NEW_x,ATE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ATE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ATE FP Equity_DX_BROKER_SI_MV_INC_x,ATE FP Equity_DX_SUPPLY_SI_MV_NEW,ATE FP Equity_DX_BROKER_SI_QTY_ADD,ATE FP Equity_DX_BROKER_SI_QTY_NEW,ATE FP Equity_DX_SUPPLY_SI_MV_DEC,ATE FP Equity_DX_BROKER_SI_QTY_INC,ATE FP Equity_DX_SUPPLY_SI_QTY_DEC,ATE FP Equity_DX_BROKER_SI_MV_NEW_y,ATE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ATE FP Equity_DX_BROKER_SI_MV_INC_y,ATE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ATE FP Equity_DX_BROKER_SI_MV_ADD,ATE FP Equity_DX_SUPPLY_SI_QTY_ADD,ATE FP Equity_DX_BROKER_SI_QTY_DEC,ATE FP Equity_DX_SUPPLY_SI_MV,ATE FP Equity_DX_BROKER_SI_MV_DEC,ATE FP Equity_DX_SUPPLY_SI_MV_RMV,ATE FP Equity_DX_BROKER_SI_MV_RMV,ATE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ATE FP Equity_DX_UTILIZATION_QUANTITY,ATE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ATE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ATE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ATE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ATE FP Equity_DX_ACTIVE_UTILIZATION_MV,ATE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ATE FP Equity_DX_BROKER_SI_CON_RATIO,ATE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ATE FP Equity_DX_DEMAND_SUPPLY_RATIO,ATE FP Equity_PX_LAST
2006-08-22,272851.0,4954871.32,1.58,3.01,0.89,6.49,0.0,4240889.42,161829.0,233534.0,2938753.65,0.0,0.0,649.0,0.0,0.0,0.0,0.0,0.35,0.0,15471.0,0.0,0.0,0.0,649.0,0.0,0.0,30888.0,3.85,0.77,0.0,0.0,7.67,7.67,1948358.0,35381446.94,0.0,45.87,7.75,32.01,0.3158,42.09,0.1293,23.38
2006-08-23,261331.0,4684778.46,1.51,2.87,0.85,6.18,0.0,3935500.02,136723.0,219534.0,2450979.66,0.0,0.0,1046.0,0.0,0.0,0.0,0.0,0.68,0.0,27662.0,0.0,0.0,0.0,1046.0,0.0,1510.0,14000.0,3.22,0.34,0.0,0.0,5.84,5.84,2204241.0,39514564.92,0.0,50.37,6.0,33.61,0.3005,38.32,0.1116,23.08
2006-08-24,233612.0,4182427.3,1.35,2.51,0.76,5.53,0.0,3438276.36,136374.0,192047.0,2441545.56,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.01,27000.0,350.0,0.0,0.0,0.63,0.0,0.0,0.0,54487.0,3.21,1.27,0.0,0.0,5.87,5.87,2188142.0,39174977.5,0.0,49.76,6.07,29.78,0.2884,38.37,0.1005,23.05
2006-08-25,255179.0,4610170.27,1.48,2.71,0.83,6.06,0.0,3859781.63,112369.0,213644.0,2030105.23,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.57,21645.0,24005.0,0.0,0.0,0.52,0.0,0.0,0.0,48.0,2.64,0.0,0.0,0.0,4.81,4.81,2224038.0,40180398.3,0.0,50.9,4.93,34.61,0.2975,36.8,0.1092,23.26
2006-08-28,209225.0,3853074.93,1.21,2.26,0.68,5.01,0.0,3094006.73,85873.0,168007.0,1581431.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,26496.0,0.0,0.0,0.0,0.0,0.0,0.0,45637.0,2.05,1.09,0.0,0.0,3.68,3.68,2248289.0,41404354.03,0.0,52.07,3.78,23.22,0.3024,44.39,0.0896,23.71
2006-08-29,183252.0,3463005.3,1.06,2.01,0.59,4.44,0.0,2689587.17,85126.0,142325.0,1608668.88,0.0,0.0,63.0,0.01,0.0,0.0,0.0,0.0,151.0,809.0,0.0,0.0,0.01,63.0,0.0,0.0,25832.0,2.05,0.63,0.0,0.0,3.65,3.65,2246407.0,42451483.97,0.0,53.07,3.73,27.03,0.3737,52.88,0.0786,24.33
2006-08-30,184214.0,3498354.53,1.07,1.96,0.6,4.48,0.0,2697212.47,88390.0,142028.0,1678588.8,0.0,0.0,3264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3264.0,0.0,0.0,298.0,2.15,0.0,0.0,0.0,3.66,3.66,2325685.0,44166407.89,0.0,56.69,3.65,26.96,0.3742,52.99,0.0763,24.45
2006-08-31,192951.0,3569859.42,1.12,2.04,0.63,4.64,0.0,2778981.01,89446.0,150204.0,1654874.27,0.0,0.0,1056.0,0.0,0.0,7867.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,1056.0,0.19,0.0,0.0,2.15,0.0,0.0,0.0,3.7,3.7,2328281.0,43076407.33,0.0,56.03,3.7,25.81,0.3348,49.63,0.0798,23.82
2006-09-01,190575.0,3545143.1,1.1,2.02,0.62,4.59,0.0,2784641.77,87520.0,149693.0,1628077.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1925.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,2.1,0.01,0.0,0.0,3.62,3.62,2328891.0,43322848.5,0.0,55.81,3.63,26.13,0.3427,50.3,0.0789,23.95
2006-09-04,290445.0,5639832.9,1.68,3.01,0.94,7.2,0.0,4839698.78,116450.0,249239.0,2261214.83,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0,100000.0,2411.0,0.0,0.0,2.58,0.0,0.0,31341.0,454.0,2.88,0.0,0.0,0.0,4.57,4.57,2433986.0,47262904.61,0.0,59.85,4.6,15.19,0.528,70.54,0.1139,25.0
2006-09-05,289815.0,5746904.74,1.68,2.97,0.94,7.31,0.0,4935498.86,115379.0,248896.0,2287915.12,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,1383.0,0.0,0.0,0.0,312.0,0.0,0.0,342.0,2.92,0.0,0.0,0.0,4.53,4.53,2431043.0,48206519.78,0.0,61.14,4.56,14.95,0.5332,70.97,0.1138,25.53
2006-09-06,293721.0,5694320.44,1.7,2.92,0.95,7.29,0.0,4854928.66,119308.0,250424.0,2313004.46,0.0,0.0,3929.0,0.03,0.0,0.0,0.0,0.0,1528.0,0.0,0.0,0.0,0.03,3929.0,0.0,0.0,0.0,2.97,0.0,0.0,0.0,4.68,4.68,2432431.0,47157137.43,0.0,61.06,4.64,15.1,0.5214,70.04,0.1151,24.96
2006-09-07,339557.0,6443153.51,1.96,3.39,1.1,8.31,1.0,5612837.8,130541.0,295799.0,2477038.32,0.0,0.0,11067.0,1.03,0.0,0.0,0.0,0.0,45535.0,34.0,0.0,0.0,1.03,11067.0,0.0,200.0,160.0,3.2,0.01,0.0,0.0,5.34,5.34,2314861.0,43924892.66,0.0,57.37,5.28,18.99,0.5089,68.34,0.1389,24.43
2006-09-08,331157.0,6342921.49,1.92,3.07,1.07,8.21,1.0,5519192.31,122381.0,288151.0,2344063.61,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.18,0.0,8260.0,0.0,0.0,0.0,100.0,0.0,0.0,7648.0,3.03,0.16,0.0,0.0,5.03,5.03,2312578.0,44294702.16,0.0,56.95,5.05,17.17,0.527,70.12,0.136,24.66
2006-09-11,325356.0,6128199.38,1.88,2.82,1.06,7.93,1.0,5305338.74,123667.0,281669.0,2329313.22,0.0,0.0,1285.0,0.0,0.0,0.0,0.0,0.0,519.0,0.0,0.0,0.0,0.0,1285.0,0.0,0.0,7000.0,3.01,0.19,0.0,0.0,5.19,5.19,2260777.0,42582562.54,0.0,55.17,5.17,17.87,0.5501,71.59,0.1364,24.25
2006-09-12,312851.0,6074910.44,1.81,2.7,1.02,7.81,1.0,5245940.74,122908.0,270160.0,2386615.65,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1759.0,0.0,0.0,0.0,1000.0,0.0,0.0,11509.0,3.07,0.12,0.0,0.0,5.16,5.16,2256965.0,43825527.96,0.0,55.99,5.2,18.17,0.5457,71.21,0.1315,25.0
2006-09-13,307125.0,5992349.4,1.78,2.7,1.0,7.68,0.0,5281774.32,116649.0,270706.0,2275951.37,0.0,0.0,1686.0,0.01,0.0,0.0,0.0,0.2,546.0,7944.0,0.0,0.0,0.01,1686.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,4.92,4.92,2255119.0,43999872.99,0.0,56.51,4.92,18.01,0.5386,70.73,0.1295,25.12
2006-09-14,308630.0,5968975.68,1.78,2.78,1.0,7.67,1.0,5258918.42,117296.0,271916.0,2268531.81,0.0,0.0,647.0,0.03,0.0,0.0,0.0,0.0,1210.0,0.0,0.0,0.0,0.03,647.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,4.94,4.94,2257055.0,43651966.47,0.0,56.35,4.93,18.41,0.5339,70.29,0.13,24.9
2006-09-15,337985.0,6562960.02,1.95,3.25,1.1,8.45,1.0,5852886.14,107081.0,301417.0,2079288.5,0.0,0.0,0.0,0.0,0.0,51000.0,0.0,0.25,0.0,10216.0,0.0,0.0,0.0,0.0,1.27,0.0,21499.0,2.68,0.5,0.0,0.0,4.51,4.51,2266006.0,44001085.22,0.0,56.71,4.51,15.39,0.5788,74.18,0.1424,25.0
2006-09-18,341949.0,6525725.75,1.98,3.37,1.11,8.41,1.0,5819945.31,107999.0,304966.0,2061043.77,0.0,0.0,918.0,0.08,0.0,0.0,0.0,0.0,3549.0,0.0,0.0,0.0,0.08,918.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,4.54,4.54,2268923.0,43299934.34,0.0,56.12,4.52,16.5,0.5652,73.02,0.1439,24.57
2006-09-19,340524.0,6651935.65,1.97,3.22,1.1,8.54,1.0,5943227.23,106634.0,304244.0,2083032.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365.0,0.0,0.0,0.0,0.0,0.0,0.0,723.0,2.68,0.01,0.0,0.0,4.5,4.5,2264835.0,44242216.94,0.0,56.69,4.51,16.22,0.572,73.56,0.1436,25.15
