DATE,PRC FP Equity_DX_SI_QTY,PRC FP Equity_DX_SHORT_INTEREST_VALUE,PRC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PRC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PRC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PRC FP Equity_DX_SI_MV,PRC FP Equity_DX_DSS,PRC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PRC FP Equity_DX_SUPPLY_SI_QTY,PRC FP Equity_DX_BROKER_SI_QTY,PRC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PRC FP Equity_DX_BROKER_SI_MV_NEW_x,PRC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PRC FP Equity_DX_SUPPLY_SI_QTY_INC_x,PRC FP Equity_DX_BROKER_SI_MV_INC_x,PRC FP Equity_DX_SUPPLY_SI_MV_NEW,PRC FP Equity_DX_BROKER_SI_QTY_ADD,PRC FP Equity_DX_BROKER_SI_QTY_NEW,PRC FP Equity_DX_SUPPLY_SI_MV_DEC,PRC FP Equity_DX_BROKER_SI_QTY_INC,PRC FP Equity_DX_SUPPLY_SI_QTY_DEC,PRC FP Equity_DX_BROKER_SI_MV_NEW_y,PRC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PRC FP Equity_DX_BROKER_SI_MV_INC_y,PRC FP Equity_DX_SUPPLY_SI_QTY_INC_y,PRC FP Equity_DX_BROKER_SI_MV_ADD,PRC FP Equity_DX_SUPPLY_SI_QTY_ADD,PRC FP Equity_DX_BROKER_SI_QTY_DEC,PRC FP Equity_DX_SUPPLY_SI_MV,PRC FP Equity_DX_BROKER_SI_MV_DEC,PRC FP Equity_DX_SUPPLY_SI_MV_RMV,PRC FP Equity_DX_BROKER_SI_MV_RMV,PRC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PRC FP Equity_DX_UTILIZATION_QUANTITY,PRC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PRC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PRC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PRC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PRC FP Equity_DX_ACTIVE_UTILIZATION_MV,PRC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PRC FP Equity_DX_BROKER_SI_CON_RATIO,PRC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PRC FP Equity_DX_DEMAND_SUPPLY_RATIO,PRC FP Equity_PX_LAST
2006-07-17,3772.0,67896.0,0.18,0.23,0.06,0.07,0.0,33948.0,1886.0,1886.0,33948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,1.89,1.89,98038.0,1764684.0,0.0,1.46,2.36,49.05,0.5002,50.95,0.0377,18.0
2006-07-18,4782.0,83350.26,0.22,0.28,0.08,0.08,0.0,41675.13,2391.0,2391.0,41675.13,0.0,0.0,505.0,0.01,0.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,0.01,505.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,2.37,2.37,98329.0,1713874.47,0.0,1.4,2.99,49.2,0.5001,50.8,0.0475,17.43
2006-07-19,4985.0,87985.25,0.23,0.27,0.08,0.09,0.0,43966.15,2494.0,2491.0,44019.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.05,0.0,0.0,0.0,2.75,2.75,88133.0,1555547.45,0.0,1.4,3.12,49.52,0.5,50.48,0.055,17.65
2006-07-20,7989.0,137011.35,0.37,0.44,0.13,0.14,0.0,68445.65,3998.0,3991.0,68565.7,0.0,0.0,1504.0,0.02,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.02,1504.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,4.4,4.4,86913.0,1490557.95,0.0,1.34,4.99,49.92,0.5,50.08,0.0879,17.15
2006-07-21,12189.0,196486.68,0.57,0.7,0.19,0.2,0.0,96574.92,6198.0,5991.0,99911.76,0.0,0.0,2201.0,0.03,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.03,2201.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.76,6.76,85556.0,1379162.72,0.0,1.19,7.75,49.58,0.5,50.42,0.1328,16.12
2006-07-24,12170.0,199588.0,0.57,0.67,0.19,0.2,0.0,98252.4,6179.0,5991.0,101335.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.74,6.74,85440.0,1401216.0,0.0,1.19,7.73,49.15,0.5001,50.85,0.1328,16.4
2006-07-25,12176.0,195181.28,0.57,0.68,0.19,0.2,0.0,96035.73,6185.0,5991.0,99145.55,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.75,6.75,85458.0,1369891.74,0.0,1.21,7.73,49.85,0.5,50.15,0.1329,16.03
2006-07-26,12170.0,194720.0,0.57,0.74,0.19,0.19,0.0,95856.0,6179.0,5991.0,98864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,7.66,7.66,74471.0,1191536.0,0.0,1.18,7.72,49.63,0.5,50.37,0.1509,16.0
2006-07-27,12168.0,201137.04,0.57,0.76,0.19,0.2,0.0,99031.23,6177.0,5991.0,102105.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,7.63,7.63,74807.0,1236559.71,0.0,1.18,7.73,48.76,0.5003,51.24,0.1503,16.53
2006-07-28,11984.0,203248.64,0.56,0.77,0.19,0.2,0.0,101607.36,5993.0,5991.0,101641.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,7.4,7.4,74981.0,1271677.76,0.0,1.26,7.49,49.58,0.5,50.42,0.148,16.96
2006-07-31,6687.0,116888.76,0.31,0.45,0.11,0.12,0.0,104722.68,696.0,5991.0,12166.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,5297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.86,0.86,80277.0,1403241.96,0.0,1.34,0.87,8.78,0.8399,91.22,0.0826,17.48
2006-08-01,1396.0,23313.2,0.07,0.09,0.02,0.02,0.0,11589.8,702.0,694.0,11723.4,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5297.0,0.01,0.09,0.0,0.0,0.87,0.87,80323.0,1341394.1,0.0,1.39,0.87,47.25,0.5015,52.75,0.0172,16.7
2006-08-02,1764.0,31381.56,0.08,0.12,0.03,0.03,0.0,12346.26,1070.0,694.0,19035.3,0.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.32,1.32,79896.0,1421349.84,0.0,1.32,1.36,44.55,0.5059,55.45,0.0218,17.79
2006-08-03,1787.0,30736.4,0.08,0.12,0.03,0.03,0.0,11936.8,1093.0,694.0,18799.6,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.35,1.35,79925.0,1374710.0,0.0,1.4,1.36,46.96,0.5019,53.04,0.0221,17.2
2006-08-04,1774.0,30707.94,0.08,0.12,0.03,0.03,0.0,12013.14,1080.0,694.0,18694.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.32,1.32,80610.0,1395359.1,0.0,1.37,1.35,46.12,0.503,53.88,0.0217,17.31
2006-08-07,1785.0,30345.0,0.08,0.12,0.03,0.03,0.0,11798.0,1091.0,694.0,18547.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.33,1.33,80626.0,1370642.0,0.0,1.37,1.36,46.57,0.5024,53.43,0.0218,17.0
2006-08-08,1786.0,29504.72,0.08,0.12,0.03,0.03,0.0,11464.88,1092.0,694.0,18039.84,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.34,1.34,80634.0,1332073.68,0.0,1.34,1.36,46.83,0.502,53.17,0.0219,16.52
2006-08-09,5483.0,92936.85,0.26,0.36,0.09,0.09,0.0,37188.3,3289.0,2194.0,55748.55,0.0,0.0,2197.0,0.03,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.03,2197.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.03,4.03,78389.0,1328693.55,0.0,1.27,4.13,48.19,0.5007,51.81,0.0671,16.95
2006-08-10,5468.0,88581.6,0.25,0.37,0.09,0.09,0.0,35542.8,3274.0,2194.0,53038.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,4.01,4.01,78427.0,1270517.4,0.0,1.3,4.09,48.85,0.5003,51.15,0.0669,16.2
2006-08-11,5662.0,91554.54,0.26,0.37,0.09,0.09,0.0,35476.98,3468.0,2194.0,56077.56,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,4.24,4.24,78235.0,1265059.95,0.0,1.24,4.34,48.83,0.5003,51.17,0.0693,16.17
2006-08-14,5739.0,97390.83,0.27,0.39,0.09,0.1,0.0,37232.18,3545.0,2194.0,60158.65,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,4.34,4.34,78113.0,1325577.61,0.0,1.24,4.48,47.63,0.5011,52.37,0.0703,16.97
2006-08-15,7747.0,135262.62,0.36,0.57,0.12,0.13,0.0,55767.24,4553.0,3194.0,79495.38,0.0,0.0,1008.0,0.02,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.02,1008.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,5.57,5.57,77123.0,1346567.58,0.0,1.28,5.72,48.49,0.5005,51.51,0.0949,17.46
2006-08-16,7771.0,135293.11,0.36,0.56,0.12,0.14,0.0,55607.54,4577.0,3194.0,79685.57,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,5.6,5.6,77125.0,1342746.25,0.0,1.32,5.72,49.28,0.5001,50.72,0.0951,17.41
2006-08-17,7777.0,135319.8,0.36,0.57,0.12,0.14,0.0,55575.6,4583.0,3194.0,79744.2,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,5.61,5.61,77117.0,1341835.8,0.0,1.31,5.73,49.22,0.5001,50.78,0.0952,17.4
2006-08-18,7763.0,136240.65,0.36,0.57,0.12,0.14,0.0,56054.7,4569.0,3194.0,80185.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,5.59,5.59,77117.0,1353403.35,0.0,1.32,5.71,49.2,0.5001,50.8,0.095,17.55
2006-08-21,7759.0,137722.25,0.36,0.58,0.12,0.14,0.0,56693.5,4565.0,3194.0,81028.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,5.59,5.59,77125.0,1368968.75,0.0,1.32,5.72,48.92,0.5002,51.08,0.095,17.75
2006-08-22,7802.0,135364.7,0.36,0.58,0.12,0.14,0.0,55415.9,4608.0,3194.0,79948.8,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,5.64,5.64,77112.0,1337893.2,0.0,1.34,5.74,49.77,0.5,50.23,0.0955,17.35
2006-08-23,7775.0,135207.25,0.36,0.59,0.12,0.14,0.0,55543.66,4581.0,3194.0,79663.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,5.61,5.61,77117.0,1341064.63,0.0,1.31,5.73,49.15,0.5001,50.85,0.0952,17.39
2006-08-24,7780.0,134671.8,0.36,0.59,0.12,0.14,0.0,55288.14,4586.0,3194.0,79383.66,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,5.61,5.61,77118.0,1334912.58,0.0,1.31,5.73,49.32,0.5001,50.68,0.0952,17.31
2006-08-25,7603.0,149018.8,0.36,0.58,0.12,0.15,0.0,62602.4,4409.0,3194.0,86416.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,5.41,5.41,77093.0,1511022.8,0.0,1.48,5.51,49.2,0.5001,50.8,0.0933,19.6
2006-08-28,7762.0,153998.08,0.36,0.51,0.12,0.15,0.0,63368.96,4568.0,3194.0,90629.12,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,5.59,5.59,77121.0,1530080.64,0.0,1.48,5.72,48.9,0.5002,51.1,0.095,19.84
2006-08-29,7751.0,157732.85,0.36,0.49,0.12,0.16,0.0,64997.9,4557.0,3194.0,92734.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,5.58,5.58,77121.0,1569412.35,0.0,1.5,5.72,48.57,0.5004,51.43,0.0949,20.35
2006-08-30,7774.0,158200.9,0.36,0.55,0.12,0.16,0.0,64997.9,4580.0,3194.0,93203.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,5.61,5.61,77120.0,1569392.0,0.0,1.53,5.73,49.2,0.5001,50.8,0.0952,20.35
2006-08-31,7804.0,153426.64,0.37,0.55,0.12,0.16,0.0,62794.04,4610.0,3194.0,90632.6,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,5.64,5.64,77120.0,1516179.2,0.0,1.53,5.73,49.93,0.5,50.07,0.0955,19.66
2006-09-01,7781.0,152040.74,0.36,0.55,0.12,0.15,0.0,62410.76,4587.0,3194.0,89629.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,5.61,5.61,77124.0,1507002.96,0.0,1.47,5.73,49.2,0.5001,50.8,0.0952,19.54
2006-09-04,7771.0,151534.5,0.36,0.6,0.12,0.15,0.0,62283.0,4577.0,3194.0,89251.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,5.6,5.6,77124.0,1503918.0,0.0,1.47,5.72,49.26,0.5001,50.74,0.0951,19.5
2006-09-05,7788.0,150230.52,0.36,0.61,0.12,0.15,0.0,61612.26,4594.0,3194.0,88618.26,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,5.62,5.62,77115.0,1487548.35,0.0,1.47,5.73,49.48,0.5001,50.52,0.0953,19.29
2006-09-06,7792.0,147268.8,0.36,0.62,0.12,0.15,0.0,60366.6,4598.0,3194.0,86902.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,5.63,5.63,77120.0,1457568.0,0.0,1.45,5.73,49.72,0.5,50.28,0.0954,18.9
2006-09-07,7725.0,157744.5,0.36,0.62,0.12,0.15,0.0,65221.48,4531.0,3194.0,92523.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,5.55,5.55,77103.0,1574443.26,0.0,1.43,5.74,47.27,0.5015,52.73,0.0946,20.42
2006-09-08,8825.0,180383.0,0.41,0.61,0.14,0.18,0.0,65285.36,5631.0,3194.0,115097.64,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,6.89,6.89,76068.0,1554829.92,0.0,1.52,7.04,43.83,0.5076,56.17,0.108,20.44
2006-09-11,8825.0,179059.25,0.41,0.57,0.14,0.18,0.0,64806.26,5631.0,3194.0,114252.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,6.89,6.89,76075.0,1543561.75,0.0,1.52,7.03,43.64,0.5081,56.36,0.108,20.29
2006-09-12,8827.0,178305.4,0.41,0.59,0.14,0.18,0.0,64518.8,5633.0,3194.0,113786.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,6.89,6.89,76070.0,1536614.0,0.0,1.51,7.04,43.72,0.5079,56.28,0.108,20.2
2006-09-13,9825.0,197482.5,0.46,0.66,0.16,0.2,0.0,84299.4,5631.0,4194.0,113183.1,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.11,0.0,0.0,0.0,6.89,6.89,76072.0,1529047.2,0.0,1.5,7.04,38.42,0.4071,49.49,0.1203,20.1
2006-09-14,9825.0,195222.75,0.46,0.67,0.16,0.2,0.0,83334.78,5631.0,4194.0,111887.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,6.89,6.89,76075.0,1511610.25,0.0,1.49,7.03,38.23,0.4067,49.57,0.1202,19.87
2006-09-15,9826.0,195046.1,0.46,0.68,0.16,0.2,0.0,83250.9,5632.0,4194.0,111795.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,6.89,6.89,76065.0,1509890.25,0.0,1.48,7.05,38.43,0.4055,49.26,0.1203,19.85
2006-09-18,9818.0,193414.6,0.46,0.67,0.16,0.19,0.0,82621.8,5624.0,4194.0,110792.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,6.88,6.88,76077.0,1498716.9,0.0,1.48,7.03,38.27,0.4059,49.43,0.1202,19.7
2006-09-19,9814.0,195298.6,0.46,0.67,0.16,0.19,0.0,83460.6,5620.0,4194.0,111838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,6.88,6.88,76050.0,1513395.0,0.0,1.47,7.04,38.64,0.4049,49.03,0.1202,19.9
2006-09-20,9831.0,192687.6,0.46,0.66,0.16,0.19,0.0,82202.4,5637.0,4194.0,110485.2,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,6.9,6.9,76073.0,1491030.8,0.0,1.48,7.04,38.17,0.4072,49.67,0.1203,19.6
