DATE,ALHF FP Equity_DX_SI_QTY,ALHF FP Equity_DX_SHORT_INTEREST_VALUE,ALHF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHF FP Equity_DX_SI_MV,ALHF FP Equity_DX_DSS,ALHF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHF FP Equity_DX_SUPPLY_SI_QTY,ALHF FP Equity_DX_BROKER_SI_QTY,ALHF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHF FP Equity_DX_BROKER_SI_MV_NEW_x,ALHF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALHF FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHF FP Equity_DX_BROKER_SI_MV_INC_x,ALHF FP Equity_DX_SUPPLY_SI_MV_NEW,ALHF FP Equity_DX_BROKER_SI_QTY_ADD,ALHF FP Equity_DX_BROKER_SI_QTY_NEW,ALHF FP Equity_DX_SUPPLY_SI_MV_DEC,ALHF FP Equity_DX_BROKER_SI_QTY_INC,ALHF FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHF FP Equity_DX_BROKER_SI_MV_NEW_y,ALHF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALHF FP Equity_DX_BROKER_SI_MV_INC_y,ALHF FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHF FP Equity_DX_BROKER_SI_MV_ADD,ALHF FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHF FP Equity_DX_BROKER_SI_QTY_DEC,ALHF FP Equity_DX_SUPPLY_SI_MV,ALHF FP Equity_DX_BROKER_SI_MV_DEC,ALHF FP Equity_DX_SUPPLY_SI_MV_RMV,ALHF FP Equity_DX_BROKER_SI_MV_RMV,ALHF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHF FP Equity_DX_UTILIZATION_QUANTITY,ALHF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALHF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHF FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHF FP Equity_DX_BROKER_SI_CON_RATIO,ALHF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHF FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHF FP Equity_PX_LAST
2008-06-23,1835.0,13349.04,0.09,0.44,0.05,0.03,0.0,982.08,1700.0,135.0,12366.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,2.7,0.0,0.0,0.0,0.0,100.0,7.33,0.8642,92.67,0.0291,14.23
2008-06-24,1835.0,13320.89,0.09,0.45,0.05,0.03,0.0,980.01,1835.0,135.0,13320.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.03,0.0,0.0,0.0,100.0,2.91,0.0,0.0,0.0,0.0,100.0,7.36,0.8636,92.64,0.0291,14.2
2008-06-25,1835.0,13320.89,0.09,0.46,0.05,0.03,0.0,980.01,1835.0,135.0,13320.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,100.0,3.3,0.0,0.0,0.0,0.0,100.0,7.37,0.8635,92.63,0.033,14.2
2008-06-26,1835.0,13349.04,0.09,0.61,0.05,0.03,0.0,982.08,1700.0,135.0,12366.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,2.69,0.0,0.0,0.0,0.0,100.0,7.4,0.863,92.6,0.0291,14.23
2008-06-27,1835.0,13302.13,0.09,0.59,0.05,0.03,0.0,978.63,1700.0,135.0,12323.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,2.69,0.0,0.0,0.0,0.0,100.0,7.37,0.8635,92.63,0.0291,14.18
2008-06-30,1835.0,13255.23,0.09,0.62,0.05,0.03,0.0,975.18,1835.0,135.0,13255.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.03,0.0,0.0,0.0,100.0,2.91,0.0,0.0,0.0,0.0,100.0,7.32,0.8644,92.68,0.0291,14.13
2008-07-01,1835.0,12654.85,0.09,0.63,0.05,0.03,0.0,931.01,1835.0,135.0,12654.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,100.0,2.88,0.0,0.0,0.0,0.0,100.0,7.37,0.8635,92.63,0.0288,13.49
2008-07-02,835.0,5698.71,0.04,0.29,0.02,0.01,0.0,921.35,835.0,135.0,5698.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,100.0,1.49,0.0,0.0,0.0,0.0,100.0,16.04,0.7307,83.96,0.0149,13.35
2008-07-03,835.0,5536.5,0.04,0.3,0.02,0.01,0.0,895.12,835.0,135.0,5536.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,100.0,1.5,0.0,0.0,0.0,0.0,100.0,15.78,0.7342,84.22,0.015,12.97
2008-07-04,535.0,3525.46,0.03,0.2,0.01,0.01,0.0,889.6,535.0,135.0,3525.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,100.0,0.85,0.0,0.0,0.0,0.0,100.0,25.09,0.6242,74.91,0.0085,12.89
2008-07-07,535.0,3470.76,0.03,0.2,0.01,0.01,0.0,875.8,535.0,135.0,3470.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,100.0,0.86,0.0,0.0,0.0,0.0,100.0,25.19,0.6232,74.81,0.0086,12.69
2008-07-08,5135.0,32315.24,0.26,1.98,0.14,0.07,0.0,849.57,5135.0,135.0,32315.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,400.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.07,0.0,0.0,0.0,100.0,8.33,0.0,0.0,0.0,0.0,100.0,2.55,0.9502,97.45,0.0833,12.31
2008-07-09,5135.0,32499.0,0.26,2.03,0.14,0.06,0.0,854.4,5000.0,135.0,31644.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0,9.25,0.0,0.0,0.0,0.0,100.0,2.64,0.9486,97.36,0.095,12.38
2008-07-10,5135.0,33275.43,0.26,2.06,0.14,0.06,0.0,874.82,5000.0,135.0,32400.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0,9.25,0.0,0.0,0.0,0.0,100.0,2.61,0.9491,97.39,0.095,12.0
2008-07-11,5135.0,33691.37,0.26,2.06,0.14,0.06,0.0,885.75,5135.0,135.0,33691.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.06,0.0,0.0,0.0,100.0,9.5,0.0,0.0,0.0,0.0,100.0,2.6,0.9493,97.4,0.095,12.15
2008-07-14,5135.0,33469.54,0.26,2.06,0.14,0.06,0.0,879.92,5000.0,135.0,32589.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0,9.25,0.0,0.0,0.0,0.0,100.0,2.66,0.9482,97.34,0.095,12.07
2008-07-15,5135.0,33247.7,0.26,2.03,0.14,0.06,0.0,874.09,5135.0,135.0,33247.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.06,0.0,0.0,0.0,100.0,9.4,0.0,0.0,0.0,0.0,100.0,2.69,0.9476,97.31,0.094,11.99
2008-07-16,5135.0,33275.43,0.26,2.01,0.14,0.06,0.0,874.82,5135.0,135.0,33275.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0,9.4,0.0,0.0,0.0,0.0,100.0,2.71,0.9472,97.29,0.094,12.0
2008-07-17,5135.0,33719.1,0.26,2.06,0.14,0.06,0.0,886.48,5000.0,135.0,32832.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0,9.08,0.0,0.0,0.0,0.0,100.0,2.71,0.9473,97.29,0.0932,12.16
2008-07-18,5135.0,33719.1,0.26,2.02,0.14,0.06,0.0,886.48,5000.0,135.0,32832.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0,7.91,0.0,0.0,0.0,0.0,100.0,2.67,0.948,97.33,0.0812,12.16
2008-07-21,5135.0,33913.21,0.26,2.08,0.14,0.06,0.0,891.58,5000.0,135.0,33021.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0,7.91,0.0,0.0,0.0,0.0,100.0,2.63,0.9488,97.37,0.0812,12.23
2008-07-22,5135.0,33830.02,0.26,2.13,0.14,0.06,0.0,889.4,5000.0,135.0,32940.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0,9.08,0.0,0.0,0.0,0.0,100.0,2.62,0.9489,97.38,0.0932,12.2
2008-07-23,5135.0,33830.02,0.26,2.21,0.14,0.06,0.0,889.4,5135.0,135.0,33830.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.06,0.0,0.0,0.0,100.0,9.32,0.0,0.0,0.0,0.0,100.0,2.64,0.9487,97.36,0.0932,12.2
2008-07-24,5135.0,33580.45,0.26,2.56,0.14,0.06,0.0,882.84,5135.0,135.0,33580.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0,9.32,0.0,0.0,0.0,0.0,100.0,2.61,0.9492,97.39,0.0932,12.11
2008-07-25,5135.0,33275.43,0.26,2.6,0.14,0.06,0.0,874.82,5135.0,135.0,33275.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0,9.01,0.0,0.0,0.0,0.0,100.0,2.61,0.9492,97.39,0.0901,12.0
2008-07-28,5135.0,33552.72,0.26,2.63,0.14,0.06,0.0,882.11,5135.0,135.0,33552.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0,9.01,0.0,0.0,0.0,0.0,100.0,2.65,0.9484,97.35,0.0901,12.1
2008-07-29,135.0,863.88,0.01,0.07,0.0,0.0,0.0,863.88,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,5135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0024,11.85
2008-07-30,135.0,867.53,0.01,0.09,0.0,0.0,0.0,867.53,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0021,11.9
2008-07-31,135.0,866.8,0.01,0.09,0.0,0.0,0.0,866.8,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0021,11.89
2008-08-01,135.0,878.46,0.01,0.08,0.0,0.0,0.0,878.46,135.0,135.0,878.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,100.0,0.21,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0021,12.05
2008-08-04,135.0,881.38,0.01,0.08,0.0,0.0,0.0,881.38,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0021,12.09
2008-08-05,135.0,871.17,0.01,0.09,0.0,0.0,0.0,871.17,135.0,135.0,871.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,100.0,0.21,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0021,11.95
2008-08-06,135.0,852.95,0.01,0.09,0.0,0.0,0.0,852.95,135.0,135.0,852.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.21,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0021,11.7
2008-08-07,135.0,816.5,0.01,0.09,0.0,0.0,0.0,816.5,135.0,135.0,816.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.24,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0024,11.2
2008-08-08,135.0,802.64,0.01,0.09,0.0,0.0,0.0,802.64,135.0,135.0,802.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.24,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0024,11.01
2008-08-11,135.0,815.77,0.01,0.09,0.0,0.0,0.0,815.77,135.0,135.0,815.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.24,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0024,11.19
2008-08-12,135.0,822.33,0.01,0.09,0.0,0.0,0.0,822.33,135.0,135.0,822.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.24,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0024,11.28
2008-08-13,135.0,794.63,0.01,0.09,0.0,0.0,0.0,794.63,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0024,10.9
2008-08-14,135.0,796.81,0.01,0.09,0.0,0.0,0.0,796.81,135.0,135.0,796.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,100.0,0.24,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0024,10.93
2008-08-15,135.0,765.46,0.01,0.09,0.0,0.0,0.0,765.46,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0023,10.5
2008-08-18,135.0,745.05,0.01,0.09,0.0,0.0,0.0,745.05,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0023,10.22
2008-08-19,135.0,749.43,0.01,0.09,0.0,0.0,0.0,749.43,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0023,10.28
2008-08-20,135.0,764.74,0.01,0.09,0.0,0.0,0.0,764.74,135.0,135.0,764.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,100.0,0.23,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0023,10.49
2008-08-21,135.0,764.01,0.01,0.09,0.0,0.0,0.0,764.01,135.0,135.0,764.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.23,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0023,10.48
2008-08-22,135.0,746.51,0.01,0.09,0.0,0.0,0.0,746.51,135.0,135.0,746.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.23,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0023,10.24
2008-08-25,135.0,728.28,0.01,0.08,0.0,0.0,0.0,728.28,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0023,9.99
2008-08-26,135.0,707.14,0.01,0.08,0.0,0.0,0.0,707.14,135.0,135.0,707.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,100.0,0.23,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0023,9.7
2008-08-27,135.0,750.16,0.01,0.08,0.0,0.0,0.0,750.16,135.0,135.0,750.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.22,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0022,10.29
2008-08-28,135.0,742.87,0.01,0.08,0.0,0.0,0.0,742.87,135.0,135.0,742.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.22,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0022,10.19
2008-08-29,135.0,743.59,0.01,0.09,0.0,0.0,0.0,743.59,135.0,135.0,743.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.22,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0022,10.2
2008-09-01,135.0,743.59,0.01,0.09,0.0,0.0,0.0,743.59,135.0,135.0,743.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.22,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0022,10.2
2008-09-02,135.0,785.15,0.01,0.09,0.0,0.0,0.0,785.15,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0022,10.77
2008-09-03,135.0,787.33,0.01,0.08,0.0,0.0,0.0,787.33,135.0,135.0,787.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,100.0,0.22,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0022,10.8
2008-09-04,135.0,775.67,0.01,0.09,0.0,0.0,0.0,775.67,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0022,10.64
2008-09-05,135.0,755.99,0.01,0.08,0.0,0.0,0.0,755.99,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0022,10.37
2008-09-08,135.0,758.17,0.01,0.08,0.0,0.0,0.0,758.17,135.0,135.0,758.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,100.0,0.22,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0022,10.4
2008-09-09,135.0,765.46,0.01,0.08,0.0,0.0,0.0,765.46,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0022,10.5
2008-09-10,135.0,742.87,0.01,0.08,0.0,0.0,0.0,742.87,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0022,10.19
2008-09-11,135.0,736.3,0.01,0.08,0.0,0.0,0.0,736.3,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0022,10.1
2008-09-12,135.0,729.74,0.01,0.08,0.0,0.0,0.0,729.74,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0022,10.01
2008-09-15,1135.0,6129.12,0.06,0.67,0.03,0.02,0.0,6129.12,0.0,1135.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53,0.8439,91.47,0.0182,10.0
2008-09-16,1135.0,6147.5,0.06,0.66,0.03,0.02,0.0,6147.5,0.0,1135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,0.8432,91.43,0.0182,10.03
2008-09-17,1135.0,6153.63,0.06,0.65,0.03,0.02,0.0,6153.63,0.0,1135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.62,0.8425,91.38,0.0182,10.04
2008-09-18,1135.0,6129.12,0.06,0.65,0.03,0.02,0.0,6129.12,135.0,1135.0,729.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,100.0,0.22,0.0,0.0,0.0,0.0,100.0,8.62,0.8425,91.38,0.0182,10.0
2008-09-19,1135.0,7048.48,0.06,0.66,0.03,0.02,0.0,7048.48,135.0,1135.0,838.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.21,0.0,0.0,0.0,0.0,100.0,9.52,0.8278,90.48,0.0177,11.5
2008-09-22,1135.0,7042.35,0.06,0.59,0.03,0.02,0.0,7042.35,135.0,1135.0,837.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.21,0.0,0.0,0.0,0.0,100.0,9.47,0.8285,90.53,0.0177,11.49
2008-09-23,1135.0,6883.0,0.06,0.59,0.03,0.02,0.0,6883.0,135.0,1135.0,818.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.27,0.0,0.0,0.0,0.0,100.0,9.25,0.8322,90.75,0.0225,11.23
2008-09-24,1135.0,6803.32,0.06,0.65,0.03,0.02,0.0,6803.32,135.0,1135.0,809.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.28,0.0,0.0,0.0,0.0,100.0,9.19,0.833,90.81,0.0233,11.1
