DATE,ABNX FP Equity_DX_SI_QTY,ABNX FP Equity_DX_SHORT_INTEREST_VALUE,ABNX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ABNX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ABNX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ABNX FP Equity_DX_SI_MV,ABNX FP Equity_DX_DSS,ABNX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ABNX FP Equity_DX_SUPPLY_SI_QTY,ABNX FP Equity_DX_BROKER_SI_QTY,ABNX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ABNX FP Equity_DX_BROKER_SI_MV_NEW_x,ABNX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ABNX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ABNX FP Equity_DX_BROKER_SI_MV_INC_x,ABNX FP Equity_DX_SUPPLY_SI_MV_NEW,ABNX FP Equity_DX_BROKER_SI_QTY_ADD,ABNX FP Equity_DX_BROKER_SI_QTY_NEW,ABNX FP Equity_DX_SUPPLY_SI_MV_DEC,ABNX FP Equity_DX_BROKER_SI_QTY_INC,ABNX FP Equity_DX_SUPPLY_SI_QTY_DEC,ABNX FP Equity_DX_BROKER_SI_MV_NEW_y,ABNX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ABNX FP Equity_DX_BROKER_SI_MV_INC_y,ABNX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ABNX FP Equity_DX_BROKER_SI_MV_ADD,ABNX FP Equity_DX_SUPPLY_SI_QTY_ADD,ABNX FP Equity_DX_BROKER_SI_QTY_DEC,ABNX FP Equity_DX_SUPPLY_SI_MV,ABNX FP Equity_DX_BROKER_SI_MV_DEC,ABNX FP Equity_DX_BROKER_SI_MV_RMV,ABNX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ABNX FP Equity_DX_UTILIZATION_QUANTITY,ABNX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ABNX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ABNX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ABNX FP Equity_DX_ACTIVE_UTILIZATION_MV,ABNX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ABNX FP Equity_DX_BROKER_SI_CON_RATIO,ABNX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ABNX FP Equity_DX_DEMAND_SUPPLY_RATIO,ABNX FP Equity_PX_LAST
2015-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,150420.0,0.15,0.0,0.0,0.0,0.0,0.0,11.5
2015-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,149242.8,0.15,0.0,0.0,0.0,0.0,0.0,11.41
2015-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,143880.0,0.15,0.0,0.0,0.0,0.0,0.0,11.0
2015-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,143880.0,0.14,0.0,0.0,0.0,0.0,0.0,11.0
2015-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,144272.4,0.14,0.0,0.0,0.0,0.0,0.0,11.03
2015-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,143880.0,0.14,0.0,0.0,0.0,0.0,0.0,11.0
2015-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,143226.0,0.14,0.0,0.0,0.0,0.0,0.0,10.95
2015-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,145711.2,0.14,0.0,0.0,0.0,0.0,0.0,11.14
2015-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,152382.0,0.15,0.0,0.0,0.0,0.0,0.0,11.65
2015-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,149504.4,0.15,0.0,0.0,0.0,0.0,0.0,11.43
2015-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,148981.2,0.15,0.0,0.0,0.0,0.0,0.0,11.39
2015-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,149766.0,0.15,0.0,0.0,0.0,0.0,0.0,11.45
2015-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,147411.6,0.15,0.0,0.0,0.0,0.0,0.0,11.27
2015-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,146496.0,0.15,0.0,0.0,0.0,0.0,0.0,11.2
2015-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,147411.6,0.15,0.0,0.0,0.0,0.0,0.0,11.27
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,147411.6,0.15,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,148981.2,0.15,0.0,0.0,0.0,0.0,0.0,11.39
2015-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,149242.8,0.15,0.0,0.0,0.0,0.0,0.0,11.41
2015-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,149766.0,0.15,0.0,0.0,0.0,0.0,0.0,11.45
2015-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,147280.8,0.15,0.0,0.0,0.0,0.0,0.0,11.26
2015-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,146888.4,0.15,0.0,0.0,0.0,0.0,0.0,11.23
2015-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,146234.4,0.15,0.0,0.0,0.0,0.0,0.0,11.18
2015-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,146103.6,0.15,0.0,0.0,0.0,0.0,0.0,11.17
2015-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,156960.0,0.15,0.0,0.0,0.0,0.0,0.0,12.0
2015-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,168078.0,0.16,0.0,0.0,0.0,0.0,0.0,12.85
2015-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,164808.0,0.17,0.0,0.0,0.0,0.0,0.0,12.6
2015-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,161145.6,0.16,0.0,0.0,0.0,0.0,0.0,12.32
2015-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,164546.4,0.16,0.0,0.0,0.0,0.0,0.0,12.58
2015-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,162584.4,0.16,0.0,0.0,0.0,0.0,0.0,12.43
2015-05-21,500.0,6400.0,0.01,0.02,0.0,0.01,0.0,6400.0,500.0,500.0,6400.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,500.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0382,12.8
2015-05-22,500.0,6345.0,0.01,0.02,0.0,0.01,0.0,6345.0,500.0,500.0,6345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0382,12.69
2015-05-25,500.0,6275.0,0.01,0.02,0.0,0.01,0.0,6275.0,500.0,500.0,6275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0382,12.55
2015-05-26,500.0,6380.0,0.01,0.02,0.0,0.01,0.0,6380.0,500.0,500.0,6380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0382,12.76
2015-05-27,500.0,6400.0,0.01,0.02,0.0,0.01,0.0,6400.0,500.0,500.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0382,12.8
2015-05-28,500.0,6500.0,0.01,0.02,0.0,0.01,0.0,6500.0,500.0,500.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0382,13.0
2015-05-29,500.0,6555.0,0.01,0.02,0.0,0.01,0.0,6555.0,500.0,500.0,6555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0382,13.11
2015-06-01,500.0,6815.0,0.01,0.02,0.0,0.01,0.0,6815.0,500.0,500.0,6815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0382,13.63
2015-06-02,500.0,6940.0,0.01,0.02,0.0,0.01,0.0,6940.0,500.0,500.0,6940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0382,13.88
2015-06-03,500.0,6980.0,0.01,0.02,0.0,0.01,0.0,6980.0,500.0,500.0,6980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0382,13.96
2015-06-04,500.0,6970.0,0.01,0.02,0.0,0.01,0.0,6970.0,500.0,500.0,6970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0382,13.94
2015-06-05,500.0,6970.0,0.01,0.02,0.0,0.01,0.0,6970.0,500.0,500.0,6970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0382,13.94
2015-06-08,500.0,6920.0,0.01,0.02,0.0,0.01,0.0,6920.0,500.0,500.0,6920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0382,13.84
2015-06-09,500.0,6810.0,0.01,0.01,0.0,0.01,0.0,6810.0,500.0,500.0,6810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0382,13.62
2015-06-10,2300.0,31050.0,0.03,0.07,0.01,0.03,0.0,31050.0,500.0,2300.0,6750.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,21.96,0.6572,78.04,0.1758,13.5
2015-06-11,2300.0,29854.0,0.03,0.07,0.01,0.03,0.0,29854.0,500.0,2300.0,6490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,22.46,0.6517,77.54,0.1758,12.98
2015-06-12,2300.0,29164.0,0.03,0.07,0.01,0.03,0.0,29164.0,500.0,2300.0,6340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,100.0,3.82,0.0,0.0,0.0,100.0,22.21,0.6544,77.79,0.1758,12.68
2015-06-15,7300.0,90739.0,0.09,0.21,0.04,0.09,0.0,90739.0,500.0,7300.0,6215.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,24.18,0.5383,68.93,0.5407,12.43
2015-06-16,7000.0,88760.0,0.09,0.19,0.04,0.09,0.0,88760.0,5500.0,7000.0,69740.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,300.0,0.07,0.0,0.0,100.0,40.74,0.0,0.0,0.0,100.0,21.71,0.5587,71.17,0.5185,12.68
2015-06-17,7000.0,90300.0,0.09,0.2,0.04,0.09,0.0,90300.0,5500.0,7000.0,70950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,100.0,40.74,0.0,0.0,0.0,100.0,21.63,0.5595,71.25,0.5185,12.9
2015-06-18,7000.0,89320.0,0.09,0.19,0.04,0.09,0.0,89320.0,5500.0,7000.0,70180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,100.0,40.74,0.0,0.0,0.0,100.0,21.31,0.5623,71.54,0.5185,12.76
2015-06-19,7000.0,91210.0,0.09,0.19,0.04,0.09,0.0,91210.0,5500.0,7000.0,71665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,100.0,40.74,0.0,0.0,0.0,100.0,21.52,0.5614,71.42,0.5185,13.03
2015-06-22,7000.0,88900.0,0.09,0.18,0.04,0.09,0.0,88900.0,5500.0,7000.0,69850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,100.0,40.74,0.0,0.0,0.0,100.0,21.18,0.5624,71.57,0.5185,12.7
2015-06-23,7000.0,91350.0,0.09,0.18,0.04,0.09,0.0,91350.0,5500.0,7000.0,71775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,100.0,40.74,0.0,0.0,0.0,100.0,21.58,0.5618,71.44,0.5185,13.05
