DATE,ODET FP Equity_DX_SI_QTY,ODET FP Equity_DX_SHORT_INTEREST_VALUE,ODET FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ODET FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ODET FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ODET FP Equity_DX_SI_MV,ODET FP Equity_DX_DSS,ODET FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ODET FP Equity_DX_SUPPLY_SI_QTY,ODET FP Equity_DX_BROKER_SI_QTY,ODET FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ODET FP Equity_DX_BROKER_SI_MV_NEW_x,ODET FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ODET FP Equity_DX_SUPPLY_SI_QTY_INC_x,ODET FP Equity_DX_BROKER_SI_MV_INC_x,ODET FP Equity_DX_SUPPLY_SI_MV_NEW,ODET FP Equity_DX_BROKER_SI_QTY_ADD,ODET FP Equity_DX_BROKER_SI_QTY_NEW,ODET FP Equity_DX_SUPPLY_SI_MV_DEC,ODET FP Equity_DX_BROKER_SI_QTY_INC,ODET FP Equity_DX_SUPPLY_SI_QTY_DEC,ODET FP Equity_DX_BROKER_SI_MV_NEW_y,ODET FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ODET FP Equity_DX_BROKER_SI_MV_INC_y,ODET FP Equity_DX_SUPPLY_SI_QTY_INC_y,ODET FP Equity_DX_BROKER_SI_MV_ADD,ODET FP Equity_DX_SUPPLY_SI_QTY_ADD,ODET FP Equity_DX_BROKER_SI_QTY_DEC,ODET FP Equity_DX_SUPPLY_SI_MV,ODET FP Equity_DX_BROKER_SI_MV_DEC,ODET FP Equity_DX_SUPPLY_SI_MV_RMV,ODET FP Equity_DX_BROKER_SI_MV_RMV,ODET FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ODET FP Equity_DX_UTILIZATION_QUANTITY,ODET FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ODET FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ODET FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ODET FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ODET FP Equity_DX_ACTIVE_UTILIZATION_MV,ODET FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ODET FP Equity_DX_BROKER_SI_CON_RATIO,ODET FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ODET FP Equity_DX_DEMAND_SUPPLY_RATIO,ODET FP Equity_PX_LAST
2011-04-08,710.0,251029.99,0.03,0.61,0.01,0.25,0.0,180317.32,700.0,510.0,247494.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,100.0,10.71,0.0,0.0,0.0,0.0,100.0,28.24,0.5739,70.28,0.1086,356.2
2011-04-11,710.0,252235.1,0.03,0.61,0.01,0.25,0.0,181182.96,700.0,510.0,248682.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,100.0,10.71,0.0,0.0,0.0,0.0,100.0,28.06,0.5755,70.47,0.1086,357.91
2011-04-12,710.0,252298.53,0.03,0.7,0.01,0.25,0.0,181228.52,700.0,510.0,248745.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,100.0,10.71,0.0,0.0,0.0,0.0,100.0,28.15,0.5747,70.37,0.1086,358.0
2011-04-13,710.0,253003.28,0.03,0.7,0.01,0.26,0.0,181734.75,700.0,510.0,249439.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,100.0,10.71,0.0,0.0,0.0,0.0,100.0,28.02,0.5758,70.5,0.1086,359.0
2011-04-14,710.0,253003.28,0.03,0.67,0.01,0.26,0.0,181734.75,200.0,510.0,71268.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.06,0.0,0.0,0.0,0.0,100.0,28.05,0.5756,70.48,0.1086,359.0
2011-04-15,210.0,74696.47,0.01,0.2,0.0,0.08,0.0,3556.97,200.0,10.0,71139.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.07,0.18,0.0,0.0,100.0,3.06,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0321,358.35
2011-04-18,210.0,74235.8,0.01,0.2,0.0,0.08,0.0,3535.04,200.0,10.0,70700.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.06,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0321,356.14
2011-04-19,210.0,74831.95,0.01,0.2,0.0,0.08,0.0,3563.43,200.0,10.0,71268.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.06,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0321,359.0
2011-04-20,210.0,76601.66,0.01,0.2,0.0,0.08,0.0,3647.7,200.0,10.0,72953.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.06,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0321,367.49
2011-04-21,210.0,76830.95,0.01,0.19,0.0,0.08,0.0,3658.62,200.0,10.0,73172.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.06,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0321,368.59
2011-04-22,210.0,76830.95,0.01,0.19,0.0,0.08,0.0,3658.62,200.0,10.0,73172.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.06,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0321,0.0
2011-04-25,210.0,76830.95,0.01,0.19,0.0,0.08,0.0,3658.62,200.0,10.0,73172.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.06,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0321,0.0
2011-04-26,210.0,76916.41,0.01,0.19,0.0,0.08,0.0,3662.69,200.0,10.0,73253.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.06,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0321,369.0
2011-04-27,210.0,75724.1,0.01,0.19,0.0,0.08,0.0,3605.91,200.0,10.0,72118.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.06,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0321,363.28
2011-04-28,210.0,76812.19,0.01,0.22,0.0,0.08,0.0,3657.72,200.0,10.0,73154.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.08,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0324,368.5
2011-04-29,210.0,76812.19,0.01,0.23,0.0,0.08,0.0,3657.72,200.0,10.0,73154.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.06,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0321,368.5
2011-05-02,210.0,76870.55,0.01,0.24,0.0,0.08,0.0,3660.5,200.0,10.0,73210.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.08,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0324,368.78
2011-05-03,210.0,76916.41,0.01,0.24,0.0,0.08,0.0,3662.69,200.0,10.0,73253.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.08,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0324,369.0
2011-05-04,210.0,76603.74,0.01,0.24,0.0,0.08,0.0,3647.8,200.0,10.0,72955.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.08,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0324,367.5
2011-05-05,210.0,75965.9,0.01,0.27,0.0,0.08,0.0,3617.42,200.0,10.0,72348.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.08,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0324,364.44
2011-05-06,210.0,75665.74,0.01,0.27,0.0,0.08,0.0,3603.13,200.0,10.0,72062.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.08,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0324,363.0
2011-05-09,210.0,75988.83,0.01,0.27,0.0,0.08,0.0,3618.52,200.0,10.0,72370.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.08,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0324,364.55
2011-05-10,210.0,76061.78,0.01,0.29,0.0,0.08,0.0,3621.99,200.0,10.0,72439.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.08,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0324,364.9
2011-05-11,210.0,76601.66,0.01,0.29,0.0,0.08,0.0,3647.7,200.0,10.0,72953.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.08,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0324,367.49
2011-05-12,210.0,76707.96,0.01,0.3,0.0,0.08,0.0,3652.76,200.0,10.0,73055.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.08,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0324,368.0
2011-05-13,210.0,77541.75,0.01,0.29,0.0,0.08,0.0,3692.46,200.0,10.0,73849.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.08,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0323,372.0
2011-05-16,210.0,77946.13,0.01,0.3,0.0,0.08,0.0,3711.72,200.0,10.0,74234.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.08,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0323,373.94
2011-05-17,210.0,77750.19,0.01,0.3,0.0,0.08,0.0,3702.39,200.0,10.0,74047.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.08,0.0,0.0,0.0,0.0,100.0,4.99,0.9052,95.01,0.0323,373.0
2011-05-18,220.0,81452.58,0.01,0.31,0.0,0.08,0.0,7404.78,200.0,20.0,74047.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,3.07,3.07,6322.0,2340651.04,0.0,2.35,3.07,9.5,0.828,90.5,0.0337,373.0
2011-05-19,220.0,81452.58,0.01,0.37,0.0,0.08,0.0,7404.78,200.0,20.0,74047.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.07,0.0,0.0,0.0,0.0,100.0,9.5,0.828,90.5,0.0337,373.0
2011-05-20,220.0,81452.58,0.01,0.38,0.0,0.08,0.0,7404.78,200.0,20.0,74047.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.03,0.0,0.0,0.0,0.0,100.0,9.5,0.828,90.5,0.0333,373.0
2011-05-23,220.0,81876.22,0.01,0.39,0.0,0.08,0.0,7443.29,200.0,20.0,74432.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,3.02,0.0,0.0,0.0,0.0,100.0,9.5,0.828,90.5,0.0333,374.94
2011-05-24,220.0,82107.7,0.01,0.44,0.0,0.08,0.0,7464.34,200.0,20.0,74643.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,100.0,9.5,0.828,90.5,0.033,376.0
2011-05-25,220.0,81889.33,0.01,0.42,0.0,0.08,0.0,7444.48,200.0,20.0,74444.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,100.0,9.5,0.828,90.5,0.033,375.0
2011-05-26,220.0,81889.33,0.01,0.42,0.0,0.08,0.0,7444.48,200.0,20.0,74444.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,100.0,9.5,0.828,90.5,0.033,375.0
2011-05-27,220.0,81996.33,0.01,0.44,0.0,0.08,0.0,7454.21,200.0,20.0,74542.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,100.0,9.5,0.828,90.5,0.033,375.49
2011-05-30,220.0,82566.28,0.01,0.5,0.0,0.08,0.0,7506.03,200.0,20.0,75060.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,2.98,0.0,0.0,0.0,0.0,100.0,9.5,0.828,90.5,0.0328,378.1
2011-05-31,220.0,83634.11,0.01,0.5,0.0,0.08,0.0,7603.1,200.0,20.0,76031.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,2.98,0.0,0.0,0.0,0.0,100.0,9.5,0.828,90.5,0.0328,382.99
2011-06-01,220.0,85055.71,0.01,0.45,0.0,0.08,0.0,7732.34,200.0,20.0,77323.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,2.97,0.0,0.0,0.0,0.0,100.0,9.5,0.828,90.5,0.0327,389.5
2011-06-02,220.0,84920.32,0.01,0.45,0.0,0.09,0.0,7720.03,200.0,20.0,77200.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,2.95,0.0,0.0,0.0,0.0,100.0,9.5,0.828,90.5,0.0325,388.88
2011-06-03,230.0,88921.88,0.01,0.48,0.0,0.09,0.0,11598.51,200.0,30.0,77323.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,2.93,2.93,6623.0,2560563.59,0.0,2.56,2.95,13.61,0.7649,86.39,0.0337,389.5
2011-06-06,230.0,88191.33,0.01,0.56,0.0,0.09,0.0,11503.22,200.0,30.0,76688.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,2.92,0.0,0.0,0.0,0.0,100.0,13.61,0.7649,86.39,0.0335,386.3
2011-06-07,230.0,88122.84,0.01,0.57,0.0,0.09,0.0,11494.28,200.0,30.0,76628.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,2.92,0.0,0.0,0.0,0.0,100.0,13.61,0.7649,86.39,0.0335,386.0
2011-06-08,230.0,87997.28,0.01,0.6,0.0,0.09,0.0,11477.91,200.0,30.0,76519.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,2.92,0.0,0.0,0.0,0.0,100.0,13.61,0.7649,86.39,0.0335,385.45
2011-06-09,230.0,87780.39,0.01,0.6,0.0,0.09,0.0,11449.62,200.0,30.0,76330.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,2.92,0.0,0.0,0.0,0.0,100.0,13.61,0.7649,86.39,0.0335,384.5
2011-06-10,230.0,86410.61,0.01,0.59,0.0,0.09,0.0,11270.95,200.0,30.0,75139.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,2.92,0.0,0.0,0.0,0.0,100.0,13.61,0.7649,86.39,0.0335,378.5
2011-06-13,230.0,83787.47,0.01,0.59,0.0,0.09,0.0,10928.8,200.0,30.0,72858.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,2.92,0.0,0.0,0.0,0.0,100.0,13.61,0.7649,86.39,0.0335,367.01
2011-06-14,230.0,84926.68,0.01,0.57,0.0,0.09,0.0,11077.39,200.0,30.0,73849.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,2.92,0.0,0.0,0.0,0.0,100.0,13.61,0.7649,86.39,0.0335,372.0
2011-06-15,230.0,84470.08,0.01,0.58,0.0,0.09,0.0,11017.84,200.0,30.0,73452.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,2.92,0.0,0.0,0.0,0.0,100.0,13.61,0.7649,86.39,0.0335,370.0
2011-06-16,230.0,84239.5,0.01,0.56,0.0,0.09,0.0,10987.76,200.0,30.0,73251.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,2.92,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0335,368.99
2011-06-17,230.0,82954.91,0.01,0.55,0.0,0.09,0.0,10820.21,200.0,30.0,72134.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,2.92,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0335,362.92
2011-06-20,230.0,80916.01,0.01,0.54,0.0,0.08,0.0,10554.26,200.0,30.0,70361.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,2.92,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0335,354.0
2011-06-21,230.0,80938.86,0.01,0.5,0.0,0.08,0.0,10557.24,200.0,30.0,70381.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,2.92,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0335,354.1
2011-06-22,230.0,81764.02,0.01,0.4,0.0,0.08,0.0,10664.87,200.0,30.0,71099.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,100.0,2.92,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0335,357.71
2011-06-23,30.0,10762.96,0.0,0.05,0.0,0.01,0.0,10762.96,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6858.0,2460413.04,0.0,2.47,0.0,0.0,1.0,100.0,0.0044,361.0
2011-06-24,30.0,10732.85,0.0,0.06,0.0,0.01,0.0,10732.85,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6858.0,2453529.33,0.0,2.47,0.0,0.0,1.0,100.0,0.0044,359.99
2011-06-27,30.0,10582.88,0.0,0.06,0.0,0.01,0.0,10582.88,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6858.0,2419247.12,0.0,2.45,0.0,0.0,1.0,100.0,0.0044,354.96
2011-06-28,30.0,10611.8,0.0,0.06,0.0,0.01,0.0,10611.8,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6858.0,2425858.2,0.0,2.43,0.0,0.0,1.0,100.0,0.0044,355.93
2011-06-29,30.0,10584.08,0.0,0.06,0.0,0.01,0.0,10584.08,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6858.0,2419519.74,0.0,2.43,0.0,0.0,1.0,100.0,0.0044,355.0
2011-06-30,30.0,10822.29,0.0,0.06,0.0,0.01,0.0,10822.29,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6858.0,2473975.98,0.0,2.44,0.0,0.0,1.0,100.0,0.0044,362.99
2011-07-01,30.0,10849.72,0.0,0.06,0.0,0.01,0.0,10849.72,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6850.0,2477353.02,0.0,2.49,0.0,0.0,1.0,100.0,0.0044,363.91
2011-07-04,30.0,10989.25,0.0,0.06,0.0,0.01,0.0,10989.25,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6918.0,2534121.55,0.0,2.52,0.0,0.0,1.0,100.0,0.0043,368.59
2011-07-05,30.0,11150.55,0.0,0.06,0.0,0.01,0.0,11150.55,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6930.0,2575776.48,0.0,2.57,0.0,0.0,1.0,100.0,0.0043,374.0
2011-07-06,40.0,14839.57,0.0,0.08,0.0,0.02,0.0,14839.57,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6932.0,2571697.49,0.0,2.6,0.0,0.0,1.0,100.0,0.0058,373.3
2011-07-07,40.0,14859.05,0.0,0.08,0.0,0.02,0.0,14859.05,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6978.0,2592161.05,0.0,2.6,0.0,0.0,1.0,100.0,0.0057,373.79
2011-07-08,40.0,14783.12,0.0,0.08,0.0,0.02,0.0,14783.12,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6980.0,2579654.73,0.0,2.61,0.0,0.0,1.0,100.0,0.0057,371.88
2011-07-11,40.0,14429.33,0.0,0.08,0.0,0.02,0.0,14429.33,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7012.0,2529460.72,0.0,2.61,0.0,0.0,1.0,100.0,0.0057,362.98
