DATE,CEN FP Equity_DX_SI_QTY,CEN FP Equity_DX_SHORT_INTEREST_VALUE,CEN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CEN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CEN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CEN FP Equity_DX_SI_MV,CEN FP Equity_DX_DSS,CEN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CEN FP Equity_DX_SUPPLY_SI_QTY,CEN FP Equity_DX_BROKER_SI_QTY,CEN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CEN FP Equity_DX_BROKER_SI_MV_NEW_x,CEN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CEN FP Equity_DX_SUPPLY_SI_QTY_INC_x,CEN FP Equity_DX_BROKER_SI_MV_INC_x,CEN FP Equity_DX_SUPPLY_SI_MV_NEW,CEN FP Equity_DX_BROKER_SI_QTY_ADD,CEN FP Equity_DX_BROKER_SI_QTY_NEW,CEN FP Equity_DX_SUPPLY_SI_MV_DEC,CEN FP Equity_DX_BROKER_SI_QTY_INC,CEN FP Equity_DX_SUPPLY_SI_QTY_DEC,CEN FP Equity_DX_BROKER_SI_MV_NEW_y,CEN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CEN FP Equity_DX_BROKER_SI_MV_INC_y,CEN FP Equity_DX_SUPPLY_SI_QTY_INC_y,CEN FP Equity_DX_BROKER_SI_MV_ADD,CEN FP Equity_DX_SUPPLY_SI_QTY_ADD,CEN FP Equity_DX_BROKER_SI_QTY_DEC,CEN FP Equity_DX_SUPPLY_SI_MV,CEN FP Equity_DX_BROKER_SI_MV_DEC,CEN FP Equity_DX_SUPPLY_SI_MV_RMV,CEN FP Equity_DX_BROKER_SI_MV_RMV,CEN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CEN FP Equity_DX_UTILIZATION_QUANTITY,CEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CEN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CEN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CEN FP Equity_DX_ACTIVE_UTILIZATION_MV,CEN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CEN FP Equity_DX_BROKER_SI_CON_RATIO,CEN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CEN FP Equity_DX_DEMAND_SUPPLY_RATIO,CEN FP Equity_PX_LAST
2014-06-04,24032.0,1131265.42,0.9,3.1,0.21,1.18,0.0,1131265.42,22337.0,24032.0,1051476.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,35.23,35.23,41059.0,1932782.41,0.0,1.96,35.16,12.91,0.5384,71.63,0.3791,48.2
2014-06-05,24453.0,1157053.63,0.91,3.21,0.22,1.22,0.0,1157053.63,22337.0,24453.0,1056929.9,0.0,0.0,0.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.08,0.0,0.0,0.0,48.69,34.89,23536.0,1113663.52,0.0,1.13,48.69,12.68,0.5214,70.49,0.3819,48.45
2014-06-06,24453.0,1151083.28,0.91,3.24,0.22,1.23,0.0,1151083.28,22337.0,24453.0,1051476.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,53.09,32.31,19736.0,929038.54,0.0,0.96,53.09,12.69,0.5225,70.57,0.3537,48.2
2014-06-09,24453.0,1145590.56,0.91,3.25,0.22,1.22,0.0,1145590.56,22337.0,24453.0,1046458.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,53.09,32.31,19736.0,924605.37,0.0,0.95,53.1,12.71,0.5219,70.52,0.3537,47.97
2014-06-10,24453.0,1146307.0,0.91,3.32,0.22,1.21,0.0,1146307.0,22337.0,24453.0,1047113.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,53.09,32.31,19736.0,925183.61,0.0,0.95,53.1,12.77,0.5266,70.89,0.3537,48.0
2014-06-11,24314.0,1137416.39,0.91,3.46,0.22,1.21,0.0,1137416.39,22337.0,24314.0,1044931.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,1.07,0.0,0.0,0.0,53.09,32.31,19736.0,923256.15,0.0,0.95,53.09,12.77,0.5267,70.89,0.3517,47.9
2014-06-12,24314.0,1119132.25,0.91,3.6,0.22,1.19,0.0,1119132.25,22337.0,24314.0,1028134.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,53.09,31.2,19736.0,908414.66,0.0,0.95,53.09,12.93,0.5387,71.8,0.3397,47.13
2014-06-13,25019.0,1116885.69,0.93,3.79,0.22,1.22,0.0,1116885.69,22337.0,25019.0,997157.19,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,295.0,1.05,0.0,0.0,0.0,53.09,31.17,19736.0,881044.64,0.0,0.93,53.09,12.4,0.5532,72.93,0.3492,45.71
2014-06-16,25019.0,1117130.03,0.93,3.73,0.22,1.18,0.0,1117130.03,22337.0,25019.0,997375.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,53.09,32.32,19736.0,881237.39,0.0,0.9,53.08,12.35,0.5505,72.73,0.3621,45.72
2014-06-17,25019.0,1136188.68,0.93,3.74,0.22,1.19,0.0,1136188.68,22337.0,25019.0,1014390.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,53.09,32.32,19736.0,896271.63,0.0,0.9,53.09,12.36,0.5498,72.68,0.3621,46.5
2014-06-18,25019.0,1155736.01,0.93,3.76,0.22,1.2,0.0,1155736.01,22337.0,25019.0,1031842.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,100.0,32.15,0.0,0.0,0.0,0.0,100.0,12.36,0.5506,72.74,0.3601,47.3
2014-06-19,25019.0,1139853.8,0.93,3.64,0.22,1.22,0.0,1139853.8,22337.0,25019.0,1017663.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,100.0,32.15,0.0,0.0,0.0,0.0,100.0,12.38,0.5528,72.9,0.3601,46.65
2014-06-20,25019.0,1140098.15,0.93,3.68,0.22,1.21,0.0,1140098.15,22337.0,25019.0,1017881.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,100.0,32.14,0.0,0.0,0.0,0.0,100.0,12.39,0.5511,72.77,0.36,46.66
2014-06-23,24019.0,1090775.65,0.89,3.6,0.21,1.16,0.0,1090775.65,21337.0,24019.0,968977.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0,0.05,0.0,0.0,100.0,30.7,0.0,0.0,0.0,0.0,100.0,12.89,0.5975,75.9,0.3456,46.5
2014-06-24,24019.0,1067318.11,0.89,3.74,0.21,1.16,0.0,1067318.11,21337.0,24019.0,948139.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1468.0,0.0,0.0,0.0,0.0,0.0,1468.0,0.0,0.99,0.0,0.0,0.0,100.0,30.72,0.0,0.0,0.0,0.0,100.0,12.9,0.598,75.93,0.3458,45.5
2014-06-25,64956.0,2868562.65,2.42,9.73,0.58,2.99,0.0,1060718.12,47073.0,24019.0,2078820.27,0.0,0.0,21385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21385.0,0.0,4351.0,0.0,2.14,0.0,0.0,0.0,69.65,69.65,20516.0,906019.94,0.0,0.93,69.67,47.11,0.459,48.61,0.961,45.0
2014-06-26,73203.0,3130033.54,2.73,11.05,0.65,3.34,0.0,1027010.86,55320.0,24019.0,2365387.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8247.0,0.0,2.49,0.0,0.0,0.0,100.0,81.1,0.0,0.0,0.0,0.0,100.0,41.88,0.4711,54.33,1.0732,43.57
2014-06-27,73218.0,3146482.78,2.73,11.47,0.65,3.23,0.0,989867.03,56020.0,23034.0,2407413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,300.0,0.0,0.0,0.0,0.0,0.0,1000.0,985.0,2.44,0.07,0.0,0.0,100.0,82.49,0.0,0.0,0.0,0.0,100.0,40.45,0.4739,55.65,1.0782,43.79
2014-06-30,71957.0,3107121.79,2.68,11.13,0.64,3.18,0.0,940163.75,56020.0,21773.0,2418958.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1261.0,2.45,0.06,0.0,0.0,82.49,82.49,11888.0,513326.9,0.0,0.52,82.4,41.25,0.4926,56.76,1.0596,44.0
2014-07-01,74231.0,3208956.1,2.77,11.39,0.66,3.3,0.0,1039535.6,56020.0,24047.0,2421706.84,0.0,0.0,280.0,0.0,0.0,2274.0,0.0,0.01,0.0,280.0,0.0,0.0,0.0,280.0,0.1,0.0,0.0,2.47,0.0,0.0,0.0,82.41,82.41,11955.0,516806.59,0.0,0.53,82.41,40.0,0.4634,54.97,1.092,44.05
2014-07-02,46513.0,2064131.98,1.73,7.0,0.41,2.08,0.0,1066258.87,27349.0,24027.0,1213681.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,28671.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.21,0.0,0.0,0.0,40.25,40.25,40599.0,1801683.27,0.0,1.8,40.15,20.63,0.5547,71.36,0.6845,45.22
2014-07-03,46505.0,2105764.46,1.73,6.7,0.41,2.14,0.0,1065990.9,26864.0,23542.0,1216412.35,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.03,0.0,765.0,0.0,0.0,0.0,280.0,0.0,0.0,485.0,1.22,0.02,0.0,0.0,39.54,39.54,41085.0,1860344.75,0.0,1.87,39.46,20.65,0.5565,71.48,0.6844,46.14
2014-07-04,29874.0,1354465.36,1.11,4.31,0.27,1.41,0.0,1354465.36,26864.0,29874.0,1217994.16,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,6332.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,38.15,38.15,43547.0,1974389.21,0.0,2.01,38.16,30.05,0.4333,58.0,0.4243,46.2
2014-07-07,28115.0,1267539.88,1.05,4.04,0.25,1.34,0.0,1267539.88,25105.0,28115.0,1131836.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,1759.0,0.0,0.0,0.0,0.0,0.0,0.0,1759.0,1.16,0.08,0.0,0.0,36.85,36.85,43017.0,1939383.35,0.0,1.98,36.88,25.73,0.4544,61.72,0.4127,45.94
2014-07-08,28115.0,1241604.14,1.05,4.09,0.25,1.33,0.0,1241604.14,25105.0,28115.0,1108677.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,37.01,37.01,42719.0,1886540.55,0.0,1.95,37.09,25.73,0.4539,61.68,0.4145,45.0
2014-07-09,28115.0,1231395.4,1.05,4.23,0.25,1.3,0.0,1231395.4,25105.0,28115.0,1099561.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,35.05,35.05,46519.0,2037463.37,0.0,2.09,35.08,25.77,0.455,61.77,0.3925,44.63
2014-07-10,28010.0,1181990.85,1.04,4.35,0.25,1.29,0.0,1181990.85,25105.0,28010.0,1059403.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,1.12,0.0,0.0,0.0,33.92,33.92,48899.0,2063483.43,0.0,2.17,34.04,25.8,0.4553,61.78,0.3785,43.0
2014-07-11,28010.0,1181990.85,1.04,4.34,0.25,1.25,0.0,1181990.85,25105.0,28010.0,1059403.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,33.92,33.92,48899.0,2063483.43,0.0,2.1,33.91,25.67,0.4522,61.54,0.3785,43.0
2014-07-14,29944.0,1303568.64,1.12,5.2,0.27,1.34,0.0,1303568.64,27039.0,29944.0,1177103.67,0.0,0.0,1757.0,0.09,0.0,0.0,0.0,0.0,1934.0,0.0,0.0,0.0,0.09,1757.0,0.0,177.0,0.0,1.16,0.0,0.0,0.0,36.54,36.54,46965.0,2044553.2,0.0,2.03,36.42,23.96,0.4735,63.99,0.4046,44.36
2014-07-15,29944.0,1319143.29,1.12,5.26,0.27,1.37,0.0,1319143.29,27039.0,29944.0,1191167.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,36.54,36.54,46965.0,2068980.91,0.0,2.09,36.5,24.19,0.4793,64.43,0.4046,44.89
2014-07-16,29814.0,1339749.0,1.11,5.3,0.27,1.39,0.0,1339749.0,26039.0,29814.0,1170112.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,1.17,0.0,0.0,0.0,33.49,33.49,51720.0,2324136.93,0.0,2.33,33.39,24.21,0.4804,64.51,0.3834,45.79
2014-07-17,28078.0,1287640.13,1.05,4.99,0.25,1.31,0.0,1287640.13,26039.0,28078.0,1194132.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1736.0,1.19,0.06,0.0,0.0,33.2,33.2,52388.0,2402482.05,0.0,2.41,33.11,26.06,0.5378,68.32,0.358,46.73
2014-07-18,37187.0,1622166.62,1.39,6.52,0.33,1.81,0.0,1622166.62,36039.0,37187.0,1572088.71,0.0,0.0,10000.0,0.49,0.0,0.0,0.0,0.0,9509.0,0.0,0.0,0.0,0.49,10000.0,0.0,0.0,400.0,1.66,0.0,0.0,0.0,45.95,45.95,42388.0,1849043.99,0.0,1.95,46.01,19.25,0.6267,76.68,0.4742,44.45
2014-07-21,37187.0,1664499.88,1.39,6.38,0.33,1.72,0.0,1664499.88,35548.0,37187.0,1591137.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,45.21,45.21,43086.0,1928540.67,0.0,1.93,45.04,19.27,0.6233,76.44,0.4729,45.61
2014-07-22,43412.0,1978067.15,1.62,7.4,0.39,2.03,0.0,1277596.63,34400.0,28039.0,1567435.5,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.41,0.0,9591.0,0.0,0.0,0.0,6000.0,0.0,2443.0,9148.0,1.57,0.4,0.0,0.0,55.55,40.14,27525.0,1254176.22,0.0,1.26,55.56,17.91,0.649,78.46,0.5066,46.43
2014-07-23,27596.0,1259307.07,1.03,4.71,0.25,1.33,0.0,1259307.07,26400.0,27596.0,1204729.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,1.23,0.01,0.0,0.0,31.63,31.63,57055.0,2603629.69,0.0,2.65,31.63,26.12,0.5381,68.32,0.3307,46.5
2014-07-24,28462.0,1284859.97,1.06,4.85,0.25,1.36,0.0,1284859.97,26823.0,28462.0,1210870.6,0.0,0.0,800.0,0.04,0.0,0.0,0.0,0.11,866.0,2377.0,0.0,0.0,0.04,800.0,0.0,2000.0,0.0,1.25,0.0,0.0,0.0,32.62,32.62,55414.0,2501554.01,0.0,2.57,32.66,25.43,0.5459,69.16,0.3461,46.0
2014-07-25,32098.0,1417499.9,1.2,5.51,0.29,1.6,0.0,1417499.9,31823.0,32098.0,1405355.46,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,3636.0,0.0,0.0,0.0,0.24,0.0,0.0,5000.0,0.0,1.47,0.0,0.0,0.0,37.72,37.72,52548.0,2320605.18,0.0,2.41,37.84,21.54,0.5938,73.84,0.3804,45.0
2014-07-28,32098.0,1401749.91,1.2,5.61,0.29,1.49,0.0,1401749.91,31823.0,32098.0,1389740.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,38.61,38.61,50600.0,2209749.68,0.0,2.3,38.53,22.46,0.58,72.6,0.3894,44.5
2014-07-29,32098.0,1445849.9,1.2,5.35,0.29,1.48,0.0,1445849.9,30459.0,32098.0,1372021.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,1364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,36.95,36.95,51964.0,2340711.08,0.0,2.33,36.8,22.48,0.5792,72.54,0.3894,45.9
2014-07-30,35637.0,1587777.13,1.33,5.86,0.32,1.68,0.0,1117463.26,28642.0,25081.0,1276120.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1817.0,0.0,0.0,0.0,0.0,0.0,0.0,7017.0,1.31,0.28,0.0,0.0,48.36,34.75,30585.0,1362689.44,0.0,1.4,48.36,21.0,0.6028,74.62,0.4324,45.4
2014-07-31,22583.0,1001734.48,0.84,3.86,0.2,1.07,0.0,1001734.48,22583.0,22583.0,1001734.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,6059.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.0,1.03,0.12,0.0,0.0,27.4,27.4,59840.0,2654376.79,0.0,2.71,27.41,30.06,0.5795,69.94,0.274,45.2
2014-08-01,24112.0,1057962.94,0.9,4.13,0.21,1.12,0.0,1057962.94,21914.0,24112.0,961521.23,0.0,0.0,0.0,0.0,0.0,2198.0,0.0,0.03,0.0,669.0,0.0,0.0,0.0,0.0,0.09,0.0,669.0,0.99,0.04,0.0,0.0,26.58,26.58,60516.0,2655262.34,0.0,2.73,26.61,28.32,0.4961,64.03,0.2925,44.71
2014-08-04,23610.0,1058875.11,0.88,4.0,0.21,1.11,0.0,1058875.11,21682.0,23610.0,972407.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,0.97,0.01,0.0,0.0,26.78,26.78,59280.0,2658624.16,0.0,2.66,26.69,27.74,0.4989,64.49,0.2916,45.7
2014-08-05,21905.0,988857.34,0.82,3.54,0.19,1.04,0.0,988857.34,20355.0,21905.0,918885.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1327.0,0.0,0.0,0.0,0.0,0.0,0.0,1705.0,0.93,0.06,0.0,0.0,24.69,24.69,62075.0,2802251.51,0.0,2.81,24.75,23.4,0.5289,68.37,0.2657,46.0
2014-08-06,20355.0,908897.81,0.76,3.41,0.18,0.97,0.0,908897.81,17425.0,20355.0,778066.53,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.13,1002.0,2930.0,0.0,0.0,0.05,0.0,0.0,0.0,2552.0,0.8,0.12,0.0,0.0,21.15,21.15,64947.0,2900033.69,0.0,2.98,21.18,12.47,0.6421,78.66,0.2471,45.5
2014-08-07,18110.0,799767.07,0.67,2.89,0.16,0.85,0.0,799767.07,15932.0,18110.0,703583.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,250.0,2495.0,0.0,0.0,0.0,0.0,0.0,1002.0,2495.0,0.73,0.12,0.0,0.0,19.33,19.33,66498.0,2936659.88,0.0,3.02,19.36,10.09,0.8186,89.91,0.2197,45.0
2014-08-08,23225.0,993744.56,0.87,3.63,0.21,1.07,0.0,993744.56,21182.0,23225.0,906329.27,0.0,0.0,5000.0,0.22,0.0,0.0,0.0,0.0,5115.0,0.0,0.0,0.0,0.22,5000.0,0.0,250.0,0.0,0.95,0.0,0.0,0.0,25.72,25.72,61190.0,2618179.96,0.0,2.74,25.79,8.02,0.8524,91.98,0.282,43.6
2014-08-11,23225.0,1050725.33,0.87,3.67,0.21,1.04,0.0,1050725.33,21297.0,23225.0,963500.42,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,25.85,25.85,61075.0,2763102.23,0.0,2.69,25.64,8.23,0.8489,91.77,0.282,46.1
2014-08-12,28110.0,1313107.71,1.05,4.44,0.25,1.32,0.0,1313107.71,23280.0,28110.0,1087483.01,0.0,0.0,1983.0,0.28,0.0,0.0,0.0,0.0,4885.0,0.0,0.0,0.0,0.28,1983.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,28.26,28.26,59092.0,2760375.69,0.0,2.74,28.13,6.49,0.8785,93.51,0.3413,47.6
2014-08-13,27188.0,1254029.26,1.01,4.31,0.24,1.32,0.0,1254029.26,22644.0,27188.0,1044440.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,636.0,0.0,0.0,0.0,0.0,0.0,0.0,922.0,1.08,0.0,0.0,0.0,27.49,27.49,59728.0,2754916.13,0.0,2.84,27.53,4.67,0.911,95.33,0.3301,47.0
2014-08-14,26648.0,1201139.96,0.99,4.39,0.24,1.29,0.0,1201139.96,22243.0,26648.0,1002587.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,1.05,0.0,0.0,0.0,27.0,27.0,60129.0,2710272.62,0.0,2.82,27.08,4.8,0.9086,95.2,0.3235,45.93
2014-08-15,23631.0,1072108.02,0.88,3.94,0.21,1.26,0.0,1072108.02,22243.0,23631.0,1009136.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3017.0,1.02,0.03,0.0,0.0,27.0,27.0,60129.0,2727975.25,0.0,2.77,26.96,4.91,0.9065,95.09,0.2869,46.23
2014-08-18,23000.0,1052057.53,0.86,3.9,0.2,1.09,0.0,1052057.53,21612.0,23000.0,988568.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,631.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,1.0,0.17,0.0,0.0,26.24,26.24,60747.0,2778666.91,0.0,2.81,26.24,5.66,0.8933,94.34,0.2793,46.61
2014-08-19,23000.0,1052057.53,0.86,3.9,0.2,1.1,0.0,1052057.53,21612.0,23000.0,988568.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,26.24,26.24,60760.0,2779261.56,0.0,2.83,26.25,5.61,0.894,94.39,0.2792,46.61
2014-08-20,22750.0,1040622.13,0.85,3.92,0.2,1.09,0.0,1040622.13,21612.0,22750.0,988568.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,1.01,0.01,0.0,0.0,26.24,26.24,60747.0,2778666.91,0.0,2.83,26.26,5.67,0.8931,94.33,0.2762,46.61
2014-08-21,22750.0,1040398.86,0.85,3.94,0.2,1.09,0.0,1040398.86,21362.0,22750.0,976923.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.94,25.94,60997.0,2789503.72,0.0,2.84,25.93,5.69,0.8927,94.31,0.2762,46.6
2014-08-22,22750.0,1039282.56,0.85,4.06,0.2,1.09,0.0,1039282.56,21362.0,22750.0,975874.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.94,25.94,60998.0,2786556.37,0.0,2.84,25.95,5.67,0.8929,94.33,0.2762,46.55
2014-08-25,22750.0,1040398.86,0.85,4.16,0.2,1.09,0.0,1040398.86,21362.0,22750.0,976923.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.94,25.94,60998.0,2789549.45,0.0,2.84,25.95,5.68,0.8929,94.32,0.2762,46.6
2014-08-26,22750.0,1041515.17,0.85,4.2,0.2,1.09,0.0,1041515.17,21362.0,22750.0,977971.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.88,25.88,61189.0,2801286.68,0.0,2.85,25.88,5.68,0.8929,94.32,0.2756,46.65
2014-08-27,22750.0,1042631.48,0.85,4.18,0.2,1.09,0.0,1042631.48,21362.0,22750.0,979019.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.94,25.94,60998.0,2795535.61,0.0,2.85,25.92,5.69,0.8927,94.31,0.2762,46.7
2014-08-28,22750.0,1027003.17,0.85,4.21,0.2,1.09,0.0,1027003.17,21362.0,22750.0,964344.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.89,25.89,61138.0,2759952.52,0.0,2.85,25.94,5.67,0.893,94.33,0.2758,46.0
2014-08-29,21727.0,976557.44,0.81,4.04,0.19,1.03,0.0,976557.44,21362.0,21727.0,960151.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.0,0.98,0.06,0.0,0.0,25.89,25.89,61137.0,2747907.78,0.0,2.81,25.92,0.0,1.0,100.0,0.2634,45.8
2014-09-01,25252.0,1134994.64,0.94,4.83,0.22,1.2,0.0,1134994.64,23727.0,25252.0,1066450.89,0.0,0.0,2115.0,0.09,0.0,1525.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.09,2115.0,0.07,250.0,0.0,1.09,0.0,0.0,0.0,28.7,28.7,58945.0,2649384.57,0.0,2.7,28.7,5.83,0.8902,94.17,0.3054,45.8
