DATE,ALMRB FP Equity_DX_SI_QTY,ALMRB FP Equity_DX_SHORT_INTEREST_VALUE,ALMRB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMRB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMRB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMRB FP Equity_DX_SI_MV,ALMRB FP Equity_DX_DSS,ALMRB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMRB FP Equity_DX_SUPPLY_SI_QTY,ALMRB FP Equity_DX_BROKER_SI_QTY,ALMRB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMRB FP Equity_DX_BROKER_SI_MV_NEW_x,ALMRB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALMRB FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMRB FP Equity_DX_BROKER_SI_MV_INC_x,ALMRB FP Equity_DX_SUPPLY_SI_MV_NEW,ALMRB FP Equity_DX_BROKER_SI_QTY_ADD,ALMRB FP Equity_DX_BROKER_SI_QTY_NEW,ALMRB FP Equity_DX_SUPPLY_SI_MV_DEC,ALMRB FP Equity_DX_BROKER_SI_QTY_INC,ALMRB FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMRB FP Equity_DX_BROKER_SI_MV_NEW_y,ALMRB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALMRB FP Equity_DX_BROKER_SI_MV_INC_y,ALMRB FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMRB FP Equity_DX_BROKER_SI_MV_ADD,ALMRB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMRB FP Equity_DX_BROKER_SI_QTY_DEC,ALMRB FP Equity_DX_SUPPLY_SI_MV,ALMRB FP Equity_DX_BROKER_SI_MV_DEC,ALMRB FP Equity_DX_SUPPLY_SI_MV_RMV,ALMRB FP Equity_DX_BROKER_SI_MV_RMV,ALMRB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMRB FP Equity_DX_UTILIZATION_QUANTITY,ALMRB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMRB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMRB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALMRB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMRB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMRB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMRB FP Equity_DX_BROKER_SI_CON_RATIO,ALMRB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMRB FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMRB FP Equity_PX_LAST
2008-10-07,4300.0,30695.11,0.12,0.63,0.04,0.04,0.0,15704.48,2200.0,2200.0,15704.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.1,0.0,0.0,0.0,0.0,100.0,4.68,0.9108,95.32,0.0214,10.0
2008-10-08,4300.0,29221.75,0.12,0.62,0.04,0.04,0.0,14950.66,2200.0,2200.0,14950.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.1,0.0,0.0,0.0,0.0,100.0,4.73,0.9099,95.27,0.0214,9.52
2008-10-09,4300.0,29436.61,0.12,0.61,0.04,0.04,0.0,15060.59,2200.0,2200.0,15060.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.1,0.0,0.0,0.0,0.0,100.0,4.48,0.9144,95.52,0.0214,9.59
2008-10-10,2200.0,14605.16,0.06,0.31,0.02,0.02,0.0,663.87,2200.0,100.0,14605.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,100.0,1.1,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.011,9.3
2008-10-13,4300.0,29160.36,0.12,0.6,0.04,0.04,0.0,14919.25,2200.0,2200.0,14919.25,0.02,0.0,0.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.1,0.0,0.0,0.0,0.0,100.0,4.44,0.9152,95.56,0.0215,9.5
2008-10-14,4300.0,30695.11,0.12,0.58,0.04,0.04,0.0,15704.48,2200.0,2200.0,15704.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.1,0.0,0.0,0.0,0.0,100.0,4.29,0.9178,95.71,0.0215,10.0
2008-10-15,4300.0,29467.31,0.12,0.58,0.04,0.04,0.0,15076.3,2200.0,2200.0,15076.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.1,0.0,0.0,0.0,0.0,100.0,4.67,0.9109,95.33,0.0215,9.6
2008-10-16,6100.0,42542.71,0.17,0.87,0.06,0.06,0.0,15343.27,4000.0,2200.0,27896.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.04,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,100.0,29.25,0.5434,67.59,0.0306,9.77
2008-10-17,6100.0,42673.35,0.17,0.89,0.06,0.06,0.0,15390.39,4000.0,2200.0,27982.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,100.0,29.02,0.5444,67.76,0.0306,9.8
2008-10-20,6100.0,42673.35,0.17,0.92,0.06,0.06,0.0,15390.39,4000.0,2200.0,27982.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,100.0,29.08,0.5441,67.71,0.0306,9.8
2008-10-21,6100.0,42020.18,0.17,1.02,0.06,0.06,0.0,15154.82,4000.0,2200.0,27554.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,100.0,28.79,0.5457,67.96,0.0306,9.65
2008-10-22,6100.0,41149.3,0.17,1.1,0.06,0.06,0.0,14840.73,4000.0,2200.0,26983.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,100.0,28.85,0.5447,67.85,0.0306,9.45
2008-10-23,6000.0,40688.87,0.16,1.15,0.06,0.06,0.0,14241.1,3900.0,2100.0,26447.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.04,0.0,0.0,0.0,100.0,1.95,0.0,0.0,0.0,0.0,100.0,30.4,0.5769,69.6,0.0301,9.5
2008-10-24,6000.0,38675.84,0.16,1.2,0.06,0.06,0.0,13536.54,3900.0,2100.0,25139.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,100.0,1.95,0.0,0.0,0.0,0.0,100.0,30.06,0.5795,69.94,0.0301,9.03
2008-10-27,6000.0,36405.83,0.16,1.3,0.06,0.05,0.0,12742.04,3900.0,2100.0,23663.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,100.0,1.95,0.0,0.0,0.0,0.0,100.0,30.02,0.5798,69.98,0.0301,8.5
2008-10-28,6000.0,36791.3,0.16,1.47,0.06,0.05,0.0,12876.96,3900.0,2100.0,23914.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,100.0,1.95,0.0,0.0,0.0,0.0,100.0,30.32,0.5775,69.68,0.0301,8.59
2008-10-29,6000.0,35720.55,0.16,1.67,0.06,0.05,0.0,12502.19,3900.0,2100.0,23218.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,100.0,1.95,0.0,0.0,0.0,0.0,100.0,29.91,0.5807,70.09,0.0301,8.34
2008-10-30,6000.0,41245.67,0.16,1.7,0.06,0.05,0.0,14435.98,3900.0,2100.0,26809.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,100.0,1.95,0.0,0.0,0.0,0.0,100.0,29.87,0.581,70.13,0.0301,9.63
2008-10-31,6000.0,41973.78,0.16,1.77,0.06,0.06,0.0,14690.82,3900.0,2100.0,27282.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,100.0,1.95,0.0,0.0,0.0,0.0,100.0,29.97,0.5802,70.03,0.0301,9.8
2008-11-03,4200.0,29981.27,0.11,1.21,0.04,0.04,0.0,14990.64,2100.0,2100.0,14990.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.05,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.021,10.0
2008-11-04,4200.0,32379.77,0.11,1.14,0.04,0.04,0.0,16189.89,2100.0,2100.0,16189.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.05,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.021,10.8
2008-11-05,4200.0,33129.31,0.11,1.09,0.04,0.05,0.0,16564.65,2100.0,2100.0,16564.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.02,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0204,11.05
2008-11-06,4269.0,33064.1,0.12,1.11,0.04,0.05,0.0,16264.84,2169.0,2100.0,16799.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.02,0.0,0.0,0.0,100.0,1.05,0.0,0.0,0.0,0.0,100.0,3.18,0.9383,96.82,0.0207,10.85
2008-11-07,4269.0,32881.25,0.12,1.09,0.04,0.05,0.0,16174.9,2169.0,2100.0,16706.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.05,0.0,0.0,0.0,0.0,100.0,3.19,0.9383,96.81,0.0207,10.79
2008-11-10,4269.0,33277.41,0.12,1.1,0.04,0.05,0.0,16369.78,2169.0,2100.0,16907.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.05,0.0,0.0,0.0,0.0,100.0,3.16,0.9387,96.84,0.0207,10.92
2008-11-11,4269.0,33064.1,0.12,1.08,0.04,0.05,0.0,16264.84,2169.0,2100.0,16799.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.05,0.0,0.0,0.0,0.0,100.0,3.13,0.9393,96.87,0.0207,10.85
2008-11-12,4269.0,32606.99,0.12,1.07,0.04,0.05,0.0,16039.98,2169.0,2100.0,16567.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.05,0.0,0.0,0.0,0.0,100.0,3.18,0.9384,96.82,0.0207,10.7
2008-11-13,4269.0,32119.41,0.12,1.06,0.04,0.04,0.0,15800.13,2169.0,2100.0,16319.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,3.19,0.9382,96.81,0.0208,10.54
2008-11-14,4269.0,32911.73,0.12,1.05,0.04,0.05,0.0,16189.89,2169.0,2100.0,16721.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,3.18,0.9384,96.82,0.0208,10.8
2008-11-17,4269.0,31906.09,0.12,1.06,0.04,0.05,0.0,15695.2,2169.0,2100.0,16210.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,3.18,0.9385,96.82,0.0208,10.47
2008-11-18,4269.0,31540.41,0.12,1.09,0.04,0.04,0.0,15515.31,2169.0,2100.0,16025.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,3.18,0.9384,96.82,0.0208,10.35
2008-11-19,4269.0,30656.67,0.12,1.12,0.04,0.04,0.0,15080.58,2169.0,2100.0,15576.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,3.19,0.9383,96.81,0.0209,10.06
2008-11-20,4200.0,29981.27,0.11,1.12,0.04,0.04,0.0,14990.64,2100.0,2100.0,14990.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.03,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0206,10.0
2008-11-21,4200.0,29981.27,0.11,1.11,0.04,0.04,0.0,14990.64,2100.0,2100.0,14990.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.03,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0206,10.0
2008-11-24,4200.0,29981.27,0.11,0.92,0.04,0.04,0.0,14990.64,2100.0,2100.0,14990.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.03,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0206,10.0
2008-11-25,4200.0,30071.22,0.11,0.95,0.04,0.04,0.0,15035.61,2100.0,2100.0,15035.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.03,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0206,10.03
2008-11-26,4200.0,30041.24,0.11,0.91,0.04,0.04,0.0,15020.62,2100.0,2100.0,15020.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.05,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0211,10.02
2008-11-27,4200.0,29981.27,0.11,0.93,0.04,0.04,0.0,14990.64,2100.0,2100.0,14990.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.05,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0211,10.0
2008-11-28,4200.0,29981.27,0.11,0.94,0.04,0.04,0.0,14990.64,2100.0,2100.0,14990.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.05,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0211,10.0
2008-12-01,4200.0,29381.65,0.11,0.93,0.04,0.04,0.0,14690.82,2100.0,2100.0,14690.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0211,9.8
2008-12-02,4200.0,29231.74,0.11,0.92,0.04,0.04,0.0,14615.87,2100.0,2100.0,14615.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0211,9.75
2008-12-03,4200.0,29381.65,0.11,0.92,0.04,0.04,0.0,14690.82,2100.0,2100.0,14690.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0211,9.8
2008-12-04,4200.0,29321.68,0.11,0.94,0.04,0.04,0.0,14660.84,2100.0,2100.0,14660.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0211,9.78
2008-12-05,4200.0,29081.83,0.11,0.95,0.04,0.04,0.0,14540.92,2100.0,2100.0,14540.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0211,9.7
2008-12-08,4200.0,29231.74,0.11,0.96,0.04,0.04,0.0,14615.87,2100.0,2100.0,14615.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0211,9.75
2008-12-09,4200.0,29261.72,0.11,1.0,0.04,0.04,0.0,14630.86,2100.0,2100.0,14630.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0211,9.76
2008-12-10,4200.0,29471.59,0.11,1.0,0.04,0.04,0.0,14735.8,2100.0,2100.0,14735.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0211,9.83
2008-12-11,4200.0,29261.72,0.11,1.01,0.04,0.04,0.0,14630.86,2100.0,2100.0,14630.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0211,9.76
2008-12-12,4200.0,28692.08,0.11,1.08,0.04,0.04,0.0,14346.04,2100.0,2100.0,14346.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0211,9.57
2008-12-15,4200.0,28242.36,0.11,1.19,0.04,0.04,0.0,14121.18,2100.0,2100.0,14121.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,9.42
2008-12-16,4200.0,28182.4,0.11,1.22,0.04,0.04,0.0,14091.2,2100.0,2100.0,14091.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,9.4
2008-12-17,4200.0,28482.21,0.11,1.32,0.04,0.04,0.0,14241.1,2100.0,2100.0,14241.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,9.5
2008-12-18,4200.0,28032.49,0.11,1.35,0.04,0.04,0.0,14016.25,2100.0,2100.0,14016.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,9.35
2008-12-19,4200.0,27882.58,0.11,1.36,0.04,0.04,0.0,13941.29,2100.0,2100.0,13941.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,9.3
2008-12-22,4200.0,27492.83,0.11,1.35,0.04,0.04,0.0,13746.41,2100.0,2100.0,13746.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,9.17
2008-12-23,4200.0,27642.73,0.11,1.43,0.04,0.04,0.0,13821.37,2100.0,2100.0,13821.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,9.22
2008-12-24,4200.0,28122.43,0.11,1.46,0.04,0.04,0.0,14061.22,2100.0,2100.0,14061.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,9.38
2008-12-25,4200.0,28122.43,0.11,1.47,0.04,0.04,0.0,14061.22,2100.0,2100.0,14061.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,0.0
2008-12-26,4200.0,28122.43,0.11,1.47,0.04,0.04,0.0,14061.22,2100.0,2100.0,14061.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,0.0
2008-12-29,4200.0,29381.65,0.11,1.47,0.04,0.04,0.0,14690.82,2100.0,2100.0,14690.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,9.8
2008-12-30,4200.0,30281.09,0.11,1.43,0.04,0.04,0.0,15140.54,2100.0,2100.0,15140.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,10.1
2008-12-31,4200.0,30760.79,0.11,1.16,0.04,0.04,0.0,15380.39,2100.0,2100.0,15380.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,10.26
2009-01-01,4200.0,30760.79,0.11,1.18,0.04,0.04,0.0,15380.39,2100.0,2100.0,15380.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,0.0
2009-01-02,4200.0,31090.58,0.11,1.18,0.04,0.04,0.0,15545.29,2100.0,2100.0,15545.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,10.37
2009-01-05,4200.0,31240.49,0.11,1.18,0.04,0.04,0.0,15620.24,2100.0,2100.0,15620.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,10.42
2009-01-06,4200.0,31030.62,0.11,1.18,0.04,0.04,0.0,15515.31,2100.0,2100.0,15515.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,1.06,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0212,10.35
