DATE,AC FP Equity_DX_SI_QTY,AC FP Equity_DX_SHORT_INTEREST_VALUE,AC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AC FP Equity_DX_SI_MV,AC FP Equity_DX_DSS,AC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AC FP Equity_DX_SUPPLY_SI_QTY,AC FP Equity_DX_BROKER_SI_QTY,AC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AC FP Equity_DX_BROKER_SI_MV_NEW_x,AC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AC FP Equity_DX_SUPPLY_SI_QTY_INC_x,AC FP Equity_DX_BROKER_SI_MV_INC_x,AC FP Equity_DX_SUPPLY_SI_MV_NEW,AC FP Equity_DX_BROKER_SI_QTY_ADD,AC FP Equity_DX_BROKER_SI_QTY_NEW,AC FP Equity_DX_SUPPLY_SI_MV_DEC,AC FP Equity_DX_BROKER_SI_QTY_INC,AC FP Equity_DX_SUPPLY_SI_QTY_DEC,AC FP Equity_DX_BROKER_SI_MV_NEW_y,AC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AC FP Equity_DX_BROKER_SI_MV_INC_y,AC FP Equity_DX_SUPPLY_SI_QTY_INC_y,AC FP Equity_DX_BROKER_SI_MV_ADD,AC FP Equity_DX_SUPPLY_SI_QTY_ADD,AC FP Equity_DX_BROKER_SI_QTY_DEC,AC FP Equity_DX_SUPPLY_SI_MV,AC FP Equity_DX_BROKER_SI_MV_DEC,AC FP Equity_DX_SUPPLY_SI_MV_RMV,AC FP Equity_DX_BROKER_SI_MV_RMV,AC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AC FP Equity_DX_UTILIZATION_QUANTITY,AC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AC FP Equity_DX_ACTIVE_UTILIZATION_MV,AC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AC FP Equity_DX_BROKER_SI_CON_RATIO,AC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AC FP Equity_DX_DEMAND_SUPPLY_RATIO,AC FP Equity_PX_LAST
2012-04-23,7593205.0,156358261.41,3.34,5.43,3.34,195.95,1.0,136908152.41,4517862.0,6648652.0,93031209.83,0.0,0.0,112773.0,2.23,0.0,0.0,0.0,9.77,91071.0,374081.0,0.0,0.0,2.23,112773.0,0.0,28800.0,334874.0,113.68,9.47,0.0,0.0,11.97,11.97,33224562.0,684155735.36,0.0,837.97,11.95,8.84,0.1749,37.43,0.2012,24.42
2012-04-24,7507631.0,159439132.31,3.3,5.32,3.3,189.5,1.0,140462691.91,4598502.0,6614073.0,97658125.29,0.0,0.0,144640.0,0.09,0.0,0.0,0.0,1.73,4000.0,65383.0,0.0,0.0,0.09,144640.0,0.0,1383.0,38579.0,113.2,3.0,0.0,0.0,12.39,12.39,32504574.0,690297788.29,0.0,799.03,12.41,8.78,0.1783,37.81,0.2023,25.185
2012-04-25,7593656.0,167125020.96,3.34,5.32,3.34,192.26,1.0,148122503.04,4694759.0,6730239.0,103324629.96,0.0,0.0,110000.0,9.85,0.0,0.0,0.0,3.25,328589.0,143204.0,0.0,0.0,9.85,110000.0,0.0,129461.0,212423.0,119.32,4.42,0.0,0.0,12.47,12.47,32958056.0,725357561.59,0.0,837.8,12.47,10.13,0.1657,35.61,0.2017,26.1
2012-04-26,8098466.0,177825398.75,3.56,5.7,3.56,210.56,1.0,158371018.64,5380538.0,7212481.0,118145376.59,0.0,0.0,724744.0,18.75,0.0,13210.0,0.0,0.83,687407.0,44118.0,0.0,0.0,18.75,724744.0,0.36,5153.0,218375.0,139.5,5.02,0.0,0.0,14.25,14.25,32384210.0,711089613.33,0.0,842.57,14.21,13.2,0.1572,33.53,0.2144,26.04
2012-04-27,8211154.0,183969488.09,3.61,5.83,3.61,217.52,1.0,158040650.21,6008350.0,7053866.0,134616044.69,0.0,0.0,475543.0,2.44,0.0,120000.0,0.0,0.5,81754.0,18581.0,0.0,0.0,2.44,475543.0,3.12,170850.0,360369.0,157.44,8.3,0.0,0.0,15.9,15.9,31773294.0,711875167.88,0.0,831.42,15.92,9.98,0.1525,33.55,0.2173,26.57
2012-04-30,8589707.0,189010399.19,3.78,6.05,3.78,229.41,1.0,164329023.87,6446066.0,7468045.0,141841102.13,0.0,0.0,283833.0,14.8,0.0,17960.0,0.0,0.86,531616.0,37402.0,0.0,0.0,14.8,283833.0,0.47,191285.0,135397.0,170.61,3.3,0.0,0.0,16.98,16.98,31506378.0,693275461.29,0.0,834.38,16.98,9.58,0.1478,32.74,0.2263,26.095
2012-05-01,8664225.0,190650114.83,3.81,6.09,3.81,231.02,1.0,164847202.88,6423788.0,7491594.0,141350890.57,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.64,23549.0,22278.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,167.89,0.0,0.0,0.0,16.96,16.96,31454740.0,692139203.79,0.0,820.99,16.98,9.31,0.1502,33.19,0.2287,0.0
2012-05-02,8693059.0,193740242.25,3.83,6.11,3.83,232.18,1.0,165058189.16,6542139.0,7406105.0,145803174.08,0.0,0.0,97774.0,4.74,0.0,0.0,0.0,2.12,158332.0,82175.0,0.0,0.0,4.74,97774.0,0.0,102752.0,243821.0,171.65,5.91,0.0,0.0,17.3,17.3,31267580.0,696853492.4,0.0,820.75,17.3,9.32,0.1472,32.58,0.2299,26.43
2012-05-03,14692855.0,331668794.27,6.47,10.32,6.47,391.87,2.0,171299356.41,10817098.0,7588524.0,244179490.72,0.0,0.0,3563783.0,6.97,0.0,0.0,0.0,2.14,242642.0,88824.0,0.0,0.0,6.97,3563783.0,0.0,800000.0,60223.0,286.37,1.51,0.0,0.0,28.55,28.55,27077506.0,611233403.37,0.0,716.86,28.55,6.83,0.303,53.13,0.3877,26.77
2012-05-04,15358484.0,336398425.13,6.76,10.68,6.76,412.67,2.0,181092188.18,11058309.0,8267879.0,242211258.1,0.0,0.0,298043.0,18.87,0.0,0.0,0.0,2.67,710000.0,102332.0,0.0,0.0,18.87,298043.0,0.0,45500.0,30645.0,295.51,0.55,0.0,0.0,29.16,29.16,26870964.0,588557436.48,0.0,715.72,29.22,7.47,0.267,49.23,0.4049,25.975
2012-05-07,14756160.0,322956802.74,6.49,10.28,6.49,395.36,2.0,284921281.94,11560629.0,13018286.0,253018656.58,0.0,0.0,328846.0,134.26,0.0,0.0,0.0,8.52,4915249.0,299526.0,0.0,0.0,134.26,328846.0,0.0,473000.0,164842.0,301.06,6.66,0.0,0.0,29.74,29.74,27312520.0,597768263.15,0.0,713.34,29.68,10.82,0.2556,47.62,0.3796,25.955
2012-05-08,14677604.0,308860797.59,6.46,10.32,6.46,386.22,2.0,274568012.11,11852408.0,13047951.0,249410202.66,0.0,0.0,349228.0,0.19,0.0,0.0,0.0,1.56,186959.0,59194.0,0.0,0.0,0.19,349228.0,0.0,1745.0,157294.0,306.42,3.1,0.0,0.0,30.43,30.43,27092024.0,570097417.87,0.0,695.79,30.57,10.52,0.2662,48.86,0.3769,24.955
2012-05-09,15026823.0,318490225.68,6.61,10.52,6.61,390.89,2.0,278655164.28,11599449.0,13147348.0,245847783.65,0.0,0.0,30407.0,7.13,0.0,0.0,0.0,7.71,345150.0,283865.0,0.0,0.0,7.13,30407.0,0.0,499.0,245753.0,291.45,6.99,0.0,0.0,29.77,29.77,27368716.0,580073947.47,0.0,686.05,29.82,10.18,0.2762,50.0,0.3856,25.135
2012-05-10,14453629.0,314385482.5,6.36,10.0,6.36,369.29,2.0,280976697.67,10974556.0,12917686.0,238711058.88,0.0,0.0,21427.0,0.0,0.0,0.0,0.0,16.11,0.0,646320.0,0.0,0.0,0.0,21427.0,0.0,0.0,229662.0,276.93,14.26,0.0,0.0,28.18,28.18,27964196.0,608258123.41,0.0,706.95,28.15,10.22,0.2772,50.03,0.3712,25.795
2012-05-11,13981216.0,307587776.39,6.15,9.64,6.15,361.42,2.0,273343474.35,10680950.0,12424662.0,234981682.59,0.0,0.0,43611.0,0.38,0.0,54000.0,0.0,4.92,10000.0,337217.0,0.0,0.0,0.38,43611.0,1.39,0.0,557024.0,276.15,12.57,0.0,0.0,27.4,27.4,28301450.0,622633973.63,0.0,732.04,27.39,9.7,0.2726,49.6,0.3587,26.09
2012-05-14,13629059.0,288979848.9,6.0,9.54,6.0,358.31,2.0,255621172.22,10506090.0,12055775.0,222762870.18,0.0,0.0,87341.0,3.71,0.0,72729.0,0.0,7.37,161242.0,342985.0,0.0,0.0,3.71,87341.0,1.9,80784.0,602858.0,274.0,9.78,0.0,0.0,26.96,26.96,28463918.0,603526532.74,0.0,739.3,27.04,9.58,0.2805,50.38,0.3497,25.145
2012-05-15,13546602.0,289344751.7,5.96,9.48,5.96,355.43,2.0,250935056.44,10323555.0,11748329.0,220503005.71,0.0,0.0,353440.0,1.16,0.0,0.0,0.0,14.19,42000.0,545525.0,0.0,0.0,1.16,353440.0,0.0,9550.0,349446.0,261.72,6.66,0.0,0.0,26.27,26.27,28977392.0,618934275.41,0.0,734.82,26.26,9.47,0.2681,49.1,0.3447,25.33
2012-05-16,14048750.0,300129469.75,6.18,9.86,6.18,361.62,2.0,256496354.23,10877087.0,12006329.0,232371873.21,0.0,0.0,114152.0,5.09,0.0,68000.0,0.0,2.48,190000.0,100002.0,0.0,0.0,5.09,114152.0,1.73,539382.0,0.0,276.14,0.0,0.0,0.0,27.48,27.48,28709024.0,613323188.92,0.0,727.69,27.51,9.33,0.2432,46.26,0.3549,25.335
2012-05-17,14317028.0,297228856.74,6.3,10.1,6.3,366.75,2.0,251327277.78,11217519.0,12106024.0,232881457.51,0.0,0.0,270497.0,14.76,0.0,0.0,0.0,0.61,640000.0,24295.0,0.0,0.0,14.76,270497.0,0.0,94230.0,25783.0,283.58,0.66,0.0,13.64,28.27,28.27,28457036.0,590782687.33,0.0,714.9,28.4,9.19,0.2418,45.77,0.3609,24.62
2012-05-18,14764692.0,299986264.78,6.5,10.52,6.5,371.25,2.0,255381551.97,11280586.0,12569342.0,229196847.36,0.0,0.0,10205.0,9.73,0.0,0.0,0.0,0.74,465889.0,20426.0,0.0,0.0,9.73,10205.0,0.0,73288.0,2571.0,276.03,0.37,0.0,0.0,28.54,28.54,28247906.0,573935698.01,0.0,690.71,28.55,8.94,0.2342,45.01,0.3735,24.095
2012-05-21,14668185.0,304271681.12,6.45,10.66,6.45,362.82,2.0,257500706.05,7828274.0,12413472.0,162386968.14,0.0,0.0,59363.0,0.0,0.0,0.0,0.0,86.5,199891.0,3511675.0,0.0,0.0,0.0,59363.0,0.0,0.0,355761.0,188.71,9.0,0.0,0.0,19.84,19.84,31627254.0,656064655.83,0.0,764.97,19.79,8.38,0.2309,44.71,0.3718,24.6
2012-05-22,11416916.0,250595358.03,5.02,8.58,5.02,290.12,2.0,196188964.93,7829392.0,8938206.0,171851075.31,0.0,0.0,60104.0,3.66,0.0,0.0,0.0,5.69,77000.0,299882.0,0.0,0.0,3.66,60104.0,0.0,240896.0,3552266.0,195.43,87.47,0.0,0.0,20.0,20.0,31325408.0,687576385.17,0.0,787.59,19.88,11.27,0.1314,27.3,0.2916,26.03
2012-05-23,11257185.0,239590283.82,4.95,8.24,4.95,292.83,1.0,186056346.08,7766073.0,8741885.0,165287825.89,0.0,0.0,49249.0,0.0,0.0,0.0,0.0,0.56,3000.0,112568.0,0.0,0.0,0.0,49249.0,0.0,0.0,199321.0,201.98,2.39,0.0,0.0,19.86,19.86,31329912.0,666804579.31,0.0,808.2,19.99,11.28,0.129,26.74,0.2879,25.24
2012-05-24,11119613.0,237740589.69,4.89,8.31,4.89,289.8,1.0,184499404.16,7595678.0,8629414.0,162397825.07,0.0,0.0,4692.0,3.25,0.0,200.0,0.0,9.44,125500.0,305744.0,0.0,0.0,3.25,4692.0,0.01,130657.0,238171.0,192.17,3.37,0.0,0.0,19.35,19.35,31650858.0,676704633.96,0.0,800.19,19.37,11.04,0.1342,28.28,0.2833,25.355
2012-05-25,12090118.0,251608751.69,5.32,9.27,5.32,310.25,2.0,190527920.73,7991554.0,9155107.0,166313093.56,0.0,0.0,43853.0,9.25,0.0,300000.0,0.0,4.52,416408.0,184275.0,0.0,0.0,9.25,43853.0,7.87,536298.0,190715.0,202.53,5.22,0.0,0.0,20.12,20.12,31729850.0,660333335.86,0.0,802.07,20.16,12.97,0.1204,25.4,0.3044,24.68
2012-05-28,13397042.0,282083386.84,5.9,10.24,5.9,341.26,2.0,214255420.52,8218493.0,10175675.0,173045687.26,0.0,0.0,317155.0,31.72,0.0,0.0,0.0,7.3,1215368.0,241752.0,0.0,0.0,31.72,317155.0,0.0,151536.0,194800.0,203.23,4.53,0.0,0.0,20.5,20.5,31869756.0,671038331.46,0.0,788.64,20.49,17.53,0.1218,23.52,0.3342,24.97
2012-05-29,13917561.0,296505315.99,6.12,10.93,6.12,356.59,2.0,222287979.91,8530263.0,10433899.0,181732153.09,0.0,0.0,103753.0,7.06,0.0,112225.0,0.0,2.01,263311.0,104388.0,0.0,0.0,7.06,103753.0,2.94,312405.0,117312.0,213.96,2.87,0.0,0.0,21.18,21.18,31748864.0,676390565.31,0.0,796.42,21.18,19.05,0.1242,22.75,0.3455,25.265
2012-05-30,13454820.0,276265660.36,5.92,10.72,5.92,344.38,2.0,209639142.06,7908228.0,10209944.0,162378376.72,0.0,0.0,8256.0,1.52,0.0,0.0,0.0,19.34,56031.0,786876.0,0.0,0.0,1.52,8256.0,0.0,156585.0,279986.0,199.42,8.43,0.0,0.0,19.71,19.71,32211624.0,661396107.54,0.0,808.78,19.78,18.63,0.1208,22.86,0.3354,24.35
2012-05-31,13243115.0,267842766.0,5.83,10.72,5.83,333.2,2.0,198703810.5,8066964.0,9824635.0,163154812.97,0.0,0.0,72701.0,0.0,0.0,0.0,0.0,2.81,12068.0,87703.0,0.0,0.0,0.0,72701.0,0.0,173738.0,397377.0,196.44,9.82,0.0,0.0,20.16,20.16,31953976.0,646271010.76,0.0,776.46,20.19,19.11,0.1228,22.78,0.3309,23.985
2012-06-01,13423440.0,266283039.84,5.91,11.07,5.91,332.48,2.0,198883919.4,8121781.0,10025822.0,161113137.44,0.0,0.0,81296.0,3.52,0.0,169000.0,0.0,4.27,119187.0,142608.0,0.0,0.0,3.52,81296.0,5.01,427469.0,87000.0,195.15,2.32,0.0,0.0,20.15,20.15,32194768.0,638653034.54,0.0,766.37,20.3,18.56,0.1119,21.14,0.333,23.525
2012-06-04,16609343.0,325350674.72,7.31,13.86,7.31,402.78,2.0,250115144.47,11763186.0,12768525.0,230422148.66,0.0,0.0,2795616.0,63.51,0.0,165000.0,0.0,11.1,2733000.0,449310.0,0.0,0.0,63.51,2795616.0,3.84,1296987.0,155297.0,276.09,5.26,0.0,0.0,29.28,29.28,28408822.0,556483745.67,0.0,663.0,29.4,15.73,0.1005,16.75,0.4135,23.23
2012-06-05,17018816.0,339111964.41,7.49,14.83,7.49,411.67,2.0,260421077.95,12386458.0,13069602.0,246808949.84,0.0,0.0,296158.0,24.89,0.0,50000.0,0.0,3.22,972192.0,140041.0,0.0,0.0,24.89,296158.0,1.22,531953.0,721115.0,290.91,19.72,0.0,0.0,30.88,30.88,27719622.0,552333104.08,0.0,647.79,30.99,15.49,0.0958,15.55,0.4243,23.63
2012-06-06,20167132.0,405925755.83,8.87,17.95,8.87,486.72,2.0,290926596.62,14327437.0,14453764.0,288383875.97,0.0,0.0,838450.0,35.06,0.0,0.0,0.0,5.68,1492212.0,265655.0,0.0,0.0,35.06,838450.0,0.0,1368184.0,108050.0,338.44,3.26,0.0,0.0,35.61,35.61,25910160.0,521521914.05,0.0,612.69,35.58,12.9,0.0825,13.46,0.5012,23.87
2012-06-07,23197470.0,481689199.95,10.21,20.92,10.21,564.58,3.0,319279359.75,15888975.0,15376042.0,329930274.97,0.0,0.0,911373.0,37.49,0.0,130000.0,0.0,32.57,1522225.0,1424840.0,0.0,0.0,37.49,911373.0,3.13,2075005.0,729947.0,380.74,17.36,0.0,0.0,39.58,39.58,24258916.0,503729839.49,0.0,585.54,39.4,11.31,0.0768,11.94,0.5778,24.625
2012-06-08,30214088.0,618215420.24,13.3,27.34,13.3,749.98,3.0,412096116.31,19163410.0,20140404.0,392105681.51,0.0,0.0,2318053.0,102.84,0.0,953000.0,0.0,1.67,4001064.0,185972.0,0.0,0.0,102.84,2318053.0,25.23,1142354.0,189703.0,473.59,4.66,0.0,0.0,47.67,47.67,21037286.0,430447366.31,0.0,517.15,47.8,9.25,0.0838,18.46,0.7516,24.265
2012-06-11,30540556.0,613320785.18,13.44,27.33,13.44,748.61,3.0,411665064.26,19522756.0,20499028.0,392059399.27,0.0,0.0,269713.0,23.25,0.0,0.0,0.0,7.88,879016.0,305978.0,0.0,0.0,23.25,269713.0,0.0,395610.0,520390.0,473.47,13.06,0.0,0.0,48.55,48.55,20689304.0,415486220.16,0.0,493.17,48.98,9.7,0.0859,18.54,0.7595,22.7
2012-06-12,31285984.0,632165520.61,13.77,27.94,13.77,737.7,3.0,427837541.72,19956824.0,21173756.0,403248177.64,0.0,0.0,425370.0,9.0,0.0,0.0,0.0,0.32,714098.0,9789.0,0.0,0.0,9.0,425370.0,0.0,51099.0,39371.0,455.01,1.48,0.0,0.0,49.6,49.6,20282496.0,409828715.73,0.0,461.95,49.62,9.67,0.0858,18.18,0.7775,22.84
2012-06-13,31378192.0,623063646.32,13.81,25.53,13.81,733.19,3.0,424556759.43,19665816.0,21381160.0,390495890.42,0.0,0.0,13658.0,4.53,0.0,45370.0,0.0,5.67,374110.0,245395.0,0.0,0.0,4.53,13658.0,1.02,56352.0,212077.0,448.2,6.32,2.47,0.0,49.29,49.29,20232588.0,401750045.18,108853.0,458.35,49.44,9.68,0.0861,18.39,0.7865,22.445
2012-06-14,31598038.0,625891562.78,13.9,23.84,13.9,731.36,3.0,446545817.48,19349044.0,22543796.0,383264409.88,0.0,0.0,706542.0,44.45,0.0,1327370.0,0.0,35.53,1970000.0,1539668.0,0.0,0.0,44.45,706542.0,31.56,292439.0,2134734.0,434.95,50.52,0.0,0.0,48.77,48.77,20327136.0,402638382.73,0.0,455.59,48.84,12.84,0.0793,15.03,0.7964,22.39
2012-06-15,26544026.0,535175231.75,11.68,20.04,11.68,616.77,3.0,404291022.97,15384124.0,20052332.0,310171566.55,0.0,0.0,8756.0,4.27,0.0,0.0,0.0,89.44,189500.0,3978966.0,0.0,0.0,4.27,8756.0,0.0,7039.0,2680963.0,345.35,60.32,0.04,0.0,38.89,38.89,24175424.0,487419961.91,1750.0,544.9,38.79,11.52,0.0791,14.86,0.671,22.79
2012-06-18,23130920.0,466565519.55,10.18,17.47,10.18,549.22,3.0,367985981.89,12249633.0,18243642.0,247082968.81,0.0,0.0,285603.0,5.24,0.0,0.0,0.0,79.73,168470.0,3621109.0,0.0,0.0,5.24,285603.0,0.0,46906.0,1977160.0,280.66,40.26,0.0,0.0,30.66,30.66,27701040.0,558747776.56,0.0,632.13,30.75,12.53,0.0836,15.95,0.579,22.8
2012-06-19,21243478.0,442589818.77,9.35,15.96,9.35,502.87,2.0,360603394.54,9864454.0,17308284.0,205517519.69,0.0,0.0,11820.0,1.77,0.0,0.0,0.0,55.1,78993.0,2396999.0,0.0,0.0,1.77,11820.0,0.0,0.0,1014351.0,225.26,26.73,0.0,0.0,24.42,24.42,30529314.0,636052323.93,0.0,698.08,24.4,13.83,0.0907,17.14,0.5259,23.55
2012-06-20,19890290.0,426274925.77,8.75,15.09,8.75,483.44,2.0,364368493.13,8838068.0,17001692.0,189411355.02,0.0,1750.0,123238.0,2.61,0.04,0.0,0.0,27.2,79314.0,1250959.0,0.0,1750.0,2.61,123238.0,0.0,92815.0,385905.0,209.04,6.4,0.0,0.0,22.9,22.9,29757984.0,637752512.44,0.0,704.26,22.89,13.38,0.0962,18.36,0.5153,24.225
2012-06-21,16260548.0,344816546.86,7.16,12.47,7.16,400.85,2.0,290550083.06,8327953.0,13701499.0,176600197.97,0.0,0.0,152498.0,5.06,0.0,23500.0,0.0,15.5,224230.0,677957.0,0.0,0.0,5.06,152498.0,0.57,71978.0,3547924.0,203.01,82.3,0.0,0.0,21.7,21.7,30043308.0,637089827.53,0.0,728.98,21.78,16.83,0.1142,23.06,0.4238,23.97
2012-06-22,14798573.0,306482823.11,6.51,11.43,6.51,363.34,2.0,263467435.34,8082712.0,12721568.0,167395355.76,0.0,0.0,0.0,6.87,0.0,0.0,0.0,9.51,352678.0,381713.0,0.0,0.0,6.87,0.0,0.0,136472.0,1332609.0,193.49,32.86,0.0,0.0,20.84,20.84,30693352.0,635668396.65,0.0,731.7,20.91,19.05,0.1316,25.82,0.3816,23.41
2012-06-25,13884936.0,282094889.6,6.11,10.8,6.11,333.78,2.0,237817307.31,8437559.0,11705558.0,171422632.02,0.0,0.0,474037.0,0.0,0.0,45000.0,0.0,5.32,0.0,194201.0,0.0,0.0,0.0,474037.0,1.11,75011.0,1061010.0,197.69,30.98,0.0,0.0,21.85,21.85,30180128.0,613158020.76,0.0,706.06,21.87,20.24,0.121,22.6,0.3595,22.965
2012-06-26,14762351.0,301161683.86,6.5,11.61,6.5,350.87,2.0,247145411.46,8812809.0,12114580.0,179787108.3,0.0,0.0,876635.0,29.46,0.0,0.0,0.0,12.79,1297875.0,535579.0,0.0,0.0,29.46,876635.0,0.0,1582.0,888853.0,202.9,21.99,0.0,0.0,23.06,23.06,29400432.0,599788177.86,0.0,675.96,23.09,17.76,0.1072,18.8,0.3863,23.06
2012-06-27,13396936.0,278639702.86,5.9,10.61,5.9,316.78,2.0,238484341.42,8327253.0,11466275.0,173196565.36,0.0,113494.0,410000.0,1.39,2.62,0.0,0.0,24.52,96800.0,1056775.0,0.0,113494.0,1.39,410000.0,0.0,47725.0,745105.0,192.48,17.51,0.0,0.0,21.14,21.14,31058212.0,645972404.67,0.0,719.89,21.1,20.19,0.1266,20.81,0.3401,23.51
2012-06-28,13675654.0,282198462.58,6.02,10.93,6.02,326.12,2.0,236387678.01,7765375.0,11455612.0,160239275.31,0.0,0.0,151854.0,5.08,0.0,0.0,0.0,26.43,187526.0,1178888.0,0.0,0.0,5.08,151854.0,0.0,465156.0,179189.0,182.42,4.27,0.0,0.0,19.7,19.7,31643768.0,652972258.58,0.0,742.73,19.72,19.7,0.1231,20.26,0.347,23.325
2012-06-29,12145829.0,265190037.27,5.34,9.85,5.34,294.33,2.0,224217053.82,7414115.0,10269247.0,161878570.26,0.0,0.0,7636.0,0.0,0.0,0.0,0.0,9.43,0.0,389750.0,0.0,0.0,0.0,7636.0,0.0,30854.0,1186365.0,173.03,22.79,0.0,0.0,19.44,19.44,30732256.0,671003034.37,0.0,724.44,19.28,19.51,0.1261,21.59,0.3184,24.68
2012-07-02,10949011.0,241044609.47,4.82,8.95,4.82,272.33,1.0,219203598.94,6899434.0,9956923.0,151892383.16,21.09,111500.0,71.0,0.0,2.77,25000.0,856746.0,13.32,0.0,626252.0,21.09,111500.0,0.0,71.0,0.62,0.0,1194070.0,170.24,26.68,0.0,0.0,17.9,17.9,31640414.0,696569876.13,0.0,785.63,17.81,18.28,0.1182,21.7,0.2841,24.885
2012-07-03,10085930.0,224497481.35,4.44,8.24,4.44,256.16,1.0,202856762.22,6768534.0,9113684.0,150657285.49,0.0,0.0,51183.0,0.66,0.0,5200.0,0.0,5.06,20000.0,202083.0,0.0,0.0,0.66,51183.0,0.13,20000.0,868439.0,168.56,16.65,0.0,0.0,17.72,17.72,31430042.0,699584992.92,0.0,783.4,17.71,15.24,0.1192,23.95,0.264,25.16
2012-07-04,10126637.0,226926554.34,4.46,8.73,4.46,259.05,1.0,204689240.55,6749590.0,9134293.0,151250726.37,0.0,0.0,80098.0,4.37,0.0,0.0,0.0,3.54,142500.0,159042.0,0.0,0.0,4.37,80098.0,0.0,60000.0,121891.0,170.39,2.86,0.0,0.0,17.5,17.5,31818478.0,713016332.77,0.0,803.47,17.5,15.38,0.1144,22.62,0.2626,25.33
2012-07-05,9288058.0,206327215.88,4.09,8.07,4.09,239.11,1.0,183117081.83,6710104.0,8243227.0,149059908.61,0.0,0.0,59036.0,0.0,0.0,0.0,0.0,4.12,0.0,162466.0,0.0,0.0,0.0,59036.0,0.0,63944.0,891066.0,170.8,22.69,0.0,0.0,17.35,17.35,31956600.0,709891810.23,0.0,810.88,17.4,16.98,0.1208,25.04,0.2402,25.11
2012-07-06,8691862.0,189930478.44,3.82,7.55,3.82,223.08,1.0,167172569.41,6261957.0,7650383.0,136833337.78,0.0,0.0,4848.0,4.29,0.0,0.0,0.0,11.66,131398.0,452995.0,0.0,0.0,4.29,4848.0,0.0,0.0,724242.0,157.75,19.59,0.0,0.0,15.98,15.98,32933128.0,719639216.27,0.0,829.35,15.98,13.71,0.1252,27.6,0.2218,24.7
2012-07-09,8189737.0,177219413.35,3.6,7.36,3.6,206.67,1.0,155637528.71,6330187.0,7192386.0,136980226.17,0.0,0.0,123929.0,0.98,0.0,0.0,0.0,1.87,86626.0,55699.0,0.0,0.0,0.98,123929.0,0.0,0.0,544623.0,156.04,14.43,0.0,0.0,16.14,16.14,32882756.0,711556760.32,0.0,815.41,16.06,14.41,0.1399,29.94,0.2089,24.46
2012-07-10,8305398.0,182771478.46,3.65,7.49,3.65,208.64,1.0,159060078.65,6328850.0,7227918.0,139274875.38,0.0,0.0,83260.0,1.89,0.0,0.0,0.0,2.48,118023.0,97046.0,0.0,0.0,1.89,83260.0,0.0,12449.0,82491.0,155.53,2.32,0.0,0.0,16.08,16.08,33041846.0,727130360.83,0.0,819.76,15.95,13.34,0.1374,29.91,0.211,24.875
2012-07-11,8300407.0,180385258.45,3.65,7.55,3.65,208.35,1.0,154517650.85,6462315.0,7110112.0,140439662.96,0.0,0.0,232102.0,0.04,0.0,0.0,0.0,3.61,24449.0,149358.0,0.0,0.0,0.04,232102.0,0.0,50721.0,142255.0,160.6,3.63,0.0,0.0,16.4,16.4,32948120.0,716031773.11,0.0,820.86,16.36,13.57,0.1382,29.84,0.2106,24.565
2012-07-12,7407700.0,158723931.13,3.26,6.86,3.26,185.12,1.0,135516986.94,5992849.0,6324624.0,128408082.39,0.0,0.0,73057.0,0.0,0.0,3391.0,0.0,13.83,0.0,542523.0,0.0,0.0,0.0,73057.0,0.09,0.0,788879.0,147.0,19.36,0.0,0.0,15.17,15.17,33504968.0,717907074.16,0.0,826.71,15.1,15.07,0.164,34.05,0.1875,24.22
2012-07-13,7423030.0,162565742.87,3.27,7.03,3.27,184.52,1.0,140768246.15,5910085.0,6427719.0,129431964.91,0.0,0.0,23955.0,3.21,0.0,0.0,0.0,3.18,163205.0,106719.0,0.0,0.0,3.21,23955.0,0.0,0.0,60110.0,143.32,1.78,0.0,0.0,14.98,14.98,33540060.0,734533575.89,0.0,816.03,14.94,14.35,0.1647,34.31,0.1882,24.755
2012-07-16,7548470.0,166882222.91,3.32,7.39,3.32,188.33,1.0,144099575.13,5965872.0,6517958.0,131894010.44,0.0,0.0,103493.0,1.58,0.0,95000.0,0.0,2.23,59208.0,103159.0,0.0,0.0,1.58,103493.0,2.35,55453.0,63969.0,147.57,1.44,0.0,0.0,15.15,15.15,33421184.0,738878405.6,0.0,828.34,15.12,14.41,0.1573,33.16,0.1916,24.99
