DATE,MF FP Equity_DX_SI_QTY,MF FP Equity_DX_SHORT_INTEREST_VALUE,MF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MF FP Equity_DX_SI_MV,MF FP Equity_DX_DSS,MF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MF FP Equity_DX_SUPPLY_SI_QTY,MF FP Equity_DX_BROKER_SI_QTY,MF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MF FP Equity_DX_BROKER_SI_MV_NEW_x,MF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MF FP Equity_DX_SUPPLY_SI_QTY_INC_x,MF FP Equity_DX_BROKER_SI_MV_INC_x,MF FP Equity_DX_SUPPLY_SI_MV_NEW,MF FP Equity_DX_BROKER_SI_QTY_ADD,MF FP Equity_DX_BROKER_SI_QTY_NEW,MF FP Equity_DX_SUPPLY_SI_MV_DEC,MF FP Equity_DX_BROKER_SI_QTY_INC,MF FP Equity_DX_SUPPLY_SI_QTY_DEC,MF FP Equity_DX_BROKER_SI_MV_NEW_y,MF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MF FP Equity_DX_BROKER_SI_MV_INC_y,MF FP Equity_DX_SUPPLY_SI_QTY_INC_y,MF FP Equity_DX_BROKER_SI_MV_ADD,MF FP Equity_DX_SUPPLY_SI_QTY_ADD,MF FP Equity_DX_BROKER_SI_QTY_DEC,MF FP Equity_DX_SUPPLY_SI_MV,MF FP Equity_DX_BROKER_SI_MV_DEC,MF FP Equity_DX_SUPPLY_SI_MV_RMV,MF FP Equity_DX_BROKER_SI_MV_RMV,MF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MF FP Equity_DX_UTILIZATION_QUANTITY,MF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MF FP Equity_DX_ACTIVE_UTILIZATION_MV,MF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MF FP Equity_DX_BROKER_SI_CON_RATIO,MF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MF FP Equity_DX_DEMAND_SUPPLY_RATIO,MF FP Equity_PX_LAST
2008-04-18,2255829.0,160113160.44,8.21,10.8,4.48,194.25,1.0,114281339.72,827674.0,1610106.0,58746252.47,0.0,0.0,186.0,1.75,0.0,0.0,0.0,0.02,15179.0,186.0,0.0,0.0,1.75,186.0,0.0,11704.0,0.0,72.14,0.0,0.0,0.0,39.48,39.48,1268817.0,90057491.01,0.0,111.49,39.28,11.68,0.1743,36.12,1.0759,88.4
2008-04-21,2358329.0,165740982.71,8.58,11.34,4.69,203.45,1.0,120392971.77,826024.0,1713072.0,58052133.31,0.0,0.0,4384.0,9.22,0.0,0.0,0.0,0.63,104000.0,6893.0,0.0,0.0,9.22,4384.0,0.0,859.0,1034.0,72.53,0.09,0.0,0.0,39.38,39.38,1271656.0,89370700.66,0.0,111.45,39.42,11.15,0.1611,34.5,1.1243,87.53
2008-04-22,2062704.0,139366893.81,7.51,9.9,4.1,177.08,1.0,92506885.15,850174.0,1369151.0,57442129.16,0.0,0.0,24596.0,1.44,0.0,0.0,0.0,0.04,11525.0,446.0,0.0,0.0,1.44,24596.0,0.0,0.0,43494.0,73.49,3.51,0.0,27.34,39.68,39.68,1292148.0,87304166.33,0.0,110.93,39.85,12.65,0.1868,37.89,0.9628,84.15
2008-04-23,2321448.0,160297223.79,8.45,11.11,4.61,198.42,1.0,115790495.02,850174.0,1676895.0,58704968.6,27.33,0.0,0.0,0.0,0.0,0.0,311952.0,0.0,0.0,0.0,27.33,0.0,0.0,0.0,0.0,0.0,4208.0,72.49,0.19,0.0,0.0,39.29,39.29,1313416.0,90692076.02,0.0,111.14,39.48,11.16,0.1548,33.34,1.0729,86.0
2008-04-24,2279410.0,157705606.07,8.3,10.71,4.53,196.91,1.0,112629218.78,857136.0,1627895.0,59302693.4,0.0,0.0,6962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6962.0,0.0,0.0,49000.0,74.49,4.15,0.0,0.0,39.46,39.46,1314822.0,90968628.01,0.0,112.81,39.77,11.46,0.1448,31.44,1.0494,86.17
2008-04-25,2207346.0,155023711.37,8.03,10.29,4.39,190.57,1.0,113927095.77,806626.0,1622181.0,56650002.4,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,6.18,0.0,70510.0,0.0,0.0,0.0,20000.0,0.0,0.0,5714.0,69.9,0.47,0.0,0.0,37.21,37.21,1361250.0,95601698.65,0.0,118.44,37.11,11.73,0.1501,32.02,1.0182,87.47
2008-04-28,2280267.0,163989811.24,8.3,10.66,4.53,197.82,1.0,119826628.94,835547.0,1666181.0,60089978.42,0.0,0.0,2642.0,3.99,0.0,0.0,0.0,0.14,44000.0,2053.0,0.0,0.0,3.99,2642.0,0.0,42000.0,0.0,73.41,0.0,1.19,0.0,38.52,38.52,1333396.0,95893752.07,13668.0,118.01,38.35,11.11,0.1418,30.84,1.0513,89.57
2008-04-29,2392627.0,171033019.19,8.71,11.22,4.75,209.73,1.0,121726441.77,914318.0,1702864.0,65358523.51,0.0,533.0,2794.0,3.92,0.05,0.0,0.0,0.11,41124.0,1066.0,0.0,533.0,3.92,2794.0,0.0,76510.0,4441.0,81.08,0.16,0.0,0.0,42.58,42.58,1233188.0,88152422.78,0.0,110.86,42.24,10.65,0.1426,31.29,1.1141,89.03
2008-04-30,2376157.0,169092549.12,8.65,11.05,4.72,208.29,1.0,122542581.68,875405.0,1722018.0,62295741.81,0.0,0.0,0.0,2.62,0.0,0.0,0.0,3.52,25499.0,38913.0,0.0,0.0,2.62,0.0,0.0,0.0,6345.0,77.75,0.64,0.0,0.0,40.0,40.0,1312946.0,93432120.02,0.0,116.64,40.0,10.64,0.1413,30.84,1.0858,88.63
2008-05-01,2376157.0,169092549.12,8.65,11.2,4.72,208.25,1.0,122542581.68,875555.0,1722018.0,62306416.14,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,77.9,0.0,0.0,0.0,39.97,39.97,1314732.0,93559215.7,0.0,116.62,40.05,10.7,0.1413,30.83,1.0849,0.0
2008-05-02,2411781.0,176391300.06,8.78,11.36,4.79,212.53,1.0,125943853.83,911889.0,1722018.0,66693155.9,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,26334.0,0.0,81.74,0.0,0.0,0.0,41.93,41.93,1263113.0,92380752.73,0.0,114.21,41.71,10.73,0.1406,30.71,1.1089,91.09
2008-05-05,2418594.0,174442764.43,4.81,11.35,4.81,214.32,1.0,124505892.87,918485.0,1726235.0,66246365.65,0.0,0.0,3661.0,0.13,0.0,10159.0,0.0,0.02,1440.0,93.0,0.0,0.0,0.13,3661.0,0.73,3028.0,7382.0,83.05,0.46,0.0,0.0,41.93,41.93,1272136.0,91753688.54,0.0,114.86,41.96,10.75,0.138,30.28,1.1041,89.83
2008-05-06,2436313.0,173842857.64,4.84,11.62,4.84,214.82,1.0,123817510.75,927204.0,1735235.0,66160543.81,0.0,0.0,2141.0,0.72,0.0,0.0,0.0,0.32,9000.0,3581.0,0.0,0.0,0.72,2141.0,0.0,10159.0,0.0,82.96,0.0,0.0,0.0,41.58,41.58,1302873.0,92966365.76,0.0,116.54,41.59,10.6,0.1376,30.31,1.0925,88.87
2008-05-07,2452119.0,177195480.81,4.87,11.71,4.87,216.09,1.0,125192431.78,945620.0,1732475.0,68332568.92,0.0,0.0,20000.0,0.18,0.0,0.0,0.0,1.04,2000.0,11833.0,0.0,0.0,0.18,20000.0,0.0,10249.0,4760.0,84.66,0.65,0.0,0.0,40.97,40.97,1362472.0,98455205.94,0.0,122.17,40.93,10.36,0.1367,30.22,1.0624,90.0
2008-05-08,2477651.0,175877430.5,4.92,11.86,4.92,218.6,1.0,124783731.9,945752.0,1757875.0,67134730.29,0.0,132.0,0.0,2.25,0.01,1700.0,0.0,0.24,23700.0,2747.0,0.0,132.0,2.25,0.0,0.16,2747.0,0.0,84.55,0.0,0.0,0.0,40.76,40.76,1374543.0,97572697.26,0.0,122.61,40.81,10.19,0.1383,30.54,1.0678,88.41
2008-05-09,2470489.0,175507883.13,4.91,11.83,4.91,216.23,1.0,126445450.06,936740.0,1779875.0,66547656.94,0.0,0.0,150.0,1.82,0.0,0.0,0.0,2.68,22000.0,30000.0,0.0,0.0,1.82,150.0,0.0,20838.0,0.0,82.59,0.0,0.0,0.0,41.08,41.08,1343314.0,95431388.89,0.0,118.84,41.0,10.02,0.1369,30.36,1.0835,88.48
2008-05-12,2430549.0,173763326.4,4.83,11.83,4.83,212.76,1.0,124390371.61,936740.0,1739935.0,66968844.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39940.0,82.8,3.52,0.0,0.0,40.78,40.78,1360111.0,97236225.9,0.0,120.71,40.69,10.24,0.1369,30.35,1.0582,89.04
2008-05-13,2467135.0,179290826.37,4.9,12.27,4.9,217.16,1.0,129102752.04,923700.0,1776521.0,67126823.75,0.0,0.0,0.0,4.46,0.0,0.0,0.0,1.08,49626.0,13040.0,0.0,0.0,4.46,0.0,0.0,0.0,13040.0,82.68,1.11,0.0,0.0,41.31,41.31,1312435.0,95376846.3,0.0,117.87,41.23,10.2,0.145,31.92,1.1033,90.51
2008-05-14,2510464.0,185926751.69,4.99,12.37,4.99,223.88,1.0,134779387.03,923700.0,1819850.0,68409879.82,0.0,0.0,0.0,5.79,0.0,0.0,0.0,0.0,58340.0,0.0,0.0,0.0,5.79,0.0,0.0,0.0,15011.0,83.9,0.97,0.0,0.0,40.56,40.56,1353792.0,100262799.64,0.0,123.27,40.5,10.0,0.1396,31.03,1.1023,92.24
2008-05-15,2497763.0,186389947.38,4.96,12.22,4.96,225.57,1.0,136231742.67,905243.0,1825606.0,67551723.34,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.67,5756.0,18457.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,83.8,0.0,0.0,0.0,39.06,39.06,1412235.0,105384861.31,0.0,130.75,39.06,10.03,0.1389,30.9,1.0778,92.94
2008-05-16,2502133.0,187037488.1,4.97,12.28,4.97,226.6,1.0,136792934.0,905243.0,1829976.0,67668016.38,0.0,0.0,141.0,0.48,0.0,0.0,0.0,0.11,4370.0,1162.0,0.0,0.0,0.48,141.0,0.0,1021.0,0.0,83.83,0.0,0.0,0.0,38.55,38.55,1442850.0,107854794.17,0.0,134.19,38.45,9.97,0.1392,30.94,1.0656,93.1
2008-05-19,2508743.0,188840890.48,4.99,12.47,4.99,228.12,1.0,138245541.97,905243.0,1836586.0,68140456.88,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,3390.0,84.56,0.18,0.0,0.0,38.32,38.32,1456788.0,109656964.93,0.0,136.14,38.31,10.02,0.1404,31.19,1.0621,93.75
2008-05-20,2578400.0,190026536.13,5.12,12.81,5.12,234.46,2.0,141680171.12,869242.0,1922406.0,64062614.92,0.0,0.0,32793.0,8.09,0.0,0.0,0.0,1.98,85820.0,21145.0,0.0,0.0,8.09,32793.0,0.0,2189.0,0.0,80.56,0.0,4.66,0.0,37.52,37.52,1447477.0,106678188.19,49838.0,134.16,37.52,9.6,0.1551,33.94,1.113,91.79
2008-05-21,2665665.0,195473377.49,5.3,13.25,5.3,240.06,2.0,143163378.36,926598.0,1952315.0,67947488.01,0.0,0.0,43042.0,3.44,0.0,0.0,0.0,0.15,42648.0,1581.0,0.0,0.0,3.44,43042.0,0.0,15895.0,12739.0,84.51,1.38,0.0,0.0,75.06,39.6,307857.0,22575172.64,0.0,28.2,74.98,9.19,0.1473,32.53,1.1391,91.33
2008-05-22,2719461.0,200509987.01,5.4,13.71,5.4,244.98,2.0,145523601.67,961063.0,1973696.0,70860633.65,0.0,0.0,32633.0,1.67,0.0,0.0,0.0,2.01,21381.0,21966.0,0.0,0.0,1.67,32633.0,0.0,23798.0,0.0,88.09,0.0,0.0,0.0,74.26,40.6,333124.0,24561738.12,0.0,30.49,74.29,9.03,0.1458,32.31,1.1488,91.83
2008-05-23,2832571.0,200252872.46,5.63,14.27,5.63,255.45,2.0,142007788.65,1059886.0,2008696.0,74930236.87,0.0,0.0,86899.0,3.49,0.0,0.0,0.0,0.0,35000.0,0.0,0.0,0.0,3.49,86899.0,0.0,11924.0,0.0,96.75,0.0,0.0,0.0,81.46,44.74,241166.0,17049593.55,0.0,21.62,81.74,8.61,0.1463,32.36,1.1956,88.05
2008-05-26,2866122.0,205616432.22,5.7,14.79,5.7,254.12,2.0,145016474.05,1080874.0,2021409.0,77542217.52,0.0,0.0,3550.0,1.33,0.0,0.0,0.0,0.36,20713.0,3400.0,0.0,0.0,1.33,3550.0,0.0,20838.0,8000.0,95.87,1.47,0.0,0.0,81.15,41.42,251067.0,18011620.16,0.0,22.29,81.13,8.45,0.1436,31.84,1.0984,89.35
2008-05-27,2894344.0,209058670.01,5.75,15.53,5.75,256.6,2.0,147177363.21,1097386.0,2037619.0,79264267.71,0.0,0.0,4404.0,0.04,0.0,8978.0,0.0,0.0,10181.0,125.0,0.0,0.0,0.04,4404.0,0.83,12233.0,2949.0,98.32,0.12,0.0,0.0,80.44,44.07,266803.0,19271199.39,0.0,23.85,80.48,8.43,0.1419,31.63,1.1624,89.96
2008-05-28,3053047.0,220497285.51,6.07,16.64,6.07,273.12,2.0,157324594.05,1236321.0,2178346.0,89289625.91,0.0,0.0,51460.0,13.19,0.0,0.0,0.0,0.45,140897.0,5000.0,0.0,0.0,13.19,51460.0,0.0,92475.0,170.0,111.45,0.0,0.0,0.0,85.01,50.72,217918.0,15738482.72,0.0,19.54,85.08,8.0,0.1315,30.09,1.2525,89.95
2008-05-29,3075219.0,224913405.23,6.11,17.0,6.11,275.98,2.0,158010564.52,1324849.0,2160463.0,96895960.91,0.0,84928.0,76.0,2.28,7.64,0.0,0.0,0.01,23779.0,150.0,0.0,84928.0,2.28,76.0,0.0,3674.0,41662.0,119.97,3.78,0.0,0.0,85.87,52.28,217918.0,15937947.65,0.0,19.6,85.96,8.43,0.1268,29.26,1.2136,91.09
2008-05-30,3152334.0,231489881.59,6.26,17.5,6.26,284.32,2.0,161905315.66,1363793.0,2204760.0,100149375.06,0.0,0.0,20874.0,4.64,0.0,0.0,0.0,1.86,47954.0,20575.0,0.0,0.0,4.64,20874.0,0.0,38645.0,3657.0,124.22,0.21,0.0,0.0,85.55,53.64,230388.0,16918413.73,0.0,21.07,85.5,8.42,0.1211,28.3,1.2398,91.46
2008-06-02,3146144.0,224139122.65,6.25,17.08,6.25,282.72,2.0,156026603.19,1377033.0,2190078.0,98103255.44,0.0,0.0,17315.0,0.85,0.0,76.0,0.0,0.42,11330.0,4406.0,0.0,0.0,0.85,17315.0,0.01,331.0,26088.0,124.51,2.13,0.0,0.0,84.22,53.62,257915.0,18374506.0,0.0,23.56,84.09,8.32,0.1214,28.43,1.2252,88.73
2008-06-03,3243544.0,237953451.27,6.44,17.75,6.44,290.13,2.0,163796981.29,1438617.0,2232717.0,105540075.98,0.0,0.0,25517.0,3.64,0.0,0.0,0.0,2.48,42639.0,26787.0,0.0,0.0,3.64,25517.0,0.0,62854.0,0.0,129.06,0.0,0.0,0.0,82.21,55.13,311299.0,22837572.55,0.0,27.68,82.34,8.18,0.1184,27.86,1.243,91.37
2008-06-04,3339728.0,244366156.18,6.63,17.86,6.63,300.73,2.0,169312490.41,1428477.0,2313977.0,104520917.18,0.0,0.0,65738.0,8.01,0.0,0.0,0.0,8.85,91607.0,99697.0,0.0,0.0,8.01,65738.0,0.0,23819.0,10347.0,130.37,1.27,0.0,0.0,78.38,52.44,394119.0,28837481.71,0.0,36.01,78.36,9.01,0.1133,26.4,1.226,91.13
2008-06-05,3375823.0,246166955.74,6.71,18.25,6.71,302.21,2.0,167809349.28,1500575.0,2301262.0,109422792.49,0.0,0.0,35566.0,4.87,0.0,0.0,0.0,7.59,53000.0,83000.0,0.0,0.0,4.87,35566.0,0.0,120732.0,65715.0,135.86,6.34,0.11,0.0,78.77,55.12,404484.0,29495206.04,1200.0,36.82,78.68,8.77,0.1107,25.78,1.2401,90.82
2008-06-06,3446259.0,238879149.31,6.85,18.87,6.85,305.3,2.0,159513115.2,1612772.0,2301262.0,111790089.89,0.0,1200.0,81763.0,0.0,0.11,0.0,0.0,3.49,0.0,37898.0,0.0,1200.0,0.0,81763.0,0.0,67132.0,0.0,143.23,0.0,0.0,0.0,69.32,52.84,713788.0,49476568.72,0.0,63.06,69.43,9.06,0.1089,25.22,1.1291,86.33
2008-06-09,3594928.0,241794992.04,7.14,19.87,7.14,311.75,2.0,155189084.49,1776903.0,2307300.0,119514562.39,0.0,0.0,134478.0,3.39,0.0,0.0,0.0,0.37,43576.0,4000.0,0.0,0.0,3.39,134478.0,0.0,35553.0,37538.0,152.64,2.58,0.17,0.0,71.79,56.63,698206.0,46961361.73,1900.0,59.91,71.81,8.6,0.1042,23.85,1.1456,83.77
2008-06-10,3811070.0,245714655.58,7.57,20.69,7.57,324.08,2.0,157542367.23,2018482.0,2443505.0,130139464.62,0.0,0.0,204144.0,14.24,0.0,0.0,0.0,2.21,188928.0,25650.0,0.0,0.0,14.24,204144.0,0.0,79777.0,52723.0,169.92,5.31,1.45,0.0,78.74,66.3,544926.0,35133520.09,16692.0,45.39,78.92,8.86,0.1014,23.27,1.2519,80.3
2008-06-11,3824942.0,244089405.29,7.6,19.9,7.6,313.57,2.0,155276974.02,2016786.0,2433229.0,128701584.32,0.0,0.0,66172.0,3.42,0.0,0.0,0.0,7.51,51141.0,83326.0,0.0,0.0,3.42,66172.0,0.0,15458.0,61417.0,160.85,6.76,0.0,0.0,79.61,66.12,516587.0,32966098.21,0.0,41.52,79.48,10.58,0.1023,23.03,1.2541,77.5
2008-06-12,3854364.0,241777602.84,7.66,19.72,7.66,308.04,2.0,153299058.08,2038945.0,2443859.0,127899501.56,0.0,0.0,20624.0,7.23,0.0,0.0,0.0,0.77,112116.0,9387.0,0.0,0.0,7.23,20624.0,0.0,10922.0,101486.0,158.53,9.43,0.0,0.0,75.88,65.1,648262.0,40664356.65,0.0,50.13,75.98,10.47,0.1003,21.97,1.2306,76.18
2008-06-13,3820338.0,238259080.71,7.59,19.05,7.59,301.19,2.0,153978645.9,2018346.0,2468953.0,125876103.77,0.0,0.0,47384.0,1.09,0.0,0.0,0.0,6.24,25094.0,72333.0,0.0,0.0,1.09,47384.0,0.0,4350.0,0.0,153.85,0.0,0.0,0.0,73.39,61.95,731800.0,45639416.01,0.0,55.72,73.41,10.37,0.1018,22.33,1.1725,75.74
2008-06-16,3899812.0,243857791.78,7.75,19.23,7.75,305.11,2.0,158698108.07,2053712.0,2537925.0,128419952.88,0.0,0.0,41016.0,4.19,0.0,0.0,0.0,1.4,68972.0,18650.0,0.0,0.0,4.19,41016.0,0.0,13000.0,0.0,155.06,0.0,0.0,0.0,74.04,62.21,720058.0,45025697.09,0.0,54.55,73.97,10.14,0.1009,22.22,1.1814,75.94
2008-06-17,3897466.0,246021761.03,7.74,19.14,7.74,304.85,2.0,150849803.32,2152599.0,2389756.0,135879619.42,0.0,82080.0,50249.0,5.32,6.22,0.0,0.0,3.24,70696.0,43442.0,0.0,82080.0,5.32,50249.0,0.0,10000.0,218865.0,163.52,17.45,0.0,0.0,75.82,62.86,686432.0,43330001.97,0.0,52.08,75.84,10.64,0.1068,23.04,1.1382,76.66
2008-06-18,3971103.0,238375190.26,7.89,19.57,7.89,309.74,2.0,150664339.61,2137244.0,2509924.0,128293309.22,0.0,0.0,40986.0,7.94,0.0,84753.0,0.0,6.78,100744.0,90024.0,0.0,0.0,7.94,40986.0,6.81,33683.0,65329.0,162.2,5.68,0.0,0.0,77.08,62.71,635646.0,38156209.04,0.0,47.81,77.24,10.66,0.1066,22.84,1.1652,72.9
2008-06-19,4013069.0,241456058.52,7.97,19.32,7.97,307.53,2.0,156249166.69,2063819.0,2596906.0,124174690.55,0.0,0.0,13620.0,8.44,0.0,0.0,0.0,8.44,117756.0,95545.0,0.0,0.0,8.44,13620.0,0.0,8500.0,30774.0,151.69,3.24,0.0,0.0,74.85,60.55,693608.0,41732612.58,0.0,51.01,74.83,10.39,0.1151,24.99,1.1773,73.07
2008-06-20,4020932.0,234909997.95,7.99,18.84,7.99,303.4,2.0,148946908.05,2244069.0,2549510.0,131102501.66,0.0,0.0,167355.0,0.68,0.0,30000.0,0.0,8.31,9000.0,107597.0,0.0,0.0,0.68,167355.0,2.19,120492.0,86396.0,162.3,8.23,0.0,0.0,79.14,64.94,591360.0,34548302.83,0.0,42.97,79.07,15.04,0.1227,25.57,1.1636,70.95
2008-06-23,4030268.0,235090376.5,8.01,18.59,8.01,301.26,2.0,146270855.29,2311285.0,2507592.0,134820032.03,0.0,0.0,10824.0,4.19,0.0,0.0,0.0,1.97,67400.0,25951.0,0.0,0.0,4.19,10824.0,0.0,82343.0,109318.0,165.84,8.35,0.0,0.0,86.22,71.93,369350.0,21544629.43,0.0,25.96,86.47,15.1,0.1261,25.97,1.2542,70.84
2008-06-24,4099543.0,228194154.25,8.14,18.47,8.14,301.78,2.0,142426782.25,2380834.0,2558719.0,132525113.42,0.0,0.0,89854.0,2.46,0.0,0.0,0.0,1.74,54726.0,23143.0,0.0,0.0,2.46,89854.0,0.0,2838.0,3599.0,167.21,0.27,0.0,0.0,87.94,72.92,326533.0,18175909.31,0.0,22.56,88.11,15.1,0.1262,25.94,1.2556,67.6
2008-06-25,4051220.0,232843234.37,8.05,17.76,8.05,291.73,2.0,146901043.82,2319076.0,2555919.0,133288529.53,0.0,0.0,4939.0,0.0,0.0,0.0,0.0,6.6,0.0,70295.0,0.0,0.0,0.0,4939.0,0.0,3598.0,2800.0,157.4,0.66,0.0,0.0,85.83,71.06,382866.0,22005163.33,0.0,26.8,85.45,14.36,0.1286,26.62,1.2414,69.8
2008-06-26,4008876.0,215819117.37,7.96,17.38,7.96,288.88,2.0,136341336.41,2276088.0,2532563.0,122533923.03,0.0,0.0,11526.0,1.91,0.0,0.0,0.0,2.97,40784.0,55436.0,0.0,0.0,1.91,11526.0,0.0,922.0,0.0,156.12,0.0,0.0,4.88,84.02,69.93,432802.0,23300033.63,0.0,29.97,83.89,13.8,0.1312,27.27,1.2317,65.38
2008-06-27,4154734.0,229384664.03,8.25,17.53,8.25,291.2,2.0,147525424.54,2294705.0,2672057.0,126691657.15,3.63,0.0,30073.0,5.8,0.0,0.0,49892.0,3.37,89602.0,37332.0,3.63,0.0,5.8,30073.0,0.0,25876.0,0.0,150.7,0.0,0.0,0.0,84.43,70.99,423262.0,23368478.38,0.0,28.18,84.25,14.14,0.1377,28.57,1.2854,67.05
2008-06-30,4209912.0,223938058.45,8.36,17.43,8.36,294.13,2.0,145605494.65,2293188.0,2737303.0,121981663.36,0.0,0.0,21974.0,4.92,0.0,0.0,0.0,1.74,91793.0,24329.0,0.0,0.0,4.92,21974.0,0.0,838.0,26547.0,151.63,2.38,0.0,0.0,84.52,70.94,420000.0,22341080.89,0.0,27.62,84.59,14.42,0.1358,28.02,1.3024,64.6
2008-07-01,4229507.0,226025176.77,8.4,17.22,8.4,292.08,2.0,147469867.82,2231033.0,2759537.0,119226573.73,0.0,0.0,59350.0,1.34,0.0,0.0,0.0,9.66,31200.0,124905.0,0.0,0.0,1.34,59350.0,0.0,3400.0,8966.0,144.27,0.86,0.0,0.0,82.82,69.14,462911.0,24737999.16,0.0,30.04,82.77,14.37,0.1387,28.6,1.3107,64.9
2008-07-02,4162525.0,218264086.59,8.27,16.59,8.27,285.6,2.0,140939549.7,2218853.0,2687865.0,116346670.19,0.0,0.0,29890.0,2.68,0.0,0.0,0.0,2.7,50000.0,42070.0,0.0,0.0,2.68,29890.0,0.0,0.0,121672.0,142.62,8.87,0.0,0.0,85.16,67.13,386533.0,20268051.77,0.0,24.97,85.1,14.92,0.1429,28.94,1.2593,63.68
2008-07-03,4198463.0,221669640.31,8.34,16.34,8.34,287.46,2.0,142120715.23,2276860.0,2691792.0,120213215.47,0.0,0.0,16771.0,0.0,0.0,0.0,0.0,0.53,9000.0,7789.0,0.0,0.0,0.0,16771.0,0.0,49025.0,5073.0,146.43,0.25,0.0,0.0,87.59,70.79,322673.0,17036426.87,0.0,20.66,87.63,14.84,0.1428,28.71,1.3054,64.12
2008-07-04,4396173.0,221248580.44,8.73,16.84,8.73,297.31,2.0,141150737.5,2368890.0,2804642.0,119220410.5,0.0,0.0,83297.0,7.3,0.0,0.0,0.0,0.0,112850.0,0.0,0.0,0.0,7.3,83297.0,0.0,8733.0,0.0,150.62,0.0,0.0,0.0,90.29,70.88,254887.0,12827836.15,0.0,15.74,90.54,15.56,0.1377,27.86,1.3155,61.12
2008-07-07,4397900.0,228143590.55,8.74,16.8,8.74,291.38,2.0,144921784.62,2389190.0,2793642.0,123940604.63,0.0,0.0,22121.0,0.15,0.0,0.0,0.0,1.52,7000.0,15927.0,0.0,0.0,0.15,22121.0,0.0,14106.0,18000.0,147.37,2.34,0.0,0.0,73.5,73.5,861294.0,44680121.35,0.0,53.78,73.26,15.47,0.1369,27.58,1.353,63.0
2008-07-08,4261494.0,215347769.22,8.47,15.89,8.47,284.81,2.0,137980582.15,2360943.0,2730483.0,119306470.53,0.0,0.0,32502.0,0.65,0.0,0.0,0.0,5.15,10830.0,86842.0,0.0,0.0,0.65,32502.0,0.0,26093.0,73989.0,148.19,4.45,0.0,0.0,72.45,72.45,897763.0,45367014.32,0.0,56.05,72.56,15.18,0.1392,28.23,1.3077,61.37
2008-07-09,4306692.0,224475990.37,8.56,15.86,8.56,285.59,2.0,144039922.82,2393141.0,2763483.0,124736734.38,0.0,0.0,40000.0,2.04,0.0,0.0,0.0,0.8,33000.0,7802.0,0.0,0.0,2.04,40000.0,0.0,0.0,0.0,147.46,0.0,0.0,0.0,73.72,73.72,852974.0,44459223.79,0.0,53.77,73.28,14.69,0.138,28.01,1.3267,63.3
2008-07-10,4301854.0,209558945.72,8.55,15.67,8.55,287.37,2.0,135995413.75,2137875.0,2791732.0,104143662.49,0.0,0.0,27276.0,1.36,0.0,0.0,0.0,17.3,28249.0,289491.0,0.0,0.0,1.36,27276.0,0.0,6949.0,0.0,133.04,0.0,0.0,0.0,66.27,66.27,1087982.0,52999558.07,0.0,67.26,66.42,14.72,0.1391,28.04,1.3336,59.16
2008-07-11,4187945.0,198940809.66,8.32,15.11,8.32,271.31,2.0,125722219.74,2300690.0,2646605.0,109290148.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,17358.0,0.0,0.0,0.0,0.0,0.0,180173.0,145127.0,134.71,9.9,0.0,0.0,71.28,71.28,927142.0,44042216.45,0.0,54.24,71.29,14.71,0.1413,29.19,1.2974,57.69
2008-07-14,4343968.0,210787780.59,8.63,15.83,8.63,276.62,2.0,135466695.95,2301290.0,2791732.0,111668366.71,0.0,0.0,5400.0,7.99,0.0,0.0,0.0,0.65,166127.0,11000.0,0.0,0.0,7.99,5400.0,0.0,6200.0,21000.0,133.3,1.78,0.0,0.0,70.99,70.99,940318.0,45628223.84,0.0,55.71,70.53,14.3,0.1391,28.23,1.3401,58.93
