DATE,KOF FP Equity_DX_SI_QTY,KOF FP Equity_DX_SHORT_INTEREST_VALUE,KOF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,KOF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,KOF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,KOF FP Equity_DX_SI_MV,KOF FP Equity_DX_DSS,KOF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,KOF FP Equity_DX_SUPPLY_SI_QTY,KOF FP Equity_DX_BROKER_SI_QTY,KOF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,KOF FP Equity_DX_BROKER_SI_MV_NEW_x,KOF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,KOF FP Equity_DX_SUPPLY_SI_QTY_INC_x,KOF FP Equity_DX_BROKER_SI_MV_INC_x,KOF FP Equity_DX_SUPPLY_SI_MV_NEW,KOF FP Equity_DX_BROKER_SI_QTY_ADD,KOF FP Equity_DX_BROKER_SI_QTY_NEW,KOF FP Equity_DX_SUPPLY_SI_MV_DEC,KOF FP Equity_DX_BROKER_SI_QTY_INC,KOF FP Equity_DX_SUPPLY_SI_QTY_DEC,KOF FP Equity_DX_BROKER_SI_MV_NEW_y,KOF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,KOF FP Equity_DX_BROKER_SI_MV_INC_y,KOF FP Equity_DX_SUPPLY_SI_QTY_INC_y,KOF FP Equity_DX_BROKER_SI_MV_ADD,KOF FP Equity_DX_SUPPLY_SI_QTY_ADD,KOF FP Equity_DX_BROKER_SI_QTY_DEC,KOF FP Equity_DX_SUPPLY_SI_MV,KOF FP Equity_DX_BROKER_SI_MV_DEC,KOF FP Equity_DX_SUPPLY_SI_MV_RMV,KOF FP Equity_DX_BROKER_SI_MV_RMV,KOF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,KOF FP Equity_DX_UTILIZATION_QUANTITY,KOF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,KOF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,KOF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,KOF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,KOF FP Equity_DX_ACTIVE_UTILIZATION_MV,KOF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,KOF FP Equity_DX_BROKER_SI_CON_RATIO,KOF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,KOF FP Equity_DX_DEMAND_SUPPLY_RATIO,KOF FP Equity_PX_LAST
2007-03-16,449055.0,13975797.05,4.27,10.89,2.02,24.53,1.0,5214792.51,289755.0,167556.0,9017953.42,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.01,10000.0,345.0,0.0,0.0,0.54,0.0,0.0,0.0,153.0,15.81,0.0,0.0,0.0,15.43,15.43,1587924.0,49420457.52,0.0,88.99,15.09,23.42,0.2085,29.68,0.2392,56.2
2007-03-19,450792.0,14154677.95,4.29,10.98,2.02,25.19,1.0,5283638.16,290852.0,168271.0,9132629.66,0.0,0.0,1097.0,0.15,0.0,0.0,0.0,0.45,715.0,8004.0,0.0,0.0,0.15,1097.0,0.0,8004.0,0.0,16.33,0.0,0.0,0.0,16.17,16.17,1508332.0,47360986.21,0.0,86.38,15.9,23.29,0.2097,29.91,0.2506,56.7
2007-03-20,456312.0,14643876.7,4.34,11.4,2.05,25.6,1.0,5573512.51,290986.0,173674.0,9338266.6,0.0,0.0,434.0,0.33,0.0,0.0,0.0,0.02,5403.0,300.0,0.0,0.0,0.33,434.0,0.0,0.0,0.0,16.46,0.0,0.0,0.0,16.16,16.16,1509473.0,48441716.41,0.0,87.28,15.87,22.68,0.2044,29.62,0.2534,57.95
2007-03-21,455495.0,14756393.02,4.33,11.95,2.04,25.83,1.0,5657284.15,289248.0,174627.0,9370590.6,0.0,0.0,1633.0,0.11,0.0,0.0,0.0,0.18,954.0,3371.0,0.0,0.0,0.11,1633.0,0.0,0.0,0.0,16.57,0.0,0.0,0.0,15.99,15.99,1520013.0,49242931.79,0.0,88.89,15.72,22.68,0.206,30.06,0.2518,58.5
2007-03-22,455108.0,14917757.5,4.33,12.13,2.04,26.15,1.0,5713784.2,289204.0,174315.0,9479673.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,16.83,0.0,0.0,0.0,15.85,15.85,1535079.0,50317586.74,0.0,90.83,15.63,22.66,0.2059,30.01,0.2495,59.19
2007-03-23,456099.0,14637041.15,4.34,12.37,2.05,26.37,1.0,5609230.7,289749.0,174787.0,9298569.03,0.0,0.0,545.0,0.06,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.06,545.0,0.0,0.0,0.0,16.99,0.0,0.0,0.0,15.94,15.94,1527672.0,49025755.21,0.0,90.06,15.87,22.67,0.2072,30.19,0.251,57.95
2007-03-26,454097.0,14499866.52,4.32,11.9,2.04,25.96,1.0,5554561.65,288492.0,173954.0,9211898.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,1256.0,0.0,0.0,0.0,0.0,0.0,0.0,833.0,16.59,0.1,0.0,0.0,15.85,15.85,1532129.0,48922732.34,0.0,89.35,15.66,23.12,0.2065,29.91,0.2494,57.66
2007-03-27,454808.0,14522569.61,4.33,11.98,2.04,25.93,1.0,5548175.4,289402.0,173754.0,9240955.94,0.0,0.0,1076.0,0.0,0.0,0.0,0.0,0.03,0.0,166.0,0.0,0.0,0.0,1076.0,0.0,0.0,200.0,16.6,0.02,0.0,0.0,15.83,15.83,1538780.0,49135106.81,0.0,89.48,15.65,23.07,0.2059,29.77,0.2488,57.66
2007-03-28,413799.0,12727293.1,3.94,10.8,1.86,23.6,1.0,4389235.08,279462.0,142706.0,8595464.91,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.57,0.0,10041.0,0.0,0.0,0.0,100.0,0.0,0.0,31047.0,15.99,1.69,0.0,0.0,15.07,15.07,1574730.0,48434264.61,0.0,90.25,15.05,23.2,0.2259,33.62,0.2232,55.54
2007-03-29,407964.0,12448418.31,3.88,10.75,1.83,22.76,1.0,4224413.98,277793.0,138444.0,8476442.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,1669.0,0.0,0.0,0.0,0.0,0.0,0.0,4262.0,15.44,0.34,0.0,0.0,15.01,15.01,1572421.0,47980102.07,0.0,88.69,14.83,23.17,0.228,33.57,0.2205,55.1
2007-03-30,440485.0,13716393.66,4.19,11.74,1.98,24.42,1.0,5329366.29,277600.0,171146.0,8644269.11,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.05,32850.0,193.0,0.0,0.0,1.82,0.0,0.0,0.0,148.0,15.35,0.04,0.0,0.0,15.06,15.06,1565435.0,48746546.88,0.0,88.66,14.76,20.86,0.1979,30.33,0.239,56.23
2007-04-02,442955.0,13516116.94,4.21,11.84,1.99,24.56,1.0,4968303.12,287199.0,162823.0,8763452.88,0.0,0.0,2660.0,0.09,0.0,0.0,0.0,1.1,1676.0,20137.0,0.0,0.0,0.09,2660.0,0.0,27076.0,10000.0,15.98,0.63,0.0,0.0,15.56,15.56,1558991.0,47570305.48,0.0,88.12,15.35,21.19,0.2017,30.87,0.2399,55.1
2007-04-03,527771.0,16074924.65,5.02,14.15,2.37,28.51,1.0,5032020.28,369673.0,165211.0,11259553.14,0.0,0.0,15607.0,0.08,0.0,0.0,0.0,0.0,3688.0,0.0,0.0,0.0,0.08,15607.0,0.0,66868.0,1300.0,19.91,0.08,0.0,0.0,18.95,18.95,1581353.0,48165075.98,0.0,89.11,18.26,25.43,0.1841,25.47,0.2705,55.0
2007-04-04,608999.0,18801919.31,5.79,16.45,2.73,33.21,1.0,6969626.68,390275.0,225748.0,12049147.96,0.0,0.0,0.0,0.0,0.0,61500.0,0.0,0.36,0.0,7399.0,0.0,0.0,0.0,0.0,3.53,28000.0,962.0,21.08,0.01,0.0,0.0,91.4,20.02,36717.0,1133581.62,0.0,2.0,91.33,21.13,0.1766,24.14,0.3124,55.75
2007-04-05,624476.0,19227874.42,5.94,16.73,2.8,34.13,1.0,7551749.25,402925.0,245263.0,12406227.46,0.0,0.0,1091.0,0.17,0.0,16636.0,0.0,0.29,2879.0,5077.0,0.0,0.0,0.17,1091.0,0.98,16636.0,0.0,21.8,0.0,0.0,0.0,100.0,20.64,0.0,0.0,0.0,0.0,100.0,20.77,0.1651,23.29,0.3198,55.6
2007-04-06,623671.0,19203088.14,5.93,17.31,2.8,34.24,1.0,7542111.85,402433.0,244950.0,12391078.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,21.91,0.0,0.0,0.0,100.0,21.78,0.0,0.0,0.0,0.0,100.0,20.73,0.165,23.24,0.3376,0.0
2007-04-09,623371.0,19193851.02,5.93,17.3,2.8,34.21,1.0,7533151.84,402421.0,244659.0,12390709.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,21.9,0.02,0.0,0.0,100.0,21.79,0.0,0.0,0.0,0.0,100.0,20.7,0.165,23.24,0.3375,0.0
2007-04-10,595498.0,18797318.33,5.66,16.53,2.67,32.69,1.0,6776021.99,404674.0,214664.0,12773822.92,0.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.09,4.0,1986.0,0.0,0.0,0.0,3540.0,0.0,700.0,30000.0,22.05,1.67,0.0,0.0,100.0,21.42,0.0,0.0,0.0,0.0,100.0,21.93,0.179,24.89,0.3152,57.0
2007-04-11,597257.0,18918992.75,5.68,15.47,2.68,33.32,1.0,7025809.11,399199.0,221799.0,12645214.68,0.0,0.0,0.0,0.12,0.0,6405.0,0.0,0.21,730.0,5475.0,0.0,0.0,0.12,0.0,0.38,0.0,0.0,22.15,0.0,0.0,0.0,100.0,21.15,0.0,0.0,0.0,0.0,100.0,21.97,0.1741,24.53,0.3165,57.2
2007-04-12,846771.0,26728929.47,8.05,20.99,3.8,47.25,1.0,14887178.9,405265.0,471625.0,12792478.25,0.0,0.0,0.0,13.94,0.0,0.0,0.0,0.0,250000.0,339.0,0.0,0.0,13.94,0.0,0.0,6405.0,175.0,22.5,0.0,0.0,0.0,100.0,21.48,0.0,0.0,0.0,0.0,100.0,16.35,0.197,34.6,0.4488,57.0
2007-04-13,905110.0,28405033.72,8.61,22.75,4.06,50.49,1.0,14795184.12,463778.0,471440.0,14554727.86,0.0,0.0,40094.0,0.0,0.0,0.0,0.0,2.71,0.0,47341.0,0.0,0.0,0.0,40094.0,0.0,65760.0,185.0,25.77,0.02,0.0,0.0,95.56,25.7,21529.0,675643.81,0.0,1.22,95.49,15.13,0.1743,32.1,0.5016,56.67
2007-04-16,1517681.0,47990728.09,14.43,40.8,6.81,87.25,2.0,32173321.11,530191.0,1017464.0,16765217.54,0.0,0.0,15000.0,32.4,0.0,0.0,0.0,0.03,548557.0,2898.0,0.0,0.0,32.4,15000.0,0.0,54311.0,2532.0,30.15,0.03,0.0,0.0,100.0,29.61,0.0,0.0,0.0,0.0,100.0,22.34,0.2167,37.63,0.8475,57.1
2007-04-17,1546087.0,48803336.89,14.7,41.56,6.94,89.12,2.0,32445290.51,618216.0,1027865.0,19514428.18,0.0,0.0,7502.0,0.89,0.0,0.0,0.0,1.85,15400.0,32810.0,0.0,0.0,0.89,7502.0,0.0,113333.0,5000.0,35.29,0.23,0.0,0.0,100.0,33.78,0.0,0.0,0.0,0.0,100.0,21.55,0.2134,36.85,0.8447,57.0
2007-04-18,2598096.0,83420759.34,24.71,70.7,11.66,150.04,3.0,62572858.12,679262.0,1948799.0,21810030.05,0.0,0.0,0.0,53.34,0.0,0.0,0.0,4.47,921580.0,78954.0,0.0,0.0,53.34,0.0,0.0,140000.0,646.0,38.98,0.01,0.0,0.0,93.15,36.52,49932.0,1603237.66,0.0,2.85,93.18,22.59,0.2245,35.35,1.397,57.98
2007-04-19,3399572.0,108251225.51,32.33,88.6,15.26,196.79,4.0,86862898.56,701743.0,2727883.0,22345324.57,0.0,0.0,12985.0,23.12,0.0,379980.0,0.0,0.64,399104.0,11568.0,0.0,0.0,23.12,12985.0,22.03,21064.0,0.0,40.47,0.0,0.0,0.0,93.92,37.9,45452.0,1447310.04,0.0,2.6,93.95,26.86,0.2194,33.4,1.836,57.5
2007-04-20,4062610.0,129139101.07,38.64,105.41,18.24,234.98,4.0,109113276.02,697020.0,3432614.0,22156332.07,0.0,0.0,0.0,40.7,0.0,0.0,0.0,0.28,704731.0,4722.0,0.0,0.0,40.7,0.0,0.0,0.0,0.0,40.13,0.0,0.0,0.0,93.36,37.68,49536.0,1574612.01,0.0,2.84,93.39,24.69,0.2072,27.89,2.1963,57.4
2007-04-23,4062549.0,129362139.69,38.64,99.81,18.24,234.88,4.0,109258438.92,698360.0,3431203.0,22237601.04,0.0,0.0,1418.0,0.0,0.0,0.0,0.0,0.01,0.0,79.0,0.0,0.0,0.0,1418.0,0.0,0.0,1411.0,40.2,0.1,0.0,0.0,82.53,37.59,147860.0,4708247.45,0.0,8.52,82.51,24.67,0.2071,27.88,2.1868,57.5
2007-04-24,4283279.0,134777788.74,40.74,108.72,19.23,247.26,4.0,109271896.2,877595.0,3472694.0,27614431.26,0.0,0.0,128009.0,0.1,0.0,36747.0,0.0,0.5,4744.0,8476.0,0.0,0.0,0.1,128009.0,2.21,59701.0,0.0,50.22,0.0,0.0,0.0,90.03,46.9,97191.0,3058215.0,0.0,5.55,90.05,24.0,0.1971,27.07,2.2892,56.82
2007-04-25,3740503.0,117325924.62,35.57,93.98,16.79,215.27,4.0,91820440.21,880139.0,2927355.0,27606747.53,0.0,0.0,5100.0,0.0,0.0,0.0,0.0,0.17,0.0,2556.0,0.0,0.0,0.0,5100.0,0.0,0.0,545339.0,50.06,31.6,0.0,0.0,90.51,47.06,92278.0,2894424.0,0.0,5.26,90.5,25.06,0.1898,27.41,2.0001,56.64
2007-04-26,3736804.0,117209904.13,35.54,93.84,16.77,214.66,4.0,91689614.01,880627.0,2923184.0,27622055.17,0.0,0.0,489.0,0.01,0.0,0.0,0.0,0.0,2830.0,0.0,0.0,0.0,0.01,489.0,0.0,0.0,7000.0,49.9,0.4,0.0,0.0,90.54,47.09,92002.0,2885766.98,0.0,5.17,90.62,25.14,0.1903,27.4,1.9981,55.77
2007-04-27,3742446.0,117870986.06,35.59,94.01,16.8,213.49,4.0,92223369.7,881245.0,2928125.0,27755435.11,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.08,4940.0,894.0,0.0,0.0,0.0,323.0,0.0,1189.0,0.0,49.49,0.0,0.0,0.0,88.18,47.29,118089.0,3719296.65,0.0,6.64,88.17,25.27,0.191,27.53,2.0082,56.0
2007-04-30,3737963.0,117729790.8,35.55,92.72,16.78,213.58,4.0,92281227.32,879915.0,2929962.0,27713545.82,0.0,0.0,242.0,0.6,0.0,0.0,0.0,0.07,13800.0,1572.0,0.0,0.0,0.6,242.0,0.0,0.0,11963.0,49.58,0.6,0.0,0.0,87.71,46.84,123243.0,3881625.53,0.0,6.94,87.72,25.37,0.1904,27.23,1.9899,56.0
2007-05-01,3771007.0,118770534.97,35.86,92.42,16.93,215.69,4.0,92292912.22,903904.0,2930333.0,28469096.36,0.0,34980.0,0.0,0.07,1.96,0.0,0.0,0.61,1189.0,10991.0,0.0,34980.0,0.07,0.0,0.0,0.0,818.0,51.0,0.0,0.0,0.0,87.17,47.24,133062.0,4190881.88,0.0,7.5,87.18,25.1,0.1872,26.95,1.9709,0.0
2007-05-02,3647532.0,114881602.44,34.69,89.39,16.37,208.4,4.0,92176283.62,904131.0,2926630.0,28476245.88,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.03,1297.0,540.0,0.0,0.0,0.0,227.0,0.0,540.0,5000.0,50.84,0.31,0.0,0.0,87.18,47.25,132967.0,4187889.79,0.0,7.49,87.16,26.03,0.1917,27.94,1.9062,56.0
2007-05-03,3676017.0,115778757.67,34.96,88.36,16.5,210.28,4.0,94389770.47,907337.0,2996909.0,28577221.12,0.0,0.0,29769.0,4.11,0.0,3000.0,0.0,1.6,73344.0,28822.0,0.0,0.0,4.11,29769.0,0.17,2259.0,6065.0,51.11,0.28,0.0,0.0,89.65,47.21,104767.0,3299710.83,0.0,5.92,89.62,25.78,0.1847,27.68,1.9127,56.0
2007-05-04,3608448.0,119637576.71,34.32,80.9,16.2,206.57,4.0,99312422.76,826267.0,2995411.0,27394764.06,0.0,0.0,263.0,0.0,0.0,0.0,0.0,4.56,0.0,81518.0,0.0,0.0,0.0,263.0,0.0,185.0,1499.0,46.82,0.01,0.0,0.0,87.68,43.0,116125.0,3850107.75,0.0,6.74,87.42,26.27,0.1903,28.2,1.8779,58.95
2007-05-07,3425908.0,116572045.69,32.58,68.02,15.38,200.56,4.0,95578816.4,808195.0,2808943.0,27500138.49,0.0,0.0,1715.0,0.0,0.0,0.0,0.0,0.89,0.0,19787.0,0.0,0.0,0.0,1715.0,0.0,0.0,186468.0,47.37,9.16,0.0,0.0,86.96,41.92,121167.0,4122902.62,0.0,7.24,86.75,25.0,0.1833,27.15,1.7771,60.5
2007-05-08,3439371.0,117030145.98,32.71,66.05,15.44,203.63,4.0,95401401.64,810236.0,2803729.0,27569586.81,0.0,0.0,2273.0,1.21,0.0,0.0,0.0,1.02,13422.0,18619.0,0.0,0.0,1.21,2273.0,0.0,18388.0,18636.0,48.09,1.04,0.0,0.0,86.89,41.99,122209.0,4158358.35,0.0,7.34,86.76,25.29,0.1833,26.73,1.7825,60.5
2007-05-09,3382011.0,114127318.48,32.16,64.29,15.18,200.88,4.0,82138432.78,1027542.0,2434063.0,34674817.17,0.0,275000.0,14359.0,0.04,16.53,0.0,0.0,4.32,530.0,72054.0,0.0,275000.0,0.04,14359.0,0.0,0.0,370195.0,61.52,21.88,0.0,0.0,89.22,45.42,124116.0,4188344.23,0.0,7.61,88.99,25.36,0.1853,26.81,1.4948,60.0
2007-05-10,3317109.0,116097506.09,31.55,63.59,14.89,196.83,3.0,84998536.71,968146.0,2428557.0,33884727.98,0.0,0.0,6448.0,0.0,0.0,0.0,0.0,4.0,0.0,65844.0,0.0,0.0,0.0,6448.0,0.0,0.0,5507.0,57.98,0.39,0.0,0.0,87.53,42.76,137903.0,4826550.58,0.0,8.6,87.09,25.69,0.1894,27.38,1.465,62.23
2007-05-11,3078972.0,103901145.8,29.28,57.12,13.82,185.09,3.0,82710518.57,710251.0,2451016.0,23967705.04,0.0,0.0,3388.0,1.86,0.0,700.0,0.0,15.58,21759.0,261284.0,0.0,0.0,1.86,3388.0,0.04,0.0,0.0,42.75,0.0,0.0,0.0,63.72,31.29,404357.0,13645189.24,0.0,24.92,63.18,28.43,0.2111,29.22,1.3565,60.0
2007-05-14,3044311.0,101361743.16,28.95,55.0,13.67,180.34,3.0,81029602.54,695952.0,2433653.0,23172043.81,0.0,0.0,4331.0,0.0,0.0,0.0,0.0,1.27,0.0,19170.0,0.0,0.0,0.0,4331.0,0.0,540.0,17362.0,41.17,1.75,0.0,0.0,64.46,29.61,383711.0,12775835.26,0.0,23.03,64.13,28.15,0.2134,30.01,1.2952,59.2
2007-05-15,3112112.0,104966958.67,29.6,55.91,13.97,183.74,3.0,81859746.08,770388.0,2427018.0,25984053.71,0.0,0.0,21729.0,0.18,0.0,0.0,0.0,0.04,3000.0,677.0,0.0,0.0,0.18,21729.0,0.0,53385.0,9636.0,45.61,0.63,0.0,0.0,62.6,32.96,460255.0,15523723.94,0.0,27.38,62.49,27.22,0.2041,29.42,1.3316,59.97
2007-05-16,2864218.0,97524073.56,27.24,50.56,12.86,170.94,3.0,77805757.31,664408.0,2285104.0,22622501.03,0.0,0.0,0.0,0.07,0.0,0.0,0.0,6.24,1000.0,105980.0,0.0,0.0,0.07,0.0,0.0,0.0,142914.0,39.77,7.76,0.0,0.0,58.07,27.85,479750.0,16335060.49,0.0,28.89,57.92,28.63,0.2199,29.84,1.2007,60.54
2007-05-17,2886367.0,95615916.55,27.45,50.92,12.96,172.14,3.0,75783503.08,677572.0,2287684.0,22445748.52,0.0,0.0,19612.0,0.44,0.0,0.0,0.0,0.4,11301.0,6448.0,0.0,0.0,0.44,19612.0,0.0,0.0,8721.0,40.28,0.52,0.0,0.0,60.79,28.3,436965.0,14475224.04,0.0,26.25,60.54,28.7,0.2188,29.56,1.2056,58.9
2007-05-18,2453893.0,80958234.27,23.34,37.63,11.02,145.22,3.0,63338460.16,613266.0,1919827.0,20232721.03,0.0,84960.0,8657.0,0.34,5.02,0.0,0.0,3.98,5795.0,66468.0,0.0,84960.0,0.34,8657.0,0.0,256.0,373651.0,35.99,22.86,5.46,0.0,77.95,26.84,173525.0,5724894.12,91711.0,10.2,77.92,22.31,0.2142,33.15,1.0738,58.66
2007-05-21,2350069.0,76858814.21,22.35,35.79,10.55,138.78,3.0,57935846.71,668985.0,1771472.0,21879099.65,0.0,0.0,5258.0,2.05,0.0,0.0,0.0,0.42,35000.0,7166.0,0.0,0.0,2.05,5258.0,0.0,57628.0,183355.0,39.17,10.98,0.0,0.0,29.27,29.27,1616206.0,52857884.89,0.0,96.68,28.83,23.64,0.1926,26.85,1.0284,58.15
2007-05-22,1302449.0,42691716.5,12.39,19.72,5.85,75.03,2.0,23681276.72,599175.0,722474.0,19639778.01,0.0,0.0,1379.0,0.3,0.0,0.0,0.0,4.15,5000.0,71189.0,0.0,0.0,0.3,1379.0,0.0,0.0,1053998.0,34.94,63.91,0.0,0.0,25.61,25.61,1740247.0,57041873.86,0.0,103.49,25.24,14.74,0.251,45.1,0.5567,58.28
2007-05-23,1273401.0,41660799.24,12.11,19.06,5.72,73.14,2.0,23202468.92,583396.0,709205.0,19086480.72,0.0,0.0,221.0,0.0,0.0,0.0,0.0,1.1,102.0,16000.0,0.0,0.0,0.0,221.0,0.0,0.0,13371.0,33.85,0.81,0.0,0.0,24.81,24.81,1768155.0,57847253.53,0.0,105.2,24.34,13.54,0.25,45.2,0.5415,58.17
2007-05-24,1182557.0,38741939.62,11.25,18.45,5.31,67.85,2.0,22266417.55,522097.0,679659.0,17104503.59,0.0,0.0,343.0,1.74,0.0,0.0,0.0,3.59,30435.0,61641.0,0.0,0.0,1.74,343.0,0.0,0.0,59980.0,30.3,3.49,0.0,0.0,22.1,22.1,1840786.0,60306285.5,0.0,109.47,21.68,14.06,0.284,49.0,0.5005,58.25
2007-05-25,1154254.0,37782241.53,10.98,18.41,5.18,66.06,2.0,22248712.27,493752.0,679702.0,16162003.61,0.0,0.0,162.0,0.0,0.0,0.0,0.0,1.67,42.0,28507.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,28.58,0.0,0.0,0.0,20.79,20.79,1881300.0,61580666.8,0.0,111.45,20.41,11.77,0.2927,50.35,0.486,58.2
2007-05-28,1154237.0,37262349.19,10.98,18.35,5.18,66.05,2.0,21942145.53,493757.0,679679.0,15940006.9,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,23.0,28.54,0.0,0.0,0.0,20.71,20.71,1890276.0,61023970.27,0.0,111.39,20.39,11.77,0.2935,50.43,0.4842,57.4
2007-05-29,1150276.0,37522641.08,10.94,18.17,5.16,65.62,2.0,22697577.62,473670.0,695806.0,15451378.1,0.0,0.0,0.0,2.92,0.0,0.0,0.0,1.19,51313.0,20088.0,0.0,0.0,2.92,0.0,0.0,0.0,35186.0,27.25,2.07,0.0,0.0,19.84,19.84,1913839.0,62430489.62,0.0,112.33,19.52,11.84,0.3006,50.69,0.4818,58.0
2007-05-30,1024088.0,33458155.92,9.74,16.12,4.6,58.44,1.0,22653929.79,349895.0,693392.0,11431479.98,0.0,0.0,296.0,0.0,0.0,0.0,0.0,7.2,0.0,124070.0,0.0,0.0,0.0,296.0,0.0,0.0,2414.0,20.2,0.13,0.0,0.0,14.63,14.63,2042170.0,66720088.78,0.0,120.47,14.36,13.31,0.3686,57.49,0.4281,58.09
2007-05-31,1025178.0,34520087.11,9.75,16.07,4.6,58.54,1.0,23387490.51,349816.0,694562.0,11779104.5,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,1170.0,80.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,20.24,0.0,0.0,0.0,14.62,14.62,2043695.0,68815883.12,0.0,122.01,14.23,13.41,0.3678,57.39,0.4283,59.87
2007-06-01,1028409.0,35253555.61,9.78,16.27,4.62,59.21,1.0,23918628.85,350860.0,697749.0,12027376.77,0.0,0.0,1045.0,0.24,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.24,1045.0,0.0,0.0,813.0,20.71,0.0,0.0,0.0,14.64,14.64,2045717.0,70126572.23,0.0,124.65,14.25,13.35,0.3654,57.17,0.4291,60.95
2007-06-04,1279969.0,43589004.04,12.17,20.37,5.75,73.29,2.0,32298633.69,351736.0,948433.0,11978275.98,0.0,0.0,876.0,0.01,0.0,250000.0,0.0,0.0,685.0,0.0,0.0,0.0,0.01,876.0,13.94,0.0,0.0,20.83,0.0,0.0,0.0,14.56,14.56,2063516.0,70272488.83,0.0,126.09,14.18,20.38,0.2724,45.42,0.53,60.55
2007-06-05,1031068.0,34561844.76,9.81,16.74,4.63,59.4,1.0,23385764.01,353611.0,697657.0,11853193.47,0.0,0.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1875.0,0.0,0.0,250776.0,20.88,13.95,0.0,0.0,14.59,14.59,2069840.0,69381930.93,0.0,125.4,14.27,13.33,0.3631,56.99,0.4255,59.6
2007-06-06,1009608.0,33427982.5,9.6,16.11,4.53,59.19,1.0,22533016.55,354860.0,680553.0,11749365.96,0.0,0.0,649.0,0.15,0.0,2449.0,0.0,0.0,783.0,0.0,0.0,0.0,0.15,649.0,0.15,600.0,20336.0,20.95,0.24,0.0,0.0,14.69,14.69,2060751.0,68231183.15,0.0,124.23,14.43,13.61,0.3611,56.75,0.418,58.87
2007-06-07,961991.0,31981241.24,9.15,15.02,4.32,56.07,1.0,22740138.56,305456.0,684020.0,10154837.23,0.0,0.0,7745.0,0.25,0.0,0.0,0.0,3.37,4081.0,57149.0,0.0,0.0,0.25,7745.0,0.0,0.0,614.0,17.94,0.07,0.0,0.0,12.67,12.67,2106135.0,70018130.65,0.0,126.08,12.45,13.37,0.354,56.05,0.3989,59.11
2007-06-08,969976.0,31995754.23,9.22,14.74,4.35,56.63,1.0,22825181.33,310515.0,691963.0,10242688.09,0.0,0.0,5059.0,0.53,0.0,0.0,0.0,0.0,7943.0,0.0,0.0,0.0,0.53,5059.0,0.0,0.0,0.0,18.26,0.0,0.0,0.0,12.77,12.77,2121843.0,69991388.6,0.0,126.88,12.58,13.29,0.3499,55.71,0.3988,58.65
2007-06-11,969335.0,32029127.79,9.22,14.53,4.35,56.28,1.0,22791240.52,325346.0,689758.0,10750203.6,0.0,0.0,14417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14417.0,0.0,414.0,2204.0,18.97,0.28,0.0,0.0,13.38,13.38,2105561.0,69572730.1,0.0,125.71,13.11,13.28,0.3513,55.84,0.3988,58.75
2007-06-12,977909.0,32191433.34,9.3,14.7,4.39,56.9,1.0,22868084.73,330094.0,694685.0,10866245.22,0.0,0.0,4748.0,0.3,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.3,4748.0,0.0,0.0,73.0,19.31,0.0,0.0,0.0,13.55,13.55,2106617.0,69346964.52,0.0,126.36,13.26,13.21,0.347,55.47,0.4013,58.53
