DATE,ALTPC FP Equity_DX_SI_QTY,ALTPC FP Equity_DX_SHORT_INTEREST_VALUE,ALTPC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTPC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTPC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTPC FP Equity_DX_SI_MV,ALTPC FP Equity_DX_DSS,ALTPC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTPC FP Equity_DX_SUPPLY_SI_QTY,ALTPC FP Equity_DX_BROKER_SI_QTY,ALTPC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTPC FP Equity_DX_BROKER_SI_MV_NEW_x,ALTPC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALTPC FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTPC FP Equity_DX_BROKER_SI_MV_INC_x,ALTPC FP Equity_DX_SUPPLY_SI_MV_NEW,ALTPC FP Equity_DX_BROKER_SI_QTY_ADD,ALTPC FP Equity_DX_BROKER_SI_QTY_NEW,ALTPC FP Equity_DX_SUPPLY_SI_MV_DEC,ALTPC FP Equity_DX_BROKER_SI_QTY_INC,ALTPC FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTPC FP Equity_DX_BROKER_SI_MV_NEW_y,ALTPC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALTPC FP Equity_DX_BROKER_SI_MV_INC_y,ALTPC FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTPC FP Equity_DX_BROKER_SI_MV_ADD,ALTPC FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTPC FP Equity_DX_BROKER_SI_QTY_DEC,ALTPC FP Equity_DX_SUPPLY_SI_MV,ALTPC FP Equity_DX_BROKER_SI_MV_DEC,ALTPC FP Equity_DX_SUPPLY_SI_MV_RMV,ALTPC FP Equity_DX_BROKER_SI_MV_RMV,ALTPC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTPC FP Equity_DX_UTILIZATION_QUANTITY,ALTPC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTPC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTPC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALTPC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTPC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTPC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTPC FP Equity_DX_BROKER_SI_CON_RATIO,ALTPC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTPC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTPC FP Equity_PX_LAST
2006-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,38599.64,0.0,0.07,0.0,0.0,0.0,0.0,0.0,145.8
2006-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,38832.63,0.0,0.07,0.0,0.0,0.0,0.0,0.0,145.8
2006-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,38832.63,0.0,0.07,0.0,0.0,0.0,0.0,0.0,145.8
2006-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,38619.56,0.0,0.07,0.0,0.0,0.0,0.0,0.0,145.0
2006-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,38261.81,0.0,0.07,0.0,0.0,0.0,0.0,0.0,142.8
2006-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,38033.61,0.0,0.07,0.0,0.0,0.0,0.0,0.0,142.8
2006-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,38486.39,0.0,0.07,0.0,0.0,0.0,0.0,0.0,144.5
2006-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,38086.88,0.0,0.07,0.0,0.0,0.0,0.0,0.0,143.0
2006-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,38379.85,0.0,0.07,0.0,0.0,0.0,0.0,0.0,144.1
2006-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,38353.22,0.0,0.07,0.0,0.0,0.0,0.0,0.0,144.0
2006-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,38406.49,0.0,0.07,0.0,0.0,0.0,0.0,0.0,144.2
2006-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,38619.56,0.0,0.07,0.0,0.0,0.0,0.0,0.0,145.0
2006-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,39097.11,0.0,0.07,0.0,0.0,0.0,0.0,0.0,146.5
2006-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,39125.61,0.0,0.07,0.0,0.0,0.0,0.0,0.0,146.9
2006-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,39393.87,0.0,0.07,0.0,0.0,0.0,0.0,0.0,148.8
2006-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,39605.03,0.0,0.07,0.0,0.0,0.0,0.0,0.0,148.7
2006-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,39551.76,0.0,0.07,0.0,0.0,0.0,0.0,0.0,148.5
