DATE,ADP FP Equity_DX_SI_QTY,ADP FP Equity_DX_SHORT_INTEREST_VALUE,ADP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ADP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ADP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ADP FP Equity_DX_SI_MV,ADP FP Equity_DX_DSS,ADP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ADP FP Equity_DX_SUPPLY_SI_QTY,ADP FP Equity_DX_BROKER_SI_QTY,ADP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ADP FP Equity_DX_BROKER_SI_MV_NEW_x,ADP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ADP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ADP FP Equity_DX_BROKER_SI_MV_INC_x,ADP FP Equity_DX_SUPPLY_SI_MV_NEW,ADP FP Equity_DX_BROKER_SI_QTY_ADD,ADP FP Equity_DX_BROKER_SI_QTY_NEW,ADP FP Equity_DX_SUPPLY_SI_MV_DEC,ADP FP Equity_DX_BROKER_SI_QTY_INC,ADP FP Equity_DX_SUPPLY_SI_QTY_DEC,ADP FP Equity_DX_BROKER_SI_MV_NEW_y,ADP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ADP FP Equity_DX_BROKER_SI_MV_INC_y,ADP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ADP FP Equity_DX_BROKER_SI_MV_ADD,ADP FP Equity_DX_SUPPLY_SI_QTY_ADD,ADP FP Equity_DX_BROKER_SI_QTY_DEC,ADP FP Equity_DX_SUPPLY_SI_MV,ADP FP Equity_DX_BROKER_SI_MV_DEC,ADP FP Equity_DX_SUPPLY_SI_MV_RMV,ADP FP Equity_DX_BROKER_SI_MV_RMV,ADP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ADP FP Equity_DX_UTILIZATION_QUANTITY,ADP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ADP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ADP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ADP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ADP FP Equity_DX_ACTIVE_UTILIZATION_MV,ADP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ADP FP Equity_DX_BROKER_SI_CON_RATIO,ADP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ADP FP Equity_DX_DEMAND_SUPPLY_RATIO,ADP FP Equity_PX_LAST
2009-07-21,1384432.0,62840772.91,4.43,15.71,1.4,75.21,1.0,31036378.47,1167839.0,683756.0,53009396.92,0.0,0.0,23635.0,0.0,0.0,0.0,0.0,1.53,0.0,27786.0,0.0,0.0,0.0,23635.0,0.0,45000.0,30105.0,63.6,1.9,0.0,0.0,26.38,26.38,3259910.0,147970621.9,0.0,178.84,26.23,18.02,0.1441,22.71,0.3127,55.37
2009-07-22,1437551.0,66053257.98,4.6,16.27,1.45,79.26,1.0,31432653.86,1230797.0,684085.0,56553229.6,0.0,0.0,64713.0,0.03,0.0,0.0,0.0,0.82,329.0,16529.0,0.0,0.0,0.03,64713.0,0.0,14774.0,0.0,68.43,0.0,0.0,0.0,27.92,27.92,3176775.0,145967926.44,0.0,177.3,27.85,19.07,0.1458,21.5,0.3262,56.05
2009-07-23,1434740.0,66888552.86,4.59,16.19,1.45,80.15,1.0,32261929.39,1180336.0,692009.0,55028065.67,0.0,0.0,6451.0,0.75,0.0,0.0,0.0,3.0,11668.0,57544.0,0.0,0.0,0.75,6451.0,0.0,632.0,3744.0,66.7,0.28,0.0,0.0,27.04,27.04,3184103.0,148445043.59,0.0,180.19,27.02,19.17,0.1459,20.92,0.3287,56.87
2009-07-24,1318306.0,61136105.93,4.22,14.75,1.33,74.56,1.0,29600397.51,1015087.0,638287.0,47074401.81,0.0,0.0,7999.0,0.0,0.0,0.0,0.0,9.77,0.0,173248.0,0.0,0.0,0.0,7999.0,0.0,0.0,53722.0,57.61,2.31,0.0,0.0,23.24,23.24,3351926.0,155444716.93,0.0,189.95,23.27,20.66,0.1598,21.61,0.3019,56.57
2009-07-27,1201353.0,54895022.45,3.85,13.77,1.21,67.88,1.0,21171143.45,957608.0,463321.0,43757257.57,0.0,196.0,0.0,0.58,0.01,0.0,0.0,7.45,10685.0,130175.0,0.0,196.0,0.58,0.0,0.0,72500.0,185651.0,53.83,10.14,0.0,0.0,21.89,21.89,3417860.0,156176828.48,0.0,191.47,21.95,22.49,0.1464,23.1,0.2746,55.74
2009-07-28,1157048.0,51779736.46,3.7,13.38,1.17,64.5,1.0,17062706.82,936268.0,381276.0,41899480.66,0.0,0.0,1557.0,0.8,0.0,2500.0,0.0,3.99,14921.0,67897.0,0.0,0.0,0.8,1557.0,0.14,45000.0,99466.0,51.95,5.83,0.0,0.0,21.48,21.48,3421639.0,153123781.96,0.0,188.4,21.61,23.34,0.1429,23.36,0.2655,54.59
2009-07-29,1123320.0,49478405.7,3.6,13.13,1.14,61.53,1.0,15511003.6,920005.0,352150.0,40523075.02,0.0,0.0,999.0,0.0,0.0,0.0,0.0,1.22,0.0,17262.0,0.0,0.0,0.0,999.0,0.0,0.0,29126.0,50.19,1.96,0.0,0.0,20.88,20.88,3486282.0,153558803.52,0.0,188.68,21.01,23.66,0.1463,24.08,0.2549,53.73
2009-07-30,1126920.0,51419950.47,3.61,14.36,1.14,60.88,1.0,16060544.16,899700.0,351983.0,41052185.99,0.0,0.0,2419.0,0.13,0.0,0.0,0.0,1.45,5333.0,22793.0,0.0,0.0,0.13,2419.0,0.0,69.0,5500.0,48.79,0.4,0.0,0.0,20.48,20.48,3492683.0,159366757.95,0.0,192.35,20.23,24.13,0.1491,24.26,0.2566,55.66
2009-07-31,1095927.0,50877241.18,3.51,14.24,1.11,60.4,1.0,15338885.15,876213.0,330409.0,40677253.25,0.0,5085.0,1073.0,0.34,0.28,0.0,0.0,1.42,4158.0,29645.0,0.0,5085.0,0.34,1073.0,0.0,0.0,25732.0,48.63,1.38,0.0,0.0,19.92,19.92,3522709.0,163538005.18,0.0,197.99,19.72,23.55,0.152,25.49,0.2491,56.63
2009-08-03,1057757.0,48324827.95,3.39,14.15,1.07,58.98,1.0,13877026.12,849705.0,303747.0,38819736.42,0.0,0.0,560.0,0.0,0.0,0.0,0.0,1.39,0.0,27068.0,0.0,0.0,0.0,560.0,0.0,0.0,26662.0,47.65,1.38,0.0,0.0,19.46,19.46,3517130.0,160684072.18,0.0,197.09,19.47,23.18,0.1571,26.43,0.2422,55.73
2009-08-04,1033977.0,46712881.18,3.31,14.24,1.04,57.24,1.0,13127244.09,832502.0,290568.0,37610669.3,0.0,0.0,962.0,0.0,0.0,0.0,0.0,0.85,0.0,13920.0,0.0,0.0,0.0,962.0,0.0,0.0,13179.0,46.26,0.78,0.24,0.0,19.64,19.64,3406271.0,153888077.29,4245.0,188.6,19.7,23.05,0.1573,26.54,0.2439,55.11
2009-08-05,1039381.0,48379962.48,3.33,14.27,1.05,57.37,1.0,13707875.58,828397.0,294496.0,38559311.53,0.0,0.0,5844.0,0.17,0.0,0.0,0.0,0.66,3928.0,9949.0,0.0,0.0,0.17,5844.0,0.0,0.0,0.0,45.98,0.0,0.0,0.0,19.65,19.65,3387589.0,157681763.19,0.0,190.31,19.46,23.09,0.1573,26.47,0.2465,56.78
2009-08-06,992639.0,46830848.62,3.18,13.88,1.0,56.06,1.0,13480961.02,790405.0,285746.0,37289827.32,0.0,0.0,3654.0,0.0,0.0,0.0,0.0,2.51,0.0,45598.0,0.0,0.0,0.0,3654.0,0.0,3952.0,8750.0,44.47,0.0,0.0,0.0,18.75,18.75,3424219.0,161548238.2,0.0,194.04,18.65,23.92,0.1687,28.02,0.2355,57.55
2009-08-07,944108.0,43867904.03,3.02,13.11,0.95,53.96,0.0,11743637.17,753492.0,252742.0,35010946.57,0.0,0.0,691.0,0.0,0.0,0.0,0.0,1.88,0.0,37604.0,0.0,0.0,0.0,691.0,0.0,0.0,33004.0,43.38,2.19,0.0,0.0,18.57,18.57,3304175.0,153528231.71,0.0,188.57,18.7,23.82,0.1758,29.74,0.2327,56.68
2009-08-10,982663.0,46537423.67,3.15,13.58,0.99,55.57,0.0,11921123.34,791525.0,251721.0,37485418.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,4967.0,0.0,0.0,0.0,0.0,0.0,43000.0,1021.0,45.12,0.13,0.0,0.0,18.91,18.91,3395181.0,160790603.32,0.0,194.75,18.81,22.9,0.1647,28.37,0.2347,57.77
2009-08-11,990593.0,46255204.01,3.17,13.59,1.0,56.6,1.0,11882058.76,797012.0,254464.0,37216043.98,0.0,0.0,2756.0,0.08,0.0,2500.0,0.0,0.16,1321.0,4265.0,0.0,0.0,0.08,2756.0,0.15,6996.0,1078.0,45.89,0.04,0.0,0.0,18.98,18.98,3401770.0,158843809.05,0.0,194.66,19.08,22.29,0.1606,28.1,0.2359,56.96
2009-08-12,965019.0,44625935.07,3.09,13.31,0.98,54.39,0.0,11586884.35,775508.0,250562.0,35862267.64,0.0,0.0,1246.0,0.0,0.0,0.0,0.0,1.44,0.0,22750.0,0.0,0.0,0.0,1246.0,0.0,0.0,3902.0,43.99,0.31,0.0,0.0,18.5,18.5,3416251.0,157979682.6,0.0,193.3,18.54,20.93,0.1599,28.8,0.2302,56.41
2009-08-13,966070.0,47438482.03,3.09,13.35,0.98,54.47,0.0,12723886.04,774717.0,259118.0,38042169.28,0.0,0.0,1281.0,0.59,0.0,0.0,0.0,0.03,10510.0,2072.0,0.0,0.0,0.59,1281.0,0.0,0.0,1954.0,44.1,0.18,0.0,0.0,18.43,18.43,3429476.0,168403051.11,0.0,200.83,18.01,20.98,0.1602,28.88,0.2298,59.9
2009-08-14,965516.0,46413979.07,3.09,12.5,0.98,56.93,0.0,12539402.36,771147.0,260848.0,37070334.12,0.0,0.0,2996.0,0.28,0.0,1800.0,0.0,0.07,292.0,6566.0,0.0,0.0,0.28,2996.0,0.11,0.0,362.0,46.08,0.0,0.0,0.0,18.34,18.34,3433119.0,165035808.23,0.0,202.12,18.57,20.98,0.1604,28.93,0.2297,58.64
2009-08-17,961906.0,45444007.06,3.08,12.11,0.97,55.82,0.0,12250435.45,762018.0,259303.0,36000556.58,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.76,1281.0,9129.0,0.0,0.0,0.14,0.0,0.0,0.0,2826.0,44.64,0.19,0.0,0.0,18.12,18.12,3444403.0,162726372.71,0.0,199.87,18.26,20.89,0.1604,28.93,0.2287,57.63
2009-08-18,952071.0,46048629.99,3.05,11.85,0.96,54.45,0.0,12216438.6,756213.0,252579.0,36575604.79,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.4,1000.0,5805.0,0.0,0.0,0.06,0.0,0.0,0.0,7724.0,43.76,0.51,0.0,0.0,17.91,17.91,3465621.0,167621006.31,0.0,202.5,17.77,21.15,0.1623,29.04,0.2255,59.0
2009-08-19,963349.0,45654331.26,3.08,12.0,0.97,55.66,0.0,11994635.31,767582.0,253098.0,36376684.77,0.0,0.0,58042.0,0.26,0.0,0.0,0.0,2.95,4200.0,51064.0,0.0,0.0,0.26,58042.0,0.0,4391.0,3681.0,44.84,0.14,0.0,0.0,18.14,18.14,3463894.0,164158331.12,0.0,201.46,18.2,21.73,0.1632,29.02,0.2277,57.81
2009-08-20,968526.0,46169627.25,3.1,12.11,0.98,55.46,0.0,12065179.79,771933.0,253098.0,36798040.39,0.0,0.0,5177.0,0.0,0.0,0.0,0.0,0.1,0.0,826.0,0.0,0.0,0.0,5177.0,0.0,0.0,0.0,44.64,0.0,0.0,0.0,18.22,18.22,3465541.0,165202313.8,0.0,201.24,18.16,22.11,0.1635,28.79,0.2286,58.15
2009-08-21,979485.0,46828545.66,3.14,12.35,0.99,56.2,0.0,12617701.43,772073.0,263917.0,36912311.81,0.0,0.0,2712.0,0.73,0.0,0.0,0.0,0.13,12619.0,2572.0,0.0,0.0,0.73,2712.0,0.0,0.0,1800.0,44.78,0.1,0.0,0.0,18.3,18.3,3446177.0,164759498.09,0.0,200.7,18.24,22.08,0.1617,28.48,0.2322,58.32
2009-08-24,970042.0,47713047.25,3.1,12.09,0.98,56.15,0.0,12937693.37,765690.0,263033.0,37661671.5,0.0,0.0,2594.0,0.0,0.0,0.0,0.0,0.47,0.0,9455.0,0.0,0.0,0.0,2594.0,0.0,478.0,884.0,44.82,0.0,0.0,0.0,18.18,18.18,3445829.0,169488539.55,0.0,204.35,17.99,21.49,0.1613,28.8,0.2303,60.0
2009-08-25,950780.0,46664289.87,3.04,11.58,0.96,56.2,0.0,12669071.51,749204.0,258131.0,36770938.2,0.0,0.0,11042.0,0.0,0.0,0.0,0.0,1.41,0.0,28724.0,0.0,0.0,0.0,11042.0,0.0,1196.0,4902.0,44.87,0.22,0.0,0.0,17.8,17.8,3460944.0,169863158.7,0.0,206.52,17.85,20.36,0.161,29.42,0.2258,59.87
2009-08-26,950093.0,47136833.33,3.04,11.68,0.96,56.16,0.0,12778239.24,745025.0,257559.0,36962822.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,4179.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,44.67,0.1,0.0,0.0,17.72,17.72,3460407.0,171680696.53,0.0,208.3,17.66,20.39,0.1616,29.51,0.2259,60.52
2009-08-27,886861.0,43381739.32,2.84,10.81,0.9,52.38,0.0,12434215.99,681416.0,254195.0,33332180.89,0.0,0.0,880.0,0.0,0.0,0.0,0.0,3.84,0.0,64489.0,0.0,0.0,0.0,880.0,0.0,0.0,3364.0,40.87,0.19,0.0,0.0,16.47,16.47,3455070.0,169008385.82,0.0,206.51,16.52,21.48,0.1797,31.61,0.2144,59.67
2009-08-28,882395.0,44241096.34,2.82,10.82,0.89,52.12,0.0,12677622.72,679453.0,252857.0,34066087.9,0.0,0.0,2217.0,0.0,0.0,0.0,0.0,0.19,0.0,4180.0,0.0,0.0,0.0,2217.0,0.0,0.0,1338.0,40.84,0.09,0.0,0.0,16.46,16.46,3448921.0,172920343.19,0.0,209.3,16.33,21.18,0.18,31.81,0.2137,61.16
2009-08-31,908511.0,44671652.35,2.91,11.1,0.92,54.38,0.0,12360794.03,706560.0,251388.0,34741684.67,0.0,0.0,30384.0,0.0,0.0,1700.0,0.0,0.17,0.0,3277.0,0.0,0.0,0.0,30384.0,0.1,0.0,3169.0,43.0,0.19,0.0,0.0,17.12,17.12,3421036.0,168212967.01,0.0,205.98,17.27,23.86,0.184,30.88,0.2201,59.98
2009-09-01,914972.0,43571704.12,2.93,11.48,0.92,54.33,0.0,11209509.15,728021.0,235391.0,34668946.82,0.0,0.0,23506.0,0.0,0.0,0.0,0.0,0.23,0.0,2045.0,0.0,0.0,0.0,23506.0,0.0,0.0,15997.0,43.56,0.64,0.0,0.0,17.64,17.64,3399364.0,161880453.62,0.0,199.9,17.89,26.07,0.1908,30.34,0.2217,58.09
2009-09-02,912086.0,42933307.12,2.92,11.49,0.92,52.59,0.0,11026323.68,728501.0,234246.0,34291675.53,0.0,0.0,4749.0,0.0,0.0,0.0,0.0,0.32,0.0,4493.0,0.0,0.0,0.0,4749.0,0.0,224.0,1145.0,42.2,0.15,0.0,0.0,17.68,17.68,3392983.0,159712988.9,0.0,195.88,17.73,25.7,0.1892,30.29,0.2213,57.42
2009-09-03,892029.0,41952629.71,2.86,11.12,0.9,51.21,0.0,10778888.64,713501.0,229189.0,33556356.64,0.0,0.0,609.0,0.01,0.0,0.0,0.0,0.9,235.0,15609.0,0.0,0.0,0.01,609.0,0.0,0.0,5292.0,41.18,0.32,0.0,0.0,17.33,17.33,3402689.0,160030393.23,0.0,195.53,17.4,26.36,0.1942,31.07,0.2167,57.37
2009-09-04,893562.0,42559467.87,2.86,11.27,0.9,51.11,0.0,11212534.3,709658.0,235414.0,33800303.56,0.0,0.0,4289.0,0.81,0.0,0.0,0.0,0.5,13298.0,8132.0,0.0,0.0,0.81,4289.0,0.0,0.0,7073.0,40.74,0.42,0.0,0.0,17.27,17.27,3399924.0,161934993.04,0.0,196.46,17.17,25.32,0.1888,30.96,0.2174,58.1
2009-09-07,890674.0,42392709.17,2.85,11.35,0.9,51.36,0.0,11308241.39,742804.0,237587.0,35354657.2,0.0,0.0,0.0,0.0,0.0,2300.0,0.0,0.24,0.0,5061.0,0.0,0.0,0.0,0.0,0.13,38207.0,127.0,43.06,0.01,0.0,0.0,17.66,17.66,3463270.0,164838535.65,0.0,200.81,17.66,25.51,0.1902,31.1,0.2118,58.06
2009-09-08,913236.0,43122196.27,2.92,11.83,0.92,52.65,0.0,12458480.34,739109.0,263844.0,34900073.33,0.0,0.0,2548.0,1.99,0.0,0.0,0.0,0.37,34344.0,6243.0,0.0,0.0,1.99,2548.0,0.0,0.0,8087.0,42.7,0.36,0.0,0.0,17.53,17.53,3476199.0,164143042.51,0.0,200.63,17.55,24.08,0.1796,30.22,0.2166,57.6
2009-09-09,906151.0,43381921.74,2.9,11.75,0.92,51.94,0.0,12485879.23,735683.0,260802.0,35220777.04,0.0,0.0,2463.0,0.0,0.0,0.0,0.0,0.37,0.0,5889.0,0.0,0.0,0.0,2463.0,0.0,0.0,3042.0,42.35,0.18,0.0,0.0,17.43,17.43,3485571.0,166871490.89,0.0,202.55,17.29,23.87,0.1813,30.58,0.2147,58.4
2009-09-10,904232.0,44105444.51,2.89,11.79,0.91,52.52,0.0,12278653.88,742834.0,251732.0,36232984.2,0.0,0.0,4160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4160.0,0.0,2991.0,9070.0,43.37,0.47,0.0,0.0,17.59,17.59,3480740.0,169778978.1,0.0,204.8,17.48,24.21,0.183,30.68,0.2141,59.5
2009-09-11,871697.0,43647557.43,2.79,11.22,0.88,51.32,0.0,12577569.9,708983.0,251190.0,35500152.25,0.0,0.0,2241.0,0.1,0.0,0.0,0.0,2.03,1462.0,37131.0,0.0,0.0,0.1,2241.0,0.0,1039.0,2004.0,41.96,0.04,0.0,0.0,16.79,16.79,3514482.0,175976921.96,0.0,209.43,16.69,23.8,0.1907,31.95,0.2064,61.08
2009-09-14,857933.0,43197493.76,2.75,11.1,0.87,51.7,0.0,12491797.63,696309.0,248096.0,35059618.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,14374.0,0.0,0.0,0.0,0.0,0.0,1700.0,3094.0,42.47,0.25,0.0,0.0,16.5,16.5,3523775.0,177424400.95,0.0,215.53,16.46,23.15,0.1928,32.71,0.2033,61.42
2009-09-15,847759.0,42025002.03,2.71,10.98,0.86,51.28,0.0,12253423.59,687851.0,247185.0,34098062.86,0.0,0.0,1281.0,0.0,0.0,1700.0,0.0,0.57,0.0,10152.0,0.0,0.0,0.0,1281.0,0.1,413.0,2611.0,42.03,0.09,0.0,0.0,16.26,16.26,3542759.0,175621201.49,0.0,215.1,16.35,22.61,0.192,32.84,0.2004,60.47
2009-09-16,840613.0,42318529.16,2.69,11.12,0.85,50.25,0.0,12328114.14,681565.0,244885.0,34311661.05,0.0,0.0,1939.0,0.0,0.0,0.0,0.0,0.61,0.0,8225.0,0.0,0.0,0.0,1939.0,0.0,0.0,2300.0,41.23,0.14,0.0,0.0,16.11,16.11,3549730.0,178702152.51,0.0,216.65,15.99,22.04,0.1933,33.31,0.1987,61.41
2009-09-17,846810.0,43047018.28,2.71,11.2,0.86,51.3,0.0,12535643.9,694724.0,246598.0,35315828.49,0.0,0.0,10419.0,0.11,0.0,0.0,0.0,0.08,1713.0,1505.0,0.0,0.0,0.11,10419.0,0.0,4245.0,0.0,42.67,0.0,0.0,0.0,16.14,16.14,3608990.0,183460585.6,0.0,222.69,16.08,21.98,0.1945,33.63,0.1968,62.01
2009-09-18,855532.0,43251938.04,2.74,11.35,0.86,52.22,0.0,12704825.81,696876.0,251304.0,35230987.94,0.0,0.0,4013.0,0.41,0.0,1000.0,0.0,0.12,5567.0,1861.0,0.0,0.0,0.41,4013.0,0.07,0.0,1861.0,43.11,0.11,0.0,0.0,16.18,16.18,3609832.0,182497241.49,0.0,222.44,16.23,21.85,0.1911,33.26,0.1987,61.67
2009-09-21,853107.0,42632797.29,2.73,11.34,0.86,51.92,0.0,12579195.62,693631.0,251717.0,34663213.19,0.0,0.0,1789.0,0.54,0.0,0.0,0.0,0.35,8675.0,5034.0,0.0,0.0,0.54,1789.0,0.0,0.0,8262.0,42.76,0.53,0.0,0.0,16.08,16.08,3620855.0,180947029.2,0.0,221.48,16.18,21.52,0.189,33.26,0.1977,60.96
2009-09-22,842871.0,42480570.04,2.7,11.26,0.85,50.68,0.0,12727322.34,682585.0,252527.0,34402180.05,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.84,1124.0,11046.0,0.0,0.0,0.06,0.0,0.0,0.0,314.0,41.53,0.04,0.0,0.0,15.84,15.84,3625869.0,182743245.44,0.0,222.14,15.75,20.5,0.1882,33.64,0.1956,61.48
2009-09-23,729734.0,37233128.65,2.34,9.8,0.74,43.66,0.0,13003588.57,566803.0,254858.0,28919920.16,0.0,0.0,10000.0,0.34,0.0,0.0,0.0,7.55,5226.0,126887.0,0.0,0.0,0.34,10000.0,0.0,1105.0,2895.0,34.27,0.14,0.0,0.0,12.97,12.97,3803110.0,194045616.46,0.0,232.24,12.86,21.96,0.1515,23.81,0.167,62.24
2009-09-24,641995.0,32203825.47,2.05,8.72,0.65,39.2,0.0,11487173.94,507163.0,229001.0,25440367.51,0.0,0.0,1638.0,0.37,0.0,0.0,0.0,3.15,5600.0,62610.0,0.0,0.0,0.37,1638.0,0.0,1332.0,31457.0,31.45,1.83,0.0,0.0,10.54,10.54,4303302.0,215862719.41,0.0,264.39,10.63,18.32,0.1452,24.83,0.1335,61.19
2009-09-25,643445.0,32055018.53,2.06,9.46,0.65,38.73,0.0,11440460.0,510746.0,229646.0,25444245.42,0.0,0.0,4057.0,0.16,0.0,0.0,0.0,0.75,2205.0,9527.0,0.0,0.0,0.16,4057.0,0.0,9053.0,1560.0,31.12,0.12,0.0,0.0,10.31,10.31,4442533.0,221317249.51,0.0,261.84,10.62,17.92,0.1449,24.84,0.1299,60.77
2009-09-28,647131.0,32965435.61,2.07,9.74,0.65,38.78,0.0,12134071.46,507710.0,238199.0,25863204.38,0.0,0.0,2941.0,0.5,0.0,0.0,0.0,0.88,8553.0,14024.0,0.0,0.0,0.5,2941.0,0.0,8047.0,0.0,30.82,0.0,0.0,0.0,9.33,9.33,4934138.0,251349430.85,0.0,264.48,10.44,18.02,0.1382,22.92,0.1189,62.14
2009-09-29,514359.0,26425389.87,1.65,7.84,0.52,31.59,0.0,10164002.73,476293.0,197838.0,24469734.59,0.0,0.0,1123.0,0.15,0.0,1286.0,0.0,2.03,2391.0,34241.0,0.0,0.0,0.15,1123.0,0.08,1701.0,44038.0,29.64,2.4,0.0,0.0,9.6,9.6,4487214.0,230532331.25,0.0,271.39,9.85,17.02,0.1509,28.59,0.1036,62.67
2009-09-30,509743.0,25695148.33,1.63,7.65,0.52,31.4,0.0,9739943.36,473183.0,193222.0,23852230.18,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.19,1123.0,3110.0,0.0,0.0,0.12,0.0,0.0,0.0,5739.0,29.48,0.37,0.0,0.0,9.8,9.8,4356717.0,219613588.68,0.0,269.69,9.85,17.13,0.1522,28.81,0.1055,61.49
2009-10-01,507763.0,24925174.55,1.63,7.47,0.51,30.99,0.0,9259017.34,478250.0,188620.0,23476434.34,0.0,0.0,5067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5067.0,0.0,0.0,4602.0,29.51,0.3,0.0,0.0,9.9,9.9,4353077.0,213684738.84,0.0,265.36,10.01,17.37,0.1543,29.16,0.1051,59.88
2009-10-02,497953.0,23717005.32,1.59,7.28,0.5,29.66,0.0,8607513.56,476905.0,180720.0,22714510.05,0.0,0.0,2125.0,0.0,0.0,0.0,0.0,0.73,0.0,10498.0,0.0,0.0,0.0,2125.0,0.0,7028.0,7900.0,28.48,0.53,0.0,0.0,9.86,9.86,4359875.0,207656502.85,0.0,256.74,9.99,16.15,0.1608,30.94,0.103,58.1
2009-10-05,505385.0,23855546.7,1.62,7.65,0.51,29.24,0.0,8607746.43,482700.0,182357.0,22784752.99,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,3883.0,0.0,0.0,0.0,0.15,0.0,0.0,5795.0,2246.0,27.97,0.2,0.0,0.0,9.94,9.94,4374234.0,206475743.14,0.0,252.75,9.96,17.05,0.1611,30.45,0.1041,57.58
2009-10-06,511503.0,25008128.11,1.64,7.79,0.52,29.33,0.0,8989037.03,487318.0,183857.0,23825688.16,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.09,0.0,0.0,4618.0,0.0,28.08,0.0,0.0,0.0,10.09,10.09,4340347.0,212205898.7,0.0,254.29,9.94,17.82,0.1608,30.13,0.106,59.64
2009-10-07,628071.0,30357190.88,2.01,9.25,0.63,37.17,0.0,8853195.87,604576.0,183167.0,29221583.28,0.0,100000.0,6958.0,0.0,5.96,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,6958.0,0.0,10300.0,690.0,35.96,0.0,0.0,0.0,11.97,11.97,4447294.0,214955558.93,0.0,263.54,12.01,16.34,0.1461,26.99,0.1243,58.96
2009-10-08,617423.0,30758659.56,1.98,9.31,0.62,36.21,0.0,9040287.9,590770.0,181467.0,29430865.57,0.0,0.0,7019.0,0.0,0.0,0.0,0.0,1.35,0.0,21259.0,0.0,0.0,0.0,7019.0,0.0,434.0,1700.0,34.82,0.1,0.0,0.0,11.69,11.69,4464563.0,222414735.79,0.0,267.09,11.53,16.76,0.1423,25.37,0.1221,60.77
2009-10-09,591855.0,29746919.79,1.89,9.04,0.6,35.65,0.0,8839462.41,570796.0,175873.0,28688484.22,0.0,0.0,8900.0,0.0,0.0,0.0,0.0,1.52,0.0,28874.0,0.0,0.0,0.0,8900.0,0.0,0.0,5594.0,34.69,0.36,0.0,0.0,11.27,11.27,4494175.0,225879418.51,0.0,274.24,11.23,17.79,0.1347,21.84,0.1169,61.31
2009-10-12,587752.0,29453972.49,1.88,9.04,0.59,35.53,0.0,8813510.64,565204.0,175873.0,28324026.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,5592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.56,0.0,0.0,0.0,11.13,11.13,4511138.0,226066324.8,0.0,275.64,11.14,18.0,0.1366,21.96,0.1158,61.13
2009-10-13,584781.0,28528475.81,1.87,9.05,0.59,35.18,0.0,8312164.42,566517.0,170384.0,27637468.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1487.0,0.0,0.0,0.0,0.0,0.0,2800.0,5489.0,34.36,0.28,0.0,0.0,11.15,11.15,4515722.0,220298993.72,0.0,271.76,11.23,17.72,0.1381,22.14,0.1151,59.51
2009-10-14,930895.0,45497552.49,2.98,14.34,0.94,56.07,0.0,17271421.16,748636.0,353379.0,36589632.24,0.0,0.0,2956.0,11.77,0.0,1700.0,0.0,0.2,182500.0,3337.0,0.0,0.0,11.77,2956.0,0.1,182500.0,1205.0,44.49,0.06,0.0,0.0,14.7,14.7,4344658.0,212345436.83,0.0,258.44,14.69,15.81,0.16,29.5,0.1828,59.62
