DATE,ALTRI FP Equity_DX_SI_QTY,ALTRI FP Equity_DX_SHORT_INTEREST_VALUE,ALTRI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTRI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTRI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTRI FP Equity_DX_SI_MV,ALTRI FP Equity_DX_DSS,ALTRI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTRI FP Equity_DX_SUPPLY_SI_QTY,ALTRI FP Equity_DX_BROKER_SI_QTY,ALTRI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTRI FP Equity_DX_BROKER_SI_QTY_ADD,ALTRI FP Equity_DX_SUPPLY_SI_MV_DEC,ALTRI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTRI FP Equity_DX_BROKER_SI_MV_ADD,ALTRI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTRI FP Equity_DX_SUPPLY_SI_MV,ALTRI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTRI FP Equity_DX_UTILIZATION_QUANTITY,ALTRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTRI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTRI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTRI FP Equity_DX_BROKER_SI_CON_RATIO,ALTRI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTRI FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTRI FP Equity_PX_LAST
2006-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.59
2006-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.55
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.66
2006-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7
2006-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.58
2006-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8
2006-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.81
2006-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.71
2006-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.85
2006-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.85
2006-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.05
2006-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9
2006-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9
2006-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6
2006-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5
2006-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
2006-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.59
2006-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.75
2006-12-27,5000.0,128250.21,0.13,1.31,0.13,0.13,0.0,128250.21,0.0,5000.0,0.0,5000.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,26.78
2006-12-28,5000.0,128202.32,0.13,1.3,0.13,0.13,0.0,128202.32,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,26.77
2006-12-29,5000.0,129303.8,0.13,1.3,0.13,0.13,0.0,129303.8,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,27.0
2007-01-01,5000.0,129303.8,0.13,1.26,0.13,0.13,0.0,129303.8,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0
2007-01-02,5000.0,129303.8,0.13,1.26,0.13,0.13,0.0,129303.8,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,27.0
2007-01-03,5000.0,128345.99,0.13,1.25,0.13,0.13,0.0,128345.99,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,26.8
2007-01-04,5000.0,125089.45,0.13,1.23,0.13,0.13,0.0,125089.45,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,26.12
2007-01-05,5000.0,128010.76,0.13,1.23,0.13,0.13,0.0,128010.76,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,26.73
2007-01-08,5000.0,127771.31,0.13,1.22,0.13,0.13,0.0,127771.31,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,26.68
2007-01-09,5000.0,124993.67,0.13,1.22,0.13,0.13,0.0,124993.67,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,26.1
2007-01-10,5000.0,124514.77,0.13,1.21,0.13,0.13,0.0,124514.77,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,26.0
2007-01-11,5000.0,126238.82,0.13,1.21,0.13,0.13,0.0,126238.82,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,26.36
2007-01-12,5000.0,125328.9,0.13,1.2,0.13,0.13,0.0,125328.9,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,26.17
2007-01-15,5000.0,124514.77,0.13,1.2,0.13,0.13,0.0,124514.77,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,26.0
2007-01-16,5000.0,122120.25,0.13,1.19,0.13,0.13,0.0,122120.25,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,25.5
2007-01-17,5000.0,123556.96,0.13,1.47,0.13,0.13,0.0,123556.96,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,25.8
2007-01-18,5000.0,121449.79,0.13,2.5,0.13,0.13,0.0,121449.79,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,25.36
2007-01-19,5000.0,124418.99,0.13,2.55,0.13,0.13,0.0,124418.99,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,25.98
2007-01-22,5000.0,126095.15,0.13,2.8,0.13,0.13,0.0,126095.15,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,26.33
2007-01-23,5000.0,126669.83,0.13,2.83,0.13,0.13,0.0,126669.83,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,26.45
2007-01-24,5000.0,127867.09,0.13,2.81,0.13,0.13,0.0,127867.09,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,26.7
2007-01-25,5000.0,128824.89,0.13,2.82,0.13,0.13,0.0,128824.89,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,26.9
2007-01-26,5000.0,130979.96,0.13,2.85,0.13,0.13,0.0,130979.96,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,27.35
2007-01-29,5000.0,130740.51,0.13,2.96,0.13,0.13,0.0,130740.51,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,27.3
2007-01-30,5000.0,129303.8,0.13,3.37,0.13,0.13,0.0,129303.8,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,27.0
2007-01-31,5000.0,129303.8,0.13,4.05,0.13,0.13,0.0,129303.8,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,27.0
