DATE,BNP FP Equity_DX_SI_QTY,BNP FP Equity_DX_SHORT_INTEREST_VALUE,BNP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BNP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BNP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BNP FP Equity_DX_SI_MV,BNP FP Equity_DX_DSS,BNP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BNP FP Equity_DX_SUPPLY_SI_QTY,BNP FP Equity_DX_BROKER_SI_QTY,BNP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BNP FP Equity_DX_BROKER_SI_MV_NEW_x,BNP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BNP FP Equity_DX_SUPPLY_SI_QTY_INC_x,BNP FP Equity_DX_BROKER_SI_MV_INC_x,BNP FP Equity_DX_SUPPLY_SI_MV_NEW,BNP FP Equity_DX_BROKER_SI_QTY_ADD,BNP FP Equity_DX_BROKER_SI_QTY_NEW,BNP FP Equity_DX_SUPPLY_SI_MV_DEC,BNP FP Equity_DX_BROKER_SI_QTY_INC,BNP FP Equity_DX_SUPPLY_SI_QTY_DEC,BNP FP Equity_DX_BROKER_SI_MV_NEW_y,BNP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BNP FP Equity_DX_BROKER_SI_MV_INC_y,BNP FP Equity_DX_SUPPLY_SI_QTY_INC_y,BNP FP Equity_DX_BROKER_SI_MV_ADD,BNP FP Equity_DX_SUPPLY_SI_QTY_ADD,BNP FP Equity_DX_BROKER_SI_QTY_DEC,BNP FP Equity_DX_SUPPLY_SI_MV,BNP FP Equity_DX_BROKER_SI_MV_DEC,BNP FP Equity_DX_SUPPLY_SI_MV_RMV,BNP FP Equity_DX_BROKER_SI_MV_RMV,BNP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BNP FP Equity_DX_UTILIZATION_QUANTITY,BNP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BNP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BNP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BNP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BNP FP Equity_DX_ACTIVE_UTILIZATION_MV,BNP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BNP FP Equity_DX_BROKER_SI_CON_RATIO,BNP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BNP FP Equity_DX_DEMAND_SUPPLY_RATIO,BNP FP Equity_PX_LAST
2011-01-20,24145448.0,998875544.49,2.29,6.49,2.01,1281.18,1.0,529421726.35,13776480.0,12797515.0,569920631.05,0.0,0.0,301855.0,41.38,0.0,0.0,0.0,0.44,697438.0,14387.0,0.0,0.0,41.38,301855.0,0.0,6180.0,63100.0,734.23,3.26,0.0,0.0,6.05,6.05,214034112.0,8854399395.02,0.0,11400.69,6.05,14.85,0.1544,32.26,0.106,53.89
2011-01-21,25022080.0,1058383196.52,2.37,6.75,2.09,1343.66,1.0,565071147.65,13884208.0,13359297.0,587273817.53,0.0,0.0,143438.0,68.07,0.0,0.0,0.0,4.46,1249409.0,105710.0,0.0,0.0,68.07,143438.0,0.0,70000.0,687627.0,753.26,36.27,0.0,0.0,6.06,6.06,215154720.0,9100607955.04,0.0,11632.5,6.08,14.36,0.1753,35.83,0.1092,55.1
2011-01-24,25164772.0,1065771034.66,2.39,6.37,2.1,1367.13,1.0,571826894.9,14107406.0,13501862.0,597472716.58,0.0,0.0,5256.0,8.67,0.0,0.0,0.0,0.13,143650.0,2420.0,0.0,0.0,8.67,5256.0,0.0,220362.0,1085.0,777.28,0.01,0.0,0.0,6.14,6.14,215500528.0,9126815084.82,0.0,11862.59,6.15,14.19,0.1715,35.24,0.1096,55.17
2011-01-25,25207120.0,1055567263.27,2.39,6.39,2.1,1366.94,1.0,567808690.75,14015640.0,13559365.0,586915552.34,0.0,23923.0,81839.0,11.83,1.31,0.0,0.0,11.97,214432.0,212665.0,0.0,23923.0,11.83,81839.0,0.0,15137.0,156929.0,769.36,8.46,0.0,0.0,6.09,6.09,216210208.0,9053966401.11,0.0,11876.25,6.08,14.04,0.1767,36.2,0.1095,54.55
2011-01-26,24797320.0,1035931914.75,2.35,6.18,2.07,1338.74,1.0,552180637.91,13948159.0,13217664.0,582697769.76,0.0,0.0,40329.0,3.11,0.0,440000.0,0.0,9.31,56366.0,147334.0,0.0,0.0,3.11,40329.0,24.0,39524.0,838067.0,760.07,45.69,0.0,0.0,6.03,6.03,217374416.0,9081025489.2,0.0,11837.71,6.03,14.31,0.1643,34.08,0.1072,54.42
2011-01-27,24704222.0,1052144920.33,2.34,6.18,2.06,1337.23,1.0,558846454.36,13951859.0,13121640.0,594205216.26,0.0,0.0,25814.0,12.34,0.0,278448.0,0.0,5.12,229031.0,103122.0,0.0,0.0,12.34,25814.0,15.91,84421.0,603503.0,763.47,32.41,0.19,0.0,6.01,6.01,218365856.0,9300132024.59,3413.0,11946.15,6.01,14.56,0.1523,32.14,0.1063,55.48
2011-01-28,24856710.0,1051006751.99,2.36,6.12,2.07,1358.64,1.0,563572868.59,13795278.0,13328713.0,583300457.85,0.0,0.0,28448.0,20.17,0.0,0.0,0.0,10.18,347811.0,185029.0,0.0,0.0,20.17,28448.0,0.0,0.0,140738.0,763.96,7.42,0.0,0.0,5.95,5.95,217908672.0,9213748947.07,0.0,12058.08,5.96,14.29,0.149,31.64,0.1073,55.08
2011-01-31,24862864.0,1042105591.38,2.36,6.18,2.07,1350.53,1.0,559661964.91,13835859.0,13352581.0,579918147.22,0.0,0.0,79979.0,4.86,0.0,0.0,0.0,18.72,102171.0,338266.0,0.0,0.0,4.86,79979.0,0.0,298868.0,78303.0,760.5,4.55,0.0,0.0,5.99,5.99,217049936.0,9097461656.67,0.0,11922.59,6.0,14.26,0.1501,31.85,0.1077,54.6
2011-02-01,24832924.0,1078786448.61,2.36,6.04,2.07,1351.75,1.0,571324367.0,14274813.0,13151495.0,620123301.66,0.0,0.0,183659.0,5.49,0.0,0.0,0.0,4.86,115676.0,83800.0,0.0,0.0,5.49,183659.0,0.0,360000.0,316762.0,787.6,17.27,1.14,0.0,6.19,6.19,216481248.0,9404330989.01,20905.0,11936.84,6.19,14.59,0.1499,31.66,0.1076,56.59
2011-02-02,29934044.0,1307511713.07,2.84,7.11,2.5,1667.49,1.0,808379831.12,14351315.0,18506968.0,626861925.52,0.0,0.0,352898.0,320.81,0.0,0.0,0.0,12.64,5651547.0,300743.0,0.0,0.0,320.81,352898.0,0.0,24347.0,296075.0,813.29,11.75,0.0,0.0,6.25,6.25,215187088.0,9399319318.9,0.0,12192.24,6.25,24.77,0.1549,25.29,0.1304,56.9
2011-02-03,28399472.0,1221515036.1,2.7,6.65,2.37,1583.79,1.0,716789790.21,14461999.0,16664921.0,622037946.0,0.0,0.0,331323.0,0.22,0.0,0.0,0.0,12.76,46.0,220639.0,0.0,0.0,0.22,331323.0,0.0,0.0,1842092.0,819.27,102.11,0.0,0.0,6.28,6.28,215919008.0,9287085156.05,0.0,12250.13,6.27,25.45,0.1648,26.66,0.1233,56.03
2011-02-04,28672948.0,1228435330.8,2.72,6.6,2.39,1583.73,1.0,725601859.26,14499053.0,16936296.0,621183038.74,0.0,0.0,7614.0,15.86,0.0,0.0,0.0,3.71,365883.0,64543.0,0.0,0.0,15.86,7614.0,0.0,93983.0,94507.0,811.59,5.98,0.0,0.0,6.31,6.31,215280224.0,9223252285.9,0.0,12055.49,6.31,25.06,0.1688,27.87,0.1248,55.81
2011-02-07,29109720.0,1258544578.66,2.76,6.56,2.43,1605.68,1.0,751764658.5,14470686.0,17388068.0,625633067.4,0.0,0.0,0.0,23.65,0.0,53594.0,0.0,4.6,428178.0,82301.0,0.0,0.0,23.65,0.0,3.2,53934.0,30000.0,809.09,1.73,0.0,0.0,6.28,6.28,215999792.0,9338645896.06,0.0,12073.82,6.28,24.55,0.1639,27.5,0.1263,56.32
2011-02-08,28903598.0,1260505156.35,2.74,6.42,2.41,1601.09,1.0,749618154.39,14984148.0,17188872.0,653468672.57,0.0,0.0,389532.0,25.98,0.0,0.0,0.0,8.45,446803.0,162073.0,0.0,0.0,25.98,389532.0,0.0,286003.0,646000.0,845.45,35.67,0.0,0.0,6.5,6.5,215508736.0,9398479489.22,0.0,12151.09,6.51,24.66,0.1609,26.66,0.1254,56.81
2011-02-09,28996016.0,1270990685.95,2.75,6.32,2.42,1611.83,1.0,771949241.51,14911530.0,17611028.0,653621371.41,0.0,0.0,5095.0,32.94,0.0,0.0,0.0,21.54,563609.0,382724.0,0.0,0.0,32.94,5095.0,0.0,305011.0,141453.0,847.19,7.88,0.0,0.0,6.49,6.49,214802640.0,9415505728.69,0.0,12199.98,6.49,24.38,0.1578,26.5,0.1262,57.1
2011-02-10,29207424.0,1265907748.41,2.77,6.27,2.44,1629.16,1.0,772601144.8,14881309.0,17825698.0,644985479.36,0.0,0.0,1297001.0,16.98,0.0,0.0,0.0,75.62,293287.0,1332255.0,0.0,0.0,16.98,1297001.0,0.0,5033.0,78617.0,846.68,3.65,0.0,0.0,6.44,6.44,216123552.0,9367223863.71,0.0,12307.57,6.44,24.29,0.1556,26.18,0.1264,56.46
2011-02-11,23789980.0,1035853238.37,2.26,5.03,1.98,1321.68,1.0,534086857.66,14896006.0,12266135.0,648595587.47,0.0,0.0,29815.0,22.7,0.0,0.0,0.0,25.09,404673.0,434634.0,0.0,0.0,22.7,29815.0,0.0,419516.0,5964236.0,842.28,333.34,0.0,0.0,6.45,6.45,216016352.0,9405692554.63,0.0,12228.6,6.44,15.76,0.1812,36.69,0.103,56.72
2011-02-14,24570220.0,1057000276.12,2.33,5.1,2.05,1365.28,1.0,548115641.91,14858759.0,12741077.0,639217408.96,0.0,0.0,17503.0,35.5,0.0,3160.0,0.0,2.98,618170.0,56350.0,0.0,0.0,35.5,17503.0,0.19,1600.0,146388.0,839.07,8.05,0.0,0.0,6.48,6.48,214583024.0,9231269220.2,0.0,12128.52,6.47,15.01,0.184,37.41,0.1071,56.04
2011-02-15,26099658.0,1147840562.45,2.48,5.39,2.18,1450.58,1.0,599668221.68,15725023.0,13635287.0,691573017.73,0.0,0.0,604256.0,56.48,0.0,0.0,0.0,7.34,1005510.0,147081.0,0.0,0.0,56.48,604256.0,0.0,409089.0,111300.0,887.0,5.27,0.0,0.0,6.83,6.83,214633248.0,9439386067.98,0.0,12113.95,6.82,14.1,0.1633,34.15,0.1133,57.29
2011-02-16,26315152.0,1191255557.36,2.5,5.42,2.2,1483.6,1.0,605188777.23,16096646.0,13368781.0,728675973.54,0.0,0.0,552513.0,5.04,0.0,0.0,0.0,20.74,89205.0,421462.0,0.0,0.0,5.04,552513.0,0.0,240572.0,355711.0,928.61,18.56,0.0,0.0,7.07,7.07,211481664.0,9573522794.77,0.0,12214.38,7.07,14.37,0.1611,33.87,0.1156,58.97
2011-02-17,27373524.0,1234964093.6,2.6,5.49,2.28,1566.96,1.0,640021999.67,16535689.0,14186370.0,746012175.05,0.0,0.0,231835.0,56.93,0.0,0.0,0.0,2.17,937589.0,38093.0,0.0,0.0,56.93,231835.0,0.0,245301.0,120000.0,972.9,6.29,0.0,0.0,7.26,7.26,211327040.0,9534077760.95,0.0,12414.02,7.27,13.61,0.1534,32.94,0.1201,58.77
2011-02-18,27709112.0,1238830540.63,2.63,5.42,2.31,1581.13,1.0,649722703.98,16536860.0,14532447.0,739336836.71,0.0,0.0,1009931.0,21.53,0.0,0.0,0.0,60.98,360403.0,1034746.0,0.0,0.0,21.53,1009931.0,0.0,25986.0,14326.0,967.67,1.09,0.0,0.0,7.25,7.25,211519696.0,9456710823.1,0.0,12359.71,7.26,13.33,0.1578,33.82,0.1215,58.24
2011-02-21,28201976.0,1237267776.88,2.68,5.51,2.35,1600.59,1.0,676654040.05,15782064.0,15423485.0,692385499.51,0.0,0.0,6775.0,75.21,0.0,0.0,0.0,46.03,1282387.0,769864.0,0.0,0.0,75.21,6775.0,0.0,8293.0,391349.0,913.37,23.24,0.0,0.0,6.92,6.92,212306080.0,9314222223.98,0.0,12278.27,6.92,12.74,0.152,32.9,0.1236,57.15
2011-02-22,27791036.0,1185318063.62,2.64,5.49,2.32,1558.01,1.0,676910977.48,15403418.0,15870894.0,656972615.09,0.0,0.0,188143.0,124.47,0.0,449130.0,0.0,55.99,2243164.0,907184.0,0.0,0.0,124.47,188143.0,24.96,340395.0,2244885.0,872.36,124.26,0.0,0.0,6.75,6.75,212838192.0,9077781541.03,0.0,12068.14,6.74,14.61,0.1204,24.51,0.1218,55.56
2011-02-23,26835532.0,1133646499.09,2.55,5.2,2.24,1477.39,1.0,654967787.47,14533124.0,15504312.0,613940694.13,0.0,43983.0,34298.0,30.56,2.44,186500.0,0.0,58.2,579645.0,919693.0,0.0,43983.0,30.56,34298.0,10.88,15101.0,1132727.0,804.06,63.36,2.51,0.0,6.36,6.36,213832304.0,9033181932.9,43983.0,11823.58,6.37,14.66,0.1054,20.47,0.1175,55.03
2011-02-24,27726244.0,1163185918.92,2.63,5.47,2.31,1518.76,1.0,658562416.33,14956686.0,15697802.0,627470729.5,0.0,0.0,22225.0,41.69,0.0,0.0,0.0,14.57,802612.0,255314.0,0.0,0.0,41.69,22225.0,0.0,656651.0,609122.0,820.58,29.93,0.0,0.0,6.53,6.53,213916720.0,8974346345.84,0.0,11726.2,6.54,14.03,0.0932,17.5,0.1211,54.65
2011-02-25,32966262.0,1414904497.73,3.13,6.61,2.75,1808.5,1.0,914949567.66,15216028.0,21317670.0,653068475.12,0.0,0.0,8137.0,6.28,0.0,6221947.0,0.0,13.46,120847.0,248795.0,0.0,0.0,6.28,8137.0,342.39,500000.0,722926.0,838.41,40.85,0.0,0.0,6.65,6.65,213606672.0,9167949977.43,0.0,11771.31,6.65,14.19,0.1069,21.52,0.1441,55.91
2011-02-28,32275518.0,1401858222.33,3.06,6.49,2.69,1795.66,1.0,904934105.19,14783874.0,20834644.0,642124328.57,0.0,0.0,13660.0,0.98,0.0,0.0,0.0,24.57,15000.0,445814.0,0.0,0.0,0.98,13660.0,0.0,0.0,498025.0,828.69,25.28,0.0,0.0,6.48,6.48,213300928.0,9264534801.53,0.0,11959.15,6.48,14.35,0.1108,22.12,0.1415,56.58
2011-03-01,32287562.0,1366194054.6,3.06,6.42,2.69,1806.55,1.0,879921132.62,14774464.0,20795368.0,625156674.16,0.0,0.0,169726.0,5.14,0.0,0.0,0.0,14.0,71247.0,280143.0,0.0,0.0,5.14,169726.0,0.0,101007.0,110525.0,829.14,4.67,0.0,0.0,6.48,6.48,213312288.0,9025951839.84,0.0,11966.28,6.48,14.22,0.1101,22.17,0.1416,55.12
2011-03-02,32850622.0,1370096733.88,3.12,6.51,2.74,1801.15,1.0,869527335.58,15199699.0,20848538.0,633931922.38,0.0,0.0,449401.0,0.9,0.0,0.0,0.0,8.34,83128.0,142686.0,0.0,0.0,0.9,449401.0,0.0,118520.0,29957.0,833.55,2.32,0.0,0.0,6.69,6.69,212069120.0,8844739946.42,0.0,11617.46,6.69,14.22,0.1069,21.6,0.1445,54.33
2011-03-03,32577110.0,1354688109.48,3.09,6.47,2.72,1765.73,1.0,857327840.68,15091470.0,20616748.0,627564414.51,0.0,0.0,109964.0,8.32,0.0,0.0,0.0,12.86,200000.0,218193.0,0.0,0.0,8.32,109964.0,0.0,0.0,412789.0,818.08,26.18,0.0,1.08,6.65,6.65,212012032.0,8816318538.32,0.0,11476.73,6.65,14.52,0.1095,21.73,0.1434,54.17
2011-03-04,32459712.0,1325884977.92,3.08,6.46,2.71,1751.6,1.0,837582778.16,14943904.0,20505320.0,610415083.94,0.0,0.0,535.0,7.45,0.0,1900.0,0.0,8.09,142490.0,148101.0,0.0,0.0,7.45,535.0,0.1,0.0,255818.0,805.02,15.08,0.0,0.0,6.6,6.6,211520656.0,8640004578.89,0.0,11372.73,6.61,14.64,0.1092,21.86,0.1433,53.21
2011-03-07,32592134.0,1306774803.53,3.09,6.71,2.72,1733.41,1.0,825215834.15,14985644.0,20581622.0,600846265.36,0.0,0.0,220472.0,7.07,0.0,0.0,0.0,12.21,217506.0,216306.0,0.0,0.0,7.07,220472.0,0.0,37574.0,141205.0,793.46,9.27,0.0,0.0,6.62,6.62,211331792.0,8473304048.47,0.0,11170.98,6.63,14.8,0.1092,21.7,0.144,52.23
2011-03-08,32198292.0,1314959557.18,3.05,6.57,2.69,1695.69,1.0,818283604.7,15699353.0,20036612.0,641152464.51,0.99,0.0,242639.0,2.7,0.0,0.0,19000.0,2.26,84032.0,44125.0,0.99,0.0,2.7,242639.0,0.0,515195.0,648043.0,825.19,35.77,0.0,0.0,6.99,6.99,208954688.0,8533588179.28,0.0,11000.68,6.98,15.13,0.1108,21.77,0.1433,53.2
2011-03-09,32683028.0,1322211195.83,3.1,6.72,2.73,1740.91,1.0,834543811.63,15415897.0,20628640.0,623659215.64,0.0,0.0,28507.0,36.81,0.0,0.0,0.0,19.74,623391.0,393249.0,0.0,0.0,36.81,28507.0,0.0,81286.0,31363.0,817.97,1.33,0.0,0.0,6.87,6.87,208867072.0,8449840725.84,0.0,11072.62,6.88,14.72,0.1085,21.59,0.1457,52.7
2011-03-10,32804048.0,1324588901.54,3.11,6.72,2.74,1737.3,1.0,837750296.24,15427923.0,20747268.0,622961397.31,0.0,0.0,520130.0,9.89,0.0,0.0,0.0,27.44,189344.0,509089.0,0.0,0.0,9.89,520130.0,0.0,985.0,70714.0,813.31,4.23,0.0,0.0,6.82,6.82,210667312.0,8506498447.74,0.0,11111.04,6.82,14.75,0.1079,21.41,0.1451,52.6
2011-03-11,32349020.0,1319625221.67,3.07,6.7,2.7,1710.2,1.0,842891987.15,15219706.0,20662480.0,620862947.44,0.0,0.0,201333.0,1.55,0.0,0.0,0.0,22.71,30790.0,423925.0,0.0,0.0,1.55,201333.0,0.0,14375.0,115578.0,802.42,5.91,0.0,0.0,6.72,6.72,211119392.0,8612269381.48,0.0,11111.31,6.74,15.0,0.1108,21.75,0.1429,53.14
2011-03-14,37979464.0,1547269083.82,3.6,7.87,3.17,2019.35,1.0,1070607008.95,15280821.0,26279256.0,622534902.25,0.0,0.0,157738.0,314.36,0.0,0.0,0.0,6.96,5931578.0,154313.0,0.0,0.0,314.36,157738.0,0.0,57690.0,314802.0,811.13,15.96,0.0,0.0,6.74,6.74,211400912.0,8612393672.24,0.0,11195.83,6.76,18.25,0.1135,21.19,0.1675,53.07
2011-03-15,37124352.0,1480798457.16,3.52,7.59,3.1,1968.18,1.0,1035038152.34,14713825.0,25948920.0,586898038.22,0.0,0.0,30389.0,13.69,0.0,0.0,0.0,39.89,249526.0,740685.0,0.0,0.0,13.69,30389.0,0.0,143300.0,579864.0,775.22,30.98,0.0,0.0,6.51,6.51,211330112.0,8429434776.41,0.0,11118.61,6.52,18.81,0.1187,21.87,0.1642,51.96
2011-03-16,36087064.0,1394545504.59,3.42,7.22,3.01,1881.99,1.0,984422946.74,14106778.0,25474202.0,545141157.62,0.0,0.0,79069.0,8.74,0.0,110000.0,0.0,47.57,181843.0,901066.0,0.0,0.0,8.74,79069.0,5.72,303949.0,766560.0,725.79,51.76,4.72,0.0,6.3,6.3,209730592.0,8104811581.49,88999.0,10804.07,6.29,17.84,0.1218,23.35,0.1612,50.34
2011-03-17,35980896.0,1429388412.51,3.41,6.97,3.0,1844.06,1.0,990323961.39,14142690.0,24928664.0,561836959.47,0.0,0.0,439370.0,21.23,0.0,0.0,0.0,20.75,400000.0,403458.0,0.0,0.0,21.23,439370.0,0.0,0.0,945537.0,717.41,62.1,0.0,0.0,6.31,6.31,209984784.0,8341921697.95,0.0,10643.93,6.31,17.02,0.1287,25.4,0.1605,51.75
2011-03-18,37759472.0,1507291275.81,3.58,7.18,3.15,1961.18,1.0,1059165876.32,14500922.0,26533388.0,578851134.94,0.0,0.0,963062.0,107.66,0.0,0.0,0.0,30.6,2081814.0,630709.0,0.0,0.0,107.66,963062.0,0.0,25879.0,477091.0,750.47,24.51,0.0,0.0,6.47,6.47,209699744.0,8370842544.4,0.0,10836.86,6.48,16.38,0.1382,27.89,0.1684,52.0
2011-03-21,34740304.0,1418240478.24,3.3,6.39,2.9,1820.38,1.0,960539008.03,14491401.0,23528744.0,591597917.06,0.0,0.0,53766.0,0.19,0.0,2500.0,0.0,3.5,3138.0,84765.0,0.0,0.0,0.19,53766.0,0.13,21478.0,3010282.0,758.48,150.48,0.0,0.0,6.45,6.45,210101696.0,8577205594.21,0.0,10988.95,6.46,17.93,0.1569,30.38,0.1547,53.18
2011-03-22,35762988.0,1443243808.31,3.39,6.54,2.98,1892.96,1.0,977483858.53,14846680.0,24221648.0,599149572.85,0.0,0.0,727430.0,17.25,0.0,400000.0,0.0,18.36,321003.0,405258.0,0.0,0.0,17.25,727430.0,21.32,33107.0,28098.0,786.87,0.0,0.0,0.0,6.58,6.58,210905536.0,8511260551.53,0.0,11168.6,6.58,17.7,0.1522,29.99,0.1584,52.57
2011-03-23,33719124.0,1360503204.3,3.2,6.1,2.81,1778.38,1.0,885894905.77,15202014.0,21956288.0,613372659.35,0.0,0.0,384224.0,6.56,0.0,0.0,0.0,1.57,99612.0,25586.0,0.0,0.0,6.56,384224.0,0.0,2000.0,2364974.0,799.91,125.16,0.28,0.0,6.7,6.7,211693440.0,8541431961.56,5304.0,11147.11,6.7,18.78,0.1329,24.98,0.1486,52.56
2011-03-24,33508336.0,1373348354.48,3.18,6.04,2.8,1767.63,1.0,902383612.38,15025650.0,22017264.0,615830392.25,0.0,0.0,1077309.0,8.1,0.0,0.0,0.0,65.75,155207.0,1253673.0,0.0,0.0,8.1,1077309.0,0.0,0.0,94230.0,793.15,6.11,0.0,0.0,6.61,6.61,212299472.0,8701152170.85,0.0,11200.2,6.61,19.25,0.1358,25.15,0.1474,53.39
2011-03-25,33593424.0,1369099228.67,3.19,6.05,2.8,1789.6,1.0,897616309.02,14978063.0,22024704.0,610430615.84,0.0,0.0,660.0,13.96,0.0,0.0,0.0,2.56,222271.0,53667.0,0.0,0.0,13.96,660.0,0.0,5420.0,214832.0,798.8,8.8,0.0,0.0,6.6,6.6,211876016.0,8635002198.05,0.0,11311.0,6.6,19.33,0.1339,24.85,0.1481,53.09
2011-03-28,33458820.0,1367979885.46,3.17,6.05,2.79,1780.14,1.0,882830337.46,15167314.0,21592760.0,620122899.39,0.0,351774.0,0.0,51.37,18.68,0.0,0.0,6.31,951425.0,111509.0,0.0,351774.0,51.37,0.0,0.0,760.0,1383367.0,806.0,71.29,2.76,0.0,6.66,6.66,212528592.0,8689333304.11,51774.0,11301.22,6.66,19.32,0.1188,21.34,0.1469,53.26
2011-03-29,34313748.0,1398719429.18,3.26,6.24,2.86,1828.19,1.0,928952182.45,15619373.0,22789296.0,636687093.66,0.0,0.0,79408.0,67.15,0.0,0.0,0.0,19.42,1212065.0,365927.0,0.0,0.0,67.15,79408.0,0.0,738578.0,15531.0,830.93,1.67,0.0,0.0,6.86,6.86,212017408.0,8642392194.94,0.0,11272.45,6.87,20.49,0.1202,20.7,0.1507,53.1
2011-03-30,34438788.0,1409103835.44,3.27,6.3,2.87,1832.6,1.0,932128313.85,17026646.0,22781408.0,696665404.81,0.0,0.0,692247.0,0.25,0.0,0.0,0.0,42.35,11000.0,794553.0,0.0,0.0,0.25,692247.0,0.0,1509579.0,18888.0,905.24,1.34,0.0,0.0,7.47,7.47,210913760.0,8629786511.77,0.0,11199.5,7.48,20.37,0.1206,20.64,0.1511,53.3
2011-03-31,35765752.0,1416997711.67,3.39,6.69,2.98,1898.92,1.0,951814334.91,17151708.0,24024284.0,679530825.67,0.0,0.0,150738.0,69.63,0.0,0.0,0.0,1.24,1278228.0,25675.0,0.0,0.0,69.63,150738.0,0.0,0.0,35352.0,903.08,2.09,0.0,0.0,7.5,7.5,211463568.0,8377941891.37,0.0,11136.59,7.5,19.81,0.1282,23.59,0.1564,51.61
2011-04-01,35149236.0,1441950221.75,3.33,6.65,2.93,1837.09,1.0,945941136.58,17501448.0,23058430.0,717973409.85,0.0,229114.0,52898.0,0.0,12.24,0.0,0.0,0.34,23074.0,5071.0,0.0,229114.0,0.0,52898.0,0.0,72797.0,988927.0,915.44,53.85,0.0,0.0,7.62,7.62,212054240.0,8699240529.45,0.0,11061.9,7.64,19.82,0.1295,23.65,0.1531,53.44
2011-04-04,36180112.0,1464798752.42,3.43,6.82,3.02,1932.12,1.0,955660088.2,18585990.0,23604532.0,752477907.32,0.0,0.0,22176.0,46.09,0.0,96000.0,0.0,0.0,811752.0,38663.0,0.0,0.0,46.09,22176.0,7.31,1101030.0,361650.0,988.69,14.92,0.0,0.0,8.13,8.13,209905664.0,8498303011.15,0.0,11153.48,8.14,19.8,0.1251,23.23,0.1583,52.74
2011-04-05,35618960.0,1434697124.98,3.38,6.7,2.97,1887.28,1.0,926530610.81,18575552.0,23002804.0,748205198.84,0.0,0.0,312793.0,2.68,0.0,0.0,0.0,29.4,50231.0,485791.0,0.0,0.0,2.68,312793.0,0.0,162560.0,651958.0,978.45,36.32,0.0,0.0,8.13,8.13,209905248.0,8454779584.37,0.0,11054.42,8.13,20.57,0.129,23.64,0.1559,52.47
2011-04-06,35864036.0,1469897366.0,3.4,6.9,2.99,1896.53,1.0,951523645.17,18825114.0,23216232.0,771552467.86,0.0,0.0,222623.0,12.02,0.0,0.0,0.0,11.17,225512.0,209147.0,0.0,0.0,12.02,222623.0,0.0,236086.0,12085.0,993.11,0.97,0.0,0.0,8.23,8.23,209986384.0,8606349623.85,0.0,11056.13,8.24,20.43,0.1273,23.36,0.1567,53.39
2011-04-07,35879736.0,1496707041.84,3.4,6.88,2.99,1923.22,1.0,983742719.75,18835472.0,23582724.0,785713238.77,0.0,0.0,59436.0,22.39,0.0,0.0,0.0,10.07,376723.0,196729.0,0.0,0.0,22.39,59436.0,0.0,147650.0,10231.0,1010.04,0.49,0.0,0.0,8.28,8.28,208685632.0,8705227233.15,0.0,11207.71,8.27,20.01,0.1258,23.35,0.1577,54.34
2011-04-08,35569252.0,1493585152.37,3.37,6.72,2.97,1925.16,1.0,974210541.47,17519668.0,23200512.0,735666749.45,0.0,0.0,16831.0,2.91,0.0,5500.0,0.0,70.47,31080.0,1333127.0,0.0,0.0,2.91,16831.0,0.3,494.0,418792.0,950.8,24.33,0.0,0.0,7.71,7.71,209637104.0,8802852135.33,0.0,11367.12,7.72,19.02,0.1249,23.8,0.1566,54.7
2011-04-11,34677644.0,1440439581.6,3.29,6.57,2.89,1884.77,1.0,917328762.02,17781320.0,22084092.0,738600267.68,0.0,0.0,43943.0,12.86,0.0,0.0,0.0,9.73,224998.0,182691.0,0.0,0.0,12.86,43943.0,0.0,400400.0,1341418.0,968.66,70.33,0.0,0.0,7.86,7.86,208375712.0,8655507952.27,0.0,11349.88,7.86,19.77,0.1174,20.7,0.1533,54.11
2011-04-12,34145760.0,1399473352.2,3.24,6.54,2.85,1837.8,1.0,891660225.12,17270916.0,21755624.0,707853235.95,0.0,0.0,141236.0,3.57,0.0,0.0,0.0,37.14,69600.0,678922.0,0.0,0.0,3.57,141236.0,0.0,27281.0,398067.0,929.33,23.28,0.0,0.0,7.7,7.7,207161696.0,8490579010.33,0.0,11144.37,7.7,20.34,0.1196,21.06,0.1521,53.39
2011-04-13,33994816.0,1395374583.01,3.23,6.57,2.84,1816.95,1.0,876455137.63,17543294.0,21352640.0,720094103.46,0.0,0.0,574949.0,4.13,0.0,0.0,0.0,30.08,82788.0,508381.0,0.0,0.0,4.13,574949.0,0.0,205810.0,485772.0,938.38,31.42,0.0,0.0,7.89,7.89,204712976.0,8402789517.16,0.0,10947.07,7.9,19.45,0.116,20.6,0.153,53.47
