DATE,SESG FP Equity_DX_SI_QTY,SESG FP Equity_DX_SHORT_INTEREST_VALUE,SESG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SESG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SESG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SESG FP Equity_DX_SI_MV,SESG FP Equity_DX_DSS,SESG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SESG FP Equity_DX_SUPPLY_SI_QTY,SESG FP Equity_DX_BROKER_SI_QTY,SESG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SESG FP Equity_DX_BROKER_SI_MV_NEW_x,SESG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SESG FP Equity_DX_SUPPLY_SI_QTY_INC_x,SESG FP Equity_DX_BROKER_SI_MV_INC_x,SESG FP Equity_DX_SUPPLY_SI_MV_NEW,SESG FP Equity_DX_BROKER_SI_QTY_ADD,SESG FP Equity_DX_BROKER_SI_QTY_NEW,SESG FP Equity_DX_SUPPLY_SI_MV_DEC,SESG FP Equity_DX_BROKER_SI_QTY_INC,SESG FP Equity_DX_SUPPLY_SI_QTY_DEC,SESG FP Equity_DX_BROKER_SI_MV_NEW_y,SESG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SESG FP Equity_DX_BROKER_SI_MV_INC_y,SESG FP Equity_DX_SUPPLY_SI_QTY_INC_y,SESG FP Equity_DX_BROKER_SI_MV_ADD,SESG FP Equity_DX_SUPPLY_SI_QTY_ADD,SESG FP Equity_DX_BROKER_SI_QTY_DEC,SESG FP Equity_DX_SUPPLY_SI_MV,SESG FP Equity_DX_BROKER_SI_MV_DEC,SESG FP Equity_DX_SUPPLY_SI_MV_RMV,SESG FP Equity_DX_BROKER_SI_MV_RMV,SESG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SESG FP Equity_DX_UTILIZATION_QUANTITY,SESG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SESG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SESG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SESG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SESG FP Equity_DX_ACTIVE_UTILIZATION_MV,SESG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SESG FP Equity_DX_BROKER_SI_CON_RATIO,SESG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SESG FP Equity_DX_DEMAND_SUPPLY_RATIO,SESG FP Equity_PX_LAST
2006-07-03,4419940.0,30579727.26,1.38,3.36,1.31,49.44,0.0,12467032.83,2989113.0,1801963.0,20680430.12,0.0,0.0,68971.0,0.0,0.0,0.0,0.0,1.17,0.0,134417.0,0.0,0.0,0.0,68971.0,0.0,0.0,949710.0,33.24,9.98,0.0,0.0,25.42,25.42,8771514.0,60686458.59,0.0,97.99,25.33,20.36,0.1995,33.48,0.3758,11.22
2006-07-04,4670414.0,32197456.11,1.46,3.64,1.38,52.65,0.0,14430275.55,2948161.0,2093189.0,20324383.32,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.26,292895.0,40952.0,0.0,0.0,3.33,0.0,0.0,0.0,1670.0,33.15,0.0,0.0,0.0,25.23,25.23,8736499.0,60228717.0,0.0,98.87,25.11,20.66,0.1893,31.69,0.3997,11.18
2006-07-05,4555889.0,31070814.5,1.42,3.8,1.35,51.39,0.0,13842971.62,2894039.0,2029784.0,19737124.61,0.0,0.0,4515.0,0.03,0.0,0.0,0.0,0.66,2473.0,58637.0,0.0,0.0,0.03,4515.0,0.0,0.0,65878.0,32.52,0.75,0.0,0.0,24.8,24.8,8777289.0,59860439.6,0.0,99.12,24.7,19.79,0.1918,32.55,0.3903,11.06
2006-07-06,4541315.0,30859408.56,1.42,3.97,1.34,50.73,0.0,13835234.29,2871076.0,2036013.0,19509703.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,6229.0,22963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.93,0.0,0.0,0.0,24.6,24.6,8798462.0,59787822.16,0.0,98.27,24.52,19.91,0.191,32.29,0.3892,11.02
2006-07-07,4427988.0,30034713.75,1.38,3.93,1.31,49.4,0.0,13054595.22,2868931.0,1924626.0,19459745.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,2144.0,0.0,0.0,0.0,0.0,0.0,0.0,111387.0,31.87,1.26,0.0,0.0,24.6,24.6,8794765.0,59654237.84,0.0,98.18,24.51,20.4,0.1934,33.08,0.3796,11.0
2006-07-10,4193486.0,28444104.1,1.31,4.02,1.24,47.0,0.0,11425017.66,2875296.0,1684379.0,19502919.23,0.0,0.0,6488.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,6488.0,0.0,0.0,240247.0,32.08,2.64,0.0,0.0,24.68,24.68,8774635.0,59517697.54,0.0,98.31,24.6,21.25,0.2069,35.04,0.36,11.0
2006-07-11,4145195.0,27707581.84,1.3,3.94,1.22,46.25,0.0,11270579.84,2645319.0,1686136.0,17682013.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,1757.0,216213.0,0.0,0.0,0.0,0.0,0.0,24647.0,0.0,29.39,0.0,0.42,0.0,22.91,22.91,8903490.0,59513286.54,38411.0,98.86,22.92,21.54,0.209,35.24,0.3589,10.84
2006-07-12,4263729.0,28473603.09,1.33,4.09,1.26,47.37,0.0,11802270.61,2861198.0,1767310.0,19107362.64,0.0,0.0,162566.0,1.1,0.0,0.0,0.0,1.49,102974.0,125394.0,0.0,0.0,1.1,162566.0,0.0,178707.0,21800.0,31.57,0.28,0.0,0.0,24.75,24.75,8699568.0,58096573.74,0.0,96.14,24.72,20.53,0.2082,34.19,0.3688,10.83
2006-07-13,4188723.0,27817732.18,1.31,4.14,1.24,46.6,0.0,11338663.74,2665999.0,1707347.0,17705168.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,195198.0,0.0,0.0,0.0,0.0,0.0,0.0,59963.0,29.49,0.63,0.0,0.0,23.1,23.1,8873302.0,58928494.1,0.0,97.87,23.15,19.83,0.2086,34.57,0.363,10.77
2006-07-14,4041891.0,26618294.58,1.14,4.05,1.19,44.72,0.0,10479000.32,2697644.0,1591198.0,17765615.81,0.0,0.0,5348.0,0.0,0.0,0.0,0.0,0.43,852.0,35410.0,0.0,0.0,0.0,5348.0,0.0,61707.0,117000.0,29.64,1.33,0.0,0.0,23.41,23.41,8823589.0,58108665.28,0.0,96.8,23.44,17.68,0.2119,35.93,0.3508,10.68
2006-07-17,4068661.0,26292819.83,1.15,4.11,1.2,44.49,0.0,10326759.55,2672655.0,1598006.0,17271440.5,0.0,0.0,17323.0,0.0,0.0,0.0,0.0,0.52,6808.0,42312.0,0.0,0.0,0.0,17323.0,0.0,0.0,0.0,29.05,0.0,0.0,0.0,23.19,23.19,8854377.0,57219448.66,0.0,96.25,23.18,17.51,0.2122,36.07,0.353,10.48
2006-07-18,3934419.0,25109920.36,1.11,3.96,1.16,42.51,0.0,9586149.57,2570375.0,1502033.0,16404432.66,0.0,0.0,0.0,0.63,0.0,0.0,0.0,1.36,64000.0,102280.0,0.0,0.0,0.63,0.0,0.0,0.0,159973.0,27.58,1.84,0.0,0.0,22.34,22.34,8937726.0,57041608.45,0.0,95.71,22.37,19.83,0.2188,36.71,0.3419,10.35
2006-07-19,3856284.0,24207010.87,1.09,3.95,1.14,41.0,0.0,8947434.96,2577124.0,1425366.0,16177353.3,0.0,0.0,6247.0,0.0,0.0,0.0,0.0,0.44,2055.0,8282.0,0.0,0.0,0.0,6247.0,0.0,8784.0,78723.0,27.18,0.97,0.0,0.0,22.37,22.37,8944528.0,56147391.26,0.0,94.25,22.38,18.34,0.2194,37.29,0.3347,10.18
2006-07-20,3820718.0,24502065.73,1.08,3.88,1.13,40.63,0.0,9064073.48,2551795.0,1413402.0,16364528.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,25329.0,0.0,0.0,0.0,0.0,0.0,0.0,11963.0,26.9,0.12,0.0,0.0,23.52,23.52,8299830.0,53226377.92,0.0,87.59,23.5,18.52,0.2189,37.17,0.3521,10.4
2006-07-21,3854222.0,24479262.39,1.09,3.94,1.14,41.18,0.0,9020056.86,2580472.0,1420194.0,16389313.12,0.0,0.0,139786.0,0.13,0.0,0.0,0.0,1.18,9260.0,111109.0,0.0,0.0,0.13,139786.0,0.0,0.0,2469.0,27.38,0.02,0.0,0.0,24.08,24.08,8135245.0,51669259.58,0.0,86.3,24.08,18.27,0.2198,37.38,0.3597,10.3
2006-07-24,3907940.0,24940928.3,1.1,4.1,1.15,40.83,0.0,9133734.1,2607538.0,1431145.0,16641611.26,0.0,0.0,112559.0,0.0,0.0,0.0,0.0,0.93,14753.0,85493.0,0.0,0.0,0.0,112559.0,0.0,0.0,3802.0,27.18,0.05,0.0,0.0,24.32,24.32,8112440.0,51774537.06,0.0,85.84,24.05,17.59,0.22,37.66,0.3645,10.35
2006-07-25,3794160.0,24097791.51,1.07,3.99,1.12,39.81,0.0,8364007.22,2599245.0,1316900.0,16508545.79,0.0,0.0,20617.0,0.03,0.0,0.0,0.0,0.3,268.0,28910.0,0.0,0.0,0.03,20617.0,0.0,0.0,114512.0,27.21,1.18,0.0,0.0,71.25,24.29,1048803.0,6661246.77,0.0,0.0,475.22,15.64,0.2247,38.8,0.3546,10.3
2006-07-26,3590350.0,22803336.12,1.01,3.83,1.06,37.21,0.0,8133290.44,2430902.0,1280574.0,15439351.42,0.0,0.0,68464.0,0.0,0.0,0.0,0.0,2.7,4293.0,236806.0,0.0,0.0,0.0,68464.0,0.0,0.0,40620.0,25.12,0.5,0.0,0.0,56.81,21.45,1848050.0,11737492.25,0.0,0.0,444.93,16.5,0.243,40.72,0.3168,10.3
2006-07-27,3580979.0,23229608.52,1.01,3.84,1.06,37.35,0.0,8199846.9,2438551.0,1264054.0,15818742.61,0.0,0.0,77075.0,0.0,0.0,0.0,0.0,0.72,0.0,69426.0,0.0,0.0,0.0,77075.0,0.0,0.0,16520.0,25.38,0.12,0.0,0.0,57.56,21.62,1797691.0,11661519.98,0.0,0.0,445.21,16.44,0.2443,40.99,0.3175,10.52
2006-07-28,3596025.0,23393733.53,1.01,3.92,1.06,37.84,0.0,8238219.04,2452167.0,1266358.0,15952431.19,0.0,0.0,13616.0,0.13,0.0,0.0,0.0,0.0,6953.0,0.0,0.0,0.0,0.13,13616.0,0.0,0.0,4649.0,25.8,0.01,0.0,0.0,58.55,21.85,1735895.0,11292764.95,0.0,0.0,444.53,16.57,0.245,41.11,0.3205,10.55
2006-07-31,3592702.0,23482884.27,1.01,3.97,1.06,37.91,0.0,8209337.77,2459729.0,1255966.0,16077462.44,0.0,0.0,7562.0,0.05,0.0,0.0,0.0,0.0,2504.0,0.0,0.0,0.0,0.05,7562.0,0.0,0.0,12896.0,25.96,0.14,0.0,0.0,58.65,21.85,1734352.0,11336199.69,0.0,0.0,445.23,16.59,0.2459,41.32,0.3191,10.6
2006-08-01,3609585.0,23370658.48,1.02,3.96,1.07,37.93,0.0,8170712.95,2471366.0,1261962.0,16001133.31,0.0,0.0,11636.0,0.03,0.0,0.0,0.0,0.0,5996.0,0.0,0.0,0.0,0.03,11636.0,0.0,0.0,0.0,25.97,0.0,0.0,0.0,58.99,21.96,1718174.0,11124508.16,0.0,0.0,447.48,16.66,0.2463,41.38,0.3208,10.5
2006-08-02,3604306.0,23136452.05,1.02,3.91,1.07,37.78,0.0,8085420.04,2468398.0,1259585.0,15844928.81,0.0,0.0,32.0,0.01,0.0,0.0,0.0,0.08,1639.0,2999.0,0.0,0.0,0.01,32.0,0.0,0.0,4016.0,25.85,0.06,0.0,0.0,58.92,21.94,1720690.0,11045305.72,0.0,0.0,449.77,16.57,0.2465,41.41,0.3203,10.41
2006-08-03,3571203.0,22527580.4,1.01,3.8,1.06,37.19,0.0,7785766.72,2460103.0,1234245.0,15518627.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,8295.0,0.0,0.0,0.0,0.0,0.0,0.0,25340.0,25.59,0.32,0.0,0.0,50.93,20.68,2369829.0,14949167.92,0.0,0.0,449.21,16.69,0.2476,41.62,0.3003,10.23
2006-08-04,3525543.0,22369988.85,0.99,3.95,1.04,36.6,0.0,7769185.43,2421891.0,1224435.0,15367185.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,38212.0,0.0,0.0,0.0,0.0,0.0,0.0,9810.0,25.05,0.13,0.0,0.0,49.99,20.34,2422748.0,15372623.66,0.0,0.0,446.18,16.66,0.2461,41.35,0.2961,10.29
