DATE,SESG FP Equity_DX_SI_QTY,SESG FP Equity_DX_SHORT_INTEREST_VALUE,SESG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SESG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SESG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SESG FP Equity_DX_SI_MV,SESG FP Equity_DX_DSS,SESG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SESG FP Equity_DX_SUPPLY_SI_QTY,SESG FP Equity_DX_BROKER_SI_QTY,SESG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SESG FP Equity_DX_BROKER_SI_MV_NEW_x,SESG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SESG FP Equity_DX_SUPPLY_SI_QTY_INC_x,SESG FP Equity_DX_BROKER_SI_MV_INC_x,SESG FP Equity_DX_SUPPLY_SI_MV_NEW,SESG FP Equity_DX_BROKER_SI_QTY_ADD,SESG FP Equity_DX_BROKER_SI_QTY_NEW,SESG FP Equity_DX_SUPPLY_SI_MV_DEC,SESG FP Equity_DX_BROKER_SI_QTY_INC,SESG FP Equity_DX_SUPPLY_SI_QTY_DEC,SESG FP Equity_DX_BROKER_SI_MV_NEW_y,SESG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SESG FP Equity_DX_BROKER_SI_MV_INC_y,SESG FP Equity_DX_SUPPLY_SI_QTY_INC_y,SESG FP Equity_DX_BROKER_SI_MV_ADD,SESG FP Equity_DX_SUPPLY_SI_QTY_ADD,SESG FP Equity_DX_BROKER_SI_QTY_DEC,SESG FP Equity_DX_SUPPLY_SI_MV,SESG FP Equity_DX_BROKER_SI_MV_DEC,SESG FP Equity_DX_SUPPLY_SI_MV_RMV,SESG FP Equity_DX_BROKER_SI_MV_RMV,SESG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SESG FP Equity_DX_UTILIZATION_QUANTITY,SESG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SESG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SESG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SESG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SESG FP Equity_DX_ACTIVE_UTILIZATION_MV,SESG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SESG FP Equity_DX_BROKER_SI_CON_RATIO,SESG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SESG FP Equity_DX_DEMAND_SUPPLY_RATIO,SESG FP Equity_PX_LAST
2006-08-07,3442572.0,22268086.37,0.97,3.78,1.02,36.4,0.0,7836443.05,2351315.0,1211488.0,15209350.89,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.36,0.0,70687.0,0.0,0.0,0.0,110.0,0.0,0.0,12947.0,24.76,0.0,0.0,0.0,49.2,19.98,2428143.0,15706308.55,0.0,0.0,482.14,16.86,0.2513,42.15,0.2926,10.49
2006-08-08,3369258.0,21835410.51,0.95,4.37,1.0,35.99,0.0,7891610.02,2272619.0,1217695.0,14728337.45,0.0,0.0,9766.0,0.14,0.0,0.0,0.0,0.89,6207.0,88462.0,0.0,0.0,0.14,9766.0,0.0,0.0,0.0,24.2,0.0,0.0,0.0,47.31,19.37,2530769.0,16401350.09,0.0,0.0,418.12,17.38,0.2611,43.36,0.2872,10.51
2006-08-09,3363357.0,21776427.98,0.95,4.27,0.99,35.93,0.0,7890692.51,2265825.0,1218713.0,14670335.3,0.0,0.0,2003.0,0.01,0.0,0.0,0.0,0.09,1018.0,8797.0,0.0,0.0,0.01,2003.0,0.0,0.0,0.0,24.12,0.0,0.0,0.0,55.02,19.53,1852683.0,11995401.6,0.0,0.0,417.34,17.44,0.262,43.48,0.2899,10.5
2006-08-10,3353932.0,21508591.4,0.94,4.2,0.99,36.03,0.0,7792071.66,2259899.0,1215053.0,14492614.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5926.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.0,24.2,0.01,0.0,0.0,55.46,19.56,1815036.0,11639731.42,0.0,0.0,417.89,17.37,0.2624,43.55,0.2903,10.4
2006-08-11,3409405.0,21843313.46,0.96,4.11,1.01,35.99,0.0,7813935.16,2312944.0,1219635.0,14818527.22,0.0,0.0,55277.0,0.0,0.0,0.0,0.0,0.04,4581.0,2232.0,0.0,0.0,0.0,55277.0,0.0,0.0,0.0,24.19,0.0,0.0,0.0,76.26,19.92,720223.0,4614311.51,0.0,7.16,77.15,17.23,0.2589,43.21,0.2937,10.39
2006-08-14,1944738.0,12471503.6,0.55,2.33,0.57,20.68,0.0,7898052.04,836333.0,1231579.0,5363360.01,0.0,0.0,10000.0,0.17,0.0,0.0,0.0,15.57,16000.0,1486611.0,0.0,0.0,0.17,10000.0,0.0,0.0,4056.0,8.71,0.01,0.0,0.0,7.62,7.62,10141352.0,65035962.68,0.0,106.63,7.55,26.78,0.2224,29.95,0.1772,10.4
2006-08-15,2284370.0,14621373.74,0.64,2.96,0.68,24.05,0.0,7920671.92,1170058.0,1237486.0,7489091.22,0.0,0.0,118701.0,0.01,0.0,0.0,0.0,0.0,5907.0,0.0,0.0,0.0,0.01,118701.0,0.0,215024.0,0.0,12.13,0.0,0.0,0.0,10.67,10.67,9795461.0,62696978.27,0.0,102.7,10.56,22.93,0.1842,25.78,0.2083,10.38
2006-08-16,2322376.0,14778712.78,0.65,3.0,0.69,24.37,0.0,8116743.34,1094959.0,1275492.0,6967900.36,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.78,39006.0,75099.0,0.0,0.0,0.39,0.0,0.0,0.0,1000.0,11.32,0.02,0.0,0.0,9.92,9.92,9948230.0,63306731.49,0.0,103.8,9.83,24.19,0.1861,25.4,0.2103,10.32
2006-08-17,2231819.0,14450159.68,0.63,2.82,0.66,23.46,0.0,7736493.17,1081081.0,1194897.0,6999578.86,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.14,5504.0,13878.0,0.0,0.0,0.07,0.0,0.0,0.0,86099.0,11.25,0.94,0.0,0.0,9.79,9.79,9961929.0,64499614.36,0.0,104.8,9.69,24.5,0.1963,26.66,0.2021,10.5
2006-08-18,2335644.0,14891949.8,0.66,2.88,0.69,24.62,0.0,8280586.78,1081081.0,1298722.0,6892918.61,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,107741.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,3916.0,11.3,0.04,0.0,0.0,9.89,9.89,9855406.0,62837577.75,0.0,103.26,9.86,23.41,0.2051,30.11,0.2136,10.34
2006-08-21,2222415.0,14156303.27,0.63,2.53,0.66,23.23,0.0,7551327.85,1081081.0,1185492.0,6886252.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113230.0,11.15,1.25,0.0,0.0,9.88,9.88,9855694.0,62778640.9,0.0,102.71,9.79,24.77,0.1969,26.54,0.2032,10.33
2006-08-22,2205115.0,14046106.01,0.62,2.49,0.65,23.18,0.0,7441130.59,1081081.0,1168192.0,6886252.34,0.0,0.0,36300.0,0.0,0.0,0.0,0.0,0.37,0.0,36300.0,0.0,0.0,0.0,36300.0,0.0,0.0,17300.0,11.23,0.15,0.0,0.0,9.9,9.9,9837425.0,62662271.31,0.0,102.85,9.84,24.33,0.1962,26.57,0.202,10.33
2006-08-23,2037318.0,12813960.2,0.57,2.34,0.6,21.36,0.0,7357417.47,911706.0,1169771.0,5734286.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1579.0,169375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,8.33,8.33,10028744.0,63077009.33,0.0,104.02,8.29,26.43,0.2106,28.83,0.1862,10.2
2006-08-24,2040229.0,12895172.57,0.57,2.34,0.6,21.37,0.0,7352627.83,921081.0,1163307.0,5821649.65,0.0,0.0,19375.0,0.0,0.0,0.0,0.0,0.1,0.0,10000.0,0.0,0.0,0.0,19375.0,0.0,0.0,6464.0,9.49,0.07,0.0,0.0,8.45,8.45,9981201.0,63085717.04,0.0,103.4,8.4,26.4,0.2096,28.46,0.1871,10.25
2006-08-25,2695895.0,17105773.8,0.76,2.82,0.8,28.06,0.0,11541599.61,921081.0,1818973.0,5844368.29,0.0,0.0,0.0,6.71,0.0,0.0,0.0,0.0,655666.0,0.0,0.0,0.0,6.71,0.0,0.0,0.0,0.0,9.46,0.0,0.0,0.0,8.6,8.6,9784062.0,62081034.84,0.0,101.78,8.51,25.8,0.2597,39.91,0.2518,10.29
2006-08-28,2661339.0,17510114.84,0.75,2.66,0.79,27.85,0.0,11867937.56,901706.0,1803792.0,5932718.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,19375.0,0.0,0.0,0.0,0.0,0.0,0.0,15181.0,9.35,0.09,0.0,0.0,8.47,8.47,9743238.0,64105029.96,0.0,103.3,8.3,26.09,0.2598,39.74,0.25,10.67
2006-08-29,2724974.0,18197645.32,0.77,2.69,0.81,29.21,0.0,12241596.01,997566.0,1833096.0,6661844.21,0.0,0.0,122860.0,0.63,0.0,0.0,0.0,0.27,42835.0,27000.0,0.0,0.0,0.63,122860.0,0.0,0.0,13531.0,10.66,0.16,0.0,0.0,9.47,9.47,9532577.0,63659490.06,0.0,102.71,9.4,27.07,0.2537,38.2,0.2588,10.83
2006-08-30,3443703.0,23294677.02,0.97,3.29,1.02,37.49,0.0,17261633.53,997566.0,2551825.0,6747962.23,0.0,0.0,0.0,8.12,0.0,0.0,0.0,0.0,728729.0,0.0,0.0,0.0,8.12,0.0,0.0,0.0,10000.0,10.82,0.0,0.0,0.0,9.4,9.4,9613992.0,65033145.57,0.0,105.0,9.34,25.16,0.309,47.35,0.3245,10.97
2006-08-31,3441288.0,22641740.9,0.97,3.32,1.02,37.66,0.0,16773684.93,1001766.0,2549410.0,6591057.25,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,6993.0,11465.0,0.0,0.0,0.12,0.0,0.0,15665.0,9407.0,10.83,0.11,0.0,0.0,9.45,9.45,9598268.0,63151208.84,0.0,104.1,9.42,25.38,0.3098,47.34,0.3246,10.67
2006-09-01,2944507.0,19391357.83,0.83,2.93,0.87,31.64,0.0,14826236.72,741556.0,2251310.0,4883594.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,260210.0,0.0,0.0,0.0,0.0,0.0,0.0,298100.0,7.9,3.38,0.0,0.0,6.99,6.99,9866714.0,64978273.72,0.0,105.98,6.93,21.28,0.3548,53.36,0.2776,10.68
2006-09-04,2968772.0,19770833.45,0.84,2.95,0.88,31.9,0.0,15025389.09,822460.0,2256200.0,5477254.46,0.0,0.0,19375.0,0.04,0.0,0.0,0.0,0.0,4890.0,0.0,0.0,0.0,0.04,19375.0,0.0,61529.0,0.0,8.77,0.0,0.0,0.0,7.73,7.73,9822663.0,65415004.66,0.0,106.08,7.63,21.13,0.3493,52.94,0.2789,10.8
2006-09-05,2552801.0,16953409.08,0.72,2.51,0.75,27.71,0.0,12221146.51,822460.0,1840229.0,5462039.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415971.0,8.91,4.34,0.0,0.0,7.76,7.76,9780026.0,64950139.69,0.0,105.96,7.75,24.34,0.2985,45.35,0.2408,10.77
2006-09-06,2391065.0,15717119.81,0.67,2.35,0.71,25.8,0.0,11033190.48,760931.0,1678493.0,5001806.18,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.66,8624.0,61529.0,0.0,0.0,0.05,0.0,0.0,0.0,170360.0,8.19,1.83,0.0,0.0,7.73,7.73,9085917.0,59724200.77,0.0,97.48,7.75,26.36,0.278,41.26,0.2428,10.66
2006-09-07,2683513.0,17457439.27,0.76,2.6,0.79,28.77,0.0,12821843.16,738624.0,1970941.0,4805075.89,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.24,580471.0,22307.0,0.0,0.0,6.18,0.0,0.0,0.0,288022.0,7.91,3.16,0.0,0.0,7.48,7.48,9131451.0,59404128.58,0.0,97.26,7.52,26.01,0.3011,45.05,0.2719,10.55
2006-09-08,2314918.0,15059565.73,0.65,2.23,0.68,24.67,0.0,10423969.62,738624.0,1602346.0,4805075.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368595.0,7.86,4.02,0.0,0.0,7.52,7.52,9078766.0,59061389.35,0.0,96.3,7.54,30.19,0.2705,37.27,0.2358,10.55
2006-09-11,2506332.0,16953899.46,0.71,2.4,0.74,26.59,0.0,12133758.3,730331.0,1793760.0,4940270.62,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.09,208618.0,8293.0,0.0,0.0,2.16,0.0,0.0,0.0,17204.0,7.72,0.2,0.0,0.0,7.45,7.45,9071569.0,61363964.87,0.0,98.25,7.28,34.56,0.2814,35.76,0.2557,10.97
2006-09-12,2536962.0,17599116.31,0.71,2.38,0.75,28.07,0.0,12738975.05,718362.0,1836359.0,4983336.92,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.11,45000.0,11969.0,0.0,0.0,0.81,0.0,0.0,0.0,2401.0,7.98,0.0,0.0,0.0,7.31,7.31,9104606.0,63159408.74,0.0,101.29,7.3,34.07,0.2851,36.9,0.2583,11.25
2006-09-13,2517667.0,17837857.61,0.71,2.32,0.74,28.31,0.0,12941766.65,708801.0,1826624.0,5021907.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,9561.0,0.0,0.0,0.0,0.0,0.0,0.0,9734.0,7.99,0.0,0.0,0.0,7.18,7.18,9156259.0,64872774.8,0.0,104.32,7.11,33.93,0.2861,37.18,0.2552,11.49
2006-09-14,2523026.0,17720249.27,0.71,2.32,0.75,28.79,0.0,12866777.09,708801.0,1831984.0,4978200.94,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,5359.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,8.12,0.0,0.0,0.0,7.18,7.18,9167946.0,64390255.37,0.0,104.61,7.2,34.08,0.2864,37.09,0.2555,11.39
2006-09-15,2185227.0,15320798.45,0.62,1.99,0.65,25.1,0.0,10616063.17,688801.0,1514184.0,4829238.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,317799.0,7.89,3.46,0.0,0.0,6.97,6.97,9187321.0,64413030.48,0.0,104.69,7.01,29.09,0.2777,38.74,0.2213,11.37
2006-09-18,2407837.0,16851839.81,0.68,2.18,0.71,27.41,0.0,12155387.23,688801.0,1736795.0,4820743.31,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,222610.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,6.97,6.97,9194350.0,64348921.18,0.0,104.27,6.96,35.42,0.2862,35.44,0.2436,11.35
