DATE,CMO FP Equity_DX_SI_QTY,CMO FP Equity_DX_SHORT_INTEREST_VALUE,CMO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CMO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CMO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CMO FP Equity_DX_SI_MV,CMO FP Equity_DX_DSS,CMO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CMO FP Equity_DX_SUPPLY_SI_QTY,CMO FP Equity_DX_BROKER_SI_QTY,CMO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CMO FP Equity_DX_BROKER_SI_MV_NEW_x,CMO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CMO FP Equity_DX_SUPPLY_SI_QTY_INC_x,CMO FP Equity_DX_BROKER_SI_MV_INC_x,CMO FP Equity_DX_SUPPLY_SI_MV_NEW,CMO FP Equity_DX_BROKER_SI_QTY_ADD,CMO FP Equity_DX_BROKER_SI_QTY_NEW,CMO FP Equity_DX_SUPPLY_SI_MV_DEC,CMO FP Equity_DX_BROKER_SI_QTY_INC,CMO FP Equity_DX_SUPPLY_SI_QTY_DEC,CMO FP Equity_DX_BROKER_SI_MV_NEW_y,CMO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CMO FP Equity_DX_BROKER_SI_MV_INC_y,CMO FP Equity_DX_SUPPLY_SI_QTY_INC_y,CMO FP Equity_DX_BROKER_SI_MV_ADD,CMO FP Equity_DX_SUPPLY_SI_QTY_ADD,CMO FP Equity_DX_BROKER_SI_QTY_DEC,CMO FP Equity_DX_SUPPLY_SI_MV,CMO FP Equity_DX_BROKER_SI_MV_DEC,CMO FP Equity_DX_SUPPLY_SI_MV_RMV,CMO FP Equity_DX_BROKER_SI_MV_RMV,CMO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CMO FP Equity_DX_UTILIZATION_QUANTITY,CMO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CMO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CMO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CMO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CMO FP Equity_DX_ACTIVE_UTILIZATION_MV,CMO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CMO FP Equity_DX_BROKER_SI_CON_RATIO,CMO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CMO FP Equity_DX_DEMAND_SUPPLY_RATIO,CMO FP Equity_PX_LAST
2009-01-19,135.0,2372.34,0.01,0.39,0.01,0.0,0.0,1757.29,135.0,100.0,2372.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.88,0.6163,74.12,0.0038,28.77
2009-01-20,135.0,2358.32,0.01,0.39,0.01,0.0,0.0,1746.9,135.0,100.0,2358.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.9,0.6162,74.1,0.0038,28.6
2009-01-21,135.0,2308.02,0.01,0.41,0.01,0.0,0.0,1709.64,135.0,100.0,2308.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.88,0.6164,74.12,0.0038,27.99
2009-01-22,135.0,2308.02,0.01,0.39,0.01,0.0,0.0,1709.64,135.0,100.0,2308.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.89,0.6162,74.11,0.0038,27.99
2009-01-23,135.0,2226.38,0.01,0.42,0.01,0.0,0.0,1649.17,135.0,100.0,2226.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.92,0.6159,74.08,0.0038,27.0
2009-01-26,135.0,2247.0,0.01,0.42,0.01,0.0,0.0,1664.44,135.0,100.0,2247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,26.13,0.6139,73.87,0.0038,27.25
2009-01-27,135.0,2358.32,0.01,0.42,0.01,0.0,0.0,1746.9,135.0,100.0,2358.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.92,0.616,74.08,0.0038,28.6
2009-01-28,135.0,2358.32,0.01,0.41,0.01,0.0,0.0,1746.9,135.0,100.0,2358.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.88,0.6164,74.12,0.0038,28.6
2009-01-29,135.0,2350.07,0.01,0.42,0.01,0.0,0.0,1740.79,135.0,100.0,2350.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.88,0.6164,74.12,0.0038,28.5
2009-01-30,135.0,2391.3,0.01,0.42,0.01,0.0,0.0,1771.33,135.0,100.0,2391.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.92,0.6159,74.08,0.0038,29.0
2009-02-02,135.0,2345.95,0.01,0.39,0.01,0.0,0.0,1737.74,135.0,100.0,2345.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,26.0,0.6152,74.0,0.0038,28.45
2009-02-03,135.0,2373.16,0.01,0.37,0.01,0.0,0.0,1757.9,135.0,100.0,2373.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,26.1,0.6142,73.9,0.0038,28.78
2009-02-04,135.0,2365.74,0.01,0.36,0.01,0.0,0.0,1752.4,135.0,100.0,2365.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,26.02,0.615,73.98,0.0038,28.69
2009-02-05,135.0,2350.07,0.01,0.33,0.01,0.0,0.0,1740.79,135.0,100.0,2350.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.94,0.6158,74.06,0.0038,28.5
2009-02-06,135.0,2329.46,0.01,0.31,0.01,0.0,0.0,1725.52,135.0,100.0,2329.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,26.01,0.6151,73.99,0.0038,28.25
2009-02-09,135.0,2259.37,0.01,0.28,0.01,0.0,0.0,1673.61,135.0,100.0,2259.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,26.02,0.615,73.98,0.0038,27.4
2009-02-10,135.0,2308.84,0.01,0.26,0.01,0.0,0.0,1710.25,135.0,100.0,2308.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,26.03,0.6149,73.97,0.0038,28.0
2009-02-11,135.0,2267.61,0.01,0.26,0.01,0.0,0.0,1679.71,135.0,100.0,2267.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.87,0.6164,74.13,0.0038,27.5
2009-02-12,135.0,2218.14,0.01,0.26,0.01,0.0,0.0,1643.07,135.0,100.0,2218.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.84,0.6167,74.16,0.0038,26.9
2009-02-13,135.0,2185.16,0.01,0.25,0.01,0.0,0.0,1618.63,135.0,100.0,2185.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,26.06,0.6147,73.94,0.0038,26.5
2009-02-16,135.0,2090.33,0.01,0.21,0.01,0.0,0.0,1548.39,135.0,100.0,2090.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.97,0.6155,74.03,0.0038,25.35
2009-02-17,135.0,1979.01,0.01,0.18,0.01,0.0,0.0,1465.93,135.0,100.0,1979.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.84,0.6168,74.16,0.0038,24.0
2009-02-18,135.0,1937.78,0.01,0.17,0.01,0.0,0.0,1435.39,135.0,100.0,1937.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.83,0.6169,74.17,0.0038,23.5
2009-02-19,135.0,1953.45,0.01,0.16,0.01,0.0,0.0,1447.0,135.0,100.0,1953.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.9,0.6161,74.1,0.0038,23.69
2009-02-20,135.0,1889.13,0.01,0.16,0.01,0.0,0.0,1399.35,135.0,100.0,1889.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.96,0.6156,74.04,0.0038,22.91
2009-02-23,135.0,1937.78,0.01,0.15,0.01,0.0,0.0,1435.39,135.0,100.0,1937.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.83,0.6169,74.17,0.0038,23.5
2009-02-24,135.0,1953.45,0.01,0.16,0.01,0.0,0.0,1447.0,135.0,100.0,1953.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.91,0.6161,74.09,0.0038,23.69
2009-02-25,135.0,1917.16,0.01,0.16,0.01,0.0,0.0,1420.12,135.0,100.0,1917.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.78,0.6174,74.22,0.0038,23.25
2009-02-26,135.0,1937.78,0.01,0.16,0.01,0.0,0.0,1435.39,135.0,100.0,1937.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.95,0.6157,74.05,0.0038,23.5
2009-02-27,135.0,1946.03,0.01,0.16,0.01,0.0,0.0,1441.5,135.0,100.0,1946.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,26.01,0.6151,73.99,0.0038,23.6
2009-03-02,135.0,1913.04,0.01,0.16,0.01,0.0,0.0,1417.07,135.0,100.0,1913.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.92,0.616,74.08,0.0038,23.2
2009-03-03,135.0,1937.78,0.01,0.15,0.01,0.0,0.0,1435.39,135.0,100.0,1937.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.85,0.6167,74.15,0.0038,23.5
2009-03-04,135.0,1945.2,0.01,0.15,0.01,0.0,0.0,1440.89,135.0,100.0,1945.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.93,0.6159,74.07,0.0038,23.59
2009-03-05,135.0,1896.55,0.01,0.15,0.01,0.0,0.0,1404.85,135.0,100.0,1896.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.91,0.616,74.09,0.0038,23.0
2009-03-06,135.0,1875.94,0.01,0.15,0.01,0.0,0.0,1389.58,135.0,100.0,1875.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.93,0.6159,74.07,0.0038,22.75
2009-03-09,135.0,1897.37,0.01,0.15,0.01,0.0,0.0,1405.46,135.0,100.0,1897.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,26.04,0.6149,73.96,0.0038,23.01
2009-03-10,135.0,1925.41,0.01,0.15,0.01,0.0,0.0,1426.23,135.0,100.0,1925.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,26.53,0.6102,73.47,0.0038,23.35
2009-03-11,135.0,1896.55,0.01,0.15,0.01,0.0,0.0,1404.85,135.0,100.0,1896.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.91,0.6161,74.09,0.0038,23.0
2009-03-12,135.0,1924.59,0.01,0.15,0.01,0.0,0.0,1425.62,135.0,100.0,1924.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.95,0.6157,74.05,0.0038,23.34
2009-03-13,135.0,1925.41,0.01,0.15,0.01,0.0,0.0,1426.23,135.0,100.0,1925.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.91,0.6161,74.09,0.0038,23.35
2009-03-16,135.0,1962.52,0.01,0.15,0.01,0.0,0.0,1453.72,135.0,100.0,1962.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.34,0.6216,74.66,0.0038,23.8
2009-03-17,135.0,1970.76,0.01,0.15,0.01,0.0,0.0,1459.82,135.0,100.0,1970.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.4,0.6211,74.6,0.0038,23.9
2009-03-18,135.0,1929.53,0.01,0.15,0.01,0.0,0.0,1429.28,135.0,100.0,1929.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.9,0.6162,74.1,0.0038,23.4
2009-03-19,135.0,1970.76,0.01,0.14,0.01,0.0,0.0,1459.82,135.0,100.0,1970.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,26.01,0.6151,73.99,0.0038,23.9
2009-03-20,135.0,2020.24,0.01,0.13,0.01,0.0,0.0,1496.47,135.0,100.0,2020.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.95,0.6157,74.05,0.0038,24.5
2009-03-23,135.0,2053.22,0.01,0.13,0.01,0.0,0.0,1520.9,135.0,100.0,2053.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.94,0.6158,74.06,0.0038,24.9
2009-03-24,135.0,2040.85,0.01,0.13,0.01,0.0,0.0,1511.74,135.0,100.0,2040.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.95,0.6157,74.05,0.0038,24.75
2009-03-25,135.0,2061.47,0.01,0.13,0.01,0.0,0.0,1527.01,135.0,100.0,2061.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.99,0.6153,74.01,0.0038,25.0
2009-03-26,135.0,2061.47,0.01,0.14,0.01,0.0,0.0,1527.01,135.0,100.0,2061.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.86,0.6166,74.14,0.0038,25.0
2009-03-27,135.0,2061.47,0.01,0.14,0.01,0.0,0.0,1527.01,135.0,100.0,2061.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.94,0.6158,74.06,0.0038,25.0
2009-03-30,135.0,2007.04,0.01,0.16,0.01,0.0,0.0,1486.7,135.0,100.0,2007.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.89,0.6163,74.11,0.0038,24.34
2009-03-31,135.0,2003.75,0.01,0.18,0.01,0.0,0.0,1484.26,135.0,100.0,2003.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.88,0.6164,74.12,0.0038,24.3
2009-04-01,135.0,2003.75,0.01,0.18,0.01,0.0,0.0,1484.26,135.0,100.0,2003.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.9,0.6162,74.1,0.0038,24.3
2009-04-02,135.0,2036.73,0.01,0.18,0.01,0.0,0.0,1508.69,135.0,100.0,2036.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,26.0,0.6152,74.0,0.0038,24.7
2009-04-03,135.0,2077.96,0.01,0.18,0.01,0.0,0.0,1539.23,135.0,100.0,2077.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.93,0.6159,74.07,0.0038,25.2
2009-04-06,135.0,2077.13,0.01,0.15,0.01,0.0,0.0,1538.62,135.0,100.0,2077.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.8,0.6172,74.2,0.0038,25.19
2009-04-07,135.0,2102.7,0.01,0.11,0.01,0.0,0.0,1557.55,135.0,100.0,2102.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.95,0.6157,74.05,0.0038,25.5
2009-04-08,135.0,2119.19,0.01,0.11,0.01,0.0,0.0,1569.77,135.0,100.0,2119.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.93,0.6159,74.07,0.0038,25.7
2009-04-09,135.0,2138.98,0.01,0.11,0.01,0.0,0.0,1584.43,135.0,100.0,2138.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.83,0.6168,74.17,0.0038,25.94
2009-04-10,135.0,2138.98,0.01,0.1,0.01,0.0,0.0,1584.43,135.0,100.0,2138.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.83,0.6168,74.17,0.0038,0.0
2009-04-13,135.0,2138.98,0.01,0.1,0.01,0.0,0.0,1584.43,135.0,100.0,2138.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.99,0.6153,74.01,0.0038,0.0
2009-04-14,135.0,2209.89,0.01,0.1,0.01,0.0,0.0,1636.96,135.0,100.0,2209.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.9,0.6162,74.1,0.0038,26.8
2009-04-15,135.0,2193.4,0.01,0.1,0.01,0.0,0.0,1624.74,135.0,100.0,2193.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.93,0.6158,74.07,0.0038,26.6
2009-04-16,135.0,2185.16,0.01,0.11,0.01,0.0,0.0,1618.63,135.0,100.0,2185.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.92,0.616,74.08,0.0038,26.5
2009-04-17,135.0,2202.47,0.01,0.1,0.01,0.0,0.0,1631.46,135.0,100.0,2202.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.9,0.6161,74.1,0.0038,26.71
2009-04-20,135.0,2200.0,0.01,0.1,0.01,0.0,0.0,1629.63,135.0,100.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.86,0.6165,74.14,0.0038,26.68
2009-04-21,135.0,2173.61,0.01,0.1,0.01,0.0,0.0,1610.08,135.0,100.0,2173.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,0.0,100.0,25.96,0.6156,74.04,0.0038,26.36
