DATE,EC FP Equity_DX_SI_QTY,EC FP Equity_DX_SHORT_INTEREST_VALUE,EC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EC FP Equity_DX_SI_MV,EC FP Equity_DX_DSS,EC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EC FP Equity_DX_SUPPLY_SI_QTY,EC FP Equity_DX_BROKER_SI_QTY,EC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EC FP Equity_DX_BROKER_SI_MV_NEW_x,EC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EC FP Equity_DX_SUPPLY_SI_QTY_INC_x,EC FP Equity_DX_BROKER_SI_MV_INC_x,EC FP Equity_DX_SUPPLY_SI_MV_NEW,EC FP Equity_DX_BROKER_SI_QTY_ADD,EC FP Equity_DX_BROKER_SI_QTY_NEW,EC FP Equity_DX_SUPPLY_SI_MV_DEC,EC FP Equity_DX_BROKER_SI_QTY_INC,EC FP Equity_DX_SUPPLY_SI_QTY_DEC,EC FP Equity_DX_BROKER_SI_MV_NEW_y,EC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EC FP Equity_DX_BROKER_SI_MV_INC_y,EC FP Equity_DX_SUPPLY_SI_QTY_INC_y,EC FP Equity_DX_BROKER_SI_MV_ADD,EC FP Equity_DX_SUPPLY_SI_QTY_ADD,EC FP Equity_DX_BROKER_SI_QTY_DEC,EC FP Equity_DX_SUPPLY_SI_MV,EC FP Equity_DX_BROKER_SI_MV_DEC,EC FP Equity_DX_SUPPLY_SI_MV_RMV,EC FP Equity_DX_BROKER_SI_MV_RMV,EC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EC FP Equity_DX_UTILIZATION_QUANTITY,EC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EC FP Equity_DX_ACTIVE_UTILIZATION_MV,EC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EC FP Equity_DX_BROKER_SI_CON_RATIO,EC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EC FP Equity_DX_DEMAND_SUPPLY_RATIO,EC FP Equity_PX_LAST
2006-07-28,6917.0,2426017.82,0.92,9.22,0.15,4.27,0.0,315659.4,6255.0,900.0,2193832.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,691.0,0.0,3.86,0.0,0.0,0.0,27.21,27.21,16735.0,5869511.1,0.0,10.53,26.84,10.48,0.6456,79.31,0.3009,618.0
2006-07-31,6920.0,2403506.23,0.92,9.5,0.15,4.27,0.0,312594.74,6257.0,900.0,2173228.11,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.87,0.0,0.0,0.0,27.25,27.25,16703.0,5801411.07,0.0,10.31,27.26,10.43,0.6461,79.35,0.3014,612.0
2006-08-01,6928.0,2388591.58,0.92,9.59,0.15,4.22,0.0,310296.25,6266.0,900.0,2160351.45,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.82,0.0,0.0,0.0,27.19,27.19,16774.0,5783232.56,0.0,10.24,27.15,10.49,0.6452,79.28,0.3007,607.5
2006-08-02,6461.0,2264250.33,0.86,8.89,0.14,3.92,0.0,315404.01,5561.0,900.0,1948846.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,47.12,47.12,6239.0,2186450.67,0.0,3.82,46.86,11.45,0.7293,84.53,0.5475,617.5
2006-08-03,6454.0,2234325.96,0.86,8.69,0.14,3.98,0.0,311573.19,5554.0,900.0,1922752.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,0.0,0.0,0.0,47.39,47.39,6167.0,2134968.74,0.0,3.8,47.43,11.11,0.7343,84.87,0.5506,610.0
2006-08-04,6466.0,2238480.27,0.86,8.9,0.14,3.92,0.0,311573.19,5566.0,900.0,1926907.08,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,47.22,47.22,6222.0,2154009.32,0.0,3.81,46.97,11.33,0.7307,84.63,0.5485,610.0
2006-08-07,6915.0,2397845.14,0.92,9.71,0.15,4.23,0.0,312083.97,6252.0,900.0,2167943.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,689.0,0.0,3.83,0.0,0.0,0.0,27.06,27.06,16852.0,5843598.88,0.0,10.34,27.03,10.5,0.6457,79.31,0.2993,611.0
2006-08-08,6916.0,2394266.87,0.92,9.98,0.15,4.23,0.0,311573.19,6253.0,900.0,2164741.28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,27.04,27.04,16875.0,5841997.31,0.0,10.35,27.0,10.49,0.6456,79.31,0.299,610.0
2006-08-09,6468.0,2231831.11,0.86,9.49,0.14,3.94,0.0,312967.04,5561.0,907.0,1918864.07,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.43,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,0.0,0.0,47.38,47.38,6176.0,2131074.35,0.0,3.76,47.39,11.21,0.7308,84.65,0.5511,608.0
2006-08-10,6919.0,2358001.51,0.92,10.39,0.15,4.23,0.0,309106.43,6255.0,907.0,2131709.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,696.0,0.0,3.83,0.0,0.0,0.0,27.18,27.18,16758.0,5711141.68,0.0,10.23,27.24,10.43,0.645,79.28,0.3007,600.5
2006-08-11,6931.0,2352257.27,0.92,10.36,0.15,4.18,0.0,307819.56,6267.0,907.0,2126907.56,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,3.78,0.0,0.0,0.0,27.12,27.12,16843.0,5716212.55,0.0,10.15,27.14,10.43,0.6446,79.25,0.2999,598.0
2006-08-14,6929.0,2390902.56,0.92,10.85,0.15,4.17,0.0,312967.04,6264.0,907.0,2161439.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.76,0.0,0.0,0.0,27.13,27.13,16824.0,5805245.3,0.0,10.16,27.02,10.63,0.6426,79.11,0.3001,608.0
2006-08-15,6926.0,2362352.47,0.92,11.07,0.15,4.19,0.0,309363.8,6264.0,907.0,2136554.41,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,27.02,27.02,16920.0,5771152.72,0.0,10.23,27.05,10.4,0.6449,79.28,0.2988,601.0
2006-08-16,6922.0,2396344.02,0.92,11.4,0.15,4.15,0.0,313996.54,6259.0,907.0,2166818.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,27.04,27.04,16890.0,5847190.2,0.0,10.18,26.9,10.66,0.6415,79.03,0.299,610.0
2006-08-17,6910.0,2386307.28,0.92,11.43,0.15,4.22,0.0,313224.41,6246.0,907.0,2157000.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0,0.0,27.07,27.07,16830.0,5812091.39,0.0,10.27,27.11,10.45,0.6445,79.25,0.2994,608.5
2006-08-18,6909.0,2380080.36,0.92,11.73,0.15,4.21,0.0,312452.29,6246.0,907.0,2151683.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,0.0,0.0,0.0,27.07,27.07,16824.0,5795697.19,0.0,10.24,27.12,10.44,0.6448,79.27,0.2995,607.0
2006-08-21,6916.0,2374641.73,0.92,12.35,0.15,4.18,0.0,311422.79,6254.0,907.0,2147340.86,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.78,0.0,0.0,0.0,27.0,27.0,16911.0,5806472.86,0.0,10.22,26.97,10.52,0.6431,79.15,0.2986,605.0
2006-08-22,6911.0,2396458.1,0.92,12.39,0.15,4.22,0.0,314511.29,6246.0,907.0,2165862.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,0.0,0.0,0.0,27.16,27.16,16752.0,5808922.88,0.0,10.22,27.16,10.52,0.6442,79.22,0.3005,611.0
2006-08-23,6917.0,2453496.99,0.92,12.9,0.15,4.25,0.0,321717.76,6253.0,907.0,2217972.63,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,27.11,27.11,16811.0,5962951.84,0.0,10.38,26.96,10.71,0.6413,79.01,0.2999,625.0
2006-08-24,6925.0,2444544.23,0.92,13.35,0.15,4.26,0.0,320173.52,6266.0,907.0,2211915.4,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.85,0.0,0.0,0.0,26.89,26.89,17032.0,6012343.28,0.0,10.58,26.66,10.63,0.6395,78.9,0.2972,622.0
2006-08-25,1910.0,674777.29,0.25,3.82,0.04,1.19,0.0,320430.89,1247.0,907.0,440548.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,5019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,5.4,5.4,21832.0,7712951.75,0.0,13.61,5.4,30.97,0.3832,50.48,0.0828,622.5
2006-08-28,1906.0,677150.13,0.25,3.91,0.04,1.19,0.0,322232.51,1241.0,907.0,440893.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,5.39,5.39,21796.0,7743527.92,0.0,13.61,5.4,30.82,0.384,50.65,0.0827,626.0
2006-08-29,1902.0,682205.67,0.25,4.17,0.04,1.2,0.0,325321.0,1002.0,907.0,359395.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,4.41,4.41,21728.0,7793356.93,0.0,13.64,4.41,30.8,0.3847,50.77,0.0837,632.0
2006-08-30,1672.0,606826.53,0.22,3.64,0.04,1.07,0.0,243166.13,1009.0,670.0,366200.94,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,237.0,0.65,0.15,0.0,0.0,4.45,4.45,21665.0,7862976.51,0.0,13.8,4.47,37.5,0.5233,61.86,0.0737,639.5
2006-08-31,1694.0,604716.46,0.23,3.57,0.04,1.07,0.0,239173.57,1031.0,670.0,368041.72,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,4.48,4.48,21959.0,7838824.48,0.0,13.91,4.46,38.17,0.52,61.17,0.0737,629.0
2006-09-01,1674.0,605652.31,0.22,3.59,0.04,1.07,0.0,242405.64,1011.0,670.0,365779.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,4.46,4.46,21669.0,7839832.7,0.0,13.76,4.47,37.45,0.5235,61.9,0.0738,637.5
2006-09-04,1678.0,606623.35,0.22,3.53,0.04,1.07,0.0,242215.52,1015.0,670.0,366938.44,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,4.45,4.45,21808.0,7883934.49,0.0,13.88,4.45,37.73,0.5221,61.62,0.0735,637.0
2006-09-05,1687.0,606047.31,0.22,3.58,0.04,1.07,0.0,240694.55,1024.0,670.0,367867.48,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,4.47,4.47,21885.0,7862089.75,0.0,13.88,4.46,38.06,0.5205,61.28,0.0736,633.0
2006-09-06,1735.0,622798.77,0.23,3.68,0.04,1.1,0.0,240504.42,1072.0,670.0,384807.08,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,4.69,4.69,21770.0,7814598.96,0.0,13.77,4.69,36.23,0.4795,58.86,0.076,632.5
2006-09-07,1757.0,616237.29,0.23,3.79,0.04,1.09,0.0,251826.05,1095.0,718.0,384052.26,0.0,0.0,23.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.03,0.0,0.0,0.68,0.0,0.0,0.0,4.74,4.74,21990.0,7712611.23,0.0,13.73,4.71,36.78,0.4768,58.28,0.0761,618.0
2006-09-08,1784.0,635325.54,0.24,3.89,0.04,1.12,0.0,273503.37,1120.0,768.0,398859.09,0.0,0.0,32.0,0.03,0.0,0.0,0.0,0.0,50.0,7.0,0.0,0.0,0.03,32.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,4.94,4.94,21574.0,7683023.13,0.0,13.48,4.95,34.44,0.4442,56.71,0.0786,627.5
2006-09-11,1803.0,628789.6,0.24,3.87,0.04,1.11,0.0,267837.17,1142.0,768.0,398268.29,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,4.95,4.95,21912.0,7641729.18,0.0,13.58,4.93,34.98,0.4398,55.97,0.0782,614.5
2006-09-12,1798.0,628576.49,0.24,3.99,0.04,1.11,0.0,268490.96,1134.0,768.0,396443.68,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.01,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,4.97,4.97,21689.0,7582422.45,0.0,13.4,4.96,34.57,0.443,56.53,0.0788,616.0
2006-09-13,1778.0,624611.74,0.24,4.07,0.04,1.1,0.0,269798.55,1057.0,768.0,371324.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,4.64,4.64,21711.0,7627078.43,0.0,13.42,4.65,34.53,0.4431,56.56,0.0781,619.0
2006-09-14,1790.0,622224.15,0.24,4.3,0.04,1.1,0.0,266965.44,1070.0,768.0,371944.04,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,4.66,4.66,21867.0,7601215.31,0.0,13.44,4.66,34.79,0.4411,56.21,0.078,612.5
2006-09-15,1790.0,620700.33,0.24,4.25,0.04,1.1,0.0,266311.65,1078.0,768.0,373807.24,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,4.72,4.72,21770.0,7548964.37,0.0,13.36,4.7,34.75,0.4416,56.28,0.0783,611.0
2006-09-18,1848.0,639239.22,0.25,4.36,0.04,1.13,0.0,268079.22,1073.0,775.0,371160.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,5.0,0.0,0.0,0.03,0.0,0.0,0.0,43.0,0.65,0.03,0.0,0.0,4.69,4.69,21795.0,7539079.44,0.0,13.3,4.69,34.39,0.4836,60.29,0.0808,609.5
2006-09-19,1801.0,624514.69,0.24,4.12,0.04,1.1,0.0,252094.49,1074.0,727.0,372420.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,0.66,0.03,0.0,0.0,4.71,4.71,21748.0,7541335.65,0.0,13.3,4.7,35.89,0.5243,62.88,0.0789,611.0
2006-09-20,1834.0,641682.43,0.24,3.96,0.04,1.13,0.0,263110.79,1082.0,752.0,378571.64,0.0,0.0,21.0,0.02,0.0,0.0,0.0,0.0,25.0,13.0,0.0,0.0,0.02,21.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,4.77,4.77,21613.0,7561986.03,0.0,13.31,4.78,34.87,0.5304,63.93,0.0808,616.5
2006-09-21,1831.0,641152.36,0.24,3.8,0.04,1.13,0.0,260873.02,1086.0,745.0,380279.33,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.67,0.0,0.0,0.0,4.76,4.76,21749.0,7615741.48,0.0,13.37,4.76,35.22,0.5359,64.17,0.0802,617.0
