DATE,STMPA FP Equity_DX_SI_QTY,STMPA FP Equity_DX_SHORT_INTEREST_VALUE,STMPA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,STMPA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STMPA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STMPA FP Equity_DX_SI_MV,STMPA FP Equity_DX_DSS,STMPA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STMPA FP Equity_DX_SUPPLY_SI_QTY,STMPA FP Equity_DX_BROKER_SI_QTY,STMPA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STMPA FP Equity_DX_BROKER_SI_MV_NEW_x,STMPA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,STMPA FP Equity_DX_SUPPLY_SI_QTY_INC_x,STMPA FP Equity_DX_BROKER_SI_MV_INC_x,STMPA FP Equity_DX_SUPPLY_SI_MV_NEW,STMPA FP Equity_DX_BROKER_SI_QTY_ADD,STMPA FP Equity_DX_BROKER_SI_QTY_NEW,STMPA FP Equity_DX_SUPPLY_SI_MV_DEC,STMPA FP Equity_DX_BROKER_SI_QTY_INC,STMPA FP Equity_DX_SUPPLY_SI_QTY_DEC,STMPA FP Equity_DX_BROKER_SI_MV_NEW_y,STMPA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,STMPA FP Equity_DX_BROKER_SI_MV_INC_y,STMPA FP Equity_DX_SUPPLY_SI_QTY_INC_y,STMPA FP Equity_DX_BROKER_SI_MV_ADD,STMPA FP Equity_DX_SUPPLY_SI_QTY_ADD,STMPA FP Equity_DX_BROKER_SI_QTY_DEC,STMPA FP Equity_DX_SUPPLY_SI_MV,STMPA FP Equity_DX_BROKER_SI_MV_DEC,STMPA FP Equity_DX_SUPPLY_SI_MV_RMV,STMPA FP Equity_DX_BROKER_SI_MV_RMV,STMPA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STMPA FP Equity_DX_UTILIZATION_QUANTITY,STMPA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STMPA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STMPA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,STMPA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STMPA FP Equity_DX_ACTIVE_UTILIZATION_MV,STMPA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STMPA FP Equity_DX_BROKER_SI_CON_RATIO,STMPA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STMPA FP Equity_DX_DEMAND_SUPPLY_RATIO,STMPA FP Equity_PX_LAST
2014-07-15,27345510.0,154309158.05,4.29,14.93,3.0,180.85,1.0,132322885.99,22771566.0,23449268.0,128498652.13,0.0,0.0,1003028.0,7.96,0.0,0.0,0.0,1.11,1132937.0,235768.0,0.0,0.0,7.96,1003028.0,0.0,23909.0,387002.0,148.33,1.92,0.0,0.0,23.61,23.61,73693944.0,415850735.71,0.0,481.12,23.57,24.87,0.1556,25.99,0.2835,6.461
2014-07-16,25437712.0,150964015.88,3.99,14.08,2.79,167.87,1.0,126217090.85,21695510.0,21267810.0,128755342.31,0.0,58856.0,412058.0,0.0,0.38,0.0,0.0,15.21,0.0,2284255.0,0.0,58856.0,0.0,412058.0,0.0,737285.0,2181457.0,142.51,15.22,0.0,0.0,22.4,22.4,75150480.0,445992086.72,0.0,491.02,22.49,25.68,0.1656,27.41,0.2627,6.795
2014-07-17,26445600.0,154543373.37,4.15,13.99,2.9,179.88,1.0,130297625.6,22401324.0,22296646.0,130909345.18,0.0,0.0,440460.0,9.06,0.0,0.0,0.0,0.0,1031267.0,34892.0,0.0,0.0,9.06,440460.0,0.0,300247.0,2431.0,151.13,0.0,0.0,0.0,23.14,23.14,74418864.0,434890578.58,0.0,503.17,23.1,25.67,0.1626,26.78,0.2731,6.691
2014-07-18,27131236.0,159237292.71,4.26,14.28,2.98,183.94,1.0,129926710.85,22807052.0,22137228.0,133858008.35,0.0,0.0,967354.0,3.23,0.0,0.0,0.0,4.16,499794.0,561626.0,0.0,0.0,3.23,967354.0,0.0,0.0,659211.0,153.56,5.66,0.0,0.0,23.44,23.44,74487232.0,437176734.78,0.0,499.19,23.53,24.68,0.1522,24.73,0.2789,6.72
2014-07-21,27163180.0,159590844.31,4.26,14.28,2.98,183.87,1.0,132991927.66,21728818.0,22635908.0,127662534.74,0.0,0.0,207278.0,3.94,0.0,35700.0,0.0,11.2,573099.0,1560000.0,0.0,0.0,3.94,207278.0,0.24,508825.0,110121.0,146.04,0.46,1.57,0.0,22.44,22.44,75090280.0,441175193.21,234338.0,504.58,22.45,24.52,0.1518,24.66,0.2806,6.727
2014-07-22,25374764.0,154247162.82,3.98,13.06,2.79,173.2,1.0,131340416.35,21514444.0,21606440.0,130781194.52,0.0,264266.0,217595.0,5.57,1.84,0.0,0.0,6.37,808298.0,1035609.0,0.0,264266.0,5.57,217595.0,0.0,339375.0,1837764.0,146.48,11.69,0.0,0.0,22.11,22.11,75788848.0,460702404.07,0.0,513.56,22.19,24.11,0.152,25.84,0.2608,6.96
2014-07-23,24342140.0,139466058.84,3.82,12.5,2.67,168.38,1.0,117604905.63,20272230.0,20526536.0,116147882.72,0.0,0.0,96072.0,1.03,0.0,0.0,0.0,7.72,103453.0,1087396.0,0.0,0.0,1.03,96072.0,0.0,13375.0,1183358.0,138.75,7.39,1.84,0.0,20.71,20.71,77636376.0,444810496.66,264266.0,536.35,20.55,22.93,0.1536,27.32,0.2486,6.56
2014-07-24,23929876.0,136351629.89,3.76,11.51,2.63,157.95,1.0,114654229.6,20027828.0,20121956.0,114117891.42,0.0,0.0,80588.0,0.0,0.0,0.0,0.0,3.82,52979.0,311614.0,0.0,0.0,0.0,80588.0,0.0,0.0,457560.0,131.16,5.68,0.09,0.0,20.47,20.47,77822752.0,443431427.64,13375.0,510.24,20.45,22.27,0.1529,27.58,0.2446,6.524
2014-07-25,23769354.0,132945804.08,3.73,11.31,2.61,156.1,1.0,113885265.06,20256356.0,20361524.0,113297043.59,0.0,246337.0,205268.0,1.69,1.58,0.0,0.0,3.86,280884.0,573662.0,0.0,246337.0,1.69,205268.0,0.0,350585.0,41316.0,131.57,0.34,0.0,0.0,20.65,20.65,77841232.0,435378478.49,0.0,507.68,20.58,22.31,0.1572,28.58,0.2423,6.404
2014-07-28,25833400.0,144851344.2,4.06,12.32,2.84,167.36,1.0,127869139.79,20637330.0,22804722.0,115716281.68,0.0,0.0,1146522.0,14.91,0.0,103762.0,0.0,5.94,2427887.0,901014.0,0.0,0.0,14.91,1146522.0,0.66,381802.0,88450.0,132.67,0.81,1.58,0.0,21.03,21.03,77479944.0,434440454.48,246337.0,497.11,21.07,25.79,0.1632,26.23,0.2633,6.42
2014-07-29,27736364.0,152081634.92,4.35,13.24,3.05,179.55,1.0,125860135.49,22344700.0,22954136.0,122518528.67,0.0,284882.0,1422532.0,12.04,1.79,0.0,0.0,3.46,1804239.0,530243.0,0.0,284882.0,12.04,1422532.0,0.0,530198.0,1654826.0,142.56,10.8,0.0,0.0,22.85,22.85,75456096.0,413734346.88,0.0,483.26,22.78,22.48,0.1535,27.59,0.2836,6.278
2014-07-30,29542410.0,164022741.2,4.64,13.88,3.24,188.44,1.0,137489491.17,23046520.0,24763462.0,127956838.51,0.0,0.0,702114.0,5.08,0.0,1030000.0,0.0,0.37,838878.0,48157.0,0.0,0.0,5.08,702114.0,6.55,332745.0,59551.0,145.41,2.46,1.79,0.0,23.63,23.63,74464192.0,413433463.73,284882.0,469.38,23.65,20.94,0.1391,25.58,0.303,6.357
2014-07-31,29688450.0,161410882.9,4.66,13.85,3.26,190.06,1.0,134994996.12,23291248.0,24829752.0,126630420.37,0.0,284882.0,36433.0,3.57,1.77,0.0,0.0,1.14,443385.0,185269.0,0.0,284882.0,3.57,36433.0,0.0,108684.0,377094.0,147.01,2.19,0.0,0.0,23.76,23.76,74726272.0,406273602.68,0.0,473.15,23.7,20.79,0.1389,25.69,0.3029,6.225
2014-08-01,29937196.0,157899983.07,4.7,13.67,3.29,187.51,1.0,132186394.72,23389000.0,25062004.0,123362345.09,0.0,0.0,44640.0,0.07,0.0,75724.0,0.0,0.86,329753.0,109889.0,0.0,0.0,0.07,44640.0,0.52,163000.0,173225.0,144.38,2.09,0.0,0.0,23.86,23.86,74630424.0,393628804.98,0.0,462.41,23.79,20.05,0.136,25.54,0.3054,6.039
2014-08-04,30322340.0,157283067.82,4.76,13.48,3.33,185.52,1.0,132572765.09,23801642.0,25558482.0,123459972.84,0.0,0.0,539130.0,2.9,0.0,0.0,0.0,1.01,603000.0,126488.0,0.0,0.0,2.9,539130.0,0.0,0.0,106523.0,143.06,1.9,0.0,0.0,24.55,24.55,73169304.0,379531810.65,0.0,441.0,24.49,19.82,0.1342,25.22,0.3127,5.939
2014-08-05,30538386.0,158003629.48,4.79,13.44,3.35,184.14,1.0,132475443.68,23787084.0,25604388.0,123072830.59,0.0,0.0,212213.0,1.95,0.0,0.0,0.0,1.45,374682.0,226772.0,0.0,0.0,1.95,212213.0,0.0,0.0,328775.0,141.49,3.85,0.0,0.0,24.53,24.53,73169520.0,378574353.18,0.0,435.85,24.51,19.07,0.1296,24.53,0.315,5.924
2014-08-06,31402580.0,160500201.23,4.93,13.85,3.45,187.89,1.0,134318380.32,24710280.0,26279990.0,126295511.79,0.0,0.0,511457.0,5.34,0.0,0.0,0.0,2.29,952981.0,352001.0,0.0,0.0,5.34,511457.0,0.0,763740.0,277380.0,145.81,2.12,0.0,0.0,25.94,25.94,70565704.0,360664941.93,0.0,417.26,25.9,18.52,0.1367,26.56,0.3296,5.852
2014-08-07,31447336.0,160646554.52,4.94,13.72,3.45,186.23,1.0,134364962.97,24955082.0,26302588.0,127481321.19,0.0,0.0,650785.0,1.7,0.0,0.0,0.0,1.39,471593.0,215147.0,0.0,0.0,1.7,650785.0,0.0,61026.0,448996.0,146.0,3.13,1.47,0.0,26.26,26.26,70058424.0,357888643.75,251861.0,409.93,26.26,18.69,0.1425,27.71,0.331,5.849
2014-08-08,31388074.0,159000538.26,4.93,14.15,3.45,185.17,1.0,134540205.99,25002344.0,26559394.0,126652758.42,0.0,233988.0,185699.0,4.03,1.36,0.0,0.0,3.07,655685.0,503837.0,0.0,233988.0,4.03,185699.0,0.0,131411.0,398878.0,145.74,2.44,0.0,0.0,26.22,26.22,70336144.0,356297259.74,0.0,410.27,26.21,18.51,0.1486,29.25,0.3292,5.8
2014-08-11,32097190.0,165592215.63,5.04,14.45,3.52,189.36,1.0,141162068.15,24834572.0,27361828.0,128123733.0,0.0,0.0,706.0,5.84,0.0,0.0,0.0,1.18,965825.0,183476.0,0.0,0.0,5.84,706.0,0.0,15000.0,163390.0,144.85,1.35,0.0,0.0,26.02,26.02,70593440.0,364197742.49,0.0,411.29,26.05,17.78,0.1432,28.25,0.3364,5.907
2014-08-12,32330650.0,165384800.32,5.08,14.66,3.55,192.42,1.0,140305009.07,24473960.0,27427866.0,125194544.11,0.0,0.0,299955.0,2.5,0.0,86400.0,0.0,3.42,271147.0,721594.0,0.0,0.0,2.5,299955.0,0.51,61026.0,291510.0,144.25,1.56,0.0,0.0,25.65,25.65,70937136.0,362873127.28,0.0,418.92,25.61,17.54,0.1439,28.5,0.3389,5.857
2014-08-13,31881944.0,164982956.7,5.01,14.9,3.5,189.1,1.0,139601214.14,23794400.0,26977078.0,123131464.78,0.0,0.0,205660.0,1.71,0.0,0.0,0.0,5.55,250000.0,885221.0,0.0,0.0,1.71,205660.0,0.0,0.0,700788.0,139.86,4.7,0.0,0.0,24.96,24.96,71530736.0,370157864.9,0.0,419.76,24.99,17.54,0.1383,26.97,0.3345,5.925
2014-08-14,31934318.0,167596823.39,5.01,14.98,3.51,191.62,1.0,137788397.71,23281036.0,26254546.0,122182903.01,0.0,0.0,73949.0,0.4,0.0,0.0,0.0,7.39,51959.0,1328561.0,0.0,0.0,0.4,73949.0,0.0,741248.0,774491.0,138.55,3.4,0.0,0.0,24.44,24.44,71971872.0,377720830.62,0.0,427.78,24.47,17.53,0.1352,26.01,0.3353,6.009
2014-08-15,31427260.0,165155280.2,4.93,14.85,3.45,189.93,1.0,135307169.48,23012736.0,25747488.0,120935610.11,0.0,0.0,95653.0,1.74,0.0,0.0,0.0,4.22,266205.0,703068.0,0.0,0.0,1.74,95653.0,0.0,339116.0,773262.0,138.23,4.05,0.0,0.0,24.19,24.19,72134792.0,379079874.76,0.0,433.38,24.18,17.79,0.1373,26.21,0.3303,6.017
2014-08-18,32082100.0,170473911.74,5.04,15.16,3.52,195.4,1.0,135596169.73,22211894.0,25518332.0,118026826.71,0.0,0.0,484417.0,1.08,0.0,410000.0,0.0,7.5,144417.0,1285259.0,0.0,0.0,1.08,484417.0,2.59,0.0,783574.0,134.12,4.17,0.0,0.0,23.39,23.39,72734104.0,386485523.87,0.0,438.72,23.41,15.48,0.1258,25.54,0.3379,6.084
2014-08-19,31725776.0,170880354.03,4.98,14.84,3.48,194.88,1.0,135225301.86,21746992.0,25106032.0,117132948.68,0.0,0.0,78147.0,2.26,0.0,0.0,0.0,3.01,308200.0,543048.0,0.0,0.0,2.26,78147.0,0.0,0.0,720500.0,132.87,3.82,0.0,0.0,22.92,22.92,73149128.0,393993479.93,0.0,446.72,22.93,15.44,0.1251,25.29,0.3343,6.167
2014-08-20,31607592.0,169056753.95,4.96,14.91,3.47,196.03,1.0,133082266.05,21592900.0,24881644.0,115492049.58,0.0,0.0,123822.0,2.34,0.0,0.0,0.0,2.55,235178.0,460829.0,0.0,0.0,2.34,123822.0,0.0,182914.0,459567.0,133.1,2.15,0.0,0.0,22.76,22.76,73279904.0,391945792.65,0.0,452.4,22.73,15.32,0.1278,26.0,0.3332,6.124
2014-08-21,30885992.0,168353314.2,4.85,14.55,3.39,191.1,1.0,132125062.65,20646734.0,24239580.0,112541183.6,0.0,0.0,95323.0,1.72,0.0,0.0,0.0,6.77,378129.0,1086072.0,0.0,0.0,1.72,95323.0,0.0,44583.0,1020191.0,127.04,5.95,0.0,0.0,21.75,21.75,74274856.0,404857262.46,0.0,456.74,21.76,15.68,0.1321,26.51,0.3254,6.241
2014-08-22,30766578.0,169072837.67,4.83,14.44,3.38,193.22,1.0,132754931.29,20554606.0,24157724.0,112954569.19,0.0,0.0,151265.0,2.29,0.0,0.0,0.0,1.1,168254.0,243393.0,0.0,0.0,2.29,151265.0,0.0,0.0,250110.0,128.65,1.05,0.0,0.0,21.8,21.8,73738160.0,405216334.28,0.0,461.6,21.8,14.95,0.132,26.82,0.3263,6.292
2014-08-25,31262682.0,173082403.73,4.91,15.0,3.43,198.29,1.0,134377201.44,20770684.0,24271628.0,114994609.67,0.0,0.0,685615.0,2.42,0.0,0.0,0.0,2.91,335587.0,479124.0,0.0,0.0,2.42,685615.0,0.0,9588.0,221685.0,131.04,0.1,0.0,0.0,21.98,21.98,73742832.0,408269086.46,0.0,465.21,21.98,14.52,0.1304,26.02,0.3308,6.339
2014-08-26,31556056.0,175726378.8,4.95,15.22,3.46,201.66,1.0,136714145.02,21497052.0,24550436.0,119710749.12,0.0,0.0,650916.0,4.1,0.0,0.0,0.0,0.41,576367.0,72561.0,0.0,0.0,4.1,650916.0,0.0,148013.0,297557.0,136.53,1.3,0.0,0.0,23.35,23.35,70579040.0,393033879.73,0.0,448.41,23.34,15.31,0.1301,25.59,0.3427,6.376
2014-08-27,31326752.0,173081435.98,4.92,14.98,3.44,200.58,1.0,138343412.35,21537694.0,25039368.0,118996537.05,0.0,0.0,285216.0,4.0,0.0,14087.0,0.0,1.9,567956.0,317153.0,0.0,0.0,4.0,285216.0,0.09,72578.0,93112.0,136.98,0.57,0.0,0.0,23.31,23.31,70878920.0,391608592.37,0.0,451.71,23.27,16.75,0.1391,26.37,0.339,6.326
2014-08-28,31023096.0,170130255.0,4.87,15.38,3.41,197.38,1.0,135018128.89,21875894.0,24620432.0,119967118.19,0.0,0.0,318289.0,1.17,0.0,0.0,0.0,0.54,241297.0,75871.0,0.0,0.0,1.17,318289.0,0.0,95782.0,660234.0,138.16,4.47,0.0,0.0,23.7,23.7,70436760.0,386274275.79,0.0,445.5,23.67,16.93,0.1432,27.38,0.3361,6.279
2014-08-29,32220416.0,179369722.23,5.06,15.91,3.54,205.03,1.0,140708931.58,21906724.0,25275728.0,121953825.76,0.0,0.0,366073.0,5.88,0.0,0.0,0.0,2.49,954642.0,381153.0,0.0,0.0,5.88,366073.0,0.0,45909.0,299344.0,138.44,1.91,0.0,0.0,23.78,23.78,70213936.0,390878075.47,0.0,442.85,23.82,15.37,0.1376,26.32,0.3498,6.374
2014-09-01,33265328.0,187307606.09,5.22,16.24,3.65,213.48,1.0,146033085.79,24120696.0,25935084.0,135816782.72,0.0,0.0,921439.0,5.52,0.0,0.0,0.0,0.65,781573.0,116648.0,0.0,0.0,5.52,921439.0,0.0,1409181.0,122218.0,154.29,0.36,0.0,0.0,26.03,26.03,68548360.0,385976329.86,0.0,438.51,26.03,14.91,0.1373,26.55,0.359,6.447
2014-09-02,34091360.0,192762679.68,5.35,16.8,3.74,220.71,1.0,151993794.97,22972184.0,26881112.0,129891554.52,0.0,0.0,184484.0,8.08,0.0,62636.0,0.0,8.36,1098798.0,1333626.0,0.0,0.0,8.08,184484.0,0.42,632.0,215406.0,148.24,1.23,0.0,0.0,24.87,24.87,69409136.0,392459879.86,0.0,447.91,24.87,14.91,0.134,26.15,0.369,6.474
2014-09-03,34922652.0,197371548.86,5.48,17.54,3.83,226.74,1.0,154330106.29,23194352.0,27306958.0,131086985.58,0.0,0.0,531047.0,4.36,0.0,0.0,0.0,2.18,598298.0,339741.0,0.0,0.0,4.36,531047.0,0.0,30861.0,172452.0,150.0,1.07,0.0,0.0,24.99,24.99,69631792.0,393536396.87,0.0,450.45,24.98,14.91,0.1342,25.69,0.3762,6.471
2014-09-04,35529616.0,203625738.73,5.58,18.87,3.9,233.18,1.0,153598726.87,22858612.0,26800658.0,131006249.96,0.0,0.0,56664.0,2.67,0.0,0.0,0.0,4.56,203208.0,712795.0,0.0,0.0,2.67,56664.0,0.0,320391.0,709508.0,149.42,4.59,0.0,0.0,24.59,24.59,70094432.0,401722059.05,0.0,457.53,24.62,14.69,0.133,25.74,0.3822,6.562
2014-09-05,34644504.0,197433478.45,5.44,18.51,3.8,227.98,1.0,146882626.61,22417772.0,25774128.0,127755291.43,0.0,0.0,237007.0,3.13,0.0,0.0,0.0,5.14,406411.0,783375.0,0.0,0.0,3.13,237007.0,0.0,105527.0,1432942.0,146.78,9.32,0.0,0.0,24.15,24.15,70397152.0,401182092.03,0.0,460.6,24.17,14.99,0.1387,26.86,0.3733,6.525
2014-09-08,34555208.0,198735395.72,5.42,18.52,3.79,226.84,1.0,153156335.4,22687136.0,26630128.0,130479230.53,0.0,0.0,246756.0,7.38,0.0,156709.0,0.0,0.73,1182722.0,113387.0,0.0,0.0,7.38,246756.0,1.08,135995.0,483430.0,148.65,3.31,0.0,0.0,24.52,24.52,69848024.0,401712954.23,0.0,455.86,24.59,15.35,0.1447,27.95,0.3734,6.585
2014-09-09,35631444.0,198514373.83,5.59,19.05,3.91,234.12,1.0,153847898.18,23476656.0,27614236.0,130796093.07,0.0,0.0,437893.0,7.52,0.0,0.0,0.0,0.0,1052007.0,299.0,0.0,0.0,7.52,437893.0,0.0,351926.0,67900.0,152.87,0.66,0.0,0.0,25.46,25.46,68748896.0,383022479.84,0.0,448.22,25.43,14.98,0.1436,28.31,0.3864,6.379
2014-09-10,35880480.0,196486048.29,5.63,19.19,3.94,230.26,1.0,152404784.98,24098996.0,27830764.0,131969151.25,0.0,0.0,846638.0,1.65,0.0,0.0,0.0,1.52,615989.0,233336.0,0.0,0.0,1.65,846638.0,0.0,9038.0,399460.0,153.05,3.18,0.0,0.0,26.11,26.11,68181632.0,373371243.58,0.0,434.79,26.04,15.49,0.1501,29.37,0.3888,6.27
2014-09-11,36773040.0,200731479.05,5.77,19.56,4.04,232.27,1.0,156790814.91,24076552.0,28723322.0,131425682.88,0.0,0.0,56771.0,6.6,0.0,0.0,0.0,0.59,1340384.0,79214.0,0.0,0.0,6.6,56771.0,0.0,0.0,447826.0,150.95,3.77,0.0,0.0,26.12,26.12,68094032.0,371702088.21,0.0,429.25,26.02,15.2,0.1502,29.23,0.399,6.25
2014-09-12,36569576.0,203134165.25,5.74,19.75,4.02,230.89,1.0,161088427.22,25185058.0,29000220.0,139896227.77,0.0,0.0,583468.0,5.57,0.0,0.0,0.0,3.71,932064.0,640869.0,0.0,0.0,5.57,583468.0,0.0,1165907.0,655165.0,158.09,3.95,0.0,0.0,27.32,27.32,67004680.0,372192987.41,0.0,422.58,27.23,14.45,0.1572,30.79,0.3967,6.36
2014-09-15,37238352.0,200962294.74,5.85,20.51,4.09,237.16,1.0,159825240.98,25772076.0,29615648.0,139082834.09,0.0,0.0,99753.0,1.91,0.0,568000.0,0.0,0.97,303673.0,153175.0,0.0,0.0,1.91,99753.0,3.61,640439.0,256245.0,162.69,1.77,0.0,0.0,27.84,27.84,66808084.0,360539743.21,0.0,423.17,27.77,14.18,0.1533,30.5,0.4022,6.179
2014-09-16,39605600.0,212699771.4,6.22,22.1,4.35,247.1,1.0,168361576.68,26173574.0,31349640.0,140563789.12,0.0,0.0,972014.0,16.55,0.0,0.0,0.0,10.78,2731000.0,1608501.0,0.0,0.0,16.55,972014.0,0.0,1037986.0,997011.0,161.54,8.92,0.0,0.0,28.32,28.32,66234240.0,355707468.3,0.0,408.68,28.33,14.76,0.1396,27.54,0.4286,6.149
2014-09-17,32376620.0,176167376.9,5.08,18.07,3.55,202.24,1.0,128623380.75,23607652.0,23638828.0,128453746.18,0.0,0.0,30686.0,1.01,0.0,0.0,0.0,18.22,158674.0,2989108.0,0.0,0.0,1.01,30686.0,0.0,392499.0,7869484.0,146.16,49.18,0.0,0.0,25.57,25.57,68729920.0,373972629.66,0.0,424.81,25.6,16.46,0.1327,25.29,0.3506,6.23
2014-09-18,33668008.0,188810448.88,5.29,18.86,3.7,211.88,1.0,145955354.92,21817708.0,26026240.0,122353874.96,0.0,0.0,539935.0,18.91,0.0,0.0,0.0,15.34,3025237.0,2572717.0,0.0,0.0,18.91,539935.0,0.0,242839.0,637825.0,137.0,3.41,0.0,0.0,23.64,23.64,70457680.0,395127213.59,0.0,442.24,23.65,11.05,0.1138,24.09,0.3649,6.421
2014-09-19,33669548.0,180938145.36,5.29,18.27,3.7,214.71,1.0,119376820.26,27409944.0,22214020.0,147299406.33,0.0,0.0,4006453.0,0.0,0.0,352263.0,0.0,18.2,0.0,2957378.0,0.0,0.0,0.0,4006453.0,2.46,4543161.0,4164482.0,174.88,25.13,0.0,0.0,29.74,29.74,64768440.0,348061738.49,0.0,414.57,29.67,16.16,0.1319,24.85,0.3653,6.153
2014-09-22,32483602.0,169677876.08,5.1,16.64,3.57,201.13,1.0,108661196.17,26352532.0,20802400.0,137652273.26,0.0,0.0,1616936.0,12.68,0.0,0.0,0.0,19.89,2116648.0,2993393.0,0.0,0.0,12.68,1616936.0,0.0,319044.0,3528268.0,161.43,24.19,0.0,0.0,28.6,28.6,65778716.0,343594679.62,0.0,401.62,28.67,15.67,0.122,21.44,0.3526,5.905
2014-09-23,31577304.0,165139364.95,4.96,15.17,3.47,191.38,1.0,104050364.14,24528976.0,19896104.0,128278827.09,0.0,0.0,76300.0,0.0,0.0,0.0,0.0,13.41,0.0,2036555.0,0.0,0.0,0.0,76300.0,0.0,136700.0,906297.0,144.95,6.5,0.0,0.0,26.65,26.65,67513760.0,353075723.38,0.0,398.6,26.67,15.94,0.118,19.31,0.3431,5.912
2014-09-24,30117016.0,158355035.17,4.73,14.07,3.31,182.79,1.0,100419700.91,22383816.0,19098488.0,117693929.9,0.0,0.0,987.0,0.42,0.0,572000.0,0.0,14.13,118000.0,2386146.0,0.0,0.0,0.42,987.0,3.4,240000.0,1487617.0,132.84,8.92,0.0,0.0,24.54,24.54,68815440.0,361831046.65,0.0,408.51,24.54,15.82,0.1111,16.64,0.3302,5.944
2014-09-25,34096540.0,177831594.28,5.39,15.74,3.74,207.39,1.0,121048324.49,23467780.0,23209200.0,122396956.75,0.0,0.0,589224.0,25.23,0.0,0.0,0.0,2.82,4209714.0,474749.0,0.0,0.0,25.23,589224.0,0.0,969489.0,99000.0,140.08,0.64,0.0,0.0,25.43,25.43,68805616.0,358857889.64,0.0,408.68,25.53,13.97,0.1152,19.92,0.3695,5.896
2014-09-26,35570308.0,187909424.04,5.63,16.34,3.91,215.87,1.0,141554572.7,23360512.0,26795568.0,123407993.97,0.0,0.0,3563267.0,19.82,0.0,220000.0,0.0,23.23,3366368.0,3890535.0,0.0,0.0,19.82,3563267.0,1.31,220000.0,0.0,138.86,0.0,0.0,0.0,25.38,25.38,68696816.0,362908837.57,0.0,406.5,25.46,12.7,0.1231,23.26,0.3864,5.972
2014-09-29,35265728.0,187142683.25,5.58,16.02,3.87,214.21,1.0,148172001.73,21474108.0,27921976.0,113955458.16,0.0,0.0,100000.0,7.69,0.0,345971.0,0.0,16.55,1268074.0,2697492.0,0.0,0.0,7.69,100000.0,2.14,711086.0,487639.0,128.33,2.98,0.0,0.0,23.34,23.34,70541280.0,374337498.98,0.0,421.98,23.32,11.48,0.1227,24.68,0.3833,5.999
2014-09-30,29659602.0,160567585.85,4.69,13.39,3.26,182.0,1.0,149997581.91,17173652.0,27707140.0,92972651.55,0.0,0.0,1091305.0,12.63,0.0,0.0,0.0,34.31,1984818.0,5758151.0,0.0,0.0,12.63,1091305.0,0.0,366390.0,2199652.0,103.55,13.1,0.0,0.0,18.6,18.6,75154752.0,406863756.75,0.0,453.6,18.59,13.52,0.1761,33.87,0.3212,6.12
2014-10-01,35722400.0,191430456.41,5.65,15.39,3.92,220.42,1.0,170445943.49,19271864.0,31806528.0,103274744.18,0.0,0.0,815774.0,29.3,0.0,0.0,0.0,3.47,4619250.0,573603.0,0.0,0.0,29.3,815774.0,0.0,1856042.0,519862.0,117.74,3.23,0.0,0.0,21.11,21.11,72019232.0,385939199.27,0.0,440.13,21.1,11.24,0.1594,32.94,0.3913,6.058
2014-10-02,37236960.0,197603310.8,5.89,15.44,4.09,227.47,1.0,172083423.67,19945364.0,32427916.0,105842957.15,0.0,0.0,226531.0,5.5,0.0,0.0,0.0,4.09,1119575.0,609672.0,0.0,0.0,5.5,226531.0,0.0,1056642.0,498188.0,120.41,3.29,0.0,0.0,21.82,21.82,71447936.0,379148800.1,0.0,431.14,21.83,10.85,0.1547,32.79,0.4074,5.999
2014-10-03,36285560.0,196919866.96,5.74,15.1,3.98,222.56,1.0,176212454.78,20643846.0,32469896.0,112033089.96,0.0,0.0,938599.0,3.44,0.0,780816.0,0.0,3.09,520387.0,516747.0,0.0,0.0,3.44,938599.0,4.99,276629.0,1259223.0,125.0,7.73,0.0,0.0,22.41,22.41,71461496.0,387817861.57,0.0,434.48,22.34,9.91,0.1619,34.4,0.394,6.135
2014-10-06,38448188.0,208996445.96,6.08,16.01,4.22,236.83,1.0,184678375.93,22341288.0,33974496.0,121442648.75,0.0,0.0,661990.0,12.37,0.0,0.0,0.0,0.15,1896589.0,25333.0,0.0,0.0,12.37,661990.0,0.0,1060784.0,391990.0,136.35,2.39,0.0,0.0,24.18,24.18,70054320.0,380800882.07,0.0,427.71,24.17,9.48,0.1689,35.92,0.4161,6.145
