DATE,ALHEX FP Equity_DX_SI_QTY,ALHEX FP Equity_DX_SHORT_INTEREST_VALUE,ALHEX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHEX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHEX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHEX FP Equity_DX_SI_MV,ALHEX FP Equity_DX_DSS,ALHEX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHEX FP Equity_DX_SUPPLY_SI_QTY,ALHEX FP Equity_DX_BROKER_SI_QTY,ALHEX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHEX FP Equity_DX_BROKER_SI_MV_NEW_x,ALHEX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALHEX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHEX FP Equity_DX_BROKER_SI_MV_INC_x,ALHEX FP Equity_DX_SUPPLY_SI_MV_NEW,ALHEX FP Equity_DX_BROKER_SI_QTY_ADD,ALHEX FP Equity_DX_BROKER_SI_QTY_NEW,ALHEX FP Equity_DX_SUPPLY_SI_MV_DEC,ALHEX FP Equity_DX_BROKER_SI_QTY_INC,ALHEX FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHEX FP Equity_DX_BROKER_SI_MV_NEW_y,ALHEX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALHEX FP Equity_DX_BROKER_SI_MV_INC_y,ALHEX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHEX FP Equity_DX_BROKER_SI_MV_ADD,ALHEX FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHEX FP Equity_DX_BROKER_SI_QTY_DEC,ALHEX FP Equity_DX_SUPPLY_SI_MV,ALHEX FP Equity_DX_BROKER_SI_MV_DEC,ALHEX FP Equity_DX_SUPPLY_SI_MV_RMV,ALHEX FP Equity_DX_BROKER_SI_MV_RMV,ALHEX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHEX FP Equity_DX_UTILIZATION_QUANTITY,ALHEX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHEX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHEX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALHEX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHEX FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHEX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHEX FP Equity_DX_BROKER_SI_CON_RATIO,ALHEX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHEX FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHEX FP Equity_PX_LAST
2006-07-17,5581.0,192005.45,0.2,0.44,0.08,0.26,0.0,93439.67,2865.0,2716.0,98565.78,0.0,0.0,0.0,0.0,0.0,358.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.13,0.0,0.0,0.0,6.98,2.0,38175.0,1313350.33,0.0,0.0,0.0,41.85,0.4433,51.34,0.039,48.0
2006-07-18,5467.0,181814.02,0.19,0.43,0.08,0.26,0.0,90325.02,2751.0,2716.0,91489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,6.91,1.94,37067.0,1232723.63,0.0,0.0,0.0,42.72,0.4406,50.32,0.0386,46.4
2006-07-19,5378.0,179046.91,0.19,0.42,0.08,0.25,0.0,90422.35,2662.0,2716.0,88624.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,6.66,1.88,37285.0,1241309.76,0.0,0.0,0.0,43.82,0.4415,49.5,0.0379,46.45
2006-07-20,5392.0,185464.56,0.19,0.43,0.08,0.25,0.0,93420.21,2676.0,2716.0,92044.36,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,6.5,1.87,38471.0,1323258.0,0.0,0.0,0.0,43.7,0.4417,49.63,0.0377,47.99
2006-07-21,5462.0,180120.95,0.19,0.45,0.08,0.25,0.0,89565.82,2746.0,2716.0,90555.13,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,6.94,1.97,36806.0,1213755.35,0.0,0.0,0.0,42.95,0.4419,50.28,0.0392,46.01
2006-07-24,5387.0,181470.12,0.19,0.45,0.08,0.25,0.0,91493.01,2671.0,2716.0,89977.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,6.61,1.9,37720.0,1270661.42,0.0,0.0,0.0,43.8,0.4421,49.58,0.0384,47.0
2006-07-25,5436.0,187016.96,0.19,0.47,0.08,0.25,0.0,93439.67,2720.0,2716.0,93577.29,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,6.61,1.93,38415.0,1321607.15,0.0,0.0,0.0,43.28,0.4422,50.04,0.0385,48.0
2006-07-26,5446.0,186580.32,0.19,0.51,0.08,0.25,0.0,93050.34,2730.0,2716.0,93529.98,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,6.69,1.94,38090.0,1304965.93,0.0,0.0,0.0,43.08,0.4415,50.13,0.0387,47.8
2006-07-27,5543.0,191095.41,0.2,0.54,0.08,0.26,0.0,93634.34,2827.0,2716.0,97461.07,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,78.0,0.0,0.13,0.0,0.0,0.0,6.86,2.0,38356.0,1322326.46,0.0,0.0,0.0,42.95,0.4421,50.3,0.0393,48.1
2006-07-28,5543.0,193876.43,0.2,0.55,0.08,0.26,0.0,94997.0,2827.0,2716.0,98879.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,6.78,2.0,38888.0,1360177.96,0.0,0.0,0.0,42.91,0.4418,50.31,0.0391,48.8
2006-07-31,5589.0,194283.6,0.2,0.64,0.08,0.26,0.0,94413.0,2873.0,2716.0,99870.6,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,6.93,2.03,38582.0,1341179.1,0.0,0.0,0.0,42.48,0.4423,50.71,0.0395,48.5
2006-08-01,5566.0,192287.27,0.2,0.65,0.08,0.26,0.0,93829.0,2850.0,2716.0,98458.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,6.91,2.02,38384.0,1326042.89,0.0,0.0,0.0,42.69,0.442,50.51,0.0394,48.2
2006-08-02,5569.0,192630.41,0.2,0.64,0.08,0.26,0.0,93945.8,2853.0,2716.0,98684.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,6.93,2.02,38302.0,1324857.21,0.0,0.0,0.0,42.7,0.4423,50.54,0.0395,48.26
2006-08-03,5566.0,193085.15,0.2,0.63,0.08,0.26,0.0,94218.34,2850.0,2716.0,98866.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,6.88,2.02,38548.0,1337234.32,0.0,0.0,0.0,42.71,0.4422,50.51,0.0394,48.4
2006-08-04,15915.0,552435.29,0.56,1.87,0.23,0.74,0.0,94276.74,13199.0,2716.0,458158.56,0.0,0.0,10349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10349.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,31.87,9.34,28217.0,979457.53,0.0,0.0,0.0,14.8,0.7089,82.85,0.1126,48.43
2006-08-07,16029.0,551452.32,0.57,1.93,0.23,0.75,0.0,93439.67,13313.0,2716.0,458012.65,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,32.41,9.44,27769.0,955348.4,0.0,0.0,0.0,14.69,0.7106,82.97,0.1137,48.0
2006-08-08,15894.0,548972.31,0.56,1.97,0.23,0.74,0.0,93809.54,13178.0,2716.0,455162.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,31.95,9.34,28067.0,969422.79,0.0,0.0,0.0,14.83,0.7086,82.83,0.1126,48.19
2006-08-09,15929.0,549724.52,0.56,2.0,0.23,0.74,0.0,93731.67,13213.0,2716.0,455992.85,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,32.07,9.36,27994.0,966098.82,0.0,0.0,0.0,14.79,0.7091,82.87,0.1129,48.15
2006-08-10,15988.0,555198.42,0.57,2.06,0.23,0.74,0.0,94315.67,13272.0,2716.0,460882.75,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,32.03,9.39,28169.0,978195.17,0.0,0.0,0.0,14.74,0.71,82.93,0.1131,48.45
2006-08-11,15462.0,515322.29,0.55,2.4,0.22,0.75,0.0,90519.68,12746.0,2716.0,424802.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,77.85,9.12,3625.0,120815.11,0.0,0.0,100.59,14.65,0.7112,83.02,0.1107,46.5
2006-08-14,15461.0,516397.11,0.55,2.42,0.22,0.72,0.0,90714.35,12745.0,2716.0,425682.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,77.88,9.12,3619.0,120874.53,0.0,0.0,100.59,15.24,0.7033,82.43,0.1107,46.6
2006-08-15,15461.0,515288.96,0.55,2.55,0.22,0.72,0.0,90519.68,12745.0,2716.0,424769.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,77.79,9.12,3639.0,121281.71,0.0,0.0,100.59,15.29,0.7025,82.38,0.1107,46.5
2006-08-16,15461.0,515288.96,0.55,2.83,0.22,0.72,0.0,90519.68,12745.0,2716.0,424769.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,77.81,9.12,3635.0,121148.4,0.0,0.0,100.59,15.3,0.7023,82.36,0.1107,46.5
2006-08-17,15461.0,513959.18,0.55,2.96,0.22,0.72,0.0,90286.08,12745.0,2716.0,423673.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,77.89,9.12,3618.0,120270.64,0.0,0.0,100.59,15.23,0.7034,82.44,0.1107,46.38
2006-08-18,15461.0,509748.22,0.55,3.2,0.22,0.72,0.0,89546.35,12745.0,2716.0,420201.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,77.88,9.12,3619.0,119318.21,0.0,0.0,100.59,15.28,0.7028,82.39,0.1107,46.0
2006-08-21,15461.0,516397.11,0.55,3.17,0.22,0.71,0.0,90714.35,12745.0,2716.0,425682.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,77.83,9.14,3631.0,121275.33,0.0,0.0,100.59,15.45,0.7003,82.21,0.1109,46.6
2006-08-22,15461.0,526481.26,0.55,2.88,0.22,0.72,0.0,92485.81,12745.0,2716.0,433995.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,77.98,9.35,3600.0,122587.96,0.0,0.0,100.59,15.13,0.705,82.56,0.1134,47.51
2006-08-23,15461.0,526370.44,0.55,2.83,0.22,0.73,0.0,92466.34,12745.0,2716.0,433904.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,81.96,9.76,2805.0,95496.35,0.0,0.0,100.59,14.96,0.7069,82.71,0.1184,47.5
2006-08-24,15461.0,526370.44,0.55,2.78,0.22,0.73,0.0,92466.34,12745.0,2716.0,433904.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,88.3,9.81,1689.0,57502.08,0.0,0.0,100.59,14.94,0.7072,82.72,0.119,47.5
2006-08-25,15461.0,530692.22,0.55,2.74,0.22,0.73,0.0,93225.54,12745.0,2716.0,437466.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,99.41,10.02,75.0,2574.34,0.0,0.0,100.59,14.96,0.7069,82.7,0.1216,47.89
2006-08-28,15461.0,532465.26,0.55,2.64,0.22,0.74,0.0,93537.01,12745.0,2716.0,438928.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,99.41,10.02,76.0,2617.38,0.0,0.0,100.59,14.89,0.7078,82.77,0.1216,48.05
2006-08-29,15461.0,541995.33,0.55,2.65,0.22,0.74,0.0,95211.13,12745.0,2716.0,446784.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,99.41,10.02,76.0,2664.23,0.0,0.0,100.59,14.86,0.7081,82.79,0.1216,48.91
2006-08-30,15462.0,545244.23,0.55,2.35,0.22,0.75,0.0,95775.66,12746.0,2716.0,449468.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,99.41,10.02,76.0,2680.03,0.0,0.0,100.59,14.61,0.7116,83.05,0.1216,49.2
2006-08-31,15462.0,550785.33,0.55,2.27,0.22,0.75,0.0,96748.99,12746.0,2716.0,454036.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,99.41,10.02,75.0,2671.64,0.0,0.0,100.59,14.52,0.7128,83.14,0.1216,49.7
2006-09-01,15462.0,557434.65,0.55,2.12,0.22,0.76,0.0,97916.99,12746.0,2716.0,459517.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,99.41,10.02,76.0,2739.95,0.0,0.0,100.59,14.43,0.7139,83.22,0.1216,50.3
2006-09-04,13461.0,493495.58,0.48,1.77,0.19,0.68,0.0,26249.37,12745.0,716.0,467246.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.64,0.09,0.0,0.0,99.41,10.02,75.0,2749.59,0.0,0.0,100.59,3.11,0.8894,94.22,0.1058,51.15
2006-09-05,13461.0,491083.58,0.48,1.75,0.19,0.69,0.0,26121.08,12745.0,716.0,464962.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,99.42,10.02,74.0,2699.66,0.0,0.0,100.59,3.04,0.891,94.31,0.1058,50.9
2006-09-06,15461.0,564047.48,0.55,2.0,0.22,0.79,0.0,26121.08,14745.0,716.0,537926.4,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,99.5,11.59,75.0,2736.15,0.0,0.0,100.51,12.95,0.6915,82.06,0.1216,50.9
2006-09-07,10461.0,378638.6,0.37,1.34,0.15,0.54,0.0,25915.81,9745.0,716.0,352722.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,99.25,7.66,74.0,2678.45,0.0,0.0,100.77,19.17,0.5797,73.5,0.0822,50.5
2006-09-08,10460.0,371105.33,0.37,1.33,0.15,0.54,0.0,25402.62,9744.0,716.0,345702.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,99.25,7.66,73.0,2589.93,0.0,0.0,100.77,19.17,0.5799,73.52,0.0822,49.5
2006-09-11,7790.0,273585.98,0.28,0.95,0.11,0.39,0.0,25146.03,7074.0,716.0,248439.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,2670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,29.58,5.56,16845.0,591598.96,0.0,0.82,30.0,25.7,0.4838,64.24,0.0612,49.0
2006-09-12,7790.0,275261.0,0.28,0.95,0.11,0.39,0.0,25299.98,7074.0,716.0,249961.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,29.58,5.56,16844.0,595185.65,0.0,0.82,29.78,25.7,0.4841,64.26,0.0612,49.3
2006-09-13,7790.0,276377.68,0.28,0.96,0.11,0.39,0.0,25402.62,7074.0,716.0,250975.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,29.58,5.56,16844.0,597600.2,0.0,0.83,29.65,25.7,0.4838,64.24,0.0612,49.5
2006-09-14,7790.0,280844.39,0.28,0.99,0.11,0.39,0.0,25813.17,7074.0,716.0,255031.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,29.58,5.56,16845.0,607294.44,0.0,0.85,29.22,25.69,0.4838,64.24,0.0612,50.3
2006-09-15,7790.0,278890.2,0.28,0.99,0.11,0.4,0.0,25633.55,7074.0,716.0,253256.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,29.58,5.56,16844.0,603032.93,0.0,0.83,30.11,25.73,0.4851,64.34,0.0612,49.95
2006-09-18,7790.0,275875.17,0.28,1.0,0.11,0.39,0.0,25356.43,7074.0,716.0,250518.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,29.58,5.56,16845.0,596549.07,0.0,0.82,29.98,25.7,0.4841,64.26,0.0612,49.41
2006-09-19,7790.0,273585.98,0.28,1.0,0.11,0.39,0.0,25146.03,7074.0,716.0,248439.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,29.58,5.56,16844.0,591563.84,0.0,0.81,30.07,25.7,0.484,64.26,0.0612,49.0
2006-09-20,7790.0,273027.64,0.28,0.98,0.11,0.39,0.0,25094.71,7074.0,716.0,247932.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,29.58,5.56,16844.0,590356.56,0.0,0.82,29.8,25.68,0.4834,64.21,0.0612,48.9
