DATE,SGO FP Equity_DX_SI_QTY,SGO FP Equity_DX_SHORT_INTEREST_VALUE,SGO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SGO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SGO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SGO FP Equity_DX_SI_MV,SGO FP Equity_DX_DSS,SGO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SGO FP Equity_DX_SUPPLY_SI_QTY,SGO FP Equity_DX_BROKER_SI_QTY,SGO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SGO FP Equity_DX_BROKER_SI_MV_NEW_x,SGO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SGO FP Equity_DX_SUPPLY_SI_QTY_INC_x,SGO FP Equity_DX_BROKER_SI_MV_INC_x,SGO FP Equity_DX_SUPPLY_SI_MV_NEW,SGO FP Equity_DX_BROKER_SI_QTY_ADD,SGO FP Equity_DX_BROKER_SI_QTY_NEW,SGO FP Equity_DX_SUPPLY_SI_MV_DEC,SGO FP Equity_DX_BROKER_SI_QTY_INC,SGO FP Equity_DX_SUPPLY_SI_QTY_DEC,SGO FP Equity_DX_BROKER_SI_MV_NEW_y,SGO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SGO FP Equity_DX_BROKER_SI_MV_INC_y,SGO FP Equity_DX_SUPPLY_SI_QTY_INC_y,SGO FP Equity_DX_BROKER_SI_MV_ADD,SGO FP Equity_DX_SUPPLY_SI_QTY_ADD,SGO FP Equity_DX_BROKER_SI_QTY_DEC,SGO FP Equity_DX_SUPPLY_SI_MV,SGO FP Equity_DX_BROKER_SI_MV_DEC,SGO FP Equity_DX_SUPPLY_SI_MV_RMV,SGO FP Equity_DX_BROKER_SI_MV_RMV,SGO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SGO FP Equity_DX_UTILIZATION_QUANTITY,SGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SGO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SGO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SGO FP Equity_DX_ACTIVE_UTILIZATION_MV,SGO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SGO FP Equity_DX_BROKER_SI_CON_RATIO,SGO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SGO FP Equity_DX_DEMAND_SUPPLY_RATIO,SGO FP Equity_PX_LAST
2008-07-14,53087728.0,1335836187.99,18.53,16.0,13.88,2032.49,3.0,1060492789.85,17359858.0,42145252.0,436822734.9,0.0,200.0,98473.0,9.05,0.01,0.0,0.0,28.27,473979.0,646944.0,0.0,200.0,9.05,98473.0,0.0,461211.0,49233.0,591.02,6.47,0.0,0.0,38.49,38.49,27737530.0,697954079.7,0.0,935.22,38.72,30.0,0.2338,36.79,1.1772,33.91
2008-07-15,54171412.0,1311249657.94,18.91,16.3,14.16,2078.6,3.0,1033274396.81,16636602.0,42687472.0,402698358.35,0.0,0.0,14125.0,38.99,0.0,0.0,0.0,28.42,1154984.0,858720.0,0.0,0.0,38.99,14125.0,0.0,121339.0,612765.0,575.52,22.31,0.0,0.0,37.31,37.31,27954886.0,676663822.34,0.0,932.79,38.16,31.26,0.2373,36.21,1.2148,32.62
2008-07-16,54593480.0,1352254348.06,19.06,16.14,14.27,2075.22,3.0,1072770034.15,17466780.0,43310084.0,432643773.61,0.0,0.0,388199.0,24.4,0.0,0.0,0.0,2.85,808292.0,51872.0,0.0,0.0,24.4,388199.0,0.0,501949.0,185682.0,590.77,12.44,0.27,0.0,39.46,39.46,26800208.0,663828314.24,8097.0,891.96,39.84,32.04,0.2416,36.22,1.2332,33.38
2008-07-17,54206728.0,1464150946.09,18.92,15.71,14.17,2070.82,3.0,1161399302.42,17209916.0,42998064.0,464848474.04,0.0,0.0,146112.0,3.45,0.0,0.0,0.0,12.55,103200.0,402978.0,0.0,0.0,3.45,146112.0,0.0,0.0,415219.0,602.09,21.04,0.0,0.0,38.79,38.78,27162000.0,733659260.85,0.0,957.08,38.62,32.03,0.2431,36.41,1.2216,36.4
2008-07-18,53852992.0,1507345457.82,18.8,15.06,14.08,2103.44,3.0,1203472427.98,17092906.0,42996508.0,478430506.15,0.0,0.0,331787.0,10.22,0.0,0.0,0.0,23.41,120000.0,648444.0,0.0,0.0,10.22,331787.0,0.0,309192.0,121555.0,639.82,0.0,3.64,0.0,38.79,38.79,26974002.0,755002422.04,109544.0,1009.65,38.79,31.77,0.2394,36.08,1.2221,37.72
2008-07-21,54803068.0,1525804800.95,19.13,15.21,14.33,2179.41,3.0,1226566015.2,17171386.0,44055164.0,478078767.37,0.0,0.0,132780.0,63.86,0.0,0.0,0.0,7.92,1108657.0,251626.0,0.0,0.0,63.86,132780.0,0.0,197326.0,50000.0,659.46,3.6,0.0,0.0,38.71,38.71,27190970.0,757039962.95,0.0,1025.03,39.15,31.15,0.2387,36.49,1.2354,37.52
2008-07-22,55546936.0,1527966981.38,19.39,15.51,14.52,2208.2,3.0,1252297840.77,17986960.0,45525400.0,494779423.57,0.0,0.0,751449.0,55.26,0.0,0.0,0.0,2.07,1486961.0,54436.0,0.0,0.0,55.26,751449.0,0.0,118561.0,16725.0,689.07,0.55,0.0,0.0,40.4,40.4,26532424.0,729845257.49,0.0,992.2,40.99,31.96,0.2289,34.24,1.2476,37.07
2008-07-23,55937520.0,1569842230.31,19.53,15.55,14.62,2221.63,3.0,1291684612.48,17732610.0,46026048.0,497651666.21,0.0,0.0,235827.0,37.87,0.0,0.0,0.0,35.98,974282.0,958587.0,0.0,0.0,37.87,235827.0,0.0,468410.0,455933.0,677.12,18.04,0.0,0.67,39.98,39.98,26626002.0,747237674.53,0.0,1003.85,40.28,32.32,0.2337,34.67,1.261,37.82
2008-07-24,57025040.0,1552123237.57,19.91,15.81,14.91,2249.66,3.0,1264198958.39,18795572.0,46446696.0,511583053.07,0.65,0.0,195888.0,22.45,0.0,10000.0,17700.0,5.81,525694.0,159386.0,0.65,0.0,22.45,195888.0,0.38,1026461.0,132750.0,721.67,5.04,0.0,0.0,42.64,42.64,25282980.0,688159109.98,0.0,943.18,43.35,32.39,0.2248,33.24,1.2936,36.68
2008-07-25,56551576.0,1649601457.79,19.74,15.47,14.78,2266.78,3.0,1334868721.31,20167746.0,45761920.0,588290292.78,0.0,0.0,1162588.0,50.13,0.0,0.0,0.0,5.91,1132506.0,125545.0,0.0,0.0,50.13,1162588.0,0.0,335130.0,1817280.0,762.31,29.19,0.0,0.0,45.92,45.92,23750446.0,692797144.06,0.0,915.92,45.42,30.7,0.2309,35.76,1.2876,39.31
2008-07-28,55810868.0,1589479835.59,19.48,14.66,14.59,2266.46,3.0,1282263480.33,20196852.0,45023684.0,575201392.61,0.0,0.0,78348.0,15.98,0.0,0.0,0.0,1.6,245729.0,52315.0,0.0,0.0,15.98,78348.0,0.0,3073.0,983966.0,800.6,31.59,0.0,0.0,45.93,45.93,23778540.0,677206988.61,0.0,923.85,46.43,29.65,0.2182,34.7,1.2691,38.38
2008-07-29,52133176.0,1470813377.58,18.2,13.85,13.63,2093.61,3.0,1161777213.01,20413470.0,41179348.0,575917430.37,0.0,0.0,523646.0,8.28,0.0,0.0,0.0,19.3,249335.0,473419.0,0.0,0.0,8.28,523646.0,0.0,166391.0,4093668.0,799.02,177.85,0.0,0.0,46.52,46.52,23464690.0,662000334.54,0.0,899.52,47.04,28.08,0.2027,33.45,1.1881,38.02
2008-07-30,50823504.0,1499108312.63,17.74,13.82,13.28,2067.86,3.0,1179644222.44,20133476.0,39992876.0,593864233.24,0.0,0.0,183114.0,1.99,0.0,0.0,0.0,18.29,89490.0,463108.0,0.0,0.0,1.99,183114.0,0.0,0.0,1275963.0,787.62,26.59,0.0,0.0,45.94,45.94,23690400.0,698780539.99,0.0,929.14,45.88,26.49,0.2032,34.77,1.1597,39.75
2008-07-31,50108492.0,1495122170.48,17.49,13.68,13.1,2075.0,3.0,1183753473.95,20798432.0,39673080.0,620577382.26,0.0,0.0,310697.0,39.63,0.0,323000.0,0.0,0.0,827977.0,43646.0,0.0,0.0,39.63,310697.0,12.8,397904.0,1470774.0,838.21,50.32,0.0,0.0,47.32,47.32,23153612.0,690850537.43,0.0,928.78,47.44,24.34,0.1926,34.63,1.1401,40.21
2008-08-01,48338852.0,1372015592.55,16.88,13.28,12.64,2015.16,3.0,1091558386.68,20048076.0,38457784.0,569030329.32,0.0,0.0,97583.0,18.31,0.0,0.0,0.0,37.69,294397.0,935989.0,0.0,0.0,18.31,97583.0,0.0,88051.0,1509694.0,810.56,59.55,0.0,0.0,45.83,45.83,23693800.0,672507966.2,0.0,932.27,46.51,25.25,0.2039,35.75,1.105,38.25
2008-08-04,49045476.0,1376422469.75,17.12,13.97,12.82,1968.93,3.0,1089801360.16,19999476.0,38832428.0,561269466.52,0.0,0.0,91928.0,15.36,0.0,0.0,0.0,23.02,525272.0,508119.0,0.0,0.0,15.36,91928.0,0.0,367591.0,150628.0,776.94,10.32,0.0,0.0,45.37,45.36,24085304.0,675934995.85,0.0,918.4,45.83,25.8,0.1971,34.34,1.1125,37.82
2008-08-05,49714896.0,1505143729.8,17.36,14.31,13.0,2049.77,3.0,1182817108.58,20245780.0,39068448.0,612951273.64,0.0,0.0,148132.0,17.53,0.0,0.0,0.0,5.11,473655.0,123669.0,0.0,0.0,17.53,148132.0,0.0,221841.0,237633.0,796.91,0.0,0.0,0.0,45.75,45.75,24009048.0,726886123.94,0.0,955.1,45.49,25.51,0.2007,35.15,1.1234,40.8
2008-08-06,48547088.0,1511575832.47,16.95,14.07,12.69,2072.52,3.0,1179010945.81,20286580.0,37866144.0,631648679.97,0.0,0.0,98543.0,1.35,0.0,0.0,0.0,3.57,20000.0,172769.0,0.0,0.0,1.35,98543.0,0.0,115027.0,1222306.0,844.29,28.46,0.0,0.0,46.17,46.17,23652068.0,736437464.11,0.0,985.32,46.15,25.07,0.1936,34.33,1.1049,41.96
2008-08-07,49142432.0,1533029909.87,17.16,14.4,12.85,2118.61,3.0,1194696907.79,20341154.0,38296912.0,634555438.43,0.0,0.0,97534.0,29.04,0.0,0.0,0.0,6.86,580403.0,192961.0,0.0,0.0,29.04,97534.0,0.0,150000.0,149632.0,862.91,4.97,0.0,0.0,46.04,46.04,23841574.0,743753301.43,0.0,1008.99,46.1,24.36,0.1868,33.76,1.1122,42.04
2008-08-08,49032712.0,1535428654.04,17.12,14.83,12.82,2128.66,3.0,1192833250.46,20250484.0,38092196.0,634131218.19,0.0,104255.0,310019.0,5.3,4.48,0.0,0.0,32.54,105143.0,801172.0,0.0,104255.0,5.3,310019.0,0.0,296229.0,309860.0,870.85,11.35,0.0,0.0,45.85,45.85,23916520.0,748930838.52,0.0,1013.22,46.22,24.46,0.1882,33.88,1.1101,42.2
2008-08-11,47932840.0,1581015771.31,16.73,14.77,12.53,2112.09,3.0,1221926320.26,20337048.0,37046056.0,670796757.09,0.0,0.0,75562.0,0.0,0.0,0.0,0.0,2.72,12347.0,65000.0,0.0,0.0,0.0,75562.0,0.0,76000.0,1058487.0,878.55,22.63,0.0,0.0,46.09,46.09,23786632.0,784577762.1,0.0,1039.91,45.79,24.04,0.1922,34.75,1.0863,44.45
2008-08-12,47833628.0,1563190501.39,16.7,14.82,12.5,2138.78,3.0,1216822256.37,19985772.0,37234760.0,653129822.25,0.0,0.0,69592.0,20.04,0.0,0.0,0.0,16.62,311202.0,457612.0,0.0,0.0,20.04,69592.0,0.0,36746.0,122500.0,895.87,8.22,0.0,0.0,45.15,45.15,24283680.0,793584336.0,0.0,1069.5,45.58,24.48,0.1892,33.94,1.0805,44.04
2008-08-13,48062964.0,1501851756.01,16.78,15.2,12.56,2107.84,3.0,1172840389.49,19715656.0,37533788.0,616066719.99,0.0,0.0,3187.0,19.28,0.0,0.0,0.0,14.04,432302.0,312894.0,0.0,0.0,19.28,3187.0,0.0,39589.0,133273.0,869.67,4.56,0.0,0.0,44.61,44.61,24477780.0,764871614.58,0.0,1047.8,45.36,24.72,0.184,32.97,1.0876,42.11
2008-08-14,48588088.0,1524029356.41,16.96,15.74,12.7,2115.92,3.0,1190733258.92,19951952.0,37962164.0,625819245.36,0.0,0.0,63060.0,23.69,0.0,0.0,0.0,4.0,448635.0,52716.0,0.0,0.0,23.69,63060.0,0.0,225953.0,20259.0,862.47,6.85,0.0,0.0,45.18,45.18,24209116.0,759350799.66,0.0,1028.03,45.62,25.51,0.1869,32.91,1.1002,42.27
2008-08-15,48614600.0,1567428621.99,16.97,16.41,12.71,2140.32,3.0,1221641382.62,19986502.0,37889832.0,644403436.18,0.0,0.0,115348.0,0.0,0.0,0.0,0.0,9.14,0.0,196140.0,0.0,0.0,0.0,115348.0,0.0,115342.0,72332.0,868.26,2.59,0.0,0.0,45.31,45.31,24123294.0,777781602.08,0.0,1043.46,45.42,25.16,0.1881,33.39,1.1021,43.45
2008-08-18,48254704.0,1548663430.29,16.85,16.38,12.61,2136.34,3.0,1209954683.77,19818776.0,37700900.0,636054334.19,0.0,0.0,194365.0,3.94,0.0,0.0,0.0,17.3,63658.0,422091.0,0.0,0.0,3.94,194365.0,0.0,60000.0,252592.0,870.78,7.49,0.0,0.0,44.87,44.87,24346852.0,781376243.34,0.0,1056.83,45.17,25.44,0.1893,33.35,1.0926,43.25
2008-08-19,46648568.0,1411616783.64,16.29,16.01,12.19,2022.01,3.0,1104366916.6,19369108.0,36495128.0,586122127.84,0.0,0.0,35976.0,0.34,0.0,0.0,0.0,22.37,10000.0,500616.0,0.0,0.0,0.34,35976.0,0.0,14972.0,1215772.0,841.97,80.0,0.0,0.0,43.22,43.22,25441180.0,769867076.81,0.0,1069.26,44.05,26.84,0.1828,31.04,1.041,40.78
2008-08-20,46370112.0,1382201156.49,16.19,16.06,12.12,1956.05,3.0,1081569405.08,19316204.0,36284512.0,575777766.24,0.0,7936.0,253.0,0.0,0.32,0.0,0.0,8.66,162609.0,152702.0,0.0,7936.0,0.0,253.0,0.0,91610.0,373222.0,798.7,22.83,0.0,0.0,43.0,43.0,25608720.0,763345199.6,0.0,1038.11,43.48,27.82,0.1905,31.57,1.0322,40.17
2008-08-21,45786920.0,1330161802.04,15.98,15.97,11.97,1900.63,3.0,1054350831.0,18759766.0,36292936.0,544992415.92,0.0,0.0,1251.0,1.84,0.0,0.0,0.0,24.38,64700.0,557690.0,0.0,0.0,1.84,1251.0,0.0,0.0,56276.0,760.55,6.06,0.0,0.0,41.74,41.74,26180538.0,760574233.96,0.0,1039.47,42.25,28.63,0.1935,31.33,1.0188,39.15
2008-08-22,46096456.0,1399356250.62,16.09,16.5,12.05,1928.23,3.0,1114792977.72,18389632.0,36722604.0,558256506.44,0.0,0.0,5921.0,14.95,0.0,0.0,0.0,15.52,429667.0,376055.0,0.0,0.0,14.95,5921.0,0.0,0.0,0.0,738.55,0.0,0.0,0.0,41.02,41.02,26437568.0,802568770.84,0.0,1065.76,40.93,28.12,0.1963,32.18,1.0283,40.91
2008-08-25,45431608.0,1359957316.1,15.86,16.69,11.88,1921.25,3.0,1084210001.04,18408300.0,36219816.0,551037116.32,0.0,0.0,173478.0,10.28,0.0,0.0,0.0,2.74,393650.0,104156.0,0.0,0.0,10.28,173478.0,0.0,10046.0,896440.0,762.73,28.47,2.36,0.0,41.14,41.14,26334692.0,788307053.82,60700.0,1071.6,41.58,28.07,0.1977,32.56,1.0154,40.34
2008-08-26,44871072.0,1333855136.72,15.67,16.67,11.73,1887.8,3.0,1062371833.94,18470118.0,35738336.0,549049993.06,0.0,60700.0,137475.0,1.12,2.45,100000.0,0.0,12.89,34266.0,312955.0,0.0,60700.0,1.12,137475.0,3.99,176598.0,615744.0,760.62,25.78,0.0,0.0,41.26,41.26,26299626.0,781793027.68,0.0,1061.41,41.75,28.54,0.2028,33.07,1.0023,40.06
2008-08-27,45469116.0,1341173362.69,15.87,17.26,11.89,1897.24,3.0,1064416814.53,18867728.0,36086380.0,556529276.01,0.0,0.0,251393.0,25.12,0.0,0.0,0.0,0.61,645744.0,9993.0,0.0,0.0,25.12,251393.0,0.0,156210.0,297700.0,767.28,12.52,0.0,0.0,42.12,42.12,25928520.0,764796930.69,0.0,1036.81,42.53,28.58,0.202,32.81,1.015,39.75
2008-08-28,45457016.0,1391413304.18,15.87,17.78,11.88,1918.65,3.0,1104503902.26,18676692.0,36083780.0,571682877.88,0.0,0.0,96664.0,0.0,0.0,0.0,0.0,11.53,6000.0,287701.0,0.0,0.0,0.0,96664.0,0.0,0.0,8600.0,760.69,0.86,0.0,0.0,41.65,41.65,26163092.0,800837307.21,0.0,1067.39,41.61,28.23,0.2051,33.63,1.0138,41.25
2008-08-29,45520924.0,1415325616.89,15.89,18.81,11.9,1955.28,3.0,1107345572.27,18335430.0,35615404.0,570080778.14,0.0,0.0,42266.0,0.52,0.0,0.0,0.0,14.61,13943.0,383527.0,0.0,0.0,0.52,42266.0,0.0,0.0,482318.0,769.19,17.48,0.0,0.0,40.78,40.78,26623126.0,827759828.19,0.0,1110.82,40.91,27.8,0.2024,33.55,1.0125,41.9
2008-09-01,46015180.0,1424546730.75,16.06,19.48,12.03,1979.94,3.0,1117679854.23,18359828.0,36102880.0,568387061.72,0.0,0.0,17617.0,22.35,0.0,0.0,0.0,0.02,487473.0,920.0,0.0,0.0,22.35,17617.0,0.0,7700.0,0.0,780.63,0.0,0.0,0.0,40.9,40.9,26533460.0,821427922.23,0.0,1111.88,41.25,27.51,0.1974,32.99,1.025,41.72
2008-09-02,45414508.0,1482786302.47,15.85,19.58,11.87,1989.4,3.0,1176293028.69,18344012.0,36027288.0,598933048.58,0.0,0.0,39941.0,3.2,0.0,12906.0,0.0,5.09,65422.0,122522.0,0.0,0.0,3.2,39941.0,0.55,66765.0,153920.0,783.73,8.7,0.0,0.0,40.91,40.91,26491436.0,864946911.54,0.0,1142.23,40.69,27.36,0.2067,34.58,1.0129,44.0
2008-09-03,44758936.0,1427172218.59,15.63,19.29,11.7,1974.01,3.0,1139198878.45,17772896.0,35727524.0,566702108.71,0.0,0.0,92122.0,0.0,0.0,0.0,0.0,31.23,0.0,753106.0,0.0,0.0,0.0,92122.0,0.0,89868.0,299762.0,785.18,6.37,0.0,0.0,39.61,39.61,27093040.0,863881885.06,0.0,1174.61,40.06,27.72,0.2064,34.2,0.9976,42.97
2008-09-04,45443880.0,1381569203.17,15.89,20.13,11.88,1966.4,3.0,1088332098.36,16559651.0,35798448.0,503440811.76,0.0,0.0,108142.0,0.0,0.0,0.0,0.0,57.16,200000.0,1300434.0,0.0,0.0,0.0,108142.0,0.0,1216.0,129077.0,722.27,3.31,0.98,0.0,37.01,37.01,28187900.0,856958836.75,22168.0,1184.46,37.88,27.53,0.1999,33.19,1.0156,40.97
2008-09-05,46031384.0,1358441370.19,16.09,20.84,12.03,1934.21,3.0,1071284411.23,17707192.0,36300944.0,522560480.97,0.0,85000.0,12777.0,22.06,3.51,0.0,0.0,0.08,665000.0,1836.0,0.0,85000.0,22.06,12777.0,0.0,1051600.0,162500.0,736.34,19.46,0.0,0.0,39.4,39.4,27232204.0,803655013.18,0.0,1101.74,40.06,28.72,0.201,32.35,1.0243,39.77
2008-09-08,46973576.0,1462408235.82,16.42,22.71,12.28,1988.73,3.0,1141648225.97,17040816.0,36670540.0,530524430.66,0.0,0.0,14422.0,10.65,0.0,0.0,0.0,56.05,385529.0,1327546.0,0.0,0.0,10.65,14422.0,0.0,646747.0,15936.0,702.32,0.0,0.0,0.0,38.13,38.13,27651924.0,860875514.22,0.0,1140.15,38.12,27.78,0.2003,33.05,1.051,41.955
2008-09-09,46895640.0,1427097061.48,16.39,22.6,12.26,2004.21,3.0,1117573351.7,18102602.0,36724424.0,550886396.25,0.0,0.0,366249.0,10.15,0.0,0.0,0.0,6.96,172000.0,268138.0,0.0,0.0,10.15,366249.0,0.0,963676.0,118119.0,769.15,15.43,0.0,0.0,40.02,40.02,27127906.0,825538470.88,0.0,1126.77,40.57,28.08,0.1949,31.84,1.0368,41.01
2008-09-10,47374624.0,1419526047.93,16.58,22.84,12.38,2000.38,3.0,1121487034.91,17633788.0,37428004.0,528376149.0,0.0,10304.0,62205.0,26.58,0.43,3900.0,0.0,24.43,829371.0,558852.0,0.0,10304.0,26.58,62205.0,0.16,17530.0,129690.0,741.34,7.82,0.0,0.0,39.15,39.15,27406308.0,821198456.02,0.0,1116.47,39.9,29.4,0.2017,31.82,1.0518,40.38
2008-09-11,46475844.0,1356555964.46,16.27,23.12,12.15,1926.47,3.0,1073168849.4,17569120.0,36766952.0,512814668.33,0.0,0.0,99003.0,0.0,0.0,0.0,0.0,20.76,17617.0,472458.0,0.0,0.0,0.0,99003.0,0.0,560785.0,678668.0,720.02,46.22,10.07,0.0,39.67,39.66,26723016.0,780002332.89,252000.0,1067.77,40.27,30.17,0.2044,31.6,1.0493,39.335
2008-09-12,46496176.0,1368017659.33,16.27,23.25,12.15,1906.74,3.0,1085363731.61,17453076.0,36889336.0,513507093.09,0.0,0.0,26629.0,8.22,0.0,0.0,0.0,8.03,245000.0,142672.0,0.0,0.0,8.22,26629.0,0.0,0.0,122617.0,695.9,8.67,0.0,0.0,39.62,39.62,26594128.0,782456534.46,0.0,1054.04,39.77,30.11,0.2077,32.22,1.0556,39.65
2008-09-15,46793752.0,1377814680.85,16.38,23.77,12.23,1929.7,3.0,1091821307.79,17471380.0,37080760.0,514434573.63,0.0,0.0,48319.0,9.3,0.0,0.0,0.0,4.29,201426.0,113261.0,0.0,0.0,9.3,48319.0,0.0,83245.0,10000.0,705.06,0.7,0.0,0.0,39.31,39.31,26977792.0,794345319.32,0.0,1073.26,39.65,30.19,0.206,31.86,1.0527,39.68
2008-09-16,46555204.0,1290643733.16,16.29,22.83,12.17,1880.53,3.0,1024529824.96,17361860.0,36956128.0,481320537.33,0.0,0.0,5314.0,1.02,0.0,0.0,0.0,0.32,25000.0,8151.0,0.0,0.0,1.02,5314.0,0.0,0.0,149632.0,693.44,6.25,4.2,0.0,39.17,39.17,26963824.0,747514509.18,106681.0,1039.25,40.02,30.87,0.2044,30.93,1.0503,37.36
2008-09-17,45739140.0,1228649025.6,16.01,22.34,11.96,1793.38,3.0,992897950.73,16369254.0,36962792.0,439712420.85,0.0,0.0,6749.0,12.18,0.0,0.0,0.0,35.01,412011.0,847356.0,0.0,0.0,12.18,6749.0,0.0,22000.0,405346.0,621.09,28.09,6.87,0.0,37.12,37.12,27731706.0,744931661.48,174000.0,1021.84,37.8,31.19,0.2124,32.08,1.0371,36.2
2008-09-18,46308552.0,1204770676.9,16.21,22.57,12.1,1777.39,3.0,970231252.32,16606188.0,37293408.0,432029236.36,0.0,0.0,80497.0,11.02,0.0,0.0,0.0,5.16,340400.0,136833.0,0.0,0.0,11.02,80497.0,0.0,293270.0,9785.0,615.23,1.04,0.0,0.0,37.72,37.72,27418248.0,713317514.28,0.0,978.87,38.59,30.59,0.2151,33.1,1.0519,35.06
2008-09-19,46554400.0,1365585269.82,16.29,22.16,12.17,1835.16,3.0,1093954465.8,16823324.0,37294188.0,493480389.47,0.0,0.0,542139.0,53.51,0.0,0.0,0.0,16.83,288780.0,524856.0,0.0,0.0,53.51,542139.0,0.0,257901.0,288000.0,619.9,15.85,2.04,0.0,38.57,38.57,26796752.0,786032035.86,58049.0,1023.15,37.73,32.37,0.2288,33.72,1.0673,39.53
2008-09-22,46866524.0,1375958037.33,16.4,20.94,12.25,1913.31,3.0,1098768626.66,17031084.0,37425172.0,500016961.24,0.0,0.0,355459.0,14.83,0.0,0.0,0.0,11.15,220182.0,404341.0,0.0,0.0,14.83,355459.0,0.0,259544.0,89200.0,679.89,3.05,0.11,0.0,39.01,39.01,26628976.0,781802242.32,2902.0,1054.05,39.21,31.72,0.2188,32.75,1.0734,39.565
2008-09-23,47463988.0,1341372692.76,16.61,21.03,12.41,1920.99,3.0,1079535003.9,16418543.0,38198956.0,464001997.37,0.0,21000.0,113212.0,28.15,0.83,0.0,0.0,21.49,1182784.0,552145.0,0.0,21000.0,28.15,113212.0,0.0,186300.0,409000.0,661.97,13.76,14.74,0.0,37.95,37.95,26845188.0,758667858.15,380907.0,1043.64,38.81,32.27,0.2213,32.65,1.0971,38.085
2008-09-24,47256540.0,1325866731.04,16.54,21.0,12.35,1880.62,3.0,1070729185.72,17627496.0,38162928.0,494570920.72,0.0,0.0,1113167.0,33.8,0.0,0.0,0.0,26.85,1046844.0,627705.0,0.0,0.0,33.8,1113167.0,0.0,725963.0,1082869.0,687.49,48.65,0.1,0.0,40.51,40.51,25888628.0,726351751.05,2471.0,987.11,41.05,32.67,0.2241,32.73,1.086,37.81
2008-09-25,46198912.0,1347272898.49,16.17,20.59,12.08,1859.05,3.0,1105025076.87,16605260.0,37892068.0,484249862.21,0.0,13414.0,199936.0,11.87,0.53,0.0,0.0,48.03,341784.0,1253500.0,0.0,13414.0,11.87,199936.0,0.0,88913.0,612644.0,647.48,20.94,2.56,0.0,37.98,37.98,27115180.0,790744750.69,71000.0,1054.01,38.05,32.84,0.2312,33.66,1.0567,39.3
2008-09-26,46900552.0,1330843884.36,16.41,20.55,12.26,1890.47,3.0,1102720404.7,16412351.0,38861204.0,465714709.63,0.0,0.0,180819.0,47.33,0.0,0.0,0.0,16.33,1158732.0,451172.0,0.0,0.0,47.33,180819.0,0.0,77444.0,189598.0,655.87,4.33,0.0,0.0,37.75,37.75,27064752.0,767985836.95,0.0,1051.82,38.41,32.23,0.2198,32.31,1.0787,38.24
2008-09-29,46838640.0,1235939761.5,16.39,20.47,12.24,1831.59,3.0,1017660656.87,16637255.0,38566476.0,439010291.0,0.0,0.0,292801.0,0.0,0.0,0.0,0.0,8.08,0.0,200000.0,0.0,0.0,0.0,292801.0,0.0,132103.0,294726.0,649.1,13.55,0.0,0.0,38.0,38.0,27150168.0,716416449.38,0.0,1003.85,39.27,31.01,0.2167,33.01,1.0697,35.56
2008-09-30,46985416.0,1260209011.55,16.44,19.86,12.28,1805.87,3.0,1058236939.24,16114432.0,39455124.0,432209697.21,0.0,0.0,297468.0,25.39,0.0,0.0,0.0,25.84,996078.0,645696.0,0.0,0.0,25.39,297468.0,0.0,30653.0,107432.0,598.95,4.89,7.95,0.0,37.0,37.0,27434452.0,735827126.39,205248.0,990.96,37.67,31.77,0.2241,33.44,1.0789,36.145
2008-10-01,47558328.0,1260576780.94,16.65,19.93,12.43,1819.83,3.0,1052968919.63,16547534.0,39725816.0,438607453.61,0.0,0.0,522785.0,13.16,0.0,0.0,0.0,8.64,375321.0,209595.0,0.0,0.0,13.16,522785.0,0.0,119912.0,104630.0,610.49,7.66,0.0,0.0,37.93,37.93,27078770.0,717747451.48,0.0,974.59,38.51,31.1,0.2219,33.68,1.0901,35.72
2008-10-02,47684992.0,1233857305.68,16.69,20.04,12.46,1802.59,3.0,1049614705.54,16652207.0,40564552.0,430878697.91,0.0,0.0,250461.0,75.23,0.0,0.0,0.0,19.86,2243102.0,535982.0,0.0,0.0,75.23,250461.0,0.0,390194.0,1404363.0,607.71,61.56,0.0,0.0,38.27,38.27,26861964.0,695057902.63,0.0,952.82,38.94,30.79,0.221,33.76,1.0959,34.87
2008-10-03,47402916.0,1275979669.52,16.59,19.88,12.39,1810.32,3.0,1074353905.49,17501980.0,39912476.0,471113858.4,0.0,0.0,325610.0,0.0,0.0,0.0,0.0,3.53,10600.0,97823.0,0.0,0.0,0.0,325610.0,0.0,621985.0,662677.0,636.7,26.17,0.0,0.0,39.94,39.94,26324096.0,708585339.23,0.0,945.67,40.24,31.95,0.2256,33.49,1.0816,36.275
