DATE,ALEUP FP Equity_DX_SI_QTY,ALEUP FP Equity_DX_SHORT_INTEREST_VALUE,ALEUP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALEUP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALEUP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALEUP FP Equity_DX_SI_MV,ALEUP FP Equity_DX_DSS,ALEUP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALEUP FP Equity_DX_SUPPLY_SI_QTY,ALEUP FP Equity_DX_BROKER_SI_QTY,ALEUP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALEUP FP Equity_DX_BROKER_SI_MV_NEW_x,ALEUP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALEUP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALEUP FP Equity_DX_BROKER_SI_MV_INC_x,ALEUP FP Equity_DX_SUPPLY_SI_MV_NEW,ALEUP FP Equity_DX_BROKER_SI_QTY_ADD,ALEUP FP Equity_DX_BROKER_SI_QTY_NEW,ALEUP FP Equity_DX_SUPPLY_SI_MV_DEC,ALEUP FP Equity_DX_BROKER_SI_QTY_INC,ALEUP FP Equity_DX_SUPPLY_SI_QTY_DEC,ALEUP FP Equity_DX_BROKER_SI_MV_NEW_y,ALEUP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALEUP FP Equity_DX_BROKER_SI_MV_INC_y,ALEUP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALEUP FP Equity_DX_BROKER_SI_MV_ADD,ALEUP FP Equity_DX_SUPPLY_SI_QTY_ADD,ALEUP FP Equity_DX_BROKER_SI_QTY_DEC,ALEUP FP Equity_DX_SUPPLY_SI_MV,ALEUP FP Equity_DX_BROKER_SI_MV_DEC,ALEUP FP Equity_DX_SUPPLY_SI_MV_RMV,ALEUP FP Equity_DX_BROKER_SI_MV_RMV,ALEUP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALEUP FP Equity_DX_UTILIZATION_QUANTITY,ALEUP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALEUP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALEUP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALEUP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALEUP FP Equity_DX_ACTIVE_UTILIZATION_MV,ALEUP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALEUP FP Equity_DX_BROKER_SI_CON_RATIO,ALEUP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALEUP FP Equity_DX_DEMAND_SUPPLY_RATIO,ALEUP FP Equity_PX_LAST
2006-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,3.23,0.0,0.0,0.0,0.0,6.35
2006-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,3.07,0.0,0.0,0.0,0.0,5.73
2006-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.88,0.0,0.0,0.0,0.0,6.29
2006-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.97,0.0,0.0,0.0,0.0,6.3
2006-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.97,0.0,0.0,0.0,0.0,6.1
2006-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.95,0.0,0.0,0.0,0.0,6.3
2006-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.98,0.0,0.0,0.0,0.0,6.78
2006-07-26,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.95,0.0,0.0,0.0,0.0,6.75
2006-07-27,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.96,0.0,0.0,0.0,0.0,6.74
2006-07-28,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.95,0.0,0.0,0.0,0.0,6.79
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.96,0.0,0.0,0.0,0.0,7.15
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1.01,0.0,0.0,0.0,0.0,6.99
2006-08-02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.98,0.0,0.0,0.0,0.0,6.94
2006-08-03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.96,0.0,0.0,0.0,0.0,6.9
2006-08-04,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.95,0.0,0.0,0.0,0.0,6.9
2006-08-07,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.95,0.0,0.0,0.0,0.0,6.89
2006-08-08,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.95,0.0,0.0,0.0,0.0,6.79
2006-08-09,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.97,0.0,0.0,0.0,0.0,6.93
2006-08-10,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,0.0,0.0,6.94
2006-08-11,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,0.0,0.0,7.05
2006-08-14,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.01,0.0,0.0,0.0,0.0,7.0
2006-08-15,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,0.0,0.0,6.98
2006-08-16,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.97,0.0,0.0,0.0,0.0,6.9
2006-08-17,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.97,0.0,0.0,0.0,0.0,6.95
2006-08-18,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.98,0.0,0.0,0.0,0.0,6.88
2006-08-21,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.96,0.0,0.0,0.0,0.0,6.74
2006-08-22,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.95,0.0,0.0,0.0,0.0,6.8
2006-08-23,1097.0,7448.63,0.01,0.1,0.01,0.01,0.0,0.0,1097.0,0.0,7448.63,0.0,0.0,1097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.43,1.43,75828.0,514872.12,0.0,0.35,1.43,0.0,0.0,0.0,0.0143,6.79
2006-08-24,1097.0,7514.45,0.01,0.1,0.01,0.01,0.0,0.0,1097.0,0.0,7514.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.43,1.43,75828.0,519421.8,0.0,0.35,1.43,0.0,0.0,0.0,0.0143,6.85
2006-08-25,1105.0,7425.6,0.01,0.1,0.01,0.01,0.0,0.0,1105.0,0.0,7425.6,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.44,1.44,75842.0,509658.24,0.0,0.35,1.44,0.0,0.0,0.0,0.0144,6.72
2006-08-28,1079.0,7326.41,0.01,0.1,0.01,0.01,0.0,0.0,1079.0,0.0,7326.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.4,1.4,75811.0,514756.69,0.0,0.35,1.4,0.0,0.0,0.0,0.014,6.79
2006-08-29,1090.0,7281.2,0.01,0.1,0.01,0.01,0.0,0.0,1090.0,0.0,7281.2,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.42,1.42,75832.0,506557.76,0.0,0.35,1.42,0.0,0.0,0.0,0.0142,6.68
2006-08-30,751.0,4956.6,0.01,0.08,0.01,0.01,0.0,0.0,751.0,0.0,4956.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.03,1.03,72174.0,476348.4,0.0,0.48,1.03,0.0,0.0,0.0,0.0103,6.6
2006-08-31,743.0,5044.97,0.01,0.08,0.01,0.0,0.0,0.0,743.0,0.0,5044.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,72156.0,489939.24,0.0,0.48,1.02,0.0,0.0,0.0,0.0102,6.79
2006-09-01,762.0,5029.2,0.01,0.08,0.01,0.01,0.0,0.0,762.0,0.0,5029.2,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.04,1.04,72194.0,476480.4,0.0,0.48,1.04,0.0,0.0,0.0,0.0104,6.6
2006-09-04,741.0,4742.4,0.01,0.07,0.01,0.0,0.0,0.0,741.0,0.0,4742.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,72164.0,461849.6,0.0,0.48,1.02,0.0,0.0,0.0,0.0102,6.4
2006-09-05,726.0,4559.28,0.01,0.07,0.01,0.0,0.0,0.0,726.0,0.0,4559.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,72126.0,452951.28,0.0,0.47,1.0,0.0,0.0,0.0,0.01,6.28
2006-09-06,742.0,4659.76,0.01,0.07,0.01,0.0,0.0,0.0,742.0,0.0,4659.76,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,72156.0,453139.68,0.0,0.45,1.02,0.0,0.0,0.0,0.0102,6.28
2006-09-07,745.0,4619.0,0.01,0.08,0.01,0.0,0.0,0.0,745.0,0.0,4619.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,72151.0,447336.2,0.0,0.45,1.02,0.0,0.0,0.0,0.0102,6.2
2006-09-08,735.0,4520.25,0.01,0.07,0.01,0.0,0.0,0.0,735.0,0.0,4520.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,72139.0,443654.85,0.0,0.45,1.01,0.0,0.0,0.0,0.0101,6.15
2006-09-11,726.0,4464.9,0.01,0.08,0.01,0.0,0.0,0.0,726.0,0.0,4464.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,72137.0,443642.55,0.0,0.45,1.0,0.0,0.0,0.0,0.01,6.15
2006-09-12,724.0,4344.0,0.01,0.09,0.01,0.0,0.0,0.0,724.0,0.0,4344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,72128.0,432768.0,0.0,0.46,0.99,0.0,0.0,0.0,0.0099,6.0
2006-09-13,741.0,4371.9,0.01,0.1,0.01,0.0,0.0,0.0,741.0,0.0,4371.9,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,72158.0,425732.2,0.0,0.43,1.02,0.0,0.0,0.0,0.0102,5.9
2006-09-14,725.0,4176.0,0.01,0.1,0.01,0.0,0.0,0.0,725.0,0.0,4176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,72137.0,415509.12,0.0,0.43,1.0,0.0,0.0,0.0,0.01,5.76
2006-09-15,712.0,4200.8,0.01,0.09,0.01,0.0,0.0,0.0,712.0,0.0,4200.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.98,72103.0,425407.7,0.0,0.43,0.98,0.0,0.0,0.0,0.0098,5.9
2006-09-18,726.0,4370.52,0.01,0.09,0.01,0.0,0.0,0.0,726.0,0.0,4370.52,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,72140.0,434282.8,0.0,0.43,1.0,0.0,0.0,0.0,0.01,6.02
2006-09-19,742.0,4377.8,0.01,0.09,0.01,0.0,0.0,0.0,742.0,0.0,4377.8,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,72155.0,425714.5,0.0,0.43,1.02,0.0,0.0,0.0,0.0102,5.9
2006-09-20,740.0,4403.0,0.01,0.09,0.01,0.0,0.0,0.0,740.0,0.0,4403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,72156.0,429328.2,0.0,0.43,1.01,0.0,0.0,0.0,0.0102,5.95
2006-09-21,743.0,4346.55,0.01,0.08,0.01,0.0,0.0,0.0,743.0,0.0,4346.55,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,72173.0,422212.05,0.0,0.43,1.02,0.0,0.0,0.0,0.0102,5.85
2006-09-22,735.0,4263.0,0.01,0.07,0.01,0.0,0.0,0.0,735.0,0.0,4263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,72148.0,418458.4,0.0,0.43,1.01,0.0,0.0,0.0,0.0101,5.8
