DATE,EIFF FP Equity_DX_SI_QTY,EIFF FP Equity_DX_SHORT_INTEREST_VALUE,EIFF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EIFF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EIFF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EIFF FP Equity_DX_SI_MV,EIFF FP Equity_DX_DSS,EIFF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EIFF FP Equity_DX_SUPPLY_SI_QTY,EIFF FP Equity_DX_BROKER_SI_QTY,EIFF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EIFF FP Equity_DX_BROKER_SI_MV_NEW_x,EIFF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EIFF FP Equity_DX_SUPPLY_SI_QTY_INC_x,EIFF FP Equity_DX_BROKER_SI_MV_INC_x,EIFF FP Equity_DX_SUPPLY_SI_MV_NEW,EIFF FP Equity_DX_BROKER_SI_QTY_ADD,EIFF FP Equity_DX_BROKER_SI_QTY_NEW,EIFF FP Equity_DX_SUPPLY_SI_MV_DEC,EIFF FP Equity_DX_BROKER_SI_QTY_INC,EIFF FP Equity_DX_SUPPLY_SI_QTY_DEC,EIFF FP Equity_DX_BROKER_SI_MV_NEW_y,EIFF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EIFF FP Equity_DX_BROKER_SI_MV_INC_y,EIFF FP Equity_DX_SUPPLY_SI_QTY_INC_y,EIFF FP Equity_DX_BROKER_SI_MV_ADD,EIFF FP Equity_DX_SUPPLY_SI_QTY_ADD,EIFF FP Equity_DX_BROKER_SI_QTY_DEC,EIFF FP Equity_DX_SUPPLY_SI_MV,EIFF FP Equity_DX_BROKER_SI_MV_DEC,EIFF FP Equity_DX_SUPPLY_SI_MV_RMV,EIFF FP Equity_DX_BROKER_SI_MV_RMV,EIFF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EIFF FP Equity_DX_UTILIZATION_QUANTITY,EIFF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EIFF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EIFF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EIFF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EIFF FP Equity_DX_ACTIVE_UTILIZATION_MV,EIFF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EIFF FP Equity_DX_BROKER_SI_CON_RATIO,EIFF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EIFF FP Equity_DX_DEMAND_SUPPLY_RATIO,EIFF FP Equity_PX_LAST
2008-03-21,59088.0,2626919.12,1.55,4.06,1.14,5.38,1.0,2007489.39,33839.0,45155.0,1504405.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.0,5.78,5.78,551152.0,24502974.0,0.0,48.4,5.85,17.0,0.2128,36.37,0.101,0.0
2008-03-24,59088.0,2626919.12,1.55,4.06,1.14,5.37,1.0,2229778.1,33839.0,50155.0,1504405.57,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,3.01,0.0,0.0,0.0,5.78,5.78,551152.0,24502974.0,0.0,48.43,5.85,17.03,0.2133,36.43,0.101,0.0
2008-03-25,59088.0,2713731.73,1.27,4.06,1.14,5.36,1.0,2303466.27,33839.0,50155.0,1554122.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,5.81,5.81,548704.0,25200302.19,0.0,48.5,5.95,17.06,0.2136,36.49,0.1014,89.09
2008-03-26,58084.0,2724812.18,1.25,3.94,1.12,5.32,1.0,2310864.41,33730.0,49260.0,1582327.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,895.0,3.09,0.09,0.0,0.0,5.8,5.8,547744.0,25695536.21,0.0,49.72,5.85,17.76,0.2138,36.67,0.0999,91.0
2008-03-27,74514.0,3533982.29,1.6,5.18,1.44,6.94,1.0,2166943.81,53730.0,45690.0,2548257.62,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,3570.0,4.97,0.31,0.0,0.0,53.6,9.26,46519.0,2206260.86,0.0,4.26,53.83,19.04,0.2083,35.78,0.1284,92.0
2008-03-28,99514.0,4588842.92,2.14,7.16,1.92,8.77,1.0,2106881.78,79450.0,45690.0,3663641.0,0.0,0.0,25720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25720.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,39.76,13.62,120386.0,5551303.77,0.0,11.45,37.46,25.65,0.1844,27.55,0.1705,89.45
2008-03-31,100127.0,4864353.69,2.15,7.24,1.93,8.79,1.0,2249484.84,79450.0,46303.0,3859827.03,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,107.0,6.89,0.01,0.0,0.0,39.76,13.61,120386.0,5848573.14,0.0,11.35,37.76,25.47,0.182,27.36,0.1716,94.24
2008-04-01,136622.0,6821875.15,2.93,9.65,2.63,12.13,1.0,3634984.61,129450.0,72798.0,6463759.41,0.0,0.0,55000.0,0.0,0.0,55000.0,0.0,0.45,0.0,5000.0,0.0,0.0,0.0,55000.0,4.98,0.0,28505.0,11.12,2.7,0.0,0.0,66.44,22.23,65386.0,3264885.07,0.0,7.36,60.2,21.4,0.1807,28.61,0.2346,96.86
2008-04-02,334437.0,17102699.09,7.18,23.11,6.44,31.14,2.0,13719357.62,143786.0,268277.0,7353040.16,0.0,0.0,2336.0,9.75,0.0,92380.0,0.0,0.0,103099.0,0.0,0.0,0.0,9.75,2336.0,8.95,12000.0,0.0,12.56,0.0,0.0,0.0,68.74,24.71,65386.0,3343760.06,0.0,7.61,62.25,30.1,0.2312,34.41,0.5747,99.2
2008-04-03,506803.0,25090194.49,10.88,34.19,9.76,48.32,2.0,18719857.56,232554.0,378127.0,11513004.24,0.0,3000.0,0.0,6.26,0.3,48850.0,0.0,0.88,61000.0,9402.0,0.0,3000.0,6.26,0.0,4.54,95170.0,0.0,21.34,0.0,0.0,0.0,76.44,39.3,71689.0,3549092.95,0.0,8.42,71.71,23.31,0.1576,24.7,0.8564,93.13
2008-04-04,506027.0,25016807.48,10.86,34.77,9.75,46.72,2.0,18556487.51,229554.0,375351.0,11348620.18,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1330.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4106.0,20.41,0.4,0.3,0.0,76.2,38.95,71689.0,3544138.77,3000.0,7.7,72.62,24.02,0.1583,24.26,0.8585,93.0
2008-04-07,548027.0,27212633.69,11.76,37.5,10.56,50.79,3.0,19830031.14,247554.0,399351.0,12292453.33,0.0,3000.0,11410.0,2.33,0.28,0.0,0.0,0.0,24000.0,0.0,0.0,3000.0,2.33,11410.0,0.0,3590.0,0.0,22.09,0.0,0.0,0.0,75.61,38.56,79863.0,3965648.71,0.0,8.44,72.35,26.97,0.182,27.17,0.8536,93.41
2008-04-08,543277.0,26165242.54,11.66,37.46,10.47,50.32,3.0,19233495.57,242804.0,399351.0,11693897.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,4750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55,0.0,0.0,0.0,70.65,36.87,100863.0,4857751.86,0.0,10.52,67.19,27.28,0.1836,27.43,0.8249,90.6
2008-04-09,472957.0,23130484.66,10.15,32.84,9.11,43.13,2.0,19339968.09,182484.0,395451.0,8924581.65,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,5.49,0.0,58420.0,0.0,0.0,0.0,1100.0,0.0,0.0,3900.0,15.83,0.42,0.28,0.0,69.56,28.67,79863.0,3905788.26,3000.0,8.24,65.75,30.99,0.2261,32.04,0.743,92.0
2008-04-10,477416.0,23094768.32,10.25,32.71,9.2,43.78,2.0,19374477.73,181884.0,400510.0,8798550.62,0.0,0.0,1377.0,0.56,0.0,0.0,0.0,0.5,5800.0,5367.0,0.0,0.0,0.56,1377.0,0.0,3390.0,741.0,15.74,0.07,0.0,0.0,72.36,28.82,69474.0,3360771.18,0.0,7.34,68.2,30.68,0.2208,31.58,0.7564,91.0
2008-04-11,479767.0,23208496.81,10.3,33.91,9.24,43.87,2.0,19439831.7,182884.0,401861.0,8846925.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,1351.0,0.0,0.0,0.0,0.13,0.0,0.0,1000.0,0.0,15.82,0.0,0.0,0.0,73.6,29.36,65603.0,3173513.43,0.0,6.94,69.49,30.57,0.2199,31.57,0.7701,91.0
2008-04-14,424387.0,20292637.04,9.11,29.36,8.18,39.04,2.0,17762865.26,129884.0,371481.0,6210578.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,0.0,53000.0,0.0,0.0,0.0,0.0,0.0,0.0,30380.0,11.48,3.0,0.0,0.0,66.44,20.77,65603.0,3136895.96,0.0,6.47,63.97,28.45,0.2359,35.72,0.6787,89.95
2008-04-15,400381.0,19195838.82,8.59,28.07,7.71,36.64,2.0,16659317.24,129884.0,347475.0,6227149.46,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,994.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,25000.0,11.43,2.38,0.0,0.0,66.44,20.77,65603.0,3145265.67,0.0,6.42,64.03,23.51,0.233,38.32,0.6403,90.19
2008-04-16,309615.0,14771741.46,6.64,21.64,5.97,28.23,2.0,12247594.53,129884.0,256709.0,6196769.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90766.0,11.39,8.37,0.0,0.0,71.3,23.29,52293.0,2494900.69,0.0,5.18,68.72,16.63,0.3017,49.82,0.5552,89.75
2008-04-17,289895.0,13669089.67,6.22,19.82,5.59,26.58,2.0,9759917.22,129884.0,206989.0,6124272.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49720.0,11.64,4.45,0.0,0.0,71.3,23.23,52293.0,2465712.43,0.0,4.84,70.65,22.35,0.3474,52.91,0.5184,88.7
2008-04-18,260831.0,12709085.67,5.6,18.33,5.03,23.82,2.0,10131221.51,124884.0,207925.0,6085018.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,936.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,67.17,22.31,61034.0,2973903.93,0.0,5.56,66.67,12.46,0.393,59.6,0.466,91.66
2008-04-21,205831.0,9767683.23,4.42,14.7,3.97,19.02,1.0,8443407.64,69884.0,177925.0,3316336.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96,0.0,55000.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,6.19,2.69,0.0,0.0,37.59,12.48,116034.0,5506378.32,0.0,10.75,36.56,12.47,0.62,77.55,0.3676,89.27
2008-04-22,200987.0,9546359.22,4.31,14.17,3.87,18.42,1.0,8387422.75,66378.0,176587.0,3152782.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,3506.0,0.0,0.0,0.0,0.0,0.0,0.0,1338.0,5.82,0.25,0.0,0.0,35.7,11.82,119540.0,5677838.77,0.0,10.79,35.02,12.7,0.622,77.65,0.3579,89.35
2008-04-23,178467.0,8243335.36,3.83,12.86,3.44,16.3,1.0,7925550.29,48858.0,171587.0,2256735.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,17520.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,4.2,0.48,0.0,0.0,26.28,8.71,137060.0,6330758.88,0.0,12.48,25.19,13.08,0.6587,79.99,0.318,86.89
2008-04-24,178467.0,8160797.65,3.83,14.02,3.44,16.2,1.0,7846194.46,48858.0,171587.0,2234139.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,26.28,8.71,137060.0,6267371.14,0.0,12.16,25.54,13.3,0.6564,79.81,0.3181,86.02
2008-04-25,178549.0,8380952.39,3.83,14.75,3.44,16.17,1.0,8058010.5,48858.0,171669.0,2293356.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,0.0,0.0,0.0,26.28,8.71,137060.0,6433490.72,0.0,11.99,25.83,13.44,0.6545,79.67,0.3184,88.3
2008-04-28,179011.0,8856552.07,3.84,15.22,3.45,16.23,1.0,8516164.73,48858.0,172131.0,2417244.87,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,462.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,4.23,0.0,0.0,0.0,31.85,8.72,104564.0,5173293.88,0.0,9.41,30.98,13.41,0.6516,79.49,0.3194,93.07
2008-04-29,179391.0,8868677.19,3.85,15.31,3.46,16.68,1.0,8528545.86,48858.0,172511.0,2415426.81,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,31.85,8.72,104564.0,5169402.93,0.0,9.97,30.2,12.98,0.6555,79.79,0.3201,93.0
2008-04-30,179391.0,8760917.99,3.85,15.67,3.46,16.69,1.0,8424919.44,48858.0,172511.0,2386078.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,31.63,8.71,105631.0,5158700.98,0.0,10.1,29.97,13.05,0.6543,79.71,0.3197,91.87
2008-05-01,179391.0,8760917.99,3.85,15.6,3.46,16.67,1.0,8424919.44,48858.0,172511.0,2386078.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,62.14,6.92,29767.0,1453730.93,0.0,2.73,61.18,13.1,0.6542,79.69,0.2541,0.0
2008-05-02,179500.0,8835897.87,3.85,15.61,3.46,16.71,1.0,8497229.47,48858.0,172620.0,2405037.87,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,6.95,6.95,653744.0,32180586.17,0.0,61.19,6.58,13.09,0.6529,79.61,0.2555,92.6
2008-05-05,181627.0,8878807.09,3.9,16.18,3.5,16.86,1.0,8542479.38,48858.0,174747.0,2388415.58,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,2127.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,62.14,6.97,29767.0,1455155.07,0.0,2.76,61.0,12.92,0.6475,79.28,0.259,91.96
2008-05-06,180527.0,8828872.4,3.87,16.81,3.48,16.71,1.0,8492398.4,47758.0,173647.0,2335657.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,4.2,0.1,0.0,0.0,61.41,6.84,30017.0,1468014.55,0.0,2.76,60.31,13.01,0.6553,79.76,0.2585,92.0
2008-05-07,176987.0,8787462.65,3.8,16.86,3.41,16.4,1.0,8445868.39,47758.0,170107.0,2371200.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3540.0,4.2,0.31,0.0,0.0,61.41,6.84,30017.0,1490353.9,0.0,2.76,60.35,13.25,0.6656,80.4,0.2534,93.4
2008-05-08,204487.0,10544176.95,4.39,20.2,3.94,18.77,1.0,8900315.18,50258.0,172607.0,2591505.79,0.0,0.0,2500.0,0.25,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.25,2500.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,7.2,7.2,647458.0,33385553.71,0.0,61.81,6.75,22.56,0.5502,70.51,0.2931,97.0
2008-05-09,166487.0,8256398.92,3.57,16.9,3.21,16.0,1.0,7320104.73,25258.0,147607.0,1252591.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,2.47,2.14,0.0,0.0,3.62,3.62,672278.0,33339512.13,0.0,64.83,3.67,7.4,0.7191,84.29,0.2387,93.29
2008-05-12,166269.0,7953912.05,3.57,17.51,3.2,15.69,1.0,7050737.92,25258.0,147389.0,1208282.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,2.4,0.24,0.0,0.0,3.64,3.64,669451.0,32024937.75,0.0,62.27,3.72,7.26,0.7221,84.49,0.2393,89.99
2008-05-13,163250.0,7635058.96,3.5,17.03,3.15,15.16,1.0,6752057.96,25258.0,144370.0,1181294.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3019.0,2.34,0.47,0.0,0.0,3.64,3.64,668643.0,31271845.22,0.0,60.28,3.73,7.25,0.7196,84.33,0.2353,87.98
2008-05-14,161949.0,7505340.21,3.48,17.48,3.12,14.93,1.0,6550749.58,25258.0,141351.0,1170552.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3019.0,2.3,0.28,0.0,0.0,3.65,3.65,666733.0,30898974.33,0.0,59.19,3.74,7.19,0.7272,84.81,0.234,87.18
2008-05-15,161046.0,7533692.03,3.46,17.72,3.1,14.78,1.0,6570122.68,24355.0,140448.0,1139320.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,903.0,0.0,0.0,0.0,0.0,0.0,0.0,903.0,2.2,0.09,0.0,0.0,3.54,3.54,664038.0,31063533.31,0.0,58.6,3.62,7.2,0.7368,85.4,0.2339,88.0
2008-05-16,161046.0,7520850.51,3.46,18.38,3.1,14.83,1.0,6558923.61,24355.0,140448.0,1137378.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,3.47,3.47,677353.0,31632394.79,0.0,60.02,3.55,7.24,0.7366,85.38,0.2295,87.85
2008-05-19,160663.0,7379124.92,3.45,18.02,3.1,14.79,1.0,6496595.12,22972.0,141448.0,1055085.85,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.32,1000.0,3683.0,0.0,0.0,0.09,0.0,0.0,2300.0,0.0,2.09,0.0,0.0,0.0,3.29,3.29,674492.0,30978885.77,0.0,59.56,3.39,7.19,0.7276,84.85,0.2304,86.4
2008-05-20,160663.0,7002482.08,3.45,19.07,3.1,14.68,1.0,6164998.08,22972.0,141448.0,1001232.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,3.31,3.31,670306.0,29215225.39,0.0,57.74,3.42,7.13,0.7292,84.95,0.2317,81.99
2008-05-21,160663.0,6631817.71,3.45,18.95,3.1,14.33,1.0,5838664.48,22972.0,141448.0,948233.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,3.36,3.36,661033.0,27285998.36,0.0,54.11,3.48,6.92,0.7333,85.22,0.2349,77.65
2008-05-22,160663.0,6811171.44,3.45,18.71,3.1,14.01,1.0,5996567.83,22972.0,141448.0,973878.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,3.36,3.36,660425.0,27998156.99,0.0,52.41,3.47,6.71,0.7361,85.39,0.2351,79.75
2008-05-23,161322.0,6952308.23,3.46,19.03,3.11,14.26,1.0,6124221.53,22972.0,142107.0,989997.8,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,659.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,3.37,3.37,659331.0,28414427.91,0.0,53.19,3.5,6.79,0.7353,85.35,0.2364,81.07
2008-05-26,160263.0,6843626.24,3.44,18.65,3.09,14.14,1.0,6096461.09,22972.0,142766.0,980961.18,0.0,0.0,0.0,0.0,0.0,659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.94,0.0,0.0,0.0,3.37,3.37,658543.0,28121413.9,0.0,53.41,3.51,6.94,0.7523,86.36,0.2352,80.33
2008-05-27,161700.0,6804419.07,3.47,20.02,3.12,14.27,1.0,6068136.32,22972.0,144203.0,966673.56,0.0,0.0,0.0,0.03,0.0,1000.0,0.0,0.0,437.0,0.0,0.0,0.0,0.03,0.0,0.08,0.0,0.0,1.93,0.0,0.0,0.0,3.36,3.36,660675.0,27801543.42,0.0,53.53,3.48,6.81,0.7424,85.79,0.2365,79.16
2008-05-28,161396.0,6863695.4,3.46,19.57,3.11,14.07,1.0,6093615.62,22972.0,143288.0,976931.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352.0,1.91,0.11,0.0,0.0,3.37,3.37,659331.0,28039400.92,0.0,53.1,3.47,6.81,0.7497,86.23,0.2365,80.0
2008-05-29,165640.0,7131351.92,3.55,20.33,3.19,14.48,1.0,6227232.2,26475.0,144640.0,1139836.65,0.0,3503.0,0.0,0.0,0.28,1352.0,0.0,0.0,0.0,0.0,0.0,3503.0,0.0,0.0,0.11,0.0,0.0,2.21,0.0,0.0,0.0,3.86,3.86,659782.0,28405805.56,0.0,53.68,3.95,6.68,0.7139,84.1,0.2414,80.99
2008-05-30,165640.0,7141037.67,3.55,21.05,3.19,14.57,1.0,6235689.98,26475.0,144640.0,1141384.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,3.86,3.86,659596.0,28436367.31,0.0,53.97,3.97,6.73,0.7127,84.03,0.2414,81.1
2008-06-02,129853.0,5725898.24,2.78,16.21,2.5,11.29,1.0,5343328.01,14151.0,121177.0,623991.64,0.0,0.0,179.0,0.03,0.0,0.0,0.0,1.01,358.0,12503.0,0.0,0.0,0.03,179.0,0.0,0.0,23821.0,1.24,2.3,0.0,0.0,2.06,2.06,673812.0,29711896.89,0.0,55.38,2.19,4.06,0.7782,88.01,0.1888,82.95
2008-06-03,137313.0,6022001.4,2.94,17.01,2.64,12.04,1.0,5314340.69,21611.0,121177.0,947772.4,0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,0.0,6957.0,0.0,1.87,0.0,0.0,0.0,3.16,3.16,662761.0,29066058.34,0.0,55.58,3.26,4.82,0.701,83.38,0.2006,82.5
2008-06-04,137356.0,5974235.77,2.95,16.86,2.65,12.01,1.0,5270537.64,21654.0,121177.0,941830.73,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,22.0,0.0,28.0,0.0,1.86,0.0,0.0,0.0,3.17,3.17,662174.0,28800952.26,0.0,55.12,3.27,4.82,0.701,83.38,0.2009,81.82
2008-06-05,137356.0,5987378.8,2.95,16.61,2.65,11.91,1.0,5587264.13,21654.0,128177.0,943902.71,0.0,0.0,25.0,0.0,0.0,7000.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.57,0.0,0.0,1.85,0.0,0.0,0.0,3.17,3.17,661127.0,28818673.99,0.0,54.6,3.28,4.81,0.7015,83.41,0.2012,82.0
2008-06-06,137356.0,5961092.75,2.95,16.7,2.65,11.85,1.0,5562734.68,21652.0,128177.0,939671.95,0.0,0.0,604.0,0.0,0.0,0.0,0.0,0.05,0.0,606.0,0.0,0.0,0.0,604.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,3.18,3.18,659974.0,28642114.1,0.0,54.43,3.29,4.81,0.7008,83.37,0.2015,81.64
2008-06-09,137175.0,5725725.29,2.94,16.78,2.64,11.92,1.0,5355196.67,21350.0,128298.0,891155.35,0.0,0.0,121.0,0.01,0.0,0.0,0.0,0.04,121.0,423.0,0.0,0.0,0.01,121.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,3.14,3.14,659669.0,27534780.22,0.0,54.16,3.22,4.7,0.7051,83.64,0.2014,78.52
2008-06-10,137095.0,5633474.82,2.94,16.78,2.64,11.68,1.0,5271990.61,21270.0,128298.0,874021.73,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.02,0.0,83.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,3.14,3.14,656754.0,26987177.68,0.0,52.41,3.23,4.7,0.707,83.75,0.2022,77.3
2008-06-11,137095.0,5655338.24,2.94,15.58,2.64,11.59,1.0,5292451.12,36270.0,128298.0,1496182.34,0.0,0.0,12240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12240.0,0.0,2760.0,0.0,2.9,0.0,0.0,0.0,5.35,5.35,641796.0,26474878.46,0.0,50.3,5.45,4.73,0.7082,83.82,0.2022,77.6
2008-06-12,152095.0,6306447.54,3.26,17.01,2.93,12.77,1.0,5941689.87,36270.0,143298.0,1503894.62,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,5.35,5.35,641908.0,26615990.86,0.0,50.57,5.42,13.54,0.6003,76.11,0.2243,78.0
2008-06-13,152121.0,6398095.2,3.26,17.03,2.93,12.83,1.0,6027553.21,36283.0,143311.0,1526035.78,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,5.34,5.34,643095.0,27048093.52,0.0,50.95,5.47,13.65,0.5981,75.94,0.2239,79.12
2008-06-16,145521.0,6265162.18,3.12,16.24,2.8,12.31,1.0,5885862.43,36283.0,136711.0,1562103.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6600.0,3.0,0.53,0.0,0.0,5.36,5.36,640947.0,27594896.27,0.0,51.54,5.51,14.27,0.593,75.48,0.2149,80.99
2008-06-17,147314.0,6382295.07,3.16,16.36,2.84,12.7,1.0,5718651.45,37927.0,131996.0,1643165.65,0.0,0.0,1644.0,0.1,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.1,1644.0,0.0,0.0,4734.0,3.17,0.38,0.0,0.0,5.6,5.6,638962.0,27682664.38,0.0,52.25,5.72,14.22,0.5708,73.92,0.2176,81.5
2008-06-18,147090.0,6103612.35,3.15,16.33,2.83,12.55,1.0,5674504.62,37814.0,136749.0,1569120.93,0.0,0.0,0.0,0.0,0.0,4753.0,0.0,0.01,0.0,113.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,3.15,0.0,0.0,0.0,5.58,5.58,639356.0,26530567.51,0.0,52.12,5.69,13.78,0.5857,75.03,0.2172,78.06
