DATE,VRAP FP Equity_DX_SI_QTY,VRAP FP Equity_DX_SHORT_INTEREST_VALUE,VRAP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VRAP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VRAP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VRAP FP Equity_DX_SI_MV,VRAP FP Equity_DX_DSS,VRAP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VRAP FP Equity_DX_SUPPLY_SI_QTY,VRAP FP Equity_DX_BROKER_SI_QTY,VRAP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VRAP FP Equity_DX_BROKER_SI_MV_NEW_x,VRAP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VRAP FP Equity_DX_SUPPLY_SI_QTY_INC_x,VRAP FP Equity_DX_BROKER_SI_MV_INC_x,VRAP FP Equity_DX_SUPPLY_SI_MV_NEW,VRAP FP Equity_DX_BROKER_SI_QTY_ADD,VRAP FP Equity_DX_BROKER_SI_QTY_NEW,VRAP FP Equity_DX_SUPPLY_SI_MV_DEC,VRAP FP Equity_DX_BROKER_SI_QTY_INC,VRAP FP Equity_DX_SUPPLY_SI_QTY_DEC,VRAP FP Equity_DX_BROKER_SI_MV_NEW_y,VRAP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VRAP FP Equity_DX_BROKER_SI_MV_INC_y,VRAP FP Equity_DX_SUPPLY_SI_QTY_INC_y,VRAP FP Equity_DX_BROKER_SI_MV_ADD,VRAP FP Equity_DX_SUPPLY_SI_QTY_ADD,VRAP FP Equity_DX_BROKER_SI_QTY_DEC,VRAP FP Equity_DX_SUPPLY_SI_MV,VRAP FP Equity_DX_BROKER_SI_MV_DEC,VRAP FP Equity_DX_SUPPLY_SI_MV_RMV,VRAP FP Equity_DX_BROKER_SI_MV_RMV,VRAP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VRAP FP Equity_DX_UTILIZATION_QUANTITY,VRAP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VRAP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VRAP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VRAP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VRAP FP Equity_DX_ACTIVE_UTILIZATION_MV,VRAP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VRAP FP Equity_DX_BROKER_SI_CON_RATIO,VRAP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VRAP FP Equity_DX_DEMAND_SUPPLY_RATIO,VRAP FP Equity_PX_LAST
2006-07-03,35685.0,964417.98,2.26,14.57,0.68,1.46,0.0,0.0,35685.0,0.0,964417.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,54.86,54.18,29362.0,793533.43,0.0,0.0,0.0,0.0,0.0,0.0,0.5418,41.33
2006-07-04,35458.0,950631.68,2.25,15.14,0.67,1.47,0.0,0.0,35458.0,0.0,950631.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,54.87,54.19,29163.0,781862.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5419,41.0
2006-07-05,35872.0,985187.91,2.27,15.94,0.68,1.48,0.0,0.0,35872.0,0.0,985187.91,0.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,54.84,54.17,29541.0,811313.45,0.0,0.0,0.0,0.0,0.0,0.0,0.5417,42.0
2006-07-06,35293.0,980825.38,2.24,16.09,0.67,1.47,0.0,0.0,35293.0,0.0,980825.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,54.63,53.95,29310.0,814552.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5395,42.5
2006-07-07,35037.0,971419.82,2.22,16.01,0.67,1.48,0.0,0.0,35037.0,0.0,971419.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,54.69,54.0,29029.0,804844.76,0.0,0.0,0.0,0.0,0.0,0.0,0.54,42.4
2006-07-10,34739.0,963157.61,2.2,17.76,0.66,1.48,0.0,0.0,34739.0,0.0,963157.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,54.7,54.01,28764.0,797497.49,0.0,0.0,0.0,0.0,0.0,0.0,0.5401,42.4
2006-07-11,35077.0,957619.79,2.22,18.04,0.67,1.48,0.0,0.0,35077.0,0.0,957619.79,0.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,54.85,54.16,28870.0,788165.56,0.0,0.0,0.0,0.0,0.0,0.0,0.5416,41.75
2006-07-12,35945.0,992193.28,2.28,18.22,0.68,1.51,0.0,0.0,35945.0,0.0,992193.28,0.0,0.0,868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,54.91,54.23,29522.0,814898.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5423,41.05
2006-07-13,36921.0,1029064.56,2.34,20.88,0.7,1.52,0.0,0.0,36921.0,0.0,1029064.56,0.0,0.0,977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,54.92,54.26,30305.0,844662.97,0.0,0.0,0.0,0.0,0.0,0.0,0.5426,41.45
2006-07-14,36441.0,1004659.22,2.31,21.89,0.69,1.52,0.0,0.0,36441.0,0.0,1004659.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,55.0,54.34,29811.0,821873.61,0.0,0.0,0.0,0.0,0.0,0.0,0.5434,41.0
2006-07-17,36610.0,1009318.46,2.32,22.19,0.7,1.51,0.0,0.0,36610.0,0.0,1009318.46,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,55.02,54.36,29925.0,825016.53,0.0,0.0,0.0,0.0,0.0,0.0,0.5436,41.0
2006-07-18,37106.0,1020497.82,2.35,22.95,0.7,1.52,0.0,0.0,37106.0,0.0,1020497.82,0.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,55.11,54.45,30225.0,831254.96,0.0,0.0,0.0,0.0,0.0,0.0,0.5445,40.9
2006-07-19,36352.0,999761.13,2.3,22.2,0.69,1.48,0.0,0.0,36352.0,0.0,999761.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,54.74,54.08,30053.0,826524.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5408,40.9
2006-07-20,36274.0,1036642.5,2.3,22.81,0.69,1.48,0.0,0.0,36274.0,0.0,1036642.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,54.38,53.72,30437.0,869832.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5372,42.5
2006-07-21,34869.0,1003524.3,2.21,24.22,0.66,1.48,0.0,0.0,34869.0,0.0,1003524.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,54.22,53.54,29442.0,847336.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5354,42.8
2006-07-24,34380.0,983671.45,2.18,26.18,0.65,1.48,0.0,0.0,34380.0,0.0,983671.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,54.27,53.58,28970.0,828881.97,0.0,0.0,0.0,0.0,0.0,0.0,0.5358,42.55
2006-07-25,34525.0,992463.26,2.19,25.72,0.66,1.47,0.0,0.0,34525.0,0.0,992463.26,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,54.21,53.53,29158.0,838182.29,0.0,0.0,0.0,0.0,0.0,0.0,0.5353,42.75
2006-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,34525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67119.0,1917683.1,0.0,2.85,0.0,0.0,0.0,0.0,0.0,42.49
2006-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67605.0,1928841.23,0.0,2.85,0.0,0.0,0.0,0.0,0.0,42.43
2006-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67262.0,1910461.62,0.0,2.85,0.0,0.0,0.0,0.0,0.0,42.24
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67443.0,1904265.01,0.0,2.85,0.0,0.0,0.0,0.0,0.0,41.99
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68153.0,1924311.98,0.0,2.85,0.0,0.0,0.0,0.0,0.0,41.99
2006-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68108.0,1902890.45,0.0,2.85,0.0,0.0,0.0,0.0,0.0,41.55
2006-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68739.0,1918209.06,0.0,2.86,0.0,0.0,0.0,0.0,0.0,41.5
2006-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69574.0,1941510.31,0.0,2.87,0.0,0.0,0.0,0.0,0.0,41.5
2006-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68958.0,1924320.41,0.0,2.87,0.0,0.0,0.0,0.0,0.0,41.5
2006-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69156.0,1929845.73,0.0,2.88,0.0,0.0,0.0,0.0,0.0,41.5
2006-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69220.0,1931631.7,0.0,2.87,0.0,0.0,0.0,0.0,0.0,41.5
2006-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15004.0,418696.94,0.0,0.63,0.0,0.0,0.0,0.0,0.0,41.5
2006-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15067.0,426533.86,0.0,0.63,0.0,0.0,0.0,0.0,0.0,42.1
2006-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15091.0,429242.8,0.0,0.64,0.0,0.0,0.0,0.0,0.0,42.3
2006-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15105.0,429641.01,0.0,0.64,0.0,0.0,0.0,0.0,0.0,42.3
2006-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16054.0,453395.47,0.0,0.67,0.0,0.0,0.0,0.0,0.0,42.0
2006-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15089.0,428678.6,0.0,0.64,0.0,0.0,0.0,0.0,0.0,42.25
2006-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15065.0,434581.33,0.0,0.65,0.0,0.0,0.0,0.0,0.0,42.9
