DATE,ADUX FP Equity_DX_SI_QTY,ADUX FP Equity_DX_SHORT_INTEREST_VALUE,ADUX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ADUX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ADUX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ADUX FP Equity_DX_SI_MV,ADUX FP Equity_DX_DSS,ADUX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ADUX FP Equity_DX_SUPPLY_SI_QTY,ADUX FP Equity_DX_BROKER_SI_QTY,ADUX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ADUX FP Equity_DX_BROKER_SI_MV_NEW_x,ADUX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ADUX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ADUX FP Equity_DX_BROKER_SI_MV_INC_x,ADUX FP Equity_DX_SUPPLY_SI_MV_NEW,ADUX FP Equity_DX_BROKER_SI_QTY_ADD,ADUX FP Equity_DX_BROKER_SI_QTY_NEW,ADUX FP Equity_DX_SUPPLY_SI_MV_DEC,ADUX FP Equity_DX_BROKER_SI_QTY_INC,ADUX FP Equity_DX_SUPPLY_SI_QTY_DEC,ADUX FP Equity_DX_BROKER_SI_MV_NEW_y,ADUX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ADUX FP Equity_DX_BROKER_SI_MV_INC_y,ADUX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ADUX FP Equity_DX_BROKER_SI_MV_ADD,ADUX FP Equity_DX_SUPPLY_SI_QTY_ADD,ADUX FP Equity_DX_BROKER_SI_QTY_DEC,ADUX FP Equity_DX_SUPPLY_SI_MV,ADUX FP Equity_DX_BROKER_SI_MV_DEC,ADUX FP Equity_DX_SUPPLY_SI_MV_RMV,ADUX FP Equity_DX_BROKER_SI_MV_RMV,ADUX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ADUX FP Equity_DX_UTILIZATION_QUANTITY,ADUX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ADUX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ADUX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ADUX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ADUX FP Equity_DX_ACTIVE_UTILIZATION_MV,ADUX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ADUX FP Equity_DX_BROKER_SI_CON_RATIO,ADUX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ADUX FP Equity_DX_DEMAND_SUPPLY_RATIO,ADUX FP Equity_PX_LAST
2010-05-24,169290.0,819363.6,0.44,1.21,0.38,0.84,0.0,396086.24,117737.0,81836.0,569847.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,44.81,10.13,145000.0,701800.0,0.0,0.7,45.17,23.03,0.204,25.71,0.1457,4.84
2010-05-25,194290.0,891791.1,0.51,1.4,0.44,0.94,0.0,490377.24,117737.0,106836.0,540412.83,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,46.4,10.21,136000.0,624240.0,0.0,0.62,47.31,22.19,0.2282,34.39,0.1685,4.59
2010-05-26,195290.0,913957.2,0.51,1.41,0.44,0.92,0.0,504672.48,118737.0,107836.0,555689.16,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,46.61,10.43,136000.0,636480.0,0.0,0.64,46.29,21.35,0.2296,34.89,0.1716,4.68
2010-05-27,195290.0,927627.5,0.51,1.45,0.44,0.93,0.0,512221.0,117931.0,107836.0,560172.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,46.44,10.38,136000.0,646000.0,0.0,0.65,46.18,21.59,0.2288,34.6,0.1718,4.75
2010-05-28,171090.0,812677.5,0.45,1.26,0.39,0.83,0.0,592021.0,76931.0,124636.0,365422.25,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.19,16800.0,41000.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,6.77,6.77,1059491.0,5032582.25,0.0,5.03,6.77,23.56,0.3184,47.25,0.1506,4.75
2010-05-31,253090.0,1212301.1,0.66,1.87,0.57,1.22,0.0,597006.44,158931.0,124636.0,761279.49,0.0,0.0,82000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82000.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,13.99,13.99,977491.0,4682181.89,0.0,4.65,13.96,23.55,0.3183,47.25,0.2227,4.79
2010-06-01,252090.0,1182302.1,0.66,1.88,0.57,1.22,0.0,579852.84,158931.0,123636.0,745386.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.76,0.0,0.0,0.0,13.99,13.99,977491.0,4584432.79,0.0,4.65,14.05,23.8,0.3191,47.34,0.2218,4.69
2010-06-02,257246.0,1180759.14,0.67,1.92,0.58,1.23,0.0,591155.28,157931.0,128792.0,724903.29,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,5156.0,1000.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,13.89,13.89,979359.0,4495257.81,0.0,4.56,13.96,22.81,0.3105,46.33,0.2262,4.59
2010-06-03,256007.0,1190432.55,0.67,2.05,0.58,1.2,0.0,593121.45,158737.0,127553.0,738127.05,0.0,0.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0,0.0,0.0,1239.0,0.73,0.01,0.0,0.0,13.95,13.95,979430.0,4554349.5,0.0,4.51,13.91,22.75,0.3181,47.22,0.2249,4.65
2010-06-04,178707.0,830987.55,0.47,1.43,0.4,0.84,0.0,233676.45,158737.0,50253.0,738127.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77300.0,0.74,0.37,0.0,0.0,13.95,13.95,979430.0,4554349.5,0.0,4.55,13.95,28.44,0.341,42.87,0.157,4.65
2010-06-07,256007.0,1146911.36,0.67,2.04,0.58,1.21,0.0,571437.44,158737.0,127553.0,711141.76,0.0,0.0,0.0,0.0,0.0,77300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.74,0.0,0.0,0.0,13.95,13.95,979430.0,4387846.4,0.0,4.5,14.07,22.87,0.316,46.86,0.2249,4.48
2010-06-08,253712.0,1073201.76,0.66,2.01,0.57,1.17,0.0,529841.34,157397.0,125258.0,665789.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,2295.0,0.7,0.02,0.0,0.0,13.83,13.83,980770.0,4148657.1,0.0,4.32,14.01,22.82,0.3272,48.54,0.2229,4.23
2010-06-09,254511.0,1132573.95,0.67,1.98,0.57,1.14,0.0,538703.65,186556.0,121057.0,830174.2,0.0,0.0,4159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4159.0,0.0,25000.0,4201.0,0.8,0.02,0.0,0.0,16.36,16.36,953969.0,4245162.05,0.0,4.09,16.27,21.96,0.3346,49.46,0.2232,4.45
2010-06-10,253670.0,1141515.0,0.66,2.09,0.57,1.17,0.0,563472.0,161556.0,125216.0,727002.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.11,4159.0,25000.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,14.55,14.55,948949.0,4270270.5,0.0,4.24,14.53,22.68,0.3271,48.55,0.2284,4.5
2010-06-11,253670.0,1136441.6,0.66,2.09,0.57,1.18,0.0,560967.68,161556.0,125216.0,723770.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,14.68,14.68,938949.0,4206491.52,0.0,4.22,14.69,22.75,0.3246,48.16,0.2305,4.48
2010-06-14,249727.0,1138755.12,0.65,2.04,0.56,1.16,0.0,553004.88,161556.0,121273.0,736695.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3943.0,0.73,0.02,0.0,0.0,14.68,14.68,938949.0,4281607.44,0.0,4.23,14.69,23.49,0.3359,49.48,0.2269,4.56
2010-06-15,249727.0,1126268.77,0.65,2.0,0.56,1.17,0.0,546941.23,161556.0,121273.0,728617.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,14.68,14.68,938949.0,4234659.99,0.0,4.27,14.65,23.27,0.3338,49.25,0.2269,4.51
2010-06-16,250949.0,1166912.85,0.66,2.2,0.57,1.17,0.0,569601.75,161556.0,122495.0,751235.4,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1222.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,14.68,14.68,938949.0,4366112.85,0.0,4.27,14.63,23.05,0.3311,48.96,0.228,4.65
2010-06-17,249727.0,1146246.93,0.65,2.17,0.56,1.19,0.0,556643.07,157613.0,121273.0,723443.67,0.0,0.0,1222.0,0.0,0.0,0.0,0.0,0.02,0.0,5165.0,0.0,0.0,0.0,1222.0,0.0,0.0,1222.0,0.73,0.0,0.0,0.0,14.32,14.32,942892.0,4327874.28,0.0,4.36,14.35,23.74,0.3305,48.64,0.2269,4.59
2010-06-18,249727.0,1141252.39,0.65,2.16,0.56,1.18,0.0,554217.61,157613.0,121273.0,720291.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,14.32,14.32,942892.0,4309016.44,0.0,4.32,14.37,23.76,0.3309,48.7,0.2269,4.57
2010-06-21,275568.0,1270368.48,0.72,2.55,0.62,1.29,0.0,539895.54,183454.0,117114.0,845722.94,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.02,0.0,4159.0,0.0,0.0,0.0,30000.0,0.0,3266.0,4159.0,0.84,0.02,0.02,0.0,16.67,16.67,917051.0,4227605.11,3266.0,4.2,16.65,24.08,0.3442,50.21,0.2504,4.61
2010-06-22,275568.0,1270368.48,0.72,2.76,0.62,1.3,0.0,539895.54,183454.0,117114.0,845722.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,16.64,16.64,918865.0,4235967.65,0.0,4.24,16.64,24.19,0.3429,50.0,0.25,4.61
2010-06-23,275568.0,1248323.04,0.72,2.8,0.62,1.3,0.0,530526.42,183454.0,117114.0,831046.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,16.61,16.61,920697.0,4170757.41,0.0,4.22,16.65,24.25,0.3439,50.13,0.2496,4.53
2010-06-24,305568.0,1362833.28,0.8,3.52,0.69,1.42,0.0,522328.44,213454.0,117114.0,952004.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.97,0.0,0.0,0.0,19.33,19.33,890697.0,3972508.62,0.0,4.02,19.37,24.03,0.3465,50.53,0.2767,4.46
2010-06-25,305568.0,1362833.28,0.92,3.59,0.69,1.4,0.0,522328.44,213454.0,117114.0,952004.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,19.33,19.33,890697.0,3972508.62,0.0,3.98,19.37,24.22,0.348,50.68,0.2767,4.46
2010-06-28,305568.0,1362833.28,0.92,3.66,0.69,1.4,0.0,522328.44,213454.0,117114.0,952004.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,19.19,19.19,898801.0,4008652.46,0.0,4.02,19.16,23.78,0.3481,50.81,0.2747,4.46
2010-06-29,307671.0,1332215.43,0.93,3.89,0.69,1.41,0.0,516209.61,213454.0,119217.0,924255.82,0.0,0.0,0.0,0.0,0.0,2103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.95,0.0,0.0,0.0,19.19,19.19,898801.0,3891808.33,0.0,3.99,19.2,23.45,0.341,50.09,0.2766,4.33
2010-06-30,307671.0,1338368.85,0.93,3.89,0.69,1.38,0.0,518593.95,213454.0,119217.0,928524.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,19.21,19.21,897519.0,3904207.65,0.0,3.91,19.14,23.18,0.3473,51.01,0.2769,4.35
2010-07-01,264702.0,1095866.28,0.8,3.44,0.6,1.15,0.0,107640.0,263702.0,26000.0,1091726.28,0.0,0.0,50248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50248.0,0.0,0.0,93217.0,1.14,0.45,0.0,0.0,23.78,23.78,845271.0,3499421.94,0.0,3.64,23.88,38.86,0.5067,59.62,0.2387,4.14
2010-07-02,314454.0,1289261.4,0.95,3.98,0.71,1.32,0.0,311600.0,263454.0,76000.0,1080161.4,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.04,0.0,248.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,1.1,0.0,0.0,0.0,24.58,24.58,808519.0,3314927.9,0.0,3.37,24.58,34.18,0.3516,43.34,0.2933,4.1
2010-07-05,314454.0,1282972.32,0.95,4.04,0.71,1.31,0.0,310080.0,263454.0,76000.0,1074892.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,25.16,25.16,783519.0,3196757.52,0.0,3.21,25.18,32.97,0.3524,44.17,0.3003,4.08
2010-07-06,314454.0,1308128.64,0.95,3.97,0.71,1.3,0.0,316160.0,263454.0,76000.0,1095968.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,25.59,25.59,766159.0,3187221.44,0.0,3.14,25.54,33.15,0.3522,44.04,0.3054,4.16
2010-07-07,294376.0,1236379.2,0.89,3.75,0.66,1.24,0.0,277036.2,253415.0,65961.0,1064343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,15039.0,0.0,0.0,0.0,0.0,0.0,5000.0,10039.0,1.06,0.04,0.0,0.0,25.21,25.21,751628.0,3156837.6,0.0,3.13,25.2,36.27,0.3393,38.62,0.2929,4.2
2010-07-08,294376.0,1248154.24,0.89,3.6,0.66,1.25,0.0,279674.64,233415.0,65961.0,989679.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,24.44,24.44,721596.0,3059567.04,0.0,3.04,24.42,36.4,0.3393,38.52,0.3082,4.24
2010-07-09,294376.0,1265816.8,0.89,3.39,0.66,1.26,0.0,283632.3,233415.0,65961.0,1003684.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,24.4,24.4,723311.0,3110237.3,0.0,3.08,24.35,36.27,0.339,38.53,0.3077,4.3
2010-07-12,337268.0,1450252.4,1.02,3.83,0.76,1.47,0.0,382067.9,248415.0,88853.0,1068184.5,0.0,0.0,20000.0,0.11,0.0,0.0,0.0,0.02,22892.0,5000.0,0.0,0.0,0.11,20000.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,25.95,25.95,708934.0,3048416.2,0.0,3.05,25.95,27.34,0.2684,33.22,0.3523,4.3
2010-07-13,370915.0,1669117.5,1.12,4.17,0.84,1.7,0.0,308700.0,302315.0,68600.0,1360417.5,0.0,0.0,53900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53900.0,0.0,0.0,20253.0,1.3,0.0,0.0,0.0,31.58,31.58,655034.0,2947653.0,0.0,2.84,31.39,27.48,0.2676,32.81,0.3874,4.5
2010-07-14,155623.0,704972.19,0.47,1.31,0.35,0.72,0.0,310758.0,87023.0,68600.0,394214.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,215292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,32.92,32.92,177326.0,803286.78,0.0,0.8,32.82,28.68,0.263,32.5,0.5887,4.53
2010-07-15,113136.0,502323.84,0.34,0.95,0.25,0.52,0.0,127157.16,84497.0,28639.0,375166.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1000.0,2526.0,0.0,0.0,0.0,0.0,0.0,0.0,40961.0,0.38,0.19,0.0,0.0,31.65,31.65,182510.0,810344.4,0.0,0.82,31.84,35.32,0.3487,40.95,0.4237,4.44
2010-07-16,153103.0,664467.02,0.46,1.27,0.34,0.7,0.0,302619.52,83375.0,69728.0,361847.5,0.0,0.0,0.0,0.0,0.0,41089.0,0.0,0.01,0.0,1122.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.37,0.0,0.0,0.0,26.89,26.89,226632.0,983582.88,0.0,0.99,27.23,26.33,0.2672,34.14,0.4939,4.34
2010-07-19,155603.0,684653.2,0.47,1.28,0.35,0.69,0.0,317803.2,83375.0,72228.0,366850.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,26.89,26.89,226632.0,997180.8,0.0,0.99,26.74,25.79,0.2666,33.63,0.5019,4.4
2010-07-20,171104.0,763123.84,0.52,1.41,0.39,0.77,0.0,391271.34,88569.0,87729.0,395017.74,0.0,0.0,0.0,0.07,0.0,307.0,0.0,0.0,15194.0,0.0,0.0,0.0,0.07,0.0,0.0,5194.0,0.0,0.39,0.0,0.0,0.0,28.57,28.57,221438.0,987613.48,0.0,0.98,28.41,29.9,0.2711,33.18,0.5519,4.46
2010-07-21,165910.0,547503.0,0.5,1.36,0.37,0.76,0.0,272365.5,88569.0,82535.0,292277.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5194.0,0.39,0.02,0.0,0.0,28.81,28.81,218835.0,722155.5,0.0,0.84,31.75,30.58,0.2675,31.14,0.5397,3.3
2010-07-22,175910.0,584021.2,0.53,0.81,0.4,0.59,0.0,307216.2,83375.0,92535.0,276805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,10000.0,5194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,27.12,27.12,224029.0,743776.28,0.0,0.74,27.08,28.81,0.2745,35.13,0.5722,3.32
2010-07-23,175910.0,569948.4,0.53,0.76,0.4,0.6,0.0,299813.4,83375.0,92535.0,270135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,25.86,25.86,239029.0,774453.96,0.0,0.78,26.26,28.84,0.2747,35.11,0.5456,3.24
2010-07-26,226428.0,729098.16,0.68,0.95,0.51,0.74,0.0,427406.7,93693.0,132735.0,301691.46,0.0,0.0,0.0,0.03,0.0,30200.0,0.0,0.01,10000.0,800.0,0.0,0.0,0.03,0.0,0.1,11118.0,0.0,0.3,0.0,0.0,0.0,28.45,28.45,235609.0,758660.98,0.0,0.76,28.56,22.14,0.226,32.17,0.6876,3.22
2010-07-27,224794.0,687869.64,0.68,0.94,0.51,0.73,0.0,406169.1,92059.0,132735.0,281700.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,27.96,27.96,237243.0,725963.58,0.0,0.74,28.44,22.44,0.2268,32.5,0.6826,3.06
2010-07-28,259794.0,802763.46,0.79,1.03,0.59,0.81,0.0,502851.15,97059.0,162735.0,299912.31,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5000.0,0.0,0.3,0.0,0.0,0.0,29.87,29.87,227829.0,703991.61,0.0,0.7,29.78,18.88,0.1835,27.28,0.7996,3.09
2010-07-29,236894.0,734371.4,0.72,0.91,0.53,0.75,0.0,433488.5,97059.0,139835.0,300882.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22900.0,0.3,0.07,0.0,0.0,29.87,29.87,227829.0,706269.9,0.0,0.7,29.9,21.0,0.2038,30.02,0.7292,3.1
2010-07-30,254794.0,807696.98,0.77,0.96,0.57,0.8,0.0,500019.95,97059.0,157735.0,307677.03,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,7100.0,0.3,0.03,0.0,0.0,29.87,29.87,227829.0,722217.93,0.0,0.72,29.58,19.5,0.2498,39.25,0.7843,3.17
2010-08-02,226342.0,715240.72,0.68,0.85,0.51,0.73,0.0,408534.28,97059.0,129283.0,306706.44,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1748.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,30200.0,0.31,0.09,0.0,0.0,29.87,29.87,227829.0,719939.64,0.0,0.72,29.94,22.1,0.3044,45.09,0.6967,3.16
2010-08-03,225342.0,723347.82,0.68,0.83,0.51,0.72,0.0,411788.43,97059.0,128283.0,311559.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.31,0.0,0.0,0.0,29.87,29.87,227829.0,731331.09,0.0,0.72,29.81,22.35,0.3029,44.76,0.6936,3.21
2010-08-04,227342.0,725220.98,0.69,0.84,0.51,0.74,0.0,409222.77,99059.0,128283.0,315998.21,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,30.49,30.49,225851.0,720464.69,0.0,0.72,30.55,22.31,0.301,44.33,0.6997,3.19
2010-08-05,223649.0,706730.84,0.68,0.83,0.5,0.73,0.0,393704.4,99059.0,124590.0,313026.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3693.0,0.32,0.01,0.0,0.0,30.49,30.49,225851.0,713689.16,0.0,0.72,30.64,22.63,0.2949,43.14,0.6883,3.16
2010-08-06,230649.0,728850.84,0.7,0.85,0.52,0.74,0.0,393704.4,106059.0,124590.0,335146.44,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,32.64,32.64,218829.0,691499.64,0.0,0.69,32.68,22.96,0.2896,41.68,0.7099,3.16
2010-08-09,235649.0,735224.88,0.71,0.86,0.53,0.76,0.0,404320.8,106059.0,129590.0,330904.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,32.64,32.64,218851.0,682815.12,0.0,0.69,32.77,22.25,0.2961,43.09,0.7253,3.12
2010-08-10,235649.0,732868.39,0.71,0.86,0.53,0.75,0.0,403024.9,106059.0,129590.0,329843.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,32.64,32.64,218851.0,680626.61,0.0,0.68,32.67,22.31,0.296,43.08,0.7253,3.11
2010-08-11,235649.0,723442.43,0.71,0.86,0.53,0.75,0.0,397841.3,106059.0,129590.0,325601.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,32.64,32.64,218829.0,671805.03,0.0,0.68,32.74,22.11,0.2962,43.12,0.7253,3.07
2010-08-12,236649.0,733611.9,0.72,0.86,0.53,0.74,0.0,404829.0,106059.0,130590.0,328782.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,32.64,32.64,218829.0,678369.9,0.0,0.67,32.64,22.18,0.2966,43.21,0.7284,3.1
2010-08-13,236649.0,747810.84,0.72,0.87,0.53,0.75,0.0,412664.4,106059.0,130590.0,335146.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,32.64,32.64,218851.0,691569.16,0.0,0.69,32.31,22.22,0.2973,43.33,0.7284,3.16
2010-08-16,236649.0,726512.43,0.72,0.85,0.53,0.76,0.0,400911.3,106059.0,130590.0,325601.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,100.0,32.64,0.0,0.0,0.0,0.0,100.0,22.22,0.2976,43.42,0.7284,3.07
2010-08-17,276649.0,857611.9,0.84,0.99,0.62,0.87,0.0,528829.0,106059.0,170590.0,328782.9,0.0,4266.0,0.0,0.12,0.01,0.0,0.0,0.0,40000.0,0.0,0.0,4266.0,0.12,0.0,0.0,0.0,0.0,0.33,0.0,0.01,0.0,100.0,32.64,0.0,0.0,4266.0,0.0,100.0,18.5,0.3564,53.02,0.8515,3.1
2010-08-18,315649.0,972198.92,0.95,1.13,0.71,1.0,0.0,599337.2,121059.0,194590.0,372861.72,0.0,0.0,15000.0,0.08,0.0,0.0,0.0,0.0,24000.0,0.0,0.0,0.0,0.08,15000.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,100.0,37.26,0.0,0.0,0.0,0.0,100.0,21.17,0.3693,54.21,0.9716,3.08
2010-08-19,325649.0,996485.94,0.98,1.18,0.73,1.02,0.0,595445.4,131059.0,194590.0,401040.54,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,100.0,40.34,0.0,0.0,0.0,0.0,100.0,23.77,0.3598,52.39,1.0023,3.06
