DATE,ACAN FP Equity_DX_SI_QTY,ACAN FP Equity_DX_SHORT_INTEREST_VALUE,ACAN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ACAN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ACAN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ACAN FP Equity_DX_SI_MV,ACAN FP Equity_DX_DSS,ACAN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ACAN FP Equity_DX_SUPPLY_SI_QTY,ACAN FP Equity_DX_BROKER_SI_QTY,ACAN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ACAN FP Equity_DX_BROKER_SI_MV_NEW_x,ACAN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ACAN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ACAN FP Equity_DX_BROKER_SI_MV_INC_x,ACAN FP Equity_DX_SUPPLY_SI_MV_NEW,ACAN FP Equity_DX_BROKER_SI_QTY_ADD,ACAN FP Equity_DX_BROKER_SI_QTY_NEW,ACAN FP Equity_DX_SUPPLY_SI_MV_DEC,ACAN FP Equity_DX_BROKER_SI_QTY_INC,ACAN FP Equity_DX_SUPPLY_SI_QTY_DEC,ACAN FP Equity_DX_BROKER_SI_MV_NEW_y,ACAN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ACAN FP Equity_DX_BROKER_SI_MV_INC_y,ACAN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ACAN FP Equity_DX_BROKER_SI_MV_ADD,ACAN FP Equity_DX_SUPPLY_SI_QTY_ADD,ACAN FP Equity_DX_BROKER_SI_QTY_DEC,ACAN FP Equity_DX_SUPPLY_SI_MV,ACAN FP Equity_DX_BROKER_SI_MV_DEC,ACAN FP Equity_DX_SUPPLY_SI_MV_RMV,ACAN FP Equity_DX_BROKER_SI_MV_RMV,ACAN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ACAN FP Equity_DX_UTILIZATION_QUANTITY,ACAN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ACAN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ACAN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ACAN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ACAN FP Equity_DX_ACTIVE_UTILIZATION_MV,ACAN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ACAN FP Equity_DX_BROKER_SI_CON_RATIO,ACAN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ACAN FP Equity_DX_DEMAND_SUPPLY_RATIO,ACAN FP Equity_PX_LAST
2006-07-17,1436342.0,190986.74,6.05,25.17,1.8,6.12,1.0,177181.79,103822.0,1332520.0,13804.95,0.0,0.0,670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,13.13,13.13,686950.0,91341.99,0.0,2.93,13.13,1.5,0.9666,98.3,1.8164,3.82
2006-07-18,1420727.0,187921.4,5.99,25.28,1.78,6.05,1.0,174454.99,101809.0,1318918.0,13466.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,13601.0,0.43,0.06,0.0,0.0,12.88,12.88,688359.0,91050.13,0.0,2.93,12.88,1.51,0.9663,98.29,1.798,3.8
2006-07-19,1455381.0,194531.49,6.13,25.67,1.82,6.04,1.0,179849.61,109841.0,1345539.0,14681.75,0.0,6731.0,1302.0,0.0,0.03,0.0,0.0,0.0,26621.0,0.0,0.0,6731.0,0.0,1302.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,13.56,13.38,699922.0,93554.11,0.0,0.0,1759.41,1.51,0.9574,97.83,1.7729,3.84
2006-07-20,1427810.0,191840.25,6.02,24.41,1.79,6.08,1.0,178123.32,102091.0,1325719.0,13716.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,19820.0,0.43,0.0,0.03,0.0,12.99,12.99,683793.0,91874.28,6731.0,2.91,12.99,1.51,0.9665,98.3,1.8168,3.86
2006-07-21,1434701.0,192266.72,6.05,24.36,1.8,6.11,1.0,178573.27,102181.0,1332520.0,13693.45,0.0,0.0,91.0,0.03,0.0,0.0,0.0,0.0,6801.0,0.0,0.0,0.0,0.03,91.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,12.99,12.99,684220.0,91693.49,0.0,2.91,12.99,1.5,0.9666,98.31,1.8244,3.85
2006-07-24,1432199.0,191931.43,6.04,24.39,1.8,6.1,1.0,178117.5,103080.0,1329119.0,13813.93,0.0,0.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,0.0,0.0,3400.0,0.44,0.01,0.0,0.0,13.11,13.11,683134.0,91547.95,0.0,2.91,13.11,1.5,0.9665,98.3,1.8216,3.85
2006-07-25,1432031.0,191410.45,6.04,26.62,1.8,6.1,1.0,177654.86,102912.0,1329119.0,13755.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,13.11,13.11,682032.0,91162.87,0.0,2.91,13.11,1.5,0.9665,98.3,1.8244,3.84
2006-07-26,1477353.0,194382.91,6.23,27.52,1.85,6.1,1.0,179773.46,111035.0,1366318.0,14609.44,0.0,6731.0,1392.0,0.0,0.03,0.0,0.0,0.0,37199.0,0.0,0.0,6731.0,0.0,1392.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,13.64,13.45,703077.0,92507.45,0.0,0.0,1807.35,1.5,0.9579,97.86,1.7902,3.78
2006-07-27,1406200.0,185020.94,5.93,26.08,1.76,5.99,1.0,171747.25,100883.0,1305317.0,13273.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3421.0,0.0,0.0,0.0,0.0,0.0,0.0,61001.0,0.43,0.09,0.03,0.0,12.91,12.91,680342.0,89516.08,6731.0,2.9,12.91,1.53,0.966,98.27,1.8,3.78
2006-07-28,1405517.0,190801.91,5.92,26.03,1.76,5.99,1.0,177199.54,100199.0,1305317.0,13602.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,12.75,12.75,685959.0,93120.39,0.0,2.92,12.75,1.53,0.966,98.27,1.7878,3.9
2006-07-31,1448230.0,208260.74,6.12,26.65,1.82,6.17,1.0,193577.1,102109.0,1346121.0,14683.65,0.0,0.0,1910.0,0.17,0.0,0.0,0.0,0.0,40804.0,0.0,0.0,0.0,0.17,1910.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,12.92,12.92,687958.0,98930.86,0.0,0.0,0.0,1.48,0.9669,98.32,1.833,3.84
2006-08-01,1427111.0,205223.75,6.03,26.86,1.79,6.08,1.0,190643.22,101392.0,1325719.0,14580.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.0,0.0,0.0,0.0,0.0,0.0,0.0,20402.0,0.43,0.09,0.0,0.0,12.88,12.88,685682.0,98603.57,0.0,0.0,0.0,1.51,0.9665,98.3,1.8132,3.84
2006-08-02,1699663.0,245054.23,7.18,32.37,2.13,7.07,1.0,195732.77,342087.0,1357576.0,49321.46,0.0,6731.0,2723.0,0.0,0.03,0.0,0.0,0.0,31857.0,0.0,0.0,6731.0,0.0,2723.0,0.0,231241.0,0.0,1.42,0.0,0.0,0.0,42.02,41.45,472106.0,68067.36,0.0,0.0,5471.68,14.86,0.7227,83.69,2.0593,3.85
2006-08-03,1657449.0,235864.41,7.0,30.83,2.08,7.06,1.0,189141.19,328330.0,1329119.0,46723.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7027.0,0.0,0.0,0.0,0.0,0.0,0.0,28456.0,1.4,0.0,0.03,0.0,41.65,41.65,459958.0,65454.64,6731.0,0.0,0.0,14.55,0.7269,84.0,2.1026,3.8
2006-08-04,1641016.0,231682.28,6.93,30.39,2.06,6.99,1.0,185247.73,328899.0,1312118.0,46434.69,0.0,0.0,1174.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,0.0,0.0,1174.0,0.0,0.0,17002.0,1.4,0.07,0.0,0.0,41.81,41.81,457699.0,64618.96,0.0,0.0,0.0,14.77,0.7236,83.76,2.0862,3.77
2006-08-07,1628721.0,231776.26,6.88,30.5,2.04,6.94,1.0,185270.19,326805.0,1301917.0,46506.21,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.01,0.0,2566.0,0.0,0.0,0.0,472.0,0.0,0.0,10201.0,1.39,0.04,0.0,0.0,41.51,41.51,460560.0,65540.31,0.0,0.0,0.0,14.92,0.7242,83.77,2.0686,3.8
2006-08-08,1639341.0,228376.23,6.93,30.69,2.06,6.98,1.0,182790.86,327223.0,1312118.0,45585.36,0.0,0.0,418.0,0.04,0.0,0.0,0.0,0.0,10201.0,0.0,0.0,0.0,0.04,418.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,41.65,41.65,458333.0,63850.27,0.0,0.0,0.0,14.84,0.7255,83.87,2.0869,3.72
2006-08-09,1662589.0,229124.42,7.03,31.47,2.09,6.84,1.0,183193.8,333285.0,1329304.0,45930.61,0.0,6731.0,2658.0,0.0,0.02,0.0,0.0,0.05,17186.0,3327.0,0.0,6731.0,0.0,2658.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,40.47,39.93,490190.0,67553.98,0.0,0.0,5516.25,14.81,0.7254,83.86,1.992,3.68
2006-08-10,1586572.0,219836.68,6.7,30.81,1.99,6.76,1.0,176154.28,315257.0,1271314.0,43682.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11296.0,0.0,0.0,0.0,0.0,0.0,0.0,57990.0,1.34,0.06,0.02,0.0,40.02,40.02,472468.0,65465.54,6731.0,0.0,0.0,14.61,0.7279,84.05,2.0141,3.7
2006-08-11,1592944.0,220719.59,6.74,31.26,2.0,6.79,1.0,177096.63,314829.0,1278115.0,43622.96,0.0,0.0,844.0,0.03,0.0,0.0,0.0,0.01,6801.0,1272.0,0.0,0.0,0.03,844.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,50.8,38.57,304940.0,42252.73,0.0,0.0,0.0,14.59,0.7283,84.07,1.9516,3.7
2006-08-14,1592418.0,220646.71,6.74,32.76,2.0,6.78,1.0,177096.63,314303.0,1278115.0,43550.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,50.74,38.52,305140.0,42280.44,0.0,0.0,0.0,14.58,0.7284,84.08,1.9517,3.7
2006-08-15,1591410.0,222890.9,6.74,32.42,2.0,6.78,1.0,179011.19,313295.0,1278115.0,43879.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,50.66,38.44,305187.0,42744.11,0.0,0.0,0.0,14.55,0.7288,84.11,1.9528,3.74
2006-08-16,1512460.0,207302.07,6.4,35.03,1.9,6.01,1.0,191663.75,128155.0,1398364.0,17565.29,0.0,6731.0,22034.0,0.06,0.02,15000.0,0.0,0.91,105250.0,213906.0,0.0,6731.0,0.06,22034.0,0.06,0.0,0.0,0.51,0.0,0.0,0.0,14.44,14.44,759581.0,104110.33,0.0,2.95,14.66,1.52,0.9368,96.77,1.7037,3.66
2006-08-17,1456144.0,197947.31,6.16,33.45,1.83,5.86,1.0,183763.39,117992.0,1351804.0,16039.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,3431.0,0.0,0.0,0.0,0.0,0.0,0.0,46560.0,0.48,0.12,0.02,0.0,13.8,13.8,736801.0,100160.27,6731.0,2.89,14.12,1.56,0.944,97.14,1.7035,3.63
2006-08-18,1445546.0,200296.01,6.12,31.74,1.81,5.82,1.0,185946.51,117098.0,1341985.0,16225.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,9819.0,0.47,0.04,0.0,0.0,13.73,13.73,735727.0,101942.92,0.0,2.9,13.99,1.57,0.9436,97.12,1.695,3.7
2006-08-21,1471015.0,203274.13,6.23,33.55,1.85,5.92,1.0,188806.99,118407.0,1366322.0,16362.23,0.0,0.0,1308.0,0.1,0.0,0.0,0.0,0.0,24337.0,0.0,0.0,0.0,0.1,1308.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,13.82,13.82,738445.0,102042.99,0.0,2.91,14.09,1.54,0.9446,97.17,1.7168,3.69
2006-08-22,1466528.0,202654.09,6.21,33.54,1.84,5.91,1.0,188050.56,119501.0,1360848.0,16513.4,0.0,0.0,1094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,0.0,0.0,5473.0,0.48,0.01,0.0,0.0,13.94,13.94,737555.0,101920.0,0.0,2.91,14.22,1.55,0.9444,97.16,1.7111,3.69
2006-08-23,1550734.0,212548.01,6.56,34.47,1.95,5.94,1.0,195922.29,135758.0,1429434.0,18607.38,0.0,6731.0,9527.0,0.0,0.02,0.0,0.0,0.0,68586.0,0.0,0.0,6731.0,0.0,9527.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,14.52,14.52,799243.0,109546.52,0.0,2.36,17.91,1.54,0.9377,96.82,1.6585,3.66
2006-08-24,1521700.0,207998.67,6.44,32.87,1.91,5.87,1.0,192539.22,127341.0,1408600.0,17406.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.0,0.0,0.0,0.0,0.0,0.0,0.0,20834.0,0.49,0.04,0.02,0.0,13.93,13.93,786732.0,107537.1,6731.0,2.31,17.4,1.56,0.9457,97.23,1.6647,3.65
2006-08-25,1516884.0,206772.32,6.42,32.66,1.9,5.86,1.0,191413.02,126871.0,1404208.0,17294.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,4393.0,0.48,0.01,0.0,0.0,13.81,13.81,792078.0,107971.21,0.0,2.33,17.23,1.57,0.9456,97.22,1.6507,3.64
2006-08-28,1513920.0,203533.56,6.41,32.02,1.9,5.84,1.0,188469.53,126161.0,1401871.0,16961.26,0.0,0.0,0.0,0.0,0.0,670.0,0.0,0.0,0.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,3006.0,0.48,0.01,0.0,0.0,13.74,13.74,792336.0,106522.78,0.0,2.32,17.19,1.57,0.9446,97.17,1.6483,3.59
2006-08-29,1494174.0,197521.57,6.21,29.3,1.86,5.76,1.0,182907.34,124457.0,1383623.0,16452.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1704.0,0.0,0.0,0.0,0.0,0.0,0.0,18248.0,0.47,0.07,0.0,0.0,13.64,13.64,788193.0,104194.77,0.0,2.29,17.17,1.59,0.9438,97.13,1.6372,3.53
2006-08-30,1486317.0,194813.09,6.18,28.33,1.85,5.7,1.0,179542.4,130315.0,1369810.0,17080.52,0.0,6731.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,873.0,0.0,6731.0,0.0,0.0,0.0,0.0,13813.0,0.5,0.09,0.0,0.0,13.82,13.82,812761.0,106529.42,0.0,2.87,14.74,1.61,0.9342,96.63,1.576,3.5
2006-08-31,1445993.0,184112.71,6.01,25.36,1.8,5.63,1.0,170434.44,120943.0,1338566.0,15399.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2641.0,0.0,0.0,0.0,0.0,0.0,0.0,31244.0,0.47,0.04,0.02,0.0,13.11,13.11,801268.0,102022.36,6731.0,2.82,14.28,1.63,0.942,97.04,1.568,3.4
2006-09-01,1406393.0,172750.45,5.85,23.47,1.76,5.47,1.0,159963.73,117184.0,1302294.0,14393.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,3759.0,0.0,0.0,0.0,0.0,0.0,0.0,36273.0,0.45,0.14,0.0,0.0,12.78,12.78,799609.0,98217.79,0.0,2.78,14.03,1.68,0.9404,96.95,1.534,3.28
2006-09-04,1360017.0,167053.98,5.65,21.3,1.7,5.28,1.0,154680.72,113357.0,1259284.0,13923.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,3827.0,0.0,0.0,0.0,0.0,0.0,0.0,43010.0,0.44,0.17,0.0,0.0,12.45,12.45,797010.0,97898.55,0.0,2.77,13.68,1.74,0.9384,96.85,1.4939,3.28
2006-09-05,1362513.0,161747.87,5.66,19.96,1.7,5.28,1.0,149695.78,114255.0,1260990.0,13563.54,0.0,0.0,898.0,0.0,0.0,0.0,0.0,0.0,1706.0,0.0,0.0,0.0,0.0,898.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,12.53,12.53,797877.0,94718.29,0.0,2.74,13.86,1.74,0.9385,96.86,1.4938,3.17
2006-09-06,1376152.0,164397.7,4.4,17.82,1.72,5.09,1.0,152464.65,112751.0,1276262.0,13469.45,0.0,1770.0,0.0,0.0,0.01,0.0,0.0,0.03,15273.0,3275.0,0.0,1770.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,12.07,12.07,821283.0,98112.01,0.0,2.67,13.45,1.8,0.9367,96.76,1.4733,3.19
2006-09-07,1395574.0,165150.01,4.46,17.87,1.74,5.2,1.0,151021.59,132310.0,1276184.0,15657.36,0.0,0.0,21329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21329.0,0.0,0.0,78.0,0.49,0.0,0.01,0.0,14.44,14.44,783834.0,92757.67,1770.0,2.53,16.22,1.76,0.9097,95.34,1.5233,3.16
2006-09-08,1469043.0,176044.77,4.7,18.99,1.83,5.15,1.0,163544.88,139931.0,1364735.0,16768.82,0.0,0.0,7621.0,0.0,0.0,24484.0,0.0,0.0,64067.0,0.0,0.0,0.0,0.0,7621.0,0.08,0.0,0.0,0.49,0.0,0.0,0.0,15.11,15.11,785863.0,94174.97,0.0,2.53,16.24,1.77,0.909,95.3,1.5868,3.2
2006-09-11,1481183.0,173062.1,4.74,18.94,1.85,5.22,1.0,160829.84,140544.0,1376491.0,16421.23,0.0,0.0,613.0,0.06,0.0,0.0,0.0,0.0,11756.0,0.0,0.0,0.0,0.06,613.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,15.15,15.15,787020.0,91955.78,0.0,2.52,16.38,1.75,0.9097,95.34,1.5969,3.12
2006-09-12,1455799.0,171186.58,4.66,18.7,1.82,5.09,1.0,159045.0,144702.0,1352545.0,17015.43,0.0,0.0,4158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4158.0,0.0,0.0,23946.0,0.5,0.12,0.0,0.0,15.66,15.66,779256.0,91632.27,0.0,2.51,16.77,1.8,0.9082,95.26,1.5756,3.14
2006-09-13,1494247.0,172350.19,4.78,18.66,1.86,5.15,1.0,159888.01,150178.0,1386202.0,17321.91,0.0,1770.0,3706.0,0.05,0.01,0.0,0.0,0.0,33657.0,0.0,0.0,1770.0,0.05,3706.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,11.84,11.84,1118005.0,128953.49,0.0,3.5,12.85,2.05,0.8989,94.77,1.1783,3.08
2006-09-14,1471137.0,162522.61,5.38,18.42,1.84,5.05,1.0,150962.59,146118.0,1366497.0,16142.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,2290.0,0.0,0.0,0.0,0.0,0.0,0.0,19706.0,0.5,0.09,0.01,0.0,11.71,11.71,1101219.0,121656.23,1770.0,3.38,12.9,2.05,0.8999,94.82,1.1794,2.95
2006-09-15,1434962.0,159600.96,5.25,16.7,1.79,4.85,1.0,148191.69,143057.0,1332382.0,15911.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,3061.0,0.0,0.0,0.0,0.0,0.0,0.0,34115.0,0.48,0.19,0.0,0.0,11.52,11.52,1099141.0,122249.9,0.0,3.39,12.46,2.04,0.8974,94.68,1.1552,2.97
2006-09-18,1441653.0,161964.8,5.27,16.09,1.8,4.87,1.0,150460.62,142985.0,1339254.0,16063.88,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,6872.0,72.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,11.5,11.5,1100249.0,123609.23,0.0,3.4,12.44,2.04,0.8979,94.71,1.1596,3.0
2006-09-19,1449434.0,163381.77,5.3,7.94,1.81,4.92,1.0,151720.55,144331.0,1345982.0,16269.15,0.0,0.0,1346.0,0.04,0.0,0.0,0.0,0.0,6728.0,0.0,0.0,0.0,0.04,1346.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,11.6,11.6,1099916.0,123983.72,0.0,3.41,12.54,2.05,0.8984,94.74,1.1649,3.01
