DATE,SU FP Equity_DX_SI_QTY,SU FP Equity_DX_SHORT_INTEREST_VALUE,SU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SU FP Equity_DX_SI_MV,SU FP Equity_DX_DSS,SU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SU FP Equity_DX_SUPPLY_SI_QTY,SU FP Equity_DX_BROKER_SI_QTY,SU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SU FP Equity_DX_BROKER_SI_MV_NEW_x,SU FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SU FP Equity_DX_SUPPLY_SI_QTY_INC_x,SU FP Equity_DX_BROKER_SI_MV_INC_x,SU FP Equity_DX_SUPPLY_SI_MV_NEW,SU FP Equity_DX_BROKER_SI_QTY_ADD,SU FP Equity_DX_BROKER_SI_QTY_NEW,SU FP Equity_DX_SUPPLY_SI_MV_DEC,SU FP Equity_DX_BROKER_SI_QTY_INC,SU FP Equity_DX_SUPPLY_SI_QTY_DEC,SU FP Equity_DX_BROKER_SI_MV_NEW_y,SU FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SU FP Equity_DX_BROKER_SI_MV_INC_y,SU FP Equity_DX_SUPPLY_SI_QTY_INC_y,SU FP Equity_DX_BROKER_SI_MV_ADD,SU FP Equity_DX_SUPPLY_SI_QTY_ADD,SU FP Equity_DX_BROKER_SI_QTY_DEC,SU FP Equity_DX_SUPPLY_SI_MV,SU FP Equity_DX_BROKER_SI_MV_DEC,SU FP Equity_DX_SUPPLY_SI_MV_RMV,SU FP Equity_DX_BROKER_SI_MV_RMV,SU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SU FP Equity_DX_UTILIZATION_QUANTITY,SU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SU FP Equity_DX_ACTIVE_UTILIZATION_MV,SU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SU FP Equity_DX_BROKER_SI_CON_RATIO,SU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SU FP Equity_DX_DEMAND_SUPPLY_RATIO,SU FP Equity_PX_LAST
2008-10-29,15024101.0,515949576.4,6.23,6.52,6.07,719.07,2.0,408153241.8,7550870.0,11885145.0,259307906.54,0.0,0.0,22864.0,4.12,0.0,0.0,0.0,8.91,100000.0,255368.0,0.0,0.0,4.12,22864.0,0.0,19300.0,95000.0,335.82,4.28,0.0,0.0,24.92,24.92,22755622.0,781461302.19,0.0,1001.69,25.11,8.7,0.1295,30.02,0.4957,46.575
2008-10-30,16334177.0,564673074.85,6.78,7.0,6.6,817.07,2.0,450068844.71,7946332.0,13019045.0,274704977.43,0.0,0.0,95212.0,73.87,0.0,0.0,0.0,0.78,1136700.0,24732.0,0.0,0.0,73.87,95212.0,0.0,324982.0,2800.0,383.41,0.0,0.0,0.0,26.27,26.27,22305694.0,771108628.1,0.0,1046.32,26.82,8.76,0.1208,28.29,0.5399,46.885
2008-10-31,16449217.0,566406218.33,6.83,7.07,6.65,830.72,2.0,458208183.9,7630528.0,13306997.0,262746762.25,0.0,6494.0,83194.0,22.88,0.31,0.0,0.0,20.95,460700.0,456964.0,0.0,6494.0,22.88,83194.0,0.0,179472.0,172748.0,372.87,8.82,5.96,0.0,25.6,25.6,22173212.0,763504132.58,128000.0,1044.86,26.3,7.88,0.1241,29.01,0.5519,46.7
2008-11-03,16726370.0,587049272.75,6.94,7.42,6.76,838.68,2.0,455484494.33,8322862.0,12977790.0,292109410.72,0.0,128000.0,375745.0,0.0,5.98,0.0,0.0,2.23,0.0,47992.0,0.0,128000.0,0.0,375745.0,0.0,239602.0,329207.0,402.47,19.14,0.14,0.0,26.78,26.78,22760262.0,798822174.48,3021.0,1077.64,27.19,7.78,0.1191,28.2,0.5381,47.6
2008-11-04,16685404.0,618213799.34,6.92,7.46,6.74,853.72,2.0,486066565.05,7345946.0,13118790.0,272175920.13,0.0,0.0,0.0,14.59,0.0,0.0,0.0,46.72,141000.0,1009509.0,0.0,0.0,14.59,0.0,0.0,32593.0,0.0,361.21,0.0,0.0,0.0,23.83,23.83,23483794.0,870102127.09,0.0,1127.82,24.26,7.68,0.1194,27.99,0.5412,50.25
2008-11-05,17681684.0,668229685.38,7.34,7.83,7.15,935.38,2.0,529932088.17,7948338.0,14022262.0,300385155.68,0.0,0.0,70274.0,57.66,0.0,0.0,0.0,11.53,983472.0,266623.0,0.0,0.0,57.66,70274.0,0.0,798741.0,80000.0,411.76,1.07,0.0,0.0,25.99,25.99,22637278.0,855512470.18,0.0,1152.23,26.33,7.45,0.1242,29.14,0.5781,51.255
2008-11-06,17497524.0,598632761.12,7.26,7.74,7.07,920.35,2.0,472732398.55,7991917.0,13817564.0,273422876.31,0.0,0.0,62591.0,2.43,0.0,0.0,0.0,4.52,97500.0,89501.0,0.0,0.0,2.43,62591.0,0.0,70489.0,302198.0,407.54,21.0,0.0,0.0,26.07,26.07,22669524.0,775579433.14,0.0,1112.35,26.81,7.59,0.1255,29.36,0.5707,46.4
2008-11-07,17536978.0,606318601.12,7.28,7.78,7.09,885.47,2.0,478684935.39,7886432.0,13845340.0,272663307.1,0.0,11973.0,13656.0,0.0,0.56,0.0,0.0,0.13,34776.0,2886.0,0.0,11973.0,0.0,13656.0,0.0,7000.0,7000.0,381.59,0.0,6.98,0.0,25.79,25.79,22688736.0,784434049.74,135228.0,1066.8,26.35,7.34,0.1276,29.82,0.5736,46.89
2008-11-10,16964558.0,626180150.03,7.04,7.54,6.86,868.14,2.0,488046266.73,7742841.0,13222216.0,285796620.17,0.0,0.0,52321.0,0.0,0.0,0.0,0.0,9.9,0.0,224025.0,0.0,0.0,0.0,52321.0,0.0,112168.0,623124.0,386.58,27.2,3.9,0.0,25.43,25.43,22706840.0,838133977.79,84055.0,1111.05,25.81,7.54,0.1292,30.31,0.5571,50.06
2008-11-11,15371901.0,535997538.17,6.38,6.85,6.21,796.23,2.0,405809934.16,7517619.0,11638244.0,262129275.81,0.0,0.0,97245.0,3.66,0.0,125000.0,0.0,19.11,29900.0,418500.0,0.0,0.0,3.66,97245.0,6.02,96033.0,1738872.0,383.85,95.65,0.0,0.0,24.73,24.73,22886524.0,798022347.49,0.0,1119.86,25.53,8.65,0.1055,24.79,0.5056,47.29
2008-11-12,15078179.0,505855170.66,6.26,6.81,6.09,765.84,2.0,384506122.64,7281938.0,11461091.0,244300454.96,0.0,0.0,1045.0,4.96,0.0,0.0,0.0,12.12,40811.0,236726.0,0.0,0.0,4.96,1045.0,0.0,0.0,217964.0,360.12,14.53,0.0,0.0,23.96,23.96,23106054.0,775180934.61,0.0,1080.26,25.0,8.73,0.1041,24.1,0.4962,45.5
2008-11-13,14322552.0,496345590.28,5.94,6.47,5.79,699.61,2.0,368570186.16,7657931.0,10635464.0,265384289.23,0.0,127416.0,157992.0,7.9,5.66,0.0,0.0,1.06,175000.0,22735.0,0.0,127416.0,7.9,157992.0,0.0,113320.0,1000627.0,360.42,53.87,0.0,0.0,24.86,24.86,23145312.0,802096829.31,0.0,1072.18,25.16,9.19,0.0957,21.65,0.465,47.0
2008-11-14,13733589.0,486061458.62,5.7,6.2,5.55,690.75,2.0,360111889.15,7382502.0,10174904.0,261282734.64,0.0,25000.0,161007.0,2.85,1.18,0.0,0.0,14.14,27000.0,334489.0,0.0,25000.0,2.85,161007.0,0.0,469.0,487560.0,362.45,20.17,5.66,0.0,23.98,23.98,23405896.0,828385351.43,127416.0,1115.86,24.52,9.55,0.0955,21.47,0.4461,48.0
2008-11-17,13361580.0,459447295.62,5.54,6.04,5.4,681.57,2.0,338085817.73,7341999.0,9832163.0,252459782.83,0.0,0.0,1124.0,3.15,0.0,0.0,0.0,1.77,30701.0,42715.0,0.0,0.0,3.15,1124.0,0.0,1088.0,373442.0,362.94,14.22,0.0,0.0,23.69,23.69,23649344.0,813199273.15,0.0,1122.44,24.43,9.82,0.0974,21.81,0.4311,46.635
2008-11-18,13310798.0,447444925.58,5.52,6.13,5.38,665.85,2.0,330376584.51,7815746.0,9828195.0,262727740.84,0.0,0.0,161319.0,3.36,0.0,0.0,0.0,16.69,96032.0,346437.0,0.0,0.0,3.36,161319.0,0.0,683865.0,100000.0,376.17,6.01,1.21,0.0,25.23,25.23,23156196.0,778399792.1,25000.0,1073.41,25.95,9.74,0.0995,22.56,0.4298,45.59
2008-11-19,14106011.0,457014703.62,5.85,6.61,5.7,691.63,2.0,328348252.81,7699807.0,10134650.0,249462800.93,0.0,0.0,118789.0,23.24,0.0,0.0,0.0,18.72,554877.0,388996.0,0.0,0.0,23.24,118789.0,0.0,154268.0,248422.0,363.21,12.25,0.0,0.0,24.76,24.76,23391904.0,757864436.21,0.0,1054.27,25.62,9.98,0.1022,23.29,0.4537,43.94
2008-11-20,13924503.0,438762309.24,5.78,6.69,5.63,652.61,2.0,306530982.89,8157374.0,9728027.0,257039569.28,0.0,56000.0,368510.0,0.01,2.46,0.0,0.0,1.51,20448.0,32987.0,0.0,56000.0,0.01,368510.0,0.0,66044.0,427071.0,371.76,33.86,0.0,0.0,26.18,26.18,22995858.0,724601499.89,0.0,1005.76,26.99,10.38,0.107,24.59,0.447,42.735
2008-11-21,13814565.0,424602866.91,5.73,6.69,5.58,645.58,2.0,301273964.53,8004729.0,9802027.0,246032421.74,0.0,0.0,39582.0,1.9,0.0,165000.0,0.0,11.23,50000.0,250113.0,0.0,0.0,1.9,39582.0,19.16,57886.0,141000.0,353.74,7.47,0.0,0.0,25.65,25.65,23200900.0,713100170.36,0.0,986.83,26.39,10.18,0.1027,23.67,0.4427,41.685
2008-11-24,13275824.0,441521722.72,5.51,6.68,5.37,605.27,2.0,316596390.59,7888924.0,9519527.0,262366487.75,0.0,0.0,123053.0,1.08,0.0,0.0,0.0,12.92,110500.0,320598.0,0.0,0.0,1.08,123053.0,0.0,81740.0,393000.0,349.86,29.27,0.0,0.0,25.22,25.22,23396120.0,778098233.86,0.0,1025.35,25.44,10.36,0.1123,25.17,0.4244,45.105
2008-11-25,13937762.0,482445533.28,5.78,6.99,5.63,661.37,2.0,342989774.94,8287763.0,9908911.0,286874911.5,0.0,25000.0,113251.0,22.74,1.11,0.0,0.0,2.06,389384.0,58555.0,0.0,25000.0,22.74,113251.0,0.0,319143.0,0.0,390.84,0.0,0.0,0.0,26.39,26.39,23119608.0,800268480.03,0.0,1072.31,26.71,10.6,0.1111,24.62,0.4438,46.945
2008-11-26,13792127.0,480404468.84,5.72,7.11,5.57,674.72,2.0,347202793.28,8046021.0,9967986.0,280257312.36,0.0,0.0,98275.0,8.82,0.0,25300.0,0.0,18.65,109724.0,420762.0,0.0,0.0,8.82,98275.0,1.25,80745.0,75949.0,393.31,3.14,0.0,0.0,25.81,25.81,23123624.0,805437211.05,0.0,1096.38,26.4,11.65,0.1118,24.47,0.4425,47.24
2008-11-27,14027804.0,520780922.11,5.82,7.37,5.67,694.5,2.0,377696295.04,8404029.0,10173663.0,311998796.97,0.0,0.0,383460.0,12.05,0.0,0.0,0.0,2.71,205677.0,58500.0,0.0,0.0,12.05,383460.0,0.0,33048.0,0.0,418.26,0.0,0.0,0.0,26.97,26.97,22752084.0,844669007.74,0.0,1120.48,27.18,11.83,0.1138,25.0,0.4502,50.35
2008-11-28,13686707.0,498833352.07,5.68,7.46,5.53,701.53,2.0,357194886.55,8474874.0,9800511.0,308879981.56,0.0,0.0,127758.0,6.43,0.0,0.0,0.0,3.24,111400.0,65438.0,0.0,0.0,6.43,127758.0,0.0,15019.0,484552.0,439.37,11.62,0.31,0.0,27.07,27.07,22835650.0,832280828.12,6494.0,1140.61,27.81,12.76,0.1107,24.0,0.4371,49.43
2008-12-01,14096459.0,478480322.56,5.85,7.9,5.7,712.87,2.0,350831523.1,8526012.0,10335811.0,289400974.52,0.0,132864.0,4670.0,29.15,6.6,0.0,0.0,7.21,537300.0,144632.0,0.0,132864.0,29.15,4670.0,0.0,58236.0,2000.0,428.28,0.18,0.0,0.0,27.02,27.02,23033714.0,781840241.2,0.0,1104.39,27.94,15.95,0.1183,24.24,0.4467,46.035
2008-12-02,14454885.0,494803149.65,6.0,8.15,5.84,706.07,2.0,367560127.14,8923445.0,10737683.0,305457199.54,0.0,6494.0,216930.0,11.08,0.3,0.0,0.0,1.46,401872.0,31893.0,0.0,6494.0,11.08,216930.0,0.0,205902.0,0.0,424.49,0.0,0.0,0.0,27.8,27.8,23176608.0,793355231.58,0.0,1078.1,28.25,16.05,0.1183,24.46,0.4503,46.425
2008-12-03,14440036.0,507444110.24,5.99,8.15,5.84,703.33,2.0,382580418.49,8930604.0,10886864.0,313834563.9,3.85,0.0,176594.0,7.0,0.0,0.0,83000.0,7.72,283621.0,170368.0,3.85,0.0,7.0,176594.0,0.0,933.0,217440.0,430.42,9.97,0.0,0.0,27.42,27.42,23644376.0,830898159.92,0.0,1120.23,27.76,17.17,0.119,23.9,0.4433,47.66
2008-12-04,15578957.0,545514690.37,6.46,8.95,6.3,764.78,2.0,385293337.59,8573983.0,11003312.0,300227652.05,0.0,0.0,11539.0,25.74,0.0,0.0,0.0,17.53,518548.0,397502.0,0.0,0.0,25.74,11539.0,0.0,29342.0,402100.0,419.73,18.56,0.0,0.0,26.8,26.8,23418180.0,820013895.13,0.0,1119.55,27.27,15.88,0.124,25.39,0.487,47.49
2008-12-05,15316667.0,508830536.35,6.36,8.9,6.19,749.86,2.0,356095636.12,8695919.0,10719086.0,288884594.07,0.0,0.0,137062.0,0.3,0.0,0.0,0.0,1.87,937.0,37919.0,0.0,0.0,0.3,137062.0,0.0,22793.0,285163.0,420.04,13.41,0.0,0.0,27.14,27.14,23340944.0,775402707.02,0.0,1083.05,27.95,16.45,0.1203,24.05,0.4781,45.055
2008-12-08,15584313.0,598215591.58,6.47,9.31,6.3,759.44,2.0,419445884.33,8608172.0,10927124.0,330431165.33,0.0,0.0,392.0,9.05,0.0,0.0,0.0,9.37,268000.0,197663.0,0.0,0.0,9.05,392.0,0.0,109524.0,59962.0,418.1,4.24,0.0,0.0,26.95,26.95,23337122.0,895813003.95,0.0,1155.6,26.57,17.82,0.1206,23.47,0.4878,52.06
2008-12-09,13844378.0,546177391.68,5.74,8.26,5.6,717.94,2.0,409450838.37,8314578.0,10378665.0,328020119.43,0.0,0.0,184342.0,5.81,0.0,640000.0,0.0,16.3,65000.0,488594.0,0.0,0.0,5.81,184342.0,33.32,10658.0,1253459.0,449.3,56.82,0.0,0.0,25.94,25.94,23743346.0,936703605.47,0.0,1259.58,26.29,17.87,0.1121,21.51,0.4319,53.505
2008-12-10,13416175.0,536752908.16,5.57,8.05,5.42,720.13,2.0,400657814.87,8250571.0,10014469.0,330087970.55,0.0,0.0,8119.0,1.9,0.0,0.0,0.0,4.85,24899.0,107747.0,0.0,0.0,1.9,8119.0,0.0,35621.0,389095.0,453.51,3.0,0.0,0.0,25.84,25.84,23678520.0,947327719.79,0.0,1278.2,26.19,18.31,0.1107,20.61,0.4202,54.26
2008-12-11,13486628.0,534002839.63,5.6,8.41,5.45,725.39,2.0,396055929.61,8315914.0,10002679.0,329268493.96,0.0,0.0,43469.0,0.0,0.0,0.0,0.0,3.82,0.0,73513.0,0.0,0.0,0.0,43469.0,0.0,95387.0,11790.0,454.81,0.51,0.0,0.0,25.92,25.92,23768184.0,941100900.0,0.0,1281.66,26.19,18.42,0.1103,20.4,0.4204,53.7
2008-12-12,13196433.0,518815090.93,5.48,8.43,5.33,712.58,2.0,391928940.93,8226794.0,9968993.0,323434740.07,0.0,22146.0,159224.0,0.07,1.18,155000.0,0.0,20.65,2200.0,383909.0,0.0,22146.0,0.07,159224.0,8.29,135565.0,190886.0,450.68,9.18,1.17,0.0,26.48,26.48,22840474.0,897968609.78,22146.0,1222.71,26.93,19.12,0.1137,20.93,0.4248,53.32
2008-12-15,13314432.0,513882407.72,5.52,8.63,5.38,711.11,2.0,388255126.71,8169281.0,10059493.0,315300704.5,0.0,0.0,51843.0,6.4,0.0,0.0,0.0,8.39,120000.0,148877.0,0.0,0.0,6.4,51843.0,0.0,39521.0,29500.0,440.08,3.31,0.0,0.0,25.32,25.32,24088756.0,929727076.01,0.0,1272.43,25.7,18.85,0.1126,20.75,0.4127,52.345
2008-12-16,12710521.0,499008663.95,5.27,8.23,5.14,670.82,2.0,370354938.2,8155856.0,9433512.0,320194806.01,0.0,0.0,69365.0,0.0,0.0,0.0,0.0,5.4,0.0,96790.0,0.0,0.0,0.0,69365.0,0.0,14000.0,625981.0,434.48,35.77,0.0,0.0,25.58,25.58,23726494.0,931490225.39,0.0,1255.21,25.71,18.91,0.1155,20.92,0.3987,53.245
2008-12-17,12780179.0,516396627.47,5.3,8.53,5.17,679.51,2.0,383959960.69,8179056.0,9502535.0,330483394.19,0.0,0.0,83137.0,1.59,0.0,177730.0,0.0,12.3,17500.0,244546.0,0.0,0.0,1.59,83137.0,9.38,184609.0,126207.0,443.85,8.94,0.0,0.0,25.25,25.25,24212068.0,978314173.8,0.0,1310.43,25.3,18.25,0.1131,20.93,0.3946,54.8
2008-12-18,12799395.0,515191202.64,5.31,8.59,5.17,704.08,2.0,379334294.8,7979012.0,9424170.0,321164929.14,0.0,0.0,145381.0,2.65,0.0,0.0,0.0,18.14,46000.0,353926.0,0.0,0.0,2.65,145381.0,0.0,8501.0,124365.0,453.22,5.85,0.0,0.0,24.64,24.64,24402298.0,982222148.3,0.0,1344.15,25.22,18.4,0.1126,20.43,0.3953,54.59
2008-12-19,12952578.0,518348624.68,5.37,8.66,5.24,716.46,2.0,382635186.93,7686300.0,9561349.0,307597687.03,0.0,0.0,4337.0,10.25,0.0,0.0,0.0,34.75,174032.0,615868.0,0.0,0.0,10.25,4337.0,0.0,318819.0,36853.0,434.84,0.0,0.0,0.0,23.71,23.71,24737272.0,989959753.15,0.0,1357.81,24.26,18.5,0.1153,21.23,0.3995,54.275
2008-12-22,13115217.0,494734183.29,5.44,8.55,5.3,713.1,2.0,365298320.8,8162946.0,9683921.0,307923873.66,0.0,0.0,48674.0,8.49,0.0,0.0,0.0,6.6,196676.0,108987.0,0.0,0.0,8.49,48674.0,0.0,536959.0,74104.0,447.72,4.04,0.0,0.0,24.72,24.72,24863184.0,937892756.96,0.0,1314.03,25.41,18.24,0.1145,21.31,0.3971,51.16
2008-12-23,13412047.0,504793991.58,5.57,8.79,5.42,710.44,2.0,373955927.37,8195530.0,9935765.0,308458082.64,0.0,0.0,33490.0,13.97,0.0,0.0,0.0,1.25,314550.0,17325.0,0.0,0.0,13.97,33490.0,0.0,16419.0,62706.0,431.25,4.05,0.0,0.0,24.66,24.66,25040930.0,942474404.37,0.0,1287.62,25.09,17.52,0.1153,22.22,0.4035,51.045
2008-12-24,13424303.0,494911622.12,5.57,8.9,5.43,708.0,2.0,366029280.83,8339559.0,9928415.0,307453181.92,0.0,0.0,199145.0,5.66,0.0,0.0,0.0,3.98,105000.0,76324.0,0.0,0.0,5.66,199145.0,0.0,21208.0,112350.0,434.25,5.88,0.0,0.0,25.03,25.03,24976056.0,920788244.21,0.0,1276.23,25.39,17.44,0.1132,21.6,0.4029,50.0
2008-12-25,13433156.0,495238004.25,5.57,9.14,5.43,703.97,2.0,366029280.83,8323682.0,9928415.0,306867847.12,0.0,0.0,8853.0,0.0,0.0,0.0,0.0,1.33,0.0,24730.0,0.0,0.0,0.0,8853.0,0.0,0.0,0.0,429.17,0.0,0.0,0.0,24.95,24.95,25038672.0,923096698.23,0.0,1268.09,25.29,17.38,0.1133,21.67,0.4026,0.0
2008-12-26,13457082.0,496120080.25,5.58,9.16,5.44,697.08,2.0,364578460.1,8386961.0,9889062.0,309200743.84,0.0,0.0,65002.0,0.0,0.0,0.0,0.0,0.09,70177.0,1755.0,0.0,0.0,0.0,65002.0,0.0,32.0,109530.0,431.89,5.94,0.0,0.0,25.1,25.1,25033608.0,922910004.55,0.0,1263.41,25.48,17.0,0.113,21.88,0.4027,0.0
2008-12-29,13026707.0,498983401.32,5.41,8.87,5.27,681.01,2.0,369738737.34,8232680.0,9652582.0,315349893.75,0.0,0.0,41204.0,2.74,0.0,65000.0,0.0,9.68,35533.0,205068.0,0.0,0.0,2.74,41204.0,3.27,9583.0,337013.0,431.1,16.7,0.0,0.0,24.9,24.9,24824018.0,950875223.95,0.0,1277.86,25.23,17.45,0.1107,20.38,0.3941,51.95
2008-12-30,12545866.0,493330686.36,5.21,8.68,5.07,665.89,2.0,365255662.66,8213818.0,9288797.0,322985154.75,0.0,0.0,102286.0,0.0,0.0,0.0,0.0,7.74,0.0,162148.0,0.0,0.0,0.0,102286.0,0.0,41000.0,363785.0,442.24,17.14,0.0,0.0,24.52,24.52,25283076.0,994185434.17,0.0,1340.23,24.81,16.83,0.1085,20.22,0.3745,53.33
2008-12-31,12561704.0,490896942.76,5.21,8.91,5.08,675.87,2.0,362995501.98,8229656.0,9288797.0,321605490.02,0.0,0.0,27942.0,0.0,0.0,0.0,0.0,0.64,0.0,12104.0,0.0,0.0,0.0,27942.0,0.0,0.0,0.0,450.44,0.0,0.0,0.0,24.58,24.58,25257616.0,987038579.79,0.0,1360.87,24.87,16.89,0.1079,20.07,0.3751,53.0
2009-01-01,12571266.0,491270614.72,5.22,9.15,5.08,679.86,2.0,366084137.95,8160182.0,9367833.0,318890526.01,0.0,0.0,19724.0,10.33,0.0,0.0,0.0,4.8,81036.0,89198.0,0.0,0.0,10.33,19724.0,0.0,0.0,0.0,443.57,0.0,0.0,0.11,24.62,24.62,24979446.0,976168016.17,0.0,1332.36,24.98,18.37,0.1111,19.9,0.3793,0.0
2009-01-02,12536327.0,514446718.21,5.2,9.12,5.07,683.76,2.0,382658312.5,8164504.0,9324833.0,335042495.99,0.11,0.0,15747.0,0.24,0.0,0.0,2000.0,0.58,5000.0,11453.0,0.11,0.0,0.24,15747.0,0.0,28.0,50000.0,454.15,2.88,0.0,0.0,25.63,25.63,23686198.0,971998164.05,0.0,1300.7,25.88,18.51,0.1099,19.39,0.3936,55.655
2009-01-05,12359786.0,506199631.45,5.13,9.16,5.0,692.12,1.0,375352133.08,8096888.0,9164906.0,331611058.76,0.0,0.0,10294.0,0.0,0.0,0.0,0.0,4.02,0.0,77910.0,0.0,0.0,0.0,10294.0,0.0,0.0,159927.0,465.06,3.61,0.0,0.0,25.82,25.82,23262266.0,952714753.8,0.0,1293.8,26.44,18.64,0.1099,18.98,0.3941,55.545
2009-01-06,12238846.0,518437497.17,5.08,9.2,4.95,693.16,1.0,383271062.95,8092906.0,9047948.0,342815485.34,0.0,0.0,27032.0,0.07,0.0,0.0,0.0,1.77,1400.0,31158.0,0.0,0.0,0.07,27032.0,0.0,144.0,118358.0,466.32,0.15,0.0,0.0,25.88,25.88,23181772.0,981979825.2,0.0,1319.57,26.11,18.19,0.1098,19.41,0.3913,57.45
2009-01-07,12448435.0,514924456.64,5.17,9.53,5.03,706.64,2.0,382190066.76,8206697.0,9239546.0,339466687.46,0.0,0.0,18396.0,2.38,0.0,125000.0,0.0,1.86,110998.0,40405.0,0.0,0.0,2.38,18396.0,7.24,135800.0,44400.0,476.7,1.22,0.0,0.0,26.18,26.18,23139580.0,957159326.33,0.0,1313.75,26.62,17.66,0.1047,18.53,0.3971,56.1
2009-01-08,11794882.0,490238638.41,4.89,9.16,4.77,667.36,1.0,364043300.27,8292160.0,8758689.0,344652640.68,0.0,0.0,355564.0,5.99,0.0,0.0,0.0,15.34,67139.0,270179.0,0.0,0.0,5.99,355564.0,0.0,78.0,547996.0,476.86,30.55,0.0,0.0,26.56,26.56,22925394.0,952863618.27,0.0,1296.07,26.9,16.58,0.107,20.06,0.3778,56.37
2009-01-09,12332831.0,497502648.67,5.12,9.79,4.98,703.36,1.0,367235968.97,8326210.0,9103588.0,335876777.06,0.0,0.0,143398.0,19.85,0.0,0.0,0.0,13.0,344899.0,217869.0,0.0,0.0,19.85,143398.0,0.0,108521.0,0.0,481.88,0.0,0.0,0.0,26.37,26.37,23247118.0,937781664.15,0.0,1292.9,27.15,16.22,0.1059,20.57,0.3906,54.71
2009-01-12,12412581.0,498523198.77,5.15,10.18,5.02,694.87,2.0,372978947.88,8436711.0,9286692.0,338841386.4,0.0,0.0,62922.0,9.31,0.0,5915.0,0.0,0.0,177189.0,0.0,0.0,0.0,9.31,62922.0,0.34,47579.0,0.0,475.53,0.0,0.0,0.0,26.7,26.7,23155940.0,930005877.05,0.0,1267.21,27.29,17.2,0.1106,21.06,0.3929,54.47
2009-01-13,12634895.0,487701650.48,5.24,10.45,5.11,698.5,2.0,362500088.79,8613980.0,9391296.0,332496017.04,0.0,0.0,235627.0,5.76,0.0,0.0,0.0,2.9,104604.0,47581.0,0.0,0.0,5.76,235627.0,0.0,34664.0,0.0,481.24,0.0,2.5,0.0,27.3,27.3,22942058.0,885553821.54,45441.0,1219.88,28.29,17.77,0.1089,20.22,0.4004,52.35
2009-01-14,12335209.0,441117363.53,5.12,10.14,4.99,665.38,1.0,325388259.26,8120509.0,9099012.0,290396175.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.65,0.0,513471.0,0.0,0.0,0.0,0.0,0.0,20000.0,292284.0,435.17,18.31,0.0,0.0,25.82,25.82,23324356.0,834098427.08,0.0,1175.54,27.02,16.91,0.1094,20.78,0.3923,48.5
2009-01-15,12179449.0,424681025.48,5.05,9.74,4.92,626.31,1.0,310330172.55,8172168.0,8899975.0,284952520.16,0.0,0.0,46572.0,8.36,0.0,57000.0,0.0,3.63,224808.0,52567.0,0.0,0.0,8.36,46572.0,2.9,57654.0,480845.0,414.68,32.32,0.0,0.0,26.36,26.36,22832802.0,796149133.52,0.0,1101.13,27.36,16.86,0.1025,18.68,0.3928,47.29
2009-01-16,13375601.0,459830794.31,5.55,10.5,5.41,664.98,2.0,287597194.61,8883574.0,8365654.0,305402418.09,0.0,0.0,562695.0,0.0,0.0,0.0,0.0,5.45,0.0,112147.0,0.0,0.0,0.0,562695.0,0.0,260858.0,534321.0,438.08,34.23,0.0,0.0,28.58,28.58,22197466.0,763111760.17,0.0,1048.22,29.47,14.54,0.097,17.41,0.4303,46.625
2009-01-19,13335878.0,467069088.26,5.53,10.19,5.39,661.58,2.0,295855600.54,8764982.0,8447346.0,306980324.16,0.0,0.0,11988.0,2.53,0.0,0.0,0.0,6.16,84479.0,130580.0,0.0,0.0,2.53,11988.0,0.0,0.0,2787.0,435.39,1.43,0.0,0.0,28.04,28.04,22497394.0,787937419.93,0.0,1069.68,28.93,14.25,0.0966,17.36,0.4266,47.5
2009-01-20,13400583.0,453575498.87,5.56,10.17,5.42,666.66,2.0,289008644.85,8776868.0,8538566.0,297074558.74,0.0,0.0,1180.0,8.72,0.0,0.0,0.0,2.29,165020.0,40715.0,0.0,0.0,8.72,1180.0,0.0,51421.0,73800.0,436.44,4.08,0.0,0.0,28.14,28.14,22411162.0,758560577.88,0.0,1053.02,29.3,13.57,0.0983,18.43,0.4297,45.905
2009-01-21,14460069.0,475735799.25,6.0,10.97,5.84,696.68,2.0,307128960.43,9065036.0,9335236.0,298239389.23,0.0,0.0,336196.0,38.88,0.0,0.0,0.0,36.65,872670.0,601073.0,0.0,0.0,38.88,336196.0,0.0,553045.0,76000.0,423.9,6.76,0.0,0.0,29.17,29.17,22007940.0,724060509.38,0.0,998.99,29.79,12.6,0.1031,21.15,0.4654,44.62
