DATE,LSS FP Equity_DX_SI_QTY,LSS FP Equity_DX_SHORT_INTEREST_VALUE,LSS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LSS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LSS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LSS FP Equity_DX_SI_MV,LSS FP Equity_DX_DSS,LSS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LSS FP Equity_DX_SUPPLY_SI_QTY,LSS FP Equity_DX_BROKER_SI_QTY,LSS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LSS FP Equity_DX_BROKER_SI_MV_NEW_x,LSS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LSS FP Equity_DX_SUPPLY_SI_QTY_INC_x,LSS FP Equity_DX_BROKER_SI_MV_INC_x,LSS FP Equity_DX_SUPPLY_SI_MV_NEW,LSS FP Equity_DX_BROKER_SI_QTY_ADD,LSS FP Equity_DX_BROKER_SI_QTY_NEW,LSS FP Equity_DX_SUPPLY_SI_MV_DEC,LSS FP Equity_DX_BROKER_SI_QTY_INC,LSS FP Equity_DX_SUPPLY_SI_QTY_DEC,LSS FP Equity_DX_BROKER_SI_MV_NEW_y,LSS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LSS FP Equity_DX_BROKER_SI_MV_INC_y,LSS FP Equity_DX_SUPPLY_SI_QTY_INC_y,LSS FP Equity_DX_BROKER_SI_MV_ADD,LSS FP Equity_DX_SUPPLY_SI_QTY_ADD,LSS FP Equity_DX_BROKER_SI_QTY_DEC,LSS FP Equity_DX_SUPPLY_SI_MV,LSS FP Equity_DX_BROKER_SI_MV_DEC,LSS FP Equity_DX_SUPPLY_SI_MV_RMV,LSS FP Equity_DX_BROKER_SI_MV_RMV,LSS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LSS FP Equity_DX_UTILIZATION_QUANTITY,LSS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LSS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LSS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LSS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LSS FP Equity_DX_ACTIVE_UTILIZATION_MV,LSS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LSS FP Equity_DX_BROKER_SI_CON_RATIO,LSS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LSS FP Equity_DX_DEMAND_SUPPLY_RATIO,LSS FP Equity_PX_LAST
2006-07-03,61228.0,246368.57,0.27,2.12,0.17,0.31,0.0,246368.57,0.0,61228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,136828.0,550567.04,0.0,0.0,0.0,16.02,0.731,83.98,0.1344,5.11
2006-07-04,60934.0,239907.61,0.27,2.23,0.17,0.3,0.0,239907.61,0.0,60934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.01,0.0,0.0,0.0,0.0,140006.0,551227.63,0.0,0.0,0.0,16.09,0.7299,83.91,0.1077,5.0
2006-07-05,61564.0,238025.04,0.28,2.26,0.17,0.3,0.0,238025.04,0.0,61564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154071.0,595685.08,0.0,0.0,0.0,15.93,0.7322,84.07,0.1062,4.91
2006-07-06,63421.0,233718.59,0.28,2.31,0.18,0.3,0.0,233718.59,0.0,63421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162452.0,598666.89,0.0,0.0,0.0,15.46,0.7386,84.54,0.1078,4.68
2006-07-07,9806.0,36445.86,0.04,0.28,0.03,0.05,0.0,36445.86,0.0,9806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53615.0,0.0,0.25,0.0,0.0,0.0,0.0,161729.0,601096.54,0.0,0.0,0.0,0.0,1.0,100.0,0.0167,4.72
2006-07-10,9806.0,35055.98,0.04,0.27,0.03,0.04,0.0,35055.98,0.0,9806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167433.0,598564.89,0.0,0.0,0.0,0.0,1.0,100.0,0.0165,4.54
2006-07-11,9806.0,34438.25,0.04,0.27,0.03,0.04,0.0,34438.25,0.0,9806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171117.0,600955.54,0.0,0.0,0.0,0.0,1.0,100.0,0.0164,4.46
2006-07-12,9806.0,34129.39,0.04,0.26,0.03,0.04,0.0,34129.39,0.0,9806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156261.0,543860.1,0.0,0.0,0.0,0.0,1.0,100.0,0.0168,4.42
2006-07-13,9806.0,34129.39,0.04,0.26,0.03,0.04,0.0,34129.39,0.0,9806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157371.0,547723.41,0.0,0.0,0.0,0.0,1.0,100.0,0.0168,4.42
2006-07-14,9806.0,34515.47,0.04,0.26,0.03,0.04,0.0,34515.47,0.0,9806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155517.0,547393.6,0.0,0.0,0.0,0.0,1.0,100.0,0.0169,4.47
2006-07-17,9806.0,34361.03,0.04,0.26,0.03,0.04,0.0,34361.03,0.0,9806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156048.0,546805.08,0.0,0.0,0.0,0.0,1.0,100.0,0.0169,4.45
2006-07-18,9806.0,33974.96,0.04,0.25,0.03,0.04,0.0,33974.96,0.0,9806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158555.0,549347.24,0.0,0.0,0.0,0.0,1.0,100.0,0.0168,4.4
2006-07-19,9806.0,32816.72,0.04,0.25,0.03,0.04,0.0,32816.72,0.0,9806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174781.0,584921.35,0.0,0.0,0.0,0.0,1.0,100.0,0.0163,4.25
