DATE,AI FP Equity_DX_SI_QTY,AI FP Equity_DX_SHORT_INTEREST_VALUE,AI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AI FP Equity_DX_SI_MV,AI FP Equity_DX_DSS,AI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AI FP Equity_DX_SUPPLY_SI_QTY,AI FP Equity_DX_BROKER_SI_QTY,AI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AI FP Equity_DX_BROKER_SI_MV_NEW_x,AI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AI FP Equity_DX_SUPPLY_SI_QTY_INC_x,AI FP Equity_DX_BROKER_SI_MV_INC_x,AI FP Equity_DX_SUPPLY_SI_MV_NEW,AI FP Equity_DX_BROKER_SI_QTY_ADD,AI FP Equity_DX_BROKER_SI_QTY_NEW,AI FP Equity_DX_SUPPLY_SI_MV_DEC,AI FP Equity_DX_BROKER_SI_QTY_INC,AI FP Equity_DX_SUPPLY_SI_QTY_DEC,AI FP Equity_DX_BROKER_SI_MV_NEW_y,AI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AI FP Equity_DX_BROKER_SI_MV_INC_y,AI FP Equity_DX_SUPPLY_SI_QTY_INC_y,AI FP Equity_DX_BROKER_SI_MV_ADD,AI FP Equity_DX_SUPPLY_SI_QTY_ADD,AI FP Equity_DX_BROKER_SI_QTY_DEC,AI FP Equity_DX_SUPPLY_SI_MV,AI FP Equity_DX_BROKER_SI_MV_DEC,AI FP Equity_DX_SUPPLY_SI_MV_RMV,AI FP Equity_DX_BROKER_SI_MV_RMV,AI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AI FP Equity_DX_UTILIZATION_QUANTITY,AI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AI FP Equity_DX_ACTIVE_UTILIZATION_MV,AI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AI FP Equity_DX_BROKER_SI_CON_RATIO,AI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AI FP Equity_DX_DEMAND_SUPPLY_RATIO,AI FP Equity_PX_LAST
2008-09-18,15679281.0,1028453173.19,6.34,14.39,6.01,1321.97,2.0,752277547.78,8151057.0,11468846.0,534653370.68,0.0,0.0,288535.0,42.83,0.0,0.0,0.0,1.21,521966.0,15146.0,0.0,0.0,42.83,288535.0,0.0,266410.0,179950.0,677.77,15.23,0.04,0.0,23.84,23.84,26038024.0,1707915586.6,441.0,2158.81,23.89,12.47,0.0935,19.77,0.4586,82.87
2008-09-19,15650050.0,1090082685.98,6.33,13.66,6.0,1335.68,2.0,805819771.85,8021054.0,11568957.0,558695473.09,0.0,0.0,121387.0,6.92,0.0,40000.0,0.0,20.81,89095.0,259497.0,0.0,0.0,6.92,121387.0,3.3,10628.0,28984.0,676.49,1.92,0.21,0.0,24.05,24.05,25332726.0,1764516151.78,2521.0,2179.56,23.69,12.72,0.0932,19.42,0.4692,88.0
2008-09-22,15960399.0,1086812706.38,6.45,12.48,6.12,1397.71,2.0,794473797.86,8289540.0,11667253.0,564470687.86,0.0,0.0,269805.0,29.78,0.0,0.0,0.0,11.9,332616.0,170529.0,0.0,0.0,29.78,269805.0,0.0,170271.0,234320.0,722.47,18.76,0.09,0.0,24.75,24.75,25198558.0,1715878971.25,1061.0,2176.3,24.92,12.86,0.0954,20.01,0.4766,86.03
2008-09-23,16997464.0,1129379768.56,6.87,12.96,6.52,1478.24,2.0,853933243.49,8502980.0,12851921.0,564972138.46,0.0,0.0,291321.0,105.63,0.0,0.0,0.0,26.3,1184668.0,292937.0,0.0,0.0,105.63,291321.0,0.0,245891.0,0.0,736.01,0.0,2.66,0.0,26.12,26.12,24053364.0,1598202100.47,30835.0,2046.59,26.45,14.34,0.0959,18.31,0.5221,83.945
2008-09-24,17414552.0,1137174978.23,7.04,12.91,6.68,1490.77,2.0,864157545.8,8997180.0,13233598.0,587518299.1,0.0,0.0,335237.0,48.55,0.0,0.0,0.0,1.4,649165.0,12113.0,0.0,0.0,48.55,335237.0,0.0,295495.0,267488.0,762.59,24.86,10.69,0.0,27.51,27.51,23709954.0,1548266439.69,124419.0,1982.39,27.78,13.36,0.0983,18.48,0.5324,82.5
2008-09-25,18412224.0,1205092217.8,7.44,13.27,7.06,1553.8,2.0,893648654.35,9305038.0,13653776.0,609020880.92,0.0,1061.0,113877.0,42.82,0.09,0.0,0.0,40.35,597356.0,463951.0,0.0,1061.0,42.82,113877.0,0.0,659151.0,177178.0,776.19,19.7,0.19,0.0,27.49,27.49,24547086.0,1606622986.35,2280.0,2043.0,27.53,12.31,0.0967,19.01,0.5439,82.69
2008-09-26,18591344.0,1203424733.61,7.51,13.32,7.13,1564.95,2.0,898575074.24,9232987.0,13881814.0,597654743.03,0.0,0.0,179859.0,50.35,0.0,0.0,0.0,21.13,605125.0,251915.0,0.0,0.0,50.35,179859.0,0.0,5.0,377087.0,769.29,32.84,0.0,0.0,27.57,27.57,24254348.0,1569993125.88,0.0,2006.29,27.72,14.08,0.1007,19.62,0.5552,81.78
2008-09-29,18557110.0,1145686999.25,7.5,13.21,7.12,1545.09,2.0,854928031.51,9394129.0,13847581.0,579978857.95,0.0,0.0,167293.0,3.07,0.0,0.0,0.0,0.52,81167.0,6151.0,0.0,0.0,3.07,167293.0,0.0,0.0,115400.0,774.03,9.69,0.0,0.0,27.77,27.77,24429188.0,1508219927.24,0.0,1964.44,28.26,14.63,0.1026,19.73,0.5486,78.0
2008-09-30,18289848.0,1120717760.68,7.39,12.58,7.01,1485.05,2.0,823777047.47,9218845.0,13443846.0,564888419.22,0.0,38.0,271465.0,0.0,0.0,0.0,0.0,38.97,10691.0,447709.0,0.0,38.0,0.0,271465.0,0.0,156555.0,414426.0,737.9,50.19,12.89,0.0,27.51,27.51,24295620.0,1488723845.09,155633.0,1910.79,27.86,15.18,0.1045,19.44,0.5457,77.415
2008-10-01,18340916.0,1111942890.71,7.41,12.18,7.03,1466.46,2.0,822255796.44,9155898.0,13562679.0,555088725.62,0.0,0.0,93605.0,40.57,0.0,5000.0,0.0,15.72,536789.0,188112.0,0.0,0.0,40.57,93605.0,0.41,31560.0,422956.0,713.74,40.5,0.0,0.0,27.82,27.82,23753952.0,1440115534.72,0.0,1837.51,27.98,17.83,0.1084,19.19,0.5573,76.595
2008-10-02,19307408.0,1131568245.73,7.8,12.67,7.4,1525.49,2.0,866409319.02,8941653.0,14783128.0,524052249.75,0.0,0.0,18354.0,97.94,0.0,0.0,0.0,18.93,1316235.0,233033.0,0.0,0.0,97.94,18354.0,0.0,434.0,95786.0,689.86,11.4,0.0,0.0,27.54,27.54,23529260.0,1379002477.27,0.0,1788.78,27.83,18.86,0.1135,20.05,0.5946,74.045
2008-10-03,18619084.0,1126817660.68,7.52,11.92,7.14,1460.86,2.0,872574937.11,8233643.0,14418079.0,498295960.43,0.0,0.0,243025.0,23.55,0.0,0.0,0.0,76.29,332500.0,1013035.0,0.0,0.0,23.55,243025.0,0.0,62000.0,697549.0,626.18,60.05,0.0,0.0,25.4,25.4,24186728.0,1463768693.7,0.0,1845.27,25.34,20.76,0.1252,21.4,0.5743,76.46
2008-10-06,18502508.0,1052541638.86,7.48,11.58,7.1,1462.27,2.0,833155535.07,7897379.0,14645945.0,449253703.09,0.0,96491.0,104676.0,32.16,7.38,0.0,0.0,41.58,410333.0,552431.0,0.0,96491.0,32.16,104676.0,0.0,15000.0,182467.0,612.37,14.39,0.0,0.0,24.53,24.53,24299244.0,1382297259.53,0.0,1816.69,25.21,21.19,0.1315,22.83,0.5747,71.87
2008-10-07,18995122.0,1100035002.35,7.68,11.36,7.28,1446.27,2.0,866596738.95,8221271.0,14964170.0,476105700.39,0.0,0.0,158404.0,1.64,0.0,0.0,0.0,12.13,397881.0,132320.0,0.0,0.0,1.64,158404.0,0.0,297808.0,79656.0,602.08,3.64,0.0,0.0,25.42,25.42,24124616.0,1397091422.64,0.0,1784.46,25.23,20.97,0.1334,23.34,0.5873,73.165
2008-10-08,18158706.0,1015448970.31,7.34,10.59,6.96,1381.12,2.0,800267046.12,7640422.0,14310728.0,427258343.88,0.0,0.0,181290.0,34.84,0.0,0.0,0.0,73.39,461500.0,1030812.0,0.0,0.0,34.84,181290.0,0.0,277524.0,1114942.0,563.71,88.17,0.65,0.0,23.79,23.79,24469446.0,1368350462.01,8851.0,1772.7,24.13,20.22,0.143,27.07,0.5655,70.65
2008-10-09,17745876.0,973822227.04,7.17,9.76,6.8,1331.64,2.0,754225207.18,7264567.0,13744179.0,398650188.61,0.0,799.0,123758.0,20.27,0.06,0.0,0.0,47.91,293769.0,609671.0,0.0,799.0,20.27,123758.0,0.0,109259.0,860318.0,523.77,69.17,0.0,0.0,22.57,22.57,24928092.0,1367953324.33,0.0,1766.16,22.87,17.98,0.1438,28.78,0.5512,69.33
2008-10-10,17417440.0,937601164.65,7.04,9.43,6.68,1292.53,2.0,693204963.63,7215360.0,12877390.0,388411267.06,0.0,3323.0,161828.0,14.33,0.23,100296.0,0.0,27.6,212685.0,377506.0,0.0,3323.0,14.33,161828.0,6.95,163148.0,302100.0,512.81,31.13,0.0,60.76,23.06,23.06,24075218.0,1295997140.57,0.0,1673.09,23.46,17.35,0.1463,29.62,0.5566,68.01
2008-10-13,17873356.0,1017812459.04,7.22,9.06,6.85,1305.22,2.0,805233124.57,7240144.0,14140344.0,412295752.88,63.2,0.0,16184.0,32.91,0.0,0.0,877670.0,9.36,610284.0,126697.0,63.2,0.0,32.91,16184.0,0.0,135297.0,225000.0,504.62,16.84,0.0,0.0,23.02,23.02,24217380.0,1379077946.49,0.0,1726.53,22.62,16.76,0.1439,29.73,0.5682,71.945
2008-10-14,18222228.0,1056068870.0,7.36,8.83,6.99,1361.64,2.0,835290298.74,7487710.0,14412744.0,433950087.7,0.0,0.0,271548.0,23.84,0.0,0.0,0.0,5.14,314000.0,106462.0,0.0,0.0,23.84,271548.0,0.0,82515.0,41600.0,545.03,0.0,0.0,0.0,23.72,23.72,24083058.0,1395733158.88,35.0,1763.07,23.61,16.97,0.1451,29.96,0.5772,73.22
2008-10-15,18045148.0,999171986.67,7.29,8.53,6.92,1360.0,2.0,805080447.26,7290154.0,14539835.0,403660732.25,0.0,0.0,165847.0,20.71,0.0,0.0,0.0,31.91,227091.0,439520.0,0.0,0.0,20.71,165847.0,0.0,76117.0,100000.0,539.82,3.89,0.0,0.0,23.43,23.43,23822106.0,1319046038.23,0.0,1712.64,23.97,16.79,0.1463,30.25,0.58,69.955
2008-10-16,17094492.0,885239880.3,6.91,7.97,6.56,1258.64,2.0,726961691.31,6684161.0,14038049.0,346139907.73,0.0,0.0,45787.0,0.39,0.0,0.0,0.0,49.92,5900.0,663090.0,0.0,0.0,0.39,45787.0,0.0,11310.0,507686.0,472.75,48.79,0.0,0.0,21.32,21.32,24662248.0,1277136838.43,0.0,1683.27,21.93,17.21,0.1568,31.62,0.5453,65.425
2008-10-17,16641805.0,862456056.1,6.73,7.54,6.38,1193.69,2.0,733269902.09,5816355.0,14149051.0,301430679.79,0.0,0.0,59193.0,0.0,0.0,180700.0,0.0,77.06,149552.0,1073857.0,0.0,0.0,0.0,59193.0,12.03,146858.0,219250.0,394.75,21.46,0.0,0.0,18.83,18.83,25079564.0,1299740133.72,0.0,1665.69,19.16,14.98,0.1554,32.47,0.5386,65.475
2008-10-20,15161561.0,796123465.69,6.13,6.65,5.81,1093.31,2.0,665440651.45,5700094.0,12672807.0,299308137.86,0.0,0.0,62937.0,5.39,0.0,0.0,0.0,20.11,83232.0,307558.0,0.0,0.0,5.39,62937.0,0.0,128360.0,1559476.0,384.44,106.82,0.0,0.0,18.81,18.81,24606378.0,1292064513.1,0.0,1645.34,18.94,10.17,0.1683,35.86,0.5003,66.34
2008-10-21,16433499.0,839303619.64,6.64,7.17,6.3,1182.04,2.0,697625932.22,6191095.0,13659461.0,316196109.12,0.0,0.0,358355.0,67.95,0.0,0.0,0.0,21.6,988654.0,329431.0,0.0,0.0,67.95,358355.0,0.0,462077.0,2000.0,418.91,0.0,0.0,0.0,20.75,20.75,23648000.0,1207767864.72,0.0,1564.08,21.13,10.36,0.1517,33.23,0.5507,64.525
2008-10-22,16470225.0,782971402.67,6.65,7.05,6.31,1161.55,2.0,646711899.98,6326085.0,13603933.0,300733210.74,0.0,0.0,38111.0,2.07,0.0,0.0,0.0,10.43,23400.0,136213.0,0.0,0.0,2.07,38111.0,0.0,233092.0,78928.0,417.5,9.17,0.0,0.0,21.76,21.76,22739984.0,1081026954.34,0.0,1436.03,22.52,10.31,0.1553,33.81,0.5666,60.06
2008-10-23,16437922.0,793015480.78,6.64,6.81,6.3,1109.86,2.0,649082873.98,6192098.0,13454433.0,298725688.84,0.0,0.0,88601.0,0.0,0.0,0.0,0.0,35.82,88900.0,549382.0,0.0,0.0,0.0,88601.0,0.0,326794.0,238400.0,384.32,23.2,0.0,0.0,21.75,21.75,22281420.0,1074923642.64,0.0,1374.99,21.84,9.95,0.158,34.72,0.5773,60.95
2008-10-24,16051434.0,775894721.89,6.49,6.5,6.15,1088.62,2.0,638425952.49,6086014.0,13207529.0,294185936.28,0.0,0.0,185825.0,0.0,0.0,0.0,0.0,28.69,0.0,479463.0,0.0,0.0,0.0,185825.0,0.0,187554.0,246904.0,382.58,16.63,0.0,0.0,21.54,21.54,22167372.0,1071527125.42,0.0,1378.97,21.72,10.39,0.1561,34.15,0.5681,61.07
2008-10-27,15215819.0,704550682.11,6.15,6.0,5.83,1030.66,2.0,578027043.51,5802137.0,12483353.0,268661159.88,0.0,0.0,46946.0,0.66,0.0,0.0,0.0,17.54,10000.0,283937.0,0.0,0.0,0.66,46946.0,0.0,13342.0,734176.0,362.51,48.62,3.73,0.0,20.8,20.8,22090356.0,1022868068.28,60228.0,1343.79,21.25,10.99,0.1556,33.91,0.5455,58.5
2008-10-28,14811866.0,698507885.81,5.98,5.81,5.68,981.56,2.0,576979382.76,5643669.0,12234853.0,266147918.26,0.0,0.0,1093.0,2.1,0.0,0.0,0.0,13.8,40000.0,212719.0,0.0,0.0,2.1,1093.0,0.0,53158.0,288500.0,339.23,24.1,0.0,0.0,20.21,20.21,22284084.0,1050887741.09,0.0,1340.25,20.2,11.05,0.1544,33.54,0.5304,59.58
2008-10-29,14756555.0,756869538.86,5.96,5.81,5.66,986.92,2.0,631496835.36,5500626.0,12312185.0,282129281.8,0.0,0.0,38734.0,8.94,0.0,0.0,0.0,9.49,150000.0,181820.0,0.0,0.0,8.94,38734.0,0.0,43.0,72668.0,339.22,6.49,0.0,0.0,19.7,19.7,22420202.0,1149941022.74,0.0,1411.47,19.38,11.18,0.151,32.71,0.5285,64.8
2008-10-30,15299696.0,794354898.76,6.18,6.02,5.87,1056.88,2.0,658704526.67,5516480.0,12686998.0,286413724.29,0.0,0.0,30270.0,45.68,0.0,110500.0,0.0,11.73,459018.0,249499.0,0.0,0.0,45.68,30270.0,6.79,235083.0,194705.0,360.31,11.05,0.0,0.0,19.86,19.86,22257908.0,1155622847.4,0.0,1455.29,19.85,11.82,0.1471,31.91,0.5509,65.595
2008-10-31,15831228.0,843379367.81,6.4,6.31,6.07,1106.24,2.0,672551610.63,5896020.0,12624589.0,314099551.86,0.0,1325.0,553352.0,52.98,0.09,0.0,0.0,13.9,786100.0,225005.0,0.0,1325.0,52.98,553352.0,0.0,126868.0,848509.0,398.7,51.66,4.99,0.0,21.69,21.69,21284344.0,1133884028.89,77000.0,1421.81,21.9,14.48,0.1532,31.9,0.5825,67.305
2008-11-03,15263918.0,833575004.44,6.17,6.35,5.85,1077.01,2.0,630772390.5,6455808.0,11550320.0,352556937.36,0.0,69000.0,226358.0,0.0,4.64,0.0,0.0,0.93,0.0,13949.0,0.0,69000.0,0.0,226358.0,0.0,278379.0,1074269.0,440.43,66.27,0.0,0.0,22.57,22.57,22148594.0,1209552772.88,0.0,1511.11,22.57,11.15,0.151,32.76,0.5336,68.995
2008-11-04,15160016.0,861439244.8,6.13,6.35,5.81,1088.04,2.0,663251831.79,5754688.0,11672220.0,326999264.7,0.0,0.0,34361.0,1.51,0.0,120000.0,0.0,47.66,1900.0,735481.0,0.0,0.0,1.51,34361.0,8.73,0.0,0.0,399.79,0.0,0.0,0.0,20.86,20.86,21828574.0,1240367444.31,0.0,1508.53,20.95,11.12,0.1509,32.6,0.5496,71.79
2008-11-05,15053901.0,845460067.9,6.08,6.37,5.77,1109.7,2.0,641210477.63,6703530.0,11417120.0,376484934.3,0.0,0.0,226451.0,0.11,0.0,10000.0,0.0,17.06,1500.0,268790.0,0.0,0.0,0.11,226451.0,0.71,991181.0,266600.0,480.72,8.14,0.0,0.0,24.26,24.26,20923220.0,1175093884.43,0.0,1498.42,24.29,10.89,0.1499,32.69,0.5449,70.955
2008-11-06,14871139.0,789701685.6,6.01,6.39,5.7,1090.2,2.0,608004661.04,6459931.0,11449541.0,343041538.35,0.0,0.0,52747.0,9.31,0.0,40000.0,0.0,21.76,122421.0,311346.0,0.0,0.0,9.31,52747.0,2.68,15000.0,130000.0,461.74,10.78,0.0,0.0,23.09,23.09,21519740.0,1142762161.77,0.0,1499.56,23.54,10.93,0.1522,33.17,0.5315,67.09
2008-11-07,14909349.0,817574994.37,6.02,6.38,5.72,1067.31,2.0,628227763.88,6531899.0,11456401.0,358185812.68,0.0,0.0,31020.0,5.14,0.0,0.0,0.0,10.13,66639.0,121185.0,0.0,0.0,5.14,31020.0,0.0,162133.0,59779.0,451.21,8.41,0.0,0.0,23.44,23.44,21339552.0,1170184164.74,0.0,1472.43,23.46,11.12,0.1504,32.85,0.5349,69.28
2008-11-10,14740943.0,829867174.64,5.96,6.29,5.65,1070.71,2.0,643285278.72,6363208.0,11426686.0,358227926.44,0.0,0.0,137589.0,0.0,0.0,0.0,0.0,21.38,10225.0,327047.0,0.0,0.0,0.0,137589.0,0.0,24625.0,39940.0,449.39,0.95,0.26,0.0,22.84,22.84,21499636.0,1210359621.03,3858.0,1522.2,22.79,11.15,0.1512,32.97,0.5291,71.125
2008-11-11,15082929.0,822198745.55,6.09,6.54,5.78,1110.15,2.0,623477829.93,6804612.0,11437468.0,370932161.14,0.0,0.0,142056.0,16.02,0.0,0.0,0.0,2.37,200100.0,33561.0,0.0,0.0,16.02,142056.0,0.0,332909.0,189318.0,492.3,12.25,0.0,0.0,24.44,24.44,21038594.0,1146853213.65,0.0,1486.43,24.88,10.55,0.1531,33.61,0.5417,68.87
2008-11-12,14417514.0,772174593.45,5.82,6.39,5.53,1051.79,2.0,615878198.88,5989369.0,11499255.0,320779197.62,0.0,0.0,95666.0,5.22,0.0,0.0,0.0,65.8,97169.0,914809.0,0.0,0.0,5.22,95666.0,0.0,3900.0,35382.0,426.7,2.73,0.0,0.0,21.48,21.48,21896596.0,1172739982.37,0.0,1511.52,22.02,11.12,0.1561,33.65,0.517,67.665
2008-11-13,14766526.0,795659082.38,5.97,6.56,5.66,1046.51,2.0,618779689.31,6827175.0,11483846.0,367866063.81,0.0,0.0,261862.0,15.25,0.0,0.0,0.0,9.12,251000.0,132165.0,0.0,0.0,15.25,261862.0,0.0,708109.0,266409.0,466.74,27.89,0.0,0.0,24.31,24.31,21258872.0,1145483683.02,0.0,1444.73,24.42,11.51,0.1626,34.46,0.5258,68.075
2008-11-14,15470937.0,836737202.0,6.25,6.96,5.93,1103.76,2.0,655784730.31,7005025.0,12125198.0,378862962.11,0.0,0.0,127044.0,45.64,0.0,10000.0,0.0,17.48,631352.0,292874.0,0.0,0.0,45.64,127044.0,0.68,343680.0,0.0,483.87,0.0,0.0,0.0,24.96,24.96,21061920.0,1139122472.64,0.0,1437.84,25.18,11.86,0.1525,32.91,0.5512,68.33
2008-11-17,15075751.0,809755396.96,6.09,6.86,5.78,1081.65,2.0,651731782.05,6595096.0,12133721.0,354238709.53,0.0,0.0,8026.0,29.03,0.0,0.0,0.0,28.56,407619.0,422722.0,0.0,0.0,29.03,8026.0,0.0,4767.0,399096.0,458.36,26.18,0.0,0.0,23.28,23.28,21738224.0,1167613089.68,0.0,1485.27,23.58,11.32,0.1393,31.0,0.5321,67.86
2008-11-18,14589325.0,773466275.32,5.89,6.81,5.59,1042.56,2.0,636295042.1,6800680.0,12001965.0,360544208.13,0.0,0.0,643536.0,2.37,0.0,0.0,0.0,32.38,38634.0,472837.0,0.0,0.0,2.37,643536.0,0.0,34885.0,170390.0,468.73,13.66,0.0,0.0,24.06,24.06,21467720.0,1138130614.54,0.0,1452.91,24.39,11.69,0.1462,31.79,0.5161,66.98
2008-11-19,15129113.0,733107786.16,6.11,7.14,5.8,1064.66,2.0,602272694.86,6826940.0,12429075.0,330811387.93,0.0,0.0,162568.0,25.39,0.0,0.0,0.0,9.77,427110.0,139301.0,0.0,0.0,25.39,162568.0,0.0,2993.0,0.0,460.58,0.0,0.0,0.0,24.22,24.22,21365344.0,1035295330.29,0.0,1383.36,24.98,11.42,0.1454,31.85,0.5366,61.22
2008-11-20,16065882.0,755738144.97,6.49,7.71,6.16,1074.96,2.0,606960689.27,7455763.0,12903092.0,350718653.29,0.0,88991.0,207724.0,21.83,5.45,4000.0,0.0,8.66,495017.0,110891.0,0.0,88991.0,21.83,207724.0,0.24,442999.0,25000.0,471.71,6.0,0.0,0.0,26.48,26.48,20704544.0,973940532.8,0.0,1271.63,27.06,11.26,0.1444,31.94,0.5705,59.43
2008-11-21,15548177.0,731631465.58,6.28,7.45,5.96,1023.38,2.0,592624057.77,6972424.0,12594078.0,328092791.18,0.0,0.0,196008.0,0.0,0.0,0.0,0.0,44.98,2000.0,732309.0,0.0,0.0,0.0,196008.0,0.0,64208.0,311014.0,422.26,23.79,0.69,0.0,24.84,24.84,21094668.0,992625879.21,11246.0,1272.63,24.91,11.79,0.1538,33.27,0.554,59.45
2008-11-24,15755783.0,792593951.82,6.37,7.93,6.04,1025.86,2.0,621889118.17,7425478.0,12362383.0,373538335.24,0.0,0.0,282581.0,0.0,0.0,0.0,0.0,11.2,106357.0,201938.0,0.0,0.0,0.0,282581.0,0.0,372411.0,338052.0,449.64,20.08,0.0,0.0,26.4,26.4,20702288.0,1041427662.32,0.0,1290.41,25.84,11.88,0.151,32.7,0.5602,63.555
2008-11-25,15576202.0,787813591.4,6.29,8.08,5.97,1047.22,2.0,630827027.67,7170844.0,12472353.0,362687153.45,0.0,0.0,268069.0,4.93,0.0,67304.0,0.0,37.11,43632.0,619469.0,0.0,0.0,4.93,268069.0,4.27,96766.0,966.0,460.43,0.0,0.0,0.0,25.42,25.42,21033274.0,1063821535.49,0.0,1354.01,25.38,11.56,0.1469,32.09,0.5523,63.9
2008-11-26,15853171.0,801445695.1,6.4,8.41,6.08,1078.1,2.0,642038384.55,7170186.0,12699980.0,362483613.08,0.0,0.0,240590.0,28.21,0.0,0.0,0.0,16.97,357839.0,278846.0,0.0,0.0,28.21,240590.0,0.0,37598.0,130212.0,467.88,7.82,0.0,0.0,25.59,25.59,20852526.0,1054184503.2,0.0,1348.23,25.76,11.3,0.1452,31.96,0.5657,63.87
2008-11-27,16072692.0,822975324.28,6.49,8.71,6.16,1092.52,2.0,650946171.09,7276721.0,12712966.0,372592333.92,0.0,0.0,207702.0,10.78,0.0,0.0,0.0,7.81,164986.0,121534.0,0.0,0.0,10.78,207702.0,0.0,20367.0,152000.0,473.74,9.73,0.0,0.0,26.03,26.03,20681712.0,1058972488.24,0.0,1345.21,26.04,11.13,0.138,30.83,0.5749,64.69
2008-11-28,17072356.0,903349711.13,6.9,9.67,6.54,1167.21,2.0,677299414.31,7569960.0,12800244.0,400549354.71,0.0,0.0,57676.0,15.25,0.0,1800.0,0.0,11.9,255478.0,196864.0,0.0,0.0,15.25,57676.0,0.12,433752.0,170000.0,502.95,10.17,0.08,0.0,27.1,27.1,20362292.0,1077430121.31,1325.0,1357.79,27.03,10.37,0.1297,30.08,0.6112,66.85
2008-12-01,16986356.0,837355478.01,6.86,10.08,6.51,1168.3,2.0,628003298.65,7477622.0,12739497.0,368615125.23,0.0,96.0,21985.0,13.39,0.01,0.0,0.0,5.12,144948.0,114419.0,0.0,96.0,13.39,21985.0,0.0,0.0,205695.0,500.61,11.25,0.0,0.0,26.51,26.51,20726942.0,1021750540.61,0.0,1335.9,27.26,9.74,0.1327,30.72,0.6023,62.28
2008-12-02,17086244.0,859860834.24,6.9,10.17,6.55,1146.79,2.0,645991950.2,7489752.0,12836468.0,376919842.83,0.0,1325.0,68769.0,6.69,0.08,0.0,0.0,6.14,169789.0,64242.0,0.0,1325.0,6.69,68769.0,0.0,6278.0,72818.0,479.88,6.36,0.0,0.0,26.48,26.48,20799778.0,1046743477.56,0.0,1328.19,26.54,9.89,0.139,31.76,0.604,63.58
2008-12-03,17081280.0,852850948.12,6.9,10.43,6.55,1142.82,2.0,647811585.7,7872962.0,12974660.0,393088990.18,12.62,0.0,564868.0,17.28,0.0,0.0,198500.0,31.28,316876.0,500933.0,12.62,0.0,17.28,564868.0,0.0,599275.0,377184.0,510.75,31.81,17.36,0.0,28.13,28.13,20115390.0,1004340976.4,280000.0,1286.27,28.42,9.94,0.1475,33.5,0.6103,63.08
2008-12-04,16630723.0,841017549.53,6.72,10.62,6.38,1111.36,2.0,656255088.59,6823854.0,12977133.0,345083071.22,0.0,0.0,61298.0,0.51,0.0,0.0,0.0,71.98,20500.0,1130406.0,0.0,0.0,0.51,61298.0,0.0,20000.0,18027.0,438.94,0.0,0.0,0.0,25.03,25.03,20437420.0,1033522648.85,0.0,1309.7,25.1,10.2,0.1502,33.69,0.61,63.89
2008-12-05,17336068.0,817202846.95,7.0,11.47,6.65,1158.86,2.0,617668064.64,7468714.0,13103155.0,352066820.68,0.0,280000.0,30847.0,9.73,17.98,0.0,0.0,1.73,131977.0,35723.0,0.0,280000.0,9.73,30847.0,0.0,369736.0,5955.0,484.27,0.32,0.0,0.0,26.37,26.37,20851220.0,982903178.88,0.0,1292.74,27.25,9.8,0.1473,33.58,0.6122,59.555
2008-12-08,17304516.0,896595382.47,6.99,11.8,6.63,1125.64,2.0,676760418.56,7491982.0,13061646.0,388180545.86,0.0,0.0,282340.0,4.78,0.0,0.0,0.0,17.42,65808.0,267072.0,0.0,0.0,4.78,282340.0,0.0,8000.0,107317.0,462.31,11.2,0.0,0.0,26.72,26.72,20549560.0,1064730189.96,0.0,1308.3,26.11,10.07,0.1475,33.44,0.6171,65.46
2008-12-09,16579598.0,856804433.17,6.7,11.38,6.36,1123.69,2.0,667352007.85,7545553.0,12913598.0,389940893.69,0.0,0.0,66284.0,0.0,0.0,10000.0,0.0,0.23,0.0,25473.0,0.0,0.0,0.0,66284.0,0.65,12760.0,158048.0,500.0,5.87,0.0,0.0,26.87,26.87,20533756.0,1061148356.58,0.0,1351.4,27.01,10.13,0.1521,33.94,0.5905,65.29
2008-12-10,16614257.0,830585003.7,6.71,11.66,6.37,1129.39,2.0,649547269.61,7541551.0,12992945.0,377019517.95,0.0,0.0,176271.0,5.98,0.0,0.0,0.0,15.11,106160.0,212118.0,0.0,0.0,5.98,176271.0,0.0,31845.0,26813.0,496.94,0.0,0.0,0.0,26.9,26.9,20494524.0,1024568495.15,0.0,1322.29,27.32,10.07,0.1523,33.95,0.5926,63.16
