DATE,DIM FP Equity_DX_SI_QTY,DIM FP Equity_DX_SHORT_INTEREST_VALUE,DIM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,DIM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DIM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DIM FP Equity_DX_SI_MV,DIM FP Equity_DX_DSS,DIM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DIM FP Equity_DX_SUPPLY_SI_QTY,DIM FP Equity_DX_BROKER_SI_QTY,DIM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DIM FP Equity_DX_BROKER_SI_MV_NEW_x,DIM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,DIM FP Equity_DX_SUPPLY_SI_QTY_INC_x,DIM FP Equity_DX_BROKER_SI_MV_INC_x,DIM FP Equity_DX_SUPPLY_SI_MV_NEW,DIM FP Equity_DX_BROKER_SI_QTY_ADD,DIM FP Equity_DX_BROKER_SI_QTY_NEW,DIM FP Equity_DX_SUPPLY_SI_MV_DEC,DIM FP Equity_DX_BROKER_SI_QTY_INC,DIM FP Equity_DX_SUPPLY_SI_QTY_DEC,DIM FP Equity_DX_BROKER_SI_MV_NEW_y,DIM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,DIM FP Equity_DX_BROKER_SI_MV_INC_y,DIM FP Equity_DX_SUPPLY_SI_QTY_INC_y,DIM FP Equity_DX_BROKER_SI_MV_ADD,DIM FP Equity_DX_SUPPLY_SI_QTY_ADD,DIM FP Equity_DX_BROKER_SI_QTY_DEC,DIM FP Equity_DX_SUPPLY_SI_MV,DIM FP Equity_DX_BROKER_SI_MV_DEC,DIM FP Equity_DX_SUPPLY_SI_MV_RMV,DIM FP Equity_DX_BROKER_SI_MV_RMV,DIM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DIM FP Equity_DX_UTILIZATION_QUANTITY,DIM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DIM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DIM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,DIM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DIM FP Equity_DX_ACTIVE_UTILIZATION_MV,DIM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DIM FP Equity_DX_BROKER_SI_CON_RATIO,DIM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DIM FP Equity_DX_DEMAND_SUPPLY_RATIO,DIM FP Equity_PX_LAST
2006-07-21,29817.0,822623.28,0.86,3.99,0.43,0.93,0.0,369003.8,16442.0,13375.0,453619.48,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,5000.0,2.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,7.59,7.59,200134.0,5521510.78,0.0,6.24,7.6,47.14,0.5016,52.86,0.1377,31.2
2006-07-24,28375.0,784847.12,0.82,3.84,0.41,0.89,0.0,369949.96,15000.0,13375.0,414897.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,6.93,6.93,201501.0,5573479.46,0.0,6.3,6.92,47.2,0.5016,52.8,0.1311,31.28
2006-07-25,22000.0,607737.68,0.64,2.99,0.31,0.69,0.0,193371.08,15000.0,7000.0,414366.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,0.47,0.2,0.0,0.0,8.04,6.94,171557.0,4739166.02,0.0,0.0,100.0,31.79,0.5663,68.21,0.1018,31.24
2006-07-26,22000.0,611628.44,0.64,3.04,0.31,0.69,0.0,194609.05,15000.0,7000.0,417019.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,8.0,6.91,172477.0,4795083.58,0.0,0.0,100.0,31.96,0.5651,68.04,0.1014,31.44
2006-07-27,22000.0,617659.13,0.64,3.06,0.31,0.69,0.0,196527.9,15000.0,7000.0,421131.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,8.03,6.94,171760.0,4822233.28,0.0,0.0,100.0,32.03,0.5646,67.97,0.1017,31.75
2006-07-28,22000.0,616686.44,0.64,3.12,0.31,0.7,0.0,196218.41,15000.0,7000.0,420468.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,8.07,6.97,170760.0,4786608.01,0.0,0.0,100.0,31.82,0.5661,68.18,0.1022,31.7
2006-07-31,22000.0,622328.05,0.64,3.24,0.31,0.7,0.0,198013.47,15000.0,7000.0,424314.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,8.09,6.98,170516.0,4823494.98,0.0,0.0,100.0,32.02,0.5647,67.98,0.1023,31.99
2006-08-01,22000.0,610850.29,0.64,3.23,0.31,0.7,0.0,194361.46,15000.0,7000.0,416488.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,8.08,6.97,170556.0,4735644.63,0.0,0.0,100.0,31.42,0.5691,68.58,0.1023,31.4
2006-08-02,22000.0,607154.06,0.64,3.27,0.31,0.69,0.0,193185.38,15000.0,7000.0,413968.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,7.98,6.9,172978.0,4773831.6,0.0,0.0,100.0,31.69,0.5671,68.31,0.1012,31.21
2006-08-03,16968.0,472332.51,0.49,2.49,0.24,0.53,0.0,54782.55,15000.0,1968.0,417549.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5032.0,0.47,0.16,0.0,0.0,7.93,6.86,174270.0,4851095.34,0.0,0.0,100.0,11.69,0.7936,88.31,0.0776,31.48
2006-08-04,16968.0,478634.27,0.49,2.52,0.24,0.54,0.0,55513.45,15000.0,1968.0,423120.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,8.04,6.94,171591.0,4840248.32,0.0,0.0,100.0,11.6,0.7949,88.4,0.0785,31.9
2006-08-07,16968.0,471882.38,0.49,2.46,0.24,0.54,0.0,54730.35,15000.0,1968.0,417152.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,8.01,6.92,172346.0,4792965.61,0.0,0.0,100.0,11.45,0.7972,88.55,0.0783,31.45
2006-08-08,16968.0,471132.17,0.49,2.56,0.24,0.53,0.0,54643.33,15000.0,1968.0,416488.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,7.91,6.85,174556.0,4846708.32,0.0,0.0,100.0,11.58,0.7952,88.42,0.0775,31.4
2006-08-09,16968.0,469331.66,0.49,2.59,0.24,0.53,0.0,54434.51,15000.0,1968.0,414897.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,8.0,6.91,172589.0,4773779.02,0.0,0.0,100.0,11.56,0.7955,88.44,0.0782,31.28
2006-08-10,16968.0,469631.75,0.49,2.67,0.24,0.53,0.0,54469.31,15000.0,1968.0,415162.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,7.98,6.9,173049.0,4789562.96,0.0,0.0,100.0,11.59,0.795,88.41,0.078,31.3
2006-08-11,16968.0,469481.71,0.49,2.64,0.24,0.53,0.0,54451.91,15000.0,1968.0,415029.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,7.95,6.88,173618.0,4803776.21,0.0,0.0,100.0,11.6,0.7949,88.4,0.0778,31.29
2006-08-14,16968.0,471882.38,0.49,2.95,0.24,0.53,0.0,54730.35,15000.0,1968.0,417152.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,7.96,6.88,173390.0,4821999.39,0.0,0.0,100.0,11.65,0.7941,88.35,0.0779,31.45
2006-08-15,4092.0,115753.02,0.12,0.72,0.06,0.13,0.0,55670.07,2124.0,1968.0,60082.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,12876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.23,0.99,170896.0,4834244.29,0.0,0.0,100.0,48.52,0.5004,51.48,0.019,31.99
2006-08-16,4092.0,116512.88,0.12,0.75,0.06,0.13,0.0,56035.52,2124.0,1968.0,60477.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.22,0.98,171811.0,4892032.03,0.0,0.0,100.0,48.26,0.5006,51.74,0.0189,32.2
2006-08-17,4092.0,117960.25,0.12,0.79,0.06,0.13,0.0,56731.62,2124.0,1968.0,61228.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.08,0.89,194426.0,5604726.13,0.0,0.0,100.0,48.4,0.5005,51.6,0.0171,32.6
2006-08-18,4092.0,115789.2,0.12,0.83,0.06,0.13,0.0,55687.48,2124.0,1968.0,60101.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.07,0.88,196952.0,5573048.58,0.0,0.0,100.0,48.09,0.5007,51.91,0.0169,32.0
2006-08-21,4092.0,115354.99,0.12,0.77,0.06,0.13,0.0,55478.65,2124.0,1968.0,59876.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.07,0.88,196904.0,5550796.51,0.0,0.0,100.0,48.0,0.5008,52.0,0.017,31.88
2006-08-22,4092.0,116476.7,0.12,0.98,0.06,0.13,0.0,56018.12,2124.0,1968.0,60458.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.07,0.88,196812.0,5602153.52,0.0,0.0,100.0,48.34,0.5006,51.66,0.017,32.19
2006-08-23,4092.0,118503.01,0.12,1.09,0.06,0.13,0.0,56992.65,2124.0,1968.0,61510.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.55,0.88,134483.0,3894584.65,0.0,0.0,100.0,48.52,0.5004,51.48,0.017,32.75
2006-08-24,4092.0,123026.03,0.12,1.11,0.06,0.14,0.0,59167.94,2124.0,1968.0,63858.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.59,0.89,131316.0,3948017.03,0.0,0.0,100.0,49.03,0.5002,50.97,0.0171,34.0
2006-08-25,4092.0,121216.82,0.12,1.07,0.06,0.14,0.0,58297.83,2124.0,1968.0,62918.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.58,0.89,132165.0,3915107.78,0.0,0.0,100.0,48.09,0.5007,51.91,0.0171,33.5
2006-08-28,4092.0,124473.39,0.12,1.07,0.06,0.14,0.0,59864.04,2124.0,1968.0,64609.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.61,0.89,130042.0,3955710.84,0.0,0.0,100.0,48.76,0.5003,51.24,0.0172,34.4
2006-08-29,4092.0,123026.03,0.12,1.0,0.06,0.14,0.0,59167.94,2124.0,1968.0,63858.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.61,0.89,129871.0,3904573.09,0.0,0.0,100.0,47.8,0.501,52.2,0.0172,34.0
2006-08-30,4092.0,123026.03,0.12,0.94,0.06,0.14,0.0,59167.94,2124.0,1968.0,63858.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.54,0.87,135608.0,4077056.06,0.0,0.0,100.0,48.09,0.5007,51.91,0.0168,34.0
2006-08-31,4092.0,124835.23,0.12,1.0,0.06,0.14,0.0,60038.06,2124.0,1968.0,64797.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.55,0.88,134821.0,4113003.64,0.0,0.0,100.0,48.46,0.5005,51.54,0.0169,34.5
2006-09-01,4092.0,125558.92,0.12,1.1,0.06,0.14,0.0,60386.11,2124.0,1968.0,65172.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.57,0.88,133414.0,4093674.76,0.0,0.0,100.0,48.09,0.5007,51.91,0.017,34.7
2006-09-04,4592.0,140900.91,0.13,1.24,0.07,0.16,0.0,75728.1,2124.0,2468.0,65172.81,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.07,0.0,0.0,0.0,0.88,0.88,238793.0,7327123.66,0.0,8.23,0.89,42.86,0.4095,46.25,0.0191,34.7
2006-09-05,4592.0,138099.14,0.13,1.22,0.07,0.16,0.0,74222.27,2124.0,2468.0,63876.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.88,0.88,239727.0,7209514.79,0.0,8.23,0.89,42.37,0.4092,46.65,0.019,34.01
2006-09-06,4592.0,138058.53,0.13,1.26,0.07,0.16,0.0,74200.45,2124.0,2468.0,63858.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.87,0.87,241214.0,7252101.64,0.0,8.24,0.87,42.76,0.4082,46.16,0.0189,34.0
2006-09-07,2468.0,74309.57,0.07,0.62,0.04,0.08,0.0,74309.57,0.0,2468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,2124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242560.0,7303293.51,0.0,8.31,0.0,20.57,0.6733,79.43,0.0102,34.05
2006-09-08,2468.0,74396.86,0.07,0.59,0.04,0.08,0.0,74396.86,0.0,2468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242366.0,7306024.96,0.0,8.31,0.0,20.55,0.6735,79.45,0.0102,34.09
2006-09-11,2468.0,74636.92,0.07,0.58,0.04,0.08,0.0,74636.92,0.0,2468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242754.0,7341333.54,0.0,8.32,0.0,20.49,0.6741,79.51,0.0102,34.2
2006-09-12,2468.0,74200.45,0.07,0.55,0.04,0.08,0.0,74200.45,0.0,2468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244092.0,7338628.75,0.0,8.37,0.0,20.59,0.673,79.41,0.0101,34.0
2006-09-13,2468.0,75291.63,0.07,0.5,0.04,0.09,0.0,75291.63,0.0,2468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241884.0,7379189.98,0.0,8.3,0.0,20.35,0.6758,79.65,0.0102,34.5
2006-09-14,2468.0,75837.22,0.07,0.44,0.04,0.09,0.0,75837.22,0.0,2468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241920.0,7433768.59,0.0,8.35,0.0,20.24,0.6772,79.76,0.0102,34.75
2006-09-15,2468.0,77255.76,0.07,0.42,0.04,0.09,0.0,77255.76,0.0,2468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240375.0,7524454.39,0.0,8.4,0.0,19.94,0.6807,80.06,0.0103,35.4
2006-09-18,2468.0,77452.17,0.07,0.42,0.04,0.09,0.0,77452.17,0.0,2468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240417.0,7544902.43,0.0,8.41,0.0,19.9,0.6812,80.1,0.0103,35.49
2006-09-19,2468.0,77910.47,0.07,0.4,0.04,0.09,0.0,77910.47,0.0,2468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240192.0,7582443.96,0.0,8.44,0.0,19.8,0.6824,80.2,0.0103,35.7
2006-09-20,2468.0,74222.27,0.07,0.36,0.04,0.08,0.0,74222.27,0.0,2468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285655.0,8590746.76,0.0,10.0,0.0,20.59,0.673,79.41,0.0086,34.01
