DATE,ALNXT FP Equity_DX_SI_QTY,ALNXT FP Equity_DX_SHORT_INTEREST_VALUE,ALNXT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNXT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNXT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNXT FP Equity_DX_SI_MV,ALNXT FP Equity_DX_DSS,ALNXT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNXT FP Equity_DX_SUPPLY_SI_QTY,ALNXT FP Equity_DX_BROKER_SI_QTY,ALNXT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNXT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALNXT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNXT FP Equity_DX_BROKER_SI_MV_INC_x,ALNXT FP Equity_DX_SUPPLY_SI_MV_NEW,ALNXT FP Equity_DX_BROKER_SI_QTY_ADD,ALNXT FP Equity_DX_SUPPLY_SI_MV_DEC,ALNXT FP Equity_DX_BROKER_SI_QTY_INC,ALNXT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNXT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALNXT FP Equity_DX_BROKER_SI_MV_INC_y,ALNXT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNXT FP Equity_DX_BROKER_SI_MV_ADD,ALNXT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNXT FP Equity_DX_BROKER_SI_QTY_DEC,ALNXT FP Equity_DX_SUPPLY_SI_MV,ALNXT FP Equity_DX_BROKER_SI_MV_DEC,ALNXT FP Equity_DX_SUPPLY_SI_MV_RMV,ALNXT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNXT FP Equity_DX_UTILIZATION_QUANTITY,ALNXT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNXT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNXT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALNXT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNXT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNXT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNXT FP Equity_DX_BROKER_SI_CON_RATIO,ALNXT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNXT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNXT FP Equity_PX_LAST
2006-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,17.0
2006-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,17.0
2006-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,16.99
2006-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,17.0
2006-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,17.0
2006-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,17.0
2006-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,16.5
2006-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,16.42
2006-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,16.98
2006-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,17.0
2006-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,17.0
2006-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,17.0
2006-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,16.9
2006-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,16.9
2006-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,16.92
