DATE,CD8 FP Equity_DX_SI_QTY,CD8 FP Equity_DX_SHORT_INTEREST_VALUE,CD8 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CD8 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CD8 FP Equity_DX_SI_MV,CD8 FP Equity_DX_DSS,CD8 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CD8 FP Equity_DX_SUPPLY_SI_QTY,CD8 FP Equity_DX_BROKER_SI_QTY,CD8 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CD8 FP Equity_DX_BROKER_SI_MV_NEW_x,CD8 FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CD8 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CD8 FP Equity_DX_BROKER_SI_MV_INC_x,CD8 FP Equity_DX_SUPPLY_SI_MV_NEW,CD8 FP Equity_DX_BROKER_SI_QTY_ADD,CD8 FP Equity_DX_BROKER_SI_QTY_NEW,CD8 FP Equity_DX_SUPPLY_SI_MV_DEC,CD8 FP Equity_DX_BROKER_SI_QTY_INC,CD8 FP Equity_DX_SUPPLY_SI_QTY_DEC,CD8 FP Equity_DX_BROKER_SI_MV_NEW_y,CD8 FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CD8 FP Equity_DX_BROKER_SI_MV_INC_y,CD8 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CD8 FP Equity_DX_BROKER_SI_MV_ADD,CD8 FP Equity_DX_SUPPLY_SI_QTY_ADD,CD8 FP Equity_DX_BROKER_SI_QTY_DEC,CD8 FP Equity_DX_SUPPLY_SI_MV,CD8 FP Equity_DX_BROKER_SI_MV_DEC,CD8 FP Equity_DX_SUPPLY_SI_MV_RMV,CD8 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CD8 FP Equity_DX_UTILIZATION_QUANTITY,CD8 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CD8 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CD8 FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CD8 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CD8 FP Equity_DX_ACTIVE_UTILIZATION_MV,CD8 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CD8 FP Equity_DX_BROKER_SI_CON_RATIO,CD8 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CD8 FP Equity_DX_DEMAND_SUPPLY_RATIO,CD8 FP Equity_PX_LAST
2009-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.99
2009-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.84
2009-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2
2009-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.82
2009-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.19
2009-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.42
2009-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.26
2009-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46
2009-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.27
2009-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.02
