DATE,ALBLD FP Equity_DX_SI_QTY,ALBLD FP Equity_DX_SHORT_INTEREST_VALUE,ALBLD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBLD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBLD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBLD FP Equity_DX_SI_MV,ALBLD FP Equity_DX_DSS,ALBLD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBLD FP Equity_DX_SUPPLY_SI_QTY,ALBLD FP Equity_DX_BROKER_SI_QTY,ALBLD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBLD FP Equity_DX_BROKER_SI_MV_NEW_x,ALBLD FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBLD FP Equity_DX_BROKER_SI_MV_INC_x,ALBLD FP Equity_DX_BROKER_SI_QTY_ADD,ALBLD FP Equity_DX_BROKER_SI_QTY_NEW,ALBLD FP Equity_DX_SUPPLY_SI_MV_DEC,ALBLD FP Equity_DX_BROKER_SI_QTY_INC,ALBLD FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBLD FP Equity_DX_BROKER_SI_MV_NEW_y,ALBLD FP Equity_DX_BROKER_SI_MV_INC_y,ALBLD FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBLD FP Equity_DX_BROKER_SI_MV_ADD,ALBLD FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBLD FP Equity_DX_BROKER_SI_QTY_DEC,ALBLD FP Equity_DX_SUPPLY_SI_MV,ALBLD FP Equity_DX_BROKER_SI_MV_DEC,ALBLD FP Equity_DX_BROKER_SI_MV_RMV,ALBLD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBLD FP Equity_DX_UTILIZATION_QUANTITY,ALBLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBLD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBLD FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBLD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALBLD FP Equity_DX_BROKER_SI_CON_RATIO,ALBLD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBLD FP Equity_DX_DEMAND_SUPPLY_RATIO,ALBLD FP Equity_PX_LAST
2006-07-17,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,10.69
2006-07-18,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,10.69
2006-07-19,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,10.8
2006-07-20,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,11.2
2006-07-21,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,11.15
2006-07-24,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,11.8
2006-07-25,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,12.02
2006-07-26,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,12.15
2006-07-27,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,12.38
2006-07-28,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,12.36
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,12.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,11.8
2006-08-02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,11.7
2006-08-03,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,11.79
2006-08-04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,11.9
2006-08-07,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,11.66
2006-08-08,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,11.6
2006-08-09,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,11.3
2006-08-10,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,11.3
2006-08-11,3183.0,35967.9,0.09,2.25,0.09,0.04,0.0,0.0,3183.0,0.0,35967.9,0.0,3183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3183.0,0.0,0.0,0.0,0.04,0.0,0.0,5.5,5.5,54637.0,617398.1,0.0,0.0,0.0,1.0,100.0,0.0551,11.3
2006-08-14,3192.0,35941.92,0.09,2.41,0.09,0.04,0.0,0.0,3192.0,0.0,35941.92,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.04,0.0,0.0,5.5,5.5,54790.0,616935.4,0.0,0.0,0.0,1.0,100.0,0.0551,11.26
2006-08-15,3173.0,35854.9,0.09,2.73,0.09,0.04,0.0,0.0,3173.0,0.0,35854.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,5.5,5.5,54475.0,615567.5,0.0,0.0,0.0,1.0,100.0,0.055,11.3
2006-08-16,3087.0,34883.1,0.09,2.7,0.09,0.03,0.0,0.0,3087.0,0.0,34883.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,5.5,5.5,52998.0,598877.4,0.0,0.0,0.0,1.0,100.0,0.055,11.3
2006-08-17,3104.0,34733.76,0.09,2.73,0.09,0.03,0.0,0.0,3104.0,0.0,34733.76,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.03,0.0,0.0,5.5,5.5,53282.0,596225.58,0.0,0.0,0.0,1.0,100.0,0.055,11.19
2006-08-18,3095.0,34664.0,0.09,2.64,0.09,0.03,0.0,0.0,3095.0,0.0,34664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,5.5,5.5,53134.0,595100.8,0.0,0.0,0.0,1.0,100.0,0.055,11.2
2006-08-21,3073.0,34724.9,0.09,2.63,0.09,0.03,0.0,0.0,3073.0,0.0,34724.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,5.5,5.5,52751.0,596086.3,0.0,0.0,0.0,1.0,100.0,0.055,11.3
2006-08-22,3084.0,34849.2,0.09,2.69,0.09,0.03,0.0,0.0,3084.0,0.0,34849.2,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.03,0.0,0.0,5.5,5.5,52939.0,598210.7,0.0,0.0,0.0,1.0,100.0,0.055,11.3
2006-08-23,3100.0,35030.0,0.09,2.74,0.09,0.02,0.0,0.0,3100.0,0.0,35030.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.02,0.0,0.0,100.0,5.5,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.055,11.3
2006-08-24,3100.0,36580.0,0.09,2.46,0.09,0.02,0.0,0.0,3100.0,0.0,36580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,100.0,5.5,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.055,11.8
2006-08-25,3100.0,36580.0,0.09,2.51,0.09,0.02,0.0,0.0,3100.0,0.0,36580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,100.0,5.5,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.055,11.8
2006-08-28,3100.0,36549.0,0.09,2.53,0.09,0.02,0.0,0.0,3100.0,0.0,36549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,100.0,5.5,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.055,11.79
2006-08-29,3100.0,36580.0,0.09,2.64,0.09,0.02,0.0,0.0,3100.0,0.0,36580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,100.0,5.5,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.055,11.8
2006-08-30,3100.0,37789.0,0.09,2.97,0.09,0.04,0.0,0.0,3100.0,0.0,37789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,100.0,5.5,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.055,12.19
2006-08-31,3100.0,38130.0,0.09,2.87,0.09,0.04,0.0,0.0,3100.0,0.0,38130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,100.0,5.5,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.055,12.3
2006-09-01,3100.0,38440.0,0.09,2.79,0.09,0.04,0.0,0.0,3100.0,0.0,38440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,100.0,5.5,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.055,12.4
2006-09-04,3100.0,38440.0,0.09,2.7,0.09,0.04,0.0,0.0,3100.0,0.0,38440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,100.0,5.5,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.055,12.4
2006-09-05,3100.0,38254.0,0.09,2.18,0.09,0.04,0.0,0.0,3100.0,0.0,38254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,100.0,5.5,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.055,12.34
2006-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,692686.8,0.69,0.0,0.0,0.0,0.0,0.0,12.3
2006-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,687055.2,0.69,0.0,0.0,0.0,0.0,0.0,12.2
2006-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,692686.8,0.69,0.0,0.0,0.0,0.0,0.0,12.3
2006-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,729292.2,0.69,0.0,0.0,0.0,0.0,0.0,12.95
2006-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,721971.12,0.69,0.0,0.0,0.0,0.0,0.0,12.82
2006-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,720844.8,0.73,0.0,0.0,0.0,0.0,0.0,12.8
2006-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,710144.76,0.73,0.0,0.0,0.0,0.0,0.0,12.61
2006-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,696065.76,0.73,0.0,0.0,0.0,0.0,0.0,12.36
2006-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,701697.36,0.73,0.0,0.0,0.0,0.0,0.0,12.46
2006-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,689871.0,0.73,0.0,0.0,0.0,0.0,0.0,12.25
2006-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,676355.16,0.69,0.0,0.0,0.0,0.0,0.0,12.01
2006-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,692686.8,0.69,0.0,0.0,0.0,0.0,0.0,12.3
2006-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,686492.04,0.69,0.0,0.0,0.0,0.0,0.0,12.19
2006-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,675792.0,0.69,0.0,0.0,0.0,0.0,0.0,12.0
2006-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,675792.0,0.69,0.0,0.0,0.0,0.0,0.0,12.0
2006-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,675792.0,0.69,0.0,0.0,0.0,0.0,0.0,12.0
2006-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,670160.4,0.68,0.0,0.0,0.0,0.0,0.0,11.9
2006-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,675228.84,0.68,0.0,0.0,0.0,0.0,0.0,11.99
2006-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,702260.52,0.69,0.0,0.0,0.0,0.0,0.0,12.47
2006-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,693813.12,0.69,0.0,0.0,0.0,0.0,0.0,12.32
2006-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,685928.88,0.69,0.0,0.0,0.0,0.0,0.0,12.18
2006-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,679170.96,0.69,0.0,0.0,0.0,0.0,0.0,12.06
2006-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56316.0,678607.8,0.69,0.0,0.0,0.0,0.0,0.0,12.05
