DATE,HLT FP Equity_DX_DSS,HLT FP Equity_PX_LAST
2007-08-14,0.0,42.21
2007-08-15,0.0,41.92
2007-08-16,0.0,41.14
2007-08-17,0.0,41.76
2007-08-20,0.0,42.05
2007-08-21,0.0,42.11
2007-08-22,0.0,42.23
2007-08-23,0.0,42.6
2007-08-24,0.0,42.59
2007-08-27,0.0,42.77
2007-08-28,0.0,42.14
2007-08-29,0.0,42.11
2007-08-30,0.0,42.32
2007-08-31,0.0,42.73
2007-09-03,0.0,42.74
2007-09-04,0.0,43.24
2007-09-05,0.0,42.82
2007-09-06,0.0,42.94
2007-09-07,0.0,42.65
2007-09-10,0.0,41.42
2007-09-11,0.0,41.69
2007-09-13,0.0,41.94
2007-09-14,0.0,41.65
2007-09-17,0.0,41.5
2007-09-18,0.0,41.39
2007-09-19,0.0,41.67
2007-09-20,0.0,41.82
2007-09-21,0.0,41.95
2007-09-24,0.0,41.93
2007-09-25,0.0,41.6
2007-09-26,0.0,41.75
2007-09-27,0.0,41.49
2007-09-28,0.0,41.15
2007-10-01,0.0,41.48
2007-10-02,0.0,41.9
2007-10-03,0.0,41.87
2007-10-04,0.0,42.1
2007-10-05,0.0,42.01
2007-10-09,0.0,42.22
2007-10-10,0.0,42.33
2007-10-11,0.0,42.12
2007-10-12,0.0,41.74
2007-10-15,0.0,41.82
2007-10-16,0.0,41.24
2007-10-17,0.0,41.3
2007-10-18,0.0,40.98
2007-10-19,0.0,40.46
2007-10-22,0.0,40.12
2007-10-23,0.0,40.47
2007-10-24,0.0,40.39
2007-10-25,0.0,40.08
2007-10-26,0.0,39.75
2007-10-29,0.0,39.7
2007-10-30,0.0,39.64
2007-10-31,0.0,39.81
2007-11-01,0.0,40.04
2007-11-02,0.0,39.95
2007-11-05,0.0,39.61
2007-11-06,0.0,39.77
2007-11-07,0.0,39.47
2007-11-08,1.0,39.13
2007-11-09,1.0,38.97
2007-11-12,1.0,38.71
2007-11-13,1.0,38.49
2007-11-14,1.0,39.41
2007-11-15,1.0,39.25
2007-11-16,1.0,38.91
2007-11-19,1.0,38.3
2007-11-20,1.0,38.27
2007-11-21,1.0,38.04
2007-11-22,1.0,39.8
2007-11-23,1.0,40.2
2007-11-26,1.0,39.91
2007-11-27,1.0,39.82
2007-11-28,1.0,40.17
2007-11-29,1.0,40.89
2007-11-30,1.0,41.19
2007-12-03,1.0,41.29
2007-12-04,1.0,41.2
2007-12-05,1.0,41.37
2007-12-06,1.0,41.04
2007-12-07,1.0,41.1
2007-12-10,1.0,41.2
2007-12-11,1.0,41.01
2007-12-12,1.0,40.87
2007-12-13,1.0,40.94
2007-12-14,1.0,40.7
2007-12-17,1.0,40.16
2007-12-18,1.0,40.02
2007-12-19,1.0,40.12
2007-12-20,1.0,39.99
2007-12-21,1.0,40.09
2007-12-24,1.0,0.0
2007-12-25,1.0,0.0
2007-12-26,1.0,0.0
2007-12-27,1.0,39.72
2007-12-28,1.0,39.58
2007-12-31,1.0,39.5
2008-01-01,1.0,0.0
2008-01-02,1.0,39.1
2008-01-03,1.0,38.86
2008-01-04,1.0,38.7
2008-01-07,1.0,39.25
2008-01-08,1.0,40.77
2008-01-09,1.0,41.48
2008-01-10,1.0,41.38
2008-01-11,1.0,41.06
2008-01-14,1.0,40.72
2008-01-15,1.0,39.59
2008-01-16,1.0,39.44
2008-01-17,1.0,39.32
2008-01-18,1.0,39.51
2008-01-21,1.0,37.97
2008-01-22,1.0,37.89
2008-01-23,1.0,37.42
2008-01-24,1.0,37.24
2008-01-25,1.0,37.12
2008-01-28,1.0,36.5
2008-01-29,1.0,36.86
2008-01-30,1.0,36.77
2008-01-31,1.0,36.75
2008-02-01,1.0,36.64
2008-02-04,1.0,36.61
2008-02-05,1.0,36.11
2008-02-06,1.0,36.46
2008-02-07,1.0,35.62
2008-02-08,1.0,35.5
2008-02-11,1.0,35.65
2008-02-12,1.0,35.84
2008-02-13,1.0,36.61
2008-02-14,0.0,36.45
2008-02-15,0.0,36.06
2008-02-18,0.0,36.5
2008-02-19,0.0,36.58
2008-02-20,0.0,36.06
2008-02-21,0.0,36.47
2008-02-22,0.0,36.26
2008-02-25,0.0,36.98
2008-02-26,0.0,37.2
2008-02-27,0.0,37.0
2008-02-28,0.0,36.61
2008-02-29,0.0,35.86
2008-03-03,0.0,35.96
2008-03-04,0.0,35.2
2008-03-05,0.0,35.25
2008-03-06,0.0,34.94
2008-03-07,0.0,34.74
2008-03-10,0.0,34.34
2008-03-11,0.0,34.75
2008-03-12,0.0,34.61
2008-03-13,0.0,34.15
2008-03-14,0.0,33.58
2008-03-17,0.0,33.04
2008-03-18,0.0,33.61
2008-03-19,0.0,33.86
2008-03-20,0.0,34.29
2008-03-21,0.0,0.0
2008-03-24,0.0,0.0
2008-03-25,0.0,34.58
2008-03-26,0.0,34.12
2008-03-27,0.0,34.62
2008-03-28,0.0,34.52
2008-03-31,0.0,34.43
2008-04-01,0.0,35.11
2008-04-02,0.0,35.76
2008-04-03,0.0,35.61
2008-04-04,0.0,35.81
2008-04-07,0.0,35.59
2008-04-08,0.0,34.89
2008-04-09,0.0,34.74
2008-04-10,0.0,34.36
2008-04-11,0.0,34.13
2008-04-14,0.0,33.46
2008-04-15,0.0,33.53
2008-04-16,0.0,33.45
2008-04-17,0.0,33.03
2008-04-18,0.0,33.9
2008-04-21,0.0,33.98
2008-04-22,0.0,33.88
2008-04-23,0.0,34.23
2008-04-24,0.0,34.31
2008-04-25,0.0,35.09
2008-04-28,0.0,35.11
2008-04-29,0.0,34.88
2008-04-30,0.0,35.27
2008-05-01,0.0,0.0
2008-05-02,0.0,35.49
2008-05-05,0.0,35.25
2008-05-06,0.0,35.0
2008-05-07,0.0,35.03
2008-05-08,0.0,35.23
2008-05-09,0.0,34.84
2008-05-12,0.0,34.73
2008-05-13,0.0,34.71
2008-05-14,0.0,34.85
2008-05-15,0.0,35.15
2008-05-16,0.0,35.49
2008-05-19,0.0,36.06
2008-05-20,0.0,36.22
2008-05-21,0.0,35.67
2008-05-22,0.0,35.48
2008-05-23,0.0,35.35
2008-05-26,0.0,34.99
2008-05-27,0.0,35.16
2008-05-28,0.0,35.21
2008-05-29,0.0,35.6
2008-05-30,0.0,35.82
2008-06-02,0.0,36.01
2008-06-03,0.0,35.69
2008-06-04,0.0,35.54
2008-06-05,0.0,35.49
2008-06-06,0.0,35.06
2008-06-09,0.0,34.56
2008-06-10,0.0,34.48
2008-06-11,0.0,34.41
2008-06-12,0.0,34.37
2008-06-13,0.0,34.39
2008-06-16,0.0,34.22
2008-06-17,0.0,34.34
2008-06-18,0.0,34.5
2008-06-19,0.0,34.55
2008-06-20,0.0,34.38
2008-06-23,0.0,34.5
2008-06-24,0.0,34.82
2008-06-25,0.0,35.27
2008-06-26,0.0,0.0
2008-06-27,0.0,34.75
2008-06-30,0.0,35.4
2008-07-01,0.0,35.01
2008-07-02,0.0,35.77
2008-07-03,0.0,36.12
2008-07-04,0.0,35.91
2008-07-07,0.0,35.9
2008-07-08,0.0,36.47
2008-07-09,1.0,37.16
2008-07-10,1.0,36.83
2008-07-11,1.0,35.9
2008-07-14,1.0,35.87
2008-07-15,0.0,35.52
2008-07-16,0.0,35.55
2008-07-17,1.0,35.49
2008-07-18,1.0,35.69
2008-07-21,1.0,35.85
2008-07-22,1.0,36.3
2008-07-23,1.0,36.5
2008-07-24,1.0,36.48
2008-07-25,1.0,36.6
2008-07-28,1.0,36.48
2008-07-29,1.0,36.61
2008-07-30,1.0,36.69
2008-07-31,1.0,36.94
2008-08-01,1.0,36.42
2008-08-04,1.0,36.78
2008-08-05,1.0,37.41
2008-08-06,1.0,37.37
2008-08-07,1.0,37.2
2008-08-08,1.0,37.69
2008-08-11,1.0,37.78
2008-08-12,1.0,37.64
2008-08-13,1.0,37.72
2008-08-14,1.0,37.71
2008-08-15,1.0,38.25
2008-08-18,1.0,38.0
2008-08-19,1.0,37.68
2008-08-20,1.0,37.39
2008-08-21,1.0,36.86
2008-08-22,1.0,36.97
2008-08-25,1.0,37.24
2008-08-26,1.0,37.3
2008-08-27,1.0,37.14
2008-08-28,1.0,37.61
2008-08-29,1.0,37.96
2008-09-01,1.0,38.1
2008-09-02,1.0,38.29
2008-09-03,1.0,37.79
2008-09-04,1.0,37.3
2008-09-05,1.0,37.0
2008-09-08,1.0,36.0
2008-09-09,1.0,36.45
2008-09-10,1.0,37.04
2008-09-11,1.0,36.79
2008-09-12,1.0,36.82
2008-09-15,1.0,36.27
2008-09-16,1.0,35.86
2008-09-17,1.0,35.68
2008-09-18,0.0,35.04
2008-09-19,0.0,35.47
2008-09-22,0.0,34.94
2008-09-23,0.0,35.26
2008-09-24,0.0,34.94
2008-09-25,0.0,35.47
2008-09-26,0.0,35.35
2008-09-29,0.0,34.3
2008-09-30,0.0,35.15
2008-10-01,0.0,35.65
2008-10-02,0.0,36.03
2008-10-03,0.0,36.04
2008-10-06,0.0,35.12
2008-10-07,0.0,35.63
2008-10-08,0.0,33.51
2008-10-09,0.0,31.36
2008-10-10,0.0,29.46
2008-10-13,0.0,31.84
2008-10-14,0.0,32.59
2008-10-15,0.0,31.93
2008-10-16,0.0,31.53
2008-10-17,0.0,33.49
2008-10-20,0.0,34.5
2008-10-21,0.0,34.2
2008-10-22,0.0,34.12
2008-10-23,0.0,33.99
2008-10-24,0.0,32.77
2008-10-27,0.0,33.01
2008-10-28,0.0,33.67
2008-10-29,0.0,34.92
2008-10-30,0.0,34.16
2008-10-31,0.0,35.85
2008-11-03,0.0,36.2
2008-11-04,0.0,36.25
2008-11-05,0.0,34.61
2008-11-06,0.0,34.05
2008-11-07,0.0,35.03
2008-11-10,0.0,35.32
2008-11-11,0.0,35.11
2008-11-12,0.0,35.05
2008-11-13,0.0,34.86
2008-11-14,0.0,35.22
2008-11-17,0.0,34.4
2008-11-18,0.0,34.18
2008-11-19,0.0,34.0
2008-11-20,0.0,32.45
2008-11-21,0.0,30.23
2008-11-24,0.0,32.06
2008-11-25,0.0,31.41
2008-11-26,0.0,31.35
2008-11-27,0.0,31.53
2008-11-28,0.0,32.63
2008-12-01,0.0,32.1
2008-12-02,0.0,31.78
2008-12-03,0.0,32.94
2008-12-04,0.0,32.74
2008-12-05,0.0,32.68
2008-12-08,0.0,33.41
2008-12-09,0.0,33.24
2008-12-10,0.0,32.9
2008-12-11,0.0,32.06
2008-12-12,0.0,32.1
2008-12-15,1.0,31.44
2008-12-16,1.0,31.63
2008-12-17,1.0,31.18
2008-12-18,1.0,31.85
2008-12-19,1.0,31.85
2008-12-22,1.0,31.98
2008-12-23,1.0,32.0
2008-12-24,1.0,0.0
2008-12-25,1.0,0.0
2008-12-26,1.0,0.0
2008-12-29,0.0,31.66
2008-12-30,0.0,31.97
2008-12-31,0.0,0.0
2009-01-01,0.0,0.0
2009-01-02,0.0,32.4
2009-01-05,0.0,33.0
2009-01-06,0.0,33.87
2009-01-07,0.0,33.89
2009-01-08,0.0,33.53
2009-01-09,0.0,33.9
2009-01-12,0.0,33.86
2009-01-13,0.0,33.86
2009-01-14,0.0,33.48
2009-01-15,0.0,33.25
2009-01-16,0.0,33.82
2009-01-19,0.0,33.64
2009-01-20,0.0,33.87
2009-01-21,0.0,33.0
2009-01-22,0.0,33.05
2009-01-23,0.0,32.85
2009-01-26,0.0,33.26
2009-01-27,0.0,32.78
2009-01-28,0.0,32.48
2009-01-29,0.0,31.89
2009-01-30,0.0,32.56
2009-02-02,0.0,32.41
2009-02-03,0.0,32.78
2009-02-04,1.0,32.37
2009-02-05,1.0,32.36
2009-02-06,1.0,32.14
2009-02-09,1.0,32.28
2009-02-10,1.0,32.2
2009-02-11,1.0,32.53
2009-02-12,1.0,32.49
2009-02-13,1.0,32.48
2009-02-16,1.0,32.49
2009-02-17,1.0,31.93
2009-02-18,1.0,32.0
2009-02-19,1.0,31.65
2009-02-20,1.0,31.05
2009-02-23,1.0,31.38
2009-02-24,1.0,30.39
2009-02-25,1.0,29.85
2009-02-26,1.0,29.61
2009-02-27,1.0,29.01
2009-03-02,1.0,28.27
2009-03-03,1.0,27.9
2009-03-04,1.0,28.18
2009-03-05,1.0,28.56
2009-03-06,1.0,27.67
2009-03-09,1.0,27.8
2009-03-10,1.0,28.08
2009-03-11,1.0,28.15
2009-03-12,1.0,28.28
2009-03-13,0.0,28.37
2009-03-16,0.0,29.03
2009-03-17,0.0,28.95
2009-03-18,0.0,28.7
2009-03-19,0.0,28.09
2009-03-20,0.0,28.19
2009-03-23,0.0,28.0
2009-03-24,0.0,28.89
2009-03-25,0.0,28.73
2009-03-26,0.0,28.87
2009-03-30,0.0,28.83
2009-03-31,0.0,29.59
2009-04-01,0.0,29.25
2009-04-02,0.0,30.05
2009-04-03,0.0,29.06
2009-04-06,0.0,28.9
2009-04-07,0.0,29.13
2009-04-08,0.0,28.88
2009-04-09,0.0,28.89
2009-04-14,0.0,28.7
2009-04-15,0.0,29.03
2009-04-16,0.0,29.4
2009-04-17,0.0,29.72
2009-04-20,0.0,29.36
2009-04-21,0.0,29.54
2009-04-22,0.0,28.84
2009-04-23,0.0,28.66
2009-04-24,0.0,29.06
2009-04-27,0.0,29.86
2009-04-28,0.0,29.87
2009-04-29,0.0,29.81
2009-04-30,0.0,30.17
2009-05-04,0.0,30.08
2009-05-05,0.0,29.75
2009-05-06,0.0,30.03
2009-05-07,0.0,29.75
2009-05-08,0.0,29.84
2009-05-11,0.0,29.8
2009-05-12,0.0,30.19
2009-05-13,0.0,30.76
2009-05-14,0.0,30.85
2009-05-15,0.0,30.76
2009-05-18,0.0,30.95
2009-05-19,0.0,30.9
2009-05-20,0.0,31.16
2009-05-21,0.0,30.77
2009-05-22,1.0,30.63
2009-05-25,1.0,30.95
2009-05-26,1.0,30.78
2009-05-27,1.0,30.86
2009-05-28,1.0,30.73
2009-05-29,1.0,30.53
2009-06-01,2.0,31.15
2009-06-02,1.0,30.54
2009-06-03,1.0,30.4
2009-06-04,2.0,30.74
2009-06-05,2.0,30.55
2009-06-08,2.0,30.5
2009-06-09,2.0,30.68
2009-06-10,2.0,30.81
2009-06-11,2.0,31.22
2009-06-12,2.0,32.18
2009-06-15,1.0,31.8
2009-06-16,1.0,31.78
2009-06-17,1.0,32.0
2009-06-18,1.0,32.07
2009-06-19,0.0,32.25
2009-06-22,0.0,31.79
2009-06-23,0.0,32.02
2009-06-24,0.0,31.98
2009-06-25,0.0,31.34
2009-06-26,0.0,31.02
2009-06-29,0.0,31.3
2009-06-30,0.0,31.2
2009-07-01,0.0,31.67
2009-07-02,0.0,31.14
2009-07-03,0.0,31.06
2009-07-06,0.0,31.4
2009-07-07,2.0,31.17
2009-07-08,2.0,31.26
2009-07-09,2.0,31.23
2009-07-10,1.0,30.79
2009-07-13,1.0,30.96
2009-07-14,0.0,31.16
2009-07-15,0.0,31.43
2009-07-16,0.0,31.89
2009-07-17,0.0,31.92
2009-07-20,0.0,32.29
2009-07-21,0.0,32.58
2009-07-22,0.0,32.75
2009-07-23,0.0,33.1
2009-07-24,0.0,33.14
2009-07-27,0.0,33.22
2009-07-28,0.0,33.54
2009-07-29,0.0,33.58
2009-07-30,0.0,33.96
2009-07-31,0.0,33.86
2009-08-03,0.0,33.73
2009-08-04,0.0,33.79
2009-08-05,1.0,33.66
2009-08-06,1.0,33.58
2009-08-07,0.0,33.89
2009-08-10,0.0,33.76
2009-08-11,0.0,33.68
2009-08-12,0.0,33.96
2009-08-13,0.0,33.78
2009-08-14,0.0,33.66
2009-08-17,0.0,33.5
2009-08-18,0.0,33.76
2009-08-19,0.0,33.82
2009-08-20,0.0,33.95
2009-08-21,0.0,34.3
2009-08-24,0.0,34.17
2009-08-25,0.0,34.31
2009-08-26,0.0,34.3
2009-08-27,0.0,34.43
2009-08-28,0.0,34.4
2009-08-31,0.0,34.41
2009-09-01,0.0,34.16
2009-09-02,0.0,34.16
2009-09-03,0.0,33.77
2009-09-04,0.0,33.97
2009-09-07,0.0,34.19
2009-09-08,0.0,34.13
2009-09-09,0.0,34.12
2009-09-10,0.0,34.22
2009-09-11,0.0,34.35
2009-09-14,0.0,33.34
2009-09-15,0.0,33.15
2009-09-16,0.0,33.37
2009-09-17,0.0,33.51
2009-09-18,0.0,33.6
2009-09-21,0.0,33.82
2009-09-22,0.0,34.03
2009-09-23,0.0,33.98
2009-09-24,0.0,33.47
2009-09-25,0.0,33.64
2009-09-28,0.0,34.0
2009-09-29,0.0,34.08
2009-09-30,0.0,33.85
2009-10-01,0.0,33.71
2009-10-02,0.0,33.41
2009-10-05,0.0,33.46
2009-10-06,0.0,33.6
2009-10-07,0.0,33.53
2009-10-08,0.0,33.71
2009-10-09,0.0,33.66
2009-10-12,0.0,34.12
2009-10-13,0.0,33.77
2009-10-14,0.0,34.08
2009-10-15,0.0,34.2
2009-10-16,0.0,33.86
2009-10-19,0.0,34.34
2009-10-20,0.0,34.19
2009-10-21,0.0,34.23
2009-10-22,0.0,33.99
2009-10-23,0.0,33.65
2009-10-26,0.0,33.52
2009-10-27,0.0,34.2
2009-10-28,0.0,34.19
2009-10-29,0.0,33.95
2009-10-30,0.0,33.93
2009-11-02,0.0,33.63
2009-11-03,0.0,33.58
2009-11-04,0.0,33.7
2009-11-05,0.0,33.71
2009-11-06,0.0,33.71
2009-11-09,0.0,34.17
2009-11-10,0.0,34.25
2009-11-11,0.0,34.21
2009-11-12,0.0,34.36
2009-11-13,0.0,34.46
2009-11-16,0.0,34.73
2009-11-17,0.0,34.6
2009-11-18,0.0,34.47
2009-11-19,0.0,34.2
2009-11-20,0.0,34.27
2009-11-23,0.0,34.86
2009-11-24,0.0,34.85
2009-11-25,0.0,35.18
2009-11-26,0.0,34.67
2009-11-27,0.0,34.83
2009-11-30,0.0,34.46
2009-12-01,0.0,35.04
2009-12-02,0.0,35.25
2009-12-03,0.0,35.19
2009-12-04,0.0,35.72
2009-12-07,0.0,35.57
2009-12-08,0.0,35.37
2009-12-09,0.0,35.16
2009-12-10,0.0,35.36
2009-12-11,0.0,35.48
2009-12-14,0.0,35.67
2009-12-15,0.0,35.67
2009-12-16,0.0,36.2
2009-12-17,0.0,36.12
2009-12-18,0.0,36.34
2009-12-21,0.0,36.38
2009-12-22,0.0,36.85
2009-12-23,0.0,36.82
2009-12-28,0.0,36.81
2009-12-29,0.0,36.92
2009-12-30,0.0,36.71
2010-01-04,0.0,37.08
2010-01-05,0.0,36.41
2010-01-06,0.0,36.47
2010-01-07,0.0,36.45
2010-01-08,1.0,36.41
2010-01-11,1.0,36.67
2010-01-12,1.0,36.49
2010-01-13,1.0,36.73
2010-01-14,1.0,37.34
2010-01-15,1.0,37.14
2010-01-18,1.0,37.36
2010-01-19,1.0,37.93
2010-01-20,1.0,37.93
2010-01-21,0.0,37.84
2010-01-22,0.0,37.47
2010-01-25,0.0,37.14
2010-01-26,0.0,37.66
2010-01-27,0.0,37.6
2010-01-28,0.0,37.05
2010-01-29,0.0,37.12
2010-02-01,0.0,37.04
2010-02-02,0.0,37.22
2010-02-03,0.0,37.28
2010-02-04,0.0,36.97
2010-02-05,0.0,36.27
2010-02-08,0.0,36.7
2010-02-09,0.0,36.61
2010-02-10,0.0,36.56
2010-02-11,0.0,37.12
2010-02-12,0.0,37.22
2010-02-15,0.0,37.41
2010-02-16,0.0,37.38
2010-02-17,0.0,37.71
2010-02-18,0.0,37.92
2010-02-19,0.0,38.18
2010-02-22,0.0,37.66
2010-02-23,0.0,37.55
2010-02-24,0.0,37.63
2010-02-25,0.0,37.27
2010-02-26,0.0,37.6
2010-03-01,0.0,38.01
2010-03-02,0.0,38.28
2010-03-03,0.0,38.23
2010-03-04,0.0,38.21
2010-03-05,0.0,38.46
2010-03-08,0.0,38.35
2010-03-09,0.0,38.51
2010-03-10,0.0,38.35
2010-03-11,0.0,38.21
2010-03-12,0.0,37.96
2010-03-15,0.0,38.11
2010-03-16,1.0,38.2
2010-03-17,1.0,38.2
2010-03-18,0.0,38.62
2010-03-19,0.0,38.83
2010-03-22,0.0,38.91
2010-03-23,0.0,38.89
2010-03-24,0.0,39.13
2010-03-25,1.0,39.19
2010-03-26,1.0,38.71
2010-03-29,1.0,38.61
2010-03-30,1.0,38.57
2010-03-31,1.0,38.62
2010-04-01,1.0,38.69
2010-04-02,1.0,0.0
2010-04-05,1.0,0.0
2010-04-06,1.0,38.39
2010-04-07,1.0,38.59
2010-04-08,1.0,38.66
2010-04-09,1.0,38.88
2010-04-12,1.0,38.64
2010-04-13,1.0,38.73
2010-04-14,1.0,38.62
