DATE,VIL FP Equity_DX_SI_QTY,VIL FP Equity_DX_SHORT_INTEREST_VALUE,VIL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VIL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VIL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VIL FP Equity_DX_SI_MV,VIL FP Equity_DX_DSS,VIL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VIL FP Equity_DX_SUPPLY_SI_QTY,VIL FP Equity_DX_BROKER_SI_QTY,VIL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VIL FP Equity_DX_BROKER_SI_MV_NEW_x,VIL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VIL FP Equity_DX_SUPPLY_SI_QTY_INC_x,VIL FP Equity_DX_BROKER_SI_MV_INC_x,VIL FP Equity_DX_SUPPLY_SI_MV_NEW,VIL FP Equity_DX_BROKER_SI_QTY_ADD,VIL FP Equity_DX_BROKER_SI_QTY_NEW,VIL FP Equity_DX_SUPPLY_SI_MV_DEC,VIL FP Equity_DX_BROKER_SI_QTY_INC,VIL FP Equity_DX_SUPPLY_SI_QTY_DEC,VIL FP Equity_DX_BROKER_SI_MV_NEW_y,VIL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VIL FP Equity_DX_BROKER_SI_MV_INC_y,VIL FP Equity_DX_SUPPLY_SI_QTY_INC_y,VIL FP Equity_DX_BROKER_SI_MV_ADD,VIL FP Equity_DX_SUPPLY_SI_QTY_ADD,VIL FP Equity_DX_BROKER_SI_QTY_DEC,VIL FP Equity_DX_SUPPLY_SI_MV,VIL FP Equity_DX_BROKER_SI_MV_DEC,VIL FP Equity_DX_SUPPLY_SI_MV_RMV,VIL FP Equity_DX_BROKER_SI_MV_RMV,VIL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VIL FP Equity_DX_UTILIZATION_QUANTITY,VIL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VIL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VIL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VIL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VIL FP Equity_DX_ACTIVE_UTILIZATION_MV,VIL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VIL FP Equity_DX_BROKER_SI_CON_RATIO,VIL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VIL FP Equity_DX_DEMAND_SUPPLY_RATIO,VIL FP Equity_PX_LAST
2007-07-12,362790.0,1182781.78,2.98,13.79,0.51,1.92,0.0,419938.23,236019.0,128806.0,769478.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2979.0,1.25,0.03,0.0,0.0,25.99,25.99,672215.0,2191580.95,0.0,3.53,26.13,44.36,0.4989,54.96,0.3994,5.22
2007-07-13,360434.0,1193109.86,2.96,13.81,0.5,1.88,0.0,418575.22,236019.0,126450.0,781270.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356.0,1.23,0.02,0.0,0.0,26.06,26.06,669666.0,2216730.69,0.0,3.52,25.91,44.63,0.498,54.67,0.398,5.3
2007-07-16,360310.0,1206201.65,2.96,13.43,0.5,1.91,0.0,422898.7,236019.0,126326.0,790115.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,1.25,0.0,0.0,0.0,22.79,22.79,799434.0,2676247.15,0.0,4.26,22.69,44.65,0.498,54.65,0.348,5.36
2007-07-17,359598.0,1206064.04,2.95,13.39,0.5,1.93,0.0,421299.7,236019.0,125614.0,791589.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,1.26,0.0,0.0,0.0,22.79,22.79,799588.0,2681756.66,0.0,4.29,22.77,44.74,0.4979,54.56,0.3472,5.37
2007-07-18,359617.0,1226342.19,2.95,13.64,0.5,1.93,0.0,428425.38,236019.0,125633.0,804856.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,22.81,22.81,798618.0,2723394.47,0.0,4.33,22.62,44.74,0.4979,54.57,0.3476,5.46
2007-07-19,357181.0,1209111.77,2.93,14.02,0.5,1.95,0.0,417040.5,236019.0,123197.0,798960.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2435.0,1.29,0.0,0.0,0.0,22.82,22.82,798399.0,2702701.51,0.0,4.34,22.9,45.05,0.4973,54.25,0.3453,5.42
2007-07-20,358379.0,1204213.92,2.94,13.93,0.5,1.94,0.0,417988.19,236019.0,124395.0,793063.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,22.78,22.78,800094.0,2688450.86,0.0,4.32,22.85,44.9,0.4977,54.41,0.3459,5.38
2007-07-23,356221.0,1190288.16,2.93,14.29,0.5,1.92,0.0,408446.59,236019.0,122237.0,788641.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2158.0,1.27,0.02,0.0,0.0,22.82,22.82,798116.0,2666850.15,0.0,4.29,22.89,45.17,0.4971,54.13,0.3445,5.35
2007-07-24,350535.0,1160342.16,2.88,14.11,0.49,1.87,0.0,385807.52,236019.0,116551.0,781270.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5686.0,1.26,0.04,0.0,0.0,22.78,22.78,800199.0,2648821.47,0.0,4.26,22.87,45.91,0.4957,53.38,0.3383,5.3
2007-07-25,349634.0,1155175.97,2.87,14.09,0.49,1.87,0.0,382102.71,236019.0,115650.0,779796.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902.0,1.26,0.01,0.0,0.0,22.97,22.97,791551.0,2615251.07,0.0,4.2,23.08,46.02,0.4955,53.26,0.3403,5.29
2007-07-26,350795.0,1165584.71,2.88,14.58,0.49,1.85,0.0,388127.3,236019.0,116811.0,784219.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,14.92,14.92,1345958.0,4472207.59,0.0,7.14,14.84,45.86,0.4957,53.41,0.2217,5.32
2007-07-27,349797.0,1144790.93,2.87,14.72,0.49,1.87,0.0,379024.61,236019.0,115813.0,772426.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,1.26,0.0,0.0,0.0,14.96,14.96,1342115.0,4392379.25,0.0,7.09,15.12,46.01,0.4956,53.28,0.2217,5.24
2007-07-30,350843.0,1117536.73,2.88,16.14,0.49,1.83,0.0,372229.81,236019.0,116859.0,751788.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,14.94,14.94,1343699.0,4280071.11,0.0,6.96,15.05,45.86,0.4957,53.41,0.2221,5.1
2007-07-31,350419.0,1122751.97,2.88,17.1,0.49,1.79,0.0,373060.89,236019.0,116435.0,756211.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,1.2,0.02,0.0,0.0,15.02,15.02,1335390.0,4278625.73,0.0,6.82,15.0,45.9,0.4954,53.36,0.223,5.13
2007-08-01,350266.0,1115698.82,2.88,18.99,0.49,1.8,0.0,370391.9,236019.0,116282.0,751788.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,1.21,0.0,0.0,0.0,15.02,15.02,1335158.0,4252865.54,0.0,6.93,14.9,45.92,0.4954,53.34,0.2229,5.1
2007-08-02,350647.0,1134432.61,2.88,19.39,0.49,1.79,0.0,377434.6,236019.0,116663.0,763581.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,15.02,15.02,1335734.0,4321440.67,0.0,6.85,14.92,45.86,0.4954,53.39,0.2231,5.18
2007-08-03,351275.0,1136464.35,2.89,19.24,0.49,1.81,0.0,379466.34,236019.0,117291.0,763581.75,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,629.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,15.01,15.01,1336686.0,4324520.63,0.0,6.95,14.87,45.79,0.4957,53.47,0.2234,5.18
2007-08-06,350682.0,1149877.54,2.83,19.1,0.49,1.81,0.0,382649.84,236019.0,116698.0,773900.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,1.22,0.0,0.0,0.0,15.2,15.2,1316588.0,4317059.26,0.0,6.88,15.06,45.87,0.4956,53.4,0.2259,5.25
2007-08-07,350011.0,1143305.25,2.82,17.57,0.49,1.85,0.0,379000.31,236019.0,116027.0,770952.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,1.24,0.0,0.0,0.0,15.33,15.33,1303459.0,4257727.65,0.0,6.85,15.38,45.98,0.4956,53.31,0.2274,5.23
2007-08-08,278506.0,916693.15,2.25,13.91,0.39,1.45,0.0,146542.67,236019.0,44522.0,776848.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71505.0,1.23,0.38,0.0,0.0,15.33,15.33,1303108.0,4289136.23,0.0,6.86,15.22,41.24,0.5048,57.85,0.181,5.27
2007-08-09,274590.0,891798.78,2.22,13.63,0.38,1.46,0.0,131878.0,236019.0,40606.0,766529.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3915.0,1.26,0.02,0.0,0.0,15.38,15.38,1298692.0,4217822.73,0.0,6.83,15.53,40.4,0.5078,58.69,0.1789,5.2
2007-08-10,274941.0,884352.79,2.22,13.82,0.38,1.43,0.0,131738.94,236019.0,40957.0,759159.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,100.0,15.36,0.0,0.0,0.0,0.0,100.0,40.48,0.5076,58.62,0.179,5.15
2007-08-13,274782.0,892422.35,2.22,13.53,0.38,1.42,0.0,132501.57,236019.0,40798.0,766529.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,1.22,0.0,0.0,0.0,15.37,15.37,1299550.0,4220609.3,0.0,6.73,15.37,40.44,0.5075,58.64,0.1789,5.2
2007-08-14,346412.0,1090441.27,2.79,16.97,0.48,1.81,0.0,353902.67,236019.0,112428.0,742944.4,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,71630.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,14.89,14.89,1349382.0,4247606.37,0.0,6.95,15.08,46.46,0.4949,52.82,0.2185,5.04
2007-08-15,345981.0,1102049.85,2.79,16.64,0.48,1.76,0.0,356742.93,236019.0,111997.0,751788.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,1.2,0.02,0.0,0.0,14.86,14.86,1352428.0,4307875.5,0.0,6.94,14.75,46.51,0.4948,52.76,0.2178,5.1
2007-08-16,346832.0,1033276.03,2.8,17.31,0.48,1.77,0.0,336194.85,236019.0,112848.0,703143.81,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,851.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,14.85,14.85,1353794.0,4033200.18,0.0,6.76,15.15,46.44,0.4954,52.89,0.2182,4.77
2007-08-17,347517.0,1091749.13,2.8,17.78,0.49,1.65,0.0,356671.91,236019.0,113533.0,741470.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,14.78,14.78,1360539.0,4274229.08,0.0,6.71,14.31,46.27,0.4947,52.97,0.2177,5.03
2007-08-20,346711.0,1104375.11,2.8,17.78,0.48,1.75,0.0,359068.2,236019.0,112727.0,751788.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0,1.19,0.0,0.0,0.0,14.81,14.81,1358037.0,4325741.79,0.0,6.87,14.77,46.41,0.4949,52.86,0.2175,5.1
2007-08-21,348486.0,1099146.36,2.81,17.66,0.49,1.75,0.0,361146.38,236019.0,114502.0,744418.5,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1775.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,14.78,14.78,1360342.0,4290602.67,0.0,6.9,14.69,46.17,0.4953,53.11,0.2183,5.05
2007-08-22,347425.0,1097969.81,2.8,18.66,0.49,1.75,0.0,358508.43,236019.0,113441.0,745892.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061.0,1.19,0.01,0.0,0.0,14.81,14.81,1357810.0,4291097.02,0.0,6.86,14.76,46.32,0.4951,52.96,0.218,5.06
2007-08-23,347762.0,1099034.83,1.47,24.09,0.49,1.75,0.0,359573.46,236019.0,113778.0,745892.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,14.81,14.81,1357140.0,4288979.61,0.0,6.9,14.7,46.27,0.4951,53.01,0.2183,5.06
2007-08-24,347743.0,1103318.56,1.47,25.81,0.49,1.75,0.0,360934.41,236019.0,113759.0,748840.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.19,0.0,0.0,0.0,15.25,15.25,1312004.0,4162724.66,0.0,6.64,15.14,46.27,0.4951,53.0,0.2246,5.08
2007-08-27,347124.0,1086178.45,1.47,29.5,0.48,1.76,0.0,354024.01,236019.0,113140.0,738522.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,1.2,0.0,0.0,0.0,14.84,14.84,1354269.0,4237614.8,0.0,6.88,14.84,46.36,0.4951,52.92,0.2183,5.01
2007-08-28,346736.0,1061142.79,1.47,30.03,0.48,1.74,0.0,345063.6,236019.0,112752.0,722307.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,1.19,0.01,0.0,0.0,14.85,14.85,1353401.0,4141916.95,0.0,6.79,14.87,46.41,0.495,52.87,0.2182,4.9
2007-08-29,347285.0,1058484.89,1.47,30.71,0.49,1.7,0.0,345328.47,236019.0,113301.0,719358.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,15.27,15.27,1310110.0,3993065.16,0.0,6.51,15.05,46.32,0.4949,52.94,0.2246,4.88
2007-08-30,346946.0,1076953.84,1.47,32.08,0.48,1.69,0.0,350644.94,236019.0,112962.0,732625.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,1.15,0.0,0.0,0.0,14.85,14.85,1353334.0,4200879.22,0.0,6.65,14.78,46.37,0.4948,52.89,0.2183,4.97
2007-08-31,345157.0,1075712.08,1.46,32.61,0.48,1.72,0.0,346480.41,236019.0,111173.0,735573.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1789.0,1.17,0.0,0.0,0.0,14.85,14.85,1352844.0,4216257.04,0.0,6.73,14.84,46.62,0.4946,52.65,0.2172,4.99
2007-09-03,344891.0,1098577.88,1.46,27.33,0.48,1.72,0.0,353270.97,236019.0,110907.0,751788.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,1.18,0.0,0.0,0.0,14.86,14.86,1352731.0,4308840.65,0.0,6.85,14.68,46.65,0.4945,52.61,0.2171,5.1
2007-09-04,347022.0,1127039.57,1.47,26.63,0.48,1.77,0.0,367118.8,236019.0,113038.0,766529.94,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,2132.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,14.84,14.84,1353878.0,4397052.88,0.0,6.96,14.75,46.38,0.4951,52.91,0.2183,5.2
2007-09-05,347606.0,1128936.26,1.47,25.35,0.49,1.8,0.0,369015.48,236019.0,113622.0,766529.94,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,584.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,14.83,14.83,1355156.0,4401203.5,0.0,7.07,14.74,46.31,0.4953,52.99,0.2185,5.2
2007-09-06,347436.0,1128384.14,1.47,24.35,0.49,1.8,0.0,368463.36,236019.0,113452.0,766529.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,1.22,0.0,0.0,0.0,14.84,14.84,1354893.0,4400349.35,0.0,7.04,14.81,46.33,0.4953,52.97,0.2184,5.2
2007-09-07,347703.0,1129251.29,1.47,26.1,0.49,1.8,0.0,369330.51,236019.0,113719.0,766529.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,14.85,14.85,1353584.0,4396098.04,0.0,7.02,14.81,46.29,0.4953,53.01,0.2187,5.2
2007-09-10,347382.0,1106512.44,1.47,26.83,0.49,1.8,0.0,361205.53,236019.0,113398.0,751788.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,1.22,0.0,0.0,0.0,14.85,14.85,1353087.0,4309974.61,0.0,6.98,14.92,46.33,0.4952,52.96,0.2186,5.1
2007-09-11,347359.0,1143320.49,1.47,27.39,0.49,1.77,0.0,373170.01,236019.0,113375.0,776848.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.2,0.01,0.0,0.0,14.86,14.86,1352334.0,4451161.95,0.0,6.97,14.69,46.32,0.495,52.96,0.2187,5.27
2007-09-12,347663.0,1166034.96,1.47,26.53,0.49,1.82,0.0,381270.62,236019.0,113679.0,791589.57,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,14.87,14.87,1351523.0,4532904.2,0.0,7.16,14.74,46.3,0.4954,53.0,0.219,5.37
2007-09-13,347015.0,1183367.68,1.47,26.23,0.48,1.86,0.0,385450.87,236019.0,113031.0,804856.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,1.27,0.0,0.0,0.0,15.27,15.27,1309693.0,4466228.75,0.0,7.06,15.23,46.4,0.4954,52.92,0.2245,5.46
2007-09-14,347038.0,1222460.82,1.47,26.22,0.48,1.89,0.0,398239.06,236019.0,113054.0,831390.17,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,15.27,15.27,1309728.0,4613590.35,0.0,7.16,15.25,46.35,0.4948,52.9,0.2245,5.64
2007-09-17,347151.0,1181663.27,1.47,26.0,0.48,1.96,0.0,385207.84,236019.0,113167.0,803382.34,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,15.27,15.27,1309902.0,4458760.26,0.0,7.27,15.46,46.38,0.4952,52.92,0.2246,5.45
2007-09-18,347975.0,1182294.74,1.47,28.6,0.49,1.88,0.0,387300.7,236019.0,113991.0,801908.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,15.24,15.24,1312919.0,4460829.73,0.0,7.17,15.11,46.24,0.4952,53.04,0.2247,5.44
2007-09-19,348915.0,1187667.73,1.48,28.88,0.49,1.89,0.0,387389.73,237142.0,113808.0,807204.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123.0,183.0,1.28,0.0,0.0,0.0,100.0,14.94,0.0,0.0,0.0,0.0,100.0,46.11,0.4919,52.84,0.2199,5.45
2007-09-20,349057.0,1188151.08,1.48,26.38,0.49,1.89,0.0,387873.09,237142.0,113950.0,807204.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,100.0,14.94,0.0,0.0,0.0,0.0,100.0,46.09,0.4919,52.86,0.2199,5.45
2007-09-21,348601.0,1197485.14,1.47,26.21,0.49,1.9,0.0,389865.14,237142.0,113494.0,814610.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,1.29,0.0,0.0,0.0,100.0,15.29,0.0,0.0,0.0,0.0,100.0,46.16,0.4918,52.8,0.2248,5.5
2007-09-24,347732.0,1172781.84,1.47,24.03,0.49,1.91,0.0,379845.84,237142.0,112625.0,799799.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1.3,0.0,0.0,0.0,100.0,15.34,0.0,0.0,0.0,0.0,100.0,46.29,0.4919,52.68,0.225,5.4
2007-09-25,349644.0,1135555.17,1.48,23.84,0.49,1.88,0.0,371987.17,237142.0,114537.0,770177.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,100.0,15.07,0.0,0.0,0.0,0.0,100.0,46.05,0.4924,52.94,0.2221,5.2
2007-09-26,348235.0,1154903.65,1.47,23.21,0.49,1.81,0.0,375183.25,237142.0,113128.0,786469.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409.0,1.23,0.03,0.0,0.0,100.0,15.13,0.0,0.0,0.0,0.0,100.0,46.2,0.4918,52.75,0.2222,5.31
2007-09-27,348410.0,1159836.13,1.47,22.44,0.49,1.85,0.0,377178.94,237142.0,113303.0,789431.59,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,100.0,15.03,0.0,0.0,0.0,0.0,100.0,46.18,0.4918,52.77,0.2208,5.33
2007-09-28,349168.0,1136190.03,1.48,22.31,0.49,1.84,0.0,371153.63,237142.0,114061.0,771658.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,100.0,15.17,0.0,0.0,0.0,0.0,100.0,46.1,0.4922,52.88,0.2234,5.21
2007-10-01,346540.0,1125474.16,1.47,21.51,0.48,1.83,0.0,361906.16,237142.0,111433.0,770177.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2628.0,1.25,0.01,0.0,0.0,100.0,15.27,0.0,0.0,0.0,0.0,100.0,46.45,0.4916,52.52,0.2232,5.2
2007-10-02,346507.0,1144844.49,1.47,22.37,0.48,1.84,0.0,368060.89,237142.0,111400.0,783507.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.26,0.0,0.0,0.0,100.0,15.27,0.0,0.0,0.0,0.0,100.0,46.44,0.4915,52.51,0.2232,5.29
2007-10-03,347668.0,1168223.15,1.47,21.24,0.49,1.85,0.0,378223.96,237142.0,112561.0,796837.14,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1162.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,100.0,15.3,0.0,0.0,0.0,0.0,100.0,46.28,0.4916,52.67,0.2243,5.38
2007-10-04,348131.0,1163255.98,1.47,20.0,0.49,1.87,0.0,377661.98,237142.0,113024.0,792393.81,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,463.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,100.0,15.63,0.0,0.0,0.0,0.0,100.0,46.22,0.4918,52.73,0.2294,5.35
2007-10-05,348983.0,1170462.14,1.48,20.05,0.49,1.87,0.0,381931.35,237142.0,113876.0,795356.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,100.0,15.19,0.0,0.0,0.0,0.0,100.0,46.1,0.4919,52.85,0.2235,5.37
2007-10-08,347196.0,1138447.04,1.47,19.93,0.48,1.87,0.0,367537.04,237142.0,112089.0,777582.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788.0,1.28,0.0,0.0,0.0,100.0,16.16,0.0,0.0,0.0,0.0,100.0,46.37,0.4919,52.61,0.2366,5.25
2007-10-09,350603.0,1160567.25,1.48,19.82,0.49,1.84,0.0,382315.25,237142.0,115496.0,784988.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,100.0,16.15,0.0,0.0,0.0,0.0,100.0,45.89,0.4922,53.07,0.2387,5.3
2007-10-10,348618.0,1145287.09,1.47,19.82,0.49,1.84,0.0,372908.69,237142.0,113511.0,779063.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1985.0,1.25,0.01,0.0,0.0,100.0,16.14,0.0,0.0,0.0,0.0,100.0,46.16,0.4919,52.8,0.2373,5.26
