DATE,FNAC FP Equity_DX_SI_QTY,FNAC FP Equity_DX_SHORT_INTEREST_VALUE,FNAC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FNAC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FNAC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FNAC FP Equity_DX_SI_MV,FNAC FP Equity_DX_DSS,FNAC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FNAC FP Equity_DX_SUPPLY_SI_QTY,FNAC FP Equity_DX_BROKER_SI_QTY,FNAC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FNAC FP Equity_DX_BROKER_SI_MV_NEW_x,FNAC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,FNAC FP Equity_DX_SUPPLY_SI_QTY_INC_x,FNAC FP Equity_DX_BROKER_SI_MV_INC_x,FNAC FP Equity_DX_SUPPLY_SI_MV_NEW,FNAC FP Equity_DX_BROKER_SI_QTY_ADD,FNAC FP Equity_DX_BROKER_SI_QTY_NEW,FNAC FP Equity_DX_SUPPLY_SI_MV_DEC,FNAC FP Equity_DX_BROKER_SI_QTY_INC,FNAC FP Equity_DX_SUPPLY_SI_QTY_DEC,FNAC FP Equity_DX_BROKER_SI_MV_NEW_y,FNAC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,FNAC FP Equity_DX_BROKER_SI_MV_INC_y,FNAC FP Equity_DX_SUPPLY_SI_QTY_INC_y,FNAC FP Equity_DX_BROKER_SI_MV_ADD,FNAC FP Equity_DX_SUPPLY_SI_QTY_ADD,FNAC FP Equity_DX_BROKER_SI_QTY_DEC,FNAC FP Equity_DX_SUPPLY_SI_MV,FNAC FP Equity_DX_BROKER_SI_MV_DEC,FNAC FP Equity_DX_SUPPLY_SI_MV_RMV,FNAC FP Equity_DX_BROKER_SI_MV_RMV,FNAC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FNAC FP Equity_DX_UTILIZATION_QUANTITY,FNAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FNAC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FNAC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,FNAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FNAC FP Equity_DX_ACTIVE_UTILIZATION_MV,FNAC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FNAC FP Equity_DX_BROKER_SI_CON_RATIO,FNAC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FNAC FP Equity_DX_DEMAND_SUPPLY_RATIO,FNAC FP Equity_PX_LAST
2014-10-10,23071.0,639758.83,0.23,1.51,0.14,0.68,0.0,381869.83,9827.0,13771.0,272502.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,5.56,0.51,166819.0,4625890.87,0.0,4.61,5.57,18.56,0.159,25.21,0.0119,27.73
2014-10-13,19713.0,526337.1,0.19,1.23,0.12,0.59,0.0,367685.7,6469.0,13771.0,172722.3,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.09,0.0,3400.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,4.38,0.33,141287.0,3772362.9,0.0,3.92,4.37,18.61,0.1587,25.07,0.0102,26.7
2014-10-14,16313.0,433925.8,0.16,0.96,0.1,0.49,0.0,275868.6,6469.0,10371.0,172075.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400.0,0.17,0.09,0.0,0.0,4.38,0.33,141287.0,3758234.2,0.0,3.77,4.38,21.5,0.1899,31.27,0.0084,26.6
2014-10-15,16271.0,438991.58,0.16,0.9,0.1,0.48,0.0,279809.58,6427.0,10371.0,173400.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,4.35,0.33,141245.0,3810790.1,0.0,3.76,4.35,21.57,0.1909,31.44,0.0084,26.98
2014-10-16,16507.0,441232.11,0.16,0.9,0.1,0.49,0.0,277216.83,6663.0,10371.0,178101.99,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,4.5,0.35,141287.0,3776601.51,0.0,3.81,4.5,21.13,0.1863,30.76,0.0086,26.73
2014-10-17,16271.0,454937.16,0.16,0.85,0.1,0.49,0.0,289973.16,6427.0,10371.0,179698.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,4.36,0.33,141050.0,3943758.0,0.0,3.77,4.39,21.43,0.1901,31.38,0.0085,27.96
2014-10-20,19913.0,570308.32,0.2,1.0,0.12,0.6,0.0,297025.44,10069.0,10371.0,288376.16,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,42.0,0.0,0.28,0.0,0.0,0.0,6.65,0.52,141245.0,4045256.8,0.0,3.95,6.65,20.95,0.1856,30.68,0.0103,28.64
2014-10-21,30395.0,903947.3,0.3,1.51,0.18,0.91,0.0,621417.3,16951.0,20895.0,504122.74,0.0,0.0,0.0,0.0,0.0,10524.0,0.0,0.02,0.0,569.0,0.0,0.0,0.0,0.0,0.3,7451.0,0.0,0.49,0.0,0.0,0.0,10.73,0.88,141050.0,4194827.0,0.0,4.04,10.73,17.82,0.1649,28.6,0.0158,29.74
2014-10-22,30395.0,906682.85,0.3,1.48,0.18,0.94,0.0,623297.85,16951.0,20895.0,505648.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,10.73,0.89,141050.0,4207521.5,0.0,4.19,10.73,17.37,0.1655,28.96,0.0159,29.83
2014-10-23,30395.0,941333.15,0.3,1.27,0.18,0.94,0.0,647118.15,16951.0,20895.0,524972.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,10.73,0.89,140966.0,4365717.02,0.0,4.21,10.73,17.4,0.1653,28.92,0.0159,30.97
2014-10-24,31095.0,995040.0,0.31,1.12,0.19,0.99,0.0,668640.0,17651.0,20895.0,564832.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,9.84,0.93,161641.0,5172512.0,0.0,5.01,9.86,16.54,0.1574,28.41,0.0163,32.0
2014-10-27,31328.0,1005628.8,0.31,1.04,0.19,1.02,0.0,670729.5,17884.0,20895.0,574076.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.57,0.0,0.0,0.0,9.97,0.94,161557.0,5185979.7,0.0,5.17,9.97,16.03,0.1552,28.44,0.0164,32.1
2014-10-28,31328.0,1020352.96,0.31,0.96,0.19,1.03,0.0,680550.15,17884.0,20895.0,582481.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,9.97,0.94,161557.0,5261911.49,0.0,5.19,9.97,16.02,0.1551,28.44,0.0164,32.57
2014-10-29,33045.0,1117251.45,0.33,1.02,0.2,1.1,0.0,772389.45,17651.0,22845.0,596780.31,0.0,0.0,0.0,0.03,0.0,1000.0,0.0,0.01,950.0,233.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.57,0.0,0.0,0.0,9.85,0.92,161557.0,5462242.17,0.0,5.26,9.85,18.4,0.1489,26.68,0.0173,33.81
2014-10-30,33045.0,1112294.7,0.33,0.98,0.2,1.13,0.0,768962.7,17651.0,22845.0,594132.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,46.16,0.92,20591.0,693093.06,0.0,0.7,46.16,17.94,0.1492,27.01,0.0172,33.66
2014-10-31,33045.0,1105355.25,0.33,0.95,0.2,1.12,0.0,764165.25,17651.0,22845.0,590425.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,46.16,0.91,20591.0,688768.95,0.0,0.69,46.15,17.98,0.1492,26.98,0.017,33.45
2014-11-03,29145.0,997050.45,0.29,0.79,0.18,0.99,0.0,781527.45,13751.0,22845.0,470421.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,40.04,0.7,20591.0,704418.11,0.0,0.69,40.04,18.29,0.1464,26.07,0.0149,34.21
2014-11-04,25972.0,869023.12,0.26,0.7,0.16,0.89,0.0,648187.12,14051.0,19372.0,470146.46,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,3473.0,0.48,0.12,0.0,0.0,40.56,0.72,20591.0,688974.86,0.0,0.7,40.56,20.45,0.1735,31.19,0.0133,33.46
2014-11-05,34845.0,1185078.45,0.34,0.92,0.21,1.18,0.0,960612.45,14051.0,28245.0,477874.51,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,8873.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,40.56,0.72,20591.0,700299.91,0.0,0.69,40.57,22.39,0.1899,33.63,0.0178,34.01
2014-11-06,37050.0,1275261.0,0.37,0.97,0.22,1.27,0.0,1048089.0,7127.0,30450.0,245311.34,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.23,2205.0,6924.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,100.0,0.36,0.0,0.0,0.0,0.0,100.0,21.05,0.179,31.14,0.0189,34.42
2014-11-07,30126.0,1043564.64,0.3,0.79,0.18,1.04,0.0,814940.64,7127.0,23526.0,246879.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6924.0,0.25,0.24,0.0,0.0,100.0,0.36,0.0,0.0,0.0,0.0,100.0,17.6,0.2102,38.84,0.0154,34.64
2014-11-10,30126.0,1050493.62,0.3,0.79,0.18,1.04,0.0,820351.62,7127.0,23526.0,248518.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.36,0.36,1963298.0,68460201.26,0.0,68.03,0.36,17.55,0.2094,38.73,0.0153,34.87
2014-11-11,28126.0,996504.18,0.28,0.74,0.17,0.98,0.0,833526.18,5127.0,23526.0,181649.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,100.0,0.26,0.0,0.0,0.0,0.0,100.0,17.49,0.2086,38.63,0.0142,35.43
2014-11-12,43126.0,1509410.0,0.43,1.14,0.26,1.53,0.0,998410.0,15127.0,28526.0,529445.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.3,0.0,0.0,10000.0,3000.0,0.53,0.1,0.0,0.0,0.76,0.76,1973663.0,69078205.0,0.0,69.85,0.76,24.32,0.3657,54.76,0.0217,35.0
2014-11-13,43134.0,1466556.0,0.43,1.15,0.26,1.51,0.0,969884.0,15135.0,28526.0,514590.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,100.0,0.76,0.0,0.0,0.0,0.0,100.0,24.59,0.3642,54.5,0.0217,34.0
2014-11-14,43134.0,1450165.08,0.43,1.19,0.26,1.5,0.0,959044.12,15135.0,28526.0,508838.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,100.0,0.76,0.0,0.0,0.0,0.0,100.0,24.78,0.367,54.69,0.0216,33.62
2014-11-17,42634.0,1438897.5,0.42,1.19,0.26,1.47,0.0,979627.5,14135.0,29026.0,477056.25,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.03,500.0,1000.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,100.0,0.71,0.0,0.0,0.0,0.0,100.0,25.34,0.3727,54.98,0.0213,33.75
2014-11-18,42634.0,1449556.0,0.42,1.21,0.26,1.47,0.0,986884.0,14135.0,29026.0,480590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,100.0,0.7,0.0,0.0,0.0,0.0,100.0,25.26,0.3732,55.06,0.0213,34.0
2014-11-19,42634.0,1530560.6,0.42,1.22,0.26,1.5,0.0,1042033.4,14135.0,29026.0,507446.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,100.0,0.7,0.0,0.0,0.0,0.0,100.0,24.82,0.3767,55.58,0.0212,35.9
2014-11-20,41634.0,1506318.12,0.41,1.17,0.25,1.5,0.0,1013980.68,14135.0,28026.0,511404.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.51,0.03,0.0,0.0,100.0,0.81,0.0,0.0,0.0,0.0,100.0,24.84,0.3935,57.06,0.0238,36.18
2014-11-21,41034.0,1570371.18,0.4,1.14,0.25,1.51,0.0,1049593.02,14135.0,27426.0,540946.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.53,0.02,0.0,0.0,0.81,0.81,1733284.0,66332778.68,0.0,63.1,0.84,23.3,0.402,58.44,0.0235,38.27
2014-11-24,43834.0,1692869.08,0.43,1.17,0.26,1.65,0.0,1167328.12,14135.0,30226.0,545893.7,0.0,0.0,0.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.54,0.0,0.0,0.0,100.0,0.81,0.0,0.0,0.0,0.0,100.0,21.23,0.3556,54.82,0.025,38.62
2014-11-25,65834.0,2531317.3,0.65,1.78,0.4,2.5,0.0,2008089.7,36135.0,52226.0,1389390.75,0.0,0.0,0.0,0.0,0.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,22000.0,0.0,1.39,0.0,0.0,0.0,2.02,2.02,1756402.0,67533656.9,0.0,67.79,2.01,34.29,0.27,35.87,0.0367,38.45
2014-11-26,66834.0,2631254.58,0.66,1.84,0.4,2.57,0.0,2095507.62,37135.0,53226.0,1462004.95,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.06,0.0,0.0,1000.0,0.0,1.44,0.0,0.0,0.0,2.04,2.04,1786851.0,70348323.87,0.0,68.83,2.04,35.26,0.2744,35.71,0.0366,39.37
2014-11-27,93835.0,3652996.55,0.93,2.53,0.57,3.64,0.0,3123198.18,37136.0,80226.0,1445704.48,0.0,0.0,1.0,1.06,0.0,0.0,0.0,0.0,27000.0,0.0,0.0,0.0,1.06,1.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,2.02,2.02,1799776.0,70065279.68,0.0,70.8,2.02,24.99,0.2788,39.04,0.0511,38.93
2014-11-28,95334.0,3670359.0,0.94,2.61,0.57,3.68,0.0,3146451.0,38135.0,81726.0,1468197.5,0.0,0.0,1000.0,0.05,0.0,0.0,0.0,0.0,1500.0,1.0,0.0,0.0,0.05,1000.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,2.04,2.04,1829808.0,70447608.0,0.0,71.23,2.04,25.38,0.2762,38.63,0.051,38.5
2014-12-01,95316.0,3669666.0,0.94,2.67,0.57,3.67,0.0,3146451.0,38117.0,81726.0,1467504.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,2.03,2.03,1838292.0,70774242.0,0.0,70.77,2.03,25.43,0.277,38.71,0.0508,38.5
2014-12-02,95294.0,3731713.04,0.94,2.66,0.57,3.69,0.0,3200390.16,38095.0,81726.0,1491800.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,2.03,2.03,1838498.0,71995581.68,0.0,70.93,2.04,25.79,0.2768,38.5,0.0508,39.16
2014-12-03,92534.0,3591244.54,0.91,2.59,0.56,3.58,0.0,3063118.06,38135.0,78926.0,1480019.35,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,2800.0,1.49,0.11,0.0,0.0,2.03,2.03,1838093.0,71336389.33,0.0,71.98,2.03,26.37,0.2922,39.74,0.0493,38.81
2014-12-04,89484.0,3556094.16,0.88,2.74,0.54,3.48,0.0,3015312.24,38135.0,75876.0,1515484.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050.0,1.48,0.11,0.0,0.0,2.04,2.04,1832065.0,72806263.1,0.0,71.22,2.03,27.58,0.286,37.62,0.0478,39.74
2014-12-05,89576.0,3641264.4,0.88,3.07,0.54,3.53,0.0,3088424.4,38227.0,75976.0,1553927.55,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,2.05,2.05,1829845.0,74383199.25,0.0,72.95,2.03,27.95,0.284,37.1,0.048,40.65
2014-12-08,89576.0,3697697.28,0.88,3.11,0.54,3.58,0.0,3136289.28,38227.0,75976.0,1578010.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,2.04,2.04,1834428.0,75725187.84,0.0,74.56,2.05,27.93,0.2826,36.63,0.0478,41.28
2014-12-09,89576.0,3612600.08,0.88,3.23,0.54,3.57,0.0,3064112.08,38227.0,75976.0,1541694.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,2.04,2.04,1835942.0,74043540.86,0.0,75.42,2.04,27.46,0.2821,36.72,0.0478,40.33
2014-12-10,89576.0,3591101.84,0.88,3.24,0.54,3.55,0.0,3045877.84,38227.0,75976.0,1532520.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,1.97,1.97,1906800.0,76443612.0,0.0,76.86,1.97,27.51,0.2827,36.92,0.0461,40.09
2014-12-11,89576.0,3599163.68,0.88,3.38,0.54,3.54,0.0,3052715.68,38227.0,75976.0,1535960.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,1.95,1.95,1922592.0,77249746.56,0.0,77.09,1.95,27.64,0.2834,36.95,0.0457,40.18
2014-12-12,89576.0,3595580.64,0.88,3.54,0.54,3.54,0.0,3049676.64,38227.0,75976.0,1534431.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,1.96,1.96,1910741.0,76697143.74,0.0,76.72,1.96,27.52,0.2834,37.01,0.046,40.14
2014-12-15,62576.0,2530573.44,0.62,2.67,0.38,2.48,0.0,1980589.44,38227.0,48976.0,1545899.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27000.0,1.54,1.06,0.0,0.0,1.95,1.95,1923766.0,77797097.04,0.0,77.27,1.95,37.76,0.3118,39.62,0.0319,40.44
2014-12-16,62476.0,2422819.28,0.62,2.72,0.38,2.43,0.0,1899289.28,38127.0,48976.0,1478565.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.93,1.93,1933287.0,74972869.86,0.0,77.86,1.92,38.03,0.3096,39.01,0.0317,38.78
2014-12-17,62576.0,2427323.04,0.62,2.74,0.38,2.41,0.0,1899779.04,38227.0,48976.0,1482825.33,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,1.94,1.94,1929421.0,74842240.59,0.0,75.05,1.94,37.65,0.3104,39.47,0.0318,38.79
2014-12-18,62576.0,2504917.28,0.62,2.75,0.38,2.43,0.0,1960509.28,41227.0,48976.0,1650316.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1.61,0.0,0.0,0.0,2.09,2.09,1927708.0,77166151.24,0.0,75.19,2.1,37.8,0.3115,39.5,0.0318,40.03
2014-12-19,62476.0,2499040.0,0.62,2.79,0.38,2.45,0.0,1959040.0,41127.0,48976.0,1645080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,2.08,2.08,1933332.0,77333280.0,0.0,77.42,2.08,38.03,0.3113,39.26,0.0316,40.0
2014-12-22,65476.0,2698920.72,0.65,2.89,0.39,2.63,0.0,2142450.72,41127.0,51976.0,1695254.94,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,2.08,2.08,1932173.0,79644171.06,0.0,77.51,2.09,35.85,0.3241,42.97,0.0332,41.22
2014-12-23,61505.0,2569063.85,0.61,2.7,0.37,2.52,0.0,2042761.85,40227.0,48905.0,1680281.79,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.04,0.0,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,3071.0,1.67,0.12,0.0,0.0,2.04,2.04,1931922.0,80696381.94,0.0,79.78,2.04,37.64,0.3518,44.93,0.0312,41.77
2014-12-24,60505.0,2510957.5,0.6,2.63,0.36,2.47,0.0,1988057.5,40227.0,47905.0,1669420.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.68,0.04,0.0,0.0,2.04,2.04,1932855.0,80213482.5,0.0,80.67,2.04,38.42,0.3618,45.43,0.0307,41.5
2014-12-25,60505.0,2510957.5,0.6,2.69,0.36,2.47,0.0,1988057.5,40227.0,47905.0,1669420.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,2.04,2.04,1932927.0,80216470.5,0.0,80.26,2.04,38.46,0.3616,45.38,0.0307,0.0
2014-12-26,60505.0,2510957.5,0.6,2.69,0.36,2.47,0.0,1988057.5,40227.0,47905.0,1669420.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,2.04,2.04,1934969.0,80301213.5,0.0,80.31,2.04,38.41,0.3619,45.46,0.0306,0.0
2014-12-29,60505.0,2480705.0,0.6,2.69,0.36,2.45,0.0,1964105.0,40227.0,47905.0,1649307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,2.04,2.04,1935275.0,79346275.0,0.0,80.25,2.03,38.56,0.3608,45.2,0.0306,41.0
2014-12-30,60505.0,2489175.7,0.6,2.62,0.36,2.45,0.0,1970811.7,40227.0,47905.0,1654938.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,2.04,2.04,1934679.0,79592694.06,0.0,79.36,2.04,38.36,0.3613,45.41,0.0306,41.14
2014-12-31,60505.0,2510957.5,0.6,2.65,0.36,2.46,0.0,1988057.5,40227.0,47905.0,1669420.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,2.01,2.01,1959162.0,81305223.0,0.0,80.7,2.02,38.31,0.3623,45.58,0.0303,41.5
2015-01-01,60505.0,2510957.5,0.6,2.67,0.36,2.47,0.0,1988057.5,40227.0,47905.0,1669420.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,2.01,2.01,1959162.0,81305223.0,0.0,81.19,2.01,38.3,0.3622,45.58,0.0303,0.0
2015-01-02,60505.0,2480705.0,0.6,2.67,0.36,2.45,0.0,1964105.0,40227.0,47905.0,1649307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,2.01,2.01,1959814.0,80352374.0,0.0,81.24,2.01,38.55,0.3605,45.16,0.0303,41.0
2015-01-05,64519.0,2636891.53,0.64,2.84,0.39,2.62,0.0,2121357.35,40241.0,51905.0,1644649.67,0.0,0.0,0.0,0.06,0.0,2500.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.06,0.0,0.1,14.0,0.0,1.65,0.0,0.0,0.0,2.01,2.01,1960246.0,80115254.02,0.0,80.41,2.01,36.47,0.3229,42.11,0.0323,40.87
2015-01-06,56419.0,2258452.57,0.56,2.57,0.34,2.26,0.0,1757517.15,32141.0,43905.0,1286604.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,8100.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,1.31,0.34,0.0,0.0,1.6,1.6,1972285.0,78950568.55,0.0,80.5,1.6,33.64,0.3046,41.79,0.0281,40.03
2015-01-07,56519.0,2216675.18,0.56,2.66,0.34,2.23,0.0,1721954.1,32241.0,43905.0,1264492.02,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,1.66,1.66,1913578.0,75050529.16,0.0,76.57,1.65,33.31,0.3037,41.91,0.029,39.22
