DATE,ALDLS FP Equity_DX_SI_QTY,ALDLS FP Equity_DX_SHORT_INTEREST_VALUE,ALDLS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDLS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDLS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDLS FP Equity_DX_SI_MV,ALDLS FP Equity_DX_DSS,ALDLS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDLS FP Equity_DX_SUPPLY_SI_QTY,ALDLS FP Equity_DX_BROKER_SI_QTY,ALDLS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDLS FP Equity_DX_BROKER_SI_QTY_ADD,ALDLS FP Equity_DX_SUPPLY_SI_MV_DEC,ALDLS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDLS FP Equity_DX_BROKER_SI_MV_ADD,ALDLS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDLS FP Equity_DX_BROKER_SI_QTY_DEC,ALDLS FP Equity_DX_SUPPLY_SI_MV,ALDLS FP Equity_DX_BROKER_SI_MV_DEC,ALDLS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDLS FP Equity_DX_UTILIZATION_QUANTITY,ALDLS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDLS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDLS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDLS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDLS FP Equity_DX_BROKER_SI_CON_RATIO,ALDLS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDLS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALDLS FP Equity_PX_LAST
2006-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25
2006-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14500.0,92734.5,0.15,0.0,0.0,0.0,0.0,10.31
2006-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14500.0,89046.71,0.15,0.0,0.0,0.0,0.0,9.9
2006-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14500.0,88147.25,0.15,0.0,0.0,0.0,0.0,9.8
2006-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14500.0,88147.25,0.15,0.0,0.0,0.0,0.0,0.0
2006-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14500.0,88417.09,0.15,0.0,0.0,0.0,0.0,9.83
2006-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14500.0,90485.85,0.15,0.0,0.0,0.0,0.0,10.06
2006-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14500.0,92644.56,0.15,0.0,0.0,0.0,0.0,10.3
2007-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14500.0,92644.56,0.15,0.0,0.0,0.0,0.0,10.3
2007-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42451.0,269651.33,0.43,0.0,0.0,0.0,0.0,10.24
2007-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42451.0,265964.69,0.44,0.0,0.0,0.0,0.0,10.1
2007-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42451.0,267018.01,0.44,0.0,0.0,0.0,0.0,10.14
2007-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42451.0,267544.68,0.44,0.0,0.0,0.0,0.0,10.16
2007-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42451.0,269388.0,0.44,0.0,0.0,0.0,0.0,10.23
2007-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30106.0,191421.89,0.31,0.0,0.0,0.0,0.0,10.25
2007-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30106.0,192168.9,0.31,0.0,0.0,0.0,0.0,10.29
2007-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30106.0,192915.92,0.31,0.0,0.0,0.0,0.0,10.33
2007-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30106.0,195156.95,0.31,0.0,0.0,0.0,0.0,10.45
2007-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30106.0,206362.14,0.31,0.0,0.0,0.0,0.0,11.05
2007-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13451.0,90364.47,0.15,0.0,0.0,0.0,0.0,10.83
2007-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13451.0,89613.52,0.15,0.0,0.0,0.0,0.0,10.74
2007-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13451.0,89947.28,0.15,0.0,0.0,0.0,0.0,10.78
2007-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13451.0,88445.37,0.15,0.0,0.0,0.0,0.0,10.6
2007-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13451.0,86776.59,0.15,0.0,0.0,0.0,0.0,10.4
2007-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18042.0,119192.51,0.19,0.0,0.0,0.0,0.0,10.65
2007-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18042.0,117961.41,0.19,0.0,0.0,0.0,0.0,10.54
