DATE,BN FP Equity_DX_SI_QTY,BN FP Equity_DX_SHORT_INTEREST_VALUE,BN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BN FP Equity_DX_SI_MV,BN FP Equity_DX_DSS,BN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BN FP Equity_DX_SUPPLY_SI_QTY,BN FP Equity_DX_BROKER_SI_QTY,BN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BN FP Equity_DX_BROKER_SI_MV_NEW_x,BN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BN FP Equity_DX_SUPPLY_SI_QTY_INC_x,BN FP Equity_DX_BROKER_SI_MV_INC_x,BN FP Equity_DX_SUPPLY_SI_MV_NEW,BN FP Equity_DX_BROKER_SI_QTY_ADD,BN FP Equity_DX_BROKER_SI_QTY_NEW,BN FP Equity_DX_SUPPLY_SI_MV_DEC,BN FP Equity_DX_BROKER_SI_QTY_INC,BN FP Equity_DX_SUPPLY_SI_QTY_DEC,BN FP Equity_DX_BROKER_SI_MV_NEW_y,BN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BN FP Equity_DX_BROKER_SI_MV_INC_y,BN FP Equity_DX_SUPPLY_SI_QTY_INC_y,BN FP Equity_DX_BROKER_SI_MV_ADD,BN FP Equity_DX_SUPPLY_SI_QTY_ADD,BN FP Equity_DX_BROKER_SI_QTY_DEC,BN FP Equity_DX_SUPPLY_SI_MV,BN FP Equity_DX_BROKER_SI_MV_DEC,BN FP Equity_DX_SUPPLY_SI_MV_RMV,BN FP Equity_DX_BROKER_SI_MV_RMV,BN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BN FP Equity_DX_UTILIZATION_QUANTITY,BN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BN FP Equity_DX_ACTIVE_UTILIZATION_MV,BN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BN FP Equity_DX_BROKER_SI_CON_RATIO,BN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BN FP Equity_DX_DEMAND_SUPPLY_RATIO,BN FP Equity_PX_LAST
2010-10-01,12487936.0,455317502.73,2.24,6.2,1.93,546.11,1.0,255641378.41,7971208.0,7011444.0,290634939.21,0.0,0.0,46426.0,3.68,0.0,0.0,0.0,0.4,84033.0,7000.0,0.0,0.0,3.68,46426.0,0.0,40000.0,60079.0,347.38,2.55,0.0,0.0,6.06,6.06,123613696.0,4507028172.27,0.0,5395.17,6.05,14.01,0.0963,15.19,0.0949,43.765
2010-10-04,12730332.0,460019207.91,2.29,6.44,1.96,558.34,1.0,263512980.67,7956022.0,7292321.0,287496267.86,0.0,0.0,150755.0,15.42,0.0,1581.0,0.0,8.42,342786.0,193896.0,0.0,0.0,15.42,150755.0,0.07,27955.0,63490.0,348.31,2.64,0.0,0.0,5.99,5.99,124889984.0,4512984540.85,0.0,5457.59,6.0,13.64,0.0945,15.03,0.0958,43.375
2010-10-05,12447748.0,456704032.22,2.24,6.28,1.92,542.89,1.0,258254921.74,7848223.0,7038896.0,287948879.58,0.0,0.0,4311.0,0.0,0.0,0.0,0.0,5.0,4457.0,112110.0,0.0,0.0,0.0,4311.0,0.0,0.0,257882.0,340.63,11.7,0.0,0.0,5.91,5.91,124893216.0,4582293547.74,0.0,5429.42,5.9,14.0,0.0967,15.16,0.0938,44.04
2010-10-06,12664723.0,467777314.55,2.28,6.5,1.95,555.5,1.0,253724418.97,8212694.0,6869400.0,303339594.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,7209.0,0.0,0.0,0.0,0.0,0.0,371680.0,169496.0,360.5,6.68,0.0,0.0,6.19,6.19,124499696.0,4598452998.72,0.0,5477.73,6.17,13.87,0.0945,14.74,0.0954,44.335
2010-10-07,13028273.0,476755123.17,2.34,6.93,2.01,574.09,1.0,266612799.41,7680830.0,7285720.0,281071409.29,0.0,0.0,7552.0,19.58,0.0,0.0,0.0,23.65,457951.0,539416.0,0.0,0.0,19.58,7552.0,0.0,0.0,41631.0,339.95,1.51,0.0,0.0,5.74,5.74,126195280.0,4617975556.7,0.0,5574.53,5.75,14.23,0.0969,14.72,0.0973,43.925
2010-10-08,13211563.0,478289340.97,2.37,7.07,2.04,580.23,1.0,265250983.97,7863223.0,7326904.0,284666980.48,0.0,0.0,104643.0,3.19,0.0,27500.0,0.0,2.04,91158.0,46000.0,0.0,0.0,3.19,104643.0,1.27,123750.0,77474.0,345.53,3.29,0.0,0.0,5.86,5.86,126267928.0,4571192982.15,0.0,5531.78,5.88,14.36,0.097,14.42,0.0985,43.455
2010-10-11,12651302.0,454791952.27,2.27,6.71,1.95,552.07,1.0,245260162.95,7758614.0,6822593.0,278908463.97,0.0,0.0,0.0,1.35,0.0,0.0,0.0,4.9,28817.0,104609.0,0.0,0.0,1.35,0.0,0.0,0.0,533128.0,338.67,23.76,0.0,0.0,5.84,5.84,125037224.0,4494867264.23,0.0,5434.55,5.87,14.86,0.0952,15.0,0.0953,43.15
2010-10-12,12331983.0,446600603.54,2.22,6.42,1.9,536.45,1.0,235768432.18,7761602.0,6510274.0,281085056.45,0.0,0.0,27488.0,5.74,0.0,0.0,0.0,1.35,140956.0,27500.0,0.0,0.0,5.74,27488.0,0.0,3000.0,453275.0,336.42,18.19,0.0,0.0,5.86,5.86,124671920.0,4514971737.84,0.0,5391.85,5.87,12.62,0.0912,15.12,0.0931,43.47
2010-10-13,12063879.0,444228062.47,2.17,6.28,1.86,527.18,1.0,231778758.17,7709368.0,6294404.0,283881959.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,53000.0,0.0,0.0,0.0,0.0,0.0,766.0,215870.0,336.27,10.97,0.0,0.0,5.75,5.75,126424120.0,4655313757.51,0.0,5514.89,5.75,12.83,0.0933,15.43,0.0899,44.2
2010-10-14,12565165.0,461012025.71,2.26,6.61,1.94,553.14,1.0,240506320.24,7932277.0,6555147.0,291032794.9,0.0,0.0,50735.0,0.0,0.0,314901.0,0.0,1.88,0.0,44468.0,0.0,0.0,0.0,50735.0,14.49,216642.0,54158.0,349.29,1.46,0.0,0.0,5.99,5.99,124415576.0,4564769083.56,0.0,5478.24,5.99,12.25,0.0875,14.76,0.0949,44.04
2010-10-15,12409741.0,453552014.3,2.23,6.51,1.92,549.01,1.0,233491110.95,7696116.0,6388604.0,281278143.84,0.0,0.0,18580.0,8.19,0.0,0.0,0.0,16.57,159457.0,376238.0,0.0,0.0,8.19,18580.0,0.0,121497.0,326000.0,339.61,14.6,0.0,0.0,5.85,5.85,123812880.0,4525121122.19,0.0,5460.78,5.86,12.34,0.0857,15.06,0.0944,43.87
2010-10-18,11016676.0,402179285.62,1.98,5.71,1.7,484.95,1.0,193068965.6,7490590.0,5288632.0,273454546.09,0.0,0.0,94329.0,5.75,0.0,0.0,0.0,15.0,129394.0,338328.0,0.0,0.0,5.75,94329.0,0.0,38473.0,1229366.0,328.83,55.14,0.0,0.0,5.7,5.7,124000136.0,4526799745.48,0.0,5447.43,5.69,13.94,0.0979,17.07,0.0838,43.82
2010-10-19,10754258.0,389194788.18,1.93,5.56,1.66,473.01,1.0,196428273.87,7112322.0,5427720.0,257393736.91,0.0,0.0,98661.0,7.61,0.0,0.0,0.0,22.25,174906.0,506929.0,0.0,0.0,7.61,98661.0,0.0,30000.0,35818.0,312.78,1.66,0.0,0.0,5.4,5.4,124514448.0,4506156930.12,0.0,5469.92,5.41,14.36,0.1048,17.63,0.0817,43.44
2010-10-20,9708092.0,350808509.33,1.74,4.99,1.5,422.14,1.0,163197874.79,6434903.0,4516253.0,232529597.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.52,0.0,677419.0,0.0,0.0,0.0,0.0,0.0,0.0,911467.0,278.29,40.32,0.0,0.0,4.91,4.91,124560864.0,4501091565.73,0.0,5388.49,4.91,16.05,0.1146,19.65,0.0741,43.375
2010-10-21,9868220.0,373694953.63,1.77,5.09,1.52,434.4,1.0,176926945.24,6441830.0,4672137.0,243942612.06,0.0,0.0,67211.0,5.42,0.0,34200.0,0.0,4.02,121684.0,94744.0,0.0,0.0,5.42,67211.0,1.56,34460.0,0.0,284.26,0.0,0.0,0.0,4.92,4.92,124550720.0,4716552279.42,0.0,5501.0,4.91,16.18,0.1118,19.02,0.0753,45.455
2010-10-22,9851561.0,373925871.3,1.77,4.79,1.52,442.41,1.0,173169401.81,6511836.0,4562372.0,247163261.75,0.0,0.0,309061.0,0.05,0.0,0.0,0.0,12.19,1212.0,298455.0,0.0,0.0,0.05,309061.0,0.0,59400.0,110977.0,294.68,4.82,0.0,0.0,4.98,4.98,124232384.0,4715364644.31,0.0,5646.34,4.96,15.74,0.1117,18.62,0.0754,45.56
2010-10-25,9709568.0,369426178.4,1.74,4.62,1.5,441.28,1.0,164239233.9,6719799.0,4316673.0,255672514.39,0.0,0.0,211763.0,0.07,0.0,0.0,0.0,0.17,1.0,3800.0,0.0,0.0,0.07,211763.0,0.0,0.0,245700.0,304.52,10.2,0.0,0.0,5.16,5.16,123605384.0,4702893541.83,0.0,5622.26,5.14,15.81,0.116,19.57,0.0745,45.67
2010-10-26,9649632.0,366824190.81,1.73,4.6,1.49,441.42,1.0,161973045.78,6715693.0,4260843.0,255292497.21,0.0,0.0,14200.0,0.22,0.0,20000.0,0.0,0.91,4170.0,22011.0,0.0,0.0,0.22,14200.0,0.91,3705.0,80000.0,306.63,3.66,0.0,0.0,5.15,5.15,123764496.0,4704823054.03,0.0,5661.51,5.14,16.05,0.1169,19.63,0.074,45.63
2010-10-27,9858667.0,369103372.78,1.77,4.7,1.52,450.23,1.0,161519984.9,6720579.0,4314162.0,251614987.7,0.0,0.0,56627.0,10.19,0.0,3200.0,0.0,12.89,216619.0,279584.0,0.0,0.0,10.19,56627.0,0.15,227843.0,166500.0,305.83,7.71,0.0,0.0,5.16,5.16,123499632.0,4623762087.6,0.0,5619.74,5.16,15.76,0.1136,19.09,0.0757,44.94
2010-10-28,9702239.0,364297570.35,1.74,4.63,1.5,437.52,1.0,159938764.29,6563707.0,4259606.0,246452650.01,0.0,0.0,300.0,0.01,0.0,0.0,0.0,2.91,444.0,63349.0,0.0,0.0,0.01,300.0,0.0,8049.0,55000.0,295.16,2.47,4.58,0.0,5.11,5.11,121875720.0,4576163159.99,101872.0,5468.48,5.12,16.2,0.1174,19.35,0.0755,45.07
2010-10-29,9619306.0,364429223.88,1.73,4.59,1.48,435.24,1.0,161842230.52,6468467.0,4271913.0,245059093.51,0.0,101872.0,0.0,1.19,4.63,0.0,0.0,8.79,40000.0,197112.0,0.0,101872.0,1.19,0.0,0.0,0.0,27693.0,292.67,1.03,0.0,0.0,4.99,4.99,123054624.0,4661947662.26,0.0,5559.89,5.0,16.37,0.1159,19.44,0.0743,45.475
2010-11-01,9667375.0,368142989.51,1.74,4.73,1.49,440.77,1.0,163028504.5,6632347.0,4281102.0,252566188.04,0.0,4776.0,200703.0,0.88,0.22,1170.0,0.0,1.58,10819.0,42392.0,0.0,4776.0,0.88,200703.0,0.06,793.0,2800.0,302.04,0.0,0.0,0.0,5.1,5.1,123326120.0,4696377920.78,0.0,5620.48,5.1,16.22,0.1158,19.57,0.0744,45.71
2010-11-02,9663735.0,369453527.88,1.74,4.78,1.49,441.29,1.0,163670489.42,6557547.0,4281102.0,250701087.45,0.0,0.0,64835.0,0.0,0.0,0.0,0.0,12.2,0.0,269652.0,0.0,0.0,0.0,64835.0,0.0,130017.0,0.0,299.13,0.0,0.0,0.0,5.06,5.06,123000192.0,4702411113.71,0.0,5608.75,5.06,16.22,0.1173,20.2,0.0746,45.89
2010-11-03,9486864.0,359964878.66,1.7,4.74,1.46,432.94,1.0,152987911.61,6629786.0,4031992.0,251557323.16,0.0,0.0,143470.0,0.0,0.0,0.0,0.0,3.17,0.0,71231.0,0.0,0.0,0.0,143470.0,0.0,0.0,249110.0,302.6,11.62,0.0,0.0,5.11,5.11,123179248.0,4673852503.84,0.0,5617.64,5.11,16.81,0.1221,20.86,0.0731,45.545
2010-11-04,9405822.0,362923568.24,1.69,4.7,1.45,429.27,1.0,166233136.58,6243347.0,4308233.0,240899495.12,0.0,0.0,12502.0,9.82,0.0,62876.0,0.0,13.89,213365.0,297069.0,0.0,0.0,9.82,12502.0,2.97,0.0,0.0,285.15,0.0,4.64,0.0,4.83,4.83,122976968.0,4745065347.59,101872.0,5611.64,4.84,16.92,0.122,20.79,0.0728,46.315
2010-11-05,9120425.0,352557375.87,1.64,4.46,1.41,423.49,1.0,163616495.61,5926991.0,4232650.0,229112611.94,0.0,102000.0,146893.0,0.0,4.73,0.0,0.0,34.87,0.0,765647.0,0.0,102000.0,0.0,146893.0,0.0,200398.0,75583.0,275.62,3.17,0.0,0.0,4.58,4.58,123458272.0,4772378963.23,0.0,5741.35,4.58,17.28,0.127,21.5,0.0705,46.4
2010-11-08,9075077.0,351333643.19,1.63,4.45,1.4,422.59,1.0,163838089.23,5929541.0,4231998.0,229556976.98,0.0,0.0,11615.0,2.02,0.0,43100.0,0.0,1.39,19124.0,30138.0,0.0,0.0,2.02,11615.0,2.01,21073.0,62876.0,275.69,3.1,0.0,0.0,4.64,4.64,121773624.0,4714359003.73,0.0,5663.3,4.64,17.31,0.1261,20.99,0.0711,46.47
2010-11-09,9449091.0,371205608.06,1.7,4.64,1.46,441.1,1.0,182815881.71,5818497.0,4653604.0,228578465.05,0.0,0.0,6995.0,0.1,0.0,488000.0,0.0,11.25,2200.0,242039.0,0.0,0.0,0.1,6995.0,22.68,124000.0,68594.0,271.97,3.33,0.0,0.0,4.53,4.53,122674360.0,4819237151.72,0.0,5740.08,4.52,16.68,0.1186,20.12,0.0735,47.155
2010-11-10,9520370.0,369445226.42,1.71,4.55,1.47,448.83,1.0,185375287.34,5769879.0,4777004.0,223904559.76,0.0,0.0,9606.0,5.81,0.0,0.0,0.0,4.46,123400.0,97921.0,0.0,0.0,5.81,9606.0,0.0,39697.0,0.0,271.87,0.0,0.0,0.0,4.5,4.5,122506640.0,4753963696.0,0.0,5773.2,4.5,16.54,0.118,20.04,0.0742,46.58
2010-11-11,9507749.0,369113876.85,1.71,4.47,1.47,444.08,1.0,181915441.19,5892925.0,4685834.0,228777641.56,0.0,151.0,198615.0,0.0,0.01,0.0,0.0,5.22,0.0,107659.0,0.0,151.0,0.0,198615.0,0.0,32589.0,91170.0,274.71,4.32,0.03,0.0,4.61,4.61,122020664.0,4737138132.78,650.0,5693.46,4.6,16.37,0.1157,19.87,0.0743,46.6
2010-11-12,7828530.0,300824599.68,1.41,3.72,1.21,364.16,1.0,118268093.53,5757758.0,3077758.0,221251658.41,0.0,0.0,51960.0,1.2,0.0,26000.0,0.0,32.86,30445.0,705222.0,0.0,0.0,1.2,51960.0,1.27,518095.0,1664521.0,266.72,77.53,0.0,0.0,4.49,4.49,122344056.0,4701278741.97,0.0,5678.16,4.49,12.78,0.1121,19.58,0.0611,46.125
2010-11-15,7953345.0,307807384.18,1.43,3.78,1.23,368.57,1.0,119132274.2,5954413.0,3078224.0,230445465.38,0.0,0.0,9000.0,3.18,0.0,0.0,0.0,5.28,75143.0,111221.0,0.0,0.0,3.18,9000.0,0.0,299027.0,74677.0,275.54,3.58,0.01,0.0,4.63,4.63,122574416.0,4743829213.53,151.0,5683.82,4.62,12.7,0.114,19.65,0.0619,46.455
2010-11-16,7827261.0,301427924.73,1.41,3.74,1.21,364.08,1.0,113539919.25,5949354.0,2948322.0,229109701.3,0.0,0.0,34974.0,0.0,0.0,0.0,0.0,1.81,0.0,40033.0,0.0,0.0,0.0,34974.0,0.0,0.0,129902.0,276.28,6.01,0.0,0.0,4.63,4.63,122622248.0,4722184393.81,0.0,5700.86,4.62,12.95,0.1144,19.98,0.0609,46.225
2010-11-17,7871030.0,302490521.32,1.41,3.73,1.21,364.32,1.0,113306575.99,5993237.0,2948322.0,230325304.89,0.0,0.0,43883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43883.0,0.0,0.0,0.0,276.72,0.0,0.0,0.0,4.68,4.68,122198512.0,4696194983.31,0.0,5650.49,4.67,12.86,0.1136,19.89,0.0614,46.13
2010-11-18,7503135.0,291633696.35,1.35,3.58,1.16,346.92,1.0,96746134.69,6085494.0,2489079.0,236532477.34,0.0,0.0,92257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92257.0,0.0,0.0,459243.0,281.21,21.35,0.0,0.0,4.74,4.74,122423752.0,4758396499.16,0.0,5659.36,4.73,13.49,0.1161,21.14,0.0584,46.655
2010-11-19,8273131.0,323802100.51,1.49,3.93,1.28,385.42,1.0,133060751.69,6076875.0,3399697.0,237842829.94,0.0,0.0,7000.0,42.3,0.0,25200.0,0.0,11.76,912415.0,254329.0,0.0,0.0,42.3,7000.0,1.23,238710.0,26997.0,283.42,1.0,0.0,0.0,4.76,4.76,121481672.0,4754671546.58,0.0,5672.7,4.76,12.38,0.1086,19.06,0.0649,46.98
2010-11-22,7757543.0,302717707.67,1.39,3.7,1.2,364.0,1.0,115430665.77,5912620.0,2958064.0,230724441.07,0.0,0.0,8249.0,9.49,0.0,0.0,0.0,8.27,183567.0,178172.0,0.0,0.0,9.49,8249.0,0.0,5668.0,625200.0,277.44,29.1,0.0,0.0,4.64,4.64,121616784.0,4745775056.21,0.0,5714.44,4.63,12.74,0.1118,20.28,0.0608,46.84
2010-11-23,8109520.0,309966890.45,1.46,3.85,1.25,379.83,1.0,136175826.74,5659956.0,3562705.0,216338200.21,0.0,0.0,5668.0,28.37,0.0,0.0,0.0,14.07,606145.0,300374.0,0.0,0.0,28.37,5668.0,0.0,42042.0,1504.0,264.06,0.07,0.0,0.0,4.31,4.31,125801760.0,4808469596.23,0.0,5887.31,4.29,14.48,0.1113,18.79,0.0617,45.88
2010-11-24,7957547.0,305914886.2,1.43,3.79,1.23,368.03,1.0,132431550.06,5425761.0,3444848.0,208584512.14,0.0,0.0,23224.0,0.47,0.0,48200.0,0.0,18.22,10000.0,381341.0,0.0,0.0,0.47,23224.0,2.21,123922.0,176057.0,250.02,9.54,0.0,0.0,4.12,4.12,126243440.0,4853222680.37,0.0,5821.81,4.12,14.01,0.1136,19.39,0.0604,46.145
2010-11-25,7572124.0,291760303.76,1.36,3.64,1.17,349.9,1.0,117728094.01,5326662.0,3055425.0,205240765.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,103099.0,0.0,0.0,0.0,0.0,0.0,4000.0,389423.0,245.88,19.07,0.0,0.0,4.05,4.05,126159400.0,4861027746.72,0.0,5830.59,4.05,14.84,0.1186,20.45,0.0576,46.25
2010-11-26,7063400.0,269363596.52,1.27,3.44,1.09,326.02,1.0,96839938.75,5333973.0,2539390.0,203411692.81,0.0,0.0,10145.0,0.06,0.0,26000.0,0.0,0.13,1256.0,2834.0,0.0,0.0,0.06,10145.0,1.26,0.0,543291.0,245.99,25.08,0.0,0.0,4.05,4.05,126310112.0,4816851097.96,0.0,5839.3,4.04,13.85,0.1195,21.84,0.0537,45.775
2010-11-29,7017934.0,264150997.03,1.26,3.45,1.08,322.09,1.0,94555278.06,5307012.0,2512134.0,199752877.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,28438.0,0.0,0.0,0.0,0.0,0.0,1477.0,27256.0,243.32,1.33,0.0,0.0,4.03,4.03,126470976.0,4760294754.24,0.0,5785.06,4.04,13.85,0.1212,22.24,0.0533,45.18
2010-11-30,6524599.0,245283191.42,1.17,3.15,1.01,295.57,1.0,77957631.16,4985719.0,2073694.0,187431146.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,0.0,321293.0,0.0,0.0,0.0,0.0,0.0,0.0,438440.0,225.68,20.42,0.0,0.0,3.79,3.79,126464072.0,4754240249.8,0.0,5736.65,3.79,14.82,0.1335,23.57,0.0496,45.125
2010-12-01,6478494.0,247085123.0,1.16,3.1,1.0,293.22,0.0,73711298.51,5080621.0,1932687.0,193771247.56,0.0,0.0,114436.0,0.09,0.0,2000.0,0.0,3.84,1993.0,85335.0,0.0,0.0,0.09,114436.0,0.09,65801.0,145000.0,230.01,6.81,0.0,0.0,3.97,3.97,122993424.0,4690881136.47,0.0,5557.29,3.97,15.07,0.1389,24.27,0.0506,45.78
2010-12-02,6668625.0,260892222.54,1.2,3.18,1.03,306.72,1.0,81132341.51,5129672.0,2073811.0,200684778.2,0.0,0.0,64.0,6.92,0.0,0.0,0.0,0.57,150000.0,15567.0,0.0,0.0,6.92,64.0,0.0,64554.0,8876.0,236.25,0.42,0.0,0.0,4.04,4.04,121860936.0,4767485116.37,0.0,5577.43,4.06,14.55,0.1334,23.69,0.0525,46.96
2010-12-03,6901439.0,266694440.65,1.24,3.45,1.07,321.59,1.0,81023851.31,5339586.0,2096711.0,206339272.37,0.0,0.0,212581.0,0.0,0.0,22900.0,0.0,0.12,0.0,2667.0,0.0,0.0,0.0,212581.0,1.1,0.0,0.0,248.46,0.0,0.0,0.0,4.19,4.19,122142816.0,4720002595.46,0.0,5677.2,4.19,14.25,0.1266,22.64,0.0541,46.385
2010-12-06,7096310.0,274786534.35,1.27,3.59,1.1,330.36,1.0,91301040.1,5273336.0,2357832.0,204196508.31,0.0,0.0,17180.0,12.95,0.0,0.0,0.0,3.96,275044.0,83430.0,0.0,0.0,12.95,17180.0,0.0,0.0,13923.0,245.73,0.94,0.0,0.0,4.13,4.13,122513576.0,4744026255.84,0.0,5707.19,4.13,13.73,0.1204,22.1,0.0555,46.48
2010-12-07,7215422.0,283245987.38,1.3,3.7,1.11,336.82,1.0,92540728.52,5446436.0,2357387.0,213803314.97,0.0,0.0,53543.0,0.12,0.0,15744.0,0.0,1.64,2489.0,34945.0,0.0,0.0,0.12,53543.0,0.74,154502.0,18678.0,254.49,0.89,0.0,0.0,4.27,4.27,122244384.0,4798781172.77,0.0,5711.39,4.27,13.68,0.1197,21.97,0.0565,47.12
2010-12-08,7254950.0,284737243.26,1.3,3.74,1.12,341.74,1.0,93395126.65,5453622.0,2379657.0,214039971.89,0.0,0.0,3037.0,1.39,0.0,0.0,0.0,0.0,29371.0,694.0,0.0,0.0,1.39,3037.0,0.0,4843.0,7101.0,256.99,0.32,0.0,0.0,4.3,4.3,121430600.0,4765823925.98,0.0,5733.15,4.29,13.67,0.1185,21.75,0.0572,47.11
2010-12-09,7082345.0,277402433.84,1.27,3.69,1.09,333.19,1.0,86635860.92,5447547.0,2211895.0,213370401.51,0.0,0.0,10000.0,0.75,0.0,0.0,0.0,0.73,16000.0,16075.0,0.0,0.0,0.75,10000.0,0.0,0.0,183762.0,256.3,8.65,0.0,0.0,4.28,4.28,121872752.0,4773531651.42,0.0,5733.23,4.28,14.02,0.123,22.35,0.0556,47.015
2010-12-10,7262267.0,284328644.04,1.3,3.81,1.12,341.16,1.0,85526764.24,5625485.0,2184508.0,220246174.11,0.0,0.0,97418.0,0.09,0.0,0.0,0.0,2.98,1984.0,62978.0,0.0,0.0,0.09,97418.0,0.0,143498.0,29371.0,264.24,1.38,0.0,0.0,4.42,4.42,121675936.0,4763795367.88,0.0,5714.88,4.42,13.65,0.1201,21.78,0.057,46.995
2010-12-13,6468269.0,255074593.04,1.16,3.46,1.0,304.06,0.0,53710370.76,5641077.0,1362006.0,222454480.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,30592.0,822502.0,265.26,38.71,0.0,0.0,4.46,4.46,120887584.0,4767172066.07,0.0,5675.15,4.47,15.33,0.1441,24.63,0.0511,47.335
2010-12-14,6556304.0,259474780.4,1.18,3.48,1.01,310.56,1.0,55113988.04,5729112.0,1392598.0,226737515.23,0.0,0.0,52625.0,0.0,0.0,30592.0,0.0,10.62,0.0,226000.0,0.0,0.0,0.0,52625.0,1.5,261410.0,0.0,271.62,0.0,0.0,0.0,4.51,4.51,121162976.0,4795192015.21,0.0,5744.09,4.52,15.08,0.1422,24.22,0.0517,47.505
2010-12-15,6541430.0,259185852.65,1.18,3.46,1.01,311.44,1.0,51344032.62,5710996.0,1295840.0,226282229.99,0.0,0.0,95947.0,0.0,0.0,3242.0,0.0,5.32,0.0,114063.0,0.0,0.0,0.0,95947.0,0.15,0.0,100000.0,272.12,4.64,0.0,0.0,4.5,4.5,121272352.0,4805077476.24,0.0,5791.69,4.49,15.24,0.1423,24.24,0.0515,47.56
2010-12-16,6737365.0,267791162.62,1.21,3.56,1.04,320.89,1.0,57478296.73,5649816.0,1446098.0,224564172.38,0.0,0.0,10817.0,7.18,0.0,0.0,0.0,6.38,150258.0,135518.0,0.0,0.0,7.18,10817.0,0.0,63521.0,0.0,269.2,0.0,0.0,0.0,4.44,4.44,121593384.0,4832992374.31,0.0,5802.56,4.43,14.77,0.1404,23.58,0.0529,47.71
2010-12-17,7129873.0,280362898.23,1.28,3.86,1.1,338.95,1.0,59025620.34,6055770.0,1501073.0,238126713.93,0.0,0.0,307370.0,3.2,0.0,0.0,0.0,1.23,66898.0,25485.0,0.0,0.0,3.2,307370.0,0.0,124069.0,11923.0,287.76,0.46,0.0,0.0,4.77,4.77,121008752.0,4758340635.55,0.0,5756.74,4.76,14.65,0.1368,23.23,0.0561,47.2
2010-12-20,7268053.0,286977178.44,1.31,3.9,1.12,343.85,1.0,70638514.61,5979409.0,1789008.0,236095405.96,0.0,0.0,4776.0,13.65,0.0,0.0,0.0,4.03,290304.0,81327.0,0.0,0.0,13.65,4776.0,0.0,190.0,2369.0,283.02,0.15,0.0,0.0,4.69,4.69,121491128.0,4797045525.0,0.0,5751.02,4.69,14.26,0.133,22.83,0.057,47.395
2010-12-21,7342507.0,293617782.7,1.32,3.96,1.13,349.57,1.0,72615717.28,5951205.0,1815903.0,237981334.78,0.0,0.0,1430.0,1.34,0.0,0.0,0.0,2.57,28000.0,55324.0,0.0,0.0,1.34,1430.0,0.0,25690.0,1105.0,283.66,0.05,0.0,0.0,4.64,4.64,122309832.0,4891019058.45,0.0,5829.16,4.64,14.06,0.1319,22.6,0.0572,48.0
2010-12-22,7050504.0,280560607.65,1.27,3.94,1.09,337.49,1.0,72396692.77,5663216.0,1819333.0,225356275.55,0.0,0.0,555.0,0.45,0.0,3866.0,0.0,13.67,557.0,288544.0,0.0,0.0,0.45,555.0,0.19,0.0,993.0,271.32,0.04,0.0,0.0,4.43,4.43,122137104.0,4860200081.4,0.0,5860.33,4.42,14.73,0.1407,23.49,0.0552,47.765
2010-12-23,6959619.0,278335554.93,1.25,4.0,1.07,332.52,1.0,69854650.87,5577331.0,1746675.0,223053807.82,0.0,0.0,71980.0,0.0,0.0,0.0,0.0,8.52,0.0,173806.0,0.0,0.0,0.0,71980.0,0.0,15941.0,72658.0,266.74,3.5,0.0,0.0,4.37,4.37,122068336.0,4881870406.99,0.0,5841.36,4.37,14.88,0.1439,23.81,0.0545,48.005
2010-12-24,6960900.0,279256653.97,1.25,4.04,1.07,333.56,1.0,70131937.34,5566122.0,1748146.0,223301096.88,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.48,1471.0,11209.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,266.96,0.0,0.0,0.0,4.36,4.36,121998000.0,4894302930.78,0.0,5861.17,4.36,14.92,0.1437,23.76,0.0546,48.155
