DATE,ALWTR FP Equity_DX_SI_QTY,ALWTR FP Equity_DX_SHORT_INTEREST_VALUE,ALWTR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALWTR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALWTR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALWTR FP Equity_DX_SI_MV,ALWTR FP Equity_DX_DSS,ALWTR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALWTR FP Equity_DX_SUPPLY_SI_QTY,ALWTR FP Equity_DX_BROKER_SI_QTY,ALWTR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALWTR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALWTR FP Equity_DX_BROKER_SI_MV_INC_x,ALWTR FP Equity_DX_BROKER_SI_QTY_ADD,ALWTR FP Equity_DX_SUPPLY_SI_MV_DEC,ALWTR FP Equity_DX_BROKER_SI_QTY_INC,ALWTR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALWTR FP Equity_DX_BROKER_SI_MV_INC_y,ALWTR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALWTR FP Equity_DX_BROKER_SI_MV_ADD,ALWTR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALWTR FP Equity_DX_BROKER_SI_QTY_DEC,ALWTR FP Equity_DX_SUPPLY_SI_MV,ALWTR FP Equity_DX_BROKER_SI_MV_DEC,ALWTR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALWTR FP Equity_DX_UTILIZATION_QUANTITY,ALWTR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALWTR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALWTR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALWTR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALWTR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALWTR FP Equity_DX_BROKER_SI_CON_RATIO,ALWTR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALWTR FP Equity_DX_DEMAND_SUPPLY_RATIO,ALWTR FP Equity_PX_LAST
2023-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2023-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2023-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
2023-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17
2023-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12750.0,109522.5,0.11,0.0,0.0,0.0,0.0,0.0,8.59
2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12750.0,113602.5,0.11,0.0,0.0,0.0,0.0,0.0,8.91
2023-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12750.0,127755.0,0.13,0.0,0.0,0.0,0.0,0.0,10.02
2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12750.0,154249.5,0.15,0.0,0.0,0.0,0.0,0.0,12.098
2023-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12750.0,131503.5,0.13,0.0,0.0,0.0,0.0,0.0,10.314
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12750.0,151954.5,0.15,0.0,0.0,0.0,0.0,0.0,11.918
2023-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12750.0,145477.5,0.15,0.0,0.0,0.0,0.0,0.0,11.41
2023-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12750.0,149812.5,0.15,0.0,0.0,0.0,0.0,0.0,11.75
2023-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12750.0,141729.0,0.14,0.0,0.0,0.0,0.0,0.0,11.116
2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12750.0,130687.5,0.13,0.0,0.0,0.0,0.0,0.0,10.25
2023-07-25,1100.0,11660.0,0.06,0.04,0.02,0.01,0.0,11660.0,1100.0,1100.0,11660.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.01,1100.0,0.0,0.01,0.0,100.0,7.94,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0794,10.6
2023-07-26,1100.0,11990.0,0.06,0.03,0.02,0.01,0.0,11990.0,1100.0,1100.0,11990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,7.94,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0794,10.9
2023-07-27,1100.0,11913.0,0.06,0.03,0.02,0.01,0.0,11913.0,1100.0,1100.0,11913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,7.94,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0794,10.83
2023-07-28,1100.0,11616.0,0.06,0.03,0.02,0.01,0.0,11616.0,1100.0,1100.0,11616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,7.94,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0794,10.56
2023-07-31,1100.0,11110.0,0.06,0.03,0.02,0.01,0.0,11110.0,1100.0,1100.0,11110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,7.94,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0794,10.1
2023-08-01,1100.0,11484.0,0.06,0.03,0.02,0.01,0.0,11484.0,1100.0,1100.0,11484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,7.94,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0794,10.44
2023-08-02,1100.0,11743.6,0.06,0.03,0.02,0.01,0.0,11743.6,1100.0,1100.0,11743.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,7.94,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0794,10.676
2023-08-03,2200.0,23425.6,0.12,0.06,0.04,0.02,0.0,11712.8,1100.0,1100.0,11712.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,7.94,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.1588,10.648
2023-08-04,2200.0,22994.4,0.12,0.06,0.04,0.02,0.0,11497.2,1100.0,1100.0,11497.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,7.94,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.1588,10.452
2023-08-07,1100.0,11220.0,0.06,0.03,0.02,0.01,0.0,11220.0,1100.0,1100.0,11220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,7.94,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0794,10.2
2023-08-08,1100.0,10759.1,0.06,0.03,0.02,0.01,0.0,10759.1,1100.0,1100.0,10759.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,7.94,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0794,9.781
2023-08-09,1100.0,10890.0,0.06,0.03,0.02,0.01,0.0,10890.0,1100.0,1100.0,10890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,7.94,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0794,9.9
2023-08-10,1100.0,10121.1,0.06,0.03,0.02,0.01,0.0,10121.1,1100.0,1100.0,10121.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,7.94,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0794,9.201
2023-08-11,1100.0,8965.0,0.06,0.03,0.02,0.01,0.0,8965.0,1100.0,1100.0,8965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,7.94,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0794,8.15
2023-08-14,1100.0,8446.9,0.06,0.03,0.02,0.01,0.0,8446.9,1100.0,1100.0,8446.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,7.94,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0794,7.679
2023-08-15,2200.0,16808.0,0.12,0.06,0.04,0.02,0.0,8404.0,1100.0,1100.0,8404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,7.94,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.1588,7.64
2023-08-16,600.0,5040.0,0.03,0.02,0.01,0.0,0.0,5040.0,600.0,600.0,5040.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,100.0,4.33,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0433,8.4
2023-08-17,600.0,5460.0,0.03,0.02,0.01,0.01,0.0,5460.0,600.0,600.0,5460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,4.33,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0433,9.1
2023-08-18,100.0,850.0,0.01,0.0,0.0,0.0,0.0,850.0,100.0,100.0,850.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,100.0,0.72,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0072,8.5
2023-08-21,100.0,919.0,0.01,0.0,0.0,0.0,0.0,919.0,100.0,100.0,919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.78,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0078,9.19
2023-08-22,100.0,892.0,0.01,0.0,0.0,0.0,0.0,892.0,100.0,100.0,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.78,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0078,8.92
2023-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12750.0,114737.25,0.11,0.0,0.0,0.0,0.0,0.0,8.999
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12750.0,111435.0,0.11,0.0,0.0,0.0,0.0,0.0,8.74
2023-08-25,400.0,3480.0,0.02,0.01,0.01,0.0,0.0,3480.0,400.0,400.0,3480.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.7
2023-08-28,400.0,3571.6,0.02,0.02,0.01,0.0,0.0,3571.6,400.0,400.0,3571.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.929
2023-08-29,800.0,7048.8,0.04,0.05,0.01,0.01,0.0,3524.4,400.0,400.0,3524.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0608,8.811
2023-08-30,400.0,3400.0,0.02,0.03,0.01,0.0,0.0,3400.0,400.0,400.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.5
