DATE,ALWTR FP Equity_DX_SI_QTY,ALWTR FP Equity_DX_SHORT_INTEREST_VALUE,ALWTR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALWTR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALWTR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALWTR FP Equity_DX_SI_MV,ALWTR FP Equity_DX_DSS,ALWTR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALWTR FP Equity_DX_SUPPLY_SI_QTY,ALWTR FP Equity_DX_BROKER_SI_QTY,ALWTR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALWTR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALWTR FP Equity_DX_BROKER_SI_MV_INC_x,ALWTR FP Equity_DX_BROKER_SI_QTY_ADD,ALWTR FP Equity_DX_SUPPLY_SI_MV_DEC,ALWTR FP Equity_DX_BROKER_SI_QTY_INC,ALWTR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALWTR FP Equity_DX_BROKER_SI_MV_INC_y,ALWTR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALWTR FP Equity_DX_BROKER_SI_MV_ADD,ALWTR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALWTR FP Equity_DX_BROKER_SI_QTY_DEC,ALWTR FP Equity_DX_SUPPLY_SI_MV,ALWTR FP Equity_DX_BROKER_SI_MV_DEC,ALWTR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALWTR FP Equity_DX_UTILIZATION_QUANTITY,ALWTR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALWTR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALWTR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALWTR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALWTR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALWTR FP Equity_DX_BROKER_SI_CON_RATIO,ALWTR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALWTR FP Equity_DX_DEMAND_SUPPLY_RATIO,ALWTR FP Equity_PX_LAST
2023-08-31,400.0,3380.0,0.02,0.03,0.01,0.0,0.0,3380.0,400.0,400.0,3380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.45
2023-09-01,400.0,3438.8,0.02,0.03,0.01,0.0,0.0,3438.8,400.0,400.0,3438.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.597
2023-09-04,800.0,6880.0,0.04,0.07,0.01,0.01,0.0,3440.0,400.0,400.0,3440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0608,8.6
2023-09-05,400.0,3392.4,0.02,0.04,0.01,0.0,0.0,3392.4,400.0,400.0,3392.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.481
2023-09-06,400.0,3428.0,0.02,0.04,0.01,0.0,0.0,3428.0,400.0,400.0,3428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.57
2023-09-07,400.0,3400.0,0.02,0.04,0.01,0.0,0.0,3400.0,400.0,400.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.5
2023-09-08,400.0,3447.6,0.02,0.04,0.01,0.0,0.0,3447.6,400.0,400.0,3447.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.619
2023-09-11,400.0,3447.6,0.02,0.05,0.01,0.0,0.0,3447.6,400.0,400.0,3447.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.619
2023-09-12,800.0,6728.0,0.04,0.1,0.01,0.01,0.0,3364.0,400.0,400.0,3364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0608,8.41
2023-09-13,400.0,3380.0,0.02,0.05,0.01,0.0,0.0,3380.0,400.0,400.0,3380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.45
2023-09-14,400.0,3320.0,0.02,0.05,0.01,0.0,0.0,3320.0,400.0,400.0,3320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.3
2023-09-15,400.0,3260.0,0.02,0.05,0.01,0.0,0.0,3260.0,400.0,400.0,3260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.15
2023-09-18,400.0,3247.6,0.02,0.05,0.01,0.0,0.0,3247.6,400.0,400.0,3247.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.119
2023-09-19,400.0,3184.8,0.02,0.05,0.01,0.0,0.0,3184.8,400.0,400.0,3184.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,7.962
2023-09-20,400.0,3200.0,0.02,0.05,0.01,0.0,0.0,3200.0,400.0,400.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.0
2023-09-21,400.0,3239.6,0.02,0.05,0.01,0.0,0.0,3239.6,400.0,400.0,3239.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.099
2023-09-22,400.0,3239.6,0.02,0.06,0.01,0.0,0.0,3239.6,400.0,400.0,3239.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.099
2023-09-25,800.0,6471.2,0.04,0.13,0.01,0.01,0.0,3235.6,400.0,400.0,3235.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0608,8.089
2023-09-26,800.0,6328.0,0.04,0.15,0.01,0.01,0.0,3164.0,400.0,400.0,3164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0608,7.91
2023-09-27,400.0,3156.4,0.02,0.08,0.01,0.0,0.0,3156.4,400.0,400.0,3156.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,7.891
2023-09-28,400.0,3128.8,0.02,0.09,0.01,0.0,0.0,3128.8,400.0,400.0,3128.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,7.822
2023-09-29,400.0,3140.4,0.02,0.1,0.01,0.0,0.0,3140.4,400.0,400.0,3140.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,7.851
2023-10-02,400.0,3280.0,0.02,0.12,0.01,0.0,0.0,3280.0,400.0,400.0,3280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.2
2023-10-03,400.0,3479.6,0.02,0.12,0.01,0.0,0.0,3479.6,400.0,400.0,3479.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.699
2023-10-04,400.0,3315.6,0.02,0.12,0.01,0.0,0.0,3315.6,400.0,400.0,3315.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.289
2023-10-05,400.0,3299.6,0.02,0.12,0.01,0.0,0.0,3299.6,400.0,400.0,3299.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.249
2023-10-06,400.0,3272.0,0.02,0.12,0.01,0.0,0.0,3272.0,400.0,400.0,3272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.18
2023-10-09,400.0,3280.0,0.02,0.12,0.01,0.0,0.0,3280.0,400.0,400.0,3280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.2
2023-10-10,400.0,3280.0,0.02,0.12,0.01,0.0,0.0,3280.0,400.0,400.0,3280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.2
2023-10-11,400.0,3312.0,0.02,0.12,0.01,0.0,0.0,3312.0,400.0,400.0,3312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.28
2023-10-12,400.0,3340.0,0.02,0.12,0.01,0.0,0.0,3340.0,400.0,400.0,3340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.35
2023-10-13,400.0,3368.0,0.02,0.13,0.01,0.0,0.0,3368.0,400.0,400.0,3368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.42
2023-10-16,400.0,3360.0,0.02,0.13,0.01,0.0,0.0,3360.0,400.0,400.0,3360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.4
2023-10-17,400.0,3380.0,0.02,0.13,0.01,0.0,0.0,3380.0,400.0,400.0,3380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.45
2023-10-18,400.0,3439.6,0.02,0.13,0.01,0.0,0.0,3439.6,400.0,400.0,3439.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.04,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0304,8.599
2023-10-19,8.0,67.43,0.0,0.0,0.0,0.0,0.0,33.72,4.0,4.0,33.72,0.0,0.0,4.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,100.0,0.03,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0006,8.429
2023-10-20,8.0,69.11,0.0,0.0,0.0,0.0,0.0,34.56,4.0,4.0,34.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.03,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0006,8.639
