DATE,ALIMP FP Equity_DX_SI_QTY,ALIMP FP Equity_DX_SHORT_INTEREST_VALUE,ALIMP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALIMP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALIMP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALIMP FP Equity_DX_SI_MV,ALIMP FP Equity_DX_DSS,ALIMP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALIMP FP Equity_DX_SUPPLY_SI_QTY,ALIMP FP Equity_DX_BROKER_SI_QTY,ALIMP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALIMP FP Equity_DX_BROKER_SI_MV_NEW_x,ALIMP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALIMP FP Equity_DX_BROKER_SI_MV_INC_x,ALIMP FP Equity_DX_BROKER_SI_QTY_ADD,ALIMP FP Equity_DX_BROKER_SI_QTY_NEW,ALIMP FP Equity_DX_SUPPLY_SI_MV_DEC,ALIMP FP Equity_DX_BROKER_SI_QTY_INC,ALIMP FP Equity_DX_SUPPLY_SI_QTY_DEC,ALIMP FP Equity_DX_BROKER_SI_MV_NEW_y,ALIMP FP Equity_DX_BROKER_SI_MV_INC_y,ALIMP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALIMP FP Equity_DX_BROKER_SI_MV_ADD,ALIMP FP Equity_DX_SUPPLY_SI_QTY_ADD,ALIMP FP Equity_DX_BROKER_SI_QTY_DEC,ALIMP FP Equity_DX_SUPPLY_SI_MV,ALIMP FP Equity_DX_BROKER_SI_MV_DEC,ALIMP FP Equity_DX_SUPPLY_SI_MV_RMV,ALIMP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALIMP FP Equity_DX_UTILIZATION_QUANTITY,ALIMP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALIMP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALIMP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALIMP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALIMP FP Equity_DX_ACTIVE_UTILIZATION_MV,ALIMP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALIMP FP Equity_DX_BROKER_SI_CON_RATIO,ALIMP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALIMP FP Equity_DX_DEMAND_SUPPLY_RATIO,ALIMP FP Equity_PX_LAST
2013-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,129610.2,0.0,0.13,0.0,0.0,0.0,0.0,0.0,6.74
2013-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,129610.2,0.0,0.13,0.0,0.0,0.0,0.0,0.0,6.74
2013-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,130956.3,0.0,0.13,0.0,0.0,0.0,0.0,0.0,6.81
2013-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,130956.3,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,130956.3,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,130187.1,0.0,0.13,0.0,0.0,0.0,0.0,0.0,6.77
2013-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,131148.6,0.0,0.13,0.0,0.0,0.0,0.0,0.0,6.82
2013-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,130764.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,6.8
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,130764.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,131533.2,0.0,0.13,0.0,0.0,0.0,0.0,0.0,6.84
2014-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,131533.2,0.0,0.13,0.0,0.0,0.0,0.0,0.0,6.84
2014-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,134417.7,0.0,0.13,0.0,0.0,0.0,0.0,0.0,6.99
2014-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,135956.1,0.0,0.13,0.0,0.0,0.0,0.0,0.0,7.07
2014-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,146148.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,7.6
2014-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,145955.7,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.59
2014-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,146148.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,7.6
2014-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,146340.3,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.61
2014-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,146917.2,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.64
2014-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,149032.5,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.75
2014-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,149417.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.77
2014-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,149417.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.77
2014-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,150570.9,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.83
2014-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,150763.2,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.84
2014-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,149801.7,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.79
2014-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,149801.7,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.79
2014-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,148840.2,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.74
2014-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,147109.5,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.65
2014-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,147494.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.67
2014-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,148071.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.7
2014-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,148071.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,7.7
2014-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,148071.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.7
2014-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,146724.9,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.63
2014-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,145186.5,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.55
2014-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,145186.5,0.0,0.14,0.0,0.0,0.0,0.0,0.0,7.55
2014-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,144994.2,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.54
2014-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,145186.5,0.0,0.14,0.0,0.0,0.0,0.0,0.0,7.55
2014-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,145571.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.57
2014-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,145571.1,0.0,0.14,0.0,0.0,0.0,0.0,0.0,7.57
2014-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,146340.3,0.0,0.14,0.0,0.0,0.0,0.0,0.0,7.61
2014-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,147109.5,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.65
2014-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,147109.5,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.65
2014-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,150763.2,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.84
2014-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,149994.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.8
2014-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,157686.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,8.2
2014-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,157686.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,8.2
2014-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,156532.2,0.0,0.16,0.0,0.0,0.0,0.0,0.0,8.14
2014-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,157109.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,8.17
