DATE,LBIRD FP Equity_DX_SI_QTY,LBIRD FP Equity_DX_SHORT_INTEREST_VALUE,LBIRD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LBIRD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LBIRD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LBIRD FP Equity_DX_SI_MV,LBIRD FP Equity_DX_DSS,LBIRD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LBIRD FP Equity_DX_SUPPLY_SI_QTY,LBIRD FP Equity_DX_BROKER_SI_QTY,LBIRD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LBIRD FP Equity_DX_BROKER_SI_MV_NEW_x,LBIRD FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LBIRD FP Equity_DX_SUPPLY_SI_QTY_INC_x,LBIRD FP Equity_DX_BROKER_SI_MV_INC_x,LBIRD FP Equity_DX_SUPPLY_SI_MV_NEW,LBIRD FP Equity_DX_BROKER_SI_QTY_ADD,LBIRD FP Equity_DX_BROKER_SI_QTY_NEW,LBIRD FP Equity_DX_SUPPLY_SI_MV_DEC,LBIRD FP Equity_DX_BROKER_SI_QTY_INC,LBIRD FP Equity_DX_SUPPLY_SI_QTY_DEC,LBIRD FP Equity_DX_BROKER_SI_MV_NEW_y,LBIRD FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LBIRD FP Equity_DX_BROKER_SI_MV_INC_y,LBIRD FP Equity_DX_SUPPLY_SI_QTY_INC_y,LBIRD FP Equity_DX_BROKER_SI_MV_ADD,LBIRD FP Equity_DX_SUPPLY_SI_QTY_ADD,LBIRD FP Equity_DX_BROKER_SI_QTY_DEC,LBIRD FP Equity_DX_SUPPLY_SI_MV,LBIRD FP Equity_DX_BROKER_SI_MV_DEC,LBIRD FP Equity_DX_SUPPLY_SI_MV_RMV,LBIRD FP Equity_DX_BROKER_SI_MV_RMV,LBIRD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LBIRD FP Equity_DX_UTILIZATION_QUANTITY,LBIRD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LBIRD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LBIRD FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LBIRD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LBIRD FP Equity_DX_ACTIVE_UTILIZATION_MV,LBIRD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LBIRD FP Equity_DX_BROKER_SI_CON_RATIO,LBIRD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LBIRD FP Equity_DX_DEMAND_SUPPLY_RATIO,LBIRD FP Equity_PX_LAST
2006-07-17,10000.0,255500.0,0.76,9.08,0.47,0.2,0.0,255500.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33204.0,848362.2,0.0,0.7,0.0,0.0,1.0,100.0,0.3012,25.55
2006-07-18,10000.0,265900.0,0.72,9.07,0.45,0.2,0.0,265900.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31761.0,844524.99,0.0,0.68,0.0,0.0,1.0,100.0,0.3149,26.59
2006-07-19,10000.0,271500.0,0.72,9.92,0.45,0.2,0.0,271500.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32796.0,890411.4,0.0,0.7,0.0,0.0,1.0,100.0,0.3049,27.15
2006-07-20,10000.0,267500.0,0.72,9.95,0.45,0.2,0.0,267500.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33353.0,892192.75,0.0,0.71,0.0,0.0,1.0,100.0,0.2998,26.75
2006-07-21,10000.0,261500.0,0.72,8.82,0.45,0.2,0.0,261500.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32955.0,861773.25,0.0,0.7,0.0,0.0,1.0,100.0,0.3034,26.15
2006-07-24,10000.0,260000.0,0.72,8.81,0.45,0.2,0.0,260000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32696.0,850096.0,0.0,0.69,0.0,0.0,1.0,100.0,0.3058,26.0
2006-07-25,10000.0,260000.0,0.72,9.69,0.45,0.2,0.0,260000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32209.0,837434.0,0.0,0.68,0.0,0.0,1.0,100.0,0.3105,26.0
2006-07-26,10000.0,255600.0,0.72,10.73,0.45,0.2,0.0,255600.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31950.0,816642.0,0.0,0.68,0.0,0.0,1.0,100.0,0.313,25.56
2006-07-27,10000.0,269300.0,0.72,10.74,0.45,0.2,0.0,269300.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31771.0,855593.03,0.0,0.68,0.0,0.0,1.0,100.0,0.3148,26.93
2006-07-28,10000.0,265900.0,0.72,11.55,0.45,0.2,0.0,265900.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33134.0,881033.06,0.0,0.71,0.0,0.0,1.0,100.0,0.3018,26.59
2006-07-31,10000.0,264000.0,0.72,12.01,0.45,0.2,0.0,264000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32796.0,865814.4,0.0,0.7,0.0,0.0,1.0,100.0,0.3049,26.4
2006-08-01,10000.0,260000.0,0.72,12.09,0.45,0.2,0.0,260000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32607.0,847782.0,0.0,0.69,0.0,0.0,1.0,100.0,0.3067,26.0
2006-08-02,10000.0,263800.0,0.72,12.11,0.45,0.2,0.0,263800.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32209.0,849673.42,0.0,0.69,0.0,0.0,1.0,100.0,0.3105,26.38
2006-08-03,10000.0,259400.0,0.72,12.26,0.45,0.2,0.0,259400.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31950.0,828783.0,0.0,0.68,0.0,0.0,1.0,100.0,0.313,25.94
2006-08-04,10000.0,248000.0,0.72,12.9,0.45,0.2,0.0,248000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32149.0,797295.2,0.0,0.68,0.0,0.0,1.0,100.0,0.3111,24.8
2006-08-07,10000.0,248000.0,0.72,13.28,0.45,0.2,0.0,248000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31015.0,769172.0,0.0,0.65,0.0,0.0,1.0,100.0,0.3224,0.0
2006-08-08,10000.0,250400.0,0.72,13.87,0.45,0.2,0.0,250400.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30776.0,770631.04,0.0,0.65,0.0,0.0,1.0,100.0,0.3249,25.04
2006-08-09,10000.0,261400.0,0.72,14.41,0.45,0.2,0.0,261400.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31253.0,816953.42,0.0,0.67,0.0,0.0,1.0,100.0,0.32,26.14
2006-08-10,10000.0,260900.0,0.72,14.34,0.45,0.2,0.0,260900.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32348.0,843959.32,0.0,0.69,0.0,0.0,1.0,100.0,0.3091,26.09
2006-08-11,10000.0,261400.0,0.72,15.03,0.45,0.2,0.0,261400.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32298.0,844269.72,0.0,0.69,0.0,0.0,1.0,100.0,0.3096,26.14
2006-08-14,10000.0,263000.0,0.72,15.68,0.45,0.2,0.0,263000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32348.0,850752.4,0.0,0.69,0.0,0.0,1.0,100.0,0.3091,26.3
2006-08-15,10000.0,269000.0,0.72,15.89,0.45,0.2,0.0,269000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32507.0,874438.3,0.0,0.7,0.0,0.0,1.0,100.0,0.3076,26.9
2006-08-16,10000.0,266100.0,0.72,15.93,0.45,0.2,0.0,266100.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33104.0,880897.44,0.0,0.71,0.0,0.0,1.0,100.0,0.3021,26.61
2006-08-17,10000.0,266100.0,0.72,16.19,0.45,0.2,0.0,266100.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32816.0,873233.76,0.0,0.7,0.0,0.0,1.0,100.0,0.3047,26.61
2006-08-18,10000.0,268500.0,0.72,16.6,0.45,0.2,0.0,268500.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32816.0,881109.6,0.0,0.7,0.0,0.0,1.0,100.0,0.3047,26.85
2006-08-21,10000.0,262000.0,0.72,17.01,0.45,0.2,0.0,262000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32557.0,852993.4,0.0,0.69,0.0,0.0,1.0,100.0,0.3072,26.2
2006-08-22,10000.0,260000.0,0.72,16.81,0.45,0.2,0.0,260000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32408.0,842608.0,0.0,0.69,0.0,0.0,1.0,100.0,0.3086,26.0
2006-08-23,10000.0,259900.0,0.72,18.61,0.45,0.2,0.0,259900.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32209.0,837111.91,0.0,0.68,0.0,0.0,1.0,100.0,0.3105,25.99
2006-08-24,10000.0,262000.0,0.72,18.84,0.45,0.2,0.0,262000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32199.0,843613.8,0.0,0.69,0.0,0.0,1.0,100.0,0.3106,26.2
2006-08-25,10000.0,261000.0,0.72,19.21,0.45,0.2,0.0,261000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32408.0,845848.8,0.0,0.69,0.0,0.0,1.0,100.0,0.3086,26.1
2006-08-28,10000.0,254100.0,0.72,19.83,0.45,0.2,0.0,254100.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32308.0,820946.28,0.0,0.68,0.0,0.0,1.0,100.0,0.3095,25.41
2006-08-29,10000.0,254300.0,0.72,18.99,0.45,0.2,0.0,254300.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31622.0,804147.46,0.0,0.67,0.0,0.0,1.0,100.0,0.3162,25.43
2006-08-30,10000.0,252800.0,0.72,15.7,0.45,0.2,0.0,252800.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31641.0,799884.48,0.0,0.67,0.0,0.0,1.0,100.0,0.316,25.28
2006-08-31,10000.0,247100.0,0.72,15.91,0.45,0.2,0.0,247100.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31492.0,778167.32,0.0,0.66,0.0,0.0,1.0,100.0,0.3175,24.71
2006-09-01,10000.0,244400.0,0.72,23.89,0.45,0.2,0.0,244400.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30925.0,755807.0,0.0,0.65,0.0,0.0,1.0,100.0,0.3234,24.44
2006-09-04,10000.0,244400.0,0.72,17.4,0.45,0.2,0.0,244400.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30656.0,749232.64,0.0,0.64,0.0,0.0,1.0,100.0,0.3262,24.44
2006-09-05,10000.0,248900.0,0.72,12.89,0.45,0.2,0.0,248900.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30656.0,763027.84,0.0,0.65,0.0,0.0,1.0,100.0,0.3262,24.89
2006-09-06,10000.0,247500.0,0.72,11.12,0.45,0.2,0.0,247500.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31104.0,769824.0,0.0,0.65,0.0,0.0,1.0,100.0,0.3215,24.75
2006-09-07,10000.0,249000.0,0.72,11.03,0.45,0.2,0.0,249000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30965.0,771028.5,0.0,0.65,0.0,0.0,1.0,100.0,0.3229,24.9
2006-09-08,10000.0,238300.0,0.72,11.09,0.45,0.2,0.0,238300.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30726.0,732200.58,0.0,0.64,0.0,0.0,1.0,100.0,0.3255,23.83
2006-09-11,10000.0,242200.0,0.73,10.59,0.45,0.2,0.0,242200.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29706.0,719479.32,0.0,0.62,0.0,0.0,1.0,100.0,0.3366,24.22
2006-09-12,10000.0,240000.0,0.73,10.53,0.45,0.2,0.0,240000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30095.0,722280.0,0.0,0.63,0.0,0.0,1.0,100.0,0.3323,24.0
2006-09-13,10000.0,230000.0,0.73,10.4,0.45,0.2,0.0,230000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29876.0,687148.0,0.0,0.62,0.0,0.0,1.0,100.0,0.3347,23.0
2006-09-14,10000.0,229900.0,0.73,9.74,0.45,0.2,0.0,229900.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28881.0,663974.19,0.0,0.6,0.0,0.0,1.0,100.0,0.3462,22.99
2006-09-15,10000.0,229000.0,0.77,9.53,0.47,0.2,0.0,229000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28871.0,661145.9,0.0,0.6,0.0,0.0,1.0,100.0,0.3464,22.9
2006-09-18,10000.0,230100.0,0.77,9.35,0.47,0.2,0.0,230100.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27192.0,625687.92,0.0,0.56,0.0,0.0,1.0,100.0,0.3678,23.01
2006-09-19,10000.0,227000.0,0.77,9.23,0.47,0.2,0.0,227000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27302.0,619755.4,0.0,0.56,0.0,0.0,1.0,100.0,0.3663,22.7
2006-09-20,10000.0,231000.0,0.77,9.36,0.47,0.2,0.0,231000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26993.0,623538.3,0.0,0.56,0.0,0.0,1.0,100.0,0.3705,23.1
2006-09-21,10000.0,232000.0,0.77,9.06,0.47,0.2,0.0,232000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27391.0,635471.2,0.0,0.56,0.0,0.0,1.0,100.0,0.3651,23.2
