DATE,ALTAI FP Equity_DX_SI_QTY,ALTAI FP Equity_DX_SHORT_INTEREST_VALUE,ALTAI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTAI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTAI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTAI FP Equity_DX_SI_MV,ALTAI FP Equity_DX_DSS,ALTAI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTAI FP Equity_DX_SUPPLY_SI_QTY,ALTAI FP Equity_DX_BROKER_SI_QTY,ALTAI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTAI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTAI FP Equity_DX_BROKER_SI_MV_INC_x,ALTAI FP Equity_DX_BROKER_SI_QTY_ADD,ALTAI FP Equity_DX_SUPPLY_SI_MV_DEC,ALTAI FP Equity_DX_BROKER_SI_QTY_INC,ALTAI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTAI FP Equity_DX_BROKER_SI_MV_INC_y,ALTAI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTAI FP Equity_DX_BROKER_SI_MV_ADD,ALTAI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTAI FP Equity_DX_BROKER_SI_QTY_DEC,ALTAI FP Equity_DX_SUPPLY_SI_MV,ALTAI FP Equity_DX_BROKER_SI_MV_DEC,ALTAI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTAI FP Equity_DX_UTILIZATION_QUANTITY,ALTAI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTAI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTAI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTAI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTAI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTAI FP Equity_DX_BROKER_SI_CON_RATIO,ALTAI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTAI FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTAI FP Equity_PX_LAST
2024-12-23,5085.0,65311.74,0.08,0.13,0.08,0.07,0.0,65311.74,1500.0,5085.0,19266.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,774.0,0.02,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,3.39,12.844
2024-12-24,4299.0,55844.01,0.07,0.11,0.07,0.06,0.0,55844.01,1500.0,4299.0,19485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0,0.02,0.01,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,2.866,12.99
2024-12-25,4299.0,55844.01,0.07,0.11,0.07,0.06,0.0,55844.01,1500.0,4299.0,19485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,2.866,0.0
2024-12-26,4299.0,55844.01,0.07,0.11,0.07,0.06,0.0,55844.01,1500.0,4299.0,19485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,2.866,0.0
2024-12-27,4896.0,63559.87,0.08,0.12,0.08,0.06,0.0,63559.87,1500.0,4896.0,19473.0,0.0,0.01,0.0,0.0,597.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,3.264,12.982
2024-12-30,5507.0,70643.8,0.09,0.14,0.09,0.07,0.0,70643.8,800.0,5507.0,10262.4,0.0,0.01,0.0,0.01,611.0,700.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,6.8838,12.828
2024-12-31,5884.0,76492.0,0.1,0.14,0.1,0.08,0.0,76492.0,852.0,5884.0,11076.0,52.0,0.0,0.0,0.0,377.0,0.0,0.0,52.0,0.0,0.0,0.0,0.01,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,6.9061,13.0
2025-01-01,5884.0,76492.0,0.1,0.14,0.1,0.08,0.0,76492.0,852.0,5884.0,11076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,6.9061,0.0
2025-01-02,6484.0,96481.92,0.11,0.16,0.11,0.08,0.0,96481.92,1452.0,6484.0,21605.76,600.0,0.01,0.0,0.0,600.0,0.0,0.01,600.0,0.0,0.0,0.0,0.02,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,4.4656,14.88
2025-01-03,6484.0,95574.16,0.11,0.15,0.11,0.1,0.0,95574.16,1452.0,6484.0,21402.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,4.4656,14.74
2025-01-06,5132.0,73172.06,0.08,0.12,0.08,0.08,0.0,73172.06,100.0,5132.0,1425.8,0.0,0.0,0.0,0.02,0.0,1352.0,0.0,0.0,0.0,0.0,1352.0,0.0,0.02,100.0,2.5,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1.283,14.258
2025-01-07,5180.0,75213.6,0.08,0.12,0.08,0.07,0.0,75213.6,100.0,5180.0,1452.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,51.8,14.52
2025-01-08,5754.0,77978.21,0.09,0.13,0.09,0.08,0.0,77978.21,4500.0,5754.0,60984.0,4400.0,0.01,0.0,0.0,574.0,0.0,0.01,4400.0,0.0,0.0,0.0,0.07,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1.2787,13.552
2025-01-09,8620.0,119473.2,0.14,0.19,0.14,0.12,0.0,119473.2,5800.0,8620.0,80388.0,1300.0,0.03,0.0,0.0,2866.0,0.0,0.03,1300.0,0.0,0.0,0.0,0.08,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1.4862,13.86
2025-01-10,12562.0,182450.49,0.2,0.28,0.2,0.17,0.0,182450.49,5800.0,12562.0,84239.2,0.0,0.06,0.0,0.0,3942.0,0.0,0.06,0.0,0.0,0.0,0.0,0.08,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,2.1659,14.524
2025-01-13,13110.0,187368.12,0.21,0.31,0.21,0.19,0.0,187368.12,5800.0,13110.0,82893.6,0.0,0.02,0.0,0.0,548.0,0.0,0.02,0.0,0.0,0.0,0.0,0.08,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,2.2603,14.292
2025-01-14,13110.0,194683.5,0.21,0.37,0.21,0.19,0.0,194683.5,5800.0,13110.0,86130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,2.2603,14.85
2025-01-15,13093.0,208466.75,0.21,0.45,0.21,0.19,0.0,208466.75,5800.0,13093.0,92347.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.09,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,2.2574,15.922
2025-01-16,12993.0,217502.82,0.21,0.53,0.21,0.21,0.0,217502.82,5700.0,12993.0,95418.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.09,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,2.2795,16.74
2025-01-17,12876.0,216188.04,0.21,0.59,0.21,0.22,0.0,216188.04,5700.0,12876.0,95703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.1,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,2.2589,16.79
2025-01-20,10577.0,177693.6,0.17,0.53,0.17,0.18,0.0,177693.6,4500.0,10577.0,75600.0,0.0,0.0,0.0,0.02,0.0,1200.0,0.0,0.0,0.0,0.0,2299.0,0.08,0.04,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,2.3504,16.8
2025-01-21,8163.0,134689.5,0.13,0.42,0.13,0.14,0.0,134689.5,3000.0,8163.0,49500.0,0.0,0.0,0.0,0.03,0.0,1500.0,0.0,0.0,0.0,0.0,2414.0,0.05,0.04,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,2.721,16.5
2025-01-22,6648.0,110689.2,0.11,0.36,0.11,0.11,0.0,110689.2,3000.0,6648.0,49950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1515.0,0.05,0.03,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,2.216,16.65
2025-01-23,6648.0,129569.52,0.11,0.35,0.11,0.11,0.0,129569.52,3000.0,6648.0,58470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,2.216,19.49
2025-01-24,6077.0,125793.9,0.1,0.29,0.1,0.12,0.0,125793.9,3000.0,6077.0,62100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.0,0.06,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,2.0257,20.7
2025-01-27,6077.0,114211.14,0.1,0.27,0.1,0.13,0.0,114211.14,3000.0,6077.0,56382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,2.0257,18.794
2025-01-28,6077.0,110601.4,0.1,0.24,0.1,0.11,0.0,110601.4,3000.0,6077.0,54600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,2.0257,18.2
2025-01-29,5292.0,104506.42,0.09,0.21,0.09,0.1,0.0,104506.42,3000.0,5292.0,59244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.0,0.05,0.02,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1.764,19.748
2025-01-30,5292.0,99415.51,0.09,0.2,0.09,0.1,0.0,99415.51,3000.0,5292.0,56358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,100.0,77.5,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1.3671,18.786
2025-01-31,5292.0,99383.76,0.09,0.2,0.09,0.1,0.0,99383.76,3000.0,5292.0,56340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,100.0,77.5,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1.3671,18.78
2025-02-03,5292.0,94038.84,0.09,0.2,0.09,0.1,0.0,94038.84,3000.0,5292.0,53310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,100.0,77.5,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1.3671,17.77
2025-02-04,5559.0,93391.2,0.09,0.21,0.09,0.1,0.0,93391.2,3000.0,5559.0,50400.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,100.0,77.5,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1.4361,16.8
2025-02-05,5559.0,83385.0,0.09,0.22,0.09,0.09,0.0,83385.0,3000.0,5559.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,100.0,77.5,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1.4361,15.0
2025-02-06,5959.0,93913.84,0.1,0.23,0.1,0.09,0.0,93913.84,3400.0,5959.0,53584.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.01,400.0,0.0,0.05,0.0,100.0,87.65,0.0,0.0,0.0,100.0,7.81,0.8561,92.19,1.5362,15.76
2025-02-07,5559.0,87554.25,0.09,0.22,0.09,0.09,0.0,87554.25,3000.0,5559.0,47250.0,0.0,0.0,0.0,0.01,0.0,400.0,0.0,0.0,0.0,0.0,400.0,0.05,0.01,100.0,83.13,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1.5403,15.75
2025-02-10,5559.0,109790.25,0.09,0.22,0.09,0.09,0.0,109790.25,3000.0,5559.0,59250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,100.0,83.13,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1.5403,19.75
2025-02-11,5559.0,121742.1,0.09,0.19,0.09,0.11,0.0,121742.1,3000.0,5559.0,65700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,100.0,83.13,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1.5403,21.9
2025-02-12,5559.0,111513.54,0.09,0.17,0.09,0.12,0.0,111513.54,3000.0,5559.0,60180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,100.0,83.13,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1.5403,20.06
2025-02-13,10514.0,221845.4,0.16,0.31,0.16,0.21,0.0,175425.4,5917.0,8314.0,124848.7,2200.0,0.0,2917.0,0.0,0.0,0.0,0.0,2200.0,0.06,717.0,162.0,0.12,0.01,100.0,95.33,0.0,0.0,0.0,100.0,43.4,0.4472,50.51,1.6939,21.1
2025-02-14,10583.0,234942.6,0.16,0.32,0.16,0.23,0.0,186102.6,6417.0,8383.0,142457.4,500.0,0.01,0.0,0.0,500.0,0.0,0.01,500.0,0.0,0.0,431.0,0.14,0.0,100.0,96.63,0.0,0.0,0.0,100.0,43.33,0.4135,46.39,1.5936,22.2
2025-02-17,10483.0,265639.22,0.16,0.3,0.16,0.24,0.0,194256.44,5817.0,7666.0,147402.78,0.0,0.0,0.0,0.01,0.0,600.0,0.0,0.0,0.0,0.0,717.0,0.13,0.01,100.0,87.59,0.0,0.0,0.0,100.0,44.73,0.4203,46.01,1.5785,25.34
2025-02-18,10695.0,258605.1,0.17,0.29,0.17,0.27,0.0,205409.1,6100.0,8495.0,147498.0,283.0,0.02,0.0,0.0,829.0,0.0,0.02,283.0,0.0,0.0,0.0,0.15,0.0,100.0,91.78,0.0,0.0,0.0,100.0,40.55,0.3997,46.84,1.6092,24.18
2025-02-19,10270.0,251204.2,0.16,0.27,0.16,0.25,0.0,197392.2,5700.0,8070.0,139422.0,0.0,0.0,0.0,0.01,0.0,400.0,0.0,0.0,0.0,0.0,425.0,0.14,0.02,100.0,86.42,0.0,0.0,0.0,100.0,42.98,0.4231,47.98,1.557,24.46
2025-02-20,8070.0,188192.4,0.13,0.21,0.13,0.2,0.0,136888.4,5700.0,5870.0,132924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,0.14,0.05,100.0,88.43,0.0,0.0,0.0,100.0,27.29,0.4632,61.3,1.2519,23.32
2025-02-21,4370.0,95003.8,0.07,0.11,0.07,0.1,0.0,95003.8,2000.0,4370.0,43480.0,0.0,0.0,0.0,0.09,0.0,3700.0,0.0,0.0,0.0,0.0,1500.0,0.05,0.04,100.0,31.03,0.0,0.0,0.0,100.0,9.83,0.8228,90.17,0.6779,21.74
2025-02-24,2370.0,53088.0,0.04,0.06,0.04,0.05,0.0,53088.0,0.0,2370.0,0.0,0.0,0.0,0.0,0.05,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,18.08,0.7038,81.92,2.8014,22.4
2025-02-25,2370.0,49059.0,0.04,0.06,0.04,0.05,0.0,49059.0,0.0,2370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.03,0.7044,81.97,2.8014,20.7
2025-02-26,1941.0,41420.94,0.03,0.05,0.03,0.04,0.0,41420.94,0.0,1941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.2943,21.34
2025-02-27,1941.0,41420.94,0.03,0.05,0.03,0.04,0.0,41420.94,0.0,1941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.6019,21.34
2025-02-28,4041.0,84780.18,0.06,0.1,0.06,0.09,0.0,67996.18,1300.0,3241.0,27274.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.03,1300.0,0.0,0.03,0.0,100.0,63.54,0.0,0.0,0.0,100.0,48.29,0.5006,51.71,1.9751,20.98
2025-03-03,4041.0,84537.72,0.06,0.1,0.06,0.08,0.0,67801.72,1300.0,3241.0,27196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,100.0,84.09,0.0,0.0,0.0,100.0,48.08,0.5007,51.92,2.6138,20.92
2025-03-04,4041.0,77587.2,0.06,0.1,0.06,0.08,0.0,62227.2,1300.0,3241.0,24960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,100.0,84.09,0.0,0.0,0.0,100.0,49.34,0.5001,50.66,2.6138,19.2
2025-03-05,2100.0,42462.0,0.03,0.05,0.03,0.04,0.0,26286.0,1300.0,1300.0,26286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1941.0,0.02,0.04,100.0,84.09,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1.3583,20.22
2025-03-06,2637.0,51421.5,0.04,0.07,0.04,0.05,0.0,31921.5,1637.0,1637.0,31921.5,337.0,0.01,0.0,0.0,337.0,0.0,0.01,337.0,0.0,0.0,0.0,0.03,0.0,100.0,93.76,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1.5103,19.5
2025-03-07,2637.0,53161.92,0.04,0.07,0.04,0.05,0.0,33001.92,1637.0,1637.0,33001.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,100.0,93.76,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1.5103,20.16
