DATE,PLNW FP Equity_DX_SI_QTY,PLNW FP Equity_DX_SHORT_INTEREST_VALUE,PLNW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PLNW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PLNW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PLNW FP Equity_DX_SI_MV,PLNW FP Equity_DX_DSS,PLNW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PLNW FP Equity_DX_SUPPLY_SI_QTY,PLNW FP Equity_DX_BROKER_SI_QTY,PLNW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PLNW FP Equity_DX_BROKER_SI_MV_NEW_x,PLNW FP Equity_DX_SUPPLY_SI_QTY_INC_x,PLNW FP Equity_DX_BROKER_SI_MV_INC_x,PLNW FP Equity_DX_BROKER_SI_QTY_ADD,PLNW FP Equity_DX_BROKER_SI_QTY_NEW,PLNW FP Equity_DX_SUPPLY_SI_MV_DEC,PLNW FP Equity_DX_BROKER_SI_QTY_INC,PLNW FP Equity_DX_SUPPLY_SI_QTY_DEC,PLNW FP Equity_DX_BROKER_SI_MV_NEW_y,PLNW FP Equity_DX_BROKER_SI_MV_INC_y,PLNW FP Equity_DX_SUPPLY_SI_QTY_INC_y,PLNW FP Equity_DX_BROKER_SI_MV_ADD,PLNW FP Equity_DX_SUPPLY_SI_QTY_ADD,PLNW FP Equity_DX_BROKER_SI_QTY_DEC,PLNW FP Equity_DX_SUPPLY_SI_MV,PLNW FP Equity_DX_BROKER_SI_MV_DEC,PLNW FP Equity_DX_SUPPLY_SI_MV_RMV,PLNW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PLNW FP Equity_DX_UTILIZATION_QUANTITY,PLNW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PLNW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PLNW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PLNW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PLNW FP Equity_DX_ACTIVE_UTILIZATION_MV,PLNW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PLNW FP Equity_DX_BROKER_SI_CON_RATIO,PLNW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PLNW FP Equity_DX_DEMAND_SUPPLY_RATIO,PLNW FP Equity_PX_LAST
2024-07-17,4613.0,119592.03,0.02,0.22,0.01,0.12,0.0,99033.5,4613.0,3820.0,119592.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.08,0.08,5747278.0,148998182.15,0.0,153.88,0.08,17.11,0.7164,82.89,0.0008,25.925
2024-07-18,2673.0,69618.29,0.01,0.13,0.0,0.07,0.0,0.0,2673.0,0.0,69618.29,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3820.0,0.0,0.0,0.0,0.0,1880.0,3820.0,0.07,0.1,0.0,1.99,0.05,131615.0,3427912.68,0.0,3.42,1.99,29.67,0.5827,70.33,0.0005,26.045
2024-07-19,5422.0,139833.38,0.02,0.27,0.01,0.14,0.0,48485.2,5422.0,1880.0,139833.38,0.0,2749.0,0.0,1880.0,0.0,0.0,0.0,0.0,0.0,0.0,2749.0,0.05,0.0,0.0,0.14,0.0,0.0,3.96,0.09,131615.0,3394350.85,0.0,3.44,3.96,35.79,0.5404,64.21,0.0009,25.79
2024-07-22,3861.0,98204.54,0.02,0.19,0.01,0.1,0.0,47817.8,3861.0,1880.0,98204.54,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.85,0.07,131615.0,3347627.53,0.0,3.39,2.85,49.92,0.5,50.08,0.0007,25.435
2024-07-23,3861.0,99420.75,0.02,0.19,0.01,0.1,0.0,48410.0,3861.0,1880.0,99420.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.85,0.07,131615.0,3389086.25,0.0,3.36,2.85,49.92,0.5,50.08,0.0007,25.75
2024-07-24,3861.0,100772.1,0.02,0.2,0.01,0.1,0.0,49068.0,3861.0,1880.0,100772.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.85,0.07,131615.0,3435151.5,0.0,3.39,2.85,49.91,0.5,50.09,0.0007,26.1
2024-07-25,3861.0,100482.53,0.02,0.19,0.01,0.1,0.0,48927.0,3861.0,1880.0,100482.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.85,0.07,131615.0,3425280.38,0.0,3.44,2.85,49.91,0.5,50.09,0.0007,26.025
2024-07-26,4147.0,109854.03,0.02,0.2,0.01,0.11,0.0,49801.2,4147.0,1880.0,109854.03,0.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,0.11,0.0,0.0,3.05,0.07,131615.0,3486481.35,0.0,3.42,3.05,46.55,0.5024,53.45,0.0007,26.49
2024-07-29,4147.0,109066.1,0.02,0.21,0.01,0.11,0.0,49444.0,4147.0,1880.0,109066.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,3.05,0.07,131615.0,3461474.5,0.0,3.5,3.05,46.55,0.5024,53.45,0.0007,26.3
2024-07-30,3696.0,96835.2,0.01,0.19,0.01,0.1,0.0,49256.0,3696.0,1880.0,96835.2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.73,0.06,131615.0,3448313.0,0.0,3.46,2.73,47.91,0.5009,52.09,0.0006,26.2
2024-07-31,3696.0,102989.04,0.01,0.18,0.01,0.1,0.0,52386.2,3696.0,1880.0,102989.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.9,0.06,123970.0,3454424.05,0.0,3.24,2.9,47.91,0.5009,52.09,0.0006,27.865
2024-08-01,3934.0,108539.06,0.02,0.21,0.01,0.11,0.0,51869.2,3934.0,1880.0,108539.06,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.11,0.0,0.0,3.08,0.07,123970.0,3420332.3,0.0,3.46,3.08,49.01,0.5002,50.99,0.0007,27.59
2024-08-02,3934.0,106414.7,0.02,0.21,0.01,0.11,0.0,50854.0,3934.0,1880.0,106414.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,3.08,0.07,123970.0,3353388.5,0.0,3.38,3.08,49.01,0.5002,50.99,0.0007,27.05
2024-08-05,3934.0,102146.31,0.02,0.2,0.01,0.11,0.0,48814.2,3934.0,1880.0,102146.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,3.08,0.07,123970.0,3218881.05,0.0,3.34,3.08,49.16,0.5001,50.84,0.0007,25.965
2024-08-06,10637.0,280072.21,0.04,0.55,0.02,0.29,0.0,225990.39,10637.0,8583.0,280072.21,0.0,3921.0,0.0,6703.0,0.0,0.0,0.0,0.0,0.0,0.0,3921.0,0.18,2782.0,0.0,0.28,0.0,0.0,4.87,0.19,207876.0,5473375.08,0.0,5.44,4.86,28.4,0.2712,35.32,0.0019,26.33
2024-08-07,14792.0,399384.0,0.06,0.78,0.02,0.39,0.0,343926.0,13792.0,12738.0,372384.0,0.0,3155.0,0.1,0.0,0.0,0.0,4155.0,0.0,0.0,0.1,3155.0,0.0,0.0,0.0,0.37,0.0,0.0,6.22,0.24,207876.0,5612652.0,0.0,5.53,6.19,25.71,0.3266,47.34,0.0026,27.0
2024-08-08,16584.0,446772.96,0.07,0.88,0.02,0.45,0.0,391438.2,16584.0,14530.0,446772.96,0.0,1792.0,0.05,0.0,0.0,0.0,1792.0,0.0,0.0,0.05,1792.0,0.0,1000.0,0.0,0.45,0.0,0.0,5.65,0.29,276855.0,7458473.7,0.0,7.47,5.65,22.51,0.3639,53.28,0.0029,26.94
2024-08-09,18011.0,485216.34,0.07,0.99,0.03,0.49,0.0,429881.58,18011.0,15957.0,485216.34,0.0,2427.0,0.06,0.0,0.0,0.03,2427.0,1000.0,0.0,0.06,2427.0,0.0,0.0,1000.0,0.48,0.03,0.0,7.97,0.32,207876.0,5600179.44,0.0,5.59,7.97,15.37,0.4376,62.38,0.0032,26.94
2024-08-12,19754.0,544321.47,0.08,1.18,0.03,0.53,0.0,487723.5,19754.0,17700.0,544321.47,0.0,1743.0,0.05,0.0,0.0,0.0,1743.0,0.0,0.0,0.05,1743.0,0.0,0.0,0.0,0.53,0.0,0.0,8.68,0.35,207876.0,5728023.18,0.0,5.65,8.63,14.01,0.4718,65.7,0.0035,27.555
2024-08-13,22052.0,640279.82,0.09,1.34,0.03,0.61,0.0,499866.56,19270.0,17216.0,559504.45,0.0,0.0,0.0,0.0,0.0,0.01,0.0,484.0,0.0,0.0,0.0,0.0,0.0,484.0,0.53,0.01,0.0,8.85,0.34,198475.0,5762721.63,0.0,5.57,8.73,25.42,0.3999,56.47,0.0039,29.035
2024-08-14,22052.0,652077.64,0.09,1.32,0.03,0.64,0.0,509077.12,19270.0,17216.0,569813.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,8.85,0.34,198475.0,5868905.75,0.0,5.79,8.79,24.65,0.403,57.05,0.0039,29.57
2024-08-15,16641.0,499230.0,0.07,1.01,0.02,0.48,0.0,354150.0,13859.0,11805.0,415770.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,5411.0,0.0,0.0,0.0,0.0,0.0,5411.0,0.41,0.16,0.0,14.18,0.25,83906.0,2517180.0,0.0,2.52,14.08,32.69,0.4218,54.68,0.003,30.0
2024-08-16,20277.0,610134.93,0.08,1.25,0.03,0.61,0.0,464619.69,17495.0,15441.0,526424.55,0.0,259.0,0.11,0.0,0.0,0.0,3636.0,0.0,0.0,0.11,259.0,0.0,3377.0,0.0,0.52,0.0,0.0,17.25,0.31,83906.0,2524731.54,0.0,2.51,17.23,27.46,0.4754,62.43,0.0036,30.09
2024-08-19,15439.0,475907.18,0.06,0.95,0.02,0.46,0.0,323754.97,12557.0,10503.0,387069.53,0.0,0.0,0.0,100.0,0.0,0.15,0.0,5038.0,0.0,0.0,0.0,0.0,100.0,5038.0,0.38,0.15,0.0,13.02,0.22,83906.0,2586402.45,0.0,2.58,12.79,36.3,0.3914,49.2,0.0027,30.825
2024-08-20,14811.0,439960.76,0.06,0.91,0.02,0.45,0.0,375976.19,14711.0,12657.0,436990.26,0.0,2154.0,0.07,0.0,0.0,0.0,2154.0,0.0,0.0,0.07,2154.0,0.0,0.0,0.0,0.45,0.0,0.0,14.92,0.26,83906.0,2492427.73,0.0,2.49,15.26,18.29,0.4939,66.39,0.0026,29.705
2024-08-21,16282.0,486994.62,0.07,0.99,0.02,0.49,0.0,343695.81,16182.0,11491.0,484003.62,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1166.0,0.0,0.0,0.0,0.0,2637.0,1166.0,0.48,0.04,0.0,6.94,0.29,216947.0,6488884.77,0.0,6.44,6.93,16.89,0.3551,53.41,0.0029,29.91
2024-08-22,13378.0,396657.7,0.05,0.8,0.02,0.4,0.0,350225.8,13278.0,11812.0,393692.7,0.0,3887.0,0.0,1713.0,0.0,0.2,0.0,6791.0,0.0,0.0,3887.0,0.05,0.0,1392.0,0.4,0.04,0.0,5.28,0.23,238368.0,7067611.2,0.0,7.11,5.29,20.51,0.3606,53.71,0.0024,29.65
2024-08-23,16580.0,488695.5,0.07,1.03,0.02,0.49,0.0,442537.65,16573.0,15014.0,488489.18,0.0,3295.0,0.1,0.0,0.0,0.0,3295.0,0.0,0.0,0.1,3295.0,0.0,0.0,93.0,0.49,0.0,0.0,6.48,0.29,239073.0,7046676.68,0.0,7.03,6.53,16.57,0.4474,63.4,0.0029,29.475
2024-08-26,24513.0,710877.0,0.1,1.53,0.04,0.72,0.0,401244.0,21234.0,13836.0,615786.0,0.0,3340.0,0.01,0.0,0.0,0.05,442.0,1713.0,0.0,0.01,3340.0,0.0,3034.0,1620.0,0.63,0.05,0.0,10.12,0.38,188563.0,5468327.0,0.0,5.52,10.22,22.51,0.4099,58.33,0.0043,29.0
2024-08-27,25019.0,725551.0,0.1,1.55,0.04,0.74,0.0,599459.0,22137.0,20671.0,641973.0,0.0,2888.0,0.11,3034.0,0.0,0.06,3801.0,1985.0,0.0,0.11,2888.0,0.1,0.0,0.0,0.64,0.0,0.0,10.26,0.39,193675.0,5616575.0,0.0,5.61,10.29,22.07,0.4087,58.26,0.0044,29.0
2024-08-28,18100.0,520284.5,0.07,1.06,0.03,0.54,0.0,475269.83,18000.0,16534.0,517410.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,4137.0,0.0,0.0,0.0,0.0,0.0,4137.0,0.52,0.12,0.0,12.07,0.32,131077.0,3767808.37,0.0,3.81,12.08,18.15,0.5694,72.8,0.0032,28.745
2024-08-29,11473.0,333520.11,0.05,0.66,0.02,0.34,0.0,287996.49,11373.0,9907.0,330613.11,0.0,3443.0,0.0,0.0,0.0,0.29,0.0,10070.0,0.0,0.0,3443.0,0.0,0.0,6627.0,0.33,0.19,0.0,8.67,0.2,119839.0,3483719.73,0.0,3.46,8.68,28.29,0.4275,57.6,0.002,29.07
2024-08-30,8030.0,226887.65,0.03,0.47,0.01,0.24,0.0,182640.32,7930.0,6464.0,224062.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3443.0,0.0,0.0,0.0,0.0,0.0,3443.0,0.23,0.1,0.0,5.32,0.14,141147.0,3988108.49,0.0,4.11,5.32,39.95,0.3516,40.06,0.0014,28.255
2024-09-02,8030.0,232870.0,0.03,0.29,0.01,0.24,0.0,187456.0,7930.0,6464.0,229970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,6.21,0.14,119839.0,3475331.0,0.0,3.38,6.2,39.38,0.3527,40.84,0.0014,29.0
2024-09-03,64261.0,1808947.15,0.26,2.24,0.09,1.83,0.0,1783077.3,63661.0,63342.0,1792057.15,0.0,0.0,1.06,19675.0,0.0,0.1,37203.0,3697.0,0.0,1.06,0.0,0.55,59428.0,0.0,1.83,0.0,0.0,10.66,1.09,533540.0,15019151.0,0.0,15.44,10.61,30.23,0.4797,62.07,0.011,28.15
2024-09-04,62532.0,1721818.62,0.25,2.15,0.09,1.75,0.0,1668978.96,60932.0,60613.0,1677762.62,0.0,1000.0,0.03,0.0,0.0,0.14,1000.0,3729.0,0.0,0.03,1000.0,0.0,0.0,3729.0,1.7,0.12,0.0,10.19,1.03,537269.0,14793701.92,0.0,15.04,10.15,30.92,0.4372,58.09,0.0105,27.535
2024-09-05,62671.0,1699950.88,0.25,2.28,0.09,1.73,0.0,1647898.0,61071.0,60752.0,1656550.88,0.0,3541.0,0.0,0.0,0.0,0.11,139.0,3402.0,0.0,0.0,3541.0,0.0,0.0,0.0,1.67,0.0,0.0,10.21,1.03,537130.0,14569651.25,0.0,14.73,10.18,31.27,0.4363,57.83,0.0106,27.125
2024-09-06,66219.0,1771358.25,0.27,2.41,0.09,1.8,0.0,1639721.5,64619.0,61298.0,1728558.25,0.0,546.0,0.0,382.0,0.0,0.01,164.0,319.0,0.0,0.0,546.0,0.01,3321.0,0.0,1.74,0.0,0.0,10.75,1.09,536584.0,14353622.0,0.0,14.51,10.73,29.59,0.3965,55.03,0.0111,26.75
2024-09-09,62329.0,1667300.75,0.25,1.82,0.09,1.69,0.0,1535664.0,53507.0,57408.0,1431312.25,0.0,0.0,0.09,7915.0,0.0,0.51,3488.0,18784.0,0.0,0.09,0.0,0.21,7672.0,15293.0,1.44,0.41,0.0,8.79,0.9,555368.0,14856094.0,0.0,14.93,8.79,11.45,0.3711,58.5,0.0105,26.75
2024-09-10,44670.0,1207430.1,0.18,1.28,0.06,1.2,0.0,1159614.03,43070.0,42901.0,1164182.1,0.0,3789.0,0.0,0.0,0.0,0.38,0.0,14226.0,0.0,0.0,3789.0,0.0,0.0,14507.0,1.16,0.4,0.0,7.65,0.68,519590.0,14044517.7,0.0,13.95,7.65,16.12,0.3648,56.49,0.007,27.03
2024-09-11,26596.0,716895.18,0.11,0.74,0.04,0.72,0.0,669211.79,17774.0,24827.0,479098.17,0.0,0.0,0.0,7222.0,0.0,0.68,0.0,25296.0,0.0,0.0,0.0,0.2,0.0,25296.0,0.48,0.68,0.0,0.28,0.28,6398857.0,172481190.44,0.0,173.01,0.28,26.98,0.2015,27.07,0.0041,26.955
2024-09-12,26596.0,715033.46,0.11,0.73,0.04,0.72,0.0,667473.9,17774.0,24827.0,477853.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.28,0.28,6413674.0,172431625.49,0.0,171.97,0.28,26.98,0.2016,27.14,0.0041,26.885
2024-09-13,24750.0,672581.25,0.1,0.66,0.04,0.66,0.0,624508.68,17774.0,22981.0,483008.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1846.0,0.48,0.05,0.0,0.28,0.28,6428916.0,174705792.3,0.0,172.26,0.28,29.19,0.2166,29.2,0.0038,27.175
2024-09-16,24057.0,653869.26,0.1,0.65,0.03,0.65,0.0,555178.68,15235.0,20426.0,414087.3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,2539.0,0.0,0.0,0.0,0.0,0.0,2555.0,0.41,0.07,0.0,0.24,0.24,6449805.0,175305699.9,0.0,174.67,0.24,29.93,0.2284,30.14,0.0037,27.18
2024-09-17,22195.0,593716.25,0.09,0.59,0.03,0.6,0.0,546395.5,13373.0,20426.0,357727.75,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.21,0.21,6499666.0,173866065.5,0.0,176.64,0.2,32.46,0.2611,32.58,0.0034,26.75
2024-09-18,12397.0,331619.75,0.05,0.32,0.02,0.33,0.0,284299.0,8991.0,10628.0,240509.25,0.0,0.0,0.0,0.0,0.0,0.12,0.0,4382.0,0.0,0.0,0.0,0.0,0.0,9798.0,0.24,0.27,0.0,0.14,0.14,6558856.0,175449398.0,0.0,175.52,0.14,14.53,0.3951,58.35,0.0019,26.75
2024-09-19,21422.0,589747.66,0.09,0.54,0.03,0.57,0.0,292588.84,18016.0,10628.0,495980.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,9194.0,0.0,0.48,0.0,0.0,0.27,0.27,6550761.0,180342450.33,0.0,174.91,0.27,33.78,0.3164,42.9,0.0033,27.53
2024-09-20,25165.0,691660.03,0.1,0.63,0.04,0.69,0.0,292110.58,21759.0,10628.0,598046.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3743.0,0.0,0.6,0.0,0.0,0.33,0.33,6544421.0,179873411.19,0.0,179.41,0.33,28.75,0.3597,51.36,0.0038,27.485
2024-09-23,25165.0,707639.8,0.1,0.62,0.04,0.69,0.0,298859.36,21759.0,10628.0,611863.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.33,0.33,6553238.0,184277052.56,0.0,180.73,0.33,28.87,0.3595,51.28,0.0038,28.12
2024-09-24,23368.0,632571.76,0.09,0.56,0.03,0.66,0.0,287699.96,19962.0,10628.0,540371.34,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.3,0.3,6562357.0,177643003.99,0.0,183.49,0.3,30.92,0.3382,47.67,0.0036,27.07
2024-09-25,21501.0,589234.91,0.09,0.52,0.03,0.58,0.0,291260.34,18095.0,10628.0,495893.48,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.27,0.27,6574416.0,180171870.48,0.0,178.34,0.27,33.51,0.3169,43.17,0.0033,27.405
2024-09-26,19501.0,545150.45,0.08,0.47,0.03,0.53,0.0,269150.74,17095.0,9628.0,477890.73,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.47,0.03,0.0,0.26,0.26,6607862.0,184722782.21,0.0,181.2,0.26,37.12,0.374,47.51,0.0029,27.955
2024-09-27,19501.0,544760.44,0.08,0.47,0.03,0.54,0.0,268958.18,17095.0,9628.0,477548.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.26,0.26,6606893.0,184563555.96,0.0,184.42,0.26,36.97,0.3738,47.6,0.0029,27.935
2024-09-30,19501.0,542615.32,0.08,0.48,0.03,0.55,0.0,267899.1,17095.0,9628.0,475668.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.26,0.26,6609211.0,183901296.08,0.0,185.26,0.26,37.06,0.3738,47.53,0.0029,27.825
2024-10-01,19501.0,536277.5,0.08,0.48,0.03,0.54,0.0,264770.0,17095.0,9628.0,470112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.25,0.25,6892667.0,189548342.5,0.0,193.03,0.25,36.94,0.3738,47.62,0.0028,27.5
2024-10-02,33197.0,912917.5,0.13,0.82,0.05,0.91,0.0,264770.0,23569.0,9628.0,648147.5,0.0,0.0,0.0,0.0,0.0,0.06,0.0,2256.0,0.0,0.0,0.0,0.0,8730.0,0.0,0.65,0.0,0.0,0.34,0.34,6892967.0,189556592.5,0.0,190.02,0.34,31.78,0.3353,43.47,0.0048,27.5
2024-10-03,25975.0,702234.13,0.1,0.64,0.04,0.74,0.0,496308.53,23569.0,18358.0,637187.92,0.0,0.0,0.26,0.0,0.0,0.0,8730.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.34,0.34,6887465.0,186202616.28,0.0,189.28,0.34,26.71,0.3226,42.62,0.0038,27.035
2024-10-04,51004.0,1382718.44,0.21,1.26,0.07,1.41,0.0,595932.02,32646.0,21982.0,885033.06,0.0,1164.0,0.0,3624.0,0.0,0.02,0.0,744.0,0.0,0.0,1164.0,0.1,8657.0,0.0,0.89,0.0,0.0,0.47,0.47,6890974.0,186814305.14,0.0,186.94,0.47,27.82,0.3553,50.8,0.0074,27.11
2024-10-07,25536.0,686024.64,0.1,0.63,0.04,0.71,0.0,501381.5,23130.0,18663.0,621387.45,0.0,0.0,0.0,0.0,0.0,0.26,0.0,9516.0,0.0,0.0,0.0,0.0,0.0,3319.0,0.63,0.09,0.0,0.33,0.33,6896197.0,185266332.41,0.0,186.75,0.33,27.29,0.3192,43.24,0.0037,26.865
2024-10-08,24937.0,668311.6,0.1,0.61,0.04,0.69,0.0,491994.4,22531.0,18358.0,603830.8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,599.0,0.0,0.0,0.0,0.0,0.0,305.0,0.6,0.01,0.0,0.33,0.33,6899737.0,184912951.6,0.0,185.12,0.33,28.01,0.3284,44.18,0.0036,26.8
2024-10-09,15982.0,433032.29,0.06,0.4,0.02,0.43,0.0,323758.16,14988.0,11949.0,406099.86,0.0,0.0,0.0,3733.0,0.0,0.3,0.0,11276.0,0.0,0.0,0.0,0.1,3733.0,10142.0,0.4,0.29,0.0,0.22,0.22,6905378.0,187101216.91,0.0,185.6,0.22,23.32,0.2987,45.03,0.0023,27.095
2024-10-10,5027.0,132511.72,0.02,0.13,0.01,0.14,0.0,26201.84,4033.0,994.0,106309.88,0.0,0.0,0.0,0.0,0.0,0.29,0.0,10955.0,0.0,0.0,0.0,0.0,0.0,10955.0,0.11,0.29,0.0,0.06,0.06,6916618.0,182322050.48,0.0,187.26,0.06,16.39,0.4172,60.19,0.0007,26.36
2024-10-11,3246.0,87090.18,0.01,0.08,0.0,0.09,0.0,26669.02,2252.0,994.0,60421.16,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.03,6915701.0,185548257.83,0.0,182.08,0.03,25.44,0.2782,38.11,0.0005,26.83
2024-10-14,13102.0,349168.3,0.05,0.43,0.02,0.35,0.0,289152.5,12108.0,10850.0,322678.2,0.0,0.0,0.0,9856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,9856.0,0.0,0.33,0.0,0.0,0.17,0.17,6908213.0,184103876.45,0.0,185.81,0.17,9.65,0.5781,74.87,0.0019,26.65
2024-10-15,14391.0,385822.71,0.06,0.46,0.02,0.38,0.0,325446.59,13397.0,12139.0,359173.57,0.0,1289.0,0.03,0.0,0.0,0.0,1289.0,0.0,0.0,0.03,1289.0,0.0,0.0,0.0,0.36,0.0,0.0,0.19,0.19,6875778.0,184339608.18,0.0,183.6,0.19,8.73,0.6103,77.19,0.0021,26.81
2024-10-16,27827.0,741867.82,0.11,0.88,0.04,0.75,0.0,542317.72,26833.0,20342.0,715367.78,0.0,0.0,0.22,0.0,0.0,0.07,8203.0,2594.0,0.0,0.22,0.0,0.0,16030.0,0.0,0.72,0.0,0.0,0.39,0.39,6864494.0,183007410.04,0.0,184.58,0.39,23.36,0.5376,69.37,0.004,26.66
2024-10-17,18513.0,498740.22,0.07,0.59,0.03,0.5,0.0,389363.82,17519.0,14453.0,471961.86,0.0,27.0,0.0,0.0,0.0,0.25,0.0,9341.0,0.0,0.0,27.0,0.0,0.0,5889.0,0.47,0.16,0.0,0.25,0.25,6894564.0,185739554.16,0.0,184.56,0.25,16.53,0.5576,72.54,0.0027,26.94
2024-10-18,14945.0,396117.23,0.06,0.47,0.02,0.4,0.0,288506.93,13951.0,10885.0,369771.26,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3568.0,0.0,0.0,0.0,0.0,0.0,3568.0,0.38,0.09,0.0,0.2,0.2,6880547.0,182368898.24,0.0,184.5,0.2,20.47,0.4848,66.08,0.0022,26.505
2024-10-21,12553.0,330457.72,0.05,0.5,0.02,0.33,0.0,223578.23,11559.0,8493.0,304290.68,0.0,0.0,0.0,0.0,0.0,0.06,0.0,2392.0,0.0,0.0,0.0,0.0,0.0,2392.0,0.31,0.07,0.0,0.17,0.17,6882694.0,181186919.55,0.0,182.94,0.17,24.37,0.4226,59.52,0.0018,26.325
2024-10-22,10301.0,271225.33,0.04,0.42,0.01,0.27,0.0,174699.55,9701.0,6635.0,255427.33,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1858.0,0.0,0.0,0.0,0.0,0.0,1858.0,0.26,0.05,0.0,0.14,0.14,6889479.0,181399982.07,0.0,181.87,0.14,29.84,0.4386,58.54,0.0015,26.33
