DATE,QDT FP Equity_DX_SI_QTY,QDT FP Equity_DX_SHORT_INTEREST_VALUE,QDT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,QDT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,QDT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,QDT FP Equity_DX_SI_MV,QDT FP Equity_DX_DSS,QDT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,QDT FP Equity_DX_SUPPLY_SI_QTY,QDT FP Equity_DX_BROKER_SI_QTY,QDT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,QDT FP Equity_DX_BROKER_SI_MV_NEW_x,QDT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,QDT FP Equity_DX_SUPPLY_SI_QTY_INC_x,QDT FP Equity_DX_BROKER_SI_MV_INC_x,QDT FP Equity_DX_SUPPLY_SI_MV_NEW,QDT FP Equity_DX_BROKER_SI_QTY_ADD,QDT FP Equity_DX_BROKER_SI_QTY_NEW,QDT FP Equity_DX_SUPPLY_SI_MV_DEC,QDT FP Equity_DX_BROKER_SI_QTY_INC,QDT FP Equity_DX_SUPPLY_SI_QTY_DEC,QDT FP Equity_DX_BROKER_SI_MV_NEW_y,QDT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,QDT FP Equity_DX_BROKER_SI_MV_INC_y,QDT FP Equity_DX_SUPPLY_SI_QTY_INC_y,QDT FP Equity_DX_BROKER_SI_MV_ADD,QDT FP Equity_DX_SUPPLY_SI_QTY_ADD,QDT FP Equity_DX_BROKER_SI_QTY_DEC,QDT FP Equity_DX_SUPPLY_SI_MV,QDT FP Equity_DX_BROKER_SI_MV_DEC,QDT FP Equity_DX_SUPPLY_SI_MV_RMV,QDT FP Equity_DX_BROKER_SI_MV_RMV,QDT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,QDT FP Equity_DX_UTILIZATION_QUANTITY,QDT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,QDT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,QDT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,QDT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,QDT FP Equity_DX_ACTIVE_UTILIZATION_MV,QDT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,QDT FP Equity_DX_BROKER_SI_CON_RATIO,QDT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,QDT FP Equity_DX_DEMAND_SUPPLY_RATIO,QDT FP Equity_PX_LAST
2019-12-04,63837.0,1227585.51,0.19,1.25,0.18,1.23,0.0,902329.29,47588.0,46923.0,915117.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.63,0.63,7510973.0,144436010.79,0.0,142.68,0.63,12.14,0.2625,46.37,0.0084,19.23
2019-12-05,60007.0,1180337.69,0.18,1.17,0.17,1.17,0.0,847639.31,45948.0,43093.0,903797.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,6893.0,0.0,0.0,0.0,0.0,0.0,5253.0,3830.0,0.88,0.07,0.0,0.0,0.6,0.6,7644302.0,150363420.34,0.0,147.44,0.6,13.0,0.2356,42.57,0.0078,19.67
2019-12-06,60331.0,1205413.38,0.18,1.19,0.17,1.2,0.0,867471.66,46272.0,43417.0,924514.56,0.0,0.0,5166.0,0.01,0.0,0.0,0.0,0.09,324.0,4842.0,0.0,0.0,0.01,5166.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.6,0.6,7634752.0,152542344.96,0.0,150.7,0.6,12.96,0.2363,42.66,0.0079,19.98
2019-12-09,61512.0,1310205.6,0.19,1.19,0.18,1.23,0.0,949937.4,42287.0,44598.0,900713.1,0.0,0.0,5039.0,0.02,0.0,0.0,0.0,0.18,1181.0,9024.0,0.0,0.0,0.02,5039.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.55,0.55,7643799.0,162812918.7,0.0,154.33,0.54,12.76,0.2427,43.61,0.008,21.3
2019-12-10,46383.0,1002800.46,0.14,0.85,0.13,0.99,0.0,739447.24,31891.0,34202.0,689483.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,10396.0,0.0,0.0,0.0,0.0,0.0,0.0,10396.0,0.67,0.18,0.0,0.0,0.42,0.42,7652658.0,165450465.96,0.0,163.06,0.41,15.6,0.2363,41.6,0.006,21.62
2019-12-11,28411.0,626746.66,0.09,0.51,0.08,0.61,0.0,358033.8,23585.0,16230.0,520285.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,8306.0,0.0,0.0,0.0,0.0,0.0,0.0,17972.0,0.51,0.38,0.0,0.0,0.31,0.31,7669042.0,169179066.52,0.0,166.1,0.31,20.02,0.1744,25.72,0.0037,22.06
2019-12-12,23007.0,509835.12,0.07,0.41,0.07,0.5,0.0,239904.16,18181.0,10826.0,402890.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,5404.0,0.0,0.0,0.0,0.0,0.0,0.0,5404.0,0.4,0.12,0.0,0.0,0.24,0.24,7682210.0,170237773.6,0.0,169.34,0.24,22.31,0.2104,32.21,0.003,22.16
2019-12-13,24484.0,543544.8,0.07,0.43,0.07,0.53,0.0,273126.6,17658.0,12303.0,392007.6,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,2000.0,523.0,0.0,0.0,0.04,0.0,0.0,0.0,523.0,0.39,0.01,0.0,0.0,0.22,0.22,8154465.0,181029123.0,0.0,180.78,0.22,18.6,0.1918,30.63,0.003,22.2
2019-12-16,24484.0,546482.88,0.07,0.42,0.07,0.53,0.0,274602.96,17658.0,12303.0,394126.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.22,0.22,8155842.0,182038393.44,0.0,181.17,0.22,18.67,0.1904,30.23,0.003,22.32
2019-12-17,33484.0,743344.8,0.1,0.58,0.1,0.73,0.0,373026.6,22158.0,16803.0,491907.6,0.0,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4500.0,0.0,0.49,0.0,0.0,0.0,0.27,0.27,8082947.0,179441423.4,0.0,180.19,0.27,15.93,0.1594,25.19,0.0041,22.2
2019-12-18,33484.0,746693.2,0.1,0.58,0.1,0.73,0.0,374706.9,22158.0,16803.0,494123.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.27,0.27,8146713.0,181671699.9,0.0,181.23,0.27,15.84,0.1602,25.5,0.0041,22.3
2019-12-19,33384.0,735115.68,0.1,0.59,0.1,0.73,0.0,370002.06,22058.0,16803.0,485717.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.27,0.27,8148443.0,179428714.86,0.0,181.37,0.27,15.94,0.161,25.56,0.0041,22.02
2019-12-20,46508.0,1043639.52,0.14,0.82,0.13,1.01,0.0,377059.32,35182.0,16803.0,789484.08,0.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.02,0.0,1000.0,0.0,0.0,0.0,3700.0,0.0,10424.0,0.0,0.78,0.0,0.0,0.0,0.43,0.43,8121781.0,182252765.64,0.0,179.66,0.43,19.26,0.1665,27.65,0.0057,22.44
2019-12-23,50808.0,1109646.72,0.15,0.88,0.15,1.12,0.0,366977.52,39482.0,16803.0,862286.88,0.0,0.0,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4300.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.49,0.49,8100292.0,176910377.28,0.0,180.9,0.49,19.18,0.1665,27.7,0.0062,21.84
2019-12-24,49108.0,1060732.8,0.15,0.85,0.14,1.08,0.0,265744.8,42282.0,12303.0,913291.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,4500.0,0.94,0.1,0.0,0.0,0.52,0.52,8106548.0,175101436.8,0.0,177.32,0.53,20.32,0.2198,37.01,0.006,21.6
2019-12-25,49108.0,1060732.8,0.15,0.86,0.14,1.07,0.0,265744.8,42282.0,12303.0,913291.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.52,0.52,8123735.0,175472676.0,0.0,177.1,0.53,20.46,0.2201,37.0,0.006,0.0
2019-12-26,48308.0,1043452.8,0.15,0.85,0.14,1.03,0.0,265744.8,41482.0,12303.0,896011.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.51,0.51,8129553.0,175598344.8,0.0,175.54,0.51,20.19,0.2172,36.57,0.0059,0.0
2019-12-27,35084.0,768339.6,0.11,0.62,0.1,0.75,0.0,269435.7,28258.0,12303.0,618850.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,13224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.35,0.35,8140887.0,178285425.3,0.0,175.79,0.35,19.45,0.2072,31.8,0.0043,21.9
2019-12-30,23384.0,508835.84,0.07,0.41,0.07,0.5,0.0,267713.28,16558.0,12303.0,360302.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,11700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.2,0.2,8147278.0,177284769.28,0.0,178.03,0.2,19.58,0.2072,31.77,0.0029,21.76
2019-12-31,33584.0,724742.72,0.1,0.59,0.1,0.72,0.0,265498.74,26758.0,12303.0,577437.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10200.0,0.0,0.58,0.0,0.0,0.0,0.33,0.33,8140986.0,175682477.88,0.0,176.86,0.33,22.21,0.1942,30.71,0.0041,21.58
2020-01-01,49691.0,1072331.78,0.15,0.88,0.14,1.07,0.0,265498.74,42865.0,12303.0,925026.7,0.0,0.0,16107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16107.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.52,0.52,8137428.0,175605696.24,0.0,176.26,0.52,14.79,0.331,53.5,0.0061,0.0
2020-01-02,54891.0,1226264.94,0.17,0.97,0.16,1.17,0.0,274849.02,48065.0,12303.0,1073772.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5200.0,0.0,1.04,0.0,0.0,0.0,0.55,0.55,8649495.0,193229718.3,0.0,188.38,0.55,13.28,0.3722,57.93,0.0063,22.34
2020-01-03,60515.0,1319227.0,0.18,1.07,0.18,1.34,0.0,268205.4,53689.0,12303.0,1170420.2,0.0,0.0,5624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5624.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.62,0.62,8652336.0,188620924.8,0.0,192.42,0.62,12.07,0.4144,62.01,0.007,21.8
2020-01-06,66651.0,1415667.24,0.2,1.18,0.19,1.45,0.0,349164.36,59825.0,16439.0,1270683.0,0.0,0.0,6136.0,0.09,0.0,0.0,0.0,0.0,4136.0,0.0,0.0,0.0,0.09,6136.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.69,0.69,8648578.0,183695796.72,0.0,187.37,0.69,11.02,0.3798,59.08,0.0077,21.24
2020-01-07,76451.0,1652870.62,0.23,1.34,0.22,1.62,0.0,355411.18,69625.0,16439.0,1505292.5,0.0,0.0,9800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9800.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.8,0.8,8634794.0,186684246.28,0.0,184.27,0.8,9.53,0.4379,64.4,0.0088,21.62
2020-01-08,78051.0,1676535.48,0.24,1.37,0.23,1.68,0.0,353109.72,71225.0,16439.0,1529913.0,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.82,0.82,8637931.0,185542757.88,0.0,186.72,0.82,9.36,0.4471,65.18,0.009,21.48
2020-01-09,80151.0,1715231.4,0.24,1.4,0.23,1.71,0.0,351794.6,73325.0,16439.0,1569155.0,0.0,0.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.84,0.84,8629855.0,184678897.0,0.0,185.29,0.84,9.07,0.4575,66.06,0.0092,21.4
2020-01-10,81751.0,1729851.16,0.25,1.4,0.24,1.74,0.0,347849.24,74925.0,16439.0,1585413.0,0.0,0.0,1129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.0,0.0,471.0,0.0,1.6,0.0,0.0,0.0,0.86,0.86,8628809.0,182585598.44,0.0,184.14,0.86,8.94,0.465,66.69,0.0094,21.16
2020-01-13,82651.0,1725752.88,0.25,1.45,0.24,1.73,0.0,343246.32,75825.0,16439.0,1583226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,1.6,0.0,0.0,0.0,0.87,0.87,8626541.0,180122176.08,0.0,181.94,0.87,8.78,0.4689,67.01,0.0095,20.88
2020-01-14,104347.0,2139113.5,0.32,1.98,0.3,2.17,0.0,336999.5,97521.0,16439.0,1999180.5,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,20596.0,0.0,2.04,0.0,0.0,0.0,1.12,1.12,8607821.0,176460330.5,0.0,179.08,1.13,7.01,0.5586,73.9,0.012,20.5
2020-01-15,108911.0,2210893.3,0.33,2.09,0.32,2.22,0.0,349220.9,97185.0,17203.0,1972855.5,0.0,0.0,0.0,0.0,0.0,4900.0,0.0,0.11,0.0,5236.0,0.0,0.0,0.0,0.0,0.1,4900.0,4136.0,1.99,0.09,0.0,0.0,1.12,1.12,8608683.0,174756264.9,0.0,175.97,1.12,7.01,0.5455,73.01,0.0125,20.3
2020-01-16,108657.0,2277450.72,0.33,2.13,0.31,2.2,0.0,452484.48,92546.0,21588.0,1939764.16,0.0,0.0,4385.0,0.09,0.0,0.0,0.0,0.18,4385.0,9024.0,0.0,0.0,0.09,4385.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,1.06,1.06,8615311.0,180576918.56,0.0,176.16,1.06,7.34,0.4695,67.3,0.0125,20.96
2020-01-17,107757.0,2254276.44,0.33,2.13,0.31,2.24,0.0,451620.96,91646.0,21588.0,1917234.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.05,1.05,8607813.0,180075447.96,0.0,180.66,1.04,7.42,0.4646,66.91,0.0124,20.92
2020-01-20,107757.0,2290913.82,0.33,2.14,0.31,2.25,0.0,458960.88,91646.0,21588.0,1948393.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,1.06,1.06,8592822.0,182683395.72,0.0,180.35,1.05,7.39,0.4667,67.08,0.0124,21.26
2020-01-21,107757.0,2282293.26,0.33,2.19,0.31,2.28,0.0,457233.84,91646.0,21588.0,1941062.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,1.05,1.05,8607913.0,182315597.34,0.0,182.86,1.05,7.41,0.4677,67.16,0.0124,21.18
2020-01-22,107757.0,2249966.16,0.33,2.23,0.31,2.28,0.0,450757.44,91646.0,21588.0,1913568.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,1.07,1.07,8508224.0,177651717.12,0.0,179.68,1.07,7.43,0.4671,67.1,0.0125,20.88
2020-01-23,98987.0,2096544.66,0.3,2.1,0.29,2.07,0.0,364359.54,87261.0,17203.0,1848187.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,4385.0,0.0,0.0,0.0,0.0,0.0,0.0,4385.0,1.83,0.09,0.0,0.0,1.01,1.01,8546418.0,181013133.24,0.0,179.09,1.01,7.74,0.5086,70.25,0.0115,21.18
2020-01-24,100087.0,2123846.14,0.3,2.27,0.29,2.11,0.0,365047.66,88361.0,17203.0,1875020.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,1.87,0.0,0.0,0.0,1.02,1.02,8552601.0,181486193.22,0.0,181.31,1.02,7.63,0.5134,70.61,0.0116,21.22
2020-01-27,104577.0,2235856.26,0.32,2.5,0.3,2.21,0.0,367800.14,92851.0,17203.0,1985154.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4490.0,0.0,1.97,0.0,0.0,0.0,1.07,1.07,8550033.0,182799705.54,0.0,181.75,1.07,7.3,0.4701,67.42,0.0121,21.38
2020-01-28,102422.0,2191830.8,0.31,2.53,0.3,2.18,0.0,381733.2,90696.0,17838.0,1940894.4,0.0,0.0,1700.0,0.0,0.0,635.0,0.0,0.08,0.0,3855.0,0.0,0.0,0.0,1700.0,0.01,0.0,0.0,1.94,0.0,0.0,0.0,1.05,1.05,8556707.0,183113529.8,0.0,182.89,1.05,7.46,0.5129,70.62,0.0118,21.4
2020-01-29,109567.0,2397325.96,0.33,2.78,0.32,2.34,0.0,546628.04,90512.0,24983.0,1980402.56,0.0,0.0,0.0,0.0,0.0,7329.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.16,0.0,184.0,1.94,0.0,0.0,0.0,1.05,1.05,8507977.0,186154536.76,0.0,182.86,1.05,7.03,0.4503,65.81,0.0127,21.88
2020-01-30,97256.0,2122125.92,0.3,2.49,0.28,2.11,0.0,535288.24,78201.0,24532.0,1706345.82,0.0,0.0,4247.0,0.0,0.0,0.0,0.0,0.35,0.0,16558.0,0.0,0.0,0.0,4247.0,0.0,0.0,451.0,1.71,0.01,0.0,0.0,0.9,0.9,8609410.0,187857326.2,0.0,188.0,0.9,8.37,0.3826,59.86,0.0112,21.82
2020-01-31,105651.0,2294739.72,0.32,2.57,0.31,2.29,0.0,715174.44,82349.0,32927.0,1788620.28,0.0,0.0,4148.0,0.09,0.0,4247.0,0.0,0.0,4148.0,0.0,0.0,0.0,0.09,4148.0,0.09,0.0,0.0,1.79,0.0,0.0,0.0,0.96,0.96,8501137.0,184644695.64,0.0,184.99,0.96,7.64,0.3225,54.54,0.0123,21.72
2020-02-03,105651.0,2334887.1,0.32,2.5,0.31,2.28,0.0,727686.7,82349.0,32927.0,1819912.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.95,0.95,8594021.0,189927864.1,0.0,186.2,0.95,7.64,0.3231,54.6,0.0122,22.1
2020-02-04,36026.0,846611.0,0.11,0.83,0.1,0.78,0.0,486403.0,24953.0,20698.0,586395.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,57396.0,0.0,0.0,0.0,0.0,0.0,0.0,12229.0,0.55,0.27,0.0,0.0,0.29,0.29,8659376.0,203495336.0,0.0,193.97,0.28,16.55,0.1546,22.77,0.0041,23.5
2020-02-05,36026.0,812746.56,0.11,0.78,0.1,0.83,0.0,466946.88,24953.0,20698.0,562939.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.29,0.29,8658175.0,195328428.0,0.0,202.04,0.29,16.5,0.156,23.29,0.0041,22.56
2020-02-06,43081.0,971907.36,0.13,0.91,0.12,0.96,0.0,626107.68,24953.0,27753.0,562939.68,0.0,0.0,0.0,0.0,0.0,7055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.56,0.0,0.0,0.0,0.29,0.29,8715054.0,196611618.24,0.0,196.74,0.29,18.4,0.1374,18.91,0.0049,22.56
2020-02-07,47321.0,1091222.26,0.14,1.0,0.14,1.06,0.0,639984.18,29193.0,27753.0,673190.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4240.0,0.0,0.66,0.0,0.0,0.0,0.33,0.33,8720653.0,201098258.18,0.0,197.88,0.33,17.0,0.1417,20.2,0.0054,23.06
2020-02-10,34721.0,803443.94,0.11,0.71,0.1,0.79,0.0,546543.66,25059.0,23619.0,579865.26,0.0,0.0,4240.0,0.01,0.0,0.0,0.0,0.19,14.0,8395.0,0.0,0.0,0.01,4240.0,0.0,21.0,4148.0,0.58,0.09,0.0,0.0,0.29,0.29,8726599.0,201933500.86,0.0,201.75,0.28,20.67,0.1505,20.84,0.004,23.14
2020-02-11,33552.0,802563.84,0.1,0.67,0.1,0.77,0.0,437042.32,26533.0,18271.0,634669.36,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.06,1514.0,2726.0,0.0,0.0,0.04,0.0,0.0,4200.0,6862.0,0.62,0.16,0.0,0.0,0.3,0.3,8729958.0,208820595.36,0.0,203.55,0.3,21.96,0.1935,30.94,0.0038,23.92
2020-02-12,45364.0,1083292.32,0.14,0.89,0.13,1.08,0.0,613310.04,29745.0,25683.0,710310.6,0.0,0.0,0.0,0.09,0.0,4400.0,0.0,0.02,3012.0,1188.0,0.0,0.0,0.09,0.0,0.11,4400.0,0.0,0.71,0.0,0.0,0.0,0.34,0.34,8721088.0,208259581.44,0.0,208.77,0.34,17.74,0.1873,33.44,0.0052,23.88
2020-02-13,63107.0,1514568.0,0.19,1.21,0.18,1.52,0.0,943824.0,43288.0,39326.0,1038912.0,0.0,0.0,4100.0,0.0,0.0,13643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4100.0,0.34,9443.0,0.0,1.04,0.0,0.0,0.0,0.49,0.49,8720497.0,209291928.0,0.0,208.83,0.49,24.02,0.1837,29.97,0.0072,24.0
2020-02-14,70237.0,1685688.0,0.21,1.34,0.2,1.7,0.0,1314144.0,44218.0,54756.0,1061232.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.08,15430.0,3310.0,0.0,0.0,0.38,0.0,0.0,4240.0,0.0,1.06,0.0,0.0,0.0,0.5,0.5,8724212.0,209381088.0,0.0,209.48,0.5,15.49,0.2424,43.57,0.008,24.0
2020-02-17,76688.0,1842045.76,0.23,1.46,0.22,1.85,0.0,1470192.14,57895.0,61207.0,1390637.9,0.0,0.0,12988.0,0.15,0.0,0.0,0.0,0.17,6451.0,7051.0,0.0,0.0,0.15,12988.0,0.0,7740.0,0.0,1.39,0.0,0.0,0.0,0.66,0.66,8708539.0,209179106.78,0.0,209.05,0.66,14.1,0.2793,48.55,0.0087,24.02
2020-02-18,82127.0,1943124.82,0.25,1.57,0.24,1.98,0.0,1380466.36,59089.0,58346.0,1398045.74,0.0,0.0,2290.0,0.0,0.0,0.0,0.0,0.11,90.0,4406.0,0.0,0.0,0.0,2290.0,0.0,3310.0,2951.0,1.42,0.07,0.0,0.0,0.68,0.68,8692157.0,205656434.62,0.0,208.43,0.68,20.12,0.2661,45.26,0.0094,23.66
2020-02-19,75773.0,1768541.82,0.23,1.46,0.22,1.81,0.0,1509911.28,52896.0,64692.0,1234592.64,0.0,0.0,0.0,0.14,0.0,6848.0,0.0,0.15,5691.0,6193.0,0.0,0.0,0.14,0.0,0.16,0.0,6193.0,1.25,0.16,0.0,0.0,0.6,0.6,8821888.0,205902865.92,0.0,208.25,0.6,17.69,0.2501,43.91,0.0085,23.34
2020-02-20,81256.0,1864012.64,0.25,1.59,0.24,1.92,0.0,1417118.5,56480.0,61775.0,1295651.2,0.0,0.0,3334.0,0.03,0.0,0.0,0.0,0.1,1259.0,4058.0,0.0,0.0,0.03,3334.0,0.0,4308.0,4176.0,1.32,0.11,0.0,0.0,0.64,0.64,8825657.0,202460571.58,0.0,205.38,0.64,21.3,0.2512,42.79,0.0091,22.94
2020-02-21,73922.0,1691335.36,0.22,1.47,0.21,1.72,0.0,1437802.08,51227.0,62841.0,1172073.76,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.13,3270.0,5253.0,0.0,0.0,0.08,0.0,0.0,0.0,2204.0,1.17,0.07,0.0,0.0,0.58,0.58,8821183.0,201828667.04,0.0,202.27,0.58,16.82,0.247,43.75,0.0083,22.88
2020-02-24,72917.0,1567715.5,0.22,1.45,0.21,1.69,0.0,1329474.0,49292.0,61836.0,1059778.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.04,930.0,1935.0,0.0,0.0,0.02,0.0,0.0,0.0,1935.0,1.13,0.05,0.0,0.0,0.56,0.56,8809650.0,189407475.0,0.0,199.06,0.56,18.27,0.2357,41.74,0.0082,21.5
2020-02-25,73005.0,1553546.4,0.22,1.41,0.21,1.62,0.0,1317742.72,54233.0,61924.0,1154078.24,0.0,0.0,6726.0,0.17,0.0,0.0,0.0,0.05,8721.0,1785.0,0.0,0.0,0.17,6726.0,0.0,0.0,8633.0,1.18,0.22,0.0,0.0,0.61,0.61,8795039.0,187158429.92,0.0,190.44,0.61,15.3,0.3364,54.2,0.0083,21.28
2020-02-26,80231.0,1741012.7,0.24,1.52,0.23,1.74,0.0,1500555.0,64202.0,69150.0,1393183.4,0.0,0.0,9969.0,0.13,0.0,0.0,0.0,0.0,7226.0,0.0,0.0,0.0,0.13,9969.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.73,0.73,8781847.0,190566079.9,0.0,187.6,0.72,14.15,0.3703,57.79,0.0091,21.7
2020-02-27,87070.0,1823245.8,0.26,1.64,0.25,1.9,0.0,1321921.26,59455.0,63129.0,1244987.7,0.0,0.0,0.0,0.0,0.0,7400.0,0.0,0.28,0.0,13407.0,0.0,0.0,0.0,0.0,0.16,8660.0,13421.0,1.28,0.29,0.0,0.0,0.67,0.67,8813713.0,184559150.22,0.0,189.12,0.67,22.38,0.2574,43.15,0.0098,20.94
2020-02-28,89020.0,1719866.4,0.27,1.67,0.26,1.9,0.0,1505781.48,64170.0,77939.0,1239764.4,0.0,0.0,4715.0,0.3,0.0,0.0,0.0,0.0,14810.0,0.0,0.0,0.0,0.3,4715.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.73,0.73,8777630.0,169583811.6,0.0,180.52,0.74,17.94,0.2894,48.74,0.0101,19.32
2020-03-02,88702.0,1743881.32,0.27,1.55,0.26,1.75,0.0,1526028.86,63852.0,77621.0,1255330.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,1.22,0.04,0.0,0.0,0.72,0.72,8761109.0,172243402.94,0.0,169.27,0.72,17.45,0.2903,48.98,0.0101,19.66
