DATE,DKUPL FP Equity_DX_SI_QTY,DKUPL FP Equity_DX_SHORT_INTEREST_VALUE,DKUPL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,DKUPL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DKUPL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DKUPL FP Equity_DX_SI_MV,DKUPL FP Equity_DX_DSS,DKUPL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DKUPL FP Equity_DX_SUPPLY_SI_QTY,DKUPL FP Equity_DX_BROKER_SI_QTY,DKUPL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DKUPL FP Equity_DX_SUPPLY_SI_QTY_INC_x,DKUPL FP Equity_DX_BROKER_SI_MV_INC_x,DKUPL FP Equity_DX_BROKER_SI_QTY_ADD,DKUPL FP Equity_DX_SUPPLY_SI_MV_DEC,DKUPL FP Equity_DX_BROKER_SI_QTY_INC,DKUPL FP Equity_DX_SUPPLY_SI_QTY_DEC,DKUPL FP Equity_DX_BROKER_SI_MV_INC_y,DKUPL FP Equity_DX_SUPPLY_SI_QTY_INC_y,DKUPL FP Equity_DX_BROKER_SI_MV_ADD,DKUPL FP Equity_DX_SUPPLY_SI_QTY_ADD,DKUPL FP Equity_DX_BROKER_SI_QTY_DEC,DKUPL FP Equity_DX_SUPPLY_SI_MV,DKUPL FP Equity_DX_BROKER_SI_MV_DEC,DKUPL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DKUPL FP Equity_DX_UTILIZATION_QUANTITY,DKUPL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DKUPL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DKUPL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DKUPL FP Equity_DX_ACTIVE_UTILIZATION_MV,DKUPL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DKUPL FP Equity_DX_BROKER_SI_CON_RATIO,DKUPL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DKUPL FP Equity_DX_DEMAND_SUPPLY_RATIO,DKUPL FP Equity_PX_LAST
2011-12-07,37.0,286.64,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,286.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.69
2011-12-08,37.0,281.98,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,281.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.5
2011-12-09,37.0,281.98,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,281.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.5
2011-12-12,37.0,280.75,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,280.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.45
2011-12-13,37.0,281.0,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.46
2011-12-14,37.0,280.75,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,280.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.45
2011-12-15,37.0,277.07,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,277.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.3
2011-12-16,37.0,269.72,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,269.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.0
2011-12-19,37.0,264.81,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,264.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,10.8
2011-12-20,37.0,265.3,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,265.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,10.82
2011-12-21,37.0,265.06,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,265.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,10.81
2011-12-22,37.0,279.28,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,279.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.39
2011-12-23,37.0,278.55,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,278.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.36
2011-12-26,37.0,278.55,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,278.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,0.0
2011-12-27,37.0,275.85,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,275.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.25
2011-12-28,37.0,275.6,0.01,0.05,0.0,0.0,0.0,0.0,37.0,0.0,275.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.24
2011-12-29,37.0,275.6,0.01,0.05,0.0,0.0,0.0,0.0,37.0,0.0,275.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.24
2011-12-30,37.0,289.33,0.01,0.05,0.0,0.0,0.0,0.0,37.0,0.0,289.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.8
2012-01-02,37.0,282.22,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,282.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.51
2012-01-03,37.0,277.07,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,277.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.3
2012-01-04,37.0,273.4,0.01,0.04,0.0,0.0,0.0,0.0,37.0,0.0,273.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.15
2012-01-05,37.0,273.4,0.01,0.05,0.0,0.0,0.0,0.0,37.0,0.0,273.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.15
2012-01-06,37.0,273.4,0.01,0.05,0.0,0.0,0.0,0.0,37.0,0.0,273.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.15
2012-01-09,37.0,272.17,0.01,0.05,0.0,0.0,0.0,0.0,37.0,0.0,272.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.1
2012-01-10,37.0,269.72,0.01,0.05,0.0,0.0,0.0,0.0,37.0,0.0,269.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.0
2012-01-11,37.0,262.36,0.01,0.05,0.0,0.0,0.0,0.0,37.0,0.0,262.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,10.7
2012-01-12,37.0,261.14,0.01,0.05,0.0,0.0,0.0,0.0,37.0,0.0,261.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,10.65
2012-01-13,37.0,271.68,0.01,0.05,0.0,0.0,0.0,0.0,37.0,0.0,271.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.037,11.08
2012-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7084.24,0.01,0.0,0.0,0.0,0.0,0.0,10.69
2012-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7289.67,0.01,0.0,0.0,0.0,0.0,0.0,11.0
2012-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7296.3,0.01,0.0,0.0,0.0,0.0,0.0,11.01
2012-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7389.08,0.01,0.0,0.0,0.0,0.0,0.0,11.15
2012-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7389.08,0.01,0.0,0.0,0.0,0.0,0.0,11.15
2012-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7369.2,0.01,0.0,0.0,0.0,0.0,0.0,11.12
2012-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7621.02,0.01,0.0,0.0,0.0,0.0,0.0,11.5
2012-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7621.02,0.01,0.0,0.0,0.0,0.0,0.0,11.5
2012-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7627.65,0.01,0.0,0.0,0.0,0.0,0.0,11.51
2012-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7959.0,0.01,0.0,0.0,0.0,0.0,0.0,12.01
2012-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7959.0,0.01,0.0,0.0,0.0,0.0,0.0,12.01
2012-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8012.01,0.01,0.0,0.0,0.0,0.0,0.0,12.09
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8031.89,0.01,0.0,0.0,0.0,0.0,0.0,12.12
2012-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8065.03,0.01,0.0,0.0,0.0,0.0,0.0,12.17
2012-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8277.09,0.01,0.0,0.0,0.0,0.0,0.0,12.49
2012-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8416.26,0.01,0.0,0.0,0.0,0.0,0.0,12.7
2012-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8416.26,0.01,0.0,0.0,0.0,0.0,0.0,12.7
2012-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8389.75,0.01,0.0,0.0,0.0,0.0,0.0,12.66
2012-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8615.07,0.01,0.0,0.0,0.0,0.0,0.0,13.0
2012-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8615.07,0.01,0.0,0.0,0.0,0.0,0.0,13.0
2012-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8581.93,0.01,0.0,0.0,0.0,0.0,0.0,12.95
2012-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8581.93,0.01,0.0,0.0,0.0,0.0,0.0,12.95
2012-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8601.81,0.01,0.0,0.0,0.0,0.0,0.0,12.98
2012-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8634.95,0.01,0.0,0.0,0.0,0.0,0.0,13.03
2012-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8634.95,0.01,0.0,0.0,0.0,0.0,0.0,13.03
2012-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8634.95,0.01,0.0,0.0,0.0,0.0,0.0,13.03
2012-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8615.07,0.01,0.0,0.0,0.0,0.0,0.0,13.0
2012-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8615.07,0.01,0.0,0.0,0.0,0.0,0.0,13.0
2012-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8601.81,0.01,0.0,0.0,0.0,0.0,0.0,12.98
2012-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8615.07,0.01,0.0,0.0,0.0,0.0,0.0,13.0
2012-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8601.81,0.01,0.0,0.0,0.0,0.0,0.0,12.98
2012-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8615.07,0.01,0.0,0.0,0.0,0.0,0.0,13.0
2012-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8615.07,0.01,0.0,0.0,0.0,0.0,0.0,13.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8581.93,0.01,0.0,0.0,0.0,0.0,0.0,12.95
2012-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8615.07,0.01,0.0,0.0,0.0,0.0,0.0,13.0
2012-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8615.07,0.01,0.0,0.0,0.0,0.0,0.0,13.0
2012-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8608.44,0.01,0.0,0.0,0.0,0.0,0.0,12.99
2012-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8608.44,0.01,0.0,0.0,0.0,0.0,0.0,12.99
2012-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8615.07,0.01,0.0,0.0,0.0,0.0,0.0,13.0
2012-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8615.07,0.01,0.0,0.0,0.0,0.0,0.0,13.0
2012-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8648.2,0.01,0.0,0.0,0.0,0.0,0.0,13.05
2012-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8840.39,0.01,0.0,0.0,0.0,0.0,0.0,13.34
2012-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8847.01,0.01,0.0,0.0,0.0,0.0,0.0,13.35
2012-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8847.01,0.01,0.0,0.0,0.0,0.0,0.0,13.35
2012-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9271.14,0.01,0.0,0.0,0.0,0.0,0.0,13.99
2012-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9542.84,0.01,0.0,0.0,0.0,0.0,0.0,14.4
2012-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9244.63,0.01,0.0,0.0,0.0,0.0,0.0,13.95
2012-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9145.23,0.01,0.0,0.0,0.0,0.0,0.0,13.8
2012-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9204.87,0.01,0.0,0.0,0.0,0.0,0.0,13.89
2012-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9138.6,0.01,0.0,0.0,0.0,0.0,0.0,13.79
2012-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9145.23,0.01,0.0,0.0,0.0,0.0,0.0,13.8
2012-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9045.82,0.01,0.0,0.0,0.0,0.0,0.0,13.65
2012-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9204.87,0.01,0.0,0.0,0.0,0.0,0.0,13.89
2012-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9145.23,0.01,0.0,0.0,0.0,0.0,0.0,13.8
2012-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9145.23,0.01,0.0,0.0,0.0,0.0,0.0,13.8
2012-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9145.23,0.01,0.0,0.0,0.0,0.0,0.0,13.8
2012-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9131.97,0.01,0.0,0.0,0.0,0.0,0.0,13.78
2012-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9078.96,0.01,0.0,0.0,0.0,0.0,0.0,13.7
2012-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9118.72,0.01,0.0,0.0,0.0,0.0,0.0,13.76
