DATE,CV9 FP Equity_DX_SI_QTY,CV9 FP Equity_DX_SHORT_INTEREST_VALUE,CV9 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CV9 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CV9 FP Equity_DX_SI_MV,CV9 FP Equity_DX_DSS,CV9 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CV9 FP Equity_DX_SUPPLY_SI_QTY,CV9 FP Equity_DX_BROKER_SI_QTY,CV9 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CV9 FP Equity_DX_BROKER_SI_MV_NEW_x,CV9 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CV9 FP Equity_DX_BROKER_SI_MV_INC_x,CV9 FP Equity_DX_BROKER_SI_QTY_ADD,CV9 FP Equity_DX_BROKER_SI_QTY_NEW,CV9 FP Equity_DX_SUPPLY_SI_MV_DEC,CV9 FP Equity_DX_BROKER_SI_QTY_INC,CV9 FP Equity_DX_SUPPLY_SI_QTY_DEC,CV9 FP Equity_DX_BROKER_SI_MV_NEW_y,CV9 FP Equity_DX_BROKER_SI_MV_INC_y,CV9 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CV9 FP Equity_DX_BROKER_SI_MV_ADD,CV9 FP Equity_DX_SUPPLY_SI_QTY_ADD,CV9 FP Equity_DX_BROKER_SI_QTY_DEC,CV9 FP Equity_DX_SUPPLY_SI_MV,CV9 FP Equity_DX_BROKER_SI_MV_DEC,CV9 FP Equity_DX_SUPPLY_SI_MV_RMV,CV9 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CV9 FP Equity_DX_UTILIZATION_QUANTITY,CV9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CV9 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CV9 FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CV9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CV9 FP Equity_DX_ACTIVE_UTILIZATION_MV,CV9 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CV9 FP Equity_DX_BROKER_SI_CON_RATIO,CV9 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CV9 FP Equity_DX_DEMAND_SUPPLY_RATIO,CV9 FP Equity_PX_LAST
2009-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.13
2009-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.92
2009-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.36
2009-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.63
2009-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.46
2009-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.8
2009-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.76
2009-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5
2009-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.28
2009-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.91
2009-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.07
2009-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.2
2009-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.53
