DATE,PUB FP Equity_DX_SI_QTY,PUB FP Equity_DX_SHORT_INTEREST_VALUE,PUB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PUB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PUB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PUB FP Equity_DX_SI_MV,PUB FP Equity_DX_DSS,PUB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PUB FP Equity_DX_SUPPLY_SI_QTY,PUB FP Equity_DX_BROKER_SI_QTY,PUB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PUB FP Equity_DX_BROKER_SI_MV_NEW_x,PUB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PUB FP Equity_DX_SUPPLY_SI_QTY_INC_x,PUB FP Equity_DX_BROKER_SI_MV_INC_x,PUB FP Equity_DX_SUPPLY_SI_MV_NEW,PUB FP Equity_DX_BROKER_SI_QTY_ADD,PUB FP Equity_DX_BROKER_SI_QTY_NEW,PUB FP Equity_DX_SUPPLY_SI_MV_DEC,PUB FP Equity_DX_BROKER_SI_QTY_INC,PUB FP Equity_DX_SUPPLY_SI_QTY_DEC,PUB FP Equity_DX_BROKER_SI_MV_NEW_y,PUB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PUB FP Equity_DX_BROKER_SI_MV_INC_y,PUB FP Equity_DX_SUPPLY_SI_QTY_INC_y,PUB FP Equity_DX_BROKER_SI_MV_ADD,PUB FP Equity_DX_SUPPLY_SI_QTY_ADD,PUB FP Equity_DX_BROKER_SI_QTY_DEC,PUB FP Equity_DX_SUPPLY_SI_MV,PUB FP Equity_DX_BROKER_SI_MV_DEC,PUB FP Equity_DX_SUPPLY_SI_MV_RMV,PUB FP Equity_DX_BROKER_SI_MV_RMV,PUB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PUB FP Equity_DX_UTILIZATION_QUANTITY,PUB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PUB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PUB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PUB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PUB FP Equity_DX_ACTIVE_UTILIZATION_MV,PUB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PUB FP Equity_DX_BROKER_SI_CON_RATIO,PUB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PUB FP Equity_DX_DEMAND_SUPPLY_RATIO,PUB FP Equity_PX_LAST
2006-08-10,15351866.0,353276449.82,10.71,15.3,7.79,456.33,2.0,236433041.11,7757381.0,10274357.0,178512502.62,0.0,0.0,21651.0,5.06,0.0,0.0,0.0,1.4,166487.0,46934.0,0.0,0.0,5.06,21651.0,0.0,24660.0,1367.0,229.33,0.05,0.0,0.0,38.88,38.88,12195637.0,280645450.05,0.0,358.13,39.04,19.21,0.1353,20.22,0.7694,29.03
2006-08-11,15457470.0,358524810.28,10.78,15.51,7.84,457.0,2.0,239463818.58,8017567.0,10324264.0,185961653.98,0.0,0.0,187767.0,4.97,0.0,0.0,0.0,0.39,159312.0,12843.0,0.0,0.0,4.97,187767.0,0.0,85261.0,109404.0,235.03,3.82,0.0,0.0,39.94,39.94,12058466.0,279687376.71,0.0,354.09,39.9,19.04,0.1323,19.77,0.7699,29.26
2006-08-14,15291880.0,356987213.59,10.66,15.63,7.76,452.99,2.0,237202496.36,8013516.0,10160790.0,187074627.05,0.0,0.0,1762.0,0.0,0.0,0.0,0.0,0.04,0.0,5813.0,0.0,0.0,0.0,1762.0,0.0,0.0,163474.0,235.58,4.62,0.0,0.0,40.16,40.16,11942026.0,278785249.84,0.0,351.83,40.1,18.6,0.1317,19.94,0.7663,29.45
2006-08-15,15282962.0,360050003.05,10.66,15.79,7.75,452.88,2.0,239240994.09,8008370.0,10155009.0,188668508.3,0.0,0.0,573.0,0.28,0.0,0.0,0.0,0.12,8322.0,5719.0,0.0,0.0,0.28,573.0,0.0,0.0,14103.0,235.86,0.63,0.0,0.0,40.03,40.03,11995614.0,282603650.87,0.0,355.29,39.9,18.56,0.1314,19.85,0.764,29.72
2006-08-16,15585424.0,367546314.55,10.87,16.12,7.91,464.73,2.0,239574697.37,8344898.0,10158919.0,196795191.79,0.0,0.0,48553.0,0.39,0.0,0.0,0.0,1.7,3910.0,63124.0,0.0,0.0,0.39,48553.0,0.0,351099.0,0.0,247.75,0.0,0.0,0.0,43.18,43.18,10982726.0,259002287.33,0.0,326.89,43.11,18.49,0.1311,19.78,0.8064,29.75
2006-08-17,15462487.0,371143363.22,10.78,16.11,7.84,463.49,2.0,240929503.98,8269121.0,10037548.0,198482260.9,0.0,0.0,2777.0,0.0,0.0,0.0,0.0,2.08,0.0,88409.0,0.0,0.0,0.0,2777.0,0.0,9855.0,121371.0,247.11,3.35,0.0,0.0,42.73,42.73,11081867.0,265996109.76,0.0,333.17,42.58,18.58,0.1325,20.1,0.7991,30.28
2006-08-18,16578940.0,397152865.52,11.56,16.75,8.41,501.0,2.0,267519272.01,8247098.0,11167453.0,197561400.36,0.0,0.0,2458.0,36.86,0.0,0.0,0.0,0.07,1189905.0,24482.0,0.0,0.0,36.86,2458.0,0.0,0.0,60000.0,249.55,1.82,0.0,0.0,42.94,42.94,10958666.0,262517724.55,0.0,329.73,43.08,17.13,0.1338,18.7,0.8632,30.22
2006-08-21,15679126.0,373608980.61,10.93,16.1,7.95,472.85,2.0,238371003.31,8494645.0,10003638.0,202414066.9,0.0,0.0,278835.0,0.0,0.0,0.0,0.0,0.99,0.0,31799.0,0.0,0.0,0.0,278835.0,0.0,511.0,1163816.0,255.82,35.05,0.0,0.0,43.68,43.68,10951525.0,260957663.8,0.0,328.58,43.77,18.21,0.1313,19.89,0.8063,30.06
2006-08-22,15995078.0,386209312.78,11.16,17.37,8.11,483.78,2.0,251046105.08,8444442.0,10397217.0,203895357.16,0.0,0.0,28931.0,15.54,0.0,0.0,0.0,2.44,509404.0,79133.0,0.0,0.0,15.54,28931.0,0.0,0.0,115825.0,255.65,3.5,0.0,0.0,43.53,43.53,10956884.0,264559550.12,0.0,331.21,43.56,17.36,0.1303,19.19,0.8244,30.46
2006-08-23,15294084.0,365040211.37,10.67,17.24,7.76,463.0,2.0,232637364.38,8340519.0,9746804.0,199072060.72,0.0,0.0,59736.0,0.0,0.0,0.0,0.0,13.32,0.0,439833.0,0.0,0.0,0.0,59736.0,0.0,276174.0,650413.0,248.9,20.23,0.0,0.0,42.87,42.87,11116131.0,265320552.04,0.0,332.16,42.83,18.12,0.1334,19.96,0.7861,30.11
2006-08-24,15717766.0,375651057.65,10.96,17.96,7.97,475.74,2.0,243631023.48,8315424.0,10193863.0,198736755.62,0.0,0.0,29522.0,14.54,0.0,0.0,0.0,1.68,484906.0,54617.0,0.0,0.0,14.54,29522.0,0.0,0.0,37847.0,247.04,1.12,0.0,0.0,42.92,42.92,11057158.0,264263579.01,0.0,330.26,42.79,17.5,0.1338,19.76,0.8112,30.15
2006-08-25,16920902.0,402527898.74,11.8,19.68,8.58,510.43,2.0,271856537.68,8287128.0,11427923.0,197140803.75,0.0,0.0,11260.0,37.33,0.0,0.0,0.0,1.2,1250097.0,39556.0,0.0,0.0,37.33,11260.0,0.0,0.0,16037.0,245.64,0.47,0.0,0.0,42.75,42.75,11095902.0,263958157.59,0.0,330.8,42.61,18.14,0.1396,19.85,0.873,30.01
2006-08-28,16830626.0,401714497.75,11.74,19.73,8.54,506.45,2.0,271480255.53,8247185.0,11374204.0,196844358.62,0.0,0.0,6825.0,0.0,0.0,0.0,0.0,1.41,0.0,46769.0,0.0,0.0,0.0,6825.0,0.0,0.0,53719.0,243.5,1.85,0.0,0.0,42.54,42.54,11140640.0,265905534.48,0.0,332.55,42.27,18.31,0.1407,19.96,0.8681,30.11
2006-08-29,16848792.0,403483681.47,11.75,20.39,8.55,506.94,2.0,271845487.36,8308705.0,11351805.0,198971349.5,0.0,0.0,29805.0,0.0,0.0,0.0,0.0,0.45,0.0,14846.0,0.0,0.0,0.0,29805.0,0.0,46562.0,22399.0,245.56,0.67,0.0,0.0,42.87,42.87,11071711.0,265137982.26,0.0,331.11,42.58,18.21,0.1397,19.76,0.8694,30.21
2006-08-30,16729780.0,402490288.49,11.67,20.68,8.49,506.03,2.0,271665824.08,8229810.0,11291973.0,197995347.29,0.0,0.0,16893.0,0.29,0.0,0.0,0.0,2.17,5000.0,95788.0,0.0,0.0,0.29,16893.0,0.0,0.0,64832.0,248.72,0.86,0.0,0.0,43.26,43.26,10793204.0,259666283.22,0.0,326.96,43.2,18.21,0.1401,19.82,0.8794,30.35
2006-08-31,16619182.0,406021245.28,11.59,21.22,8.43,504.46,2.0,275632635.72,8127806.0,11282141.0,198569455.07,0.0,0.0,72.0,0.51,0.0,0.0,0.0,2.58,4368.0,102076.0,0.0,0.0,0.51,72.0,0.0,0.0,14200.0,247.14,0.45,0.0,0.0,42.99,42.99,10776818.0,263287150.02,0.0,330.45,42.79,18.29,0.1412,19.98,0.8791,30.82
2006-09-01,14879867.0,364471865.28,10.38,18.99,7.55,454.71,2.0,235544473.19,8050235.0,9616299.0,197184838.17,0.0,0.0,7746.0,0.64,0.0,0.0,0.0,2.22,20052.0,85317.0,0.0,0.0,0.64,7746.0,0.0,0.0,1685894.0,247.21,50.54,0.0,0.0,42.64,42.64,10827540.0,265212968.65,0.0,332.93,42.61,18.7,0.1373,20.46,0.7882,30.9
2006-09-04,15131571.0,373875754.81,10.55,19.25,7.68,465.28,2.0,242793625.22,8089243.0,9826390.0,199871634.78,0.0,0.0,4552.0,7.2,0.0,0.0,0.0,0.11,231250.0,14246.0,0.0,0.0,7.2,4552.0,0.0,48702.0,21159.0,249.22,0.0,0.0,0.0,42.93,42.93,10751482.0,265651097.83,0.0,332.49,42.84,18.72,0.1353,20.29,0.8031,31.17
2006-09-05,15107940.0,370776912.73,10.54,19.09,7.66,468.12,2.0,240663935.08,8176187.0,9806264.0,200658817.4,0.0,0.0,107139.0,2.21,0.0,0.0,0.0,0.19,70100.0,20195.0,0.0,0.0,2.21,107139.0,0.0,0.0,90226.0,254.22,1.74,0.0,0.0,43.14,43.14,10778346.0,264520633.14,0.0,332.28,43.34,18.66,0.1334,20.23,0.7971,30.96
2006-09-06,14952626.0,364950228.76,10.43,19.09,7.59,462.19,2.0,237039406.09,8228498.0,9711904.0,200833768.43,0.0,0.0,47111.0,0.85,0.0,0.0,0.0,2.89,8640.0,94411.0,0.0,0.0,0.85,47111.0,0.0,99611.0,103000.0,254.47,3.11,0.0,0.0,42.85,42.85,10973524.0,267831890.81,0.0,338.16,42.94,18.13,0.1329,20.63,0.7787,30.79
2006-09-07,15327640.0,374589238.88,10.69,19.84,7.78,472.94,2.0,246067482.45,8268664.0,10068719.0,202076285.34,0.0,0.0,40559.0,10.43,0.0,0.0,0.0,0.02,356814.0,393.0,0.0,0.0,10.43,40559.0,0.0,0.0,0.0,255.56,0.0,0.0,0.0,43.16,43.16,10888196.0,266094522.86,0.0,335.52,43.24,17.72,0.1321,20.23,0.8001,30.83
2006-09-08,16542689.0,403627921.24,11.54,23.27,8.39,510.29,2.0,275908281.67,8243921.0,11308100.0,201144849.92,0.0,0.0,166.0,40.81,0.0,0.0,0.0,0.79,1323382.0,24908.0,0.0,0.0,40.81,166.0,0.0,0.0,84000.0,254.61,2.55,0.0,0.0,43.04,43.04,10910637.0,266210513.4,0.0,336.01,43.11,18.62,0.1381,20.01,0.8636,30.78
2006-09-11,16698004.0,407814571.77,11.65,24.18,8.47,513.51,2.0,275561202.4,8341350.0,11282878.0,203720401.45,0.0,0.0,172248.0,0.0,0.0,0.0,0.0,2.78,4777.0,89163.0,0.0,0.0,0.0,172248.0,0.0,14344.0,30000.0,256.44,0.93,0.0,0.0,43.55,43.55,10811434.0,264047147.61,0.0,332.88,43.52,18.45,0.136,19.84,0.8718,30.81
2006-09-12,16052449.0,398665059.62,11.2,23.55,8.14,496.0,2.0,264175319.06,8374857.0,10637152.0,207990872.0,0.0,0.0,36491.0,1.51,0.0,19685.0,0.0,0.03,48782.0,2985.0,0.0,0.0,1.51,36491.0,0.61,0.0,714193.0,260.51,22.03,0.0,0.0,43.72,43.72,10779293.0,267705412.83,0.0,335.03,43.74,16.98,0.1314,18.7,0.8381,31.33
2006-09-13,16238994.0,403297933.61,11.33,23.61,8.24,504.35,2.0,266915580.39,8464637.0,10747490.0,210220572.22,0.0,0.0,38782.0,3.88,0.0,0.0,0.0,3.07,110338.0,100150.0,0.0,0.0,3.88,38782.0,0.0,151147.0,0.0,264.67,0.0,0.0,0.0,43.94,43.94,10797359.0,268154084.74,0.0,338.02,43.92,17.04,0.1297,18.28,0.8431,31.33
2006-09-14,16294035.0,402598291.65,11.24,23.87,8.2,507.25,2.0,266851527.03,8467572.0,10800066.0,209219510.18,0.0,0.0,17986.0,2.0,0.0,0.0,0.0,0.48,63977.0,15050.0,0.0,0.0,2.0,17986.0,0.0,0.0,11401.0,264.49,0.21,0.0,0.0,44.07,44.07,10745192.0,265495682.48,0.0,335.65,44.07,17.19,0.13,18.45,0.8481,31.17
2006-09-15,16418378.0,405670598.75,11.33,24.41,8.26,511.04,2.0,267797287.54,8553781.0,10838343.0,211349590.06,0.0,0.0,88326.0,1.74,0.0,0.0,0.0,0.07,55852.0,2118.0,0.0,0.0,1.74,88326.0,0.0,0.0,17575.0,267.29,0.51,0.0,0.0,44.51,44.51,10663817.0,263485042.63,0.0,333.0,44.53,17.06,0.1285,18.29,0.8543,31.17
