DATE,PUB FP Equity_DX_SI_QTY,PUB FP Equity_DX_SHORT_INTEREST_VALUE,PUB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PUB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PUB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PUB FP Equity_DX_SI_MV,PUB FP Equity_DX_DSS,PUB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PUB FP Equity_DX_SUPPLY_SI_QTY,PUB FP Equity_DX_BROKER_SI_QTY,PUB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PUB FP Equity_DX_BROKER_SI_MV_NEW_x,PUB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PUB FP Equity_DX_SUPPLY_SI_QTY_INC_x,PUB FP Equity_DX_BROKER_SI_MV_INC_x,PUB FP Equity_DX_SUPPLY_SI_MV_NEW,PUB FP Equity_DX_BROKER_SI_QTY_ADD,PUB FP Equity_DX_BROKER_SI_QTY_NEW,PUB FP Equity_DX_SUPPLY_SI_MV_DEC,PUB FP Equity_DX_BROKER_SI_QTY_INC,PUB FP Equity_DX_SUPPLY_SI_QTY_DEC,PUB FP Equity_DX_BROKER_SI_MV_NEW_y,PUB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PUB FP Equity_DX_BROKER_SI_MV_INC_y,PUB FP Equity_DX_SUPPLY_SI_QTY_INC_y,PUB FP Equity_DX_BROKER_SI_MV_ADD,PUB FP Equity_DX_SUPPLY_SI_QTY_ADD,PUB FP Equity_DX_BROKER_SI_QTY_DEC,PUB FP Equity_DX_SUPPLY_SI_MV,PUB FP Equity_DX_BROKER_SI_MV_DEC,PUB FP Equity_DX_SUPPLY_SI_MV_RMV,PUB FP Equity_DX_BROKER_SI_MV_RMV,PUB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PUB FP Equity_DX_UTILIZATION_QUANTITY,PUB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PUB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PUB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PUB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PUB FP Equity_DX_ACTIVE_UTILIZATION_MV,PUB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PUB FP Equity_DX_BROKER_SI_CON_RATIO,PUB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PUB FP Equity_DX_DEMAND_SUPPLY_RATIO,PUB FP Equity_PX_LAST
2006-07-03,28090846.0,666688693.99,19.59,23.67,14.25,858.56,3.0,416548791.02,13968445.0,17551232.0,331517404.43,0.0,66872.0,195496.0,28.93,2.04,0.0,0.0,11.33,866701.0,512379.0,0.0,66872.0,28.93,195496.0,0.0,177078.0,1711522.0,424.17,41.16,1.01,0.0,90.63,68.12,1443822.0,34266671.91,34817.0,0.0,228.32,11.74,0.0862,15.45,1.3698,30.3
2006-07-04,28089570.0,664209105.48,19.59,24.1,14.25,855.67,3.0,414084888.44,14070212.0,17511754.0,332705802.42,0.0,0.0,108533.0,0.42,0.0,0.0,0.0,1.57,27019.0,57024.0,0.0,0.0,0.42,108533.0,0.0,50258.0,66497.0,425.42,2.28,0.0,0.0,91.32,68.56,1337259.0,31620975.48,0.0,0.0,231.48,11.72,0.0864,15.55,1.3687,29.83
2006-07-05,29032356.0,674305002.42,20.25,25.2,14.73,881.19,3.0,402142285.11,14870969.0,17314328.0,345392870.89,0.0,53815.0,1014128.0,8.35,1.58,0.0,0.0,12.7,237573.0,405620.0,0.0,53815.0,8.35,1014128.0,0.0,138434.0,435001.0,446.95,14.14,0.0,0.0,95.08,71.74,769969.0,17883286.79,0.0,0.0,241.26,10.99,0.0836,15.42,1.4006,29.3
2006-07-06,28362660.0,658975484.18,19.78,24.92,14.39,848.72,3.0,389904364.72,14702545.0,16781694.0,341597604.39,0.0,0.0,55785.0,0.82,0.0,0.0,0.0,5.23,75523.0,102943.0,0.0,0.0,0.82,55785.0,0.0,0.0,608156.0,435.8,21.73,3.62,0.0,95.02,71.42,771144.0,17916690.14,121266.0,0.0,241.61,11.29,0.0811,13.69,1.3778,29.31
2006-07-07,28742734.0,662337871.5,20.05,25.15,14.58,857.81,3.0,394423444.6,14688700.0,17116352.0,338481450.41,0.0,0.0,53400.0,13.25,0.0,0.0,0.0,2.05,455000.0,67245.0,0.0,0.0,13.25,53400.0,0.0,0.0,120343.0,434.49,4.08,0.0,0.0,95.27,71.2,729480.0,16809891.17,0.0,0.0,245.41,10.87,0.0801,13.26,1.3933,29.07
2006-07-10,28050490.0,648609584.33,19.56,24.19,14.23,837.46,3.0,399833006.76,14414286.0,17291622.0,333300560.91,0.0,0.0,8143.0,7.23,0.0,0.0,0.0,9.69,245529.0,332556.0,0.0,0.0,7.23,8143.0,0.0,50000.0,70259.0,426.25,2.07,0.0,0.0,92.89,69.85,1103874.0,25524803.89,0.0,0.0,237.17,11.15,0.082,14.3,1.3593,29.17
2006-07-11,27822460.0,633412227.56,19.4,22.94,14.12,826.13,3.0,387780930.19,14106290.0,17033172.0,321146892.53,0.0,0.0,62125.0,12.22,0.0,0.0,0.0,11.52,407000.0,370122.0,0.0,0.0,12.22,62125.0,0.0,0.0,665450.0,414.61,21.35,0.0,0.0,91.85,68.37,1252337.0,28510978.86,0.0,0.0,238.41,10.94,0.0819,14.39,1.3485,28.72
2006-07-12,27421660.0,626243859.62,19.12,21.86,13.91,810.99,3.0,399760377.59,13166559.0,17504512.0,300692107.12,0.0,24348.0,4644.0,18.93,0.7,0.0,0.0,31.35,699439.0,1026124.0,0.0,24348.0,18.93,4644.0,0.0,57402.0,228100.0,384.98,6.34,0.0,0.0,86.54,64.69,2047398.0,46757578.71,0.0,0.0,221.2,10.9,0.0875,16.72,1.3473,28.81
2006-07-13,25570802.0,572826350.27,17.83,20.32,12.97,755.84,3.0,345064609.38,12952034.0,15403584.0,290146017.51,0.0,0.0,32347.0,2.24,0.0,0.0,0.0,9.8,75526.0,320113.0,0.0,0.0,2.24,32347.0,0.0,97589.0,2176452.0,377.94,64.17,0.7,0.0,85.61,63.62,2176648.0,48760352.91,24348.0,0.0,222.18,11.94,0.0879,15.63,1.2561,28.26
2006-07-14,25760578.0,568501107.07,17.97,20.34,13.07,752.03,3.0,356983275.42,12857839.0,16176038.0,283755112.41,0.0,0.0,56955.0,21.56,0.0,0.0,0.0,5.75,822154.0,151151.0,0.0,0.0,21.56,56955.0,0.0,0.0,49700.0,369.94,3.13,0.0,0.0,85.43,63.33,2193380.0,48404929.35,0.0,0.0,225.81,11.88,0.0947,18.8,1.2688,27.84
2006-07-17,24704468.0,541081731.94,17.23,19.97,12.53,715.08,3.0,336917922.62,12628696.0,15382848.0,276595986.76,0.0,0.0,44996.0,0.0,0.0,0.0,0.0,8.06,18754.0,274139.0,0.0,0.0,0.0,44996.0,0.0,0.0,811944.0,360.11,26.38,0.0,0.0,83.61,60.56,2476416.0,54238911.69,0.0,0.0,224.42,12.53,0.098,18.55,1.1848,27.63
2006-07-18,21582934.0,469291589.36,15.05,17.13,10.95,620.98,3.0,270082995.27,12424605.0,12421240.0,270156162.62,0.0,0.0,52531.0,3.81,0.0,0.0,0.0,7.89,139500.0,250222.0,0.0,0.0,3.81,52531.0,0.0,0.0,3101108.0,351.87,91.01,0.18,0.0,82.46,60.75,2642814.0,57464401.38,6400.0,0.0,223.43,12.94,0.0894,14.07,1.0554,27.43
2006-07-19,21037996.0,462445671.03,14.67,16.87,10.67,598.28,3.0,289196999.24,10861389.0,13156411.0,238749086.39,0.0,0.0,340.0,30.04,0.0,0.0,0.0,57.98,1157559.0,1954236.0,0.0,0.0,30.04,340.0,0.0,390680.0,422388.0,304.58,13.99,0.0,0.0,53.92,53.92,9282439.0,204041474.87,0.0,258.13,54.13,14.36,0.0999,14.69,1.0444,27.73
2006-07-20,20153038.0,444590533.0,14.05,16.09,10.22,577.92,3.0,283797024.77,10252098.0,12864359.0,226168665.7,0.0,0.0,106184.0,1.34,0.0,0.0,0.0,18.41,33770.0,703936.0,0.0,0.0,1.34,106184.0,0.0,13298.0,325822.0,290.39,7.79,0.71,0.0,52.32,52.32,9344106.0,206137708.22,24837.0,261.58,52.61,15.1,0.1019,15.16,1.0284,27.83
2006-07-21,20274956.0,443262164.48,14.14,16.22,10.29,581.47,3.0,284865239.92,10191197.0,13029829.0,222805516.36,0.0,0.0,24414.0,6.76,0.0,0.0,0.0,2.89,239804.0,105315.0,0.0,0.0,6.76,24414.0,0.0,20000.0,74334.0,288.58,1.87,0.0,0.0,52.04,52.04,9391321.0,205318190.27,0.0,262.38,52.38,15.56,0.1031,15.78,1.0353,27.58
2006-07-24,20420352.0,455829423.42,14.24,16.39,10.36,584.91,3.0,292180931.79,10026965.0,13089189.0,223825019.01,0.0,0.0,14356.0,6.89,0.0,0.0,0.0,5.11,250000.0,178588.0,0.0,0.0,6.89,14356.0,0.0,0.0,190639.0,283.99,5.69,0.0,0.0,51.09,51.09,9600219.0,214299062.6,0.0,269.67,51.29,15.14,0.106,16.95,1.0404,28.16
2006-07-25,19365456.0,433356272.01,13.51,15.58,9.82,562.03,2.0,276736342.93,9750334.0,12366558.0,218191009.45,0.0,0.0,25151.0,2.06,0.0,0.0,0.0,7.11,28217.0,301782.0,0.0,0.0,2.06,25151.0,0.0,0.0,750849.0,279.94,18.9,0.0,0.0,49.87,49.87,9800174.0,219306318.93,0.0,277.39,50.23,15.56,0.1067,16.87,0.9905,28.23
2006-07-26,19118072.0,425698688.93,13.33,15.57,9.7,546.06,2.0,274218373.42,9371722.0,12315111.0,208678457.14,0.0,15120.0,118251.0,1.59,0.43,0.0,0.0,15.29,123763.0,511982.0,0.0,15120.0,1.59,118251.0,0.0,0.0,175210.0,266.06,9.26,0.0,0.0,47.9,47.9,10191846.0,226940011.52,0.0,287.84,48.03,16.37,0.1098,16.74,0.9772,28.09
2006-07-27,18085288.0,427360014.79,12.61,14.64,9.18,521.85,2.0,269524213.74,9239795.0,11405894.0,218338736.32,0.0,0.0,90605.0,0.09,0.0,0.0,0.0,5.91,5000.0,263933.0,0.0,0.0,0.09,90605.0,0.0,41401.0,914217.0,265.83,24.22,0.0,0.0,47.05,47.05,10396863.0,245680551.26,0.0,299.39,47.03,14.86,0.1099,17.3,0.921,29.81
2006-07-28,17935544.0,419414122.85,12.51,14.1,9.1,531.46,2.0,262578834.23,9049014.0,11228745.0,211606866.76,0.0,0.0,90050.0,9.57,0.0,0.0,0.0,5.45,279171.0,301067.0,0.0,0.0,9.57,90050.0,0.0,20236.0,456320.0,268.11,9.85,0.0,0.0,47.07,47.07,10174698.0,237930448.99,0.0,297.84,47.37,15.91,0.1137,17.13,0.933,29.5
2006-07-31,17561888.0,408448958.72,12.25,14.07,8.91,518.57,2.0,255736147.59,8953834.0,10995767.0,208245501.5,0.0,0.0,65753.0,5.4,0.0,0.0,0.0,5.26,193041.0,160933.0,0.0,0.0,5.4,65753.0,0.0,0.0,426019.0,264.02,12.71,0.0,0.0,46.42,46.42,10334638.0,240359813.81,0.0,301.32,46.7,15.81,0.1196,18.7,0.9105,29.34
2006-08-01,17283068.0,400594228.1,12.05,13.88,8.77,507.85,2.0,249209771.22,8832101.0,10751801.0,204714156.23,0.0,0.0,25293.0,3.17,0.0,0.0,0.0,4.81,108000.0,147026.0,0.0,0.0,3.17,25293.0,0.0,0.0,351966.0,258.99,11.63,0.0,0.0,45.55,45.55,10559335.0,244748713.23,0.0,306.77,45.78,16.72,0.1217,18.97,0.8913,29.24
2006-08-02,16587240.0,386832787.67,11.57,13.73,8.42,487.76,2.0,243237553.13,8210277.0,10429932.0,191472742.87,0.0,0.0,116095.0,0.0,0.0,0.0,0.0,27.48,0.0,936821.0,0.0,0.0,0.0,116095.0,0.0,198900.0,321869.0,241.11,9.37,0.0,0.0,41.49,41.49,11578924.0,270033317.73,0.0,340.04,41.49,17.39,0.1256,19.01,0.8382,29.42
2006-08-03,15921812.0,371188059.02,11.1,14.78,8.08,469.47,2.0,237267505.07,7974676.0,10177398.0,185915051.99,0.0,0.0,18129.0,1.26,0.0,0.0,0.0,8.88,38499.0,301873.0,0.0,0.0,1.26,18129.0,0.0,48144.0,291034.0,235.0,8.29,0.0,0.0,40.2,40.2,11864456.0,276598190.83,0.0,349.51,40.2,17.26,0.1279,19.79,0.8025,29.41
2006-08-04,15607349.0,370537740.72,10.88,14.6,7.92,459.79,2.0,240203156.16,7721579.0,10117551.0,183319821.8,0.0,0.0,12534.0,5.17,0.0,0.0,0.0,7.92,177910.0,265632.0,0.0,0.0,5.17,12534.0,0.0,0.0,237757.0,227.68,7.34,0.0,0.0,38.71,38.71,12225028.0,290237262.93,0.0,362.11,38.6,18.76,0.1342,20.36,0.7825,29.95
2006-08-07,15326964.0,355376322.04,10.69,14.26,7.78,458.93,2.0,230355904.27,7757733.0,9934980.0,179873497.51,0.0,0.0,194255.0,0.83,0.0,0.0,0.0,3.55,4012.0,162735.0,0.0,0.0,0.83,194255.0,0.0,4634.0,186583.0,231.55,2.44,0.0,0.0,38.86,38.86,12205751.0,283006791.05,0.0,362.07,39.01,18.44,0.1344,20.41,0.7678,29.25
2006-08-08,15043728.0,350240125.31,10.49,14.0,7.63,447.46,2.0,225557508.23,7720738.0,9688284.0,179750142.03,0.0,0.0,37388.0,0.0,0.0,0.0,0.0,2.88,0.0,74383.0,0.0,0.0,0.0,37388.0,0.0,0.0,246695.0,228.77,8.08,0.0,0.0,38.55,38.55,12305412.0,286488099.29,0.0,363.46,38.63,18.56,0.1365,21.0,0.7512,29.37
2006-08-09,15296444.0,355759962.93,10.67,14.67,7.76,454.6,2.0,235117483.82,7758005.0,10109236.0,180433280.52,0.0,0.0,304573.0,12.41,0.0,0.0,0.0,8.33,420952.0,278209.0,0.0,0.0,12.41,304573.0,0.0,10903.0,0.0,229.53,0.0,0.0,0.0,38.64,38.64,12319580.0,286524980.85,0.0,362.4,38.78,19.42,0.1357,20.35,0.7619,29.34
