DATE,ALNTG FP Equity_DX_SI_QTY,ALNTG FP Equity_DX_SHORT_INTEREST_VALUE,ALNTG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNTG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNTG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNTG FP Equity_DX_SI_MV,ALNTG FP Equity_DX_DSS,ALNTG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNTG FP Equity_DX_SUPPLY_SI_QTY,ALNTG FP Equity_DX_BROKER_SI_QTY,ALNTG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNTG FP Equity_DX_BROKER_SI_MV_NEW_x,ALNTG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALNTG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNTG FP Equity_DX_BROKER_SI_MV_INC_x,ALNTG FP Equity_DX_SUPPLY_SI_MV_NEW,ALNTG FP Equity_DX_BROKER_SI_QTY_ADD,ALNTG FP Equity_DX_BROKER_SI_QTY_NEW,ALNTG FP Equity_DX_SUPPLY_SI_MV_DEC,ALNTG FP Equity_DX_BROKER_SI_QTY_INC,ALNTG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNTG FP Equity_DX_BROKER_SI_MV_NEW_y,ALNTG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALNTG FP Equity_DX_BROKER_SI_MV_INC_y,ALNTG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNTG FP Equity_DX_BROKER_SI_MV_ADD,ALNTG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNTG FP Equity_DX_BROKER_SI_QTY_DEC,ALNTG FP Equity_DX_SUPPLY_SI_MV,ALNTG FP Equity_DX_BROKER_SI_MV_DEC,ALNTG FP Equity_DX_SUPPLY_SI_MV_RMV,ALNTG FP Equity_DX_BROKER_SI_MV_RMV,ALNTG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNTG FP Equity_DX_UTILIZATION_QUANTITY,ALNTG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNTG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNTG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALNTG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNTG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNTG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNTG FP Equity_DX_BROKER_SI_CON_RATIO,ALNTG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNTG FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNTG FP Equity_PX_LAST
2006-07-17,51351.0,94003.5,0.34,0.3,0.17,0.19,0.0,42499.37,51077.0,23216.0,93501.91,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,95.84,80.7,2215.0,4054.79,0.0,0.0,0.0,14.06,0.7583,85.94,0.8113,3.46
2006-07-18,50787.0,88134.4,0.33,0.3,0.16,0.18,0.0,40288.42,50256.0,23216.0,87212.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,98.1,82.08,976.0,1693.72,0.0,0.0,0.0,14.93,0.746,85.07,0.8294,3.28
2006-07-19,51246.0,100047.3,0.34,0.31,0.17,0.17,0.0,45324.48,51247.0,23216.0,100049.25,0.0,0.0,991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,94.82,80.01,2801.0,5468.38,0.0,0.0,0.0,12.84,0.7761,87.16,0.8001,3.69
2006-07-20,51791.0,98919.18,0.34,0.31,0.17,0.19,0.0,44341.83,52138.0,23216.0,99581.94,0.0,0.0,891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,95.09,80.43,2690.0,5137.82,0.0,0.0,0.0,11.59,0.7951,88.41,0.7989,3.61
2006-07-21,51634.0,94794.75,0.34,0.32,0.17,0.18,0.0,42622.2,51912.0,23216.0,95305.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,94.93,80.25,2775.0,5094.62,0.0,0.0,0.0,11.81,0.7916,88.19,0.7982,3.47
2006-07-24,51803.0,95927.25,0.34,0.32,0.17,0.18,0.0,42990.69,52000.0,23216.0,96292.05,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,95.55,80.72,2423.0,4486.84,0.0,0.0,0.0,12.24,0.7852,87.76,0.8041,3.5
2006-07-25,52005.0,95751.01,0.34,0.36,0.17,0.18,0.0,42745.03,31851.0,23216.0,58643.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,20150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,58.01,49.07,23056.0,42450.44,0.0,0.0,0.0,12.22,0.7855,87.78,0.8012,3.48
2006-07-26,51217.0,90777.45,0.33,0.39,0.17,0.18,0.0,41148.24,30977.0,23216.0,54903.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,59.4,49.84,21175.0,37530.75,0.0,0.0,0.0,12.89,0.7754,87.11,0.8241,3.35
2006-07-27,30265.0,55403.32,0.2,0.24,0.1,0.11,0.0,5491.82,30165.0,3000.0,55220.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,20216.0,0.1,0.07,0.0,0.0,57.86,48.55,21972.0,40222.1,0.0,0.0,0.0,0.0,1.0,100.0,0.4871,3.46
2006-07-28,31005.0,58562.41,0.2,0.24,0.1,0.11,0.0,5666.42,30986.0,3000.0,58526.53,0.0,0.0,821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,57.46,48.47,22940.0,43329.2,0.0,0.0,0.0,0.0,1.0,100.0,0.485,3.57
2006-07-31,31958.0,61715.11,0.2,0.26,0.1,0.11,0.0,5793.4,32042.0,3000.0,61877.32,0.0,0.0,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,57.68,48.88,23505.0,45391.25,0.0,0.0,0.0,0.0,1.0,100.0,0.4876,3.65
2006-08-01,32523.0,62806.2,0.21,0.27,0.1,0.11,0.0,5793.4,32662.0,3000.0,63074.62,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,57.51,48.9,24131.0,46600.14,0.0,0.0,0.0,0.0,1.0,100.0,0.4869,3.65
2006-08-02,31321.0,62473.52,0.2,0.26,0.1,0.11,0.0,5983.86,31334.0,3000.0,62499.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,57.94,48.9,22750.0,45377.63,0.0,0.0,0.0,0.0,1.0,100.0,0.4887,3.77
2006-08-03,32003.0,62648.61,0.2,0.27,0.1,0.12,0.0,5872.76,32088.0,3000.0,62815.0,0.0,0.0,753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,57.7,48.9,23527.0,46056.12,0.0,0.0,0.0,0.0,1.0,100.0,0.4877,3.7
2006-08-04,31159.0,61326.12,0.2,0.26,0.1,0.11,0.0,5904.5,31157.0,3000.0,61322.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,59.14,49.7,21530.0,42374.64,0.0,0.0,0.0,0.0,1.0,100.0,0.4971,3.72
2006-08-07,31532.0,60058.3,0.2,0.27,0.1,0.12,0.0,5714.03,31565.0,3000.0,60121.16,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,57.94,48.95,22917.0,43649.5,0.0,0.0,0.0,0.0,1.0,100.0,0.489,3.6
2006-08-08,30509.0,58432.65,0.19,0.26,0.1,0.11,0.0,5745.78,30435.0,3000.0,58290.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,57.78,48.56,22241.0,42597.28,0.0,0.0,0.0,0.0,1.0,100.0,0.4868,3.62
2006-08-09,31139.0,59639.26,0.2,0.28,0.1,0.11,0.0,5745.78,31135.0,3000.0,59631.6,0.0,0.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,57.58,48.59,22936.0,43928.39,0.0,0.0,0.0,0.0,1.0,100.0,0.486,3.62
2006-08-10,31428.0,58197.43,0.2,0.28,0.1,0.11,0.0,5555.31,31450.0,3000.0,58238.17,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,58.13,49.06,22652.0,41946.3,0.0,0.0,0.0,0.0,1.0,100.0,0.4903,3.5
2006-08-11,30380.0,55453.11,0.19,0.31,0.1,0.11,0.0,5475.95,30291.0,3000.0,55290.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,58.13,48.77,21816.0,39821.1,0.0,0.0,0.0,0.0,1.0,100.0,0.4892,3.45
2006-08-14,29863.0,55141.41,0.19,0.32,0.1,0.11,0.0,5539.44,29719.0,3000.0,54875.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,57.82,48.4,21682.0,40035.37,0.0,0.0,0.0,0.0,1.0,100.0,0.4864,3.49
2006-08-15,30080.0,54587.22,0.19,0.33,0.1,0.11,0.0,5444.2,29961.0,3000.0,54371.27,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,57.49,48.24,22151.0,40198.19,0.0,0.0,0.0,0.0,1.0,100.0,0.4843,3.43
2006-08-16,31200.0,56619.72,0.2,0.35,0.1,0.11,0.0,5444.2,31197.0,3000.0,56614.28,0.0,0.0,1236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1236.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,59.32,49.84,21393.0,38822.62,0.0,0.0,0.0,0.0,1.0,100.0,0.4985,3.43
2006-08-17,31419.0,57682.07,0.2,0.35,0.1,0.11,0.0,5507.69,31445.0,3000.0,57729.81,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,57.79,48.82,22965.0,42161.39,0.0,0.0,0.0,0.0,1.0,100.0,0.4878,3.47
2006-08-18,31798.0,57704.93,0.2,0.36,0.1,0.11,0.0,5444.2,31863.0,3000.0,57822.89,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,57.78,48.91,23286.0,42257.91,0.0,0.0,0.0,0.0,1.0,100.0,0.4881,3.43
2006-08-21,32832.0,62013.26,0.21,0.38,0.11,0.11,0.0,5666.42,32839.0,3000.0,62026.48,0.0,0.0,977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,50.97,50.97,31584.0,59656.03,0.0,0.11,50.91,34.06,0.5508,65.94,0.5096,3.57
2006-08-22,33740.0,68726.6,0.21,0.38,0.11,0.12,0.0,9207.0,33894.0,4520.0,69040.29,0.0,0.0,1055.0,0.0,0.0,1520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,0.01,0.0,0.0,0.12,0.0,0.0,0.0,51.67,51.67,31703.0,64577.33,0.0,0.11,51.44,34.62,0.5473,65.38,0.5144,3.85
2006-08-23,32696.0,67118.98,0.21,0.36,0.1,0.13,0.0,9278.74,32689.0,4520.0,67104.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,51.18,51.18,31188.0,64023.33,0.0,0.12,51.19,33.55,0.5541,66.45,0.5119,3.88
2006-08-24,32877.0,66794.77,0.21,0.39,0.11,0.13,0.0,9183.09,32899.0,4520.0,66839.46,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,51.23,51.23,31319.0,63629.45,0.0,0.12,51.2,33.76,0.5527,66.24,0.512,3.84
2006-08-25,32636.0,64751.11,0.21,0.43,0.1,0.13,0.0,8967.86,32623.0,4520.0,64725.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,51.13,51.13,31184.0,61870.28,0.0,0.12,51.34,33.51,0.5544,66.49,0.5115,3.75
2006-08-28,32091.0,63500.02,0.2,0.44,0.1,0.12,0.0,8943.94,31994.0,4520.0,63308.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,50.84,50.84,30935.0,61212.59,0.0,0.12,51.0,32.96,0.5581,67.04,0.51,3.74
2006-08-29,32031.0,65414.92,0.2,0.49,0.1,0.12,0.0,9230.92,31924.0,4520.0,65196.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,50.79,50.79,30934.0,63174.59,0.0,0.12,50.96,32.92,0.5584,67.08,0.5096,3.86
2006-08-30,33049.0,67144.21,0.21,0.5,0.11,0.13,0.0,9721.48,33062.0,4785.0,67170.62,0.0,0.0,1138.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,51.53,51.53,31100.0,63184.51,0.0,0.12,51.51,31.86,0.4963,62.58,0.5151,3.84
2006-08-31,33004.0,66528.94,0.21,0.5,0.11,0.13,0.0,9645.53,33003.0,4785.0,66526.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,51.62,51.62,30926.0,62340.14,0.0,0.12,51.64,31.72,0.4974,62.74,0.5163,3.81
2006-09-01,32773.0,66756.87,0.21,0.51,0.1,0.13,0.0,9746.79,32741.0,4785.0,66691.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,51.39,51.39,30970.0,63084.25,0.0,0.12,51.35,31.6,0.4985,62.9,0.5144,3.85
2006-09-04,33056.0,70656.27,0.21,0.52,0.11,0.13,0.0,10227.8,33072.0,4785.0,70690.47,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,51.42,51.42,31240.0,66774.62,0.0,0.12,51.38,31.62,0.4976,62.81,0.514,4.04
2006-09-05,34074.0,71389.99,0.22,0.48,0.11,0.13,0.0,10025.27,34249.0,4785.0,71756.64,0.0,0.0,1176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,52.01,52.01,31600.0,66206.6,0.0,0.12,51.74,32.85,0.4884,61.42,0.5175,3.96
2006-09-06,20996.0,42989.91,0.14,0.29,0.07,0.08,0.0,9797.42,20994.0,4785.0,42985.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,13255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,32.83,32.83,42948.0,87937.26,0.0,0.17,32.84,31.73,0.4973,62.74,0.3284,3.87
2006-09-07,20797.0,40491.84,0.13,0.28,0.07,0.08,0.0,9316.41,20736.0,4785.0,40373.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,32.85,32.85,42380.0,82514.03,0.0,0.17,32.94,31.25,0.5014,63.31,0.3295,3.68
2006-09-08,20315.0,40413.24,0.13,0.27,0.07,0.08,0.0,9518.94,20104.0,4785.0,39993.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,32.7,32.7,41371.0,82300.58,0.0,0.16,32.84,30.28,0.5097,64.44,0.3305,3.76
2006-09-11,20442.0,39584.35,0.13,0.27,0.07,0.08,0.0,9265.78,20282.0,4785.0,39274.52,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,32.58,32.58,41979.0,81289.08,0.0,0.16,32.75,30.74,0.5057,63.9,0.3283,3.66
2006-09-12,20157.0,40205.57,0.13,0.27,0.06,0.08,0.0,9544.26,19908.0,4785.0,39708.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,32.55,32.55,41259.0,82296.07,0.0,0.16,32.83,30.1,0.5114,64.65,0.3295,3.77
2006-09-13,20959.0,41472.59,0.14,0.28,0.07,0.08,0.0,9468.31,20953.0,4785.0,41460.72,0.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,32.76,32.76,43005.0,85096.08,0.0,0.16,32.76,31.74,0.4973,62.72,0.3277,3.74
2006-09-14,20832.0,41221.29,0.13,0.28,0.07,0.08,0.0,9468.31,20788.0,4785.0,41134.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,32.29,32.29,43594.0,86261.57,0.0,0.16,32.33,31.52,0.499,62.98,0.3236,3.74
2006-09-15,20922.0,41177.99,0.13,0.28,0.07,0.08,0.0,9417.68,20893.0,4785.0,41120.91,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,32.48,32.48,43431.0,85479.46,0.0,0.16,32.55,31.49,0.4993,63.02,0.3253,3.72
2006-09-18,20743.0,43020.62,0.13,0.28,0.07,0.08,0.0,9924.01,19173.0,4785.0,39764.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,29.88,29.88,44998.0,93325.07,0.0,0.17,29.93,31.57,0.499,62.95,0.3232,3.92
2006-09-19,20005.0,41807.55,0.13,0.25,0.06,0.08,0.0,6823.38,20112.0,3265.0,42031.16,0.0,0.0,939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0,0.0,0.0,1520.0,0.08,0.01,0.0,0.0,35.59,30.24,36398.0,76066.54,0.0,0.0,0.0,8.37,0.8466,91.63,0.3008,3.95
2006-09-20,19435.0,39279.59,0.13,0.2,0.06,0.08,0.0,6598.81,19428.0,3265.0,39265.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,35.51,35.51,35282.0,71307.56,0.0,0.0,0.0,8.1,0.8511,91.9,0.3552,3.82
