DATE,VIE FP Equity_DX_SI_QTY,VIE FP Equity_DX_SHORT_INTEREST_VALUE,VIE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VIE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VIE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VIE FP Equity_DX_SI_MV,VIE FP Equity_DX_DSS,VIE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VIE FP Equity_DX_SUPPLY_SI_QTY,VIE FP Equity_DX_BROKER_SI_QTY,VIE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VIE FP Equity_DX_BROKER_SI_MV_NEW_x,VIE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VIE FP Equity_DX_SUPPLY_SI_QTY_INC_x,VIE FP Equity_DX_BROKER_SI_MV_INC_x,VIE FP Equity_DX_SUPPLY_SI_MV_NEW,VIE FP Equity_DX_BROKER_SI_QTY_ADD,VIE FP Equity_DX_BROKER_SI_QTY_NEW,VIE FP Equity_DX_SUPPLY_SI_MV_DEC,VIE FP Equity_DX_BROKER_SI_QTY_INC,VIE FP Equity_DX_SUPPLY_SI_QTY_DEC,VIE FP Equity_DX_BROKER_SI_MV_NEW_y,VIE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VIE FP Equity_DX_BROKER_SI_MV_INC_y,VIE FP Equity_DX_SUPPLY_SI_QTY_INC_y,VIE FP Equity_DX_BROKER_SI_MV_ADD,VIE FP Equity_DX_SUPPLY_SI_QTY_ADD,VIE FP Equity_DX_BROKER_SI_QTY_DEC,VIE FP Equity_DX_SUPPLY_SI_MV,VIE FP Equity_DX_BROKER_SI_MV_DEC,VIE FP Equity_DX_SUPPLY_SI_MV_RMV,VIE FP Equity_DX_BROKER_SI_MV_RMV,VIE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VIE FP Equity_DX_UTILIZATION_QUANTITY,VIE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VIE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VIE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VIE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VIE FP Equity_DX_ACTIVE_UTILIZATION_MV,VIE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VIE FP Equity_DX_BROKER_SI_CON_RATIO,VIE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VIE FP Equity_DX_DEMAND_SUPPLY_RATIO,VIE FP Equity_PX_LAST
2006-07-03,27814878.0,673899654.44,7.87,11.31,6.82,1137.39,2.0,442851387.38,14916275.0,18278474.0,361391934.49,0.0,251808.0,102408.0,0.0,10.28,0.0,0.0,99.43,0.0,2633748.0,0.0,251808.0,0.0,102408.0,0.0,39106.0,1794403.0,604.71,65.65,1.37,0.0,37.54,37.54,24822740.0,601406049.96,34788.0,1002.83,37.62,15.65,0.1054,15.66,0.6999,40.52
2006-07-04,26573806.0,647167661.57,7.51,10.68,6.52,1118.94,2.0,419408035.79,14171269.0,17221608.0,345121320.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.27,0.0,766274.0,0.0,0.0,0.0,0.0,0.0,38268.0,1056866.0,586.95,20.55,0.69,0.0,35.98,35.98,25212420.0,614013020.72,17000.0,1031.93,36.26,15.97,0.1083,16.0,0.6747,40.73
2006-07-05,26012058.0,633331546.0,7.36,10.58,6.38,1075.51,2.0,404562801.92,13913626.0,16616117.0,338763594.37,0.0,51788.0,304975.0,0.0,2.11,0.0,0.0,29.11,66043.0,708116.0,0.0,51788.0,0.0,304975.0,0.0,93711.0,671534.0,571.63,42.54,0.0,0.0,34.29,34.29,26665838.0,649249529.05,0.0,1095.03,34.3,16.55,0.1142,16.62,0.641,40.72
2006-07-06,24983330.0,597678334.9,7.06,10.14,6.13,1024.76,2.0,380895302.21,13244812.0,15921663.0,316856767.38,0.0,0.0,7863.0,1.05,0.0,0.0,0.0,18.51,62199.0,392682.0,0.0,0.0,1.05,7863.0,0.0,0.0,756652.0,539.95,32.77,11.71,0.0,33.12,33.12,26739756.0,639697463.94,283994.0,1088.12,33.17,15.84,0.1171,17.46,0.6248,40.01
2006-07-07,24055388.0,582814623.9,6.8,9.53,5.9,983.37,2.0,364483455.14,13005927.0,15043876.0,315107968.87,0.0,0.0,48686.0,4.81,0.0,0.0,0.0,12.56,123654.0,287571.0,0.0,0.0,4.81,48686.0,0.0,0.0,1001442.0,527.69,41.57,0.0,0.0,32.51,32.51,27001860.0,654201831.23,0.0,1094.3,32.53,16.3,0.1151,16.59,0.6013,40.52
2006-07-10,23944272.0,582413213.07,6.77,9.36,5.87,986.91,2.0,366598221.08,13110935.0,15071649.0,318906408.17,0.0,0.0,268523.0,20.49,0.0,0.0,0.0,7.41,510107.0,197414.0,0.0,0.0,20.49,268523.0,0.0,33900.0,482335.0,536.93,18.07,0.0,0.0,32.53,32.53,27191020.0,661386127.12,0.0,1112.63,32.55,16.12,0.115,16.49,0.5941,40.68
2006-07-11,23872624.0,575817274.16,6.75,9.07,5.85,981.89,2.0,362494297.16,12975359.0,15028535.0,312970867.83,0.0,0.0,36726.0,1.69,0.0,0.0,0.0,7.66,47886.0,172302.0,0.0,0.0,1.69,36726.0,0.0,0.0,91000.0,530.41,3.62,0.0,0.0,32.24,32.24,27266308.0,657674294.58,0.0,1112.91,32.28,16.03,0.1147,16.55,0.5932,40.34
2006-07-12,24261484.0,586647394.68,6.86,9.19,5.95,996.0,2.0,370242031.56,13181052.0,15311789.0,318720397.11,0.0,34788.0,13684.0,20.87,1.41,0.0,0.0,1.95,515254.0,44932.0,0.0,34788.0,20.87,13684.0,0.0,202153.0,232000.0,537.32,9.48,0.0,0.0,32.39,32.39,27516304.0,665349574.36,0.0,1120.63,32.41,16.31,0.1169,16.37,0.5961,40.44
2006-07-13,23433368.0,558216513.77,6.63,9.15,5.75,960.06,2.0,345663495.49,12936478.0,14510606.0,308165503.55,0.0,0.0,14909.0,0.0,0.0,24757.0,0.0,9.29,0.0,224696.0,0.0,0.0,0.0,14909.0,1.01,0.0,825940.0,526.27,35.57,1.41,0.0,32.1,32.1,27359458.0,651741621.75,34788.0,1109.26,32.18,16.84,0.1146,16.86,0.5815,39.84
2006-07-14,23374280.0,547025662.83,6.61,9.04,5.73,945.72,2.0,338675178.19,12864062.0,14471512.0,301056205.47,0.0,0.0,36414.0,0.0,0.0,0.0,0.0,4.54,0.0,108831.0,0.0,0.0,0.0,36414.0,0.0,0.0,39094.0,516.16,4.03,0.0,0.0,31.93,31.93,27423986.0,641800479.81,0.0,1097.84,31.98,16.86,0.1147,16.9,0.5802,39.14
2006-07-17,22738244.0,531052917.42,6.43,8.87,5.58,913.11,2.0,322016635.8,12736521.0,13787878.0,297462136.25,0.0,0.0,107722.0,0.0,0.0,0.0,0.0,15.73,0.0,335710.0,0.0,0.0,0.0,107722.0,0.0,100448.0,683635.0,506.61,28.66,0.0,0.0,31.64,31.64,27515616.0,642628698.65,0.0,1092.51,31.68,17.16,0.1155,17.31,0.5649,39.06
2006-07-18,21252756.0,499027863.1,6.01,8.17,5.21,850.08,2.0,288000051.2,12376237.0,12265437.0,290601703.76,0.0,0.0,135218.0,0.0,0.0,0.0,0.0,21.83,0.0,529402.0,0.0,0.0,0.0,135218.0,0.0,33900.0,1522441.0,491.21,63.13,0.0,0.0,30.69,30.69,27954500.0,656388959.58,0.0,1109.19,30.69,14.37,0.1168,18.49,0.527,39.27
2006-07-19,21047312.0,506536985.26,5.95,7.99,5.16,845.61,2.0,298163509.11,11969993.0,12389106.0,288076889.24,0.0,34788.0,36783.0,18.06,1.4,0.0,0.0,17.55,435062.0,477815.0,0.0,34788.0,18.06,36783.0,0.0,0.0,311393.0,477.68,13.38,0.0,0.0,29.67,29.67,28371904.0,682814922.79,0.0,1130.74,29.7,16.39,0.1208,18.01,0.5217,40.25
2006-07-20,20448232.0,501044564.98,5.78,7.72,5.01,838.14,2.0,297187678.49,11653790.0,12128587.0,285553691.93,0.0,0.0,108318.0,3.26,0.0,0.0,0.0,9.54,14855.0,262015.0,0.0,0.0,3.26,108318.0,0.0,0.0,275373.0,475.52,11.5,6.53,0.0,29.13,29.13,28358330.0,694866290.57,162507.0,1155.19,29.16,16.95,0.126,18.52,0.5111,40.98
2006-07-21,20588390.0,500416445.66,5.82,7.72,5.05,849.81,2.0,294287470.26,11659396.0,12107726.0,283390469.33,0.0,0.0,59359.0,2.45,0.0,0.0,0.0,7.0,37255.0,175440.0,0.0,0.0,2.45,59359.0,0.0,121686.0,58116.0,479.32,2.31,0.0,0.0,28.95,28.95,28609616.0,695378431.74,0.0,1172.24,29.02,17.01,0.1249,18.53,0.5113,40.65
2006-07-24,20061426.0,497444316.35,5.67,7.49,4.92,830.49,1.0,292898322.18,11421172.0,11812293.0,283200062.52,0.0,0.0,138.0,0.01,0.0,0.0,0.0,8.62,281.0,238362.0,0.0,0.0,0.01,138.0,0.0,0.0,295714.0,470.79,12.45,0.0,0.0,28.16,28.16,29138552.0,722521274.36,0.0,1199.4,28.19,17.22,0.1259,18.34,0.4946,41.47
2006-07-25,17938212.0,443080854.82,5.07,6.59,4.4,752.45,1.0,247104739.55,11288078.0,10004082.0,278819943.12,0.0,0.0,187654.0,9.77,0.0,0.0,0.0,13.68,216026.0,352358.0,0.0,0.0,9.77,187654.0,0.0,31610.0,2024237.0,471.71,82.23,0.0,0.0,27.64,27.64,29552498.0,729958263.17,0.0,1230.28,27.72,17.97,0.1289,20.6,0.4392,41.31
2006-07-26,17457208.0,431095486.35,4.94,6.44,4.28,729.46,1.0,236249908.35,11058089.0,9566938.0,273073005.46,0.0,70389.0,138760.0,2.17,2.91,0.0,0.0,20.96,66183.0,473039.0,0.0,70389.0,2.17,138760.0,0.0,33900.0,503328.0,459.72,21.35,0.0,0.0,26.61,26.61,30501876.0,753225892.07,0.0,1265.41,26.65,18.68,0.1311,20.83,0.42,41.3
2006-07-27,17363988.0,433569381.2,4.91,6.97,4.26,728.66,1.0,232950517.43,10835393.0,9329418.0,270553897.99,0.0,0.0,363959.0,15.98,0.0,0.0,0.0,23.9,369640.0,578355.0,0.0,0.0,15.98,363959.0,0.0,26487.0,607160.0,452.59,24.67,1.43,0.0,25.95,25.95,30923580.0,772145053.61,34787.0,1289.7,25.98,20.03,0.1376,21.01,0.4158,41.76
2006-07-28,17312552.0,441083957.64,4.9,7.49,4.25,734.79,1.0,239670608.4,10667186.0,9407075.0,271775334.9,0.0,0.0,6924.0,7.0,0.0,0.0,0.0,4.02,126657.0,182606.0,0.0,0.0,7.0,6924.0,0.0,7475.0,49000.0,451.22,2.15,0.0,0.0,25.41,25.41,31314118.0,797811616.53,0.0,1321.75,25.45,20.83,0.1388,21.25,0.4124,42.61
2006-07-31,17020804.0,432734941.59,4.81,7.7,4.17,733.86,1.0,230414369.94,10726848.0,9062910.0,272718136.16,0.0,0.0,78084.0,0.0,0.0,0.0,0.0,0.2,0.0,21246.0,0.0,0.0,0.0,78084.0,0.0,2825.0,344164.0,460.37,12.54,0.0,0.0,25.64,25.64,31109360.0,790920751.02,0.0,1326.43,25.77,19.13,0.136,21.69,0.4068,42.52
2006-08-01,17062634.0,429615512.18,4.82,8.3,4.18,732.76,1.0,228351094.63,10775230.0,9069205.0,271306643.23,0.0,0.0,49652.0,0.0,0.0,0.0,0.0,1.34,6295.0,7192.0,0.0,0.0,0.0,49652.0,0.0,5921.0,0.0,460.31,0.0,0.0,0.0,25.68,25.68,31188146.0,785278012.62,0.0,1323.68,25.8,19.12,0.1361,21.63,0.4066,42.11
2006-08-02,16796754.0,427842179.94,4.75,8.51,4.12,718.27,1.0,226766910.34,10446611.0,8902694.0,266093128.66,0.0,34873.0,17482.0,0.0,1.49,0.0,0.0,16.4,0.0,380973.0,0.0,34873.0,0.0,17482.0,0.0,0.0,166511.0,444.91,7.62,0.0,0.0,24.58,24.58,32046784.0,816286642.45,0.0,1361.21,24.63,18.55,0.1376,22.07,0.3953,42.6
2006-08-03,16855276.0,422177288.55,4.77,8.7,4.13,725.9,1.0,224679725.08,10594015.0,8970257.0,265350299.08,0.0,0.0,158091.0,8.33,0.0,0.0,0.0,0.0,173979.0,2452.0,0.0,0.0,8.33,158091.0,0.0,26637.0,106416.0,453.43,4.58,1.49,0.0,25.08,25.08,31639860.0,792489562.62,34873.0,1347.34,25.18,19.34,0.1399,21.94,0.3991,41.89
2006-08-04,16627661.0,410908575.13,4.7,8.6,4.08,705.58,1.0,217687778.01,10476742.0,8808866.0,258904913.16,0.0,0.0,13511.0,0.0,0.0,0.0,0.0,11.33,0.0,164684.0,0.0,0.0,0.0,13511.0,0.0,33900.0,161391.0,441.85,8.83,0.0,0.0,24.68,24.68,31970562.0,790067711.71,0.0,1343.45,24.75,18.63,0.1392,22.17,0.3917,41.33
2006-08-07,16450598.0,402204974.67,4.65,8.37,4.03,693.47,1.0,214541537.43,10301700.0,8774970.0,251868958.66,0.0,0.0,32900.0,0.0,0.0,0.0,0.0,8.95,0.0,207942.0,0.0,0.0,0.0,32900.0,0.0,0.0,33895.0,431.87,2.27,0.0,0.0,24.32,24.32,32064548.0,783954523.48,0.0,1337.66,24.41,18.71,0.1393,22.4,0.3883,40.89
2006-08-08,16384419.0,396962169.03,4.63,8.37,4.02,682.71,1.0,210724609.65,10313996.0,8697555.0,249887788.12,0.0,0.0,37367.0,0.0,0.0,0.0,0.0,3.82,3093.0,25071.0,0.0,0.0,0.0,37367.0,0.0,0.0,80507.0,426.66,3.39,0.0,0.0,24.39,24.39,31967956.0,774520546.21,0.0,1319.59,24.43,18.81,0.1405,22.52,0.3875,40.52
2006-08-09,16335465.0,402222611.43,4.62,8.26,4.01,676.31,1.0,214302465.27,10245730.0,8703465.0,252277133.01,0.0,34873.0,3700.0,0.67,1.44,0.0,0.0,6.07,15500.0,107689.0,0.0,34873.0,0.67,3700.0,0.0,850.0,9591.0,421.99,1.12,0.0,0.0,24.07,24.07,32321554.0,795842656.17,0.0,1327.05,24.13,18.82,0.1406,22.64,0.3838,41.18
2006-08-10,16582830.0,406032869.39,4.69,8.39,4.07,695.45,1.0,213389318.26,10489524.0,8715055.0,256837435.36,0.0,0.0,198067.0,1.99,0.0,0.0,0.0,2.55,11590.0,73572.0,0.0,0.0,1.99,198067.0,0.0,161865.0,0.0,436.8,0.0,1.76,0.0,24.88,24.88,31664684.0,775314135.33,42565.0,1309.77,25.01,18.7,0.1383,22.4,0.3934,40.95
2006-08-11,17371084.0,429384170.87,4.91,8.91,4.26,722.5,1.0,232553772.5,11503756.0,9408151.0,284353626.52,0.0,0.0,844749.0,26.76,0.0,0.0,0.0,0.06,693096.0,1408.0,0.0,0.0,26.76,844749.0,0.0,170891.0,0.0,474.84,0.0,0.0,0.0,26.73,26.73,31528248.0,779325609.53,0.0,1303.39,26.7,17.89,0.1405,23.49,0.4037,41.34
2006-08-14,17155930.0,424065923.5,4.85,8.87,4.21,716.91,1.0,227280463.04,11536981.0,9194815.0,285174893.0,0.0,0.0,2965.0,10.81,0.0,0.0,0.0,0.0,240000.0,3641.0,0.0,0.0,10.81,2965.0,0.0,33900.0,453336.0,477.76,18.11,0.0,0.0,26.79,26.79,31523872.0,779217442.12,0.0,1306.16,26.78,17.2,0.1438,25.23,0.3984,41.34
2006-08-15,17143472.0,428985766.08,4.85,9.18,4.2,714.39,1.0,229743091.07,11504717.0,9181177.0,287885664.92,0.0,0.0,1641.0,0.0,0.0,0.0,0.0,1.46,0.0,33905.0,0.0,0.0,0.0,1641.0,0.0,0.0,13638.0,475.45,0.83,0.0,0.0,26.47,26.47,31959392.0,799728564.94,0.0,1331.26,26.32,17.14,0.1437,25.25,0.3944,41.85
2006-08-16,17283312.0,431451603.45,4.89,9.26,4.24,727.85,1.0,228881805.01,11666656.0,9168666.0,291240326.98,0.0,34873.0,130661.0,1.44,1.46,0.0,0.0,3.31,6335.0,81650.0,0.0,34873.0,1.44,130661.0,0.0,78054.0,18846.0,487.09,0.71,0.0,0.0,26.65,26.65,32115932.0,801725407.59,0.0,1342.26,26.63,17.03,0.1424,25.13,0.3948,41.75
2006-08-17,17231244.0,429018470.91,4.87,9.32,4.23,726.23,1.0,228050401.36,11588368.0,9159494.0,288523795.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,43415.0,0.0,0.0,0.0,0.0,0.0,0.0,9172.0,484.42,0.28,1.46,0.0,26.6,26.6,31971436.0,796015458.05,34873.0,1335.43,26.62,17.02,0.1424,25.1,0.3956,41.64
2006-08-18,18235286.0,450527732.67,5.16,10.25,4.47,766.24,1.0,251062851.4,11619593.0,10161867.0,287077970.09,0.0,0.0,2031.0,41.82,0.0,0.0,0.0,0.21,1007373.0,5000.0,0.0,0.0,41.82,2031.0,0.0,34194.0,5000.0,483.62,0.24,0.0,0.0,26.69,26.69,31914652.0,788495217.71,0.0,1325.02,26.74,21.59,0.1479,23.72,0.4189,41.32
2006-08-21,17217942.0,426216461.54,4.87,9.9,4.22,717.5,1.0,226202437.7,11641568.0,9137940.0,288177757.81,0.0,0.0,21975.0,0.51,0.0,0.0,0.0,0.76,13831.0,17841.0,0.0,0.0,0.51,21975.0,0.0,17841.0,1037758.0,480.8,44.46,0.0,0.0,26.51,26.51,32274068.0,798918887.19,0.0,1338.31,26.43,17.1,0.1424,25.12,0.3921,41.4
2006-08-22,17143078.0,431435983.8,4.85,10.29,4.2,720.4,1.0,231003963.76,11492267.0,9178926.0,289223295.79,0.0,0.0,2868.0,4.16,0.0,0.0,0.0,5.76,98000.0,152169.0,0.0,0.0,4.16,2868.0,0.0,0.0,57014.0,479.94,1.27,0.0,0.0,26.26,26.26,32275040.0,812258664.08,0.0,1353.7,26.17,17.03,0.1437,25.22,0.3917,42.09
