DATE,VMX FP Equity_DX_SI_QTY,VMX FP Equity_DX_SHORT_INTEREST_VALUE,VMX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VMX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VMX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VMX FP Equity_DX_SI_MV,VMX FP Equity_DX_DSS,VMX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VMX FP Equity_DX_SUPPLY_SI_QTY,VMX FP Equity_DX_BROKER_SI_QTY,VMX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VMX FP Equity_DX_BROKER_SI_MV_NEW_x,VMX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VMX FP Equity_DX_SUPPLY_SI_QTY_INC_x,VMX FP Equity_DX_BROKER_SI_MV_INC_x,VMX FP Equity_DX_SUPPLY_SI_MV_NEW,VMX FP Equity_DX_BROKER_SI_QTY_ADD,VMX FP Equity_DX_BROKER_SI_QTY_NEW,VMX FP Equity_DX_SUPPLY_SI_MV_DEC,VMX FP Equity_DX_BROKER_SI_QTY_INC,VMX FP Equity_DX_SUPPLY_SI_QTY_DEC,VMX FP Equity_DX_BROKER_SI_MV_NEW_y,VMX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VMX FP Equity_DX_BROKER_SI_MV_INC_y,VMX FP Equity_DX_SUPPLY_SI_QTY_INC_y,VMX FP Equity_DX_BROKER_SI_MV_ADD,VMX FP Equity_DX_SUPPLY_SI_QTY_ADD,VMX FP Equity_DX_BROKER_SI_QTY_DEC,VMX FP Equity_DX_SUPPLY_SI_MV,VMX FP Equity_DX_BROKER_SI_MV_DEC,VMX FP Equity_DX_SUPPLY_SI_MV_RMV,VMX FP Equity_DX_BROKER_SI_MV_RMV,VMX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VMX FP Equity_DX_UTILIZATION_QUANTITY,VMX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VMX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VMX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VMX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VMX FP Equity_DX_ACTIVE_UTILIZATION_MV,VMX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VMX FP Equity_DX_BROKER_SI_CON_RATIO,VMX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VMX FP Equity_DX_DEMAND_SUPPLY_RATIO,VMX FP Equity_PX_LAST
2012-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547483.0,5124440.88,0.0,4.82,0.0,0.0,0.0,0.0,0.0,9.36
2012-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557180.0,4919899.4,0.0,4.7,0.0,0.0,0.0,0.0,0.0,8.83
2012-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557437.0,5128420.4,0.0,4.41,0.0,0.0,0.0,0.0,0.0,9.2
2012-03-09,10000.0,92700.0,0.07,0.1,0.03,0.09,0.0,92700.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0179,9.27
2012-03-12,10000.0,95500.0,0.07,0.1,0.03,0.09,0.0,95500.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0159,9.55
2012-03-13,10000.0,95000.0,0.07,0.1,0.03,0.1,0.0,95000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0159,9.5
2012-03-14,10000.0,95200.0,0.07,0.1,0.03,0.1,0.0,95200.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0159,9.52
2012-03-15,10000.0,95600.0,0.07,0.1,0.03,0.1,0.0,95600.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0159,9.56
2012-03-16,10000.0,95700.0,0.07,0.1,0.03,0.1,0.0,95700.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0159,9.57
2012-03-19,10000.0,99200.0,0.07,0.1,0.03,0.1,0.0,99200.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0159,9.92
2012-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.1,0.0,0.0,0.0,0.0,628427.0,6007762.12,0.0,5.71,0.0,0.0,0.0,0.0,0.0,9.56
2012-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628427.0,6032899.2,0.0,5.5,0.0,0.0,0.0,0.0,0.0,9.6
2012-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217226.0,11441924.4,0.0,11.16,0.0,0.0,0.0,0.0,0.0,9.4
2012-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217227.0,11125454.78,0.0,10.86,0.0,0.0,0.0,0.0,0.0,9.14
2012-03-26,5000.0,44050.0,0.04,0.05,0.02,0.05,0.0,0.0,5000.0,0.0,44050.0,0.0,5000.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.0,0.37,120000.0,1057200.0,0.0,1.1,4.0,0.0,1.0,100.0,0.0037,8.81
2012-03-27,5000.0,44750.0,0.04,0.05,0.02,0.04,0.0,0.0,5000.0,0.0,44750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,4.0,0.37,120000.0,1074000.0,0.0,1.06,4.0,0.0,1.0,100.0,0.0037,8.95
2012-03-28,5000.0,44500.0,0.04,0.05,0.02,0.04,0.0,0.0,5000.0,0.0,44500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,4.0,0.37,120000.0,1068000.0,0.0,1.07,4.0,0.0,1.0,100.0,0.0037,8.9
2012-03-29,5000.0,45300.0,0.04,0.04,0.02,0.04,0.0,0.0,5000.0,0.0,45300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,4.0,0.37,120000.0,1087200.0,0.0,1.07,4.0,0.0,1.0,100.0,0.0037,9.06
2012-03-30,10000.0,90700.0,0.07,0.09,0.03,0.09,0.0,45350.0,10000.0,5000.0,90700.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,5000.0,0.0,0.09,0.0,0.0,0.0,1.37,0.71,719518.0,6526028.26,0.0,6.49,1.37,48.87,0.5003,51.13,0.0071,9.07
2012-04-02,10000.0,84100.0,0.07,0.09,0.03,0.09,0.0,42050.0,10000.0,5000.0,84100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,1.34,0.71,735141.0,6182535.81,0.0,6.67,1.34,48.76,0.5003,51.24,0.0071,8.41
2012-04-03,10000.0,83500.0,0.07,0.11,0.03,0.09,0.0,41750.0,10000.0,5000.0,83500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,1.34,0.71,735146.0,6138469.1,0.0,6.21,1.34,48.65,0.5004,51.35,0.0071,8.35
2012-04-04,10000.0,72100.0,0.07,0.13,0.03,0.09,0.0,36050.0,10000.0,5000.0,72100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,1.34,0.71,735146.0,5300402.66,0.0,6.21,1.34,48.39,0.5005,51.61,0.0071,7.21
2012-04-05,10000.0,67400.0,0.07,0.13,0.03,0.07,0.0,33700.0,10000.0,5000.0,67400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.23,0.68,800000.0,5392000.0,0.0,5.79,1.23,48.64,0.5004,51.36,0.0068,6.74
2012-04-06,10000.0,67400.0,0.07,0.13,0.03,0.07,0.0,67400.0,10000.0,10000.0,67400.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.07,0.0,0.0,0.0,1.23,0.68,800000.0,5392000.0,0.0,5.38,1.24,47.04,0.5018,52.96,0.0068,0.0
2012-04-09,10000.0,67400.0,0.07,0.13,0.03,0.07,0.0,67400.0,10000.0,10000.0,67400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.23,0.68,800000.0,5392000.0,0.0,5.38,1.24,48.84,0.5003,51.16,0.0068,0.0
2012-04-10,110000.0,737000.0,0.82,1.46,0.35,0.74,0.0,67000.0,110000.0,10000.0,737000.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,13.58,7.49,700000.0,4690000.0,0.0,4.71,13.58,4.76,0.827,90.7,0.0749,6.7
2012-04-11,107100.0,717570.0,0.8,1.39,0.34,0.72,0.0,717570.0,107100.0,107100.0,717570.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.02,0.0,2900.0,0.0,0.0,0.0,0.0,0.67,0.0,2900.0,0.72,0.02,0.0,0.0,13.22,7.32,702900.0,4709430.0,0.0,4.7,13.22,4.9,0.8705,93.15,0.0732,6.7
2012-04-12,207100.0,1366860.0,1.54,2.72,0.66,1.37,0.0,706860.0,107100.0,107100.0,706860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,13.22,7.32,702900.0,4639140.0,0.0,4.69,13.21,2.55,0.9305,96.42,0.1416,6.6
2012-04-13,237100.0,1529295.0,1.76,3.45,0.75,1.56,0.0,884295.0,137100.0,137100.0,884295.0,0.0,0.0,30000.0,0.18,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.18,30000.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,16.93,9.38,672900.0,4340205.0,0.0,4.47,16.95,2.25,0.9388,96.86,0.1622,6.45
2012-04-16,237100.0,1422600.0,1.76,3.59,0.75,1.46,0.0,822600.0,132100.0,137100.0,792600.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.06,0.0,5000.0,0.0,0.0,0.0,0.0,0.03,0.0,5000.0,0.85,0.04,0.0,0.0,16.31,9.05,677900.0,4067400.0,0.0,4.36,16.3,0.93,0.9816,99.07,0.1625,6.0
2012-04-17,137100.0,843165.0,1.02,2.08,0.44,0.82,0.0,843165.0,132100.0,137100.0,812415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,16.31,9.09,677900.0,4169085.0,0.0,4.05,16.29,1.54,0.9696,98.46,0.0943,6.15
2012-04-18,137100.0,850020.0,1.02,2.15,0.44,0.85,0.0,850020.0,132100.0,137100.0,819020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,16.31,9.09,677900.0,4202980.0,0.0,4.17,16.31,1.54,0.9698,98.46,0.0943,6.2
2012-04-19,137100.0,834939.0,1.02,2.18,0.44,0.83,0.0,834939.0,132100.0,137100.0,804489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,16.31,9.09,677900.0,4128411.0,0.0,4.2,16.31,1.54,0.9697,98.46,0.0943,6.09
2012-04-20,237100.0,1370438.0,1.76,3.91,0.75,1.4,0.0,792438.0,132100.0,137100.0,763538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,16.31,9.39,677900.0,3918262.0,0.0,4.11,16.29,0.87,0.9828,99.13,0.1686,5.78
2012-04-23,137100.0,788325.0,1.02,2.27,0.44,0.79,0.0,788325.0,132100.0,137100.0,759575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,16.31,9.39,677900.0,3897925.0,0.0,3.93,16.32,1.53,0.9698,98.47,0.0975,5.75
2012-04-24,237100.0,1292195.0,1.76,4.08,0.75,1.32,0.0,747195.0,132100.0,137100.0,719945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,16.31,9.39,677900.0,3694555.0,0.0,3.88,16.29,0.87,0.9828,99.13,0.1686,5.45
2012-04-25,137100.0,756792.0,1.02,2.37,0.44,0.76,0.0,756792.0,132100.0,137100.0,729192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,20.26,9.39,520000.0,2870400.0,0.0,2.83,20.26,1.53,0.9698,98.47,0.0975,5.52
2012-04-26,172100.0,929340.0,1.28,2.96,0.55,0.94,0.0,929340.0,167100.0,172100.0,902340.0,0.0,0.0,35000.0,0.0,0.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,0.2,0.0,0.0,0.92,0.0,0.0,0.0,25.62,11.88,485000.0,2619000.0,0.0,2.67,25.63,21.49,0.644,77.31,0.1224,5.4
2012-04-27,172100.0,894920.0,1.28,2.93,0.55,0.91,0.0,894920.0,167100.0,172100.0,868920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,25.62,11.88,485000.0,2522000.0,0.0,2.61,25.63,21.89,0.6396,76.92,0.1224,5.2
2012-04-30,172100.0,925898.0,1.28,2.89,0.55,0.93,0.0,925898.0,167100.0,172100.0,898998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,25.62,11.88,485000.0,2609300.0,0.0,2.53,25.62,20.66,0.6532,78.13,0.1224,5.38
2012-05-01,172100.0,925898.0,1.28,2.91,0.55,0.93,0.0,925898.0,167100.0,172100.0,898998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,25.62,11.88,485000.0,2609300.0,0.0,2.61,25.62,21.22,0.6469,77.57,0.1224,0.0
2012-05-02,195100.0,1106217.0,1.45,3.29,0.62,1.1,0.0,1106217.0,167100.0,195100.0,947457.0,0.0,0.0,0.0,0.0,0.0,23000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.9,0.0,0.0,0.0,25.62,11.88,485000.0,2749950.0,0.0,2.62,25.62,18.18,0.5299,69.6,0.1387,5.67
2012-05-03,215100.0,1226070.0,1.6,3.64,0.68,1.22,0.0,1226070.0,190100.0,215100.0,1083570.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.12,0.0,0.0,23000.0,0.0,1.08,0.0,0.0,0.0,28.16,13.52,485000.0,2764500.0,0.0,2.75,28.12,19.46,0.4574,62.47,0.1529,5.7
2012-05-04,215100.0,1247580.0,1.6,3.7,0.68,1.24,0.0,1247580.0,190100.0,215100.0,1102580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,28.16,13.52,485000.0,2813000.0,0.0,2.78,28.16,20.25,0.4512,61.73,0.1529,5.8
2012-05-07,215100.0,1266939.0,1.6,3.77,0.68,1.28,0.0,1266939.0,190100.0,215100.0,1119689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,28.16,13.52,485000.0,2856650.0,0.0,2.83,28.15,20.05,0.4552,62.18,0.1529,5.89
2012-05-08,215100.0,1226070.0,1.6,3.82,0.68,1.26,0.0,1226070.0,190100.0,215100.0,1083570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,28.16,13.52,485000.0,2764500.0,0.0,2.87,28.14,20.58,0.4465,61.17,0.1529,5.7
2012-05-09,215100.0,1195956.0,1.6,3.9,0.68,1.23,0.0,1184280.0,190100.0,213000.0,1056956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,1.09,0.01,0.0,0.0,28.16,13.52,485000.0,2696600.0,0.0,2.78,28.18,20.51,0.4475,61.3,0.1529,5.56
