DATE,ES FP Equity_DX_SI_QTY,ES FP Equity_DX_SHORT_INTEREST_VALUE,ES FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ES FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ES FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ES FP Equity_DX_SI_MV,ES FP Equity_DX_DSS,ES FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ES FP Equity_DX_SUPPLY_SI_QTY,ES FP Equity_DX_BROKER_SI_QTY,ES FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ES FP Equity_DX_BROKER_SI_MV_NEW_x,ES FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ES FP Equity_DX_SUPPLY_SI_QTY_INC_x,ES FP Equity_DX_BROKER_SI_MV_INC_x,ES FP Equity_DX_SUPPLY_SI_MV_NEW,ES FP Equity_DX_BROKER_SI_QTY_ADD,ES FP Equity_DX_BROKER_SI_QTY_NEW,ES FP Equity_DX_SUPPLY_SI_MV_DEC,ES FP Equity_DX_BROKER_SI_QTY_INC,ES FP Equity_DX_SUPPLY_SI_QTY_DEC,ES FP Equity_DX_BROKER_SI_MV_NEW_y,ES FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ES FP Equity_DX_BROKER_SI_MV_INC_y,ES FP Equity_DX_SUPPLY_SI_QTY_INC_y,ES FP Equity_DX_BROKER_SI_MV_ADD,ES FP Equity_DX_SUPPLY_SI_QTY_ADD,ES FP Equity_DX_BROKER_SI_QTY_DEC,ES FP Equity_DX_SUPPLY_SI_MV,ES FP Equity_DX_BROKER_SI_MV_DEC,ES FP Equity_DX_SUPPLY_SI_MV_RMV,ES FP Equity_DX_BROKER_SI_MV_RMV,ES FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ES FP Equity_DX_UTILIZATION_QUANTITY,ES FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ES FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ES FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ES FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ES FP Equity_DX_ACTIVE_UTILIZATION_MV,ES FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ES FP Equity_DX_BROKER_SI_CON_RATIO,ES FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ES FP Equity_DX_DEMAND_SUPPLY_RATIO,ES FP Equity_PX_LAST
2010-05-24,4399.0,349288.64,0.2,1.25,0.03,0.43,0.0,261946.63,1100.0,3299.0,87342.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,199.0,0.11,0.02,0.0,0.0,100.0,0.63,0.0,0.0,0.0,0.0,100.0,18.57,0.3847,55.76,0.0253,98.0
2010-05-25,4399.0,340342.58,0.2,1.27,0.03,0.43,0.0,255237.59,1100.0,3299.0,85104.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.0,0.63,0.0,0.0,0.0,0.0,100.0,18.7,0.3828,55.51,0.0253,95.49
2010-05-26,4399.0,342873.14,0.2,1.28,0.03,0.42,0.0,257135.37,1100.0,3299.0,85737.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.0,0.63,0.0,0.0,0.0,0.0,100.0,18.38,0.386,55.99,0.0253,96.2
2010-05-27,5399.0,441813.65,0.25,1.58,0.04,0.52,0.0,351797.9,1100.0,4299.0,90015.75,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,100.0,0.63,0.0,0.0,0.0,0.0,100.0,28.54,0.3072,43.07,0.0311,101.0
2010-05-28,5399.0,441201.24,0.25,1.67,0.04,0.53,0.0,351310.26,1100.0,4299.0,89890.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.0,0.63,0.0,0.0,0.0,0.0,100.0,28.29,0.3026,42.38,0.0311,100.86
2010-05-31,5399.0,437876.7,0.25,1.74,0.04,0.54,0.0,348663.07,1100.0,4299.0,89213.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.0,0.63,0.0,0.0,0.0,0.0,100.0,29.45,0.3023,41.71,0.0311,100.1
2010-06-01,5399.0,441376.21,0.25,1.76,0.04,0.54,0.0,351449.59,1100.0,4299.0,89926.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.0,0.63,0.0,0.0,0.0,0.0,100.0,29.63,0.303,41.74,0.0309,100.9
2010-06-02,5399.0,439451.48,0.25,1.87,0.04,0.53,0.0,349917.0,1100.0,4299.0,89534.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.0,0.63,0.0,0.0,0.0,0.0,100.0,29.33,0.3023,41.78,0.0309,100.46
2010-06-03,5399.0,452749.63,0.25,1.94,0.04,0.54,0.0,360505.77,1100.0,4299.0,92243.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.0,0.63,0.0,0.0,0.0,0.0,100.0,29.57,0.3027,41.71,0.0308,103.5
2010-06-04,5494.0,459380.74,0.25,1.97,0.04,0.55,0.0,367404.25,1100.0,4394.0,91976.49,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.12,0.0,0.0,0.0,100.0,0.62,0.0,0.0,0.0,0.0,100.0,28.92,0.2882,40.47,0.031,103.2
2010-06-07,5494.0,449587.74,0.25,1.99,0.04,0.55,0.0,359571.99,1100.0,4394.0,90015.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.0,0.62,0.0,0.0,0.0,0.0,100.0,29.06,0.2884,40.43,0.0311,101.0
2010-06-08,4994.0,408550.1,0.23,1.81,0.04,0.5,0.0,318561.09,1100.0,3894.0,89989.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.11,0.05,0.0,0.0,100.0,0.62,0.0,0.0,0.0,0.0,100.0,33.27,0.3457,45.67,0.0282,100.97
2010-06-09,4976.0,408246.74,0.23,1.78,0.04,0.49,0.0,317999.27,1100.0,3876.0,90247.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.11,0.0,0.0,0.0,100.0,0.62,0.0,0.0,0.0,0.0,100.0,32.5,0.3462,46.2,0.0281,101.26
2010-06-10,4676.0,390036.53,0.21,1.8,0.04,0.46,0.0,298282.85,1100.0,3576.0,91753.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.11,0.03,0.0,0.0,100.0,0.62,0.0,0.0,0.0,0.0,100.0,28.5,0.3712,50.78,0.0264,102.95
2010-06-11,4676.0,387195.08,0.21,1.84,0.04,0.46,0.0,296109.84,1100.0,3576.0,91085.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.0,0.65,0.0,0.0,0.0,0.0,100.0,28.55,0.3694,50.5,0.0278,102.2
2010-06-14,4676.0,390225.96,0.21,1.65,0.04,0.46,0.0,298427.72,1100.0,3576.0,91798.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.0,0.65,0.0,0.0,0.0,0.0,100.0,28.94,0.3692,50.33,0.0278,103.0
2010-06-15,4676.0,387952.8,0.21,1.66,0.04,0.46,0.0,296689.31,1100.0,3576.0,91263.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.0,0.65,0.0,0.0,0.0,0.0,100.0,28.57,0.3693,50.48,0.0278,102.4
2010-06-16,4676.0,384959.8,0.21,1.66,0.04,0.47,0.0,294400.4,1100.0,3576.0,90559.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.0,0.65,0.0,0.0,0.0,0.0,100.0,29.04,0.3688,50.23,0.0278,101.61
2010-06-17,4676.0,390225.96,0.21,1.64,0.04,0.46,0.0,298427.72,1100.0,3576.0,91798.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.0,0.65,0.0,0.0,0.0,0.0,100.0,29.0,0.3697,50.37,0.0278,103.0
2010-06-18,4676.0,393181.07,0.21,1.64,0.04,0.46,0.0,300687.66,1100.0,3576.0,92493.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.0,0.65,0.0,0.0,0.0,0.0,100.0,28.68,0.369,50.4,0.0278,103.78
2010-06-21,4676.0,399697.46,0.21,1.78,0.04,0.47,0.0,305671.11,1100.0,3576.0,94026.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.0,0.6,0.0,0.0,0.0,0.0,100.0,29.18,0.3672,49.94,0.0255,105.5
2010-06-22,4676.0,397841.05,0.21,1.79,0.04,0.47,0.0,304251.41,1100.0,3576.0,93589.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.0,0.6,0.0,0.0,0.0,0.0,100.0,29.29,0.3653,49.61,0.0255,105.01
2010-06-23,6348.0,539325.8,0.29,2.39,0.05,0.66,0.0,445869.85,2480.0,5248.0,210700.69,0.0,0.0,0.0,0.0,0.0,1672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1380.0,0.0,0.26,0.0,0.0,0.0,100.0,1.34,0.0,0.0,0.0,0.0,100.0,32.69,0.355,45.8,0.0344,104.86
2010-06-24,6348.0,535159.74,0.29,2.35,0.05,0.65,0.0,442425.69,2480.0,5248.0,209073.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,100.0,1.35,0.0,0.0,0.0,0.0,100.0,32.86,0.355,45.72,0.0347,104.05
2010-06-25,6348.0,529913.58,0.29,2.31,0.05,0.65,0.0,438088.6,2480.0,5248.0,207023.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,100.0,1.35,0.0,0.0,0.0,0.0,100.0,32.97,0.3547,45.6,0.0347,103.03
2010-06-28,6348.0,539017.21,0.29,2.26,0.05,0.65,0.0,445614.73,2480.0,5248.0,210580.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,1.35,1.35,181593.0,15419305.57,0.0,18.88,1.35,33.04,0.3541,45.46,0.0345,104.8
2010-06-29,7568.0,627279.63,0.35,2.69,0.06,0.79,0.0,434984.61,3700.0,5248.0,306677.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.0,0.0,0.39,0.0,0.0,0.0,2.01,2.01,180373.0,14950357.96,0.0,18.88,2.04,26.37,0.2696,37.23,0.0411,102.3
2010-06-30,8265.0,684247.45,0.38,2.91,0.06,0.84,0.0,492177.99,2666.0,5945.0,220714.3,0.0,0.0,0.0,0.0,0.0,2440.0,0.0,0.11,0.0,1034.0,0.0,0.0,0.0,0.0,0.25,0.0,1743.0,0.28,0.19,0.0,0.0,1.45,1.45,181316.0,15010890.5,0.0,18.52,1.47,24.46,0.3561,51.61,0.0449,102.18
2010-07-01,6398.0,524963.94,0.29,2.22,0.05,0.65,0.0,334605.03,2666.0,4078.0,218748.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1867.0,0.27,0.18,0.0,0.0,100.0,1.45,0.0,0.0,0.0,0.0,100.0,18.53,0.5262,69.02,0.0348,101.27
2010-07-02,6080.0,499019.43,0.28,2.08,0.05,0.62,0.0,308604.12,2320.0,3760.0,190415.31,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.03,0.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,0.24,0.04,0.0,0.0,100.0,1.26,0.0,0.0,0.0,0.0,100.0,19.8,0.5831,73.49,0.0331,101.3
2010-07-05,6080.0,497393.8,0.28,2.08,0.05,0.62,0.0,307598.8,2320.0,3760.0,189795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,100.0,1.26,0.0,0.0,0.0,0.0,100.0,19.78,0.5833,73.51,0.0331,100.97
2010-07-06,5634.0,470128.23,0.26,1.88,0.04,0.57,0.0,276536.2,2320.0,3314.0,193592.03,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,0.24,0.05,0.0,0.0,100.0,1.25,0.0,0.0,0.0,0.0,100.0,11.83,0.667,80.5,0.0303,102.99
2010-07-07,133457.0,11189281.68,6.1,44.99,1.04,13.82,1.0,6829589.36,51999.0,81458.0,4359692.32,0.0,0.0,4900.0,0.0,0.0,78322.0,0.0,0.07,0.0,657.0,0.0,0.0,0.0,4900.0,8.15,45436.0,178.0,5.34,0.02,0.0,0.0,73.78,27.94,18477.0,1549145.85,0.0,1.9,73.74,22.93,0.3998,56.4,0.7171,103.48
2010-07-08,140239.0,11887053.44,6.41,47.29,1.09,14.55,1.0,6903084.25,58799.0,81440.0,4983969.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,18.0,6.06,0.0,0.0,0.0,76.09,31.6,18477.0,1566162.67,0.0,1.91,76.01,27.41,0.3836,53.17,0.7537,100.32
2010-07-09,141249.0,11934473.58,6.46,46.83,1.1,14.3,1.0,6881064.84,59809.0,81440.0,5053408.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,190.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,6.01,0.0,0.0,0.0,76.4,32.15,18477.0,1561166.93,0.0,1.85,76.44,27.04,0.3756,52.62,0.7592,100.0
2010-07-12,141096.0,11945389.33,6.45,46.36,1.1,14.14,1.0,5392763.86,77398.0,63698.0,6552625.47,0.0,0.0,17742.0,0.0,0.0,0.0,0.0,0.02,0.0,153.0,0.0,0.0,0.0,17742.0,0.0,0.0,17742.0,7.76,1.88,0.0,0.0,100.0,41.59,0.0,0.0,0.0,0.0,100.0,32.07,0.4939,62.42,0.7582,100.2
2010-07-13,158648.0,13404557.66,7.25,51.62,1.23,15.9,1.0,6865011.28,77398.0,81250.0,6539546.38,0.0,0.0,44.0,0.0,0.0,17742.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,44.0,1.85,0.0,190.0,7.72,0.02,0.0,0.0,100.0,41.58,0.0,0.0,0.0,0.0,100.0,27.2,0.3769,52.68,0.8524,100.0
2010-07-14,100125.0,8283842.24,4.58,33.03,0.78,10.1,0.0,4108206.61,50470.0,49655.0,4175635.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,27000.0,0.0,0.0,0.0,0.0,0.0,72.0,31595.0,5.05,3.13,0.0,0.0,100.0,27.12,0.0,0.0,0.0,0.0,100.0,30.82,0.31,42.16,0.5381,97.92
2010-07-15,81550.0,6753240.87,3.73,27.55,0.63,8.06,0.0,3194353.32,42976.0,38574.0,3558887.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,7494.0,0.0,0.0,0.0,0.0,0.0,0.0,11081.0,4.22,1.11,0.0,0.0,100.0,23.05,0.0,0.0,0.0,0.0,100.0,43.29,0.3904,44.1,0.4373,98.01
2010-07-16,63478.0,5216454.04,2.9,21.77,0.49,6.32,0.0,1690716.87,42904.0,20574.0,3525737.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,4.22,1.76,0.0,0.0,100.0,23.01,0.0,0.0,0.0,0.0,100.0,15.31,0.6345,78.0,0.3404,97.26
2010-07-19,27922.0,2274502.88,1.28,9.6,0.22,2.74,0.0,224827.3,25162.0,2760.0,2049675.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,17742.0,0.0,0.0,0.0,0.0,0.0,0.0,17814.0,2.47,1.83,0.0,0.0,57.66,13.49,18477.0,1505121.04,0.0,1.8,57.85,22.93,0.5543,70.58,0.1497,96.41
2010-07-20,27999.0,2274387.84,1.28,9.71,0.22,2.73,0.0,230452.46,25162.0,2837.0,2043935.38,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,57.66,13.49,18477.0,1500905.89,0.0,1.78,57.91,22.67,0.5378,69.47,0.1502,96.14
2010-07-21,27999.0,2278409.53,1.28,9.94,0.22,2.72,0.0,230859.95,25162.0,2837.0,2047549.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,57.6,13.47,18525.0,1507465.86,0.0,1.78,57.87,22.73,0.5372,69.41,0.1499,96.31
2010-07-22,27999.0,2341573.83,1.28,9.83,0.22,2.73,0.0,237260.08,25162.0,2837.0,2104313.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,57.6,13.46,18525.0,1549257.3,0.0,1.78,57.87,23.29,0.5335,68.96,0.1498,98.98
2010-07-23,22999.0,1884944.52,1.05,8.14,0.18,2.28,0.0,232513.92,20162.0,2837.0,1652430.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,52.12,10.78,18525.0,1518265.89,0.0,1.83,52.09,22.42,0.5408,69.76,0.123,97.0
2010-07-26,4057.0,341071.93,0.19,1.62,0.03,0.39,0.0,238506.55,1220.0,2837.0,102565.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,18942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.0,0.65,0.0,0.0,0.0,0.0,100.0,7.46,0.8146,89.91,0.0217,99.5
2010-07-27,4057.0,342785.86,0.19,1.62,0.03,0.4,0.0,239705.07,1220.0,2837.0,103080.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.0,0.65,0.0,0.0,0.0,0.0,100.0,7.5,0.8141,89.88,0.0217,100.0
2010-07-28,4057.0,342785.86,0.19,1.47,0.03,0.41,0.0,239705.07,1220.0,2837.0,103080.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.0,0.65,0.0,0.0,0.0,0.0,100.0,7.52,0.8139,89.86,0.0217,100.0
2010-07-29,2877.0,243036.15,0.13,1.07,0.02,0.29,0.0,239657.13,1260.0,2837.0,106439.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.13,0.0,0.0,0.0,100.0,0.67,0.0,0.0,0.0,0.0,100.0,10.55,0.726,84.4,0.0154,99.98
2010-07-30,437.0,36373.04,0.02,0.17,0.0,0.05,0.0,36373.04,40.0,437.0,3329.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,40.0,1220.0,0.0,0.0,0.0,0.0,0.0,0.0,2440.0,0.0,0.24,0.0,0.0,100.0,0.02,0.0,0.0,0.0,0.0,100.0,32.53,0.561,67.47,0.0023,98.51
2010-08-02,437.0,36919.51,0.02,0.17,0.0,0.04,0.0,36919.51,40.0,437.0,3379.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.02,0.0,0.0,0.0,0.0,100.0,32.8,0.5592,67.2,0.0023,99.99
2010-08-03,447.0,37764.35,0.02,0.18,0.0,0.05,0.0,37764.35,50.0,447.0,4224.2,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,34.18,0.5501,65.82,0.0024,99.99
2010-08-04,447.0,37764.35,0.02,0.18,0.0,0.05,0.0,37764.35,50.0,447.0,4224.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,34.07,0.5508,65.93,0.0024,99.99
2010-08-05,447.0,37749.24,0.02,0.19,0.0,0.05,0.0,37749.24,50.0,447.0,4222.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,34.21,0.5499,65.79,0.0024,99.95
2010-08-06,447.0,37651.04,0.02,0.19,0.0,0.05,0.0,37651.04,50.0,447.0,4211.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,34.3,0.5493,65.7,0.0024,99.69
2010-08-09,447.0,37390.44,0.02,0.19,0.0,0.05,0.0,37390.44,50.0,447.0,4182.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,34.07,0.5507,65.93,0.0024,99.0
2010-08-10,447.0,37107.18,0.02,0.19,0.0,0.05,0.0,37107.18,50.0,447.0,4150.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,34.24,0.5497,65.76,0.0024,98.25
2010-08-11,447.0,36676.62,0.02,0.2,0.0,0.05,0.0,36676.62,50.0,447.0,4102.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,34.09,0.5506,65.91,0.0024,97.11
2010-08-12,447.0,36672.85,0.02,0.2,0.0,0.05,0.0,36672.85,50.0,447.0,4102.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,34.04,0.5509,65.96,0.0024,97.1
2010-08-13,447.0,37012.76,0.02,0.21,0.0,0.05,0.0,37012.76,50.0,447.0,4140.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,34.05,0.5509,65.95,0.0024,98.0
2010-08-16,447.0,36453.79,0.0,0.21,0.0,0.05,0.0,36453.79,50.0,447.0,4077.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,34.21,0.5499,65.79,0.0024,96.52
2010-08-17,447.0,36578.43,0.0,0.22,0.0,0.04,0.0,36578.43,50.0,447.0,4091.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,34.17,0.5501,65.83,0.0024,96.85
2010-08-18,447.0,36457.57,0.0,0.22,0.0,0.05,0.0,36457.57,50.0,447.0,4078.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,34.13,0.5504,65.87,0.0024,96.53
2010-08-19,447.0,36597.31,0.0,0.23,0.0,0.05,0.0,36597.31,50.0,447.0,4093.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,34.1,0.5505,65.9,0.0024,96.9
2010-08-20,447.0,36627.53,0.0,0.24,0.0,0.05,0.0,36627.53,50.0,447.0,4097.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,189407.0,15520156.3,0.0,18.43,0.03,33.92,0.5517,66.08,0.0024,96.98
2010-08-23,447.0,37458.42,0.0,0.24,0.0,0.05,0.0,37458.42,50.0,447.0,4189.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,189407.0,15872232.44,0.0,18.51,0.03,34.12,0.5504,65.88,0.0024,99.18
