DATE,VLA FP Equity_DX_SI_QTY,VLA FP Equity_DX_SHORT_INTEREST_VALUE,VLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VLA FP Equity_DX_SI_MV,VLA FP Equity_DX_DSS,VLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VLA FP Equity_DX_SUPPLY_SI_QTY,VLA FP Equity_DX_BROKER_SI_QTY,VLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VLA FP Equity_DX_BROKER_SI_MV_NEW_x,VLA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,VLA FP Equity_DX_BROKER_SI_MV_INC_x,VLA FP Equity_DX_SUPPLY_SI_MV_NEW,VLA FP Equity_DX_BROKER_SI_QTY_ADD,VLA FP Equity_DX_BROKER_SI_QTY_NEW,VLA FP Equity_DX_SUPPLY_SI_MV_DEC,VLA FP Equity_DX_BROKER_SI_QTY_INC,VLA FP Equity_DX_SUPPLY_SI_QTY_DEC,VLA FP Equity_DX_BROKER_SI_MV_NEW_y,VLA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VLA FP Equity_DX_BROKER_SI_MV_INC_y,VLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,VLA FP Equity_DX_BROKER_SI_MV_ADD,VLA FP Equity_DX_SUPPLY_SI_QTY_ADD,VLA FP Equity_DX_BROKER_SI_QTY_DEC,VLA FP Equity_DX_SUPPLY_SI_MV,VLA FP Equity_DX_BROKER_SI_MV_DEC,VLA FP Equity_DX_SUPPLY_SI_MV_RMV,VLA FP Equity_DX_BROKER_SI_MV_RMV,VLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VLA FP Equity_DX_UTILIZATION_QUANTITY,VLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VLA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VLA FP Equity_DX_ACTIVE_UTILIZATION_MV,VLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VLA FP Equity_DX_BROKER_SI_CON_RATIO,VLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VLA FP Equity_DX_DEMAND_SUPPLY_RATIO,VLA FP Equity_PX_LAST
2007-07-12,2200.0,25872.0,0.02,0.05,0.02,0.03,0.0,25872.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,58800.0,0.0,0.06,0.0,0.0,1.0,100.0,0.44,11.76
2007-07-13,4400.0,51436.0,0.03,0.1,0.03,0.05,0.0,51436.0,0.0,4400.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,2200.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,58450.0,0.0,0.06,0.0,0.0,1.0,100.0,0.88,11.69
2007-07-16,6900.0,80661.0,0.05,0.16,0.05,0.08,0.0,80661.0,0.0,6900.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,58450.0,0.0,0.06,0.0,0.0,1.0,100.0,1.38,11.69
2007-07-17,6900.0,81075.0,0.05,0.15,0.05,0.08,0.0,81075.0,0.0,6900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,58750.0,0.0,0.06,0.0,0.0,1.0,100.0,1.38,11.75
2007-07-18,6900.0,80799.0,0.05,0.15,0.05,0.08,0.0,80799.0,0.0,6900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,58550.0,0.0,0.06,0.0,0.0,1.0,100.0,1.38,11.71
2007-07-19,8900.0,103240.0,0.06,0.19,0.06,0.1,0.0,103240.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,23200.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,11.6
2007-07-20,8900.0,102172.0,0.06,0.19,0.06,0.11,0.0,102172.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,22960.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,11.48
2007-07-23,8900.0,98879.0,0.06,0.19,0.06,0.1,0.0,98879.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,22220.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,11.11
2007-07-24,8900.0,97633.0,0.06,0.19,0.06,0.1,0.0,97633.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21940.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,10.97
2007-07-25,8900.0,93895.0,0.06,0.18,0.06,0.1,0.0,93895.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21100.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,10.55
2007-07-26,8900.0,95052.0,0.06,0.17,0.06,0.1,0.0,95052.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21360.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,10.68
2007-07-27,8900.0,96120.0,0.06,0.17,0.06,0.1,0.0,96120.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21600.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,10.8
2007-07-30,8900.0,99769.0,0.06,0.17,0.06,0.1,0.0,99769.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,22420.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,11.21
2007-07-31,8900.0,97900.0,0.06,0.16,0.06,0.1,0.0,97900.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,22000.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,11.0
2007-08-01,8900.0,99591.0,0.06,0.16,0.06,0.1,0.0,99591.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,22380.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,11.19
2007-08-02,8900.0,99591.0,0.06,0.16,0.06,0.1,0.0,99591.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,22380.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,11.19
2007-08-03,8900.0,97900.0,0.06,0.16,0.06,0.1,0.0,97900.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,22000.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,11.0
2007-08-06,8900.0,97455.0,0.06,0.16,0.06,0.1,0.0,97455.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21900.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,10.95
2007-08-07,8900.0,98167.0,0.06,0.16,0.06,0.1,0.0,98167.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,22060.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,11.03
2007-08-08,8900.0,98345.0,0.06,0.16,0.06,0.1,0.0,98345.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,22100.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,11.05
2007-08-09,8900.0,97900.0,0.06,0.16,0.06,0.1,0.0,97900.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,22000.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,11.0
2007-08-10,8900.0,95052.0,0.06,0.16,0.06,0.1,0.0,95052.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21360.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,10.68
2007-08-13,8900.0,93895.0,0.06,0.26,0.06,0.1,0.0,93895.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21100.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,10.55
2007-08-14,8900.0,93450.0,0.06,0.31,0.06,0.1,0.0,93450.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21000.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,10.5
2007-08-15,8900.0,93450.0,0.06,0.33,0.06,0.1,0.0,93450.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21000.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,10.5
2007-08-16,8900.0,89089.0,0.06,0.34,0.06,0.1,0.0,89089.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,20020.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,10.01
2007-08-17,8900.0,88466.0,0.06,0.36,0.06,0.1,0.0,88466.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,19880.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,9.94
2007-08-20,8900.0,89000.0,0.06,0.37,0.06,0.11,0.0,89000.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,20000.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,10.0
2007-08-21,8900.0,86953.0,0.06,0.44,0.06,0.11,0.0,86953.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,19540.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,9.77
2007-08-22,8900.0,90335.0,0.06,0.5,0.06,0.11,0.0,90335.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,20300.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,10.15
2007-08-23,8900.0,93984.0,0.06,0.5,0.06,0.11,0.0,93984.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21120.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,10.56
2007-08-24,8900.0,95052.0,0.06,0.51,0.06,0.11,0.0,95052.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21360.0,0.0,0.02,0.0,0.0,1.0,100.0,4.45,10.68
2007-08-27,18900.0,202041.0,0.13,1.1,0.13,0.21,0.0,202041.0,0.0,18900.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21380.0,0.0,0.02,0.0,0.0,1.0,100.0,9.45,10.69
2007-08-28,18900.0,199017.0,0.13,1.12,0.13,0.21,0.0,199017.0,0.0,18900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21060.0,0.0,0.02,0.0,0.0,1.0,100.0,9.45,10.53
2007-08-29,18900.0,197316.0,0.13,1.14,0.13,0.21,0.0,197316.0,0.0,18900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,20880.0,0.0,0.02,0.0,0.0,1.0,100.0,9.45,10.44
2007-08-30,18900.0,197316.0,0.13,1.18,0.13,0.21,0.0,197316.0,0.0,18900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,20880.0,0.0,0.02,0.0,0.0,1.0,100.0,9.45,10.44
2007-08-31,18900.0,188622.0,0.13,1.2,0.13,0.21,0.0,188622.0,0.0,18900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,19960.0,0.0,0.02,0.0,0.0,1.0,100.0,9.45,9.98
2007-09-03,18900.0,183330.0,0.13,1.17,0.13,0.21,0.0,183330.0,0.0,18900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,19400.0,0.0,0.02,0.0,0.0,1.0,100.0,9.45,9.7
2007-09-04,18900.0,183708.0,0.13,1.19,0.13,0.21,0.0,183708.0,0.0,18900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,19440.0,0.0,0.02,0.0,0.0,1.0,100.0,9.45,9.72
2007-09-05,18900.0,189000.0,0.13,1.35,0.13,0.21,0.0,189000.0,0.0,18900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,20000.0,0.0,0.02,0.0,0.0,1.0,100.0,9.45,10.0
2007-09-06,18900.0,188811.0,0.13,1.49,0.13,0.21,0.0,188811.0,0.0,18900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,19980.0,0.0,0.02,0.0,0.0,1.0,100.0,9.45,9.99
2007-09-07,15000.0,147750.0,0.1,1.25,0.1,0.17,0.0,147750.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900.0,0.0,0.04,0.0,0.0,0.0,0.0,2000.0,19700.0,0.0,0.02,0.0,0.0,1.0,100.0,7.5,9.85
2007-09-10,15000.0,147750.0,0.1,1.29,0.1,0.17,0.0,147750.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,19700.0,0.0,0.02,0.0,0.0,1.0,100.0,7.5,9.85
2007-09-11,15000.0,149100.0,0.1,1.45,0.1,0.17,0.0,149100.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,19880.0,0.0,0.02,0.0,0.0,1.0,100.0,7.5,9.94
2007-09-12,15000.0,148350.0,0.1,1.48,0.1,0.16,0.0,148350.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,19780.0,0.0,0.02,0.0,0.0,1.0,100.0,7.5,9.89
2007-09-13,15000.0,146100.0,0.1,1.44,0.1,0.16,0.0,146100.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,19480.0,0.0,0.02,0.0,0.0,1.0,100.0,7.5,9.74
2007-09-14,15000.0,145950.0,0.1,1.46,0.1,0.16,0.0,145950.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,19460.0,0.0,0.02,0.0,0.0,1.0,100.0,7.5,9.73
2007-09-17,15000.0,142500.0,0.1,1.46,0.1,0.17,0.0,142500.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,19000.0,0.0,0.02,0.0,0.0,1.0,100.0,7.5,9.5
2007-09-18,15000.0,140250.0,0.1,1.48,0.1,0.17,0.0,140250.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,18700.0,0.0,0.02,0.0,0.0,1.0,100.0,7.5,9.35
2007-09-19,15000.0,140100.0,0.1,1.54,0.1,0.17,0.0,140100.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,18680.0,0.0,0.02,0.0,0.0,1.0,100.0,7.5,9.34
